
[00:00:00.000 --> 00:00:04.000]   [audio cuts out]
[00:55:28.600 --> 00:55:35.600]   I knew that God was an all-powerful being, but I felt that I was unworthy of having a relationship with him because of my sins.
[00:55:35.600 --> 00:55:41.600]   I would always ask myself, "How could he love me and truly be my Father in heaven when I was so unworthy and full of sin?"
[00:55:41.600 --> 00:55:46.600]   I was conceited in my way of thinking as I thought that my sin was greater than him.
[00:55:46.600 --> 00:55:54.600]   However, I learned that his love and grace for me, which was displayed in the shed blood of Christ on Calvary, is more than sufficient to forgive us of our sins.
[00:55:54.600 --> 00:56:01.600]   Not only that, but we are also given an opportunity to live in him and like him as heirs and his children.
[00:56:01.600 --> 00:56:05.600]   After hearing this message, it changed my whole perspective on God.
[00:56:05.600 --> 00:56:10.600]   I felt broken knowing that I had been so prideful in my thinking.
[00:56:10.600 --> 00:56:17.600]   I wrongfully thought that it was acceptable to waste the last 18 years of my life putting God aside as an afterthought.
[00:56:17.600 --> 00:56:21.600]   By doing so, I had missed out on opportunities to deepen my relationship with him.
[00:56:21.600 --> 00:56:26.600]   What was even worse was the fact that I had not recognized the ways that he had been working in my life.
[00:56:26.600 --> 00:56:33.600]   I had failed to acknowledge his love for me, the one love that I should have been most focused on.
[00:56:33.600 --> 00:56:38.600]   From that moment, I wanted to be reborn in him, so I asked that he would forgive me of my sins.
[00:56:38.600 --> 00:56:47.600]   I truly desired to turn away from my past life in order to live a life that would reflect a relationship where he was truly Abba Father.
[00:56:47.600 --> 00:56:53.600]   I surrendered everything that I had been idolizing before and asked that he would be the one to dictate my life.
[00:56:53.600 --> 00:56:58.600]   I wanted to place him first in my life so that he would be my one desire, delight, and defender.
[00:56:58.600 --> 00:57:04.600]   To me, it is simply amazing that our Father in Heaven loves us so much.
[00:57:04.600 --> 00:57:08.600]   So I strive to be able to recognize this love every moment in my life,
[00:57:08.600 --> 00:57:14.600]   so that I may live in him and also glorify him in everything I do, no matter what struggle I'm going through.
[00:57:14.600 --> 00:57:16.600]   Thank you.
[00:57:17.600 --> 00:57:20.600]   [Applause]
[00:57:20.600 --> 00:57:35.600]   Do you believe that you've been united with Christ in his death and also that you've been united with Christ in his resurrection?
[00:57:35.600 --> 00:57:37.600]   I do.
[00:57:37.600 --> 00:57:42.600]   I baptize you in the name of the Father, in the name of the Son, and of the Holy Spirit.
[00:57:42.600 --> 00:57:44.600]   Amen.
[00:57:44.600 --> 00:57:47.600]   [Applause]
[00:57:47.600 --> 00:58:06.600]   Hi, church. My name is Ben Yang, and my family and I have been attending church for about a year now.
[00:58:06.600 --> 00:58:11.600]   After listening to testimonies, college was a long time ago for me, so I won't talk about that.
[00:58:11.600 --> 00:58:19.600]   So many times when I hear testimonies of other believers, you know, there's a time I look and they talk about addictions and family drama or something else.
[00:58:19.600 --> 00:58:24.600]   I look back at my life and I realize my life's been pretty easy. Who wants to listen to my testimony?
[00:58:24.600 --> 00:58:29.600]   I was baptized at my church growing up, but learned during BCC the reasons behind full immersion baptism.
[00:58:29.600 --> 00:58:31.600]   That's why I'm here today.
[00:58:31.600 --> 00:58:38.600]   I grew up a middle child, and there's drama to that, to parents who loved God and showed my siblings and I what it means to be a true Christian.
[00:58:38.600 --> 00:58:44.600]   My family was never a traditional Korean family. We were often referred to as the Brady Bunch.
[00:58:44.600 --> 00:58:51.600]   Having grown up at a Presbyterian church, I was surrounded by other kids, similar beliefs to myself, and attending retreats and revival meetings.
[00:58:51.600 --> 00:58:57.600]   It was in junior high at a retreat where I decided to make the commitment to follow Jesus and accept him as my Lord and Savior.
[00:58:57.600 --> 00:59:04.600]   I don't remember a whole bunch from my younger years, but I do remember realizing the sacrifice that he made was one so that I could be with him for all eternity.
[00:59:04.600 --> 00:59:08.600]   And I realized that if I believed in him, my life would be changed for the better.
[00:59:08.600 --> 00:59:14.600]   When I look back at my life, it's not that I haven't had my fair share of disappointment, sadness, or insecurities.
[00:59:14.600 --> 00:59:18.600]   What gets me through these times is knowing that God loves me and is in control of my life.
[00:59:18.600 --> 00:59:23.600]   There's a sense of peace and contentment knowing that God is with me through all ups and downs.
[00:59:23.600 --> 00:59:30.600]   Knowing that God is truly in control of my life and my family's life allows me not to live a life of worrying of what tomorrow or the next day will bring along my way.
[00:59:30.600 --> 00:59:41.600]   This isn't to say there aren't times where I have my doubts and concerns, but knowing that God who loves us and gave the ultimate sacrifice has my back is a feeling that allows me not to freak out at the challenges that come up.
[00:59:41.600 --> 00:59:47.600]   I've found strength in God and truly trust in his plan in my life and my family's life these past couple of years.
[00:59:47.600 --> 00:59:56.600]   Some of you may know my son Connor. Those who were at VBS last year might recognize his name because he's the one everyone's yelling at, "Hey, Connor, stop that. Connor, come here."
[00:59:56.600 --> 01:00:00.600]   Connor was diagnosed as autistic when he turned two.
[01:00:00.600 --> 01:00:06.600]   There are still many days and nights where my wife and I are wondering why God made him this way.
[01:00:06.600 --> 01:00:12.600]   One thing I never doubted is the fact that God did plan for him to be this way and that he was created in God's image.
[01:00:12.600 --> 01:00:16.600]   I am at peace in knowing that God loves him and is a plan for him as he grows up.
[01:00:16.600 --> 01:00:21.600]   Thanks for listening and I look forward to growing together with you here at Berean. Thank you.
[01:00:21.600 --> 01:00:31.600]   [applause]
[01:00:31.600 --> 01:00:35.600]   [inaudible]
[01:00:35.600 --> 01:00:39.600]   >> Okay, Ben, do you believe that you've been united with Christ in his death and also his resurrection?
[01:00:39.600 --> 01:00:41.600]   >> I do.
[01:00:41.600 --> 01:00:47.600]   >> God's eyes are in the name of the Father, in the name of the Son, in the name of the Holy Spirit.
[01:00:47.600 --> 01:01:11.600]   [applause]
[01:01:11.600 --> 01:01:18.600]   >> Hi, everyone. My name is Shannon and I'm a freshman at UCI and I've been at Berean since last November.
[01:01:18.600 --> 01:01:20.600]   So here's my testimony.
[01:01:20.600 --> 01:01:23.600]   Growing up, I went to church every Sunday with my family.
[01:01:23.600 --> 01:01:28.600]   Although I heard the Bible stories and I memorized the Bible verses, I never really understood why I did these things.
[01:01:28.600 --> 01:01:31.600]   I thought it was simply because my parents wanted us to.
[01:01:31.600 --> 01:01:38.600]   Despite the message of love that I heard every Sunday, all I heard was the discord of my own family that made me feel so upset inside.
[01:01:38.600 --> 01:01:43.600]   Throughout middle school and high school, I started understanding the message of Christianity,
[01:01:43.600 --> 01:01:47.600]   that Jesus died for my sins and if I accepted God as Savior, I would be saved.
[01:01:47.600 --> 01:01:52.600]   But my mind was set against it, feeling that it was so hypocritical to hear messages about God's grace and love
[01:01:52.600 --> 01:01:55.600]   and seeing such strife in my family.
[01:01:55.600 --> 01:01:59.600]   I thought, if Christians look so good on the outside but have so many problems on the inside,
[01:01:59.600 --> 01:02:01.600]   isn't Christianity just so hypocritical?
[01:02:01.600 --> 01:02:05.600]   How could people claim to love God so much but hurt each other so much?
[01:02:05.600 --> 01:02:10.600]   I kept going to church on Sundays, but it was an empty routine because my parents insisted we go.
[01:02:10.600 --> 01:02:15.600]   During this time, I also struggled with sexual immorality and I was left feeling very guilty.
[01:02:15.600 --> 01:02:20.600]   Now it wasn't just the strife in our house that made me a hypocrite, but my own actions and choices.
[01:02:20.600 --> 01:02:26.600]   The greater the guilt I felt, the more I felt distanced from the perfect God that I had spent my life hearing about.
[01:02:26.600 --> 01:02:32.600]   Although I was in small groups and serving the church, and on the outside I looked so optimistic and like a good Christian,
[01:02:32.600 --> 01:02:37.600]   under the surface I was just judgmental and prideful and steeped in sin.
[01:02:37.600 --> 01:02:41.600]   Coming to college, I decided I was an adult now and my life was my own.
[01:02:41.600 --> 01:02:43.600]   I became adamant in my rebellion against God.
[01:02:43.600 --> 01:02:50.600]   I didn't want anything to do with the church or Christianity, because all the sin in my life left me with a lot of guilt.
[01:02:50.600 --> 01:02:53.600]   But I thought that guilt came from a Christian background.
[01:02:53.600 --> 01:02:59.600]   So instead of struggling with my sin, I chose to live in it and hoped that the further I walked from Christianity, the less guilty I would feel.
[01:02:59.600 --> 01:03:03.600]   Three weeks into college, I felt emotionally empty.
[01:03:03.600 --> 01:03:08.600]   The sexual immorality that I thought would be fun and liberating to embrace just left me feeling hurt and angry.
[01:03:08.600 --> 01:03:12.600]   The other worldly pleasures I pursued didn't give any fulfillment.
[01:03:12.600 --> 01:03:17.600]   The guilt didn't fade away, but only got worse and I couldn't understand why.
[01:03:17.600 --> 01:03:25.600]   Everyone else living like this seemed to have a great time, so I decided to go to church in the hope of somehow feeling better or less guilty.
[01:03:25.600 --> 01:03:28.600]   I asked a homie about what church he was attending and I ended up at Berean.
[01:03:28.600 --> 01:03:33.600]   The service talked about humility and God's grace and I started to examine my own life.
[01:03:33.600 --> 01:03:35.600]   Why did I think that my way was much better?
[01:03:35.600 --> 01:03:41.600]   Why had I walked away from church and I realized it was because I wanted to be the master of my own life and be in control?
[01:03:41.600 --> 01:03:47.600]   I started wondering if maybe letting God be the master of my life would be the answer to filling the emptiness.
[01:03:47.600 --> 01:03:50.600]   I saw the joy that the people had around me during church.
[01:03:50.600 --> 01:03:54.600]   It wasn't out of social expectation. It was a true love for God and I wanted that.
[01:03:54.600 --> 01:04:01.600]   So I started coming out to Berean every weekend hoping that peace would magically come upon me if I came out to church enough.
[01:04:01.600 --> 01:04:04.600]   I was still reluctant to give up my control of my life.
[01:04:04.600 --> 01:04:08.600]   I thought coming to church every Sunday was enough to be right with God again.
[01:04:08.600 --> 01:04:13.600]   Then one weekend, I don't remember what the message was, but I realized the wrath I deserve for my sins
[01:04:13.600 --> 01:04:18.600]   and especially for blatantly rejecting my creator and making myself God of my own life.
[01:04:18.600 --> 01:04:21.600]   And I also realized that God was so gracious and loving.
[01:04:21.600 --> 01:04:27.600]   He could have chosen to punish me, but he pursued me and he gave me so many more opportunities to come before him and repent.
[01:04:27.600 --> 01:04:31.600]   And I realized what a gift salvation was and how loving God was.
[01:04:31.600 --> 01:04:34.600]   So I asked God for forgiveness for my rebellion and for my sins
[01:04:34.600 --> 01:04:40.600]   and I thanked him for the grace that he had given me by sacrificing Jesus to take the punishment and the wrath that I deserved.
[01:04:40.600 --> 01:04:45.600]   I asked him to be the master over every aspect of my life and surrendered everything to him.
[01:04:45.600 --> 01:04:48.600]   In the months following, I saw my life changing before me.
[01:04:48.600 --> 01:04:52.600]   Even in the face of family problems that came up, instead of feeling fearful and angry,
[01:04:52.600 --> 01:04:57.600]   I felt confident knowing that God is sovereign and that he would use it for his glory.
[01:04:57.600 --> 01:05:01.600]   Instead of seeing prayer or spending time in his word as a chore that would waste my precious time,
[01:05:01.600 --> 01:05:03.600]   I started feeling peace from spending time with him.
[01:05:03.600 --> 01:05:07.600]   I saw that all my time is his to use as he wills.
[01:05:07.600 --> 01:05:09.600]   I wanted to know him more and I still do.
[01:05:09.600 --> 01:05:13.600]   Although I still struggle with sin, I'm no longer satisfied to live in it.
[01:05:13.600 --> 01:05:19.600]   I want my new life in Christ to be lived to bring him glory and to share his word and his relentless and unconditional love with others.
[01:05:19.600 --> 01:05:21.600]   So that's why I decided to get baptized.
[01:05:21.600 --> 01:05:26.600]   To show that although I said I was Christian in the past, my life has been flipped, turned upside down,
[01:05:26.600 --> 01:05:28.600]   from knowing who God is and what he has done for me.
[01:05:28.600 --> 01:05:30.600]   I want to share it with everyone I know.
[01:05:30.600 --> 01:05:31.600]   Thank you.
[01:05:31.600 --> 01:05:44.600]   [applause]
[01:05:44.600 --> 01:05:45.600]   Hi, Shannon.
[01:05:45.600 --> 01:05:50.600]   Shannon, do you believe that you've been united with Christ in his death and also his resurrection?
[01:05:50.600 --> 01:05:52.600]   I do.
[01:05:52.600 --> 01:05:57.600]   I baptize you in the name of the Father, and of the Son, and of the Holy Spirit.
[01:05:57.600 --> 01:06:25.600]   [applause]
[01:06:25.600 --> 01:06:27.600]   Hello, everyone.
[01:06:27.600 --> 01:06:29.600]   My name is Kevin.
[01:06:29.600 --> 01:06:36.600]   I'm a second year at UCI and started coming to Berean the start of this school year.
[01:06:36.600 --> 01:06:40.600]   And this is my testimony.
[01:06:40.600 --> 01:06:44.600]   I was born and raised into a Christian family.
[01:06:44.600 --> 01:06:49.600]   My parents were the ones that dragged me out to church in the beginning.
[01:06:49.600 --> 01:06:55.600]   However, you know, back in the day, I was too mature to really understand what was being taught.
[01:06:55.600 --> 01:06:58.600]   And I would be told these Bible stories.
[01:06:58.600 --> 01:07:01.600]   I would be told the gospel.
[01:07:01.600 --> 01:07:06.600]   But I never really understood what was being taught.
[01:07:06.600 --> 01:07:11.600]   And this would probably be my spiritual life in elementary school.
[01:07:11.600 --> 01:07:16.600]   And I think middle school was when I started to be able to pick up on things
[01:07:16.600 --> 01:07:25.600]   and really, I guess, think for myself about some of these things.
[01:07:25.600 --> 01:07:29.600]   When I was a middle schooler, I was plugged into my church's youth group
[01:07:29.600 --> 01:07:37.600]   where I would look up to older brothers and sisters and see how they would handle themselves being at church.
[01:07:37.600 --> 01:07:42.600]   And I would look up to them as my role models and examples.
[01:07:42.600 --> 01:07:47.600]   And I would quickly try to pick up on how they would handle themselves
[01:07:47.600 --> 01:07:50.600]   and try to incorporate that into my life.
[01:07:50.600 --> 01:07:52.600]   I would read my Bible.
[01:07:52.600 --> 01:07:53.600]   I would pray.
[01:07:53.600 --> 01:07:56.600]   But it wouldn't really be for the purpose of myself.
[01:07:56.600 --> 01:08:05.600]   It was just to fit in and just to, you know, mimic the older brothers and sisters at my church.
[01:08:05.600 --> 01:08:09.600]   So this would probably be where I was at in middle school.
[01:08:09.600 --> 01:08:14.600]   I wouldn't say that, you know, I was a believer at the time
[01:08:14.600 --> 01:08:21.600]   and I was only intending just to fit in as well as just have friends.
[01:08:21.600 --> 01:08:26.600]   As high school came by, many of the church leaders were moving on.
[01:08:26.600 --> 01:08:30.600]   And there was a big need for service for my youth group.
[01:08:30.600 --> 01:08:33.600]   And I volunteered to help lead worship.
[01:08:33.600 --> 01:08:37.600]   However, it wasn't really the purpose of serving the church.
[01:08:37.600 --> 01:08:40.600]   It was really just for self-glorification.
[01:08:40.600 --> 01:08:42.600]   I just wanted to look good.
[01:08:42.600 --> 01:08:51.600]   And quickly after, I was humbled when a worship set that I led in front of the whole church went disastrously.
[01:08:51.600 --> 01:08:58.600]   And I found out that my purpose for leading worship is to honor and glorify God.
[01:08:58.600 --> 01:09:03.600]   It isn't to put myself on a pedestal and to glorify myself.
[01:09:03.600 --> 01:09:07.600]   So this was during my freshman and sophomore years.
[01:09:07.600 --> 01:09:13.600]   And I thought just during this time, I thought that I was growing in my faith.
[01:09:13.600 --> 01:09:23.600]   But it wasn't until junior and senior year when I completely fell off the map in terms of my spirituality.
[01:09:23.600 --> 01:09:28.600]   Due to, you know, stress from school and a lot of stress from my parents,
[01:09:28.600 --> 01:09:31.600]   my parents really focused on grades.
[01:09:31.600 --> 01:09:37.600]   They didn't really care about how I was doing spiritually or anything else really.
[01:09:37.600 --> 01:09:43.600]   They really pushed me and that's what really stressed me out and made me depressed.
[01:09:43.600 --> 01:09:47.600]   And also, in high school, I got bullied.
[01:09:47.600 --> 01:09:55.600]   And just during that time, it was, you know, really hard for me to really find someone to talk to.
[01:09:55.600 --> 01:09:58.600]   It kept all of this bitterness inside of my heart.
[01:09:58.600 --> 01:10:06.600]   And I felt like I couldn't go to my parents because they would just talk to me about how my grades were doing.
[01:10:06.600 --> 01:10:11.600]   And just during this whole time, I stopped going to fellowship completely.
[01:10:11.600 --> 01:10:14.600]   And I isolated myself.
[01:10:14.600 --> 01:10:18.600]   And there were people at my church that were trying to reach out to me,
[01:10:18.600 --> 01:10:23.600]   but I made the decision to close myself off to everyone.
[01:10:23.600 --> 01:10:31.600]   And I felt like I was alone and I had no one to comfort me.
[01:10:31.600 --> 01:10:35.600]   So, yeah, during that time, I wasn't seeking God at all.
[01:10:35.600 --> 01:10:38.600]   I was really focused on myself.
[01:10:38.600 --> 01:10:42.600]   I was very jealous.
[01:10:42.600 --> 01:10:50.600]   I was very envious of everyone because I really didn't know why all of this was happening to me.
[01:10:50.600 --> 01:10:57.600]   And, you know, it got to the point where I just didn't really want to live anymore.
[01:10:57.600 --> 01:11:09.600]   But then, the summer leading into college, my home pastor decided he wanted to see how I was doing.
[01:11:09.600 --> 01:11:17.600]   And for some reason, I didn't close myself off to him, but because of the respect that I had for him,
[01:11:17.600 --> 01:11:20.600]   I agreed to meet up with him.
[01:11:20.600 --> 01:11:27.600]   And I felt like during that meeting, that was a meeting that really changed my life.
[01:11:27.600 --> 01:11:34.600]   It really changed how I viewed certain things on life.
[01:11:34.600 --> 01:11:37.600]   I told him what was going on in high school.
[01:11:37.600 --> 01:11:45.600]   And he told me, you know, like, throughout that whole time, you weren't alone because God was always there with you.
[01:11:45.600 --> 01:11:49.600]   And that was something that really convicted my heart.
[01:11:49.600 --> 01:11:55.600]   And that's something that I definitely hold on to all the way up to today.
[01:11:55.600 --> 01:12:04.600]   And something that he also really stressed about is the importance of finding a fellowship and a church when going to college.
[01:12:04.600 --> 01:12:10.600]   And because of the respect that I had for him, I guess I just wanted to try it out again.
[01:12:10.600 --> 01:12:12.600]   I agreed to that.
[01:12:12.600 --> 01:12:17.600]   When I came to UCI, I joined CCM.
[01:12:17.600 --> 01:12:28.600]   And CCM was definitely a group that really, really grew me in my faith.
[01:12:28.600 --> 01:12:33.600]   So, yeah, joining CCM was really great for me because I joined small groups at the time.
[01:12:33.600 --> 01:12:39.600]   And small groups single-handedly changed my perception of Christianity.
[01:12:39.600 --> 01:12:43.600]   And although I grew up in the church and all my life thought that I was a believer and I was saved,
[01:12:43.600 --> 01:12:51.600]   I came to realize what being a Christian was all about, and that was to honor and glorify God in all that we do.
[01:12:51.600 --> 01:12:57.600]   It was not during this time that I truly accepted Christ to be my one and true Savior.
[01:12:57.600 --> 01:13:04.600]   So, during CCM small groups, we would go through Fundamentals of the Faith, as well as Desiring God by John Piper.
[01:13:04.600 --> 01:13:12.600]   And I began reading my Bible and actually praying to God out of a genuine desire to really learn more about him
[01:13:12.600 --> 01:13:15.600]   and really to connect with him in this way.
[01:13:15.600 --> 01:13:24.600]   And my love for God grew so much during this time because I knew that he was watching over me throughout this whole transition.
[01:13:24.600 --> 01:13:30.600]   And it was during this time where I really felt convicted by the gospel message.
[01:13:30.600 --> 01:13:36.600]   And I really came to understand how much God loved and sacrificed for me.
[01:13:36.600 --> 01:13:44.600]   I knew that I could trust God, knowing that it was truly his sacrifice that saved me from my sin and destination of hell.
[01:13:44.600 --> 01:13:53.600]   I did not just believe that God was real, but I knew that he was real, due to the circumstances and how my first year of college went about.
[01:13:53.600 --> 01:13:57.600]   My eyes opened, making me realize how much of a sinner that I was.
[01:13:57.600 --> 01:14:03.600]   I remember truly repenting over my sins and asking God for forgiveness.
[01:14:03.600 --> 01:14:08.600]   There were definitely a lot of people that really played a role during my first year of college.
[01:14:08.600 --> 01:14:13.600]   A lot of older brothers that really reached out to me.
[01:14:13.600 --> 01:14:20.600]   And there's a lot of them, so I don't want to name them all, but I just want to say that I love you guys a lot.
[01:14:20.600 --> 01:14:32.600]   You guys are definitely the reason why I'm still committed to church and CCM, just because you guys are encouragements to me.
[01:14:32.600 --> 01:14:37.600]   And you guys are definitely the light for me.
[01:14:37.600 --> 01:14:45.600]   So I found a home and family at Berean Community Church, and I really feel connected to God at Berean.
[01:14:45.600 --> 01:14:49.600]   And everyone has definitely welcomed me with a joyful heart.
[01:14:49.600 --> 01:14:57.600]   And I'm excited to continue my journey and walk with Christ, and I believe that through CCM and Berean, I can accomplish that goal.
[01:14:57.600 --> 01:15:01.600]   I've been baptized before, back when I was a junior in high school.
[01:15:01.600 --> 01:15:10.600]   However, I feel like I need to get baptized again, because my actions as a junior didn't reflect a justified and sanctified life.
[01:15:10.600 --> 01:15:18.600]   I was not a genuine believer. I never repented of my sins at the time, but rather got baptized because other people were getting baptized.
[01:15:18.600 --> 01:15:23.600]   Since the beginning of my college career, I can now truly say that Christ is my first love,
[01:15:23.600 --> 01:15:29.600]   and that my relationship with Christ is the one thing that I will hold onto for the rest of my life.
[01:15:29.600 --> 01:15:35.600]   I realize that Christ is everything, the gospel is everything. I'm small, and he's big.
[01:15:35.600 --> 01:15:44.600]   Just how it is stated in Galatians 2.20, "I have been crucified with Christ. It is no longer I who live, but Christ who lives in me.
[01:15:44.600 --> 01:15:51.600]   And the life I now have in the flesh I live by faith in the Son of God, who loves me and gave himself for me."
[01:15:51.600 --> 01:15:52.600]   Thank you.
[01:15:52.600 --> 01:16:02.600]   [applause]
[01:16:02.600 --> 01:16:16.600]   [inaudible]
[01:16:16.600 --> 01:16:22.600]   Baptize you in the name of the Father, in the name of the Son, and in the name of the Holy Spirit.
[01:16:22.600 --> 01:16:39.600]   [applause]
[01:16:40.600 --> 01:16:45.600]   Why don't we go ahead and stand together as we say our prayer.

