
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[01:18:27.360 --> 01:18:32.360]   ♪ I will hold fast to the anchor ♪
[01:18:32.360 --> 01:18:37.360]   ♪ It shall never be reborn ♪
[01:18:37.360 --> 01:18:40.440]   (gentle piano music)
[01:18:43.480 --> 01:18:48.480]   ♪ Crest the shore, crest the shore in steady anchor ♪
[01:18:48.480 --> 01:18:54.480]   ♪ Through the floods of unbelief ♪
[01:18:54.480 --> 01:18:59.480]   ♪ Hopeless somehow, hold my soul now ♪
[01:18:59.480 --> 01:19:04.480]   ♪ Lift your eyes to Calvary ♪
[01:19:04.480 --> 01:19:07.480]   ♪ This my valiant scourge ♪
[01:19:07.480 --> 01:19:09.480]   ♪ Sure and true ♪
[01:19:09.480 --> 01:19:14.480]   ♪ His love forever true ♪
[01:19:14.480 --> 01:19:19.480]   ♪ I will hold fast to the anchor ♪
[01:19:19.480 --> 01:19:23.480]   ♪ It shall never be reborn ♪
[01:19:23.480 --> 01:19:26.560]   (gentle piano music)
[01:19:27.560 --> 01:19:31.560]   ♪ It shall never be reborn ♪
[01:19:31.560 --> 01:19:34.640]   (gentle piano music)
[01:19:34.640 --> 01:19:46.560]   ♪ Crest the shore in steady anchor ♪
[01:19:46.560 --> 01:19:51.560]   ♪ As we face the wave of death ♪
[01:19:51.560 --> 01:19:56.440]   ♪ When these trials feel way too glory ♪
[01:19:56.440 --> 01:20:01.440]   ♪ As we draw our final breath ♪
[01:20:01.440 --> 01:20:06.440]   ♪ We will cross that great horizon ♪
[01:20:06.440 --> 01:20:11.440]   ♪ Fought behind and is secured ♪
[01:20:11.440 --> 01:20:16.440]   ♪ In the power, in the might ♪
[01:20:16.440 --> 01:20:21.440]   ♪ In the strength that we do ♪
[01:20:21.440 --> 01:20:26.440]   ♪ The shore of our salvation ♪
[01:20:26.440 --> 01:20:31.440]   ♪ Ever faithful, ever true ♪
[01:20:31.440 --> 01:20:36.440]   ♪ We will hold fast to the anchor ♪
[01:20:36.440 --> 01:20:40.440]   ♪ It shall never be reborn ♪
[01:20:40.440 --> 01:20:43.520]   (gentle piano music)
[01:20:44.520 --> 01:20:47.600]   (gentle piano music)
[01:20:47.600 --> 01:20:56.360]   - Amen.
[01:20:56.360 --> 01:20:58.320]   Let's just pray really fast
[01:20:58.320 --> 01:21:01.080]   to end our praise and prayer service.
[01:21:01.080 --> 01:21:04.880]   Our God, we do trust you with all that we are,
[01:21:04.880 --> 01:21:08.320]   and we're so grateful, Lord, for your presence in our lives.
[01:21:08.320 --> 01:21:12.320]   As we continue to go this weekend and in every day,
[01:21:12.320 --> 01:21:15.200]   I pray, Father God, that we would always be connected to you,
[01:21:15.200 --> 01:21:17.000]   abiding in our Savior.
[01:21:17.000 --> 01:21:19.520]   Thank you, Lord, in Christ's name, amen.
[01:21:19.520 --> 01:21:21.400]   All right, if those of you in the sanctuary
[01:21:21.400 --> 01:21:23.640]   would just take a brief moment to sit.
[01:21:23.640 --> 01:21:25.880]   Announcement, couple announcements wise.
[01:21:25.880 --> 01:21:27.560]   Just as a quick reminder,
[01:21:27.560 --> 01:21:30.560]   Wednesday mornings we have a prayer time in here
[01:21:30.560 --> 01:21:32.360]   from 7.30 to 8.30.
[01:21:32.360 --> 01:21:34.320]   It's open prayer time where you can come in
[01:21:34.320 --> 01:21:35.800]   and pray and leave as you wish.
[01:21:35.800 --> 01:21:37.600]   So that's just a quick reminder.
[01:21:37.600 --> 01:21:40.460]   For those of you guys participating out in the courtyard,
[01:21:40.460 --> 01:21:41.840]   just like we do every Sunday,
[01:21:41.840 --> 01:21:43.880]   please help us stack away the chairs.
[01:21:43.880 --> 01:21:47.200]   There's going to be these roller racks at the very back.
[01:21:47.200 --> 01:21:49.400]   So those of you guys who are in the outside courtyard
[01:21:49.400 --> 01:21:51.320]   as you leave, please make sure you just help us.
[01:21:51.320 --> 01:21:54.280]   Lend a hand in stacking away the chairs, okay?
[01:21:54.280 --> 01:21:56.280]   And at this time, this room too,
[01:21:56.280 --> 01:21:59.480]   you can use the side exit or use the main exit.
[01:21:59.480 --> 01:22:00.480]   Have a great night, everybody.
[01:22:00.480 --> 01:22:01.360]   Thanks for coming.
[01:22:01.360 --> 01:22:07.520]   (audience chattering)
[01:22:08.380 --> 01:22:11.540]   (audience chattering)
[01:22:11.540 --> 01:22:14.700]   (audience chattering)
[01:22:15.300 --> 01:22:18.460]   (audience chattering)
[01:22:18.460 --> 01:22:21.620]   (audience chattering)
[01:22:21.620 --> 01:22:24.780]   (audience chattering)
[01:22:24.780 --> 01:22:27.940]   (audience chattering)
[01:22:27.940 --> 01:22:29.940]   (crowd chattering)

