
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:38:55.920 --> 00:38:58.800]   "Never take your own revenge, beloved,
[00:38:58.800 --> 00:39:01.740]   "but leave room for the wrath of God, for it is written,
[00:39:01.740 --> 00:39:05.020]   "'Vengeance is mine, I will repay,' says the Lord.
[00:39:05.020 --> 00:39:07.440]   "But if your enemy is hungry, feed him.
[00:39:07.440 --> 00:39:09.440]   "But if he is thirsty, give him a drink,
[00:39:09.440 --> 00:39:12.480]   "for in so doing you will heap burning coals on his head.
[00:39:12.480 --> 00:39:17.100]   "Do not be overcome by evil, but overcome evil with good."
[00:39:17.100 --> 00:39:20.260]   I think there was a sense in which a lot of this
[00:39:20.260 --> 00:39:22.520]   was going on in the Corinthians church.
[00:39:22.520 --> 00:39:24.440]   Some guy, yeah, it could easily happen.
[00:39:24.440 --> 00:39:26.500]   It's like, "Dude, let me borrow this, you know?
[00:39:26.500 --> 00:39:28.160]   "Please, please, please, I'll pay you back."
[00:39:28.160 --> 00:39:30.720]   Two months later, "Sorry, I can't pay you back.
[00:39:30.720 --> 00:39:33.280]   "But you're a Christian, so let it go, right?"
[00:39:33.280 --> 00:39:34.300]   And the guy's like, "What?
[00:39:34.300 --> 00:39:35.240]   "You promised!"
[00:39:35.240 --> 00:39:36.380]   And then they go back and forth,
[00:39:36.380 --> 00:39:38.840]   and you can imagine those finances getting
[00:39:38.840 --> 00:39:40.920]   in the midst of brothers and whatnot.
[00:39:40.920 --> 00:39:45.360]   And you can imagine, in a church, we can have fights,
[00:39:45.360 --> 00:39:48.460]   we can have conflict, right?
[00:39:50.260 --> 00:39:53.660]   Well, one of the questions I wanna ask you first
[00:39:53.660 --> 00:39:55.920]   before going to application is,
[00:39:55.920 --> 00:39:58.340]   how would you summarize this principle,
[00:39:58.340 --> 00:40:01.040]   put it in a way you can remember and has
[00:40:01.040 --> 00:40:04.040]   as a life principle for yourself?
[00:40:04.040 --> 00:40:06.320]   When Apostle Paul says, "Why not rather be wrong?
[00:40:06.320 --> 00:40:07.700]   "Why not rather be defrauded?"
[00:40:07.700 --> 00:40:10.200]   When you hear the words of Jesus,
[00:40:10.200 --> 00:40:12.220]   what's a good way to summarize this principle
[00:40:12.220 --> 00:40:13.500]   we're supposed to live by?
[00:40:13.500 --> 00:40:15.660]   (silence)
[00:40:15.660 --> 00:40:23.200]   How would you put it, you know,
[00:40:23.200 --> 00:40:25.700]   in a brief, concise, your own words kind of way?
[00:40:25.700 --> 00:40:31.900]   Jonas? (laughs)
[00:40:31.900 --> 00:40:34.940]   What do you think, man?
[00:40:34.940 --> 00:40:38.180]   (silence)
[00:40:38.180 --> 00:40:40.340]   (silence)
[00:40:40.340 --> 00:40:50.420]   How would you summarize the principle
[00:40:50.420 --> 00:40:55.020]   that Apostle Paul is wanting the church to live by
[00:40:55.020 --> 00:40:58.680]   when he asks the question, "Why not rather be wrong?
[00:40:58.680 --> 00:41:00.340]   "Why not rather be defrauded?"
[00:41:00.340 --> 00:41:06.060]   Be peacemakers, okay?
[00:41:06.060 --> 00:41:07.900]   Good, be peacemakers.
[00:41:07.900 --> 00:41:09.460]   How else would you guys say it?
[00:41:09.460 --> 00:41:18.140]   Yes?
[00:41:18.140 --> 00:41:20.540]   - Showing grace as you've been showing grace yourself.
[00:41:20.540 --> 00:41:22.500]   - Okay, good, showing grace
[00:41:22.500 --> 00:41:24.400]   as you've been showing grace yourself.
[00:41:24.400 --> 00:41:26.140]   What else?
[00:41:26.140 --> 00:41:37.760]   Leave judgment to God, good.
[00:41:38.520 --> 00:41:39.960]   Okay, good.
[00:41:39.960 --> 00:41:44.960]   So now, let's talk about practically applying this, okay?
[00:41:44.960 --> 00:41:49.840]   How would you make some practical applications
[00:41:49.840 --> 00:41:51.680]   from what we've been learning so far?
[00:41:51.680 --> 00:41:54.840]   How would we apply this to ourselves?
[00:42:07.280 --> 00:42:10.360]   I know I have like first half sentences
[00:42:10.360 --> 00:42:12.720]   underneath that stuff, but we don't have to go
[00:42:12.720 --> 00:42:15.960]   just according to what I wrote as applications I drew.
[00:42:15.960 --> 00:42:18.640]   I want you guys to think about how do we apply this?
[00:42:18.640 --> 00:42:20.800]   Aside from just like, okay, again,
[00:42:20.800 --> 00:42:22.280]   the simple way to do Bible study is like,
[00:42:22.280 --> 00:42:25.040]   okay, he says, you guys are idiots
[00:42:25.040 --> 00:42:26.880]   for going to court with each other.
[00:42:26.880 --> 00:42:28.000]   I'll never do that.
[00:42:28.000 --> 00:42:30.280]   Even if I'm mad, I'll never take someone to court.
[00:42:30.280 --> 00:42:31.160]   Good, I'm done.
[00:42:31.160 --> 00:42:35.640]   But we just realize he's digging deeper than just that.
[00:42:36.400 --> 00:42:39.480]   You know, he's talking about certain attitudes.
[00:42:39.480 --> 00:42:42.720]   How do we apply some of these things?
[00:42:42.720 --> 00:42:50.760]   Yes.
[00:42:50.760 --> 00:42:54.520]   - Think highly of the church and seek out wisdom.
[00:42:54.520 --> 00:42:55.840]   - Yeah, that's really good.
[00:42:55.840 --> 00:42:59.180]   Think highly of the church and seek out wisdom, you know?
[00:42:59.180 --> 00:43:02.160]   There's been a lot of times for me personally
[00:43:02.160 --> 00:43:04.460]   when someone has come to me for counsel,
[00:43:04.460 --> 00:43:06.440]   but it was so late in the game.
[00:43:06.440 --> 00:43:08.520]   They've already tried to reconcile their own way.
[00:43:08.520 --> 00:43:10.680]   They've already had negative responses.
[00:43:10.680 --> 00:43:12.280]   They've built, built, built, built, built,
[00:43:12.280 --> 00:43:14.160]   and now they're like, they haven't talked
[00:43:14.160 --> 00:43:15.000]   to each other for months,
[00:43:15.000 --> 00:43:17.120]   and then they're like, can you help me?
[00:43:17.120 --> 00:43:19.280]   I'm like, oh, I wish you would've talked to me
[00:43:19.280 --> 00:43:20.800]   like six months ago, you know?
[00:43:20.800 --> 00:43:24.520]   Or even, this doesn't have to be pastor,
[00:43:24.520 --> 00:43:26.880]   but there are many people in the church
[00:43:26.880 --> 00:43:28.520]   that have been Christians walking faithfully
[00:43:28.520 --> 00:43:32.600]   for many, many years, and they have wisdom to share.
[00:43:32.600 --> 00:43:35.660]   And we as members of the church need to seek counsel
[00:43:35.660 --> 00:43:38.100]   from each other and be open to abide
[00:43:38.100 --> 00:43:40.780]   by the counsel we receive, okay?
[00:43:40.780 --> 00:43:41.620]   What else?
[00:43:41.620 --> 00:43:50.440]   Any others?
[00:43:50.440 --> 00:43:58.420]   Yes.
[00:43:58.420 --> 00:44:01.500]   - It's better to be faithfully than selfishly.
[00:44:01.500 --> 00:44:03.360]   - That's really good.
[00:44:03.360 --> 00:44:07.000]   It's better to lose gracefully than win selfishly, okay?
[00:44:07.000 --> 00:44:10.720]   It's better to lose gracefully than win selfishly.
[00:44:10.720 --> 00:44:14.080]   I think that's something that you can apply.
[00:44:14.080 --> 00:44:17.540]   Sometimes, as a man, I make my decisions on like,
[00:44:17.540 --> 00:44:21.580]   stuff like risk analysis, cost benefit,
[00:44:21.580 --> 00:44:23.680]   or just getting the thing done, you know?
[00:44:23.680 --> 00:44:26.840]   But sometimes, you have to consider this fact,
[00:44:26.840 --> 00:44:29.760]   like, you know, in this decision that I'm making,
[00:44:29.760 --> 00:44:32.500]   my goal is not just to win, or my goal just isn't
[00:44:32.500 --> 00:44:35.060]   to get the result that I was wanting.
[00:44:35.060 --> 00:44:36.400]   I'd rather be more gracious
[00:44:36.400 --> 00:44:38.200]   and have Christian character in this.
[00:44:38.200 --> 00:44:42.660]   So if it's gonna look like I'm just being selfish,
[00:44:42.660 --> 00:44:44.300]   then even though it makes sense financially,
[00:44:44.300 --> 00:44:46.700]   practically, risk, and all that stuff,
[00:44:46.700 --> 00:44:48.460]   I'll rather lose gracefully.
[00:44:48.460 --> 00:44:50.560]   That's really good.
[00:44:50.560 --> 00:44:54.180]   Any others?
[00:44:54.180 --> 00:44:55.000]   Yes.
[00:44:55.840 --> 00:44:57.660]   - I think that there's this balance between
[00:44:57.660 --> 00:44:59.720]   judging the Christ's benefits,
[00:44:59.720 --> 00:45:02.760]   but like, how to know Jesus for your sake,
[00:45:02.760 --> 00:45:06.560]   because like, you know, there's a great Christ,
[00:45:06.560 --> 00:45:09.640]   and yet, you're supposed to hold your life accountable
[00:45:09.640 --> 00:45:10.560]   and like, have--
[00:45:10.560 --> 00:45:12.520]   - Yes, right.
[00:45:12.520 --> 00:45:16.360]   Okay, so you're right.
[00:45:16.360 --> 00:45:21.360]   There is a balance of holding each other accountable
[00:45:21.920 --> 00:45:25.120]   where if someone brought an issue to the church,
[00:45:25.120 --> 00:45:28.000]   then they're going to exercise wisdom and justice
[00:45:28.000 --> 00:45:30.080]   in order to set things right.
[00:45:30.080 --> 00:45:33.240]   But between the two parties, there's always room
[00:45:33.240 --> 00:45:36.760]   and actually need for grace and mercy, right?
[00:45:36.760 --> 00:45:38.720]   And I think that's something that, for me,
[00:45:38.720 --> 00:45:40.100]   I was super challenged by.
[00:45:40.100 --> 00:45:44.060]   Because in order to practice what he's saying,
[00:45:44.060 --> 00:45:47.640]   you do have to be able to, and so point two for me,
[00:45:47.640 --> 00:45:49.880]   you know how it says, as a Christian, we can,
[00:45:49.880 --> 00:45:51.340]   and I left it blank?
[00:45:51.340 --> 00:45:53.760]   For me, as a practical application, for me, I wrote,
[00:45:53.760 --> 00:45:57.560]   I can absorb cost, right?
[00:45:57.560 --> 00:46:02.320]   For Jesus Christ, our Savior, he was able to absorb what?
[00:46:02.320 --> 00:46:07.120]   Pain, suffering, penalty, that's cost.
[00:46:07.120 --> 00:46:08.600]   Cost of sin.
[00:46:08.600 --> 00:46:11.560]   And one of the things that we do then, uniquely as Christians
[00:46:11.560 --> 00:46:14.440]   that perhaps the world is not willing to do
[00:46:14.440 --> 00:46:17.520]   is absorb the cost, okay?
[00:46:17.520 --> 00:46:20.760]   I want you to go in your Bibles to Matthew 18
[00:46:20.760 --> 00:46:22.160]   about that story of forgiveness,
[00:46:22.160 --> 00:46:26.720]   and I want you to realize that there is an element of cost
[00:46:26.720 --> 00:46:29.320]   in the idea of forgiveness.
[00:46:29.320 --> 00:46:32.260]   So go to Matthew 18, okay?
[00:46:32.260 --> 00:46:39.160]   Matthew 18, verse 21 and on.
[00:46:39.160 --> 00:46:45.240]   And this is what Jesus says as he's teaching Peter.
[00:46:45.240 --> 00:46:47.920]   Then Peter came and said to him,
[00:46:47.920 --> 00:46:50.720]   "Lord, how often shall my brother sin against me
[00:46:50.720 --> 00:46:51.760]   "and I forgive him?
[00:46:51.760 --> 00:46:54.600]   "Up to seven times?"
[00:46:54.600 --> 00:46:57.280]   And Jesus said to him, "I do not say to you
[00:46:57.280 --> 00:47:01.560]   "up to seven times, but up to 70 times seven."
[00:47:01.560 --> 00:47:03.800]   And as you guys have probably heard in many sermons
[00:47:03.800 --> 00:47:05.860]   and in your own Bible studies,
[00:47:05.860 --> 00:47:08.440]   70 times seven is not just a number,
[00:47:08.440 --> 00:47:12.520]   but it's an idiomatic phrase saying completely.
[00:47:12.520 --> 00:47:14.400]   There's no end, just keep forgiving him.
[00:47:14.400 --> 00:47:16.400]   As long as he is repenting and coming to you,
[00:47:16.400 --> 00:47:17.840]   keep forgiving him.
[00:47:17.840 --> 00:47:19.160]   But look at the story he gives.
[00:47:19.160 --> 00:47:21.240]   He says, "For this reason the kingdom of heaven
[00:47:21.240 --> 00:47:23.500]   "may be compared to a king who wished to settle accounts
[00:47:23.500 --> 00:47:24.520]   "with the slaves.
[00:47:24.520 --> 00:47:25.680]   "When he began to settle them,
[00:47:25.680 --> 00:47:28.360]   "one who owed him 10,000 talents was brought to him.
[00:47:28.360 --> 00:47:30.080]   "But since he did not have the means to repay,
[00:47:30.080 --> 00:47:32.060]   "his lord commanded him to be sold
[00:47:32.060 --> 00:47:34.820]   "along with his wife and children and all that he had
[00:47:34.820 --> 00:47:36.420]   "so that repayment may be made.
[00:47:36.420 --> 00:47:38.060]   "So the slave fell to the ground
[00:47:38.060 --> 00:47:40.300]   "and prostrated himself before him saying,
[00:47:40.300 --> 00:47:43.860]   "Have patience with me, I will repay you everything.
[00:47:43.860 --> 00:47:46.600]   "And the lord of that slave felt compassion
[00:47:46.600 --> 00:47:49.580]   "and released him and forgave him the debt.
[00:47:49.580 --> 00:47:53.880]   "But that slave went out and found one of his fellow slaves
[00:47:53.880 --> 00:47:56.440]   "who owed him 100 denarii and he seized him
[00:47:56.440 --> 00:47:58.180]   "and began to choke him saying,
[00:47:58.180 --> 00:48:00.180]   "Pay back what you owe.
[00:48:00.180 --> 00:48:01.800]   "So his fellow slave fell to the ground
[00:48:01.800 --> 00:48:03.700]   "and began to plead with him saying,
[00:48:03.700 --> 00:48:06.220]   "Have patience with me that I will repay you.
[00:48:06.220 --> 00:48:08.760]   "But he was unwilling and went and threw him in prison
[00:48:08.760 --> 00:48:11.740]   "until he should pay back what was owed.
[00:48:11.740 --> 00:48:15.880]   "So when his fellow slave saw what had happened,
[00:48:15.880 --> 00:48:18.900]   "they were deeply grieved and came to report to the lord
[00:48:18.900 --> 00:48:20.160]   "all that had happened.
[00:48:20.160 --> 00:48:21.800]   "Then summoning him, his lord said to him,
[00:48:21.800 --> 00:48:25.320]   "You wicked slave, I forgave you all the debt
[00:48:25.320 --> 00:48:26.840]   "because you pleaded with me.
[00:48:26.840 --> 00:48:30.320]   "Should you not also have had mercy on your fellow slave
[00:48:30.320 --> 00:48:32.840]   "in the same way that I had mercy on you?
[00:48:32.840 --> 00:48:35.080]   "And his lord removed with anger,
[00:48:35.080 --> 00:48:37.680]   "removed his, say, and his lord removed with anger,
[00:48:37.680 --> 00:48:40.060]   "sorry, moved with anger, handed him over to the torturers
[00:48:40.060 --> 00:48:42.520]   "until he should repay all that was owed.
[00:48:42.520 --> 00:48:45.760]   "My heavenly father will also do the same to you.
[00:48:45.760 --> 00:48:48.080]   "If each of you does not forgive his brother
[00:48:48.080 --> 00:48:49.680]   "from your heart."
[00:48:49.680 --> 00:48:50.520]   Okay.
[00:48:50.520 --> 00:48:55.840]   In that story, something that I kinda,
[00:48:55.840 --> 00:48:57.600]   not kinda, but really caught my attention
[00:48:57.600 --> 00:48:59.580]   and I kept focusing on was this,
[00:48:59.580 --> 00:49:03.220]   is the idea of absorbing cost.
[00:49:03.220 --> 00:49:08.940]   I feel like perhaps sometimes
[00:49:08.940 --> 00:49:10.840]   when we wanna forgive somebody,
[00:49:10.840 --> 00:49:12.280]   there is a sense in which I wanna be able
[00:49:12.280 --> 00:49:16.000]   to forgive somebody still without bearing cost.
[00:49:16.000 --> 00:49:18.680]   I might forgive you because I might have felt offended
[00:49:18.680 --> 00:49:21.400]   and I'm not gonna be offended at you anymore.
[00:49:21.400 --> 00:49:23.880]   I might not be angry at you anymore.
[00:49:23.880 --> 00:49:26.040]   But there's a sense in which we kinda lose this idea
[00:49:26.040 --> 00:49:27.880]   of the cost.
[00:49:27.880 --> 00:49:29.720]   Because in order for the king,
[00:49:29.720 --> 00:49:32.400]   in order for the ruler to forgive his slave,
[00:49:32.400 --> 00:49:34.880]   and in order for the slave to forgive his friend,
[00:49:34.880 --> 00:49:36.200]   what do they have to do?
[00:49:36.200 --> 00:49:41.440]   They have to absorb great cost.
[00:49:41.440 --> 00:49:42.280]   Right?
[00:49:42.280 --> 00:49:46.160]   Well, in order for there to be a kind of,
[00:49:46.160 --> 00:49:48.120]   I am willing to be wronged,
[00:49:48.120 --> 00:49:51.020]   I am willing to bear the injustice of my brother,
[00:49:51.020 --> 00:49:52.840]   what do you have to do?
[00:49:52.840 --> 00:49:56.300]   You have to be willing to absorb that cost.
[00:49:56.300 --> 00:49:58.920]   If you're still sitting there demanding,
[00:49:58.920 --> 00:50:00.160]   I'm gonna forgive you but you're gonna have
[00:50:00.160 --> 00:50:01.400]   to repay everything.
[00:50:01.400 --> 00:50:02.240]   I'm gonna have to forgive you
[00:50:02.240 --> 00:50:03.640]   but I want you to make it up.
[00:50:03.640 --> 00:50:05.320]   I wanna forgive you but you're gonna have
[00:50:05.320 --> 00:50:07.960]   to do me a favor because I'm doing you a favor.
[00:50:08.840 --> 00:50:10.640]   Is that the kind of biblical forgiveness,
[00:50:10.640 --> 00:50:14.300]   mercy, and willingness God is expecting of us?
[00:50:14.300 --> 00:50:16.600]   I don't think so.
[00:50:16.600 --> 00:50:19.640]   Yes.
[00:50:19.640 --> 00:50:22.360]   - So,
[00:50:22.360 --> 00:50:25.440]   (mumbles)
[00:50:25.440 --> 00:50:27.640]   Does that include,
[00:50:27.640 --> 00:50:29.800]   (mumbles)
[00:50:29.800 --> 00:50:36.200]   Does like,
[00:50:36.440 --> 00:50:39.160]   precautions to kind of protect yourself,
[00:50:39.160 --> 00:50:42.080]   you know that it's gonna happen again?
[00:50:42.080 --> 00:50:43.080]   - Mm-hmm.
[00:50:43.080 --> 00:50:45.740]   - Does that go against his idea?
[00:50:45.740 --> 00:50:48.840]   - Let me see if I understand your question correctly.
[00:50:48.840 --> 00:50:49.680]   He said,
[00:50:49.680 --> 00:50:51.400]   in the giving of forgiveness,
[00:50:51.400 --> 00:50:52.760]   there's somebody who repeats their sin.
[00:50:52.760 --> 00:50:53.680]   Oh, I see what you're saying.
[00:50:53.680 --> 00:50:55.640]   Somebody who repeats their sin
[00:50:55.640 --> 00:50:58.320]   and then you take precautions to protect yourself
[00:50:58.320 --> 00:50:59.520]   against that individual.
[00:50:59.520 --> 00:51:02.840]   Does that now negate my forgiveness of him?
[00:51:03.800 --> 00:51:06.520]   (mumbles)
[00:51:06.520 --> 00:51:08.360]   No, I don't think so.
[00:51:08.360 --> 00:51:13.960]   'Cause I can think of many situations where,
[00:51:13.960 --> 00:51:16.320]   let's say, yeah, let's say, you know,
[00:51:16.320 --> 00:51:18.000]   I ask somebody to watch my child
[00:51:18.000 --> 00:51:19.440]   and that person flipped the lid
[00:51:19.440 --> 00:51:22.660]   and somehow abused my kid.
[00:51:22.660 --> 00:51:24.320]   But that guy came to me and said,
[00:51:24.320 --> 00:51:26.800]   I am, will you please forgive me?
[00:51:26.800 --> 00:51:28.680]   I lost my temper.
[00:51:28.680 --> 00:51:30.440]   I did something so wrong.
[00:51:30.440 --> 00:51:31.440]   Will you forgive me?
[00:51:31.440 --> 00:51:33.040]   Right?
[00:51:33.040 --> 00:51:36.040]   What I'm saying is, if I said, sure, I forgive you,
[00:51:36.040 --> 00:51:37.320]   and then I turn around, I'm like,
[00:51:37.320 --> 00:51:38.880]   I'm gonna report this guy to police.
[00:51:38.880 --> 00:51:40.480]   And like, you know,
[00:51:40.480 --> 00:51:43.800]   I think there is a disconnect between my forgiveness of him
[00:51:43.800 --> 00:51:45.340]   and what I'm telling him,
[00:51:45.340 --> 00:51:47.120]   because I'm holding it against him
[00:51:47.120 --> 00:51:49.160]   and expecting him to pay.
[00:51:49.160 --> 00:51:50.720]   But if I tell him the next time,
[00:51:50.720 --> 00:51:53.120]   I'm like, hey guys, I need somebody to watch my kid,
[00:51:53.120 --> 00:51:54.900]   and he's like, oh, I'll watch your kid.
[00:51:54.900 --> 00:51:56.960]   And I tell him, you know what?
[00:51:56.960 --> 00:51:58.040]   This might sound a little offensive,
[00:51:58.040 --> 00:52:00.280]   but I'm gonna find somebody else.
[00:52:00.280 --> 00:52:02.000]   Is that not forgiving?
[00:52:02.000 --> 00:52:03.800]   Not necessarily.
[00:52:03.800 --> 00:52:05.600]   Do you see the difference?
[00:52:05.600 --> 00:52:06.840]   Yeah.
[00:52:06.840 --> 00:52:08.920]   Now, the thing about it is, for example,
[00:52:08.920 --> 00:52:11.360]   if I lend somebody money and they say,
[00:52:11.360 --> 00:52:13.480]   please forgive me, I can't repay you.
[00:52:13.480 --> 00:52:15.500]   I'm sorry that I asked you to lend me money,
[00:52:15.500 --> 00:52:18.900]   but to tell you truthfully, I knew I couldn't pay you back.
[00:52:18.900 --> 00:52:20.080]   I just needed the money in the moment,
[00:52:20.080 --> 00:52:21.320]   but there was no way I was gonna pay you back.
[00:52:21.320 --> 00:52:22.960]   Like, I don't have the money for that.
[00:52:22.960 --> 00:52:24.200]   Will you forgive me?
[00:52:24.200 --> 00:52:26.280]   I can tell him, yeah, I forgive you.
[00:52:26.280 --> 00:52:27.440]   The next time he asks me money,
[00:52:27.440 --> 00:52:29.880]   and he says, ooh, can I borrow a thousand bucks?
[00:52:29.880 --> 00:52:31.000]   I'm gonna look at him and say,
[00:52:31.000 --> 00:52:32.520]   show me what you got to pay me back.
[00:52:32.520 --> 00:52:34.400]   And he says, oh, you know, you just gotta trust me.
[00:52:34.400 --> 00:52:35.240]   Didn't you forgive me?
[00:52:35.240 --> 00:52:37.000]   And I'm like, I forgave you.
[00:52:37.000 --> 00:52:38.520]   That's why we're still friends.
[00:52:38.520 --> 00:52:40.320]   Show me how you're gonna pay me back.
[00:52:40.320 --> 00:52:44.820]   That's not going against my forgiveness of the individual.
[00:52:44.820 --> 00:52:45.920]   Does that make sense?
[00:52:45.920 --> 00:52:48.320]   Yeah.
[00:52:48.320 --> 00:52:49.360]   What's really interesting is,
[00:52:49.360 --> 00:52:52.200]   the Book of Proverbs actually has a lot to say about that.
[00:52:52.200 --> 00:52:56.560]   Both on the level of, when you're lending to people
[00:52:56.560 --> 00:52:59.600]   or when you're entrusting to people, guard yourself.
[00:52:59.600 --> 00:53:01.640]   So, the Book of Proverbs will actually say,
[00:53:01.640 --> 00:53:03.760]   if you're gonna lend somebody money,
[00:53:03.760 --> 00:53:05.680]   don't expect it back.
[00:53:05.680 --> 00:53:08.600]   Lend with an idea of, I'm gonna give this to this person.
[00:53:08.600 --> 00:53:09.420]   Right?
[00:53:09.420 --> 00:53:11.080]   And in that way, you're guarding your own heart,
[00:53:11.080 --> 00:53:12.440]   and you're guarding yourself.
[00:53:12.440 --> 00:53:14.800]   And the Book of Proverbs actually teaches you a lot about,
[00:53:14.800 --> 00:53:17.380]   don't shake hands, as in, permissory notes.
[00:53:17.380 --> 00:53:18.840]   I'm gonna promise you,
[00:53:18.840 --> 00:53:20.680]   I'm gonna go into this loan with you
[00:53:20.680 --> 00:53:23.160]   as a guarantor of your loan, all that kind of stuff.
[00:53:23.160 --> 00:53:24.000]   Why?
[00:53:24.000 --> 00:53:25.420]   Because it's protecting yourself.
[00:53:25.420 --> 00:53:29.340]   But, nonetheless, that protection of yourself
[00:53:29.340 --> 00:53:32.720]   has nothing to do with, in my relationship with you,
[00:53:32.720 --> 00:53:34.000]   we have no animosity.
[00:53:34.000 --> 00:53:35.680]   I hold this not against you.
[00:53:35.680 --> 00:53:38.000]   I'm not gonna hold it against you in the future.
[00:53:38.000 --> 00:53:38.840]   You know what I mean?
[00:53:38.840 --> 00:53:40.280]   I'm not gonna expect you to pay this back.
[00:53:40.280 --> 00:53:42.580]   I've incurred the cost and forgave you.
[00:53:42.580 --> 00:53:44.240]   I think that's very different from saying,
[00:53:44.240 --> 00:53:45.600]   in wisdom, I'm just guarding
[00:53:45.600 --> 00:53:48.000]   so that none of this kind of stuff happens again.
[00:53:48.000 --> 00:53:51.160]   I'm not sure if, am I answering your question?
[00:53:51.160 --> 00:53:53.800]   I'm not sure if, I'm getting, okay.
[00:53:53.800 --> 00:53:56.680]   'Cause your facial expression kinda looks like,
[00:53:56.680 --> 00:53:58.320]   like, mm, I don't know.
[00:53:58.320 --> 00:53:59.160]   What do you think?
[00:53:59.160 --> 00:54:00.760]   We can talk about it more after.
[00:54:00.760 --> 00:54:05.040]   But hopefully that kinda addresses, yeah.
[00:54:05.040 --> 00:54:09.480]   - It's just what it normally looks like.
[00:54:09.480 --> 00:54:11.040]   (laughing)
[00:54:11.040 --> 00:54:12.480]   - Okay.
[00:54:12.480 --> 00:54:13.880]   I'm not gonna repeat what you said.
[00:54:13.880 --> 00:54:15.920]   All right, any other applications,
[00:54:15.920 --> 00:54:19.360]   any other applications that you see from this thing?
[00:54:19.360 --> 00:54:22.360]   I mean, let me just give out some more, I mean, like,
[00:54:22.360 --> 00:54:26.560]   someone mentioned repaying evil,
[00:54:26.560 --> 00:54:28.200]   not being overcome with evil.
[00:54:28.200 --> 00:54:31.680]   I also think that there's this temptation,
[00:54:31.680 --> 00:54:36.680]   there is this temptation to escalate, okay?
[00:54:36.680 --> 00:54:40.280]   I think about the litigation and you realize, like,
[00:54:40.280 --> 00:54:42.920]   there's a buildup, right?
[00:54:42.920 --> 00:54:44.280]   How many guys have ever gone into a fight
[00:54:44.280 --> 00:54:48.120]   and it escalated from, like, you know, I don't know,
[00:54:48.120 --> 00:54:50.520]   some guy did something and he turned into, oh my gosh,
[00:54:50.520 --> 00:54:53.600]   like, he's, like, you know, like,
[00:54:53.600 --> 00:54:57.000]   I'm thinking in Korean right now, but.
[00:54:57.000 --> 00:54:59.240]   (laughing)
[00:54:59.240 --> 00:55:01.680]   What is nunchi eopseo in, like,
[00:55:01.680 --> 00:55:03.320]   well, anyway, you start judging the guy's character,
[00:55:03.320 --> 00:55:04.640]   you know, the guy does something, like,
[00:55:04.640 --> 00:55:06.360]   he forgets the birthday or he gets something
[00:55:06.360 --> 00:55:07.800]   and the next thing you know, you start judging his character,
[00:55:07.800 --> 00:55:10.480]   he doesn't care, like, he's so slob, he's lazy,
[00:55:10.480 --> 00:55:12.440]   he's irresponsible, it's like, he just forgot, you know,
[00:55:12.440 --> 00:55:14.240]   like, you just start escalating things
[00:55:14.240 --> 00:55:17.080]   and especially if you're fighting, man,
[00:55:17.080 --> 00:55:19.600]   like, I've had occasions when you're just fighting
[00:55:19.600 --> 00:55:21.920]   or you're just disagreeing and all of a sudden
[00:55:21.920 --> 00:55:24.160]   you're disagreeing and it escalates to the next thing
[00:55:24.160 --> 00:55:25.920]   and it's like, oh my goodness, you do this
[00:55:25.920 --> 00:55:27.400]   and then you say something, it's like, oh my gosh,
[00:55:27.400 --> 00:55:29.000]   you can't say this and the next thing you know,
[00:55:29.000 --> 00:55:31.960]   it's like, oh, you're having an all-out war.
[00:55:31.960 --> 00:55:32.800]   Doesn't it escalate?
[00:55:32.800 --> 00:55:34.920]   And I think about getting to the point of lawsuit,
[00:55:34.920 --> 00:55:36.920]   I'm pretty sure it started from something
[00:55:36.920 --> 00:55:39.240]   and it just kept on escalating, you know?
[00:55:39.240 --> 00:55:43.640]   So, if you,
[00:55:43.640 --> 00:55:51.240]   oh yeah, so like, as an example,
[00:55:51.240 --> 00:55:53.640]   from our own passage in verse eight,
[00:55:53.640 --> 00:55:56.920]   he, I think there's an escalation that you can see
[00:55:56.920 --> 00:55:58.560]   just from the nature of looking at verse eight
[00:55:58.560 --> 00:56:00.800]   and seeing, okay, there's this disagreement,
[00:56:00.800 --> 00:56:02.380]   there's, you know, all this kind of stuff,
[00:56:02.380 --> 00:56:04.200]   but then it gets to a point where it says,
[00:56:04.200 --> 00:56:06.760]   on the contrary, you yourself is wrong in the fraud,
[00:56:06.760 --> 00:56:08.800]   so now you've escalated to the point
[00:56:08.800 --> 00:56:12.080]   where you yourself, all of a sudden, are doing the wrong.
[00:56:12.080 --> 00:56:15.320]   And I find that happening sometimes, okay?
[00:56:15.320 --> 00:56:17.600]   I'm not gonna belabor the point,
[00:56:17.600 --> 00:56:21.160]   but for us, more typically, it's verbally, okay?
[00:56:21.160 --> 00:56:26.000]   Someone hurts you, and what sometimes we're tempted to do
[00:56:26.000 --> 00:56:29.200]   is escalate it by hitting them back, whoa,
[00:56:29.200 --> 00:56:33.280]   hitting them back verbally, okay?
[00:56:33.280 --> 00:56:36.040]   There's been times when, you know, I get into an argument,
[00:56:36.040 --> 00:56:39.440]   and, you know, in the beginning, everyone's cordial,
[00:56:39.440 --> 00:56:42.520]   and you wanna try to, like, figure it out,
[00:56:42.520 --> 00:56:43.680]   and you're talking and stuff like that,
