
[00:00:00.000 --> 00:00:29.960]   No other love, no other gods before you. Give me an undivided heart, that I may fear your name. Give me an undivided heart.
[00:38:54.120 --> 00:38:56.120]   [silence]
[00:38:56.120 --> 00:38:58.120]   [silence]
[00:38:58.120 --> 00:39:02.120]   [silence]
[00:39:02.120 --> 00:39:06.120]   [silence]
[00:39:06.120 --> 00:39:10.120]   [silence]
[00:39:10.120 --> 00:39:14.120]   [silence]
[00:39:14.120 --> 00:39:18.120]   [silence]
[00:39:18.120 --> 00:39:22.120]   [silence]
[00:39:24.120 --> 00:39:26.120]   [silence]
[00:39:26.120 --> 00:39:28.120]   [silence]
[00:39:28.120 --> 00:39:30.120]   [silence]
[00:39:30.120 --> 00:39:32.120]   [silence]
[00:39:32.120 --> 00:39:34.120]   [silence]
[00:39:34.120 --> 00:39:36.120]   [silence]
[00:39:36.120 --> 00:39:38.120]   [silence]
[00:39:38.120 --> 00:39:40.120]   [silence]
[00:39:40.120 --> 00:39:44.120]   [silence]
[00:39:44.120 --> 00:39:48.120]   [silence]
[00:39:48.120 --> 00:39:52.120]   [silence]
[00:39:52.120 --> 00:39:56.120]   [silence]
[00:39:56.120 --> 00:40:00.120]   [silence]
[00:40:00.120 --> 00:40:04.120]   [silence]
[00:40:06.120 --> 00:40:08.120]   [silence]
[00:40:08.120 --> 00:40:10.120]   [silence]
[00:40:10.120 --> 00:40:12.120]   [silence]
[00:40:12.120 --> 00:40:14.120]   [silence]
[00:40:14.120 --> 00:40:16.120]   [silence]
[00:40:16.120 --> 00:40:18.120]   [silence]
[00:40:18.120 --> 00:40:20.120]   [silence]
[00:40:20.120 --> 00:40:22.120]   [silence]
[00:40:22.120 --> 00:40:24.120]   [silence]
[00:40:24.120 --> 00:40:26.120]   [silence]
[00:40:26.120 --> 00:40:28.120]   [silence]
[00:40:28.120 --> 00:40:30.120]   [silence]
[00:40:30.120 --> 00:40:34.120]   [silence]
[00:40:34.120 --> 00:40:38.120]   [silence]
[00:40:38.120 --> 00:40:42.120]   [silence]
[00:40:42.120 --> 00:40:46.120]   [silence]
[00:40:46.120 --> 00:40:50.120]   [silence]
[00:40:50.120 --> 00:40:54.120]   [silence]
[00:40:56.120 --> 00:40:58.120]   [silence]
[00:40:58.120 --> 00:41:00.120]   [silence]
[00:41:00.120 --> 00:41:02.120]   [silence]
[00:41:02.120 --> 00:41:04.120]   [silence]
[00:41:04.120 --> 00:41:06.120]   [silence]
[00:41:06.120 --> 00:41:08.120]   [silence]
[00:41:08.120 --> 00:41:10.120]   [silence]
[00:41:10.120 --> 00:41:12.120]   [silence]
[00:41:12.120 --> 00:41:14.120]   [silence]
[00:41:14.120 --> 00:41:16.120]   [silence]
[00:41:16.120 --> 00:41:18.120]   [silence]
[00:41:18.120 --> 00:41:20.120]   [silence]
[00:41:20.120 --> 00:41:22.120]   [silence]
[00:41:22.120 --> 00:41:24.120]   [silence]
[00:41:24.120 --> 00:41:26.120]   [silence]
[00:41:26.120 --> 00:41:28.120]   [silence]
[00:41:28.120 --> 00:41:32.120]   [silence]
[00:41:32.120 --> 00:41:36.120]   [silence]
[00:41:36.120 --> 00:41:40.120]   [silence]
[00:41:40.120 --> 00:41:44.120]   [silence]
[00:41:44.120 --> 00:41:48.120]   [silence]
[00:41:48.120 --> 00:41:52.120]   [silence]
[00:41:54.120 --> 00:41:56.120]   [silence]
[00:41:56.120 --> 00:42:00.120]   [silence]
[00:42:00.120 --> 00:42:06.120]   Make your way on out.
[00:42:06.120 --> 00:42:08.120]   I hope you guys
[00:42:08.120 --> 00:42:10.120]   had good discussion.
[00:42:10.120 --> 00:42:12.120]   It's a little bit ringy
[00:42:12.120 --> 00:42:14.120]   still. Sometimes
[00:42:14.120 --> 00:42:16.120]   the...
[00:42:16.120 --> 00:42:18.120]   I feel like there's a ghost in our system.
[00:42:18.120 --> 00:42:20.120]   It's all like
[00:42:20.120 --> 00:42:22.120]   set to previous stuff but it gets
[00:42:22.120 --> 00:42:24.120]   a little bit messed up.
[00:42:24.120 --> 00:42:26.120]   As people are
[00:42:26.120 --> 00:42:28.120]   getting situated
[00:42:28.120 --> 00:42:30.120]   Hey, is it better if I use
[00:42:30.120 --> 00:42:32.120]   a handheld or
[00:42:32.120 --> 00:42:34.120]   I can?
[00:42:34.120 --> 00:42:38.120]   As people are getting situated
[00:42:38.120 --> 00:42:40.120]   a long
[00:42:40.120 --> 00:42:42.120]   time ago I had taught a
[00:42:42.120 --> 00:42:44.120]   harmonious class
[00:42:44.120 --> 00:42:46.120]   but that class
[00:42:46.120 --> 00:42:48.120]   I just went like here's the
[00:42:48.120 --> 00:42:50.120]   rule and like ten examples
[00:42:50.120 --> 00:42:52.120]   you know different passages.
[00:42:52.120 --> 00:42:54.120]   Truthfully picking a passage for
[00:42:54.120 --> 00:42:56.120]   each week proved to be really
[00:42:56.120 --> 00:42:58.120]   difficult for this series.
[00:42:58.120 --> 00:43:00.120]   So if you're wondering like why did
[00:43:00.120 --> 00:43:02.120]   Pastor Mark choose this one?
[00:43:02.120 --> 00:43:04.120]   It's not because I wanted to make it all
[00:43:04.120 --> 00:43:06.120]   spicy and just stir the pot.
[00:43:06.120 --> 00:43:08.120]   It's because
[00:43:08.120 --> 00:43:10.120]   this passage as you know
[00:43:10.120 --> 00:43:12.120]   has
[00:43:12.120 --> 00:43:14.120]   a lot of different perspectives
[00:43:14.120 --> 00:43:16.120]   and people have a lot of different opinions
[00:43:16.120 --> 00:43:18.120]   and it helps us actually exercise
[00:43:18.120 --> 00:43:20.120]   some of the hermeneutical principles we need to learn.
[00:43:20.120 --> 00:43:22.120]   Plus it's a passage
[00:43:22.120 --> 00:43:24.120]   that a lot of people have given up on
[00:43:24.120 --> 00:43:26.120]   and said so many books
[00:43:26.120 --> 00:43:28.120]   and so many pastors and theologians
[00:43:28.120 --> 00:43:30.120]   have studied this we're never going to know.
[00:43:30.120 --> 00:43:32.120]   So for us
[00:43:32.120 --> 00:43:34.120]   as Bible students then
[00:43:34.120 --> 00:43:36.120]   it's like okay we'll take the challenge.
[00:43:36.120 --> 00:43:38.120]   Challenge accepted.
[00:43:38.120 --> 00:43:40.120]   Let's take a moment to
[00:43:40.120 --> 00:43:42.120]   take a look at this
[00:43:42.120 --> 00:43:44.120]   portion of Psalms
[00:43:44.120 --> 00:43:46.120]   as a means to ready our hearts and pray.
[00:43:46.120 --> 00:43:48.120]   It says, "My soul cleaves to the dust.
[00:43:48.120 --> 00:43:50.120]   Revive me according
[00:43:50.120 --> 00:43:52.120]   to your word. I have told
[00:43:52.120 --> 00:43:54.120]   of my ways and you have answered me.
[00:43:54.120 --> 00:43:56.120]   Teach me your statutes.
[00:43:56.120 --> 00:43:58.120]   Make me understand the way of your precepts
[00:43:58.120 --> 00:44:00.120]   so I will meditate on your wonders.
[00:44:00.120 --> 00:44:02.120]   My soul weeps because of
[00:44:02.120 --> 00:44:04.120]   grief. Strengthen me according
[00:44:04.120 --> 00:44:06.120]   to your word. Remove the
[00:44:06.120 --> 00:44:08.120]   false way from me and graciously grant
[00:44:08.120 --> 00:44:10.120]   me your law. I have chosen the
[00:44:10.120 --> 00:44:12.120]   faithful way. I have placed your ordinances
[00:44:12.120 --> 00:44:14.120]   before me. I cling to your
[00:44:14.120 --> 00:44:16.120]   testimonies oh Lord. Do not
[00:44:16.120 --> 00:44:18.120]   put me to shame. I shall run
[00:44:18.120 --> 00:44:20.120]   the way of your commandments for you."
[00:44:20.120 --> 00:44:26.120]   For
[00:44:26.120 --> 00:44:28.120]   really ministering to
[00:44:28.120 --> 00:44:30.120]   us. Father
[00:44:30.120 --> 00:44:32.120]   God I pray that
[00:44:32.120 --> 00:44:34.120]   although sometimes we will
[00:44:34.120 --> 00:44:36.120]   experience great difficulty
[00:44:36.120 --> 00:44:38.120]   applying your word. Although
[00:44:38.120 --> 00:44:40.120]   sometimes we will experience
[00:44:40.120 --> 00:44:42.120]   your word just shattering what we take
[00:44:42.120 --> 00:44:44.120]   to be normative or what we are
[00:44:44.120 --> 00:44:46.120]   used to. But help us to
[00:44:46.120 --> 00:44:48.120]   know just as the psalmist says, God that
[00:44:48.120 --> 00:44:50.120]   your word is so good. We
[00:44:50.120 --> 00:44:52.120]   will be blessed in keeping it. And
[00:44:52.120 --> 00:44:54.120]   God it's to our blessedness if we
[00:44:54.120 --> 00:44:56.120]   devote ourselves to both the
[00:44:56.120 --> 00:44:58.120]   study and the application
[00:44:58.120 --> 00:45:00.120]   of your truth. We thank you in Christ's name.
[00:45:00.120 --> 00:45:02.120]   Amen.
[00:45:02.120 --> 00:45:04.120]   Amen.
[00:45:04.120 --> 00:45:06.120]   Amen.
[00:45:06.120 --> 00:45:08.120]   Amen.
[00:45:08.120 --> 00:45:10.120]   Amen.
[00:45:10.120 --> 00:45:12.120]   Amen.
[00:45:12.120 --> 00:45:14.120]   Amen.
[00:45:14.120 --> 00:45:16.120]   Amen.
[00:45:16.120 --> 00:45:18.120]   Amen.
[00:45:18.120 --> 00:45:20.120]   [Applause]
[00:45:20.120 --> 00:45:22.120]   [Applause]
[00:45:22.120 --> 00:45:24.120]   [Applause]
[00:45:24.120 --> 00:45:26.120]   [Applause]
[00:45:26.120 --> 00:45:28.120]   [Applause]
[00:45:28.120 --> 00:45:30.120]   [Applause]
[00:45:30.120 --> 00:45:32.120]   [Applause]
[00:45:32.120 --> 00:45:34.120]   [Applause]
[00:45:34.120 --> 00:45:36.120]   [Applause]
[00:45:36.120 --> 00:45:38.120]   [Applause]
[00:45:38.120 --> 00:45:40.120]   [Applause]
[00:45:40.120 --> 00:45:42.120]   [Applause]
[00:45:42.120 --> 00:45:44.120]   [Applause]
[00:45:44.120 --> 00:45:46.120]   [Applause]
[00:45:46.120 --> 00:45:48.120]   [Applause]
[00:45:48.120 --> 00:45:50.120]   [Applause]
[00:45:50.120 --> 00:45:52.120]   [Applause]
[00:45:52.120 --> 00:45:54.120]   Common errors that we see
[00:45:54.120 --> 00:45:56.120]   that wasn't to just like
[00:45:56.120 --> 00:45:58.120]   poke fun at what people
[00:45:58.120 --> 00:46:00.120]   say. I want to make a comment like
[00:46:00.120 --> 00:46:02.120]   please do not
[00:46:02.120 --> 00:46:04.120]   be what I like to call
[00:46:04.120 --> 00:46:06.120]   word police of each other.
[00:46:06.120 --> 00:46:08.120]   If someone says that reminds me of a story
[00:46:08.120 --> 00:46:10.120]   don't be like hey!
[00:46:10.120 --> 00:46:12.120]   Pastor Mike talked about you in that article.
[00:46:12.120 --> 00:46:14.120]   But
[00:46:14.120 --> 00:46:16.120]   that's just to say sometimes we have
[00:46:16.120 --> 00:46:18.120]   this inclination and so we just need
[00:46:18.120 --> 00:46:20.120]   to be aware. One of the things I
[00:46:20.120 --> 00:46:22.120]   mentioned was in some sense
[00:46:22.120 --> 00:46:24.120]   Bible study should be pretty
[00:46:24.120 --> 00:46:26.120]   straightforward. Bible
[00:46:26.120 --> 00:46:28.120]   study should be
[00:46:28.120 --> 00:46:30.120]   like we're seeking clarity and so
[00:46:30.120 --> 00:46:32.120]   we're just observing the stuff
[00:46:32.120 --> 00:46:34.120]   that's obvious. But don't be
[00:46:34.120 --> 00:46:36.120]   afraid of sounding boring or
[00:46:36.120 --> 00:46:38.120]   obvious because the point is
[00:46:38.120 --> 00:46:40.120]   to get at what he plainly says.
[00:46:40.120 --> 00:46:42.120]   The other article about
[00:46:42.120 --> 00:46:44.120]   historical grammatical we just wanted you to know
[00:46:44.120 --> 00:46:46.120]   that yes even well intended
[00:46:46.120 --> 00:46:48.120]   theological systems
[00:46:48.120 --> 00:46:50.120]   or approaches where people come to the Bible
[00:46:50.120 --> 00:46:52.120]   looking for stuff
[00:46:52.120 --> 00:46:54.120]   will have an error
[00:46:54.120 --> 00:46:56.120]   of trying to dig, dig, dig
[00:46:56.120 --> 00:46:58.120]   expecting to find what they wanted to find
[00:46:58.120 --> 00:47:00.120]   versus what the author
[00:47:00.120 --> 00:47:02.120]   is intending to give us. So it has to
[00:47:02.120 --> 00:47:04.120]   go this direction. Find what the
[00:47:04.120 --> 00:47:06.120]   author intended and we arrive
[00:47:06.120 --> 00:47:08.120]   at that conclusion.
[00:47:08.120 --> 00:47:10.120]   With that said, let's take
[00:47:10.120 --> 00:47:12.120]   a look at 1 Timothy 2
[00:47:12.120 --> 00:47:14.120]   9 through 15
[00:47:14.120 --> 00:47:16.120]   and I'll take a moment to read it for us.
[00:47:16.120 --> 00:47:18.120]   I know you guys have been staring at it for the last 40 minutes
[00:47:18.120 --> 00:47:20.120]   but let's take a minute to read.
[00:47:20.120 --> 00:47:22.120]   Likewise, I want women to
[00:47:22.120 --> 00:47:24.120]   adorn themselves with proper clothing
[00:47:24.120 --> 00:47:26.120]   modestly and discreetly
[00:47:26.120 --> 00:47:28.120]   not with braided hair.
[00:47:28.120 --> 00:47:30.120]   [PAUSE FOR READING]
[00:47:30.120 --> 00:47:32.120]   [PAUSE FOR READING]
[00:47:32.120 --> 00:47:34.120]   [PAUSE FOR READING]
[00:47:34.120 --> 00:47:36.120]   [PAUSE FOR READING]
[00:47:36.120 --> 00:47:38.120]   [PAUSE FOR READING]
[00:47:38.120 --> 00:47:40.120]   [PAUSE FOR READING]
[00:47:40.120 --> 00:47:42.120]   [PAUSE FOR READING]
[00:47:42.120 --> 00:47:44.120]   [PAUSE FOR READING]
[00:47:44.120 --> 00:47:46.120]   [PAUSE FOR READING]
[00:47:46.120 --> 00:47:48.120]   [PAUSE FOR READING]
[00:47:48.120 --> 00:47:50.120]   [PAUSE FOR READING]
[00:47:50.120 --> 00:47:52.120]   [PAUSE FOR READING]
[00:47:52.120 --> 00:47:54.120]   [PAUSE FOR READING]
[00:47:54.120 --> 00:47:56.120]   [PAUSE FOR READING]
[00:47:56.120 --> 00:47:58.120]   [PAUSE FOR READING]
[00:47:58.120 --> 00:48:00.120]   [PAUSE FOR READING]
[00:48:00.120 --> 00:48:02.120]   [PAUSE FOR READING]
[00:48:02.120 --> 00:48:04.120]   [PAUSE FOR READING]
[00:48:04.120 --> 00:48:06.120]   [PAUSE FOR READING]
[00:48:06.120 --> 00:48:08.120]   [PAUSE FOR READING]
[00:48:08.120 --> 00:48:10.120]   [PAUSE FOR READING]
[00:48:10.120 --> 00:48:12.120]   [PAUSE FOR READING]
[00:48:12.120 --> 00:48:14.120]   [PAUSE FOR READING]
[00:48:14.120 --> 00:48:16.120]   [PAUSE FOR READING]
[00:48:16.120 --> 00:48:18.120]   [PAUSE FOR READING]
[00:48:18.120 --> 00:48:20.120]   [PAUSE FOR READING]
[00:48:20.120 --> 00:48:22.120]   [PAUSE FOR READING]
[00:48:22.120 --> 00:48:24.120]   [PAUSE FOR READING]
[00:48:24.120 --> 00:48:26.120]   [PAUSE FOR READING]
[00:48:26.120 --> 00:48:28.120]   [PAUSE FOR READING]
[00:48:28.120 --> 00:48:30.120]   [PAUSE FOR READING]
[00:48:30.120 --> 00:48:32.120]   [PAUSE FOR READING]
[00:48:32.120 --> 00:48:34.120]   [PAUSE FOR READING]
[00:48:34.120 --> 00:48:36.120]   [PAUSE FOR READING]
[00:48:36.120 --> 00:48:38.120]   [PAUSE FOR READING]
[00:48:38.120 --> 00:48:40.120]   [PAUSE FOR READING]
[00:48:40.120 --> 00:48:42.120]   [PAUSE FOR READING]
[00:48:42.120 --> 00:48:44.120]   [PAUSE FOR READING]
[00:48:44.120 --> 00:48:46.120]   [PAUSE FOR READING]
[00:48:46.120 --> 00:48:48.120]   [PAUSE FOR READING]
[00:48:48.120 --> 00:48:50.120]   [PAUSE FOR READING]
[00:48:50.120 --> 00:48:52.120]   [PAUSE FOR READING]
[00:48:52.120 --> 00:48:54.120]   [PAUSE FOR READING]
[00:48:54.120 --> 00:48:56.120]   [PAUSE FOR READING]
[00:48:56.120 --> 00:48:58.120]   [PAUSE FOR READING]
[00:48:58.120 --> 00:49:00.120]   [PAUSE FOR READING]
[00:49:00.120 --> 00:49:02.120]   [PAUSE FOR READING]
[00:49:02.120 --> 00:49:04.120]   [PAUSE FOR READING]
[00:49:04.120 --> 00:49:06.120]   [PAUSE FOR READING]
[00:49:06.120 --> 00:49:08.120]   [PAUSE FOR READING]
[00:49:08.120 --> 00:49:10.120]   [PAUSE FOR READING]
[00:49:10.120 --> 00:49:12.120]   [PAUSE FOR READING]
[00:49:12.120 --> 00:49:14.120]   [PAUSE FOR READING]
[00:49:14.120 --> 00:49:16.120]   [PAUSE FOR READING]
[00:49:16.120 --> 00:49:18.120]   [PAUSE FOR READING]
[00:49:18.120 --> 00:49:20.120]   [PAUSE FOR READING]
[00:49:20.120 --> 00:49:22.120]   [PAUSE FOR READING]
[00:49:22.120 --> 00:49:24.120]   [PAUSE FOR READING]
[00:49:24.120 --> 00:49:26.120]   [PAUSE FOR READING]
[00:49:26.120 --> 00:49:28.120]   [PAUSE FOR READING]
[00:49:28.120 --> 00:49:30.120]   [PAUSE FOR READING]
[00:49:30.120 --> 00:49:32.120]   [PAUSE FOR READING]
[00:49:32.120 --> 00:49:34.120]   [PAUSE FOR READING]
[00:49:34.120 --> 00:49:36.120]   [PAUSE FOR READING]
[00:49:36.120 --> 00:49:38.120]   [PAUSE FOR READING]
[00:49:38.120 --> 00:49:40.120]   [PAUSE FOR READING]
[00:49:40.120 --> 00:49:42.120]   [PAUSE FOR READING]
[00:49:42.120 --> 00:49:44.120]   [PAUSE FOR READING]
[00:49:44.120 --> 00:49:46.120]   [PAUSE FOR READING]
[00:49:46.120 --> 00:49:48.120]   [PAUSE FOR READING]
[00:49:48.120 --> 00:49:50.120]   [PAUSE FOR READING]
[00:49:50.120 --> 00:49:52.120]   [PAUSE FOR READING]
[00:49:52.120 --> 00:49:54.120]   [PAUSE FOR READING]
[00:49:54.120 --> 00:49:56.120]   [PAUSE FOR READING]
[00:49:56.120 --> 00:49:58.120]   [PAUSE FOR READING]
[00:49:58.120 --> 00:50:00.120]   [PAUSE FOR READING]
[00:50:00.120 --> 00:50:02.120]   [PAUSE FOR READING]
[00:50:02.120 --> 00:50:04.120]   [PAUSE FOR READING]
[00:50:04.120 --> 00:50:06.120]   [PAUSE FOR READING]
[00:50:06.120 --> 00:50:08.120]   [PAUSE FOR READING]
[00:50:08.120 --> 00:50:10.120]   [PAUSE FOR READING]
[00:50:10.120 --> 00:50:12.120]   [PAUSE FOR READING]
[00:50:12.120 --> 00:50:14.120]   [PAUSE FOR READING]
[00:50:14.120 --> 00:50:16.120]   [PAUSE FOR READING]
[00:50:16.120 --> 00:50:18.120]   [PAUSE FOR READING]
[00:50:18.120 --> 00:50:20.120]   [PAUSE FOR READING]
[00:50:20.120 --> 00:50:22.120]   [PAUSE FOR READING]
[00:50:22.120 --> 00:50:24.120]   [PAUSE FOR READING]
[00:50:24.120 --> 00:50:26.120]   [PAUSE FOR READING]
[00:50:26.120 --> 00:50:28.120]   [PAUSE FOR READING]
[00:50:28.120 --> 00:50:30.120]   [PAUSE FOR READING]
[00:50:30.120 --> 00:50:32.120]   [PAUSE FOR READING]
[00:50:32.120 --> 00:50:34.120]   [PAUSE FOR READING]
[00:50:34.120 --> 00:50:36.120]   [PAUSE FOR READING]
[00:50:36.120 --> 00:50:38.120]   [PAUSE FOR READING]
[00:50:38.120 --> 00:50:40.120]   [PAUSE FOR READING]
[00:50:40.120 --> 00:50:42.120]   [PAUSE FOR READING]
[00:50:42.120 --> 00:50:44.120]   [PAUSE FOR READING]
[00:50:44.120 --> 00:50:46.120]   [PAUSE FOR READING]
[00:50:46.120 --> 00:50:48.120]   [PAUSE FOR READING]
[00:50:48.120 --> 00:50:50.120]   [PAUSE FOR READING]
[00:50:50.120 --> 00:50:52.120]   [PAUSE FOR READING]
[00:50:52.120 --> 00:50:54.120]   [PAUSE FOR READING]
[00:50:54.120 --> 00:50:56.120]   [PAUSE FOR READING]
[00:50:56.120 --> 00:50:58.120]   [PAUSE FOR READING]
[00:50:58.120 --> 00:51:00.120]   [PAUSE FOR READING]
[00:51:00.120 --> 00:51:02.120]   [PAUSE FOR READING]
[00:51:02.120 --> 00:51:04.120]   [PAUSE FOR READING]
[00:51:04.120 --> 00:51:06.120]   [PAUSE FOR READING]
[00:51:06.120 --> 00:51:08.120]   [PAUSE FOR READING]
[00:51:08.120 --> 00:51:10.120]   [PAUSE FOR READING]
[00:51:10.120 --> 00:51:12.120]   [PAUSE FOR READING]
[00:51:12.120 --> 00:51:14.120]   [PAUSE FOR READING]
[00:51:14.120 --> 00:51:16.120]   [PAUSE FOR READING]
[00:51:16.120 --> 00:51:18.120]   [PAUSE FOR READING]
[00:51:18.120 --> 00:51:20.120]   [PAUSE FOR READING]
[00:51:20.120 --> 00:51:22.120]   [PAUSE FOR READING]
[00:51:22.120 --> 00:51:24.120]   [PAUSE FOR READING]
[00:51:24.120 --> 00:51:26.120]   [PAUSE FOR READING]
[00:51:26.120 --> 00:51:28.120]   [PAUSE FOR READING]
[00:51:28.120 --> 00:51:30.120]   [PAUSE FOR READING]
[00:51:30.120 --> 00:51:32.120]   [PAUSE FOR READING]
[00:51:32.120 --> 00:51:34.120]   [PAUSE FOR READING]
[00:51:34.120 --> 00:51:36.120]   [PAUSE FOR READING]
[00:51:36.120 --> 00:51:38.120]   [PAUSE FOR READING]
[00:51:38.120 --> 00:51:40.120]   [PAUSE FOR READING]
[00:51:40.120 --> 00:51:42.120]   [PAUSE FOR READING]
[00:51:42.120 --> 00:51:44.120]   [PAUSE FOR READING]
[00:51:44.120 --> 00:51:46.120]   [PAUSE FOR READING]
[00:51:46.120 --> 00:51:48.120]   [PAUSE FOR READING]
[00:51:48.120 --> 00:51:50.120]   [PAUSE FOR READING]
[00:51:50.120 --> 00:51:52.120]   [PAUSE FOR READING]
[00:51:52.120 --> 00:51:54.120]   [PAUSE FOR READING]
[00:51:54.120 --> 00:51:56.120]   [PAUSE FOR READING]
[00:51:56.120 --> 00:51:58.120]   [PAUSE FOR READING]
[00:51:58.120 --> 00:52:00.120]   [PAUSE FOR READING]
[00:52:00.120 --> 00:52:02.120]   [PAUSE FOR READING]
[00:52:02.120 --> 00:52:04.120]   [PAUSE FOR READING]
[00:52:04.120 --> 00:52:06.120]   [PAUSE FOR READING]
[00:52:06.120 --> 00:52:08.120]   [PAUSE FOR READING]
[00:52:08.120 --> 00:52:10.120]   [PAUSE FOR READING]
[00:52:10.120 --> 00:52:12.120]   [PAUSE FOR READING]
[00:52:12.120 --> 00:52:14.120]   [PAUSE FOR READING]
[00:52:14.120 --> 00:52:16.120]   [PAUSE FOR READING]
[00:52:16.120 --> 00:52:18.120]   [PAUSE FOR READING]
[00:52:18.120 --> 00:52:20.120]   [PAUSE FOR READING]
[00:52:20.120 --> 00:52:22.120]   [PAUSE FOR READING]
[00:52:22.120 --> 00:52:24.120]   [PAUSE FOR READING]
[00:52:24.120 --> 00:52:26.120]   [PAUSE FOR READING]
[00:52:26.120 --> 00:52:28.120]   [PAUSE FOR READING]
[00:52:28.120 --> 00:52:30.120]   [PAUSE FOR READING]
[00:52:30.120 --> 00:52:32.120]   [PAUSE FOR READING]
[00:52:32.120 --> 00:52:34.120]   [PAUSE FOR READING]
[00:52:34.120 --> 00:52:36.120]   [PAUSE FOR READING]
[00:52:36.120 --> 00:52:38.120]   [PAUSE FOR READING]
[00:52:38.120 --> 00:52:40.120]   [PAUSE FOR READING]
[00:52:40.120 --> 00:52:42.120]   [PAUSE FOR READING]
[00:52:42.120 --> 00:52:44.120]   [PAUSE FOR READING]
[00:52:44.120 --> 00:52:46.120]   [PAUSE FOR READING]
[00:52:46.120 --> 00:52:48.120]   [PAUSE FOR READING]
[00:52:48.120 --> 00:52:50.120]   [PAUSE FOR READING]
[00:52:50.120 --> 00:52:52.120]   [PAUSE FOR READING]
[00:52:52.120 --> 00:52:54.120]   [PAUSE FOR READING]
[00:52:54.120 --> 00:52:56.120]   [PAUSE FOR READING]
[00:52:56.120 --> 00:52:58.120]   [PAUSE FOR READING]
[00:52:58.120 --> 00:53:00.120]   [PAUSE FOR READING]
[00:53:00.120 --> 00:53:02.120]   [PAUSE FOR READING]
[00:53:02.120 --> 00:53:04.120]   [PAUSE FOR READING]
[00:53:04.120 --> 00:53:06.120]   [PAUSE FOR READING]
[00:53:06.120 --> 00:53:08.120]   [PAUSE FOR READING]
[00:53:08.120 --> 00:53:10.120]   [PAUSE FOR READING]
[00:53:10.120 --> 00:53:12.120]   [PAUSE FOR READING]
[00:53:12.120 --> 00:53:14.120]   [PAUSE FOR READING]
[00:53:14.120 --> 00:53:16.120]   [PAUSE FOR READING]
[00:53:16.120 --> 00:53:18.120]   [PAUSE FOR READING]
[00:53:18.120 --> 00:53:20.120]   [PAUSE FOR READING]
[00:53:20.120 --> 00:53:22.120]   [PAUSE FOR READING]
[00:53:22.120 --> 00:53:24.120]   [PAUSE FOR READING]
[00:53:24.120 --> 00:53:26.120]   [PAUSE FOR READING]
[00:53:26.120 --> 00:53:28.120]   [PAUSE FOR READING]
[00:53:28.120 --> 00:53:30.120]   [PAUSE FOR READING]
[00:53:30.120 --> 00:53:32.120]   [PAUSE FOR READING]
[00:53:32.120 --> 00:53:34.120]   [PAUSE FOR READING]
[00:53:34.120 --> 00:53:36.120]   [PAUSE FOR READING]
[00:53:36.120 --> 00:53:38.120]   [PAUSE FOR READING]
[00:53:38.120 --> 00:53:40.120]   [PAUSE FOR READING]
[00:53:40.120 --> 00:53:42.120]   [PAUSE FOR READING]
[00:53:42.120 --> 00:53:44.120]   [PAUSE FOR READING]
[00:53:44.120 --> 00:53:46.120]   [PAUSE FOR READING]
[00:53:46.120 --> 00:53:48.120]   [PAUSE FOR READING]
[00:53:48.120 --> 00:53:50.120]   [PAUSE FOR READING]
[00:53:50.120 --> 00:53:52.120]   [PAUSE FOR READING]
[00:53:52.120 --> 00:53:54.120]   [PAUSE FOR READING]
[00:53:54.120 --> 00:53:56.120]   [PAUSE FOR READING]
[00:53:56.120 --> 00:53:58.120]   [PAUSE FOR READING]
[00:53:58.120 --> 00:54:00.120]   [PAUSE FOR READING]
[00:54:00.120 --> 00:54:02.120]   [PAUSE FOR READING]
[00:54:02.120 --> 00:54:04.120]   [PAUSE FOR READING]
[00:54:04.120 --> 00:54:06.120]   [PAUSE FOR READING]
[00:54:06.120 --> 00:54:08.120]   [PAUSE FOR READING]
[00:54:08.120 --> 00:54:10.120]   [PAUSE FOR READING]
[00:54:10.120 --> 00:54:12.120]   [PAUSE FOR READING]
[00:54:12.120 --> 00:54:14.120]   [PAUSE FOR READING]
[00:54:14.120 --> 00:54:16.120]   [PAUSE FOR READING]
[00:54:16.120 --> 00:54:18.120]   [PAUSE FOR READING]
[00:54:18.120 --> 00:54:20.120]   [PAUSE FOR READING]
[00:54:20.120 --> 00:54:22.120]   [PAUSE FOR READING]
[00:54:22.120 --> 00:54:24.120]   [PAUSE FOR READING]
[00:54:24.120 --> 00:54:26.120]   [PAUSE FOR READING]
[00:54:26.120 --> 00:54:28.120]   [PAUSE FOR READING]
[00:54:28.120 --> 00:54:30.120]   [PAUSE FOR READING]
[00:54:30.120 --> 00:54:32.120]   [PAUSE FOR READING]
[00:54:32.120 --> 00:54:34.120]   [PAUSE FOR READING]
[00:54:34.120 --> 00:54:36.120]   [PAUSE FOR READING]
[00:54:36.120 --> 00:54:38.120]   [PAUSE FOR READING]
[00:54:38.120 --> 00:54:40.120]   [PAUSE FOR READING]
[00:54:40.120 --> 00:54:42.120]   [PAUSE FOR READING]
[00:54:42.120 --> 00:54:44.120]   [PAUSE FOR READING]
[00:54:44.120 --> 00:54:46.120]   [PAUSE FOR READING]
[00:54:46.120 --> 00:54:48.120]   [PAUSE FOR READING]
[00:54:48.120 --> 00:54:50.120]   [PAUSE FOR READING]
