
[00:00:00.000 --> 00:00:07.000]   [ Applause ]
[00:47:36.000 --> 00:47:39.000]   And one of the things that they told me is that for this year,
[00:47:39.000 --> 00:47:43.000]   we really want to concentrate on applying the truth that we know.
[00:47:43.000 --> 00:47:51.000]   Now this is where, again, the rubber meets the road, and it becomes very hard.
[00:47:51.000 --> 00:47:58.000]   This is a tough one today, because we are called to go out and pursue peace and reconciliation with others.
[00:47:58.000 --> 00:48:00.000]   And this is to be a lifestyle.
[00:48:00.000 --> 00:48:04.000]   We are called to seek people out the very way we were sought out by God.
[00:48:04.000 --> 00:48:10.000]   If how God has sought us out and saved us brings you any joy,
[00:48:10.000 --> 00:48:16.000]   then that kind of joy needs to propel us into a life of extending that kind of peace with others.
[00:48:16.000 --> 00:48:18.000]   Think about Ephesians 2, verses 1-10.
[00:48:18.000 --> 00:48:21.000]   All of these great gospel truths that make you weep.
[00:48:21.000 --> 00:48:26.000]   It's like, "Wow! You saved us when I was here.
[00:48:26.000 --> 00:48:29.000]   You saved me even though I didn't deserve it.
[00:48:29.000 --> 00:48:31.000]   You gave me grace, and you lavished it upon me.
[00:48:31.000 --> 00:48:34.000]   And now I have hope for living."
[00:48:34.000 --> 00:48:38.000]   And then in verse 11, less of us know of this passage, Anon,
[00:48:38.000 --> 00:48:49.000]   but it's the direct application of what it's called to look like, a uniting of people.
[00:48:49.000 --> 00:48:52.000]   It's hard, because we don't want to pursue reconciliation.
[00:48:52.000 --> 00:48:56.000]   I'm pretty sure right now you can think of one or two, maybe three people in your life
[00:48:56.000 --> 00:48:58.000]   that you need to reconcile with, right?
[00:48:58.000 --> 00:49:01.000]   It's not that hard.
[00:49:01.000 --> 00:49:07.000]   Someone that God actually kind of places on your heart, and you feel a little guilty about it.
[00:49:07.000 --> 00:49:09.000]   Why might you not want to pursue them?
[00:49:09.000 --> 00:49:11.000]   Just for several reasons.
[00:49:11.000 --> 00:49:13.000]   First, you think it's of no use.
[00:49:13.000 --> 00:49:15.000]   You think they'll never change.
[00:49:15.000 --> 00:49:17.000]   But we know that's not true.
[00:49:17.000 --> 00:49:19.000]   We know the power of the gospel.
[00:49:19.000 --> 00:49:21.000]   And when we think that way, we shortchange the power of the Spirit
[00:49:21.000 --> 00:49:25.000]   and the power of the Word of God, that God will melt hearts and break hearts.
[00:49:25.000 --> 00:49:27.000]   Secondly, we might be lazy.
[00:49:27.000 --> 00:49:32.000]   It's too much effort to reconcile with someone, to pursue peace.
[00:49:32.000 --> 00:49:34.000]   I have so much going on in my life right now.
[00:49:34.000 --> 00:49:40.000]   How can I have any capacity at all for this?
[00:49:40.000 --> 00:49:46.000]   It takes too much prayer to constantly pray about this, and it boils me inside.
[00:49:46.000 --> 00:49:51.000]   But that kind of lazy living is supremely unloving of others and supremely loving of self,
[00:49:51.000 --> 00:49:54.000]   especially if God has placed them on your heart.
[00:49:54.000 --> 00:49:55.000]   Thirdly, it's uncomfortable.
[00:49:55.000 --> 00:49:59.000]   You just don't like to feel the ache of conflict.
[00:49:59.000 --> 00:50:03.000]   That's why we like to avoid conflict and duck people.
[00:50:03.000 --> 00:50:09.000]   There's this person at my former church that we ended up reconciling,
[00:50:09.000 --> 00:50:12.000]   but there was a time when I just didn't want to see him.
[00:50:12.000 --> 00:50:17.000]   I was like, "We're going to argue about this. He's going to say this."
[00:50:17.000 --> 00:50:19.000]   So I would kind of duck away.
[00:50:19.000 --> 00:50:24.000]   I did that for a couple of weeks until I knew I shouldn't.
[00:50:24.000 --> 00:50:28.000]   But we like to do that. It's just uncomfortable.
[00:50:28.000 --> 00:50:34.000]   Like the one before, it's very selfish, loving of self and unloving of others to do this.
[00:50:34.000 --> 00:50:37.000]   Fourthly, you might be impatient.
[00:50:37.000 --> 00:50:40.000]   This is a partner to laziness.
[00:50:40.000 --> 00:50:42.000]   You want to put in the effort once, right?
[00:50:42.000 --> 00:50:44.000]   That's the type of society we live in.
[00:50:44.000 --> 00:50:47.000]   We put in something, and something comes out. We want that.
[00:50:47.000 --> 00:50:50.000]   And so since we don't see immediate results, we don't think that it's worth it.
[00:50:50.000 --> 00:50:53.000]   There is no instant fix to this.
[00:50:53.000 --> 00:50:55.000]   So we don't pursue peace.
[00:50:55.000 --> 00:50:57.000]   And fifthly, I think this is the main culprit for us all.
[00:50:57.000 --> 00:50:59.000]   It's pride.
[00:50:59.000 --> 00:51:03.000]   We are proud people. We don't want to admit our own mistakes
[00:51:03.000 --> 00:51:07.000]   and do the deep work of unraveling it and confessing it to someone.
[00:51:07.000 --> 00:51:10.000]   It's incredibly humbling having to do this.
[00:51:10.000 --> 00:51:14.000]   Or maybe you don't want to hear the other party kind of like,
[00:51:14.000 --> 00:51:16.000]   "They don't admit their wrongs."
[00:51:16.000 --> 00:51:18.000]   So you say, "I'm sorry."
[00:51:18.000 --> 00:51:20.000]   And then what do you want in return?
[00:51:20.000 --> 00:51:23.000]   You want to hear, "I'm sorry," back.
[00:51:23.000 --> 00:51:26.000]   If they don't say it, like, "Ahh!"
[00:51:26.000 --> 00:51:29.000]   We're proud.
[00:51:29.000 --> 00:51:32.000]   We will say, "Sorry," only if we get that back.
[00:51:32.000 --> 00:51:34.000]   It infuriates us.
[00:51:34.000 --> 00:51:36.000]   But we are called to pursue peace.
[00:51:36.000 --> 00:51:42.000]   When there is no peace with someone, it really ends up doing something to our souls.
[00:51:42.000 --> 00:51:47.000]   It dilutes the gospel truth in our own life of the peace that God has given to us,
[00:51:47.000 --> 00:51:50.000]   the forgiveness and love that God has extended to us.
[00:51:50.000 --> 00:51:54.000]   God went to the bitter end in his pursuit of peace with us.
[00:51:54.000 --> 00:51:56.000]   And it costs the life of Jesus.
[00:51:56.000 --> 00:52:01.000]   Who are we to say that we won't go the distance to pursue peace with others?
[00:52:01.000 --> 00:52:04.000]   How can we as Christians do that?
[00:52:04.000 --> 00:52:08.000]   That we sing these songs on Sundays, and we go to Bible studies,
[00:52:08.000 --> 00:52:14.000]   and we read our scripture passages every morning, and we pray all the time,
[00:52:14.000 --> 00:52:19.000]   and yet there is this dark side of our soul that just wants to keep this part hidden,
[00:52:19.000 --> 00:52:21.000]   and I don't want to touch it.
[00:52:21.000 --> 00:52:26.000]   It's just, "Ahh!"
[00:52:26.000 --> 00:52:29.000]   We say, "You're not worth pursuing peace with for whatever reason."
[00:52:29.000 --> 00:52:33.000]   And when we say that, we're showing a lack of understanding of our great sin before God
[00:52:33.000 --> 00:52:36.000]   and what we ourselves have been forgiven of.
[00:52:36.000 --> 00:52:41.000]   So, Berean, we must go and pursue peace.
[00:52:41.000 --> 00:52:43.000]   You might ask, "Who do I do this for?"
[00:52:43.000 --> 00:52:45.000]   What if they don't want to be pursued?
[00:52:45.000 --> 00:52:48.000]   What if they want nothing to do with me?
[00:52:48.000 --> 00:52:51.000]   You still pursue it.
[00:52:51.000 --> 00:52:54.000]   You obviously can't do this with every person in your life,
[00:52:54.000 --> 00:52:58.000]   but you begin with one, maybe two people.
[00:52:58.000 --> 00:53:01.000]   Don't throw everyone out with a baby with bathwater, okay?
[00:53:01.000 --> 00:53:03.000]   Don't be like, "Well, I can't pursue peace with everyone,
[00:53:03.000 --> 00:53:10.000]   so I will pursue peace with only no one."
[00:53:10.000 --> 00:53:12.000]   God places people in our hearts, and in those steps of faith,
[00:53:12.000 --> 00:53:15.000]   when we pursue peace with them, God sanctifies us
[00:53:15.000 --> 00:53:20.000]   and develops in us a heart and lifestyle of a peacemaker.
[00:53:20.000 --> 00:53:23.000]   Even if that person doesn't want anything to do with you,
[00:53:23.000 --> 00:53:26.000]   doesn't even want your forgiveness or to forgive you,
[00:53:26.000 --> 00:53:28.000]   you can still pursue in the spirit of peace,
[00:53:28.000 --> 00:53:30.000]   and actually that deepens your understanding of the gospel
[00:53:30.000 --> 00:53:35.000]   and what was happening between us and God.
[00:53:35.000 --> 00:53:37.000]   We can't go into all the details of it,
[00:53:37.000 --> 00:53:41.000]   but I wanted to give just a practical resource.
[00:53:41.000 --> 00:53:43.000]   It's called "The Peacemaker," written by Ken Sandy.
[00:53:43.000 --> 00:53:45.000]   I think it's a really helpful resource
[00:53:45.000 --> 00:53:48.000]   if you want to pursue reconciliation with someone.
[00:53:48.000 --> 00:53:50.000]   It's something to look into.
[00:53:50.000 --> 00:53:52.000]   So, church, this is the last application.
[00:53:52.000 --> 00:53:56.000]   Other than all the reconciliation you must pursue with people in your life,
[00:53:56.000 --> 00:53:59.000]   I would like for Berean to be a church and a place
[00:53:59.000 --> 00:54:03.000]   where we pursue peace with one another.
[00:54:03.000 --> 00:54:05.000]   I'm a newcomer coming in, and I don't know anything
[00:54:05.000 --> 00:54:07.000]   of what's going on in here, honestly.
[00:54:07.000 --> 00:54:11.000]   So don't think I'm singling anything out right now. I'm not.
[00:54:11.000 --> 00:54:14.000]   I'm just talking about what the Bible says here
[00:54:14.000 --> 00:54:16.000]   about what a church is to look like.
[00:54:16.000 --> 00:54:19.000]   We must pursue unity, and if there's any bitterness
[00:54:19.000 --> 00:54:23.000]   or resentment or jealousy or hatred
[00:54:23.000 --> 00:54:26.000]   that is at the core of your heart when you're thinking of somebody
[00:54:26.000 --> 00:54:29.000]   or something or a policy or whatever it might be,
[00:54:29.000 --> 00:54:32.000]   all of these different things, whether you're right or wrong,
[00:54:32.000 --> 00:54:34.000]   whether they're right or wrong, it doesn't matter.
[00:54:34.000 --> 00:54:39.000]   We are called to pursue peace here.
[00:54:39.000 --> 00:54:42.000]   We are called to do it, to pursue reconciliation
[00:54:42.000 --> 00:54:44.000]   in a wise and biblical manner,
[00:54:44.000 --> 00:54:46.000]   with counsel of godly people around us
[00:54:46.000 --> 00:54:50.000]   who are able to fill our blind spots.
[00:54:50.000 --> 00:54:52.000]   But we have to be bold here
[00:54:52.000 --> 00:54:57.000]   and never let the enemy have a foothold here in this church.
[00:54:57.000 --> 00:54:59.000]   Like a weed, when the smallest sprout
[00:54:59.000 --> 00:55:01.000]   kind of sprouts up out of the soil,
[00:55:01.000 --> 00:55:04.000]   you know that the roots have already been growing for a long time.
[00:55:04.000 --> 00:55:06.000]   We need to uproot all of these things.
[00:55:06.000 --> 00:55:09.000]   If we see anything on the externals,
[00:55:09.000 --> 00:55:15.000]   that means there's a lot going down underneath.
[00:55:15.000 --> 00:55:18.000]   Know that when the church pursues peace,
[00:55:18.000 --> 00:55:22.000]   when we go into the hard conversations of confronting one another
[00:55:22.000 --> 00:55:24.000]   and sharpening one another in this way,
[00:55:24.000 --> 00:55:26.000]   this is when the church actually really begins
[00:55:26.000 --> 00:55:28.000]   to deepen in the understanding of the gospel.
[00:55:28.000 --> 00:55:30.000]   We practice it.
[00:55:30.000 --> 00:55:32.000]   We don't just pretend like everything's okay
[00:55:32.000 --> 00:55:34.000]   and we hold hands and we just continue along.
[00:55:34.000 --> 00:55:37.000]   We just come to services and Bible studies and things like that.
[00:55:37.000 --> 00:55:40.000]   But we really dive deep into one another.
[00:55:40.000 --> 00:55:42.000]   I hope that we can do that
[00:55:42.000 --> 00:55:44.000]   and that this church, Beruian, can be a church
[00:55:44.000 --> 00:55:50.000]   that's filled with the testimony of the gospel of God's peace given to us.
[00:55:50.000 --> 00:55:52.000]   Let's pray.
[00:55:52.000 --> 00:56:02.000]   Dear God,
[00:56:02.000 --> 00:56:05.000]   You have forgiven us of much.
[00:56:05.000 --> 00:56:07.000]   You have redeemed us.
[00:56:07.000 --> 00:56:12.000]   You have atoned for our sins through the very blood of Jesus.
[00:56:12.000 --> 00:56:15.000]   You have given us peace through Him.
[00:56:15.000 --> 00:56:19.000]   And so God, help us to be Christians
[00:56:19.000 --> 00:56:22.000]   and a church that will pursue peace with one another
[00:56:22.000 --> 00:56:26.000]   and then go out into the world and pursue peace with others.
[00:56:26.000 --> 00:56:28.000]   And Father, help us to do this.
[00:56:28.000 --> 00:56:29.000]   I pray for conviction.
[00:56:29.000 --> 00:56:33.000]   I pray, God, that we would actually begin to pursue people
[00:56:33.000 --> 00:56:35.000]   that You've placed into our hearts,
[00:56:35.000 --> 00:56:37.000]   in this room as well as outside,
[00:56:37.000 --> 00:56:40.000]   our families, our friends, our co-workers.
[00:56:40.000 --> 00:56:42.000]   And Father, we do this with much prayer,
[00:56:42.000 --> 00:56:45.000]   much reading of Scripture, much counsel,
[00:56:45.000 --> 00:56:47.000]   and that we would become people
[00:56:47.000 --> 00:56:49.000]   who really are peacemakers in our lives.
[00:56:49.000 --> 00:56:51.000]   In Jesus' name we pray. Amen.

