
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:45:30.000 --> 00:45:34.000]   No, if you don't have fruit, it's a dead tree. Right? Bad tree,
[00:45:34.000 --> 00:45:38.000]   bad fruit. So He's talking about you cannot bear fruit.
[00:45:38.000 --> 00:45:42.000]   He's not simply talking about evangelism and memorizing Scripture
[00:45:42.000 --> 00:45:46.000]   and you know, like mission work. He says if you don't have fruit, you don't have
[00:45:46.000 --> 00:45:50.000]   life. So when Jesus says, "If you don't abide in Me, you cannot bear fruit." He's
[00:45:50.000 --> 00:45:54.000]   saying, "If you don't abide in Me, you can't live." Right? So that's
[00:45:54.000 --> 00:45:58.000]   the same lesson. Look at Israel. Go back and read
[00:45:58.000 --> 00:46:02.000]   the Old Testament, New Testament, all through the Revelation. It's the same
[00:46:02.000 --> 00:46:06.000]   lesson. If you abide in Him, if you are near Him, there's life.
[00:46:06.000 --> 00:46:10.000]   If you're away from Him, there's death. Right? So again,
[00:46:10.000 --> 00:46:14.000]   that's, again, Hezekiah is making that mistake. It's like, now that he feels
[00:46:14.000 --> 00:46:18.000]   safe, it's like, oh, okay, let's connect with the Babylonians, not knowing
[00:46:18.000 --> 00:46:22.000]   that that's going to lead to destruction. Okay?
[00:46:22.000 --> 00:46:26.000]   All right. Chapter 40, I almost, I was tempted
[00:46:26.000 --> 00:46:30.000]   to just do Chapter 40 this week because
[00:46:30.000 --> 00:46:34.000]   it's one of the, my, Chapter 40, 41 is one of my favorite chapters
[00:46:34.000 --> 00:46:38.000]   in probably the whole Bible. I have a whole testimony behind Chapter 40
[00:46:38.000 --> 00:46:42.000]   I'm not going to get into. But if we did that, it would take way too
[00:46:42.000 --> 00:46:46.000]   long. So I strongly encourage you, especially those
[00:46:46.000 --> 00:46:50.000]   of you who have been kind of wrestling, like, oh, this is too hard. Chapter 40 is
[00:46:50.000 --> 00:46:54.000]   not hard at all. Right? Just read it for what it is. It's one of those passages
[00:46:54.000 --> 00:46:58.000]   that you probably want to just memorize, Chapter 40, 41.
[00:46:58.000 --> 00:47:02.000]   And so take some time, like really do quiet time through that, and really
[00:47:02.000 --> 00:47:06.000]   like be saturated with it so that when we dive into it,
[00:47:06.000 --> 00:47:10.000]   it would make a lot more sense to you. Okay? All right.

