
[00:00:00.000 --> 00:00:04.020]   [ Silence ]
[00:51:08.960 --> 00:51:16.960]   um, being connected with that particular agency that was in that article, and we went through our
[00:51:16.960 --> 00:51:21.960]   trial and process. So right now, we're right at the end. We're pretty much certified. We're just waiting
[00:51:21.960 --> 00:51:26.960]   for one thing. And, um, yeah.
[00:51:26.960 --> 00:51:28.960]   It was a group that came to our church.
[00:51:28.960 --> 00:51:29.960]   All of them.
[00:51:29.960 --> 00:51:31.960]   All of them.
[00:51:31.960 --> 00:51:43.960]   Um, for us, it's, uh, I had, my doctor was not on the matter at all, but, uh, when he began dating,
[00:51:43.960 --> 00:51:52.960]   he very quickly let me know that that woman has been his dream woman. So, um, you know, it just, uh,
[00:51:52.960 --> 00:52:00.960]   strangely enough, I just, my heart just seamlessly took that in. And, um, since then, it's been really
[00:52:00.960 --> 00:52:07.960]   growing in my heart. And I, you know, just the idea of it, the desire for it, it's all been growing.
[00:52:07.960 --> 00:52:15.960]   And over the years, lots of research, lots of documentaries, lots of, you know, many types of resources
[00:52:15.960 --> 00:52:23.960]   I've talked to. I've invited families over with the doctor. And, um, just many things. And, you know,
[00:52:23.960 --> 00:52:33.960]   supported organizations that did different things. But, uh, we didn't have a clear idea of what type of
[00:52:33.960 --> 00:52:40.960]   adoption, whether it be international, domestic, or programming. But, uh, what we did have was somewhat
[00:52:40.960 --> 00:52:46.960]   of a timeline. We thought, we have four children that are very young. So, at one, I mean, and I'm the
[00:52:46.960 --> 00:52:54.960]   primary caregiver at home. So, uh, we have, uh, once my youngest goes to elementary school, I'll have,
[00:52:54.960 --> 00:53:00.960]   be able to catch my breath a little bit and, and drive the, the, the energy and the, the tension
[00:53:00.960 --> 00:53:06.960]   of the child. But we had no idea to what extent this was going to work. But the idea of it was just
[00:53:06.960 --> 00:53:13.960]   becoming more and more of a bio-child. And, um, and then at the same time, that idea of fostering,
[00:53:13.960 --> 00:53:19.960]   of not fostering, foster adoption. So adopting out of the domestic, uh, county children that are
[00:53:19.960 --> 00:53:25.960]   going to be aging out. That became something that I started just embracing. Looking into it, uh,
[00:53:25.960 --> 00:53:31.960]   just working with organizations to support, learning about, like, you know, uh, just all of it.
[00:53:31.960 --> 00:53:38.960]   And, and I started to really pray about foster adopting and looking into it and, and thought, you know,
[00:53:38.960 --> 00:53:44.960]   why go overseas when there's so much need here? And the more I looked into it, I just loved it.
[00:53:44.960 --> 00:53:53.960]   And I couldn't wait to do it. But I didn't know, um, when, uh, or, you know, what it's going to look like.
[00:53:53.960 --> 00:53:59.960]   But I kind of knew I wanted to allow my, my biological children, or children to just kind of grow up
[00:53:59.960 --> 00:54:07.960]   where they're a little more self-sufficient. So that was our timeline. And then, um, and we had been,
[00:54:07.960 --> 00:54:14.960]   um, we had our fourth child in 2015. And, uh, a couple years later, my husband had a procedure shot
[00:54:14.960 --> 00:54:19.960]   because we were like, we're done, done. And we're getting old. So we're done, done, done.
[00:54:19.960 --> 00:54:27.960]   Um, so we're like, okay, now we are going to strategically plan for that time when we're going to allow,
[00:54:27.960 --> 00:54:37.960]   you know, surrender to this call. And then, um, fast forward, uh, November of last year, uh, we had the,
[00:54:37.960 --> 00:54:44.960]   uh, our church put together an adoption summit, which is, I'm so blessed by that event because, um,
[00:54:44.960 --> 00:54:52.960]   so just to preface that is, uh, Korea has, um, our, yeah, Korea, amongst other countries,
[00:54:52.960 --> 00:55:00.960]   have age-limited, as far as how old adopted parents can be. So last November, he, a week before my husband
[00:55:00.960 --> 00:55:12.960]   turned 49, um, was when the Orphan Sunday was. And we were, we walked right past Holt to go to Olive Crest
[00:55:12.960 --> 00:55:18.960]   and Bethany. And we were sitting there talking and, you know, putting, I'm putting my email address,
[00:55:18.960 --> 00:55:22.960]   I'm talking to Bethany and Olive Crest, and, you know, my children are coming out,
[00:55:22.960 --> 00:55:32.960]   are you signing up to have more kids? And I'm like, get out of here. And then, and then we're walking back,
[00:55:32.960 --> 00:55:38.960]   and just as we're passing Holt is when the social worker there, she was Korean, she's, she's looking at me,
[00:55:38.960 --> 00:55:43.960]   and I'm like, I've met Olive on our long tour. And then she's like, how old are you? And I said,
[00:55:43.960 --> 00:55:49.960]   oh, my husband's about to turn 49. And we knew the limit was 45. And, um, he said, wait, she said,
[00:55:49.960 --> 00:55:56.960]   wait, are you guys both Korean? And, um, we said yes. And so she said, no, no, no, it's not too late,
[00:55:56.960 --> 00:56:01.960]   you're not too old. There's an exception if you're both Korean. And we said, what's this?
[00:56:01.960 --> 00:56:09.960]   And he went, we had no interest in Korea. To be honest, I looked into the whole Korean thing, and, you know,
[00:56:09.960 --> 00:56:15.960]   my heart personally was that there was not much of a need, that more people were wanting to adopt
[00:56:15.960 --> 00:56:21.960]   than the demand or the supply was available, is, is what I came to the conclusion of,
[00:56:21.960 --> 00:56:26.960]   especially because about nine years ago, a lot of adoption laws had changed. It became so political,
[00:56:26.960 --> 00:56:32.960]   so difficult to adopt, and it cost so much. I said, why do that when we have all this money here?
[00:56:32.960 --> 00:56:40.960]   And, um, so when she kind of draws in, we're like, tell us more. And she just started telling us,
[00:56:40.960 --> 00:56:44.960]   and then she's like, how many kids do you have? And we have four. They're like, great, because that's
[00:56:44.960 --> 00:56:51.960]   the maximum you can have. So we were like, by the skin of our teeth, we just kind of made it.
[00:56:51.960 --> 00:56:58.960]   She actually was disappointed. She said, we have up to 51, but that's untrue. We have 49 and a half.
[00:56:58.960 --> 00:57:03.960]   So we had a good six months to get our application, and the thought is you have to have a home setting
[00:57:03.960 --> 00:57:13.960]   approved by 49 and a half. So basically, even though our timeline was such, um, after that interaction,
[00:57:13.960 --> 00:57:23.960]   we went home, turned the TV off for the children, and we sat down, and I literally, like, had my head in my hat.
[00:57:23.960 --> 00:57:36.960]   I was just, because conviction was so strong, and I didn't understand. I wasn't ready. I wanted my child to go,
[00:57:36.960 --> 00:57:44.960]   like, I needed her to go. Not ready to turn in an application, but then we, we hope the Lord will
[00:57:44.960 --> 00:57:50.960]   hear what she says. She's like, if you register this month, you get $100. Just kidding.
[00:57:50.960 --> 00:57:54.960]   [laughter]
[00:57:54.960 --> 00:58:01.960]   But, you know, and then, so my husband and I talked, and without skipping a beat, we were all on the same page.
[00:58:01.960 --> 00:58:08.960]   We're like, this is a clear call from the Lord. He's opening up a small window, and so let's do it.
[00:58:08.960 --> 00:58:17.960]   And so, I was so scared, because I wasn't ready, and I, like, banged, and so we're like, okay, let's do it.
[00:58:17.960 --> 00:58:23.960]   Let's see what it's going to be like. So the next working day, which is one day, we call the director,
[00:58:23.960 --> 00:58:27.960]   the bachelor director, and we told her our story. She said, great, let's get you started.
[00:58:27.960 --> 00:58:31.960]   Just to make sure we're on the same page. And she's like, no problem.
[00:58:31.960 --> 00:58:35.960]   Well, actually, we thought we had, like, a year and a half, and she's like, we're actually at 29 and a half.
[00:58:35.960 --> 00:58:39.960]   Ah, so good. You can't do it any quicker. Rush, rush, rush.
[00:58:39.960 --> 00:58:46.960]   I'm like, okay. So this whole thing was just, like, out of the blue, and, but one thing clear was that
[00:58:46.960 --> 00:58:52.960]   our condition was solid. We were, like, we knew this was from the Lord. So we said, let's do it.
[00:58:52.960 --> 00:59:01.960]   She was like, equip us with what we need. So, but all along, you know, I, my heart was towards foster care,
[00:59:01.960 --> 00:59:08.960]   and we, you know, our children were raised with the word adoption in mind. And so it was never a matter of if,
[00:59:08.960 --> 00:59:14.960]   it was when. So all our children, you know, we'd be driving, and you'd look at a homeless person,
[00:59:14.960 --> 00:59:20.960]   and you're like, oh, can we adopt him? And they're like, no. Like, grown person, we can't adopt him.
[00:59:20.960 --> 00:59:25.960]   And then we'd just be like, oh my gosh, he looks like my brother. I don't know.
[00:59:25.960 --> 00:59:31.960]   But, so it was always a matter of when. And so the first person I wanted, the first child I wanted to talk to
[00:59:31.960 --> 00:59:37.960]   was our oldest, who was eight. And so I sat down, and I showed her the brochure of the whole family bond,
[00:59:37.960 --> 00:59:44.960]   and I said, hey, remember what we talked about, like, possibly adopting, like, a person that doesn't look like us,
[00:59:44.960 --> 00:59:49.960]   you know, which, we always kind of imagined a black child, you know, a little less adoptable.
[00:59:49.960 --> 00:59:55.960]   And then, and he said, yeah. And I said, how, what do you think about us going to Korea and adopting, like,
[00:59:55.960 --> 01:00:01.960]   someone with something that looks like us? And then, and then he said, he looked down at the brochure,
[01:00:01.960 --> 01:00:08.960]   which had two Asian boys. And he said, all right, we can get him. We can get him.
[01:00:08.960 --> 01:00:13.960]   So, like, we can get the sweetie, you know. And then, so, and then, so that's that.
[01:00:13.960 --> 01:00:19.960]   And then just started the process of mountain work, of paperwork, and just, they want to know everything,
[01:00:19.960 --> 01:00:24.960]   and just, you know, with Madison's schedule, and the four children, it just, since then we've been doing it.
[01:00:24.960 --> 01:00:34.960]   Many times, you know, we realize that this is what people go through. There's so, so much paperwork.
[01:00:34.960 --> 01:00:43.960]   And you have to pay all along the way. And financially, we weren't, you know, we weren't, we trusted with sort of our finances,
[01:00:43.960 --> 01:00:50.960]   so we never really prepared financially, $50,000 spent on the side, you know, because we kind of just thought it was going to be domestic.
[01:00:50.960 --> 01:01:01.960]   So, all of it was kind of a surprise to us. And so, we've been at it, and we are currently at, we submitted our home study paperwork,
[01:01:01.960 --> 01:01:09.960]   and we're just waiting for the final approval. And, but, so.
[01:01:09.960 --> 01:01:12.960]   Is he, are you still under the timeline?
[01:01:12.960 --> 01:01:23.960]   Well, they seem to not be worried, so we're okay. I keep my insurance, because if he's 50 soon, and then, so, so I,
[01:01:23.960 --> 01:01:36.960]   and then another thing was just, you know, so far it's been under, I like to mention, a couple of weeks ago, we were surprised.
[01:01:36.960 --> 01:01:45.960]   And we were done, done, done with biological children, and holy school, we were really surprised with the pregnancy.
[01:01:45.960 --> 01:01:56.960]   And, so, we found out we were pregnant at his turn 45, and at 46 seconds, we're in the thick of this adoption,
[01:01:56.960 --> 01:02:04.960]   and her cause equals his cause, and a pregnancy equals a drug overdose. And I was devastated.
[01:02:04.960 --> 01:02:12.960]   My first aunt, I was going to adopt, we were going to pay for our adopted child, we were really excited about it, and then,
[01:02:12.960 --> 01:02:24.960]   that was pretty bad, you know. And so, so this is very recent, and so a lot of pain, and searching scripture, you know,
[01:02:24.960 --> 01:02:40.960]   seeking God's comfort through this, and trusting him, and so long story short, we, you know, chose to shun our adoption,
[01:02:40.960 --> 01:02:51.960]   and, you know, embrace this pregnancy, life that it's given us, and so we started getting excited about this child.
[01:02:51.960 --> 01:02:56.960]   We didn't even tell our family, we didn't tell our children, we didn't even know how to break it.
[01:02:56.960 --> 01:03:07.960]   And then a few days later, I started, you know, having, having, and then eventually I miscarried, and that was actually very recent.
[01:03:07.960 --> 01:03:19.960]   So, it's been a rollercoaster of a life, but through this, all of it, what I'm so grateful for is that it reminded me,
[01:03:19.960 --> 01:03:31.960]   as someone who kind of adopted his dream to adopt, and it became my dream, and I think in my flesh, I continue to try to make this out of my timeline,
[01:03:31.960 --> 01:03:37.960]   and once it kind of looks good, I'm like, I try to take control, and the Lord continues to teach me to surrender,
[01:03:37.960 --> 01:03:45.960]   whether it be my adoption, or my pregnancy, or my timeline, or finances, he just keeps teaching me this way.
[01:03:45.960 --> 01:03:51.960]   And, you know, just all these verses came to my mind when this was happening.
[01:03:51.960 --> 01:03:57.960]   I was still trying to get the kids ready, out, a few years, when I started, and I talked to her, and I said,
[01:03:57.960 --> 01:04:05.960]   "I think I'm miscarrying right now, and I can't get them out of the house, and I'm just, you know, praying, and asking God."
[01:04:05.960 --> 01:04:11.960]   And my initial thing is, "If you're going to give me this child, why don't you just give the kid a child?"
[01:04:11.960 --> 01:04:26.960]   And very quickly, you know, I was humbled with the fact that she is God, she is God, and that he doesn't have to explain to me why,
[01:04:26.960 --> 01:04:29.960]   that she just wants me to surrender.
[01:04:29.960 --> 01:04:41.960]   But through it all, I think just, excuse me, but through it all, I felt so intimately close to the Lord,
[01:04:41.960 --> 01:04:48.960]   because, you know, we were seeking comfort, you know, through prayer, and through scripture,
[01:04:48.960 --> 01:04:55.960]   I just felt so intimately close to the Lord, because I felt the wanting to draw me closer to Jesus Christ,
[01:04:55.960 --> 01:05:00.960]   and the surrendering he wanted to draw me closer, and that's all I kept feeling.
[01:05:00.960 --> 01:05:10.960]   And so rather than being angry, I just said, "I just think you are God, and you want me to go closer to your image,
[01:05:10.960 --> 01:05:15.960]   you want me to understand what true love is."
[01:05:15.960 --> 01:05:21.960]   And it, you know, it forced me to examine my own part of this God's will, my intentions are.
[01:05:21.960 --> 01:05:25.960]   And so now we are back on track.
[01:05:25.960 --> 01:05:29.960]   But we're still grieving a little bit.
[01:05:29.960 --> 01:05:40.960]   It's actually only been like a week or so since he was carried, so we're, you know, kind of grieving the loss of a child,
[01:05:40.960 --> 01:05:43.960]   but we're very excited that we can continue.
[01:05:43.960 --> 01:05:55.960]   And God's teaching us that we're not trying to rescue a child, but he's teaching us whether to call for it.
[01:05:55.960 --> 01:05:58.960]   I have one question to add.
[01:05:58.960 --> 01:06:01.960]   Our stories differ, for some reason.
[01:06:01.960 --> 01:06:04.960]   I'm saying 80% of what I'm saying, so.
[01:06:04.960 --> 01:06:09.960]   One more thing, like I said, I always had a vision of adoption.
[01:06:09.960 --> 01:06:14.960]   I had a vision of my family, and even as a child, it was always multicultural.
[01:06:14.960 --> 01:06:15.960]   I don't know why.
[01:06:15.960 --> 01:06:16.960]   It's all I was thinking.
[01:06:16.960 --> 01:06:21.960]   And I just wanted a free ticket to some kind of sporting event about to be held in the fall.
[01:06:21.960 --> 01:06:23.960]   It was my long dream.
[01:06:23.960 --> 01:06:27.960]   And blindside owes me money because they stole my story.
[01:06:27.960 --> 01:06:33.960]   So, and you know, that's her seamlessly, and she challenged me, because in, I don't know how long it's been,
[01:06:33.960 --> 01:06:38.960]   but she challenged me, she said, "You know, who doesn't want a perfect little boy or a little girl helping go to college?"
[01:06:38.960 --> 01:06:42.960]   And I said, "You know, God adopted us when we were nine and a half years old,
[01:06:42.960 --> 01:06:45.960]   so why don't we put our hearts and our homes into a station?"
[01:06:45.960 --> 01:06:48.960]   You know, that was a challenge.
[01:06:48.960 --> 01:06:50.960]   You know, she helped me end it.
[01:06:50.960 --> 01:07:01.960]   And then, you know, the Lord led us back, and adoption through divinity is a leap of faith for me and for us.
[01:07:01.960 --> 01:07:04.960]   She asks me all the time, "You know, where am I going to get the money?"
[01:07:04.960 --> 01:07:05.960]   I don't know.
[01:07:05.960 --> 01:07:06.960]   I don't know.
[01:07:06.960 --> 01:07:09.960]   And I don't, it's the only one thing that keeps me up at night.
[01:07:09.960 --> 01:07:11.960]   The only one thing that keeps me up at night is money bombing.
[01:07:11.960 --> 01:07:13.960]   But this one does not keep me up at night.
[01:07:13.960 --> 01:07:20.960]   And I refuse to go and make another snatch, make another thing to do, do the thing I want to do, do this thing I want to do,
[01:07:20.960 --> 01:07:22.960]   because I feel like I'm doing it wrong.
[01:07:22.960 --> 01:07:23.960]   I don't want to do it.
[01:07:23.960 --> 01:07:30.960]   I want this entire process, beginning and everything, to be an act of faith.
[01:07:30.960 --> 01:07:37.960]   So even for the whole being in our lives, where is the money going to come from, I want it all to be provided by God.
[01:07:37.960 --> 01:07:38.960]   And He has.
[01:07:38.960 --> 01:07:46.960]   Because honestly, I want to be that story that you read about, this miracle missionary that's like, "Oh, my gosh, he has all these kids.
[01:07:46.960 --> 01:07:51.960]   He has no food to feed the kids, but they get together, they give grace, and they get a knock on the door,
[01:07:51.960 --> 01:07:54.960]   they open the door, and somebody's giving wafer because it's hard to go back."
[01:07:54.960 --> 01:07:57.960]   I want to be that guy.
[01:07:57.960 --> 01:08:00.960]   And when there's a payment, I don't know what to give them.
[01:08:00.960 --> 01:08:01.960]   Here's the payment.
[01:08:01.960 --> 01:08:02.960]   I don't know.
[01:08:02.960 --> 01:08:03.960]   And then we get a check in the mail.
[01:08:03.960 --> 01:08:05.960]   I swear, we get a check in the mail.
[01:08:05.960 --> 01:08:13.960]   And it's a check for my niece-in-law from Ventura County, and there it is.
[01:08:13.960 --> 01:08:15.960]   It's two almost-two hundred dollars.
[01:08:15.960 --> 01:08:18.960]   And then next time I think, "Hey, this bill's due."
[01:08:18.960 --> 01:08:19.960]   I don't know what I'm going to give them.
[01:08:19.960 --> 01:08:21.960]   I don't know if she's stressed about it.
[01:08:21.960 --> 01:08:22.960]   I'm not stressed about it.
[01:08:22.960 --> 01:08:23.960]   I don't know why.
[01:08:23.960 --> 01:08:24.960]   This is the only thing I'm stressed about.
[01:08:24.960 --> 01:08:25.960]   But this one doesn't fret.
[01:08:25.960 --> 01:08:30.960]   And there's -- I get another check in the mail.
[01:08:30.960 --> 01:08:40.960]   And I want it all to be a story of God's provision and our obedience to His calling.
[01:08:40.960 --> 01:08:49.960]   So even this recent miscarriage, it's an act of miracle.
[01:08:49.960 --> 01:08:50.960]   It doesn't really matter.
[01:08:50.960 --> 01:08:51.960]   It's acting to get pregnant.
[01:08:51.960 --> 01:08:53.960]   I'm actually quite angry.
[01:08:53.960 --> 01:08:56.960]   I'm actually quite irritated.
[01:08:56.960 --> 01:08:57.960]   And you're not going to get a co-parent.
[01:08:57.960 --> 01:08:58.960]   I'm not.
[01:08:58.960 --> 01:08:59.960]   I'm not.
[01:08:59.960 --> 01:09:01.960]   You're going to have to give her an offer, right?
[01:09:01.960 --> 01:09:05.960]   Three seconds is true.
[01:09:05.960 --> 01:09:09.960]   It's kind of a personal thing.
[01:09:09.960 --> 01:09:19.960]   And, you know, when I felt like He changed our path again, we had to surrender.
[01:09:19.960 --> 01:09:23.960]   And then the only one we did is when she miscarried.
[01:09:23.960 --> 01:09:26.960]   And then it's all a question.
[01:09:26.960 --> 01:09:27.960]   It's a wonder.
[01:09:27.960 --> 01:09:28.960]   It's like nothing makes sense.
[01:09:28.960 --> 01:09:30.960]   But I say, "Is my grace sufficient enough?
[01:09:30.960 --> 01:09:32.960]   Is my calling enough?
[01:09:32.960 --> 01:09:38.960]   Are you going to obey only when it works, but then obey all the time without question?"
[01:09:38.960 --> 01:09:39.960]   Without an answer.
[01:09:39.960 --> 01:09:41.960]   Don't let her have an answer.
[01:09:41.960 --> 01:09:46.960]   Are you going to be posing out and chasing after a woman?
[01:09:46.960 --> 01:09:48.960]   Are you going to be faithful to obedience?
[01:09:48.960 --> 01:09:50.960]   We have to say yes.
[01:09:50.960 --> 01:09:53.960]   And as a herself, she said, "I'm not going to call anybody.
[01:09:53.960 --> 01:09:54.960]   I'm just going to rely on God.
[01:09:54.960 --> 01:09:56.960]   I'm not just relying on anyone.
[01:09:56.960 --> 01:09:57.960]   I'm going to lean on Him."
[01:09:57.960 --> 01:10:00.960]   And the reason I'm doing this strictly is me.
[01:10:00.960 --> 01:10:06.960]   And only then is when God says, "Okay, then take my understanding.
[01:10:06.960 --> 01:10:08.960]   And then take my understanding."
[01:10:08.960 --> 01:10:10.960]   I don't know where you guys are going to lie.
[01:10:10.960 --> 01:10:11.960]   I don't know how.
[01:10:11.960 --> 01:10:16.960]   But somebody told me every test is a testimony.
[01:10:16.960 --> 01:10:19.960]   And every stroke of the discernment.
[01:10:19.960 --> 01:10:25.960]   I want every part of this process to be a testimony of God's faithfulness.
[01:10:25.960 --> 01:10:29.960]   And He's exercising my faith in my muscle.
[01:10:29.960 --> 01:10:35.960]   And I want my family to embrace that faith and forgive us for something great.
[01:10:35.960 --> 01:10:40.960]   For His greatness.
[01:10:40.960 --> 01:10:51.960]   Amen.
[01:10:51.960 --> 01:10:56.960]   All right, so we'll have a chance to open that up for some questions.
[01:10:56.960 --> 01:10:59.960]   I'm just going to direct a few questions.
[01:10:59.960 --> 01:11:04.960]   Just in certain areas so that we can learn a little bit more on certain topics.
[01:11:04.960 --> 01:11:07.960]   This is based on some of the things that were shared.
[01:11:07.960 --> 01:11:10.960]   One, I want to direct this question to Dean.
[01:11:10.960 --> 01:11:13.960]   I know there are different challenges with fostering a child.
[01:11:13.960 --> 01:11:17.960]   Did you have some concerns, fears about fostering?
[01:11:17.960 --> 01:11:20.960]   And if so, how were you able to deal with it?
[01:11:20.960 --> 01:11:21.960]   How did you deal with it?
[01:11:21.960 --> 01:11:24.960]   Or how are you dealing with it?
[01:11:24.960 --> 01:11:28.960]   I don't remember what I wrote you.
[01:11:28.960 --> 01:11:30.960]   Do you remember some of the things?
[01:11:30.960 --> 01:11:32.960]   I lost script a little bit.
[01:11:32.960 --> 01:11:34.960]   I mean, I have to read it, but I'm going to read it.
[01:11:34.960 --> 01:11:44.960]   Yeah, so Helen shared about how originally she got the conviction about fostering children.
[01:11:44.960 --> 01:11:48.960]   As she shared that desire, I agreed about it.
[01:11:48.960 --> 01:11:54.960]   Like many things we've done in our life, we've been moving to a place where we can do that.
[01:11:54.960 --> 01:11:57.960]   Or doing this fostering process.
[01:11:57.960 --> 01:12:00.960]   Yeah, that's something we should do.
[01:12:00.960 --> 01:12:07.960]   It's funny because Helen is much more of the -- she'll jump in.
[01:12:07.960 --> 01:12:11.960]   She's willing to just trust and go.
[01:12:11.960 --> 01:12:15.960]   I'm the planner, the warrior, the contingency.
[01:12:15.960 --> 01:12:22.960]   So even in the story that Helen shared about how her father called -- her foster sister's name was Hope.
[01:12:22.960 --> 01:12:25.960]   Her father called Hope's family anonymously.
[01:12:25.960 --> 01:12:27.960]   And then, "Oh, is this Mr. Lee?"
[01:12:27.960 --> 01:12:30.960]   My thought is, "Of course it's Mr. Lee.
[01:12:30.960 --> 01:12:32.960]   Who else is going to call them anonymously?"
[01:12:32.960 --> 01:12:36.960]   [laughter]
[01:12:36.960 --> 01:12:39.960]   So I'm more of the -- I think about a lot of these with detail.
[01:12:39.960 --> 01:12:48.960]   So there are many worries or many contingencies that I think about on possibilities of things that could happen.
[01:12:48.960 --> 01:12:57.960]   We bring so much into our home because we are planning -- we are not certified yet.
[01:12:57.960 --> 01:12:59.960]   It's been quite a long process.
[01:12:59.960 --> 01:13:05.960]   And it's too long a story to tell it all here, but I can definitely share with you at other times.
[01:13:05.960 --> 01:13:16.960]   But we're planning on being qualified for a child that's probably anywhere from maybe 4-ish up to 18.
[01:13:16.960 --> 01:13:21.960]   We said most likely a boy would be best because we're a boy household.
[01:13:21.960 --> 01:13:26.960]   I mean, I would love to have a little girl, but it's probably for her to be a little bit more uncomfortable.
[01:13:26.960 --> 01:13:28.960]   So we said probably better if it's a boy.
[01:13:28.960 --> 01:13:33.960]   Or if it's like siblings, yeah, like a sister and a brother, yeah, we'd be good if we had to come in.
[01:13:33.960 --> 01:13:37.960]   And, you know, who said ethnicity? No, it doesn't matter.
[01:13:37.960 --> 01:13:39.960]   It's like whoever, whatever the need is.
[01:13:39.960 --> 01:13:45.960]   But I know that, okay, this person's in the foster care program for a reason, right?
[01:13:45.960 --> 01:13:52.960]   So most likely there's been some kind of trauma or abuse or neglect or something that's been going on.
[01:13:52.960 --> 01:14:01.960]   And so the person that's going to be coming to our home may not be the most well-behaved.
[01:14:01.960 --> 01:14:04.960]   They may have some emotional issues.
[01:14:04.960 --> 01:14:09.960]   They may have some psychological, you know, different things that are going on.
[01:14:09.960 --> 01:14:13.960]   We have some good friends from New York who were just here visiting us.
[01:14:13.960 --> 01:14:18.960]   And they are qualified to be foster parents.
[01:14:18.960 --> 01:14:26.960]   And they did their first couple-week kind of respite foster care with these brother and sister young kids.
[01:14:26.960 --> 01:14:28.960]   Last summer we sent our kids out.
[01:14:28.960 --> 01:14:32.960]   The YIM sent two of their boys out, and they have three sons of their own.
[01:14:32.960 --> 01:14:38.960]   And they said, "Man, having those seven boys under our household"—we said, "You're saints for doing that. Thank you so much."
[01:14:38.960 --> 01:14:46.960]   They said, "Having the seven boys for the whole summer was a lot easier than the two kids that they had for two weeks."
[01:14:46.960 --> 01:14:57.960]   And so, yeah, so I do think about, you know, like what if this child is a danger to himself or herself or could be a danger to us?
[01:14:57.960 --> 01:14:59.960]   I think about those kind of things.
[01:14:59.960 --> 01:15:05.960]   Because when we had to do our home study, you know, we had to install magnetic locks so that all the sharps are locked up,
[01:15:05.960 --> 01:15:12.960]   all the chemicals are locked up, medicines are locked, you know, all that kind of thing, in addition to, you know, a whole bunch of other stuff.
[01:15:12.960 --> 01:15:21.960]   So, you know, so I do—I did have a lot of concerns, you know, and I do still have a lot of concerns.
[01:15:21.960 --> 01:15:30.960]   You know, we also, you know, we're very sentimental people, I think, in many regards.
[01:15:30.960 --> 01:15:41.960]   So I do think about how if we bring someone into our home and, you know, get very attached, right, then how will we say goodbye?
[01:15:41.960 --> 01:15:50.960]   But I think that's part of—you know, as we've been kind of going through this process of praying,
[01:15:50.960 --> 01:16:01.960]   you know, I pray for, to me, the unknown name, but I think God knows who it is, that, you know,
[01:16:01.960 --> 01:16:06.960]   there's people who I've talked to that have been told that the need is really great.
[01:16:06.960 --> 01:16:10.960]   I mean, like cute little infants, you know, they're very adoptable.
[01:16:10.960 --> 01:16:16.960]   But the kids, as they get older and they have problems and things, that's a very hard to find hope of.
[01:16:16.960 --> 01:16:22.960]   And I know there's a lot of people at church who are involved in like these teen foster camps and that kind of thing,
[01:16:22.960 --> 01:16:27.960]   and they're in these group homes, you know, because there are no homes for the kids to go to.
[01:16:27.960 --> 01:16:32.960]   So, you know, that's also another aspect to this, you know.
[01:16:32.960 --> 01:16:36.960]   There's, you know, there's just different things.
[01:16:36.960 --> 01:16:43.960]   Like one of them that I think about a lot and pray about a lot is a lot of the kids that are in the foster care system,
[01:16:43.960 --> 01:16:49.960]   they say that a much higher percentage of them identify as like LGBTQ, right?
[01:16:49.960 --> 01:17:00.960]   And then, you know, I feel like, you know, the Bible's very clear, you know, on how God views that.
[01:17:00.960 --> 01:17:08.960]   But, you know, I really wrestle with that and weigh that and still, you know, and still that's a big burden on me
[01:17:08.960 --> 01:17:13.960]   because whoever comes into our home, I want to love.
[01:17:13.960 --> 01:17:19.960]   And it's not like, you know, our biological kids are 20, almost 18 and 12, right?
[01:17:19.960 --> 01:17:26.960]   None of them are allowed to, well, not that the older ones are not allowed to date, but they're not really supposed to date, right?
[01:17:26.960 --> 01:17:32.960]   So a young kid, I mean, it's not like we would, you know, let them or whatever, like date or anything like that.
[01:17:32.960 --> 01:17:38.960]   So I feel like from that standpoint, you know, it's like, I feel like God would provide wisdom day by day.
[01:17:38.960 --> 01:17:42.960]   I'm not an ideal dad.
[01:17:42.960 --> 01:17:52.960]   But yeah, I think it's just being as a person who needs to plan and likes to control and has had to surrender, you know,
[01:17:52.960 --> 01:17:58.960]   many things, you know, and God's still working on that aspect of my personality and my character.
[01:17:58.960 --> 01:18:05.960]   So I just think about like every day, like the challenges that we have.
[01:18:05.960 --> 01:18:11.960]   But it's, you know, it's just really lifting that up to the Lord and realizing that, yeah, in many ways,
[01:18:11.960 --> 01:18:18.960]   I know that we're going to be unprepared in that as much as we try to prepare and get training and pray and whatnot.
[01:18:18.960 --> 01:18:23.960]   I know that there are so many things because every chapter of life, you know, whether it was getting married or having, you know,
[01:18:23.960 --> 01:18:31.960]   biological kids or whatnot, you know, moving, it's like there's so many things that came out that were unexpected that God used.
[01:18:31.960 --> 01:18:42.960]   And so I guess, you know, it's just knowing that there is going to be a lot of stuff like that that I can't, you know, foresee.
[01:18:42.960 --> 01:18:47.960]   That's going to be just kind of hit us and we're going to be like, wow, I never expected this.
[01:18:47.960 --> 01:18:54.960]   That's scary, but I feel like it is, you know, like Lee said, exercising of that faith like a muscle.
[01:18:54.960 --> 01:19:02.960]   So just trying to not be too flabby.
[01:19:02.960 --> 01:19:09.960]   The next question I actually wanted to ask Kat, because, you know, when we were talking, you shared, you know,
[01:19:09.960 --> 01:19:14.960]   the international adoption is very expensive.
[01:19:14.960 --> 01:19:22.960]   And you shared with me how you dealt with it as far as the finances that you kind of grew in this area.
