
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[01:12:32.340 --> 01:12:33.760]   "and you're not restrained by us,
[01:12:33.760 --> 01:12:36.000]   "but you're restrained by your own affections.
[01:12:36.000 --> 01:12:38.840]   "Now in like exchange, I speak as to children,
[01:12:38.840 --> 01:12:42.360]   "open wide to us also."
[01:12:42.360 --> 01:12:44.920]   Okay, open wide to us also.
[01:12:44.920 --> 01:12:47.840]   Later, he's going to, just in the next chapter,
[01:12:47.840 --> 01:12:49.000]   2 Corinthians 7, he says,
[01:12:49.000 --> 01:12:51.140]   "Therefore, having these promises, beloved,
[01:12:51.140 --> 01:12:54.800]   "let us cleanse ourselves from all defilement of the flesh,
[01:12:54.800 --> 01:12:56.900]   "and then of spirits, perfecting holiness
[01:12:56.900 --> 01:12:58.100]   "in the fear of God.
[01:12:58.100 --> 01:12:59.640]   "Make room for us in your hearts.
[01:12:59.640 --> 01:13:00.840]   "We wronged nobody.
[01:13:00.840 --> 01:13:02.160]   "We corrupted no one.
[01:13:02.160 --> 01:13:03.480]   "We took advantage of no one.
[01:13:03.480 --> 01:13:04.820]   "I do not speak to condemn you,
[01:13:04.820 --> 01:13:07.560]   "for I have said before that you are in our hearts
[01:13:07.560 --> 01:13:11.380]   "to die together and to live together."
[01:13:11.380 --> 01:13:16.080]   What an amazing kind of mentality and attitude, right?
[01:13:16.080 --> 01:13:20.840]   And so again, I think what is expected
[01:13:20.840 --> 01:13:23.000]   is not just simply a ministry is hard,
[01:13:23.000 --> 01:13:24.680]   make sure you remember and provide
[01:13:24.680 --> 01:13:27.760]   like material goods for the pastor.
[01:13:27.760 --> 01:13:30.880]   That's included in other passages, right?
[01:13:30.880 --> 01:13:34.000]   Here, I think Apostle Paul would have just loved it
[01:13:34.000 --> 01:13:36.040]   if they opened up their hearts,
[01:13:36.040 --> 01:13:39.400]   because so far, it seems like reading in between the lines,
[01:13:39.400 --> 01:13:40.880]   they weren't actually receptive
[01:13:40.880 --> 01:13:42.400]   of the kind of heart he was showing them,
[01:13:42.400 --> 01:13:44.680]   which was trying to correct and bring them
[01:13:44.680 --> 01:13:47.760]   out of the deceptions that they were in, right?
[01:13:47.760 --> 01:13:52.760]   So in that way, I think this idea of sharing all good things
[01:13:52.760 --> 01:13:58.780]   really is inclusive of a general openheartedness,
[01:13:58.780 --> 01:14:01.440]   general receptiveness, mutual encouragement,
[01:14:01.440 --> 01:14:05.520]   and maybe even just the thought of being in this ministry,
[01:14:05.520 --> 01:14:09.240]   being in this kingdom work together, okay?
[01:14:09.240 --> 01:14:12.480]   Moving forward to verse seven and eight, the second part.
[01:14:12.480 --> 01:14:14.800]   The second part that we described as,
[01:14:14.800 --> 01:14:16.960]   hey, there is a universal principle,
[01:14:16.960 --> 01:14:19.840]   whatever you seed and plant and sow,
[01:14:19.840 --> 01:14:22.160]   you're going to get the fruit, right?
[01:14:22.160 --> 01:14:23.700]   And it should be so plain and obvious
[01:14:23.700 --> 01:14:27.040]   that it doesn't require like, okay, what's happening here?
[01:14:27.040 --> 01:14:30.120]   There are consequences to your decisions,
[01:14:30.120 --> 01:14:32.620]   your thoughts, your words, everything.
[01:14:32.620 --> 01:14:34.280]   That's the principle, right?
[01:14:34.280 --> 01:14:35.760]   But what's really interesting is he says,
[01:14:35.760 --> 01:14:39.960]   do not be deceived and God isn't mocked.
[01:14:39.960 --> 01:14:42.720]   And as soon as he says that, we're like, whoa.
[01:14:42.720 --> 01:14:45.760]   The tone of that takes it to a whole nother level.
[01:14:45.760 --> 01:14:47.440]   So then we have to ask the question,
[01:14:47.440 --> 01:14:49.680]   who is being deceived and what kind of deceptions
[01:14:49.680 --> 01:14:51.660]   are they being deceived by?
[01:14:51.660 --> 01:14:56.660]   But also, why is God being mocked by their decisions?
[01:14:56.660 --> 01:15:00.300]   Why is God being mocked by their deception, right?
[01:15:00.300 --> 01:15:02.400]   We have to ask those questions.
[01:15:02.400 --> 01:15:06.360]   Now, what's very clear just from the end of verse seven
[01:15:06.360 --> 01:15:09.660]   where he says, four, because whatever man sows,
[01:15:09.660 --> 01:15:13.000]   he will also reap, he gives us this principle.
[01:15:13.000 --> 01:15:16.500]   If you think that because you are free,
[01:15:16.500 --> 01:15:19.940]   that you can do what you desire
[01:15:19.940 --> 01:15:22.780]   and then simply escape the consequences,
[01:15:22.780 --> 01:15:26.040]   you're dead wrong, right?
[01:15:26.040 --> 01:15:27.360]   That's the deception.
[01:15:27.360 --> 01:15:30.080]   He said earlier in the previous segments of the passage
[01:15:30.080 --> 01:15:33.200]   or the chapter that those of us who feel like,
[01:15:33.200 --> 01:15:35.920]   now that because we are free, we are children of God,
[01:15:35.920 --> 01:15:38.600]   and then all of a sudden, we take full advantage of it
[01:15:38.600 --> 01:15:42.360]   to the point of cheapening his grace,
[01:15:42.360 --> 01:15:45.880]   we 100% offend God, we mock him, right?
[01:15:45.880 --> 01:15:49.680]   And just the sheer deception that sometimes people have,
[01:15:49.680 --> 01:15:52.100]   which is, I know this may be compromise,
[01:15:52.100 --> 01:15:55.340]   I know this may be sin, but I'll just repent of it later
[01:15:55.340 --> 01:15:56.620]   and get back on track.
[01:15:56.620 --> 01:16:00.260]   I'll give in now, but I'll do better later, right?
[01:16:00.260 --> 01:16:04.420]   What kind of crazy deception for a slave of God,
[01:16:04.420 --> 01:16:08.100]   a child of God, in that moment to think he can disobey?
[01:16:08.640 --> 01:16:09.880]   Right?
[01:16:09.880 --> 01:16:11.960]   There are constant deceptions all around us,
[01:16:11.960 --> 01:16:15.760]   but one of the egregious deception is to think
[01:16:15.760 --> 01:16:17.160]   that there is no consequence.
[01:16:17.160 --> 01:16:18.000]   Why?
[01:16:18.000 --> 01:16:19.800]   Why?
[01:16:19.800 --> 01:16:23.120]   Take a moment to think about that,
[01:16:23.120 --> 01:16:27.380]   and as you think, think about this photo, okay?
[01:16:27.380 --> 01:16:29.180]   What is this little boy doing?
[01:16:29.180 --> 01:16:30.160]   He's doing the nose up
[01:16:30.160 --> 01:16:32.760]   and doing the na-na-na-na-na thing, right, okay?
[01:16:32.760 --> 01:16:35.840]   He's mocking somebody, and the scripture says,
[01:16:35.840 --> 01:16:38.280]   if we ask the most important question
[01:16:38.280 --> 01:16:40.740]   about any decision you make,
[01:16:40.740 --> 01:16:41.840]   what does God think about this
[01:16:41.840 --> 01:16:44.020]   and how does he see you when you do it?
[01:16:44.020 --> 01:16:45.060]   Is he pleased?
[01:16:45.060 --> 01:16:51.300]   When you act like there are no consequences, you mock him.
[01:16:51.300 --> 01:16:52.220]   Why?
[01:16:52.220 --> 01:16:53.780]   Because you're testing him.
[01:16:53.780 --> 01:16:57.600]   You know what you're doing is, literally, the Greek word,
[01:16:57.600 --> 01:17:01.020]   it comes from this Greek term, mutsterizo,
[01:17:01.020 --> 01:17:02.820]   which comes from a root term
[01:17:02.820 --> 01:17:06.100]   that we now use for the term mucus, okay?
[01:17:06.100 --> 01:17:09.820]   Back then, can you imagine somebody who scoffed, right?
[01:17:09.820 --> 01:17:12.780]   Or if you imagine somebody who's very disrespectful,
[01:17:12.780 --> 01:17:15.940]   you imagine them, like, spit on their shoe or whatever.
[01:17:15.940 --> 01:17:17.600]   Back then, they used to do the runner thing
[01:17:17.600 --> 01:17:21.020]   where they put their thumb on one nostril and clear it,
[01:17:21.020 --> 01:17:22.620]   and that's the literal term.
[01:17:22.620 --> 01:17:26.500]   Or you stick your nose up out of disrespect.
[01:17:26.500 --> 01:17:29.900]   I guess, to make it even more modern, it's like this guy.
[01:17:29.900 --> 01:17:31.740]   What you gonna do, okay?
[01:17:31.740 --> 01:17:33.300]   I wanted you to remember the thought
[01:17:33.300 --> 01:17:38.300]   the next time you are tempted to compromise, okay?
[01:17:38.300 --> 01:17:43.460]   For us, in our selfish, childish mind,
[01:17:43.460 --> 01:17:45.580]   the moment of compromise is chock full
[01:17:45.580 --> 01:17:49.220]   of risk and benefit analysis.
[01:17:49.220 --> 01:17:50.340]   But am I gonna enjoy it?
[01:17:50.340 --> 01:17:52.860]   Am I gonna miss this opportunity to have this da-da-da-da-da?
[01:17:52.860 --> 01:17:54.500]   I'm like, oh my gosh, I'm just gonna do it once,
[01:17:54.500 --> 01:17:57.580]   and you're just constantly calculating risk,
[01:17:57.580 --> 01:18:01.060]   but we're not thinking about the picture God sees of us,
[01:18:01.060 --> 01:18:04.760]   which is, I'm gonna do this thing, what are you gonna do?
[01:18:04.760 --> 01:18:10.660]   Have you ever considered that you test God
[01:18:10.660 --> 01:18:12.160]   each time you compromise?
[01:18:12.160 --> 01:18:16.460]   You're not gonna punish me now, you never have.
[01:18:16.460 --> 01:18:19.580]   You're not gonna do anything about it, you never did.
[01:18:19.580 --> 01:18:21.860]   When we do that, we mock God
[01:18:21.860 --> 01:18:25.440]   as inconsequential to our decisions.
[01:18:25.440 --> 01:18:28.460]   And scripture says, don't be fooled.
[01:18:28.460 --> 01:18:31.240]   Whatever you sow, does it take time?
[01:18:31.240 --> 01:18:34.140]   Yes, because God graciously gave time.
[01:18:34.140 --> 01:18:37.780]   But trust me, you will reap what you sow.
[01:18:37.780 --> 01:18:40.960]   That's how the passage comes off, okay?
[01:18:40.960 --> 01:18:44.960]   So, when we think about that then, what arrogance,
[01:18:44.960 --> 01:18:47.380]   what pomp to challenge God?
[01:18:47.380 --> 01:18:49.660]   And I just wanna make mention of this idea again,
[01:18:49.660 --> 01:18:53.500]   that for us, we want to today talk a bit
[01:18:53.500 --> 01:18:57.060]   about the idea of motivations in our heart, yes?
[01:18:57.060 --> 01:19:00.380]   And let this be a motivation to us,
[01:19:00.380 --> 01:19:03.140]   that when we compromise in our hearts,
[01:19:03.140 --> 01:19:06.160]   we absolutely look like this individual,
[01:19:06.160 --> 01:19:11.160]   where we offend, where we act as though God cannot do.
[01:19:11.160 --> 01:19:14.380]   Okay, so then that being the case,
[01:19:14.380 --> 01:19:15.540]   we come back to this passage
[01:19:15.540 --> 01:19:17.840]   of the kind of universal principle that exists,
[01:19:17.840 --> 01:19:20.160]   verse eight and nine, where it talks about
[01:19:20.160 --> 01:19:23.620]   that if you sow to the flesh, you will reap, right?
[01:19:23.620 --> 01:19:26.320]   From the flesh, its corruptions.
[01:19:26.320 --> 01:19:28.380]   And then, those who sow to the spirit
[01:19:28.380 --> 01:19:30.940]   will from the spirit reap eternal life.
[01:19:30.940 --> 01:19:33.540]   Here is a powerful cross-reference in Proverbs,
[01:19:33.540 --> 01:19:36.620]   chapter one, verse 28 through 33.
[01:19:36.620 --> 01:19:39.220]   Proverbs one, 28 through 33, it says,
[01:19:39.220 --> 01:19:42.540]   "Then, they will call on me, but I will not answer."
[01:19:42.540 --> 01:19:47.060]   But, "And they will seek me diligently,
[01:19:47.060 --> 01:19:49.580]   "but they will not find me, because they hated knowledge
[01:19:49.580 --> 01:19:52.300]   "and did not choose the fear of the Lord.
[01:19:52.300 --> 01:19:53.860]   "They would not accept my counsel.
[01:19:53.860 --> 01:19:55.380]   "They spurned all my reproof.
[01:19:55.380 --> 01:19:59.340]   "So, they shall eat the fruit of their own way
[01:19:59.340 --> 01:20:03.320]   "and be satiated with their own devices,
[01:20:03.320 --> 01:20:07.840]   "for the waywardness of the naive will kill them."
[01:20:07.840 --> 01:20:11.240]   Wow, "The complacency of fools will destroy them,
[01:20:11.240 --> 01:20:14.180]   "but he who listens to me shall live securely
[01:20:14.180 --> 01:20:18.040]   "and be at ease from the dread of evil."
[01:20:18.040 --> 01:20:19.760]   Did you see that?
[01:20:19.760 --> 01:20:22.500]   In our passage, it talked about how,
[01:20:22.500 --> 01:20:25.680]   when you sow to the flesh, from that flesh,
[01:20:25.680 --> 01:20:29.040]   you will reap the consequences or the corruption, right?
[01:20:29.040 --> 01:20:31.520]   The destruction and the decay, et cetera.
[01:20:31.520 --> 01:20:34.520]   This passage, what he's saying is God,
[01:20:34.520 --> 01:20:38.200]   in his own might and will, will cause us,
[01:20:38.200 --> 01:20:42.020]   as a kind of the regular wrath, the regular consequences,
[01:20:42.020 --> 01:20:45.040]   the judgment to come, we are going to be bound
[01:20:45.040 --> 01:20:46.440]   by those same devices.
[01:20:46.440 --> 01:20:51.440]   If we think, even just a sin of,
[01:20:51.680 --> 01:20:54.020]   let's just throw a bit up there, laziness.
[01:20:54.020 --> 01:20:56.740]   You hear something, and in your procrastinating heart,
[01:20:56.740 --> 01:20:58.440]   you just say, "Later."
[01:20:58.440 --> 01:21:02.900]   Do you not think that that seed
[01:21:02.900 --> 01:21:04.780]   will also bear its fruit in due time?
[01:21:04.780 --> 01:21:08.460]   Interesting and convicting to think about, right?
[01:21:08.460 --> 01:21:10.980]   If we have, in here, this passage is challenging us,
[01:21:10.980 --> 01:21:13.460]   if we have an unresponsive heart to truth,
[01:21:13.460 --> 01:21:16.260]   we have a lackadaisical attitude to God's commands,
[01:21:16.260 --> 01:21:20.100]   do you not think that that will bear its rotten fruit?
[01:21:20.100 --> 01:21:22.180]   And God says it'll be so rotten
[01:21:22.180 --> 01:21:26.380]   that by that kind of naivety, that kind of ignorance,
[01:21:26.380 --> 01:21:29.260]   you will be bound.
[01:21:29.260 --> 01:21:33.620]   Another passage, in Hosea 10, verse 12, it says,
[01:21:33.620 --> 01:21:35.700]   "So with the view of righteousness,
[01:21:35.700 --> 01:21:38.140]   "reap in accordance with kindness.
[01:21:38.140 --> 01:21:39.820]   "Break up your fallow ground,
[01:21:39.820 --> 01:21:41.420]   "for it is time to seek the Lord
[01:21:41.420 --> 01:21:44.460]   "until he comes to rain righteousness on you.
[01:21:44.460 --> 01:21:49.220]   "You have plowed wickedness, and you have reaped injustice.
[01:21:49.220 --> 01:21:51.020]   "You have eaten the fruit of lies,
[01:21:51.020 --> 01:21:54.500]   "because you trusted in your way in the numerous warriors."
[01:21:54.500 --> 01:21:57.460]   The whole rationale here is this,
[01:21:57.460 --> 01:22:01.440]   God often works by way of just desert.
[01:22:01.440 --> 01:22:03.700]   What's really strange throughout the,
[01:22:03.700 --> 01:22:05.180]   like a thematic thing of scripture,
[01:22:05.180 --> 01:22:09.420]   you will find if people, this passage in Hosea,
[01:22:09.420 --> 01:22:12.420]   he's talking very specifically to Ephraim,
[01:22:12.420 --> 01:22:14.340]   which essentially played a hand
[01:22:14.340 --> 01:22:16.380]   in the destruction of Israel, right?
[01:22:16.380 --> 01:22:19.180]   And he says, "Because you were merciless,
[01:22:19.180 --> 01:22:21.180]   "because all of their cries for help
[01:22:21.180 --> 01:22:26.180]   "was fallen on deaf ears, the same happens to you," right?
[01:22:26.180 --> 01:22:29.900]   And so God has essentially,
[01:22:29.900 --> 01:22:34.380]   like a theme of just deserts and irony.
[01:22:34.380 --> 01:22:36.420]   Those individuals craved meat
[01:22:36.420 --> 01:22:38.460]   and nothing but selfish desires,
[01:22:38.460 --> 01:22:40.380]   they died by it and choked.
[01:22:40.380 --> 01:22:42.140]   Those individuals who gave themselves
[01:22:42.140 --> 01:22:43.380]   and trusted other nations,
[01:22:43.380 --> 01:22:46.460]   they died by the betrayal of those nations, right?
[01:22:46.460 --> 01:22:48.660]   And then likewise, the same way in Romans 1,
[01:22:48.660 --> 01:22:49.620]   what does God say?
[01:22:49.620 --> 01:22:51.860]   You long for these?
[01:22:51.860 --> 01:22:54.380]   You want this to be your idol God?
[01:22:54.380 --> 01:22:57.360]   Then here, have it.
[01:22:57.360 --> 01:23:00.720]   Let me give you over to that which is your idol, okay?
[01:23:00.720 --> 01:23:03.300]   So with that said,
[01:23:03.300 --> 01:23:06.740]   I just wanna make mention of this kind of thought here,
[01:23:06.740 --> 01:23:10.960]   which is here, by way of application,
[01:23:10.960 --> 01:23:14.320]   we have a couple things to kind of think about.
[01:23:14.320 --> 01:23:19.320]   One is the thought of clearly then, if we are wise,
[01:23:19.320 --> 01:23:22.320]   we're wisening up to the idea
[01:23:22.320 --> 01:23:25.840]   that even small seeds of the flesh,
[01:23:25.840 --> 01:23:29.360]   small opportunities and provisions for the flesh
[01:23:29.360 --> 01:23:32.200]   will have its growth to the fruit, right?
[01:23:32.200 --> 01:23:33.600]   And so here, there's probably something
[01:23:33.600 --> 01:23:35.620]   you guys have come across before,
[01:23:35.620 --> 01:23:39.360]   written by this British author, Samuel Smiles,
[01:23:39.360 --> 01:23:41.560]   "Sow a thought, reap an act.
[01:23:41.560 --> 01:23:43.800]   "Sow an act, you reap a habit.
[01:23:43.800 --> 01:23:46.040]   "Sow a habit, and you reap character.
[01:23:46.040 --> 01:23:49.960]   "Sow a character, and you reap destiny," right?
[01:23:49.960 --> 01:23:51.320]   Quite profound.
[01:23:51.320 --> 01:23:55.280]   In the counseling world, this is very, very helpful, okay?
[01:23:55.280 --> 01:23:57.400]   You may find an individual who is just like,
[01:23:57.400 --> 01:23:58.320]   let's say, for example,
[01:23:58.320 --> 01:24:00.200]   there are many sins we could fall into
[01:24:00.200 --> 01:24:02.280]   and have a moment of passionate sin,
[01:24:02.280 --> 01:24:03.360]   whether it's lust,
[01:24:03.360 --> 01:24:04.960]   and you give into pornography or something,
[01:24:04.960 --> 01:24:07.880]   or like a burst of anger, a fit of rage, right?
[01:24:07.880 --> 01:24:09.440]   So let's say an individual,
[01:24:09.440 --> 01:24:11.560]   all of a sudden, they just blow up at the house,
[01:24:11.560 --> 01:24:13.720]   they scream at the kids, they scream at the wife,
[01:24:13.720 --> 01:24:15.200]   they punch a hole in the wall,
[01:24:15.200 --> 01:24:16.440]   and then once they go outside,
[01:24:16.440 --> 01:24:19.120]   they're like, "Oh my goodness."
[01:24:19.120 --> 01:24:20.460]   They come in for counseling and they say,
[01:24:20.460 --> 01:24:22.340]   "I'm not even sure what happened.
[01:24:22.340 --> 01:24:25.260]   "Something just snapped," they'll say.
[01:24:25.260 --> 01:24:27.160]   But as a counselor, what do we say?
[01:24:27.160 --> 01:24:29.360]   Why don't you tell me the whole story?
[01:24:29.360 --> 01:24:31.800]   Did you have a fight with your spouse?
[01:24:31.800 --> 01:24:33.800]   It's like, you know, two weeks ago?
[01:24:33.800 --> 01:24:34.920]   How did you reconcile that?
[01:24:34.920 --> 01:24:35.880]   You know we didn't.
[01:24:37.400 --> 01:24:39.440]   You didn't reconcile that.
[01:24:39.440 --> 01:24:42.640]   How were your, what was your thought life like then
[01:24:42.640 --> 01:24:44.560]   in the last two weeks since you haven't reconciled?
[01:24:44.560 --> 01:24:46.460]   You know, we're just going back and forth.
[01:24:46.460 --> 01:24:47.400]   Was it cold in the house?
[01:24:47.400 --> 01:24:48.480]   Like, yes.
[01:24:48.480 --> 01:24:49.560]   Did you ever lose sleep over it?
[01:24:49.560 --> 01:24:51.120]   Yeah, at night I was just kind of wondering,
[01:24:51.120 --> 01:24:52.560]   like, why would she say that, and da-da-da.
[01:24:52.560 --> 01:24:55.840]   It's like, so, essentially, in the evening,
[01:24:55.840 --> 01:24:57.720]   at night, you're preparing to fight.
[01:24:57.720 --> 01:25:00.200]   You put words in your mouth.
[01:25:00.200 --> 01:25:01.860]   You're getting ready, right?
[01:25:01.860 --> 01:25:03.880]   Another way to say it is,
[01:25:03.880 --> 01:25:05.480]   people say this kind of idiomatic wisdom,
[01:25:05.480 --> 01:25:08.520]   which is, you don't go from zero to 100 just like that.
[01:25:08.520 --> 01:25:11.040]   What you have is you have a moment of compromise,
[01:25:11.040 --> 01:25:12.640]   and even though maybe in your mind,
[01:25:12.640 --> 01:25:14.640]   it's like, I went to the family retreat.
[01:25:14.640 --> 01:25:16.940]   They said reconcile, but I didn't, right?
[01:25:16.940 --> 01:25:21.480]   Why did you make provision for your bitter heart
[01:25:21.480 --> 01:25:23.300]   to get ready for a fight?
[01:25:23.300 --> 01:25:28.360]   There are earlier compromises to trace.
[01:25:28.360 --> 01:25:30.560]   You don't think that little seed of disobedience
[01:25:30.560 --> 01:25:33.240]   when God said, we'll go reconcile, and you didn't,
[01:25:33.240 --> 01:25:35.760]   that it would not bear its ugly fruit later?
[01:25:35.760 --> 01:25:38.240]   Of course it does, yes?
[01:25:38.240 --> 01:25:41.480]   It's the same, even for, again, instinctual,
[01:25:41.480 --> 01:25:43.720]   like, lust sins, or things that we feel like
[01:25:43.720 --> 01:25:45.200]   it just happened.
[01:25:45.200 --> 01:25:46.320]   It's like, no, most likely,
[01:25:46.320 --> 01:25:48.520]   you made compromises and provisions.
[01:25:48.520 --> 01:25:50.460]   Why did you spend three hours, like,
[01:25:50.460 --> 01:25:54.260]   just filtering through the videos that Facebook feeds you?
[01:25:54.260 --> 01:25:56.120]   Why did you go watch that, I don't know,
[01:25:56.120 --> 01:25:58.440]   whatever thing it is that was just provocative?
[01:25:58.440 --> 01:26:01.140]   Why did you, there are little trails, is my point,
[01:26:01.140 --> 01:26:03.400]   and it's wise for us to trace that.
[01:26:03.400 --> 01:26:07.160]   But the second part, too, the second part,
[01:26:07.160 --> 01:26:09.960]   is this passage is trying to show us,
[01:26:09.960 --> 01:26:14.960]   by way of motivation, you know there are consequences.
[01:26:14.960 --> 01:26:20.560]   And yet, in our, just like, volition to sin,
[01:26:20.560 --> 01:26:22.900]   we don't want to see it, right?
[01:26:22.900 --> 01:26:24.600]   And to quote our pastor, one time,
[01:26:24.600 --> 01:26:26.720]   I remember he just gave this hilarious,
[01:26:26.720 --> 01:26:28.080]   it's an axiom that we have, right?
[01:26:28.080 --> 01:26:29.760]   It's like, you wanna have your cake and eat it?
[01:26:29.760 --> 01:26:31.660]   And then he added to it, said, you wanna have your cake
[01:26:31.660 --> 01:26:32.940]   and eat it and not get fat, right?
[01:26:32.940 --> 01:26:36.340]   Like, all of this is in our hearts.
[01:26:36.340 --> 01:26:39.540]   The desire to have everything and its benefits, too,
[01:26:39.540 --> 01:26:42.160]   even in scenarios where, yes, you can't eat the cake
[01:26:42.160 --> 01:26:43.500]   and then save it for later.
[01:26:43.500 --> 01:26:46.240]   You either eat the cake or you save it for later.
[01:26:46.240 --> 01:26:48.860]   But we also want to eat it, save it, have it,
[01:26:48.860 --> 01:26:51.100]   and not have any of its consequences.
[01:26:51.100 --> 01:26:55.020]   Is that at all in your heart, right?
[01:26:55.020 --> 01:26:56.700]   Is that at all in your heart?
[01:26:56.700 --> 01:26:59.140]   Okay, with that said, let's move on
[01:26:59.140 --> 01:27:03.680]   to the last portion of it, which is part three, okay?
[01:27:03.680 --> 01:27:06.880]   Which is let us not lose heart in doing good, okay?
[01:27:06.880 --> 01:27:08.820]   Let us not lose heart in doing good.
[01:27:08.820 --> 01:27:14.760]   Here, he essentially gives us such encouragement.
[01:27:14.760 --> 01:27:19.440]   If some of you have been getting weary,
[01:27:19.440 --> 01:27:22.380]   if some of you have been feeling fatigued,
[01:27:22.380 --> 01:27:25.980]   he gives us challenge and encouragement in due time, right?
[01:27:25.980 --> 01:27:27.300]   In due time.
[01:27:27.300 --> 01:27:30.380]   And what's more, this passage is, in some sense,
[01:27:30.380 --> 01:27:33.820]   very sympathetic, challenging us not to lose heart,
[01:27:33.820 --> 01:27:35.800]   not to grow weary, et cetera,
[01:27:35.800 --> 01:27:37.640]   but that while we have this opportunity,
[01:27:37.640 --> 01:27:40.120]   he gives a sense of urgency and motivation, saying,
[01:27:40.120 --> 01:27:43.360]   "Listen, this life truly is short,
[01:27:43.360 --> 01:27:46.680]   "and we have this season, yes?
[01:27:46.680 --> 01:27:49.880]   "On this side of heaven, we have this season
[01:27:49.880 --> 01:27:53.360]   "to do the work of God, to invest into the kingdom,
[01:27:53.360 --> 01:27:55.280]   "and he wants us to bear good fruit
[01:27:55.280 --> 01:27:57.180]   "and to do good works," right?
[01:27:57.180 --> 01:28:00.420]   And what I wanna say is, this part of it,
[01:28:00.420 --> 01:28:03.060]   it's chock-full, it's within so many different parts
[01:28:03.060 --> 01:28:06.040]   of scripture, that our ability to meet the needs
[01:28:06.040 --> 01:28:08.500]   of the people around us, to love the brethren,
[01:28:08.500 --> 01:28:11.540]   is going to be our definitive marker
[01:28:11.540 --> 01:28:12.880]   as a child of God, amen?
[01:28:12.880 --> 01:28:15.900]   And we have to ask the question,
[01:28:15.900 --> 01:28:19.380]   is that something that I am growing in right now,
[01:28:19.380 --> 01:28:22.700]   or is that something I'm getting tired of, right?
[01:28:23.700 --> 01:28:25.800]   And it's just an honest, genuine question for you guys.
[01:28:25.800 --> 01:28:29.060]   Some of you guys, I believe our church is active.
[01:28:29.060 --> 01:28:31.220]   Whenever we have sign-ups, like right now,
[01:28:31.220 --> 01:28:36.060]   this past weekend, we had VBS Workshop for Volunteers.
[01:28:36.060 --> 01:28:40.160]   On the volunteer roster, there are over 140 volunteers.
[01:28:40.160 --> 01:28:42.460]   To me, incredible encouragement.
[01:28:42.460 --> 01:28:47.080]   The worry is that people will grow tired, yes?
[01:28:47.080 --> 01:28:48.640]   Okay.
[01:28:48.640 --> 01:28:52.200]   But when we think about that, we have to ask the question,
[01:28:52.200 --> 01:28:53.160]   what's the problem?
[01:28:53.160 --> 01:28:55.480]   It's just too hard.
[01:28:55.480 --> 01:28:58.120]   It's like, well, technically, we've done VBS every year.
[01:28:58.120 --> 01:28:59.680]   I mean, it's not something that's so hard,
[01:28:59.680 --> 01:29:01.240]   it's gonna kill us, you know?
[01:29:01.240 --> 01:29:02.160]   Et cetera, et cetera.
[01:29:02.160 --> 01:29:04.360]   It doesn't have to be VBS, other things too.
[01:29:04.360 --> 01:29:09.540]   For us, most likely, the trouble isn't just the nature
[01:29:09.540 --> 01:29:14.540]   of the work itself, the trouble is motivation, right?
[01:29:14.540 --> 01:29:16.860]   The trouble is motivation.
[01:29:16.860 --> 01:29:20.400]   Are we actually having the vision,
[01:29:20.400 --> 01:29:23.760]   are we having the goals, are we having the hope,
[01:29:23.760 --> 01:29:27.780]   are we having the kind of future hope of reaping,
[01:29:27.780 --> 01:29:30.520]   are we having sight and mind of what God has in store,
[01:29:30.520 --> 01:29:31.880]   what he's able to do?
[01:29:31.880 --> 01:29:36.280]   If we're not, of course we're gonna grow tired.
[01:29:36.280 --> 01:29:40.540]   You know, just talking about the topic as an example
[01:29:40.540 --> 01:29:45.160]   of ADD and ADHD, or like the attention deficit
[01:29:45.160 --> 01:29:47.840]   or even the hyper portion of it,
[01:29:47.840 --> 01:29:50.340]   what's really interesting is if you look at the CDC
[01:29:50.340 --> 01:29:52.960]   or even the NIH, et cetera, they'll just describe
[01:29:52.960 --> 01:29:55.720]   and say, you know, individuals who have a hard time
[01:29:55.720 --> 01:29:58.920]   at work or at school because they're short
[01:29:58.920 --> 01:30:00.920]   on attention span.
[01:30:00.920 --> 01:30:03.120]   More recently, they have been doing other kinds of studies,
[01:30:03.120 --> 01:30:04.320]   and those other kinds of studies,
[01:30:04.320 --> 01:30:07.040]   they would take these children and they'd put 'em in a room
[01:30:07.040 --> 01:30:08.120]   when they're watching Star Wars.
[01:30:08.120 --> 01:30:09.300]   Guess how they did?
[01:30:09.300 --> 01:30:12.100]   Perfectly fine.
[01:30:12.100 --> 01:30:16.000]   Not only that, but if you take a student with ADD
[01:30:16.000 --> 01:30:19.240]   and then you put them in a room just with the video game
[01:30:19.240 --> 01:30:21.600]   and leave them without their parents on their own,
[01:30:21.600 --> 01:30:24.400]   they could last for hours on end.
[01:30:24.400 --> 01:30:27.640]   As a matter of fact, they won't even take a pee-pee break.
[01:30:27.640 --> 01:30:29.040]   Why?
[01:30:29.040 --> 01:30:31.360]   Part of that is because for video games,
[01:30:31.360 --> 01:30:33.780]   the reward is instantaneous.
[01:30:33.780 --> 01:30:36.240]   When you're working with a piece of paper,
[01:30:36.240 --> 01:30:38.720]   the rewards are super delayed.
[01:30:38.720 --> 01:30:41.360]   You don't get 'em until the end of the semester.
[01:30:41.360 --> 01:30:42.920]   Does that make sense?
[01:30:42.920 --> 01:30:45.760]   They have found that giving immediate reward
