
[00:00:00.000 --> 00:00:04.000]   (Pause)
[00:42:02.000 --> 00:42:05.000]   Because that's what sanctification is.
[00:42:05.000 --> 00:42:10.000]   We hear the gospel of Jesus Christ, and we convert it.
[00:42:10.000 --> 00:42:15.000]   We saw the glory of what that is, and we believe, and we convert it.
[00:42:15.000 --> 00:42:18.000]   And then for whatever the reason, we want to be more sophisticated,
[00:42:18.000 --> 00:42:21.000]   and then we want to learn systematic theology,
[00:42:21.000 --> 00:42:24.000]   we want to learn all this stuff. It's like, "Oh, those were young Christians."
[00:42:24.000 --> 00:42:27.000]   You know, you haven't been a Christian as long as I have.
[00:42:27.000 --> 00:42:30.000]   You haven't read as much as I have. You haven't experienced as much as I have.
[00:42:30.000 --> 00:42:33.000]   But the most mature Christian is the one who is the most
[00:42:33.000 --> 00:42:36.000]   deeply affected by the cross.
[00:42:36.000 --> 00:42:39.000]   Not the one who has a PhD in scholarship.
[00:42:39.000 --> 00:42:42.000]   So I'm not saying that none of that is necessary.
[00:42:42.000 --> 00:42:45.000]   The more we learn about Christ, the more we should be affected.
[00:42:45.000 --> 00:42:48.000]   But learning itself doesn't make you mature.
[00:42:48.000 --> 00:42:51.000]   Experience itself doesn't make you mature.
[00:42:51.000 --> 00:42:55.000]   You can have a PhD, and you can bear a lot of fruit,
[00:42:55.000 --> 00:42:58.000]   constantly murmuring in your heart.
[00:42:58.000 --> 00:43:01.000]   And we're not really giving worship.
[00:43:01.000 --> 00:43:04.000]   We're opening up our mouth, we're singing the songs, we're attending Bible study,
[00:43:04.000 --> 00:43:07.000]   but we're not giving worship.
[00:43:07.000 --> 00:43:10.000]   Because worship is something that happens when we're genuinely thankful,
[00:43:10.000 --> 00:43:13.000]   and it's rising up from us.
[00:43:13.000 --> 00:43:16.000]   And it's encouraging to me to hear that Apostle Paul had to learn this.
[00:43:16.000 --> 00:43:19.000]   He learned the secret of being content
[00:43:19.000 --> 00:43:22.000]   in every and all situations, where Christ became more valuable
[00:43:22.000 --> 00:43:25.000]   to him as time passed than in the beginning.
[00:43:25.000 --> 00:43:28.000]   And that's a challenge that you and I have,
[00:43:28.000 --> 00:43:31.000]   where we have a tendency to have him be so precious
[00:43:31.000 --> 00:43:34.000]   in the beginning, and then not so much
[00:43:34.000 --> 00:43:37.000]   as we go along.
[00:43:37.000 --> 00:43:40.000]   He learned. So we also need to learn to be content.
[00:43:40.000 --> 00:43:43.000]   Not just once a year,
[00:43:43.000 --> 00:43:46.000]   but every day. To learn to be true worshipers
[00:43:46.000 --> 00:43:49.000]   in spirit and in truth. So let me finish with this one story
[00:43:49.000 --> 00:43:52.000]   that's always a reminder to me of encouragement.
[00:43:52.000 --> 00:43:55.000]   You know, yesterday we had Ryan and Mel's wedding.
[00:43:55.000 --> 00:43:58.000]   Cindy and Alex also got married in the valley.
[00:43:58.000 --> 00:44:01.000]   Ryan and Mel, you know, I was intimately involved with that.
[00:44:01.000 --> 00:44:04.000]   And so they were going back and forth,
[00:44:04.000 --> 00:44:07.000]   and some of you guys who know the story, because of the COVID situation,
[00:44:07.000 --> 00:44:10.000]   was not able to have their wedding where they originally planned.
[00:44:10.000 --> 00:44:13.000]   And so up until even Saturday morning,
[00:44:13.000 --> 00:44:16.000]   like 3 a.m., they were scrambling, "What are we going to do? What are we going to do?"
[00:44:16.000 --> 00:44:19.000]   I said, "Well, at least maybe just have it at church, you know,
[00:44:19.000 --> 00:44:22.000]   and outside." And so, very last minute,
[00:44:22.000 --> 00:44:25.000]   they were putting things together, and so we just kind of
[00:44:25.000 --> 00:44:28.000]   did that, and outside for people to
[00:44:28.000 --> 00:44:31.000]   guests to come and to visit. And so a lot of us were able to come and see them
[00:44:31.000 --> 00:44:34.000]   and participate in all of that. And obviously,
[00:44:34.000 --> 00:44:37.000]   I've known Mel since she was a freshman in college.
[00:44:37.000 --> 00:44:40.000]   I've known Ryan since he was a kid.
[00:44:40.000 --> 00:44:43.000]   So, you know, we're kind of burdened, because I wanted them to have a good wedding.
[00:44:43.000 --> 00:44:46.000]   I don't want the wedding to be something that they're going to look back years later
[00:44:46.000 --> 00:44:49.000]   and say, "Oh my gosh, this COVID ruined our wedding."
[00:44:49.000 --> 00:44:52.000]   So I feel for many of our
[00:44:52.000 --> 00:44:55.000]   members in our church who are going through that,
[00:44:55.000 --> 00:44:58.000]   being concerned.
[00:44:58.000 --> 00:45:01.000]   But those of you guys who participated, I mean, it went well.
[00:45:01.000 --> 00:45:04.000]   And I'm not going into the details of...
[00:45:04.000 --> 00:45:07.000]   And I really feel, and I think they would agree, that it was an answered
[00:45:07.000 --> 00:45:10.000]   prayer, because what we really wanted
[00:45:10.000 --> 00:45:13.000]   from the wedding actually benefited from what happened.
[00:45:13.000 --> 00:45:16.000]   Again, I'm not going to go into the details of that.
[00:45:16.000 --> 00:45:19.000]   But I'm very thankful for what happened.
[00:45:19.000 --> 00:45:22.000]   But you know, one of the weddings that I always remember,
[00:45:22.000 --> 00:45:25.000]   years ago, there was a couple in our church who was getting married.
[00:45:25.000 --> 00:45:28.000]   And it was a disaster from the beginning.
[00:45:28.000 --> 00:45:31.000]   You know, we're doing counseling, you have two parents
[00:45:31.000 --> 00:45:34.000]   who were going back and forth of what they wanted,
[00:45:34.000 --> 00:45:37.000]   what venue they wanted, and they didn't really seem to care,
[00:45:37.000 --> 00:45:40.000]   but it was the two parents, you know, like they have a lot of opinions
[00:45:40.000 --> 00:45:43.000]   going back and forth, and they were deciding to do it at this one venue,
[00:45:43.000 --> 00:45:46.000]   and at the very last minute, they said, "Oh, they didn't like it."
[00:45:46.000 --> 00:45:49.000]   And so they had to change. So it's like, "Okay, okay, we'll just do whatever you want."
[00:45:49.000 --> 00:45:52.000]   And so the dad, the groom, said, "You're going to have it at our church,
[00:45:52.000 --> 00:45:55.000]   but they don't have a nice facility.
[00:45:55.000 --> 00:45:58.000]   Their outside courtyard is uglier than ours." You know what I mean?
[00:45:58.000 --> 00:46:01.000]   And so that's where they're going to have the reception.
[00:46:01.000 --> 00:46:04.000]   We're going to have to, "Okay, let's just do it." And so they changed it in the last minute.
[00:46:04.000 --> 00:46:07.000]   And then the senior pastor of the church
[00:46:07.000 --> 00:46:10.000]   just decided on his own to invite the whole church.
[00:46:10.000 --> 00:46:13.000]   So he invited about 250 people,
[00:46:13.000 --> 00:46:16.000]   and it must have been like 400 or 500 people who showed up.
[00:46:16.000 --> 00:46:19.000]   So some of you guys know what I'm talking about.
[00:46:19.000 --> 00:46:22.000]   And so by the time we finished and went out, the real guest didn't have food to eat afterwards,
[00:46:22.000 --> 00:46:25.000]   because after we took the pictures, the church people came out,
[00:46:25.000 --> 00:46:28.000]   and they just happened to have an event that Saturday at church,
[00:46:28.000 --> 00:46:31.000]   so anybody who was there ended up eating all the wedding food.
[00:46:31.000 --> 00:46:34.000]   On top of that, right before they went into the wedding,
[00:46:34.000 --> 00:46:37.000]   the people were supposed to set up a little platform and a cover,
[00:46:37.000 --> 00:46:40.000]   like a canopy.
[00:46:40.000 --> 00:46:43.000]   The people who hired just brought it and just dumped it on the ground and said,
[00:46:43.000 --> 00:46:46.000]   "If you want to set it up, it's going to cost you $500."
[00:46:46.000 --> 00:46:49.000]   So they were blackmailing them. So they said, "Well, you didn't pay for the setup.
[00:46:49.000 --> 00:46:52.000]   You just paid for the rental."
[00:46:52.000 --> 00:46:55.000]   And so we're about to enter the wedding,
[00:46:55.000 --> 00:46:58.000]   and obviously it's like, "Oh my gosh." And I was upset for them.
[00:46:58.000 --> 00:47:01.000]   And so what are we going to do? So he basically got blackmailed,
[00:47:01.000 --> 00:47:04.000]   paying $500 to set it up.
[00:47:04.000 --> 00:47:07.000]   And right before the wedding started, one of the moms came up to me and said,
[00:47:07.000 --> 00:47:10.000]   "You've got to speak in Korean."
[00:47:10.000 --> 00:47:13.000]   And so I said, "I can speak Korean, but not to that extent
[00:47:13.000 --> 00:47:16.000]   where I can just impromptu give a message in Korean.
[00:47:16.000 --> 00:47:19.000]   So I just do what I can."
[00:47:19.000 --> 00:47:22.000]   So I went, and I just kind of fumbled through this and that.
[00:47:22.000 --> 00:47:25.000]   I tried to translate what I was saying back and forth.
[00:47:25.000 --> 00:47:28.000]   And I was saying, "Oh my gosh, this is horrible," from the beginning to the very end.
[00:47:28.000 --> 00:47:31.000]   Years later, I was talking to the groom,
[00:47:31.000 --> 00:47:34.000]   years later, and I said, "Hey,
[00:47:34.000 --> 00:47:37.000]   what's the happiest day that you remember?"
[00:47:37.000 --> 00:47:40.000]   And he said, "Oh, my wedding day."
[00:47:40.000 --> 00:47:43.000]   I'm like, "Your wedding day? Did you forget?"
[00:47:43.000 --> 00:47:46.000]   I wanted to sit down, "Did you forget what happened at your wedding?"
[00:47:46.000 --> 00:47:49.000]   And he said, "Oh yeah, yeah.
[00:47:49.000 --> 00:47:52.000]   It was difficult." I said, "So why do you say that was your happiest day?"
[00:47:52.000 --> 00:47:55.000]   He says, "Because I got to marry my best friend."
[00:47:55.000 --> 00:47:58.000]   And he said,
[00:47:58.000 --> 00:48:01.000]   "Man, I was so happy that day.
[00:48:01.000 --> 00:48:04.000]   I was murmuring for him.
[00:48:04.000 --> 00:48:07.000]   I was upset for him. How dare they?"
[00:48:07.000 --> 00:48:10.000]   But he said it was the happiest day of his life.
[00:48:10.000 --> 00:48:13.000]   We get so caught up
[00:48:13.000 --> 00:48:16.000]   in the external things, about the reception,
[00:48:16.000 --> 00:48:19.000]   the food, the flowers, and all the stuff.
[00:48:19.000 --> 00:48:22.000]   And sometimes the way that we have weddings,
[00:48:22.000 --> 00:48:25.000]   that becomes the primary thing, and the actual marriage becomes a side issue.
[00:48:25.000 --> 00:48:28.000]   That's what we do as Christians sometimes.
[00:48:28.000 --> 00:48:31.000]   We forget what it is that we have in Christ.
[00:48:31.000 --> 00:48:34.000]   We get so worried about church,
[00:48:34.000 --> 00:48:37.000]   about our children, about our plans, our goals.
[00:48:37.000 --> 00:48:40.000]   We get so caught up in this thing,
[00:48:40.000 --> 00:48:43.000]   and then it just sucks us dry in our worship.
[00:48:43.000 --> 00:48:46.000]   So we are busy doing things,
[00:48:46.000 --> 00:48:49.000]   and we're neglecting what's at the core of why he saved us,
[00:48:49.000 --> 00:48:52.000]   so that we would worship him in spirit.
[00:48:52.000 --> 00:48:55.000]   So this constant murmuring and grumbling
[00:48:55.000 --> 00:48:58.000]   is sucking the Christians dry
[00:48:58.000 --> 00:49:01.000]   for what the church was meant to be, to worship.
[00:49:01.000 --> 00:49:04.000]   So I pray that as we face Thanksgiving,
[00:49:04.000 --> 00:49:07.000]   before Christmas,
[00:49:07.000 --> 00:49:10.000]   we'll give plenty of attention to Christmas after Black Friday,
[00:49:10.000 --> 00:49:13.000]   but at least this week,
[00:49:13.000 --> 00:49:16.000]   take some time to consider deeply,
[00:49:16.000 --> 00:49:19.000]   not the external things,
[00:49:19.000 --> 00:49:22.000]   like, "Oh, thank you for the job,"
[00:49:22.000 --> 00:49:25.000]   and "God answered my prayer for this,"
[00:49:25.000 --> 00:49:28.000]   but about what every Christian has.
[00:49:28.000 --> 00:49:31.000]   This God of the universe knows me,
[00:49:31.000 --> 00:49:34.000]   and he loves me, and he saves me.
[00:49:34.000 --> 00:49:37.000]   And the worst possible case,
[00:49:37.000 --> 00:49:40.000]   worst possible case that you and I can think of right now,
[00:49:40.000 --> 00:49:43.000]   is that we get COVID and we die.
[00:49:43.000 --> 00:49:46.000]   I mean, we don't want that,
[00:49:46.000 --> 00:49:49.000]   but it's probably the worst case scenario.
[00:49:49.000 --> 00:49:52.000]   But even in the worst case scenario for a Christian,
[00:49:52.000 --> 00:49:55.000]   we get to go home early.
[00:49:55.000 --> 00:49:58.000]   Even though there's sadness,
[00:49:58.000 --> 00:50:01.000]   that's the worst case scenario for a Christian.
[00:50:01.000 --> 00:50:04.000]   So I pray that that reminder would cause us to worship him
[00:50:04.000 --> 00:50:07.000]   in spirit and in truth. Let's pray.
[00:50:13.000 --> 00:50:16.000]   Gracious Father, your goodness is beyond
[00:50:16.000 --> 00:50:19.000]   what we could possibly imagine.
[00:50:19.000 --> 00:50:22.000]   I pray that a deeper contemplation
[00:50:22.000 --> 00:50:25.000]   of what it is that we have in you
[00:50:25.000 --> 00:50:28.000]   would cause our murmuring
[00:50:28.000 --> 00:50:31.000]   to be radically changed to thanksgiving
[00:50:31.000 --> 00:50:34.000]   and praise of your name.
[00:50:34.000 --> 00:50:37.000]   I pray, Lord God, that in this thanksgiving season,
[00:50:37.000 --> 00:50:40.000]   as the world begins to marginalize it more and more,
[00:50:40.000 --> 00:50:43.000]   that your children help us, Lord God,
[00:50:43.000 --> 00:50:46.000]   that we may be a light to this world
[00:50:46.000 --> 00:50:49.000]   so that the world may look at us and wonder,
[00:50:49.000 --> 00:50:52.000]   why are these people so thankful
[00:50:52.000 --> 00:50:55.000]   that you would give us a platform to share
[00:50:55.000 --> 00:50:58.000]   that hope that we have in you?
[00:50:58.000 --> 00:51:01.000]   So we pray for your grace, we pray for your blessing. In Jesus' name we pray. Amen.

