
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:55:45.800 --> 00:55:47.800]   And, again, I don't want to go sidetracked,
[00:55:47.800 --> 00:55:50.800]   but there's a reason why Californians don't have basements.
[00:55:50.800 --> 00:55:54.800]   It's because of the earthquakes, right?
[00:55:54.800 --> 00:55:58.800]   All of this to say the Bible is telling us that in the end, when Christ comes,
[00:55:58.800 --> 00:56:01.800]   all things are going to be tested.
[00:56:01.800 --> 00:56:07.800]   And the only thing that survives from this test is going to be in eternity with him.
[00:56:07.800 --> 00:56:09.800]   And so what is the purpose of all of that?
[00:56:09.800 --> 00:56:16.800]   To invest in things that's going to stand the test of time when Christ comes.
[00:56:16.800 --> 00:56:20.800]   God allows certain things that happen in our life to test.
[00:56:20.800 --> 00:56:22.800]   But you know what I found out through the years,
[00:56:22.800 --> 00:56:27.800]   that the greatest test all throughout history hasn't been the hardships,
[00:56:27.800 --> 00:56:30.800]   the persecutions, and the difficulties.
[00:56:30.800 --> 00:56:35.800]   You know, when this pandemic hit, even non-Christians were praying.
[00:56:35.800 --> 00:56:41.800]   I heard rap stars, you know, like most vulgar lyrics saying, "We need to pray.
[00:56:41.800 --> 00:56:43.800]   We need to pray."
[00:56:43.800 --> 00:56:48.800]   Even non-Christians who have no faith in God, when hardship comes,
[00:56:48.800 --> 00:56:53.800]   know that they need something outside of them.
[00:56:53.800 --> 00:56:59.800]   The greatest testing of our faith, I found, that most people, a lot of people,
[00:56:59.800 --> 00:57:05.800]   don't make is when we are not pressed, when our bills are paid,
[00:57:05.800 --> 00:57:08.800]   and things are good, and family is good.
[00:57:08.800 --> 00:57:12.800]   And we see that same pattern in the Old Testament.
[00:57:12.800 --> 00:57:17.800]   When the Israelites had the greatest problem was when bills were paid,
[00:57:17.800 --> 00:57:21.800]   when they didn't have enemies, when life was secure.
[00:57:21.800 --> 00:57:22.800]   And what happened?
[00:57:22.800 --> 00:57:24.800]   They got proud.
[00:57:24.800 --> 00:57:25.800]   They forgot God.
[00:57:25.800 --> 00:57:31.800]   And as soon as they forgot God, they started slipping into idolatry.
[00:57:31.800 --> 00:57:34.800]   Every day we are being tested.
[00:57:34.800 --> 00:57:38.800]   You know, one of the benefits of this pandemic is it's forced us to look at things
[00:57:38.800 --> 00:57:40.800]   that are essential, right?
[00:57:40.800 --> 00:57:44.800]   And who knew toilet paper was so essential, right?
[00:57:44.800 --> 00:57:47.800]   But it's like toilet paper somehow is essential.
[00:57:47.800 --> 00:57:49.800]   You know, you think water is essential.
[00:57:49.800 --> 00:57:51.800]   Food is essential.
[00:57:51.800 --> 00:57:55.800]   And then as a church, we have to take a step back and ask ourselves,
[00:57:55.800 --> 00:57:57.800]   how essential is our church?
[00:57:57.800 --> 00:57:59.800]   How essential is our gathering?
[00:57:59.800 --> 00:58:05.800]   So we're wrestling through all of this when the non-Christian world says the church
[00:58:05.800 --> 00:58:06.800]   is not essential.
[00:58:06.800 --> 00:58:07.800]   It's understandable.
[00:58:07.800 --> 00:58:11.800]   We shouldn't get mad at them saying that because they don't believe God.
[00:58:11.800 --> 00:58:17.800]   So to them, liquor stores are essential because liquor can calm you down.
[00:58:17.800 --> 00:58:20.800]   So when they have hardship and they're freaking out, you know,
[00:58:20.800 --> 00:58:23.800]   go to the liquor store and get some liquor and then put it in their body.
[00:58:23.800 --> 00:58:24.800]   It calms them down.
[00:58:24.800 --> 00:58:28.800]   But church, this is just a placebo.
[00:58:28.800 --> 00:58:29.800]   It's not essential.
[00:58:29.800 --> 00:58:30.800]   So it's understandable.
[00:58:30.800 --> 00:58:35.800]   People who don't know Christ will label the church non-essential because
[00:58:35.800 --> 00:58:39.800]   it's not doing anything other than giving you a security blanket to make you feel better.
[00:58:39.800 --> 00:58:44.800]   At least liquor, there's something tangible that you're doing.
[00:58:44.800 --> 00:58:50.800]   But the shocking thing was so many churches just embrace that.
[00:58:50.800 --> 00:58:58.800]   What is essential in our life that we need to hold on to and fight for and to pursue
[00:58:58.800 --> 00:59:04.800]   that when Christ comes that we will not think that we wasted our lives?
[00:59:04.800 --> 00:59:09.800]   We are being tested constantly to see what is essential?
[00:59:09.800 --> 00:59:12.800]   What is really essential?
[00:59:12.800 --> 00:59:17.800]   What is going to test the shaking when Christ comes?
[00:59:17.800 --> 00:59:22.800]   I remember years ago, you know, he was pretty young then.
[00:59:22.800 --> 00:59:26.800]   He was a 20-year-old, and it was during a period when there was the ear piercing.
[00:59:26.800 --> 00:59:30.800]   I'm not just talking about any ear piercing, but you pierce and then you make it
[00:59:30.800 --> 00:59:35.800]   the size of a pencil, and then the next stage is to make it a nickel size,
[00:59:35.800 --> 00:59:37.800]   and then the next stage was a quarter size.
[00:59:37.800 --> 00:59:39.800]   So you might not remember.
[00:59:39.800 --> 00:59:42.800]   I think it's been maybe about 16, 17 years ago.
[00:59:42.800 --> 00:59:49.800]   And so, you know, this guy, he was in a band, and he already had a hole in there
[00:59:49.800 --> 00:59:53.800]   that was the size of a pencil, and he asked me, "What do you think about making it
[00:59:53.800 --> 00:59:56.800]   larger to a quarter?"
[00:59:56.800 --> 00:59:59.800]   And I said, "You know, I don't have any particular problem.
[00:59:59.800 --> 01:00:02.800]   There's no Bible verse I'm going to quote you and say you can't do that,
[01:00:02.800 --> 01:00:08.800]   but let me just give you some worldly wisdom as an older brother.
[01:00:08.800 --> 01:00:13.800]   It's cool right now, and you're part of a band, so maybe that kind of fits your MO,
[01:00:13.800 --> 01:00:19.800]   but you're not going to be in that for long, and one day it may not be cool, right,
[01:00:19.800 --> 01:00:22.800]   because there's nothing new under the sun.
[01:00:22.800 --> 01:00:28.800]   Everything that was cool when we were younger is very dorky today."
[01:00:28.800 --> 01:00:33.800]   It's not even not cool, it's just dorky.
[01:00:33.800 --> 01:00:37.800]   But there's going to come a time when you're going to wake up one day,
[01:00:37.800 --> 01:00:41.800]   and then you're going to see a big hole that you can't close up,
[01:00:41.800 --> 01:00:45.800]   and you're not going to think it's cool, but it's going to be there permanently.
[01:00:45.800 --> 01:00:47.800]   So I know you don't understand.
[01:00:47.800 --> 01:00:52.800]   You may not agree with what I say now, but I told him, "You're 20 years old.
[01:00:52.800 --> 01:00:57.800]   Ten years ago when you were 10, what do you think?
[01:00:57.800 --> 01:01:00.800]   Are there things that you said and did and valued when you were 10 years old?"
[01:01:00.800 --> 01:01:05.800]   As a 20-year-old, I was like, "That is so dumb. That is so dorky."
[01:01:05.800 --> 01:01:09.800]   He said, "Yeah, there's a bunch of stuff I did when I was 10 years old."
[01:01:09.800 --> 01:01:12.800]   Okay, so now you're 10 years more mature.
[01:01:12.800 --> 01:01:16.800]   Do you think that you have reached the peak of your maturity at the age of 20,
[01:01:16.800 --> 01:01:19.800]   that another 10 years from now when you're 30,
[01:01:19.800 --> 01:01:23.800]   that you're not going to look back at the things that you did when you were 20,
[01:01:23.800 --> 01:01:27.800]   and then say, "Well, that was dorky. That was dumb.
[01:01:27.800 --> 01:01:32.800]   It was so cool then, but at a 30-year-old."
[01:01:32.800 --> 01:01:35.800]   And you think that stops at 30?
[01:01:35.800 --> 01:01:39.800]   You think you can wake up when you're 40 and look back at things that you did at your 30,
[01:01:39.800 --> 01:01:44.800]   and then realize, "Oh, I wish I had this knowledge then."
[01:01:44.800 --> 01:01:48.800]   All our life, we're not at our final destiny.
[01:01:48.800 --> 01:01:52.800]   So things that were so important at that period of our life,
[01:01:52.800 --> 01:01:56.800]   it doesn't stand the test of time.
[01:01:56.800 --> 01:02:00.800]   And so God is speaking to us from eternity.
[01:02:00.800 --> 01:02:04.800]   The things that seemed so important at that moment
[01:02:04.800 --> 01:02:09.800]   is going to seem like nothing in the context of eternity.
[01:02:09.800 --> 01:02:13.800]   And so as a 20-year-old is wise to listen to a 30-year-old,
[01:02:13.800 --> 01:02:15.800]   and 30-year-old is wise to listen to a 40-year-old,
[01:02:15.800 --> 01:02:19.800]   40-year-old is wise to listen to a 50-year-old, and on and on and on.
[01:02:19.800 --> 01:02:23.800]   God is speaking from heaven. That's why He said, "Do not refuse Him,"
[01:02:23.800 --> 01:02:27.800]   because God knows what's going to stand the test of time.
[01:02:27.800 --> 01:02:31.800]   And all that we have been entangled with and concerned about,
[01:02:31.800 --> 01:02:34.800]   in the end, may not even matter.
[01:02:34.800 --> 01:02:36.800]   That's what He's saying.
[01:02:36.800 --> 01:02:38.800]   So pursue the things that matter.
[01:02:38.800 --> 01:02:43.800]   Pursue the things that you're not going to regret in 10 years, 20 years, 50 years, 100 years,
[01:02:43.800 --> 01:02:46.800]   1,000 years later, that you're not going to look back at this,
[01:02:46.800 --> 01:02:49.800]   that short period of time that you and I are living,
[01:02:49.800 --> 01:02:52.800]   and miss, that comes and goes,
[01:02:52.800 --> 01:02:57.800]   and to forfeit the blessing that God has for us in eternity.
[01:02:57.800 --> 01:03:00.800]   When He comes in full glory,
[01:03:00.800 --> 01:03:06.800]   a radical change of values are going to happen when we are in Christ.
[01:03:06.800 --> 01:03:10.800]   All that after the violent shaking of His coming,
[01:03:10.800 --> 01:03:13.800]   only true faith,
[01:03:13.800 --> 01:03:15.800]   only the things that last for eternity.
[01:03:15.800 --> 01:03:19.800]   And that's why He says in John 6.27,
[01:03:19.800 --> 01:03:24.800]   "Do not work for the food which perishes, but for the food which endures to eternal life,
[01:03:24.800 --> 01:03:30.800]   which the Son of Man will give to you, for on Him, the Father, God has set His seal."
[01:03:30.800 --> 01:03:33.800]   In other words, He's ordained it.
[01:03:33.800 --> 01:03:38.800]   To pursue the things that God has ordained for eternity, not for the moment.
[01:03:38.800 --> 01:03:41.800]   I mentioned tattoos in the first service, and I had a pushback.
[01:03:41.800 --> 01:03:43.800]   People were very uncomfortable.
[01:03:43.800 --> 01:03:45.800]   I'm going to say it again.
[01:03:45.800 --> 01:03:47.800]   [laughter]
[01:03:47.800 --> 01:03:49.800]   I don't have anything against tattoos.
[01:03:49.800 --> 01:03:51.800]   Okay?
[01:03:51.800 --> 01:03:53.800]   So you say, "Oh, he's a legalist."
[01:03:53.800 --> 01:03:55.800]   I don't have anything against tattoos.
[01:03:55.800 --> 01:03:58.800]   But it applies to tattoos, right?
[01:03:58.800 --> 01:04:00.800]   I don't have anything against tattoos, okay?
[01:04:00.800 --> 01:04:02.800]   Don't come up to me after service.
[01:04:02.800 --> 01:04:04.800]   I already told you, okay?
[01:04:04.800 --> 01:04:09.800]   Some tattoos have meaning, right?
[01:04:09.800 --> 01:04:13.800]   I've seen people with tattoos that have meanings.
[01:04:13.800 --> 01:04:18.800]   Military guys who have lost their fellow soldiers or people who have lost their children.
[01:04:18.800 --> 01:04:20.800]   I've seen things with meaning.
[01:04:20.800 --> 01:04:24.800]   But there's a lot of things that you're going to put on your body that's not going to look too good, right?
[01:04:24.800 --> 01:04:27.800]   When you're 40, 60, 80.
[01:04:27.800 --> 01:04:29.800]   I have nothing against it.
[01:04:29.800 --> 01:04:33.800]   I'm just telling you from an older brother in Christ.
[01:04:33.800 --> 01:04:35.800]   Give it a little bit more thought.
[01:04:35.800 --> 01:04:37.800]   [laughter]
[01:04:37.800 --> 01:04:42.800]   What's cool today--and I'm only picking on tattoos, but that applies to everything in life, right?
[01:04:42.800 --> 01:04:47.800]   What seems cool today for the moment is going to pass.
[01:04:47.800 --> 01:04:50.800]   And like I said, it is not just tattoos.
[01:04:50.800 --> 01:04:53.800]   It's the homes that we purchase.
[01:04:53.800 --> 01:04:56.800]   The clothes that we buy.
[01:04:56.800 --> 01:04:59.800]   The experiences that we want.
[01:04:59.800 --> 01:05:01.800]   The accolades of people.
[01:05:01.800 --> 01:05:05.800]   The next stage of our job in our career.
[01:05:05.800 --> 01:05:09.800]   The opinions of men and women.
[01:05:09.800 --> 01:05:14.800]   All of these things, in time, will pass.
[01:05:14.800 --> 01:05:18.800]   So therefore, he says to invest in things that are eternal.
[01:05:18.800 --> 01:05:22.800]   And there's four things that the Bible says that will stand the test of time.
[01:05:22.800 --> 01:05:24.800]   And one is God himself.
[01:05:24.800 --> 01:05:26.800]   God himself will not change.
[01:05:26.800 --> 01:05:29.800]   He's the same yesterday, today, and forevermore.
[01:05:29.800 --> 01:05:34.800]   So if we're going to be concerned about building anything, if we're going to be pursuing anything,
[01:05:34.800 --> 01:05:36.800]   to pursue the kingdom of God.
[01:05:36.800 --> 01:05:40.800]   And that's why it says, "Seek ye first the kingdom of God, and all these things shall be added unto you."
[01:05:40.800 --> 01:05:42.800]   First, is he our priority?
[01:05:42.800 --> 01:05:44.800]   Number two, the word of God.
[01:05:44.800 --> 01:05:46.800]   The word of God.
[01:05:46.800 --> 01:05:51.800]   1 Peter 1 24-25, "For all flesh, like grass, and all its glory, like the flowers of grass,
[01:05:51.800 --> 01:05:55.800]   the grass withers and the flower falls off, but the word of the Lord endures forever.
[01:05:55.800 --> 01:05:58.800]   And this is the word which was preached to you."
[01:05:58.800 --> 01:06:01.800]   This is why we emphasize the word so much in our church,
[01:06:01.800 --> 01:06:07.800]   because everything else that is trendy for the moment will pass.
[01:06:07.800 --> 01:06:14.800]   But God's word that he has ordained a thousand years ago, two thousand years ago, six thousand years ago,
[01:06:14.800 --> 01:06:18.800]   still remains to be proven to be true today.
[01:06:18.800 --> 01:06:20.800]   And it will last forever.
[01:06:20.800 --> 01:06:22.800]   The church of God.
[01:06:22.800 --> 01:06:26.800]   When Jesus says, "I will build my church, and the gates of Hades will not prevail against it."
[01:06:26.800 --> 01:06:29.800]   That's why we commit to the building of the church.
[01:06:29.800 --> 01:06:31.800]   More than anything else.
[01:06:31.800 --> 01:06:33.800]   Because he said he's going to commit to it.
[01:06:33.800 --> 01:06:37.800]   He's going to make sure that it's going to stand the shaking of time.
[01:06:37.800 --> 01:06:41.800]   So therefore, to commit to what he has committed to,
[01:06:41.800 --> 01:06:43.800]   the building up of the body of Christ.
[01:06:43.800 --> 01:06:50.800]   And third and finally, your salvation and my salvation is secure in Christ.
[01:06:50.800 --> 01:06:57.800]   In Romans 8 37-39, "But in all these things we overwhelmingly conquer through him who loved us.
[01:06:57.800 --> 01:07:01.800]   For I am convinced that neither death, nor life, nor angels, nor principalities,
[01:07:01.800 --> 01:07:06.800]   nor things present, nor things to come, nor powers, nor height, nor depth, nor any other created things
[01:07:06.800 --> 01:07:11.800]   will be able to separate us from the love of God, which is in Christ Jesus our Lord."
[01:07:11.800 --> 01:07:14.800]   Our identity in Christ is secure.
[01:07:14.800 --> 01:07:18.800]   If our faith is proven to be genuine.
[01:07:18.800 --> 01:07:22.800]   And that's why when the disciples came back, and they were rejoicing over the fact
[01:07:22.800 --> 01:07:25.800]   that the demons were submitting to them.
[01:07:25.800 --> 01:07:29.800]   They were excited. Just common fishermen went back, and they were able to cast out demons.
[01:07:29.800 --> 01:07:31.800]   Like, wow, this is exciting.
[01:07:31.800 --> 01:07:34.800]   And Jesus says, great, and you're going to see greater things.
[01:07:34.800 --> 01:07:40.800]   But if you're going to rejoice over everything, rejoice that your name is written in the book of life.
[01:07:40.800 --> 01:07:43.800]   Everything else will come and go.
[01:07:43.800 --> 01:07:46.800]   Sometimes you will see fruit, sometimes you will not.
[01:07:46.800 --> 01:07:51.800]   Sometimes you will experience peace, sometimes you will not.
[01:07:51.800 --> 01:07:54.800]   But the love of God remains forever.
[01:07:54.800 --> 01:07:56.800]   So that's what he means.
[01:07:56.800 --> 01:08:03.800]   He said, when you hear the voice of God, do not refuse him who speaks from heaven.
[01:08:03.800 --> 01:08:06.800]   There is eternal consequences.
[01:08:06.800 --> 01:08:12.800]   So my prayer is that no matter what we are going through, no matter what we are distracted by,
[01:08:12.800 --> 01:08:16.800]   that there is a need for us to constantly test,
[01:08:16.800 --> 01:08:21.800]   are the things that I am pursuing temporary things?
[01:08:21.800 --> 01:08:25.800]   Are the things that I am so concerned about temporary things?
[01:08:25.800 --> 01:08:29.800]   Are the things that I spend all my money on, are they temporary?
[01:08:29.800 --> 01:08:34.800]   Am I genuinely pursuing the things that will last the test of his coming?
[01:08:34.800 --> 01:08:42.800]   I pray that that may be the case. Let's pray.
[01:08:42.800 --> 01:08:47.800]   So again, as our worship team comes, if we can take a few minutes to come before the Lord
[01:08:47.800 --> 01:08:52.800]   and genuinely examine our life.
[01:08:52.800 --> 01:08:56.800]   What am I pursuing? What do I value? What do I rejoice over?
[01:08:56.800 --> 01:08:59.800]   What do I weep over? Are they things that are eternal?
[01:08:59.800 --> 01:09:02.800]   Or are they things that are temporal?
[01:09:02.800 --> 01:09:06.800]   Lord, search me and know me. See if there are any hurtful ways in me.
[01:09:06.800 --> 01:09:10.800]   And ask the Lord to reveal these things so that we may continue to follow Christ,
[01:09:10.800 --> 01:09:13.800]   not live in a pattern where we refuse him.
[01:09:13.800 --> 01:09:18.800]   Again, as our worship team leads us, let's take some time to pray.
[01:09:18.800 --> 01:09:21.800]   [music]
[01:09:21.800 --> 01:09:24.800]   [music]
[01:09:24.800 --> 01:09:27.800]   [music]
[01:09:27.800 --> 01:09:30.800]   [music]
[01:09:31.800 --> 01:09:34.800]   [music]
[01:09:35.800 --> 01:09:38.800]   [music]
[01:09:38.800 --> 01:09:42.640]   (soft piano music continues)
[01:09:42.640 --> 01:09:46.480]   (soft piano music continues)
[01:09:46.480 --> 01:09:50.240]   (soft piano music continues)
[01:09:50.240 --> 01:09:54.000]   (soft piano music continues)
[01:09:54.000 --> 01:09:57.760]   (soft piano music continues)
[01:09:57.760 --> 01:10:01.520]   (soft piano music continues)
[01:10:01.520 --> 01:10:05.280]   (soft piano music continues)
[01:10:05.280 --> 01:10:09.040]   (soft piano music continues)
[01:10:09.040 --> 01:10:12.800]   (soft piano music continues)
[01:10:12.800 --> 01:10:37.920]   (soft piano music continues)
[01:10:37.920 --> 01:10:41.680]   (soft piano music continues)
[01:10:41.680 --> 01:10:45.440]   (soft piano music continues)
[01:10:45.440 --> 01:10:49.120]   (soft piano music continues)
[01:10:49.120 --> 01:10:52.800]   (soft piano music continues)
[01:10:52.800 --> 01:10:56.480]   (soft piano music continues)
[01:11:22.160 --> 01:11:24.080]   - Brothers and sisters, let's rise together
[01:11:24.080 --> 01:11:27.480]   as we sing this last song that our God is unchangeable,
[01:11:27.480 --> 01:11:29.600]   reliable, and trustworthy,
[01:11:29.600 --> 01:11:32.560]   that He holds us fast in His hands.
[01:11:32.560 --> 01:11:38.660]   (soft music)
[01:11:48.320 --> 01:11:53.320]   ♪ When I fear my faith will fail ♪
[01:11:53.320 --> 01:11:57.400]   ♪ Christ will hold me fast ♪
[01:11:57.400 --> 01:12:02.400]   ♪ When the tempter would prevail ♪
[01:12:02.400 --> 01:12:06.600]   ♪ He will hold me fast ♪
[01:12:06.600 --> 01:12:11.440]   ♪ I could never keep my hope ♪
[01:12:11.440 --> 01:12:15.720]   ♪ In life's fearful path ♪
[01:12:15.720 --> 01:12:20.720]   ♪ For my love is often cold ♪
[01:12:20.720 --> 01:12:25.800]   ♪ He must hold me fast ♪
[01:12:25.800 --> 01:12:30.960]   ♪ He will hold me fast ♪
[01:12:30.960 --> 01:12:35.080]   ♪ He will hold me fast ♪
[01:12:35.080 --> 01:12:40.080]   ♪ For my Savior loves me so ♪
[01:12:40.080 --> 01:12:43.160]   ♪ He will hold me fast ♪
[01:12:44.160 --> 01:12:46.580]   (soft music)
[01:12:46.580 --> 01:12:54.280]   ♪ Those He saves are His ♪
[01:12:54.280 --> 01:12:59.280]   ♪ Those He saves are His delight ♪
[01:12:59.280 --> 01:13:03.480]   ♪ Christ will hold me fast ♪
[01:13:03.480 --> 01:13:08.480]   ♪ Precious in His holy sight ♪
[01:13:08.480 --> 01:13:12.640]   ♪ He will hold me fast ♪
[01:13:12.640 --> 01:13:17.640]   ♪ He'll not let my soul be lost ♪
[01:13:17.640 --> 01:13:21.920]   ♪ His promises shall last ♪
[01:13:21.920 --> 01:13:26.920]   ♪ Bought by Him at such a cost ♪
[01:13:26.920 --> 01:13:32.000]   ♪ He will hold me fast ♪
[01:13:32.000 --> 01:13:37.160]   ♪ He will hold me fast ♪
[01:13:37.160 --> 01:13:41.200]   ♪ He will hold me fast ♪
[01:13:41.200 --> 01:13:46.200]   ♪ For my Savior loves me so ♪
[01:13:46.200 --> 01:13:49.540]   ♪ He will hold me fast ♪
[01:13:49.540 --> 01:13:51.960]   (soft music)
[01:13:51.960 --> 01:14:05.520]   ♪ For my life He bled and died ♪
[01:14:05.520 --> 01:14:09.640]   ♪ Christ will hold me fast ♪
[01:14:09.640 --> 01:14:14.640]   ♪ Justice has been satisfied ♪
[01:14:14.640 --> 01:14:18.840]   ♪ He will hold me fast ♪
[01:14:18.840 --> 01:14:23.840]   ♪ Race with Him to endless life ♪
[01:14:23.840 --> 01:14:27.920]   ♪ He will hold me fast ♪
[01:14:27.920 --> 01:14:32.920]   ♪ 'Til our faith is turned to sight ♪
[01:14:32.920 --> 01:14:38.000]   ♪ When He comes at last ♪
[01:14:39.160 --> 01:14:43.160]   ♪ He will hold me fast ♪
[01:14:43.160 --> 01:14:47.240]   ♪ He will hold me fast ♪
[01:14:47.240 --> 01:14:52.240]   ♪ For my Savior loves me so ♪
[01:14:52.240 --> 01:14:54.840]   ♪ He will hold ♪
[01:14:54.840 --> 01:14:56.400]   One more time, here.
[01:14:56.400 --> 01:15:00.480]   ♪ He will hold me fast ♪
[01:15:00.480 --> 01:15:04.560]   ♪ He will hold me fast ♪
[01:15:04.560 --> 01:15:09.560]   ♪ For my Savior loves me so ♪
[01:15:09.560 --> 01:15:12.920]   ♪ He will hold me fast ♪
[01:15:12.920 --> 01:15:17.400]   Let's pray.
[01:15:17.400 --> 01:15:21.760]   From 1 Peter 1, 3-7.
[01:15:21.760 --> 01:15:25.320]   Blessed be the God and Father of our Lord Jesus Christ,
[01:15:25.320 --> 01:15:27.680]   who according to His great mercy
[01:15:27.680 --> 01:15:30.320]   has caused us to be born again to a living hope
[01:15:30.320 --> 01:15:33.240]   through the resurrection of Jesus Christ from the dead,
[01:15:33.240 --> 01:15:37.360]   to obtain an inheritance which is imperishable and undefiled
[01:15:37.360 --> 01:15:40.760]   and will not fade away, reserved in heaven for you,
[01:15:40.760 --> 01:15:43.000]   who are protected by the power of God through faith
[01:15:43.000 --> 01:15:47.080]   for a salvation ready to be revealed in the last time.
[01:15:47.080 --> 01:15:48.680]   In this you greatly rejoice,
[01:15:48.680 --> 01:15:51.880]   even though now for a little while, if necessary,
[01:15:51.880 --> 01:15:55.000]   you have been distressed by various trials,
[01:15:55.000 --> 01:15:56.400]   so that the proof of your faith,
[01:15:56.400 --> 01:15:59.280]   being more precious than gold, which is perishable,
[01:15:59.280 --> 01:16:00.880]   even though tested by fire,
[01:16:00.880 --> 01:16:04.120]   may be found to result in praise and glory and honor
[01:16:04.120 --> 01:16:06.240]   at the revelation of Jesus Christ.
[01:16:06.240 --> 01:16:11.360]   Lord, help us to take to heart your encouragement,
[01:16:11.360 --> 01:16:14.000]   your warning, your challenge,
[01:16:14.000 --> 01:16:16.740]   that we may truly pursue the things that are eternal.
[01:16:16.740 --> 01:16:18.600]   Help us, Lord God,
[01:16:18.600 --> 01:16:21.700]   not to be entangled with civilian affairs.
[01:16:21.700 --> 01:16:24.600]   Help us, Lord God, so that our gaze and our heart
[01:16:24.600 --> 01:16:26.720]   will be taken away from this world
[01:16:26.720 --> 01:16:29.540]   and to be firmly placed in Christ.
[01:16:30.400 --> 01:16:33.440]   Help us, Lord, to live truly worthy of the gospel
[01:16:33.440 --> 01:16:36.320]   that you've given us, so that wherever you send us,
[01:16:36.320 --> 01:16:38.640]   that we will be the aroma of Christ
[01:16:38.640 --> 01:16:40.320]   that you have intended for us to be.
[01:16:40.320 --> 01:16:43.240]   May your name and your name alone be glorified.
[01:16:43.240 --> 01:16:45.120]   In Jesus' name we pray, amen.
[01:16:45.120 --> 01:16:51.200]   ♪ God sent his son ♪
[01:16:51.200 --> 01:16:56.240]   ♪ They called him Jesus ♪
[01:16:56.360 --> 01:17:01.360]   ♪ He came to love ♪
[01:17:01.360 --> 01:17:06.400]   ♪ Heal and forgive ♪
[01:17:06.400 --> 01:17:11.440]   ♪ He lived and died ♪
[01:17:11.440 --> 01:17:16.600]   ♪ To buy my pardon ♪
[01:17:16.600 --> 01:17:21.840]   ♪ An empty grave is there to prove ♪
[01:17:22.600 --> 01:17:27.600]   ♪ I saved your life ♪
[01:17:27.600 --> 01:17:32.640]   ♪ Because he lived ♪
[01:17:32.640 --> 01:17:37.840]   ♪ I can face tomorrow ♪
[01:17:37.840 --> 01:17:43.240]   ♪ Because he lived ♪
[01:17:43.240 --> 01:17:48.640]   ♪ All fear is gone ♪
[01:17:48.920 --> 01:17:53.920]   ♪ Because I know ♪
[01:17:53.920 --> 01:17:59.080]   ♪ He holds the future ♪
[01:17:59.080 --> 01:18:04.360]   ♪ And life is worth the living ♪
[01:18:04.360 --> 01:18:07.700]   ♪ Just because he lived ♪
[01:18:07.700 --> 01:18:12.720]   Amen.
[01:18:12.720 --> 01:18:15.300]   (gentle music)
[01:18:15.300 --> 01:18:25.640]   ♪ Father of kindness ♪
[01:18:25.640 --> 01:18:29.320]   ♪ You have poured out grace ♪
[01:18:29.320 --> 01:18:31.920]   ♪ You brought me out of darkness ♪
[01:18:31.920 --> 01:18:35.760]   ♪ You have filled me with peace ♪
[01:18:35.760 --> 01:18:38.280]   ♪ Giver of mercy ♪
[01:18:38.280 --> 01:18:43.280]   ♪ You are my help in time of need ♪
[01:18:43.280 --> 01:18:49.960]   ♪ Lord I can't help but sing ♪
[01:18:49.960 --> 01:18:54.480]   ♪ Faithful you are ♪

