
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:45:44.000 --> 00:45:48.000]   normal human behavior. The reason why he was able to do that
[00:45:48.000 --> 00:45:52.000]   because he believed in a sovereign God who was in control of all of these things.
[00:45:52.000 --> 00:45:56.000]   That even though your intention may have been evil, God was not.
[00:45:56.000 --> 00:46:00.000]   That's why we're thankful. That's
[00:46:00.000 --> 00:46:04.000]   why only an individual who genuinely believes in that sovereign
[00:46:04.000 --> 00:46:08.000]   and loving God can truly be thankful. That's why
[00:46:08.000 --> 00:46:12.000]   in 1 Thessalonians 5, 16 to 18 he says, "Rejoice always."
[00:46:12.000 --> 00:46:16.000]   Not simply because your bills are paid, not because
[00:46:16.000 --> 00:46:20.000]   you're healthy, not because you got a promotion.
[00:46:20.000 --> 00:46:24.000]   Always, always means always.
[00:46:24.000 --> 00:46:28.000]   When encouragement or discouragement.
[00:46:28.000 --> 00:46:32.000]   When you have money or don't have money. When you're sitting in prison
[00:46:32.000 --> 00:46:36.000]   or living in a penthouse.
[00:46:36.000 --> 00:46:40.000]   In every and all situation Paul says, "I have learned the secret of being
[00:46:40.000 --> 00:46:44.000]   content." What is that secret? His faith.
[00:46:44.000 --> 00:46:48.000]   Christ. In the midst of all
[00:46:48.000 --> 00:46:52.000]   of that, it's not like he did yoga and he tapped into some inner
[00:46:52.000 --> 00:46:56.000]   meditation that all of a sudden, boom, it opened up for him.
[00:46:56.000 --> 00:47:00.000]   He's talking about seeing Christ in the middle
[00:47:00.000 --> 00:47:04.000]   of all of these things. That's why he says you can be thankful
[00:47:04.000 --> 00:47:08.000]   in all situations for this is the will of God.
[00:47:08.000 --> 00:47:12.000]   The will of God is to make
[00:47:12.000 --> 00:47:16.000]   people who did not honor God or give thanks to Him, opened our
[00:47:16.000 --> 00:47:20.000]   eyes to see the glory of the gospel of Jesus Christ and made us
[00:47:20.000 --> 00:47:24.000]   people who honor and thank Him. That's the will
[00:47:24.000 --> 00:47:28.000]   of God. Our salvation, our sanctification to make us true
[00:47:28.000 --> 00:47:32.000]   worshipers of God was the will of God. So how important is
[00:47:32.000 --> 00:47:36.000]   Thanksgiving for Christians? It is at the core of who we are.
[00:47:36.000 --> 00:47:40.000]   And that is why he says, "Do all things without complaining
[00:47:40.000 --> 00:47:44.000]   or grumbling." Because complaining or grumbling is
[00:47:44.000 --> 00:47:48.000]   the opposite of genuine worship.
[00:47:48.000 --> 00:47:52.000]   You can't worship and grumble at the
[00:47:52.000 --> 00:47:56.000]   same time. So let me conclude with this. 2 Corinthians
[00:47:56.000 --> 00:48:00.000]   4, 16-18. So we do not lose heart
[00:48:00.000 --> 00:48:04.000]   though our outer nature is wasting away, our inner nature is being
[00:48:04.000 --> 00:48:08.000]   renewed day by day. For this slight momentary affliction
[00:48:08.000 --> 00:48:12.000]   is preparing for us an eternal way to glory beyond all comparison.
[00:48:12.000 --> 00:48:16.000]   As we look not to the things that are seen, but to the things that are unseen.
[00:48:16.000 --> 00:48:20.000]   For the things that are seen are transient, but the things that are unseen
[00:48:20.000 --> 00:48:24.000]   are eternal. That is the distinction
[00:48:24.000 --> 00:48:28.000]   between a Christian and a non-Christian. We come to celebrate a God that
[00:48:28.000 --> 00:48:32.000]   we cannot see. We put our hope and the
[00:48:32.000 --> 00:48:36.000]   promises of things that we cannot touch. We celebrate
[00:48:36.000 --> 00:48:40.000]   and rejoice knowing that one day that we will be in a heaven that
[00:48:40.000 --> 00:48:44.000]   we are not there yet. It is our faith that
[00:48:44.000 --> 00:48:48.000]   causes us to see a God that you cannot see with your flesh.
[00:48:48.000 --> 00:48:52.000]   And that is the distinction between a Christian and a non-Christian. Isn't that
[00:48:52.000 --> 00:48:56.000]   what happened to us when we got saved? When you believed and confessed
[00:48:56.000 --> 00:49:00.000]   and repented, did you get a better house?
[00:49:00.000 --> 00:49:04.000]   Did all the people around you all of a sudden become nice?
[00:49:04.000 --> 00:49:08.000]   Did the school that you were trying to get into all of a sudden send you an acceptance?
[00:49:08.000 --> 00:49:12.000]   Did all the people who were annoying you all of a sudden change their
[00:49:12.000 --> 00:49:16.000]   personality to accommodate you? What has changed?
[00:49:16.000 --> 00:49:20.000]   Nothing physical. Spiritually we came alive.
[00:49:20.000 --> 00:49:24.000]   It is faith. So the
[00:49:24.000 --> 00:49:28.000]   source of our thanksgiving is not our circumstance,
[00:49:28.000 --> 00:49:32.000]   but being able to see our sovereign God behind all things. He who did
[00:49:32.000 --> 00:49:36.000]   not spare his own son. How will he not along with him give us all things?
[00:49:36.000 --> 00:49:40.000]   Let's pray. When are you the most thankful?
[00:49:40.000 --> 00:49:44.000]   If God is looking for true worshipers and true worship, the base of
[00:49:44.000 --> 00:49:48.000]   true worship is thankfulness, when are you the most thankful?
[00:49:48.000 --> 00:49:52.000]   Don't say it. Just think about it.
[00:49:52.000 --> 00:49:56.000]   My guess is, like myself, we are the
[00:49:56.000 --> 00:50:00.000]   most thankful that when we get something that we really didn't
[00:50:00.000 --> 00:50:04.000]   deserve. Right? So some of you college students,
[00:50:04.000 --> 00:50:08.000]   you know, if you have finals coming up, you stayed up all night
[00:50:08.000 --> 00:50:12.000]   and you went to LA to get some boba, you know, and you played
[00:50:12.000 --> 00:50:16.000]   video games and then somebody told you, you had to study, somebody told you, "I got a free pass,
[00:50:16.000 --> 00:50:20.000]   come to Disneyland with me." And you stayed up all night going to Disneyland. You came back
[00:50:20.000 --> 00:50:24.000]   and you probably studied for the final in like two hours. And then
[00:50:24.000 --> 00:50:28.000]   you took your test and you got an A+. And so
[00:50:28.000 --> 00:50:32.000]   you are thankful. Because you know you didn't deserve that.
[00:50:32.000 --> 00:50:36.000]   Right? You know you didn't. You deserved an F.
[00:50:36.000 --> 00:50:40.000]   But you got an A. So you're thankful. You're going to come to church
[00:50:40.000 --> 00:50:44.000]   like, "Thank you, Jesus." Right? During Thanksgiving you're going to say, "I'm
[00:50:44.000 --> 00:50:48.000]   thankful for my A." Right? If you're at work, you know,
[00:50:48.000 --> 00:50:52.000]   you didn't do the best job. You screwed up. You made mistakes. Lost
[00:50:52.000 --> 00:50:56.000]   millions of dollars. And your boss comes and says, "You know what? That's a human mistake. We've all done it.
[00:50:56.000 --> 00:51:00.000]   I'm going to give you a raise." This Thanksgiving
[00:51:00.000 --> 00:51:04.000]   you're going to be thankful. "I'm thankful for my boss.
[00:51:04.000 --> 00:51:08.000]   Working for a great company." Right?
[00:51:08.000 --> 00:51:12.000]   You blew your anniversary. You deserved
[00:51:12.000 --> 00:51:16.000]   a cold bed. [laughter]
[00:51:16.000 --> 00:51:20.000]   No breakfast, lunch, or dinner for a while. And your wife says,
[00:51:20.000 --> 00:51:24.000]   "I understand. You had a hard week.
[00:51:24.000 --> 00:51:28.000]   It was tough. Let's do it next year." And she makes you the
[00:51:28.000 --> 00:51:32.000]   best breakfast. You're eating that. So thankful.
[00:51:32.000 --> 00:51:36.000]   [laughter] I didn't deserve this.
[00:51:36.000 --> 00:51:40.000]   Right? Yet my wife made me the best food in the world.
[00:51:40.000 --> 00:51:44.000]   We're the most thankful when we receive things that you and I know we don't deserve.
[00:51:44.000 --> 00:51:48.000]   What is it that you and I
[00:51:48.000 --> 00:51:52.000]   have been given that we really, really
[00:51:52.000 --> 00:51:56.000]   didn't deserve? And you know where I'm getting at.
[00:51:56.000 --> 00:52:00.000]   What is it that you and I have been given that we can't
[00:52:00.000 --> 00:52:04.000]   possibly even fathom or even imagine?
[00:52:04.000 --> 00:52:08.000]   If we made up a story of salvation, we would never make this story up.
[00:52:08.000 --> 00:52:12.000]   Even if you've never heard of the
[00:52:12.000 --> 00:52:16.000]   gospel and say, "Well, God sent His Son to die
[00:52:16.000 --> 00:52:20.000]   for who? For rebellious sinners.
[00:52:20.000 --> 00:52:24.000]   And the way that He saved us was He gave His only begotten Son
[00:52:24.000 --> 00:52:28.000]   to suffer for us." I mean, think about it. When you buy a
[00:52:28.000 --> 00:52:32.000]   brand new car and a friend looks at it and says, "Hey, let me take you for a ride."
[00:52:32.000 --> 00:52:36.000]   And that guy, you know, he's not the most careful, gentle person in the world.
[00:52:36.000 --> 00:52:40.000]   He's got 30 tickets and he likes to take it for a spin. He says, "Let me take you for a ride."
[00:52:40.000 --> 00:52:44.000]   You know, your immediate reaction is, "Yeah, do it, man." [laughter]
[00:52:44.000 --> 00:52:48.000]   And I think twice. It's like, "That guy's not going to take care of my car."
[00:52:48.000 --> 00:52:52.000]   It's just your car. You don't want a little ding
[00:52:52.000 --> 00:52:56.000]   on it. You don't want him driving over, you know, the speed bumps at
[00:52:56.000 --> 00:53:00.000]   30 miles per hour. And you're going to think of your shocks. And is he going to pass gas in my car?
[00:53:00.000 --> 00:53:04.000]   What is this guy going to do to my brand new car?
[00:53:04.000 --> 00:53:08.000]   And you're going to hesitate. And you're going to be bitter that he even asked you and put you in that
[00:53:08.000 --> 00:53:12.000]   situation. Because we value this car.
[00:53:12.000 --> 00:53:16.000]   And yet the Bible describes to save
[00:53:16.000 --> 00:53:20.000]   sinners who had no
[00:53:20.000 --> 00:53:24.000]   thought of seeking God
[00:53:24.000 --> 00:53:28.000]   sent His only begotten Son to die for us. What is it that you and I have received that you
[00:53:28.000 --> 00:53:32.000]   and I did not deserve that will inspire
[00:53:32.000 --> 00:53:36.000]   us to be thankful other than the Gospel
[00:53:36.000 --> 00:53:40.000]   itself?
[00:53:40.000 --> 00:53:44.000]   So when you really look at it that way,
[00:53:44.000 --> 00:53:48.000]   if you really look at it that way, wasn't
[00:53:48.000 --> 00:53:52.000]   He, by sending His only begotten Son, giving us what you and I didn't
[00:53:52.000 --> 00:53:56.000]   deserve, wasn't He seeking worshippers?
[00:53:56.000 --> 00:54:00.000]   Doesn't that fit?
[00:54:00.000 --> 00:54:04.000]   That that's the reason why He did what He did?
[00:54:04.000 --> 00:54:08.000]   To create a new creation that will worship Him in spirit and in truth
[00:54:08.000 --> 00:54:12.000]   by giving us what you and I could not possibly even imagine
[00:54:12.000 --> 00:54:16.000]   to even ask for. He gave it to us.
[00:54:16.000 --> 00:54:20.000]   Not just justice. Not just mercy.
[00:54:20.000 --> 00:54:24.000]   But grace.
[00:54:24.000 --> 00:54:28.000]   That's why in Ephesians 1, 7-10, it says, "In Him we have redemption through His blood, the forgiveness
[00:54:28.000 --> 00:54:32.000]   of our trespasses, according to the riches of His grace, which
[00:54:32.000 --> 00:54:36.000]   He lavished upon us in all wisdom and insight, making
[00:54:36.000 --> 00:54:40.000]   known to us the mystery of His will, according to His purpose, which He set forth
[00:54:40.000 --> 00:54:44.000]   in Christ as a plan for the fullness of time, to unite all things
[00:54:44.000 --> 00:54:48.000]   in Him, things in Heaven and things on Earth."
[00:54:48.000 --> 00:54:52.000]   Lavished on us all that we need.
[00:54:52.000 --> 00:54:56.000]   So at the core of worship is thanksgiving.
[00:54:56.000 --> 00:55:00.000]   And then fourth and finally, thanksgiving ultimately is the evidence of
[00:55:00.000 --> 00:55:04.000]   genuine faith. Thanksgiving is the evidence of genuine
[00:55:04.000 --> 00:55:08.000]   faith. James 1, 2-3, you know that passage where
[00:55:08.000 --> 00:55:12.000]   it says, "Count it all joy, my brothers, when you meet trials of various kinds."
[00:55:12.000 --> 00:55:16.000]   You know when he wrote that letter, "Trials of various
[00:55:16.000 --> 00:55:20.000]   kinds," people were literally being killed for their faith.
[00:55:20.000 --> 00:55:24.000]   We had people who probably were very rich, like
[00:55:24.000 --> 00:55:28.000]   Apostle Paul, because they met Christ. They were being beaten and put into jail.
[00:55:28.000 --> 00:55:32.000]   I mean their wives,
[00:55:32.000 --> 00:55:36.000]   their wives were being put into jail. Their children
[00:55:36.000 --> 00:55:40.000]   couldn't function because they were followers of Christ. So when he says trials of many kinds
[00:55:40.000 --> 00:55:44.000]   he's not talking about, you know, "I want Mexican food, but I can only find Korean
[00:55:44.000 --> 00:55:48.000]   food." We're not talking about the kind of trials you and I go through. You know?
[00:55:48.000 --> 00:55:52.000]   And I know there's more than that. I'm just being, you know, you know at work it's like, "Oh,
[00:55:52.000 --> 00:55:56.000]   he's a Christian. Ha, ha, ha. Don't invite him to our break." You know, persecution.
[00:55:56.000 --> 00:56:00.000]   [Laughter]
[00:56:00.000 --> 00:56:04.000]   We're talking about people literally losing their lives and their livelihood.
[00:56:04.000 --> 00:56:08.000]   So when he says, "Encounter trials of many kinds, consider it all joy,"
[00:56:08.000 --> 00:56:12.000]   he doesn't just say, "Hey, suck it up and bear it." No, he says,
[00:56:12.000 --> 00:56:16.000]   "Consider it all joy." If you don't understand the context
[00:56:16.000 --> 00:56:20.000]   of this verse, if you don't understand the context of the Gospel,
[00:56:20.000 --> 00:56:24.000]   it would make absolutely no sense. Not only would it not make sense,
[00:56:24.000 --> 00:56:28.000]   it would be a tremendous burden. It would be
[00:56:28.000 --> 00:56:32.000]   a tremendous burden to tell people to be joyful while you're
[00:56:32.000 --> 00:56:36.000]   going through all of these things. And a lot of times even as Christians, we
[00:56:36.000 --> 00:56:40.000]   try to fake it because we know what it says. We're not experiencing
[00:56:40.000 --> 00:56:44.000]   it, but we know what it says. You know? Just like if you have small children
[00:56:44.000 --> 00:56:48.000]   and you're trying to take pictures, and I know some of you guys, you know, accuse me of that.
[00:56:48.000 --> 00:56:52.000]   We put up fake smiles. So when our, especially
[00:56:52.000 --> 00:56:56.000]   our boys when they were little, when they would take pictures, we would always say, "Smile,
[00:56:56.000 --> 00:57:00.000]   smile." And so they'll give you one of these.
[00:57:00.000 --> 00:57:04.000]   You know what I mean? It's just one side, their whole face, there's no smile, it's just their lip is going up.
[00:57:04.000 --> 00:57:08.000]   Right? Sometimes that's what Christian joy looks like.
[00:57:08.000 --> 00:57:12.000]   Doesn't it? You know? Like you want to curse
[00:57:12.000 --> 00:57:16.000]   and you want to say all these things, but you're at church.
[00:57:16.000 --> 00:57:20.000]   You know? And you're being watched.
[00:57:20.000 --> 00:57:24.000]   So you say Christian things. Right?
[00:57:24.000 --> 00:57:28.000]   All things work together for good. And you say,
[00:57:28.000 --> 00:57:32.000]   you say all of these things, but in your, inwardly it was just, you're dying.
[00:57:32.000 --> 00:57:36.000]   How can you possibly expect us
[00:57:36.000 --> 00:57:40.000]   to practice this? Here's why. Consider it
[00:57:40.000 --> 00:57:44.000]   all joy when you meet trials of many kinds, for you know
[00:57:44.000 --> 00:57:48.000]   that the testing of your faith produces steadfastness, and that steadfastness
[00:57:48.000 --> 00:57:52.000]   have its full effect, that you may be perfect and complete, lacking in nothing.
[00:57:52.000 --> 00:57:56.000]   Lacking in nothing, what? Financially? Physically? No. Your faith.
[00:57:56.000 --> 00:58:00.000]   But faith is not tangible.
[00:58:00.000 --> 00:58:04.000]   You don't taste faith. You don't see it.
[00:58:04.000 --> 00:58:08.000]   You can't put that in the bank. And the only reason why you would
[00:58:08.000 --> 00:58:12.000]   face trials and consider it pure joy is because
[00:58:12.000 --> 00:58:16.000]   you believe. It's because you believe
[00:58:16.000 --> 00:58:20.000]   that there is a sovereign God who is orchestrating these trials
[00:58:20.000 --> 00:58:24.000]   to bring about perfection of your faith.
[00:58:24.000 --> 00:58:28.000]   So the payoff, you may not be able to see it,
[00:58:28.000 --> 00:58:32.000]   but you believe it. If, you,
[00:58:32.000 --> 00:58:36.000]   if by sacrificing today, that tomorrow you get a brand new car.
[00:58:36.000 --> 00:58:40.000]   You know, get rid of your, you know, 1999 car, and you're going to get a 2017
[00:58:40.000 --> 00:58:44.000]   brand new car, you know, no one would have any problems. Consider it pure joy
[00:58:44.000 --> 00:58:48.000]   when you junk your 1997 car. Because tomorrow
[00:58:48.000 --> 00:58:52.000]   you're going to get a 2017 car. Yes!
[00:58:52.000 --> 00:58:56.000]   Pure joy. Right? But the reason
[00:58:56.000 --> 00:59:00.000]   why Christians are called to do that is because the trade-off is that God,
[00:59:00.000 --> 00:59:04.000]   the sovereign God, is using these sufferings to bring about the perfection
[00:59:04.000 --> 00:59:08.000]   of faith. And only an individual who believes that
[00:59:08.000 --> 00:59:12.000]   that is happening is the one who can really rejoice.
[00:59:12.000 --> 00:59:16.000]   And that's why Thanksgiving is evidence
[00:59:16.000 --> 00:59:20.000]   of genuine faith. Only an individual who genuinely
[00:59:20.000 --> 00:59:24.000]   believes the promises of God can be genuinely thankful.
[00:59:24.000 --> 00:59:28.000]   Not fake it. Not give a fake smile. Because you know
[00:59:28.000 --> 00:59:32.000]   a sovereign God is behind that. You look at the life of
[00:59:32.000 --> 00:59:36.000]   Joseph. All his life, all he did was be faithful to God.
[00:59:36.000 --> 00:59:40.000]   And as a result of that he got beaten, he was thrown into prison. He tried
[00:59:40.000 --> 00:59:44.000]   to be faithful to his Master, and to shun
[00:59:44.000 --> 00:59:48.000]   the advance of his wife Potiphar.
[00:59:48.000 --> 00:59:52.000]   And as a result of being faithful he gets thrown into jail. He's in jail
[00:59:52.000 --> 00:59:56.000]   and he tries to help people out. And as a result of that he stays even longer.
[00:59:56.000 --> 01:00:00.000]   And at the end of his life, at the end of the story, we know what happens.
[01:00:00.000 --> 01:00:04.000]   His brothers who put him in that situation come and they recognize him.
[01:00:04.000 --> 01:00:08.000]   Humanly speaking, this is Egypt.
[01:00:08.000 --> 01:00:12.000]   And this guy is very high up. He's a right-hand man of the Pharaoh.
[01:00:12.000 --> 01:00:16.000]   There is no public defender to defend him. There is no
[01:00:16.000 --> 01:00:20.000]   innocent until proven guilty. I mean this is the Pharaoh's right-hand man.
[01:00:20.000 --> 01:00:24.000]   I mean he could have eaten his flesh and we would all understand and say, "Okay,
[01:00:24.000 --> 01:00:28.000]   what you did to me I do to you tenfold." Right?
[01:00:28.000 --> 01:00:32.000]   Vengeance. Right? Make a good movie.
[01:00:32.000 --> 01:00:36.000]   End with vengeance. Yes! But he doesn't do that.
[01:00:36.000 --> 01:00:40.000]   Why is he not bitter? Why is
[01:00:40.000 --> 01:00:44.000]   he not angry? Why does he not carry out vengeance?
[01:00:44.000 --> 01:00:48.000]   He could have killed all of them and it would have been completely justified.
[01:00:48.000 --> 01:00:52.000]   And yet remember what he says in Genesis chapter 50, 19 through 21.
[01:00:52.000 --> 01:00:56.000]   It says, "But Joseph said to them, his brothers, 'Do not fear, for I am in the
[01:00:56.000 --> 01:01:00.000]   place of God.'" In other words he's saying God placed him
[01:01:00.000 --> 01:01:04.000]   there. "As for you, you meant evil against me, but God meant it for good.
[01:01:04.000 --> 01:01:08.000]   To bring it about that many people should be kept alive as they are
[01:01:08.000 --> 01:01:12.000]   today. So do not fear, I will provide for you and your little ones.' Thus he
[01:01:12.000 --> 01:01:16.000]   comforted them and spoke kindly to them."
[01:01:16.000 --> 01:01:20.000]   Not only did he not kill them, not only was he not
[01:01:20.000 --> 01:01:24.000]   vengeful, he actually provides for that family.
[01:01:24.000 --> 01:01:28.000]   That's not human. That's not a normal human behavior.
[01:01:28.000 --> 01:01:32.000]   The reason why he was able to do that because he believed in a sovereign
[01:01:32.000 --> 01:01:36.000]   God who was in control of all of these things. That even though your intention may
[01:01:36.000 --> 01:01:40.000]   have been evil, God was not.
[01:01:40.000 --> 01:01:44.000]   That's why we're thankful. That's why only an
[01:01:44.000 --> 01:01:48.000]   individual who genuinely believes in that sovereign and loving God
[01:01:48.000 --> 01:01:52.000]   can truly be thankful. That's why in 1 Thessalonians 5, 16 to 18
[01:01:52.000 --> 01:01:56.000]   he says, "Rejoice always." Not
[01:01:56.000 --> 01:02:00.000]   simply because your bills are paid, not because you're healthy,
[01:02:00.000 --> 01:02:04.000]   not because you got a promotion. Always.
[01:02:04.000 --> 01:02:08.000]   Always means always.
[01:02:08.000 --> 01:02:12.000]   When encouragement or discouragement. When you have money or
[01:02:12.000 --> 01:02:16.000]   don't have money. When you're sitting in prison or
[01:02:16.000 --> 01:02:20.000]   living in a penthouse. In every and all
[01:02:20.000 --> 01:02:24.000]   situation Paul says, "I have learned the secret of being content." What is that secret?
[01:02:24.000 --> 01:02:28.000]   His faith.
[01:02:28.000 --> 01:02:32.000]   Christ. In the midst of all of that, it's not like
[01:02:32.000 --> 01:02:36.000]   he did yoga and he tapped into some inner meditation
[01:02:36.000 --> 01:02:40.000]   and all of a sudden, boom, it opened up for him.
[01:02:40.000 --> 01:02:44.000]   He's talking about seeing Christ in the middle of all of these things.
[01:02:44.000 --> 01:02:48.000]   That's why he says, "You can be thankful in all situations
[01:02:48.000 --> 01:02:52.000]   for this is the will of God."
[01:02:52.000 --> 01:02:56.000]   The will of God is to make people who did not
[01:02:56.000 --> 01:03:00.000]   honor God or give thanks to Him, opened our eyes to see the glory
[01:03:00.000 --> 01:03:04.000]   of the gospel of Jesus Christ and made us people who honor
[01:03:04.000 --> 01:03:08.000]   and thank Him. That's the will of God. Our salvation,
[01:03:08.000 --> 01:03:12.000]   our sanctification to make us true worshippers of God
[01:03:12.000 --> 01:03:16.000]   was the will of God. So how important is Thanksgiving for Christians?
[01:03:16.000 --> 01:03:20.000]   It is at the core of who we are. And that is why he
[01:03:20.000 --> 01:03:24.000]   says, "Do all things without complaining or grumbling."
[01:03:24.000 --> 01:03:28.000]   Because complaining or grumbling is the
[01:03:28.000 --> 01:03:32.000]   opposite of genuine worship.
[01:03:32.000 --> 01:03:36.000]   You can't worship and grumble at the same time.
[01:03:36.000 --> 01:03:40.000]   So let me conclude with this. 2 Corinthians 4, 16-18.
[01:03:40.000 --> 01:03:44.000]   "So we do not lose heart, though our
[01:03:44.000 --> 01:03:48.000]   outer nature is wasting away, our inner nature is being renewed day by day.
[01:03:48.000 --> 01:03:52.000]   For this slight momentary affliction is preparing for us
[01:03:52.000 --> 01:03:56.000]   an eternal way to glory beyond all comparison. As we look not
[01:03:56.000 --> 01:04:00.000]   to the things that are seen, but to the things that are unseen. For the things that are seen
[01:04:00.000 --> 01:04:04.000]   are transient, but the things that are unseen are eternal."
[01:04:04.000 --> 01:04:08.000]   That is the distinction between a Christian and a non-Christian.
[01:04:08.000 --> 01:04:12.000]   We come to celebrate a God that we cannot see.
[01:04:12.000 --> 01:04:16.000]   We put our hope in the promises of things that we
[01:04:16.000 --> 01:04:20.000]   cannot touch. We celebrate and rejoice
[01:04:20.000 --> 01:04:24.000]   knowing that one day that we will be in a heaven that we are not there yet.
[01:04:24.000 --> 01:04:28.000]   It is our faith that causes us to see a God
[01:04:28.000 --> 01:04:32.000]   that you cannot see with your flesh. And that's
[01:04:32.000 --> 01:04:36.000]   the distinction between a Christian and a non-Christian. Isn't that what happened to us when we got
[01:04:36.000 --> 01:04:40.000]   saved? When you believed and confessed and repented,
[01:04:40.000 --> 01:04:44.000]   did you get a better house? Did all the people
[01:04:44.000 --> 01:04:48.000]   around you all of a sudden become nice? Did the school that
[01:04:48.000 --> 01:04:52.000]   you were trying to get into all of a sudden send you an acceptance?
[01:04:52.000 --> 01:04:56.000]   Did all the people who were annoying you all of a sudden change their personality to accommodate
[01:04:56.000 --> 01:05:00.000]   you? What has changed? Nothing physical.
[01:05:00.000 --> 01:05:04.000]   Spiritually we came alive.
[01:05:04.000 --> 01:05:08.000]   It is faith. So the source of our
[01:05:08.000 --> 01:05:12.000]   thanksgiving is not our circumstance, but being able
[01:05:12.000 --> 01:05:16.000]   to see our sovereign God behind all things. He who did not spare his own son.
[01:05:16.000 --> 01:05:20.000]   How will he not along with him give us all things? Let's pray.
[01:05:20.000 --> 01:05:24.000]   Again as we
[01:05:24.000 --> 01:05:28.000]   ask the praise team to come out, let's take some time to come before the Lord in prayer,
[01:05:28.000 --> 01:05:32.000]   in honest confession.
[01:05:32.000 --> 01:05:36.000]   As we reflect upon not simply the
[01:05:36.000 --> 01:05:40.000]   material things that we ought to be thankful for,
[01:05:40.000 --> 01:05:44.000]   but even beyond that.

