
[00:00:00.000 --> 00:00:02.980]   [MUSIC PLAYING]
[00:59:01.440 --> 00:59:05.440]   [SIDE CONVERSATION]
[00:59:06.440 --> 00:59:09.440]   [SIDE CONVERSATION]
[00:59:09.440 --> 00:59:13.440]   [SIDE CONVERSATION]
[00:59:13.440 --> 00:59:17.440]   [SIDE CONVERSATION]
[00:59:17.440 --> 00:59:21.440]   [SIDE CONVERSATION]
[00:59:21.440 --> 00:59:25.440]   [SIDE CONVERSATION]
[00:59:25.440 --> 00:59:29.440]   [SIDE CONVERSATION]
[00:59:29.440 --> 00:59:33.440]   [SIDE CONVERSATION]
[00:59:34.440 --> 00:59:37.440]   [SIDE CONVERSATION]
[00:59:37.440 --> 00:59:41.440]   [SIDE CONVERSATION]
[00:59:41.440 --> 00:59:45.440]   [SIDE CONVERSATION]
[00:59:45.440 --> 00:59:49.440]   [SIDE CONVERSATION]
[00:59:49.440 --> 00:59:53.440]   [SIDE CONVERSATION]
[00:59:53.440 --> 00:59:57.440]   [SIDE CONVERSATION]
[00:59:57.440 --> 01:00:01.440]   [SIDE CONVERSATION]
[01:00:02.440 --> 01:00:05.440]   [SIDE CONVERSATION]
[01:00:05.440 --> 01:00:09.440]   [SIDE CONVERSATION]
[01:00:09.440 --> 01:00:13.440]   [SIDE CONVERSATION]
[01:00:13.440 --> 01:00:17.440]   [SIDE CONVERSATION]
[01:00:17.440 --> 01:00:21.440]   [SIDE CONVERSATION]
[01:00:21.440 --> 01:00:25.440]   [SIDE CONVERSATION]
[01:00:25.440 --> 01:00:29.440]   [SIDE CONVERSATION]
[01:00:30.440 --> 01:00:33.440]   [SIDE CONVERSATION]
[01:00:33.440 --> 01:00:37.440]   [SIDE CONVERSATION]
[01:00:37.440 --> 01:00:41.440]   [SIDE CONVERSATION]
[01:00:41.440 --> 01:00:45.440]   [SIDE CONVERSATION]
[01:00:45.440 --> 01:00:49.440]   [SIDE CONVERSATION]
[01:00:49.440 --> 01:00:53.440]   [SIDE CONVERSATION]
[01:00:53.440 --> 01:00:57.440]   [SIDE CONVERSATION]
[01:00:58.440 --> 01:01:01.440]   [SIDE CONVERSATION]
[01:01:01.440 --> 01:01:05.440]   [SIDE CONVERSATION]
[01:01:05.440 --> 01:01:09.440]   [SIDE CONVERSATION]
[01:01:09.440 --> 01:01:13.440]   [SIDE CONVERSATION]
[01:01:13.440 --> 01:01:17.440]   [SIDE CONVERSATION]
[01:01:17.440 --> 01:01:21.440]   [SIDE CONVERSATION]
[01:01:21.440 --> 01:01:25.440]   [SIDE CONVERSATION]
[01:01:26.440 --> 01:01:29.440]   [SIDE CONVERSATION]
[01:01:29.440 --> 01:01:33.440]   [SIDE CONVERSATION]
[01:01:33.440 --> 01:01:37.440]   [SIDE CONVERSATION]
[01:01:37.440 --> 01:01:41.440]   [SIDE CONVERSATION]
[01:01:41.440 --> 01:01:45.440]   [SIDE CONVERSATION]
[01:01:45.440 --> 01:01:49.440]   [SIDE CONVERSATION]
[01:01:49.440 --> 01:01:53.440]   [SIDE CONVERSATION]
[01:01:54.440 --> 01:01:57.440]   [SIDE CONVERSATION]
[01:01:57.440 --> 01:02:01.440]   [SIDE CONVERSATION]
[01:02:01.440 --> 01:02:05.440]   [SIDE CONVERSATION]
[01:02:05.440 --> 01:02:09.440]   [SIDE CONVERSATION]
[01:02:09.440 --> 01:02:13.440]   [SIDE CONVERSATION]
[01:02:13.440 --> 01:02:17.440]   [SIDE CONVERSATION]
[01:02:17.440 --> 01:02:21.440]   [SIDE CONVERSATION]
[01:02:22.440 --> 01:02:25.440]   [SIDE CONVERSATION]
[01:02:25.440 --> 01:02:29.440]   [SIDE CONVERSATION]
[01:02:29.440 --> 01:02:33.440]   [SIDE CONVERSATION]
[01:02:33.440 --> 01:02:37.440]   [SIDE CONVERSATION]
[01:02:37.440 --> 01:02:41.440]   [SIDE CONVERSATION]
[01:02:41.440 --> 01:02:45.440]   [SIDE CONVERSATION]
[01:02:45.440 --> 01:02:49.440]   [SIDE CONVERSATION]
[01:02:50.440 --> 01:02:53.440]   [SIDE CONVERSATION]
[01:02:53.440 --> 01:02:57.440]   [SIDE CONVERSATION]
[01:02:57.440 --> 01:03:01.440]   [SIDE CONVERSATION]
[01:03:01.440 --> 01:03:05.440]   [SIDE CONVERSATION]
[01:03:05.440 --> 01:03:09.440]   [SIDE CONVERSATION]
[01:03:09.440 --> 01:03:13.440]   [SIDE CONVERSATION]
[01:03:13.440 --> 01:03:17.440]   [SIDE CONVERSATION]
[01:03:18.440 --> 01:03:21.440]   [SIDE CONVERSATION]
[01:03:21.440 --> 01:03:25.440]   [SIDE CONVERSATION]
[01:03:25.440 --> 01:03:29.440]   [SIDE CONVERSATION]
[01:03:29.440 --> 01:03:33.440]   [SIDE CONVERSATION]
[01:03:33.440 --> 01:03:37.440]   [SIDE CONVERSATION]
[01:03:37.440 --> 01:03:41.440]   [SIDE CONVERSATION]
[01:03:41.440 --> 01:03:45.440]   [SIDE CONVERSATION]
[01:03:46.440 --> 01:03:49.440]   [SIDE CONVERSATION]
[01:03:49.440 --> 01:03:53.440]   [SIDE CONVERSATION]
[01:03:53.440 --> 01:03:57.440]   [SIDE CONVERSATION]
[01:03:57.440 --> 01:04:01.440]   [SIDE CONVERSATION]
[01:04:01.440 --> 01:04:05.440]   [SIDE CONVERSATION]
[01:04:05.440 --> 01:04:09.440]   [SIDE CONVERSATION]
[01:04:09.440 --> 01:04:13.440]   [SIDE CONVERSATION]
[01:04:14.440 --> 01:04:17.440]   [SIDE CONVERSATION]
[01:04:17.440 --> 01:04:21.440]   [SIDE CONVERSATION]
[01:04:21.440 --> 01:04:25.440]   [SIDE CONVERSATION]
[01:04:25.440 --> 01:04:29.440]   [SIDE CONVERSATION]
[01:04:29.440 --> 01:04:33.440]   [SIDE CONVERSATION]
[01:04:33.440 --> 01:04:37.440]   [SIDE CONVERSATION]
[01:04:37.440 --> 01:04:41.440]   [SIDE CONVERSATION]
[01:04:42.440 --> 01:04:45.440]   [SIDE CONVERSATION]
[01:04:45.440 --> 01:04:49.440]   [SIDE CONVERSATION]
[01:04:49.440 --> 01:04:53.440]   [SIDE CONVERSATION]
[01:04:53.440 --> 01:04:57.440]   [SIDE CONVERSATION]
[01:04:57.440 --> 01:05:01.440]   [SIDE CONVERSATION]
[01:05:01.440 --> 01:05:05.440]   [SIDE CONVERSATION]
[01:05:05.440 --> 01:05:09.440]   [SIDE CONVERSATION]
[01:05:10.440 --> 01:05:13.440]   [SIDE CONVERSATION]
[01:05:13.440 --> 01:05:17.440]   [SIDE CONVERSATION]
[01:05:17.440 --> 01:05:21.440]   [SIDE CONVERSATION]
[01:05:21.440 --> 01:05:25.440]   [SIDE CONVERSATION]
[01:05:25.440 --> 01:05:29.440]   [SIDE CONVERSATION]
[01:05:29.440 --> 01:05:33.440]   [SIDE CONVERSATION]
[01:05:33.440 --> 01:05:37.440]   [SIDE CONVERSATION]
[01:05:38.440 --> 01:05:41.440]   [SIDE CONVERSATION]
[01:05:41.440 --> 01:05:45.440]   [SIDE CONVERSATION]
[01:05:45.440 --> 01:05:49.440]   [SIDE CONVERSATION]
[01:05:49.440 --> 01:05:53.440]   [SIDE CONVERSATION]
[01:05:53.440 --> 01:05:57.440]   [SIDE CONVERSATION]
[01:05:57.440 --> 01:06:01.440]   [SIDE CONVERSATION]
[01:06:01.440 --> 01:06:05.440]   [SIDE CONVERSATION]
[01:06:06.440 --> 01:06:09.440]   [SIDE CONVERSATION]
[01:06:09.440 --> 01:06:13.440]   [SIDE CONVERSATION]
[01:06:13.440 --> 01:06:17.440]   [SIDE CONVERSATION]
[01:06:17.440 --> 01:06:21.440]   [SIDE CONVERSATION]
[01:06:21.440 --> 01:06:25.440]   [SIDE CONVERSATION]
[01:06:25.440 --> 01:06:29.440]   [SIDE CONVERSATION]
[01:06:29.440 --> 01:06:33.440]   [SIDE CONVERSATION]
[01:06:34.440 --> 01:06:37.440]   [SIDE CONVERSATION]
[01:06:37.440 --> 01:06:41.440]   [SIDE CONVERSATION]
[01:06:41.440 --> 01:06:45.440]   [SIDE CONVERSATION]
[01:06:45.440 --> 01:06:49.440]   [SIDE CONVERSATION]
[01:06:49.440 --> 01:06:53.440]   [SIDE CONVERSATION]
[01:06:53.440 --> 01:06:57.440]   [SIDE CONVERSATION]
[01:06:57.440 --> 01:07:01.440]   [SIDE CONVERSATION]
[01:07:02.440 --> 01:07:05.440]   [SIDE CONVERSATION]
[01:07:05.440 --> 01:07:09.440]   [SIDE CONVERSATION]
[01:07:09.440 --> 01:07:13.440]   [SIDE CONVERSATION]
[01:07:13.440 --> 01:07:17.440]   [SIDE CONVERSATION]
[01:07:17.440 --> 01:07:21.440]   [SIDE CONVERSATION]
[01:07:21.440 --> 01:07:25.440]   [SIDE CONVERSATION]
[01:07:25.440 --> 01:07:29.440]   [SIDE CONVERSATION]
[01:07:30.440 --> 01:07:33.440]   [SIDE CONVERSATION]
[01:07:33.440 --> 01:07:37.440]   [SIDE CONVERSATION]
[01:07:37.440 --> 01:07:41.440]   [SIDE CONVERSATION]
[01:07:41.440 --> 01:07:45.440]   [SIDE CONVERSATION]
[01:07:45.440 --> 01:07:49.440]   [SIDE CONVERSATION]
[01:07:49.440 --> 01:07:53.440]   [SIDE CONVERSATION]
[01:07:53.440 --> 01:07:57.440]   [SIDE CONVERSATION]
[01:07:58.440 --> 01:08:01.440]   [SIDE CONVERSATION]
[01:08:01.440 --> 01:08:05.440]   [SIDE CONVERSATION]
[01:08:05.440 --> 01:08:09.440]   [SIDE CONVERSATION]
[01:08:09.440 --> 01:08:13.440]   [SIDE CONVERSATION]
[01:08:13.440 --> 01:08:17.440]   [SIDE CONVERSATION]
[01:08:17.440 --> 01:08:21.440]   [SIDE CONVERSATION]
[01:08:21.440 --> 01:08:25.440]   [SIDE CONVERSATION]
[01:08:26.440 --> 01:08:29.440]   [SIDE CONVERSATION]
[01:08:29.440 --> 01:08:33.440]   [SIDE CONVERSATION]
[01:08:33.440 --> 01:08:37.440]   [SIDE CONVERSATION]
[01:08:37.440 --> 01:08:41.440]   [SIDE CONVERSATION]
[01:08:41.440 --> 01:08:45.440]   [SIDE CONVERSATION]
[01:08:45.440 --> 01:08:49.440]   [SIDE CONVERSATION]
[01:08:49.440 --> 01:08:53.440]   [SIDE CONVERSATION]
[01:08:54.440 --> 01:08:57.440]   [SIDE CONVERSATION]
[01:08:57.440 --> 01:09:01.440]   [SIDE CONVERSATION]
[01:09:01.440 --> 01:09:05.440]   [SIDE CONVERSATION]
[01:09:05.440 --> 01:09:09.440]   [SIDE CONVERSATION]
[01:09:09.440 --> 01:09:13.440]   [SIDE CONVERSATION]
[01:09:13.440 --> 01:09:17.440]   [SIDE CONVERSATION]
[01:09:17.440 --> 01:09:21.440]   [SIDE CONVERSATION]
[01:09:22.440 --> 01:09:25.440]   [SIDE CONVERSATION]
[01:09:25.440 --> 01:09:29.440]   [SIDE CONVERSATION]
[01:09:29.440 --> 01:09:33.440]   [SIDE CONVERSATION]
[01:09:33.440 --> 01:09:37.440]   [SIDE CONVERSATION]
[01:09:37.440 --> 01:09:41.440]   [SIDE CONVERSATION]
[01:09:41.440 --> 01:09:45.440]   [SIDE CONVERSATION]
[01:09:45.440 --> 01:09:49.440]   [SIDE CONVERSATION]
[01:09:50.440 --> 01:09:53.440]   [SIDE CONVERSATION]
[01:09:53.440 --> 01:09:57.440]   [SIDE CONVERSATION]
[01:09:57.440 --> 01:10:01.440]   [SIDE CONVERSATION]
[01:10:01.440 --> 01:10:05.440]   [SIDE CONVERSATION]
[01:10:05.440 --> 01:10:09.440]   [SIDE CONVERSATION]
[01:10:09.440 --> 01:10:13.440]   [SIDE CONVERSATION]
[01:10:13.440 --> 01:10:17.440]   [SIDE CONVERSATION]
[01:10:18.440 --> 01:10:21.440]   [SIDE CONVERSATION]
[01:10:21.440 --> 01:10:25.440]   [SIDE CONVERSATION]
[01:10:25.440 --> 01:10:29.440]   [SIDE CONVERSATION]
[01:10:29.440 --> 01:10:33.440]   [SIDE CONVERSATION]
[01:10:33.440 --> 01:10:37.440]   [SIDE CONVERSATION]
[01:10:37.440 --> 01:10:41.440]   [SIDE CONVERSATION]
[01:10:41.440 --> 01:10:45.440]   [SIDE CONVERSATION]
[01:10:46.440 --> 01:10:49.440]   [SIDE CONVERSATION]
[01:10:49.440 --> 01:10:53.440]   [SIDE CONVERSATION]
[01:10:53.440 --> 01:10:57.440]   [SIDE CONVERSATION]
[01:10:57.440 --> 01:11:01.440]   [SIDE CONVERSATION]
[01:11:01.440 --> 01:11:05.440]   [SIDE CONVERSATION]
[01:11:05.440 --> 01:11:09.440]   [SIDE CONVERSATION]
[01:11:09.440 --> 01:11:13.440]   [SIDE CONVERSATION]
[01:11:14.440 --> 01:11:17.440]   [SIDE CONVERSATION]
[01:11:17.440 --> 01:11:21.440]   [SIDE CONVERSATION]
[01:11:21.440 --> 01:11:25.440]   [SIDE CONVERSATION]
[01:11:25.440 --> 01:11:29.440]   [SIDE CONVERSATION]
[01:11:29.440 --> 01:11:33.440]   [SIDE CONVERSATION]
[01:11:33.440 --> 01:11:37.440]   [SIDE CONVERSATION]
[01:11:37.440 --> 01:11:41.440]   [SIDE CONVERSATION]
[01:11:42.440 --> 01:11:45.440]   [SIDE CONVERSATION]
[01:11:45.440 --> 01:11:49.440]   [SIDE CONVERSATION]
[01:11:49.440 --> 01:11:53.440]   [SIDE CONVERSATION]
[01:11:53.440 --> 01:11:57.440]   [SIDE CONVERSATION]
[01:11:57.440 --> 01:12:01.440]   [SIDE CONVERSATION]
[01:12:01.440 --> 01:12:05.440]   [SIDE CONVERSATION]
[01:12:05.440 --> 01:12:09.440]   [SIDE CONVERSATION]
[01:12:10.440 --> 01:12:13.440]   [SIDE CONVERSATION]
[01:12:13.440 --> 01:12:17.440]   [SIDE CONVERSATION]
[01:12:17.440 --> 01:12:21.440]   [SIDE CONVERSATION]
[01:12:21.440 --> 01:12:25.440]   [SIDE CONVERSATION]
[01:12:25.440 --> 01:12:29.440]   [SIDE CONVERSATION]
[01:12:29.440 --> 01:12:33.440]   [SIDE CONVERSATION]
[01:12:33.440 --> 01:12:37.440]   [SIDE CONVERSATION]
[01:12:38.440 --> 01:12:41.440]   [SIDE CONVERSATION]
[01:12:41.440 --> 01:12:45.440]   [SIDE CONVERSATION]
[01:12:45.440 --> 01:12:49.440]   [SIDE CONVERSATION]
[01:12:49.440 --> 01:12:53.440]   [SIDE CONVERSATION]
[01:12:53.440 --> 01:12:57.440]   [SIDE CONVERSATION]
[01:12:57.440 --> 01:13:01.440]   [SIDE CONVERSATION]
[01:13:01.440 --> 01:13:05.440]   [SIDE CONVERSATION]
[01:13:06.440 --> 01:13:09.440]   [SIDE CONVERSATION]
[01:13:09.440 --> 01:13:13.440]   [SIDE CONVERSATION]
[01:13:13.440 --> 01:13:17.440]   [SIDE CONVERSATION]
[01:13:17.440 --> 01:13:21.440]   [SIDE CONVERSATION]
[01:13:21.440 --> 01:13:25.440]   [SIDE CONVERSATION]
[01:13:25.440 --> 01:13:29.440]   [SIDE CONVERSATION]
[01:13:29.440 --> 01:13:33.440]   [SIDE CONVERSATION]
[01:13:34.440 --> 01:13:37.440]   [SIDE CONVERSATION]
[01:13:37.440 --> 01:13:41.440]   [SIDE CONVERSATION]
[01:13:41.440 --> 01:13:45.440]   [SIDE CONVERSATION]
[01:13:45.440 --> 01:13:49.440]   [SIDE CONVERSATION]
[01:13:49.440 --> 01:13:53.440]   [SIDE CONVERSATION]
[01:13:53.440 --> 01:13:57.440]   [SIDE CONVERSATION]
[01:13:57.440 --> 01:14:01.440]   [SIDE CONVERSATION]
[01:14:02.440 --> 01:14:05.440]   [SIDE CONVERSATION]
[01:14:05.440 --> 01:14:09.440]   [SIDE CONVERSATION]
[01:14:09.440 --> 01:14:13.440]   [SIDE CONVERSATION]
[01:14:13.440 --> 01:14:17.440]   [SIDE CONVERSATION]
[01:14:17.440 --> 01:14:21.440]   [SIDE CONVERSATION]
[01:14:21.440 --> 01:14:25.440]   [SIDE CONVERSATION]
[01:14:25.440 --> 01:14:29.440]   [SIDE CONVERSATION]
[01:14:30.440 --> 01:14:33.440]   [SIDE CONVERSATION]
[01:14:33.440 --> 01:14:37.440]   [SIDE CONVERSATION]
[01:14:37.440 --> 01:14:41.440]   [SIDE CONVERSATION]
[01:14:41.440 --> 01:14:45.440]   [SIDE CONVERSATION]
[01:14:45.440 --> 01:14:49.440]   [SIDE CONVERSATION]
[01:14:49.440 --> 01:14:53.440]   [SIDE CONVERSATION]
[01:14:53.440 --> 01:14:57.440]   [SIDE CONVERSATION]
[01:14:58.440 --> 01:15:01.440]   [SIDE CONVERSATION]
[01:15:01.440 --> 01:15:05.440]   [SIDE CONVERSATION]
[01:15:05.440 --> 01:15:09.440]   [SIDE CONVERSATION]
[01:15:09.440 --> 01:15:13.440]   [SIDE CONVERSATION]
[01:15:13.440 --> 01:15:17.440]   [SIDE CONVERSATION]
[01:15:17.440 --> 01:15:21.440]   [SIDE CONVERSATION]
[01:15:21.440 --> 01:15:25.440]   [SIDE CONVERSATION]
[01:15:26.440 --> 01:15:29.440]   [SIDE CONVERSATION]
[01:15:29.440 --> 01:15:33.440]   [SIDE CONVERSATION]
[01:15:33.440 --> 01:15:37.440]   [SIDE CONVERSATION]
[01:15:37.440 --> 01:15:41.440]   [SIDE CONVERSATION]
[01:15:41.440 --> 01:15:45.440]   [SIDE CONVERSATION]
[01:15:45.440 --> 01:15:49.440]   [SIDE CONVERSATION]
[01:15:49.440 --> 01:15:53.440]   [SIDE CONVERSATION]
[01:15:54.440 --> 01:15:57.440]   [SIDE CONVERSATION]
[01:15:57.440 --> 01:16:01.440]   [SIDE CONVERSATION]
[01:16:01.440 --> 01:16:05.440]   [SIDE CONVERSATION]
[01:16:05.440 --> 01:16:09.440]   [SIDE CONVERSATION]
[01:16:09.440 --> 01:16:13.440]   [SIDE CONVERSATION]
[01:16:13.440 --> 01:16:17.440]   [SIDE CONVERSATION]
[01:16:17.440 --> 01:16:21.440]   [SIDE CONVERSATION]
[01:16:22.440 --> 01:16:25.440]   [SIDE CONVERSATION]
[01:16:25.440 --> 01:16:29.440]   [SIDE CONVERSATION]
[01:16:29.440 --> 01:16:33.440]   [SIDE CONVERSATION]
[01:16:33.440 --> 01:16:37.440]   [SIDE CONVERSATION]
[01:16:37.440 --> 01:16:41.440]   [SIDE CONVERSATION]
[01:16:41.440 --> 01:16:45.440]   [SIDE CONVERSATION]
[01:16:45.440 --> 01:16:49.440]   [SIDE CONVERSATION]
[01:16:50.440 --> 01:16:53.440]   [SIDE CONVERSATION]
[01:16:53.440 --> 01:16:57.440]   [SIDE CONVERSATION]
[01:16:57.440 --> 01:17:01.440]   [SIDE CONVERSATION]
[01:17:01.440 --> 01:17:05.440]   [SIDE CONVERSATION]
[01:17:05.440 --> 01:17:09.440]   [SIDE CONVERSATION]
[01:17:09.440 --> 01:17:13.440]   [SIDE CONVERSATION]
[01:17:13.440 --> 01:17:17.440]   [SIDE CONVERSATION]
[01:17:18.440 --> 01:17:21.440]   [SIDE CONVERSATION]
[01:17:21.440 --> 01:17:25.440]   [SIDE CONVERSATION]
[01:17:25.440 --> 01:17:29.440]   [SIDE CONVERSATION]
[01:17:29.440 --> 01:17:33.440]   [SIDE CONVERSATION]
[01:17:33.440 --> 01:17:37.440]   [SIDE CONVERSATION]
[01:17:37.440 --> 01:17:41.440]   [SIDE CONVERSATION]
[01:17:41.440 --> 01:17:45.440]   [SIDE CONVERSATION]
[01:17:46.440 --> 01:17:49.440]   [SIDE CONVERSATION]
[01:17:49.440 --> 01:17:53.440]   [SIDE CONVERSATION]
[01:17:53.440 --> 01:17:57.440]   [SIDE CONVERSATION]
[01:17:57.440 --> 01:18:01.440]   [SIDE CONVERSATION]
[01:18:01.440 --> 01:18:05.440]   [SIDE CONVERSATION]
[01:18:05.440 --> 01:18:09.440]   [SIDE CONVERSATION]
[01:18:09.440 --> 01:18:13.440]   [SIDE CONVERSATION]
[01:18:14.440 --> 01:18:17.440]   [SIDE CONVERSATION]
[01:18:17.440 --> 01:18:21.440]   [SIDE CONVERSATION]
[01:18:21.440 --> 01:18:25.440]   [SIDE CONVERSATION]
[01:18:25.440 --> 01:18:29.440]   [SIDE CONVERSATION]
[01:18:29.440 --> 01:18:33.440]   [SIDE CONVERSATION]
[01:18:33.440 --> 01:18:37.440]   [SIDE CONVERSATION]
[01:18:37.440 --> 01:18:41.440]   [SIDE CONVERSATION]
[01:18:42.440 --> 01:18:45.440]   [SIDE CONVERSATION]
[01:18:45.440 --> 01:18:49.440]   [SIDE CONVERSATION]
[01:18:49.440 --> 01:18:53.440]   [SIDE CONVERSATION]
[01:18:53.440 --> 01:18:57.440]   [SIDE CONVERSATION]
[01:18:57.440 --> 01:19:01.440]   [SIDE CONVERSATION]
[01:19:01.440 --> 01:19:05.440]   [SIDE CONVERSATION]
[01:19:05.440 --> 01:19:09.440]   [SIDE CONVERSATION]
[01:19:10.440 --> 01:19:13.440]   [SIDE CONVERSATION]
[01:19:13.440 --> 01:19:17.440]   [SIDE CONVERSATION]
[01:19:17.440 --> 01:19:21.440]   [SIDE CONVERSATION]
[01:19:21.440 --> 01:19:25.440]   [SIDE CONVERSATION]
[01:19:25.440 --> 01:19:29.440]   [SIDE CONVERSATION]
[01:19:29.440 --> 01:19:33.440]   [SIDE CONVERSATION]
[01:19:33.440 --> 01:19:37.440]   [SIDE CONVERSATION]
[01:19:38.440 --> 01:19:41.440]   [SIDE CONVERSATION]
[01:19:41.440 --> 01:19:45.440]   [SIDE CONVERSATION]
[01:19:45.440 --> 01:19:49.440]   [SIDE CONVERSATION]
[01:19:49.440 --> 01:19:53.440]   [SIDE CONVERSATION]
[01:19:53.440 --> 01:19:57.440]   [SIDE CONVERSATION]
[01:19:57.440 --> 01:20:01.440]   [SIDE CONVERSATION]
[01:20:01.440 --> 01:20:05.440]   [SIDE CONVERSATION]
[01:20:06.440 --> 01:20:09.440]   [SIDE CONVERSATION]
[01:20:09.440 --> 01:20:13.440]   [SIDE CONVERSATION]
[01:20:13.440 --> 01:20:17.440]   [SIDE CONVERSATION]
[01:20:17.440 --> 01:20:21.440]   [SIDE CONVERSATION]
[01:20:21.440 --> 01:20:25.440]   [SIDE CONVERSATION]
[01:20:25.440 --> 01:20:29.440]   [SIDE CONVERSATION]
[01:20:29.440 --> 01:20:33.440]   [SIDE CONVERSATION]
[01:20:34.440 --> 01:20:37.440]   [SIDE CONVERSATION]
[01:20:37.440 --> 01:20:41.440]   [SIDE CONVERSATION]
[01:20:41.440 --> 01:20:45.440]   [SIDE CONVERSATION]
[01:20:45.440 --> 01:20:49.440]   [SIDE CONVERSATION]
[01:20:49.440 --> 01:20:53.440]   [SIDE CONVERSATION]
[01:20:53.440 --> 01:20:57.440]   [SIDE CONVERSATION]
[01:20:57.440 --> 01:21:01.440]   [SIDE CONVERSATION]
[01:21:02.440 --> 01:21:05.440]   [SIDE CONVERSATION]
[01:21:05.440 --> 01:21:09.440]   [SIDE CONVERSATION]
[01:21:09.440 --> 01:21:13.440]   [SIDE CONVERSATION]
[01:21:13.440 --> 01:21:17.440]   [SIDE CONVERSATION]
[01:21:17.440 --> 01:21:21.440]   [SIDE CONVERSATION]
[01:21:21.440 --> 01:21:25.440]   [SIDE CONVERSATION]
[01:21:25.440 --> 01:21:29.440]   [SIDE CONVERSATION]
[01:21:30.440 --> 01:21:33.440]   [SIDE CONVERSATION]
[01:21:33.440 --> 01:21:37.440]   [SIDE CONVERSATION]
[01:21:37.440 --> 01:21:41.440]   [SIDE CONVERSATION]
[01:21:41.440 --> 01:21:45.440]   [SIDE CONVERSATION]
[01:21:45.440 --> 01:21:49.440]   [SIDE CONVERSATION]
[01:21:49.440 --> 01:21:53.440]   [SIDE CONVERSATION]
[01:21:53.440 --> 01:21:57.440]   [SIDE CONVERSATION]
[01:21:58.440 --> 01:22:01.440]   [SIDE CONVERSATION]
[01:22:01.440 --> 01:22:05.440]   [SIDE CONVERSATION]
[01:22:05.440 --> 01:22:09.440]   [SIDE CONVERSATION]
[01:22:09.440 --> 01:22:13.440]   [SIDE CONVERSATION]
[01:22:13.440 --> 01:22:17.440]   [SIDE CONVERSATION]
[01:22:17.440 --> 01:22:21.440]   [SIDE CONVERSATION]
[01:22:21.440 --> 01:22:25.440]   [SIDE CONVERSATION]
[01:22:26.440 --> 01:22:29.440]   [SIDE CONVERSATION]
[01:22:29.440 --> 01:22:33.440]   [SIDE CONVERSATION]
[01:22:33.440 --> 01:22:37.440]   [SIDE CONVERSATION]
[01:22:37.440 --> 01:22:41.440]   [SIDE CONVERSATION]
[01:22:41.440 --> 01:22:45.440]   [SIDE CONVERSATION]
[01:22:45.440 --> 01:22:49.440]   [SIDE CONVERSATION]
[01:22:49.440 --> 01:22:53.440]   [SIDE CONVERSATION]
[01:22:54.440 --> 01:22:57.440]   [SIDE CONVERSATION]
[01:22:57.440 --> 01:23:01.440]   [SIDE CONVERSATION]
[01:23:01.440 --> 01:23:05.440]   [SIDE CONVERSATION]
[01:23:05.440 --> 01:23:09.440]   [SIDE CONVERSATION]
[01:23:09.440 --> 01:23:13.440]   [SIDE CONVERSATION]
[01:23:13.440 --> 01:23:17.440]   [SIDE CONVERSATION]
[01:23:17.440 --> 01:23:21.440]   [SIDE CONVERSATION]
[01:23:22.440 --> 01:23:25.440]   [SIDE CONVERSATION]
[01:23:25.440 --> 01:23:29.440]   [SIDE CONVERSATION]
[01:23:29.440 --> 01:23:33.440]   [SIDE CONVERSATION]
[01:23:33.440 --> 01:23:37.440]   [SIDE CONVERSATION]
[01:23:37.440 --> 01:23:41.440]   [SIDE CONVERSATION]
[01:23:41.440 --> 01:23:45.440]   [SIDE CONVERSATION]
[01:23:45.440 --> 01:23:49.440]   [SIDE CONVERSATION]
[01:23:50.440 --> 01:23:53.440]   [SIDE CONVERSATION]
[01:23:53.440 --> 01:23:57.440]   [SIDE CONVERSATION]
[01:23:57.440 --> 01:24:01.440]   [SIDE CONVERSATION]
[01:24:01.440 --> 01:24:05.440]   [SIDE CONVERSATION]
[01:24:05.440 --> 01:24:09.440]   [SIDE CONVERSATION]
[01:24:09.440 --> 01:24:13.440]   [SIDE CONVERSATION]
[01:24:13.440 --> 01:24:17.440]   [SIDE CONVERSATION]
[01:24:18.440 --> 01:24:21.440]   [SIDE CONVERSATION]
[01:24:21.440 --> 01:24:25.440]   [SIDE CONVERSATION]
[01:24:25.440 --> 01:24:29.440]   [SIDE CONVERSATION]
[01:24:29.440 --> 01:24:33.440]   [SIDE CONVERSATION]
[01:24:33.440 --> 01:24:37.440]   [SIDE CONVERSATION]
[01:24:37.440 --> 01:24:41.440]   [SIDE CONVERSATION]
[01:24:41.440 --> 01:24:45.440]   [SIDE CONVERSATION]
[01:24:46.440 --> 01:24:49.440]   [SIDE CONVERSATION]
[01:24:49.440 --> 01:24:53.440]   [SIDE CONVERSATION]
[01:24:53.440 --> 01:24:57.440]   [SIDE CONVERSATION]
[01:24:57.440 --> 01:25:01.440]   [SIDE CONVERSATION]
[01:25:01.440 --> 01:25:05.440]   [SIDE CONVERSATION]
[01:25:05.440 --> 01:25:09.440]   [SIDE CONVERSATION]
[01:25:09.440 --> 01:25:13.440]   [SIDE CONVERSATION]
[01:25:14.440 --> 01:25:17.440]   [SIDE CONVERSATION]
[01:25:17.440 --> 01:25:21.440]   [SIDE CONVERSATION]
[01:25:21.440 --> 01:25:25.440]   [SIDE CONVERSATION]
[01:25:25.440 --> 01:25:29.440]   [SIDE CONVERSATION]
[01:25:29.440 --> 01:25:33.440]   [SIDE CONVERSATION]
[01:25:33.440 --> 01:25:37.440]   [SIDE CONVERSATION]
