
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:36:11.840 --> 00:36:14.600]   dang it, I totally lost my train of thought, all right?
[00:36:14.600 --> 00:36:18.320]   If you think about these scenarios,
[00:36:18.320 --> 00:36:21.580]   Apostle Paul gives practical wisdom in that.
[00:36:21.580 --> 00:36:24.080]   If you think about what he's gonna say
[00:36:24.080 --> 00:36:25.020]   in the next couple of verses,
[00:36:25.020 --> 00:36:27.200]   he's gonna give practical wisdom in that.
[00:36:27.200 --> 00:36:30.440]   There are those of you who will function better
[00:36:30.440 --> 00:36:33.080]   if you're married, okay?
[00:36:33.080 --> 00:36:34.520]   But then he also gives practical wisdom
[00:36:34.520 --> 00:36:36.700]   in other verses later on, where he says,
[00:36:36.700 --> 00:36:39.800]   look, if you stay single like I did,
[00:36:40.760 --> 00:36:42.180]   then you're going to relieve yourself
[00:36:42.180 --> 00:36:44.500]   of some of the concerns that exist.
[00:36:44.500 --> 00:36:46.760]   And it is absolutely harder for a married man
[00:36:46.760 --> 00:36:47.840]   to do what I do.
[00:36:47.840 --> 00:36:49.400]   I mean, can you just jump on a boat?
[00:36:49.400 --> 00:36:50.240]   Can you be beaten?
[00:36:50.240 --> 00:36:52.080]   Can you be persecuted?
[00:36:52.080 --> 00:36:53.260]   Can you be chased out of towns?
[00:36:53.260 --> 00:36:55.000]   Can you just go for days hungry?
[00:36:55.000 --> 00:36:57.040]   Can you be shipwrecked with a family?
[00:36:57.040 --> 00:37:01.320]   So, Apostle Paul actually gives a lot of practical wisdom
[00:37:01.320 --> 00:37:02.680]   through these verses.
[00:37:02.680 --> 00:37:03.960]   And we actually have to heed that
[00:37:03.960 --> 00:37:05.820]   and we have to think about it.
[00:37:05.820 --> 00:37:08.280]   But I like the way that Grace put it is,
[00:37:08.280 --> 00:37:10.680]   but Apostle Paul, his intent,
[00:37:10.680 --> 00:37:12.440]   later on if you read verse 32,
[00:37:12.440 --> 00:37:13.640]   I'm gonna read the whole section for us,
[00:37:13.640 --> 00:37:16.740]   verse 32 to 35, this is something really important
[00:37:16.740 --> 00:37:19.000]   and something that I preached on before
[00:37:19.000 --> 00:37:21.040]   and it's good for us to review.
[00:37:21.040 --> 00:37:25.000]   Verse 32 says, "But I want you to be free from concern.
[00:37:25.000 --> 00:37:28.560]   "One who is unmarried is concerned
[00:37:28.560 --> 00:37:29.900]   "about the things of the Lord,
[00:37:29.900 --> 00:37:31.680]   "how he may please the Lord.
[00:37:31.680 --> 00:37:33.220]   "But the one who is married is concerned
[00:37:33.220 --> 00:37:35.100]   "about the things of the world,
[00:37:35.100 --> 00:37:36.960]   "how he may please his wife.
[00:37:36.960 --> 00:37:38.620]   "And his interests are divided.
[00:37:38.620 --> 00:37:40.520]   "The woman who is unmarried and the virgin
[00:37:40.520 --> 00:37:42.560]   "is concerned about the things of the Lord,
[00:37:42.560 --> 00:37:45.580]   "that she may be holy both in body and spirit.
[00:37:45.580 --> 00:37:47.640]   "But the one who is married is concerned
[00:37:47.640 --> 00:37:49.320]   "about the things of the world,
[00:37:49.320 --> 00:37:51.420]   "how she may please her husband.
[00:37:51.420 --> 00:37:52.940]   "This I say for your own benefit,
[00:37:52.940 --> 00:37:54.820]   "not to put a restraint upon you,
[00:37:54.820 --> 00:37:56.540]   "but to promote what is appropriate
[00:37:56.540 --> 00:38:01.340]   "and to secure undistracted devotion to the Lord."
[00:38:01.340 --> 00:38:04.780]   So in all honesty, in other passages of the Bible,
[00:38:04.780 --> 00:38:06.120]   he's gonna say, what is marriage?
[00:38:06.120 --> 00:38:07.820]   What is singleness?
[00:38:07.820 --> 00:38:11.240]   In the end, those are just two circumstances of your life.
[00:38:11.240 --> 00:38:13.260]   What is Apostle Paul really pursuing after
[00:38:13.260 --> 00:38:16.500]   is the ability to have committed,
[00:38:16.500 --> 00:38:20.060]   undivided attention to God, right?
[00:38:20.060 --> 00:38:21.660]   And that is what he desires.
[00:38:21.660 --> 00:38:22.900]   You know what's really interesting to me
[00:38:22.900 --> 00:38:24.780]   is I always believed, not always,
[00:38:24.780 --> 00:38:29.060]   but up until a little, maybe about a year or two ago,
[00:38:29.060 --> 00:38:31.020]   I just always assumed that Apostle Paul
[00:38:31.020 --> 00:38:32.620]   was a single man all his life.
[00:38:32.620 --> 00:38:35.700]   But after some thinking about it,
[00:38:35.700 --> 00:38:38.820]   I think actually Apostle Paul was probably a married man,
[00:38:38.820 --> 00:38:42.900]   but either his wife passed away or she left him.
[00:38:42.900 --> 00:38:45.420]   And you can imagine why.
[00:38:45.420 --> 00:38:48.260]   Because Apostle Paul was a member of the Sanhedrin.
[00:38:48.260 --> 00:38:50.420]   Apostle Paul was an up-and-coming leader
[00:38:50.420 --> 00:38:55.180]   in the Jewish environment of the whole religion, okay?
[00:38:55.180 --> 00:38:57.740]   He was a leader amongst leaders.
[00:38:57.740 --> 00:39:01.100]   And earlier I mentioned to you that there is a culture
[00:39:01.100 --> 00:39:02.100]   where if you're not married,
[00:39:02.100 --> 00:39:04.180]   then you're just not obeying the will of God.
[00:39:04.180 --> 00:39:06.860]   And like perhaps a lot of different religious environments
[00:39:06.860 --> 00:39:08.260]   in our day and age, if you're not married,
[00:39:08.260 --> 00:39:09.660]   then they don't see you as like,
[00:39:09.660 --> 00:39:11.420]   I don't know if you're qualified to be our leader.
[00:39:11.420 --> 00:39:13.020]   I'm pretty sure that Apostle Paul
[00:39:13.020 --> 00:39:17.460]   had that criteria checked off, you know what I mean?
[00:39:17.460 --> 00:39:20.840]   And what's more, later on when he speaks in verse eight,
[00:39:20.840 --> 00:39:23.900]   when he says, "To the unmarried and to the widows,
[00:39:23.900 --> 00:39:25.720]   "he say I say it is good for them
[00:39:25.720 --> 00:39:28.140]   "if they remain even as I,"
[00:39:28.140 --> 00:39:30.280]   he associates with who?
[00:39:30.280 --> 00:39:33.340]   The widows and the widowers.
[00:39:33.340 --> 00:39:35.140]   He associates with them.
[00:39:35.140 --> 00:39:36.780]   And I think there's a sense in which Apostle Paul
[00:39:36.780 --> 00:39:38.940]   knows what it means then to be married,
[00:39:38.940 --> 00:39:41.320]   and he knows what it means to be single.
[00:39:41.320 --> 00:39:43.820]   And in all this, he's not saying,
[00:39:43.820 --> 00:39:46.220]   I wish everybody was just like me,
[00:39:46.220 --> 00:39:48.620]   going through all sorts of hardship,
[00:39:48.620 --> 00:39:51.420]   going through all sorts of the various different struggles
[00:39:51.420 --> 00:39:53.940]   of individual who's been married and done that.
[00:39:53.940 --> 00:39:58.660]   But again, I think he's really focusing on this idea of,
[00:39:58.660 --> 00:40:01.220]   in the lot that God has given you,
[00:40:01.220 --> 00:40:05.420]   if you are single, there is an emphasis
[00:40:05.420 --> 00:40:08.940]   on being devoted to the Lord in that singleness.
[00:40:08.940 --> 00:40:11.300]   And if you are married, then fulfilling
[00:40:11.300 --> 00:40:13.300]   every responsibility of that marriage
[00:40:13.300 --> 00:40:15.540]   that's still in your marriage,
[00:40:15.540 --> 00:40:17.060]   you are faithful to the Lord.
[00:40:17.060 --> 00:40:18.660]   Does that make sense?
[00:40:18.660 --> 00:40:20.540]   And so either where you're single,
[00:40:20.540 --> 00:40:21.940]   you don't give room for the devil.
[00:40:21.940 --> 00:40:24.300]   When you are married, you don't give room for the devil.
[00:40:24.300 --> 00:40:26.280]   And spiritually, you're devoted.
[00:40:26.280 --> 00:40:30.540]   I think that's the intent of Apostle Paul, okay?
[00:40:30.540 --> 00:40:32.500]   So, by way of conclusion,
[00:40:32.500 --> 00:40:34.300]   the principles in this passage are important,
[00:40:34.300 --> 00:40:36.260]   and he makes very clear, look,
[00:40:36.260 --> 00:40:38.060]   there's nothing wrong with celibacy.
[00:40:38.060 --> 00:40:41.400]   As a matter of fact, it's a gift.
[00:40:41.400 --> 00:40:43.300]   There's absolutely nothing wrong with marriage,
[00:40:43.300 --> 00:40:45.060]   and there's absolutely nothing wrong with sex
[00:40:45.060 --> 00:40:48.060]   in the marriage, because that too is a gift.
[00:40:48.060 --> 00:40:51.300]   So earlier, going back all the way around to
[00:40:51.300 --> 00:40:53.820]   Grace's question, I think it was Grace who asked,
[00:40:53.820 --> 00:40:57.060]   I asked the question, how do you harmonize the idea
[00:40:57.060 --> 00:40:59.780]   that celibacy is good with the following verses?
[00:40:59.780 --> 00:41:02.900]   Genesis 2, 18, it is not good for a man to be alone.
[00:41:02.900 --> 00:41:05.260]   Genesis 1, 28, be fruitful and multiply.
[00:41:05.260 --> 00:41:07.180]   Proverbs, he who finds a wife,
[00:41:07.180 --> 00:41:08.780]   a good wife, finds a good thing.
[00:41:08.780 --> 00:41:11.400]   How do we reconcile the two?
[00:41:11.400 --> 00:41:18.160]   Anybody wanna take a shot at just,
[00:41:18.160 --> 00:41:21.760]   someone asks you the question, I'm a little confused.
[00:41:21.760 --> 00:41:25.700]   Apostle Paul is giving us some wise wisdom,
[00:41:25.700 --> 00:41:28.780]   but he says this is good in multiple occasions.
[00:41:28.780 --> 00:41:30.580]   Is it good to be celibate?
[00:41:30.580 --> 00:41:31.600]   What's best?
[00:41:31.600 --> 00:41:34.500]   How would you respond?
[00:41:34.500 --> 00:41:37.380]   You know?
[00:41:37.380 --> 00:41:39.580]   Brother, sister, I'm really confused.
[00:41:39.580 --> 00:41:41.020]   What's best?
[00:41:41.020 --> 00:41:43.740]   Try to stay single and fight my desire?
[00:41:43.740 --> 00:41:46.260]   Get married and fight the distraction?
[00:41:46.260 --> 00:41:47.540]   I mean, what's best here?
[00:41:47.540 --> 00:41:50.660]   Yes.
[00:41:50.660 --> 00:41:53.100]   - Pursue and enjoy the gift God gave you.
[00:41:53.100 --> 00:41:57.680]   - Nice, he says, pursue and enjoy the gift God gave you.
[00:41:58.680 --> 00:42:00.780]   Anything else you guys wanna add to that?
[00:42:00.780 --> 00:42:08.080]   You know, I asked the question at the end,
[00:42:08.080 --> 00:42:10.360]   you know, the advice that Apostle Paul gives,
[00:42:10.360 --> 00:42:14.120]   does every man have to try to obey
[00:42:14.120 --> 00:42:15.960]   every single advice in this chapter?
[00:42:15.960 --> 00:42:19.920]   And I think the great answer to that is what Matthew said.
[00:42:19.920 --> 00:42:21.640]   You need to be thankful and pursue the gift
[00:42:21.640 --> 00:42:25.520]   that God has given you, and be faithful with that gift.
[00:42:25.520 --> 00:42:27.700]   If God has given you the gift of celibacy,
[00:42:27.700 --> 00:42:29.940]   and that definitely is a gift, okay?
[00:42:29.940 --> 00:42:32.960]   Not everybody has a gift, but it's a gift.
[00:42:32.960 --> 00:42:35.320]   And if God has given that to you,
[00:42:35.320 --> 00:42:38.420]   thank the Lord and be found faithful with that gift.
[00:42:38.420 --> 00:42:43.920]   But if God enables you to find a woman, a husband,
[00:42:43.920 --> 00:42:48.120]   be thankful for that gift and be faithful with that gift.
[00:42:48.120 --> 00:42:49.640]   That's how you can reconcile this idea.
[00:42:49.640 --> 00:42:52.320]   There's passages in the Bible that says, get married.
[00:42:52.320 --> 00:42:53.600]   Other passages, stay single.
[00:42:53.600 --> 00:42:55.240]   What's best?
[00:42:55.240 --> 00:42:58.440]   What's best is the allotment that God has given you,
[00:42:58.440 --> 00:43:01.080]   rejoice and give thanks to the Lord.
[00:43:01.080 --> 00:43:01.920]   Okay?
[00:43:01.920 --> 00:43:03.000]   All right.
[00:43:03.000 --> 00:43:04.240]   Any questions about this passage?
[00:43:04.240 --> 00:43:05.080]   Yes.
[00:43:05.080 --> 00:43:08.240]   - One last thing is that Paul's encouragement
[00:43:08.240 --> 00:43:11.480]   to stay single or, you know, it's good to stay single,
[00:43:11.480 --> 00:43:13.360]   that's more of an actual advice,
[00:43:13.360 --> 00:43:14.400]   more than what I read.
[00:43:14.400 --> 00:43:18.000]   Genesis 2.18, that's what was commanded from God.
[00:43:18.000 --> 00:43:20.280]   God said it was not good for man to be alone,
[00:43:20.280 --> 00:43:22.480]   therefore I'll make a single helper.
[00:43:22.480 --> 00:43:25.320]   That seems to be like, we're not good alone.
[00:43:25.320 --> 00:43:28.600]   I need a helper to back us to become one.
[00:43:28.600 --> 00:43:29.440]   - Yeah.
[00:43:29.440 --> 00:43:30.280]   - Max is born.
[00:43:30.280 --> 00:43:31.120]   - Okay, okay.
[00:43:31.120 --> 00:43:33.840]   - It seems like without my helper, I'm not able to.
[00:43:33.840 --> 00:43:35.640]   So it's like God's command in Genesis 2
[00:43:35.640 --> 00:43:38.960]   versus Paul's practical advice,
[00:43:38.960 --> 00:43:40.160]   verse 57.
[00:43:40.160 --> 00:43:41.000]   - Yeah.
[00:43:41.000 --> 00:43:43.840]   - So when I go forth, don't start a girl's marriage.
[00:43:43.840 --> 00:43:44.680]   Five verses, okay?
[00:43:44.680 --> 00:43:47.400]   One, not good for man to be alone, right?
[00:43:47.400 --> 00:43:49.520]   Which leads to, if you find a wife, find a good thing.
[00:43:49.520 --> 00:43:51.640]   Which leads to three, children are good.
[00:43:51.640 --> 00:43:53.560]   You know, we multiply, which leads to four,
[00:43:53.560 --> 00:43:56.120]   children are a gift, which leads to five.
[00:43:56.120 --> 00:43:58.040]   You're on your sixth, tells us to raise our kids.
[00:43:58.040 --> 00:44:01.240]   So maybe all five verses, plus it's God's command,
[00:44:01.240 --> 00:44:05.080]   I would rather encourage everyone to get married.
[00:44:05.080 --> 00:44:05.920]   - All right.
[00:44:05.920 --> 00:44:08.280]   It's a great question, you guys heard his question, right?
[00:44:08.280 --> 00:44:09.320]   Okay, sure.
[00:44:09.320 --> 00:44:11.640]   So just so you guys know the question,
[00:44:11.640 --> 00:44:13.320]   which is a great question.
[00:44:13.320 --> 00:44:16.840]   Here in 1 Corinthians, it sounds like a practical advice,
[00:44:16.840 --> 00:44:20.040]   but then the stuff of the verses seems more
[00:44:20.040 --> 00:44:23.640]   like the framework of mankind, more a general principle.
[00:44:23.640 --> 00:44:25.920]   Okay.
[00:44:25.920 --> 00:44:29.080]   - You're absolutely right.
[00:44:29.080 --> 00:44:32.080]   Paul's practical advice is very contextually limited
[00:44:32.080 --> 00:44:34.880]   to this period of history, short term.
[00:44:34.880 --> 00:44:37.440]   Because, verse 29.
[00:44:37.440 --> 00:44:42.160]   Verse 29 reads, "But this I say, brethren,
[00:44:42.160 --> 00:44:43.800]   "the time has been shortened."
[00:44:43.800 --> 00:44:47.600]   The time has been shortened, so there's something going on
[00:44:47.600 --> 00:44:51.680]   in his day and age, which gives him this urgency
[00:44:51.680 --> 00:44:53.320]   about practical advice.
[00:44:53.320 --> 00:44:55.880]   "The time has been shortened, so that from now on,
[00:44:55.880 --> 00:45:00.880]   "those who have lives should be as though they had none.
[00:45:00.880 --> 00:45:03.960]   "And those who weep as though they did not,
[00:45:03.960 --> 00:45:06.800]   "and those who rejoice as though they did not rejoice,
[00:45:06.800 --> 00:45:09.560]   "and those who buy as though they did not possess,
[00:45:09.560 --> 00:45:13.200]   "very interesting, and those who use the world
[00:45:13.200 --> 00:45:16.360]   "as though they did not make a whole reason for it,
[00:45:16.360 --> 00:45:19.320]   "for the form of this world is passing away."
[00:45:19.320 --> 00:45:21.440]   Paul's practical advice is, after all,
[00:45:21.440 --> 00:45:25.160]   because of a quickening that's happening in the culture,
[00:45:25.160 --> 00:45:26.680]   and I think it's because of the announcement
[00:45:26.680 --> 00:45:29.440]   of persecution, and that's why he's saying,
[00:45:29.440 --> 00:45:31.720]   don't have to rejoice, and don't have to,
[00:45:31.720 --> 00:45:33.320]   you're gonna just possess everything,
[00:45:33.320 --> 00:45:35.080]   because you don't know what's gonna happen tomorrow.
[00:45:35.080 --> 00:45:38.960]   There is a quickening of the pace of global events
[00:45:38.960 --> 00:45:42.240]   at the time, which is going to make it so much harder
[00:45:42.240 --> 00:45:45.520]   to be married, stay married, raise children.
[00:45:45.520 --> 00:45:47.040]   There's a lot at stake.
[00:45:47.040 --> 00:45:49.000]   If you're married, can you imagine your wife
[00:45:49.000 --> 00:45:51.400]   being tortured in front of you?
[00:45:51.400 --> 00:45:52.240]   What would you do?
[00:45:52.240 --> 00:45:53.600]   How would you handle it?
[00:45:53.600 --> 00:45:55.400]   That's what Paul's sitting on, rising,
[00:45:55.400 --> 00:45:58.960]   so his practical advice is just a concern
[00:45:58.960 --> 00:46:00.720]   in light of what's coming.
[00:46:00.720 --> 00:46:01.960]   You're absolutely right, in general,
[00:46:01.960 --> 00:46:03.080]   that is God's concern.
[00:46:03.080 --> 00:46:04.760]   He's thinking about that.
[00:46:04.760 --> 00:46:05.800]   >> Yeah, good.
[00:46:05.800 --> 00:46:08.040]   Good, good.
[00:46:08.040 --> 00:46:11.680]   So the answer on the level of,
[00:46:11.680 --> 00:46:15.680]   contextually, in understanding the environment,
[00:46:15.680 --> 00:46:17.920]   understanding their times is good,
[00:46:17.920 --> 00:46:20.560]   but also, again, comes back to the idea that,
[00:46:20.560 --> 00:46:25.640]   if you look at those principles that we see
[00:46:25.640 --> 00:46:28.760]   from Genesis and the Book of Proverbs and whatnot,
[00:46:28.760 --> 00:46:32.880]   so you see what it is, is I can say something like this.
[00:46:32.880 --> 00:46:36.120]   It seems that, for just about everybody,
[00:46:36.120 --> 00:46:38.400]   just about, the general principle
[00:46:38.400 --> 00:46:41.880]   and the general lifestyle that a Christian is going to live
[00:46:41.880 --> 00:46:44.440]   is going to be in the context of family.
[00:46:44.440 --> 00:46:47.120]   It seems that God, for the most part,
[00:46:47.120 --> 00:46:48.920]   wants people to have marriages
[00:46:48.920 --> 00:46:52.280]   and marriages that are godly, right?
[00:46:52.280 --> 00:46:54.720]   But it's very clear, too, that,
[00:46:54.720 --> 00:46:56.480]   not just through this passage,
[00:46:56.480 --> 00:46:58.480]   but in other examples in the Bible,
[00:46:58.480 --> 00:47:02.120]   God has used people who were by themselves,
[00:47:02.120 --> 00:47:04.840]   were not married, but were incredibly fruitful
[00:47:04.840 --> 00:47:06.920]   and used by God, right?
[00:47:06.920 --> 00:47:08.360]   And in no way were they disobeying.
[00:47:08.360 --> 00:47:09.520]   the general principles of God,
[00:47:09.520 --> 00:47:11.360]   but that's because that was specifically
[00:47:11.360 --> 00:47:13.280]   God's gifting to them.
[00:47:13.280 --> 00:47:16.560]   So, other examples, like there's so many examples of that.
[00:47:16.560 --> 00:47:19.480]   There's a lady by the name of Anna, you know,
[00:47:19.480 --> 00:47:21.560]   who essentially devoted her life
[00:47:21.560 --> 00:47:23.960]   to praying and serving in the temple.
[00:47:23.960 --> 00:47:25.360]   And she had lost her husband,
[00:47:25.360 --> 00:47:28.200]   but she remained single and served in that way.
[00:47:28.200 --> 00:47:32.280]   But that was her lot, and she was found very faithful.
[00:47:32.280 --> 00:47:34.480]   So there's a difference between, let's say,
[00:47:34.480 --> 00:47:37.480]   teaching in the Bible that is a direct command
[00:47:37.480 --> 00:47:39.720]   and application to all, obviously,
[00:47:39.720 --> 00:47:41.840]   as opposed to this, perhaps,
[00:47:41.840 --> 00:47:44.400]   in redemptive and collective human history,
[00:47:44.400 --> 00:47:46.720]   is a general projection of every man,
[00:47:46.720 --> 00:47:48.240]   but obviously you have giftings that,
[00:47:48.240 --> 00:47:50.000]   obviously, God has expected various things
[00:47:50.000 --> 00:47:51.640]   from their lives, you know?
[00:47:51.640 --> 00:47:53.560]   So we have to have a category for that, too.
[00:47:53.560 --> 00:47:56.280]   General principle, specific gifting, you know?
[00:47:56.280 --> 00:47:59.200]   Well, thank you for that explanation, Matt.
[00:47:59.200 --> 00:48:01.000]   That was really good.
[00:48:01.000 --> 00:48:02.680]   Okay, any other questions?
[00:48:02.680 --> 00:48:04.820]   Sorry, Matthew.
[00:48:04.820 --> 00:48:06.760]   Any other questions?
[00:48:07.200 --> 00:48:09.360]   (murmurs)
[00:48:09.360 --> 00:48:10.640]   Okay, great.
[00:48:10.640 --> 00:48:13.080]   So I hope you guys have a good time of discussion.
[00:48:13.080 --> 00:48:17.200]   I do think we should talk about, like,
[00:48:17.200 --> 00:48:19.080]   you know, some of these passages,
[00:48:19.080 --> 00:48:21.880]   especially, just take a look at verse eight and nine.
[00:48:21.880 --> 00:48:24.000]   Sometimes you will hear these passages,
[00:48:24.000 --> 00:48:26.600]   and then sometimes maybe you heard good advice from it,
[00:48:26.600 --> 00:48:29.480]   and sometimes maybe you heard bad advice from it, you know?
[00:48:29.480 --> 00:48:32.080]   Talk about that and thinking about,
[00:48:32.080 --> 00:48:34.520]   this is wisdom, you know?
[00:48:34.520 --> 00:48:36.960]   What I mentioned on Sunday,
[00:48:36.960 --> 00:48:38.640]   I feel like 1 Corinthians teaches you
[00:48:38.640 --> 00:48:41.240]   such great wisdom about life.
[00:48:41.240 --> 00:48:42.360]   Yeah, it's wisdom.
[00:48:42.360 --> 00:48:44.920]   And so, when you think about giving advice to people,
[00:48:44.920 --> 00:48:46.020]   how should we do it?
[00:48:46.020 --> 00:48:47.480]   What are our limitations in that?
[00:48:47.480 --> 00:48:49.280]   I think we should talk about that, okay?
[00:48:49.280 --> 00:48:50.360]   All right, let's bow in prayer,
[00:48:50.360 --> 00:48:52.640]   and then you guys can jump into your discussion time.
[00:48:52.640 --> 00:48:54.880]   Heavenly Father, we thank you so much, God.
[00:48:54.880 --> 00:48:58.480]   We thank you, Lord, that in thinking about this whole topic,
[00:48:58.480 --> 00:49:01.280]   we realize, Lord, you have gifted us.
[00:49:01.280 --> 00:49:05.160]   God, you have constantly given to us, and we thank you.
[00:49:05.160 --> 00:49:09.520]   Father God, we also pray that we would be found faithful.
[00:49:09.520 --> 00:49:13.880]   Lord, that we would not become so self-centered,
[00:49:13.880 --> 00:49:16.200]   self-seeking, and God, that our ambitions
[00:49:16.200 --> 00:49:18.200]   would not get the best of the scenario,
[00:49:18.200 --> 00:49:20.960]   where we want things outside of your blessing.
[00:49:20.960 --> 00:49:23.520]   We want things outside of what you've ordained.
[00:49:23.520 --> 00:49:27.000]   And dare not be, Father God, that we would, you know,
[00:49:27.000 --> 00:49:29.120]   put ourselves above your scripture,
[00:49:29.120 --> 00:49:31.920]   above your standards, and go overboard.
[00:49:31.920 --> 00:49:33.560]   I pray, Father God, that rather,
[00:49:33.560 --> 00:49:35.840]   we would continue to walk in a way
[00:49:35.840 --> 00:49:38.360]   where our greatest desire is to be
[00:49:38.360 --> 00:49:40.520]   most pleasing and faithful to you.
[00:49:40.520 --> 00:49:42.040]   That regardless of the circumstance,
[00:49:42.040 --> 00:49:46.080]   we would desire to abide in your will,
[00:49:46.080 --> 00:49:49.520]   and God, truly, do things according to your way.
[00:49:49.520 --> 00:49:52.820]   Father, I do pray that as we've been talking a lot about,
[00:49:52.820 --> 00:49:55.800]   perhaps, physical purity,
[00:49:55.800 --> 00:49:59.120]   we've been talking about marriage, and all that stuff.
[00:49:59.120 --> 00:50:01.120]   And Lord, we all confess, actually,
[00:50:01.120 --> 00:50:03.080]   this is a huge facet of our lives,
[00:50:03.080 --> 00:50:04.480]   and for many of us, this is probably
[00:50:04.480 --> 00:50:08.040]   one of the more distracting elements of our lives, as well.
[00:50:08.040 --> 00:50:10.560]   I pray, Father God, that you'd both grant us
[00:50:10.560 --> 00:50:13.480]   clarity of the issue, but also strength, Lord God,
[00:50:13.480 --> 00:50:15.320]   that we might persevere through
[00:50:15.320 --> 00:50:17.160]   various circumstances of our lives.
[00:50:17.160 --> 00:50:18.960]   We thank you in Christ's name, amen.
[00:50:18.960 --> 00:50:20.920]   Alright.

