
[00:00:00.000 --> 00:00:05.000]   [ Silence ]
[00:34:05.120 --> 00:34:06.520]   that kind of time, right?
[00:34:06.520 --> 00:34:11.800]   So discipleship in our church, when we were younger,
[00:34:11.800 --> 00:34:15.960]   and it was mostly young singles and collegians,
[00:34:15.960 --> 00:34:17.160]   that's what it looked like.
[00:34:17.160 --> 00:34:19.460]   We had small groups, small group leaders,
[00:34:19.460 --> 00:34:21.140]   disciple the younger guys,
[00:34:21.140 --> 00:34:23.220]   and it was working great.
[00:34:23.220 --> 00:34:26.400]   So up to about 150 to 200 people,
[00:34:26.400 --> 00:34:30.060]   we had a highly committed, highly mobilized church.
[00:34:30.060 --> 00:34:31.580]   And when we were at 200,
[00:34:31.580 --> 00:34:34.780]   170 people in our church went out to China
[00:34:34.780 --> 00:34:36.100]   for short term missions.
[00:34:36.100 --> 00:34:40.220]   Out of the 170, 40 of them actually lived in China
[00:34:40.220 --> 00:34:43.620]   for anywhere from six months to a year or two years.
[00:34:43.620 --> 00:34:44.980]   We had Friday night prayer meeting,
[00:34:44.980 --> 00:34:47.060]   almost the whole church attended.
[00:34:47.060 --> 00:34:48.560]   Every time we sent people out to China,
[00:34:48.560 --> 00:34:49.580]   the whole church would show up.
[00:34:49.580 --> 00:34:51.560]   So we actually had to tell them to stop coming out.
[00:34:51.560 --> 00:34:53.700]   We don't need your support, right?
[00:34:53.700 --> 00:34:55.080]   We were just causing chaos at church.
[00:34:55.080 --> 00:34:57.360]   That's how the church was like in the early church.
[00:34:57.360 --> 00:34:59.940]   We would go out to eat, 100% attendance.
[00:34:59.940 --> 00:35:02.780]   So anytime we were at church,
[00:35:02.780 --> 00:35:05.180]   if somebody didn't show up, they got 15 phone calls.
[00:35:05.180 --> 00:35:07.300]   And it wasn't because of our welcome team.
[00:35:07.300 --> 00:35:10.000]   It was just our church was that tight.
[00:35:10.000 --> 00:35:12.260]   When we started having problems was,
[00:35:12.260 --> 00:35:14.980]   as our church started going beyond 200,
[00:35:14.980 --> 00:35:16.180]   the people who were at the core,
[00:35:16.180 --> 00:35:18.380]   we have about 35, 40 leaders in the church
[00:35:18.380 --> 00:35:19.980]   who were trained that way,
[00:35:19.980 --> 00:35:22.620]   all of a sudden got married and started having kids.
[00:35:22.620 --> 00:35:24.420]   So they started dropping out because,
[00:35:24.420 --> 00:35:26.280]   or taking a break, that's the term that's used.
[00:35:26.280 --> 00:35:27.900]   They're taking a break because they have to take care
[00:35:27.900 --> 00:35:30.040]   of their kids, understandably.
[00:35:30.040 --> 00:35:33.460]   So we went from 30 leaders to maybe about 15.
[00:35:33.460 --> 00:35:36.420]   And then we went from 200 to 300.
[00:35:36.420 --> 00:35:39.980]   And so the small groups, we weren't able to run
[00:35:39.980 --> 00:35:42.500]   this discipleship program in it anymore.
[00:35:42.500 --> 00:35:44.780]   And so the small groups that we were running,
[00:35:44.780 --> 00:35:46.660]   I started understanding why the large church
[00:35:46.660 --> 00:35:48.660]   is just pump anybody in.
[00:35:48.660 --> 00:35:50.060]   Because we have a small group,
[00:35:50.060 --> 00:35:51.300]   we have these people who are in need.
[00:35:51.300 --> 00:35:53.180]   So we just get the next best person.
[00:35:53.180 --> 00:35:55.300]   And as a church kept on growing,
[00:35:55.300 --> 00:35:57.980]   that temptation was growing.
[00:35:57.980 --> 00:35:59.960]   So anybody who has any kind of interest,
[00:35:59.960 --> 00:36:02.620]   any maturity, who speaks English
[00:36:02.620 --> 00:36:04.340]   and has a Bible they can read,
[00:36:04.340 --> 00:36:05.180]   you know what I mean?
[00:36:05.180 --> 00:36:06.540]   There's temptation to kind of plug them in
[00:36:06.540 --> 00:36:09.460]   so that they can serve, to keep this going.
[00:36:09.460 --> 00:36:11.620]   And so we came to the conclusion that we don't want that.
[00:36:11.620 --> 00:36:13.580]   That's not what our church believes.
[00:36:13.580 --> 00:36:14.620]   And so this is not working.
[00:36:14.620 --> 00:36:17.420]   We're not producing leaders fast enough
[00:36:17.420 --> 00:36:19.100]   to deal with the number of people coming.
[00:36:19.100 --> 00:36:21.940]   And even the leaders that we did disciple,
[00:36:21.940 --> 00:36:23.940]   they were dropping out 'cause they were having kids.
[00:36:23.940 --> 00:36:26.100]   And that all happened all at the same time.
[00:36:26.100 --> 00:36:27.260]   So that's when we went from,
[00:36:27.260 --> 00:36:29.880]   okay, this small group system is not working.
[00:36:29.880 --> 00:36:31.660]   We're gonna go back to the larger teaching
[00:36:31.660 --> 00:36:33.780]   and then break up into small groups
[00:36:33.780 --> 00:36:35.660]   where it's not discipleship necessarily,
[00:36:35.660 --> 00:36:37.840]   but we're hoping that within the small group,
[00:36:37.840 --> 00:36:40.220]   there's gonna be community and discussion
[00:36:40.220 --> 00:36:43.900]   and maybe some discipleship in some of the groups
[00:36:43.900 --> 00:36:45.100]   that are able to handle it.
[00:36:45.100 --> 00:36:46.900]   And so that's kind of how we did it.
[00:36:46.900 --> 00:36:49.420]   But there is a gap.
[00:36:49.420 --> 00:36:51.380]   You know, it's not like we don't wanna raise up leaders.
[00:36:51.380 --> 00:36:52.720]   We don't wanna be serious.
[00:36:52.720 --> 00:36:56.300]   But since then, obviously the church has doubled.
[00:36:56.300 --> 00:37:00.300]   You know, and we've also sent out a church out to BMC.
[00:37:00.300 --> 00:37:02.980]   Majority of the BMC were core members that went.
[00:37:02.980 --> 00:37:04.940]   It wasn't like the fringe people.
[00:37:04.940 --> 00:37:06.580]   It was like the core core members
[00:37:06.580 --> 00:37:08.460]   were at a church for 10 years.
[00:37:08.460 --> 00:37:09.860]   They packed up their bags.
[00:37:09.860 --> 00:37:11.340]   And a lot of those people were people
[00:37:11.340 --> 00:37:12.960]   who actually lived in China,
[00:37:12.960 --> 00:37:15.020]   who were praying about going out to China.
[00:37:15.020 --> 00:37:17.980]   And then when BMC was being planted,
[00:37:17.980 --> 00:37:19.540]   said, "Well, we'll go there instead then,"
[00:37:19.540 --> 00:37:21.380]   since that's where our church is doing mission.
[00:37:21.380 --> 00:37:23.820]   That's why about 30 people,
[00:37:23.820 --> 00:37:27.060]   majority of them were young singles or married people
[00:37:27.060 --> 00:37:28.820]   who went up with Pastor Aaron.
[00:37:28.820 --> 00:37:32.060]   So with Pastor Aaron, our former youth pastor went up.
[00:37:32.060 --> 00:37:34.780]   We had two deacons.
[00:37:34.780 --> 00:37:37.860]   Yeah, two deacons all go up along with core members.
[00:37:37.860 --> 00:37:42.140]   So even the small group of workers who were there,
[00:37:42.140 --> 00:37:43.940]   you know, they packed up and they went.
[00:37:43.940 --> 00:37:46.340]   And then, so we had this gap.
[00:37:46.340 --> 00:37:48.060]   Okay, so we want to disciple the church,
[00:37:48.060 --> 00:37:49.000]   but how do we do this?
[00:37:49.000 --> 00:37:54.000]   So the way that we have it now, okay,
[00:37:54.000 --> 00:37:56.580]   and again, we're not saying that this is exactly
[00:37:56.580 --> 00:37:58.900]   what we're gonna be doing for the next 10 years.
[00:37:58.900 --> 00:38:01.300]   There's three tiers of discipleship.
[00:38:01.300 --> 00:38:04.700]   The first tier is kind of thrown on a net, right?
[00:38:04.700 --> 00:38:07.700]   Thrown on a net is like on Sunday, we're preaching.
[00:38:07.700 --> 00:38:11.120]   And the primary way of discipleship for the whole church
[00:38:11.120 --> 00:38:14.260]   is through the large teaching and preaching, right?
[00:38:14.260 --> 00:38:21.260]   And it should be at some point in our walk with God,
[00:38:21.260 --> 00:38:24.100]   the word of God should be sufficient enough, right?
[00:38:24.100 --> 00:38:26.500]   It should be sufficient enough.
[00:38:26.500 --> 00:38:30.060]   Because God did not put like, here's the word of God,
[00:38:30.060 --> 00:38:31.580]   but it needs, the word of God has to come to you
[00:38:31.580 --> 00:38:34.260]   in this avenue, or else you can't grow.
[00:38:34.260 --> 00:38:36.340]   That's not what the scripture says.
[00:38:36.340 --> 00:38:38.700]   And typically, when we talk about this one-to-one model,
[00:38:38.700 --> 00:38:42.060]   it's always talk about what Jesus had the 12 disciples.
[00:38:42.060 --> 00:38:44.220]   Paul says, "And trust the faithful men
[00:38:44.220 --> 00:38:46.860]   "who will be able to disciple others also."
[00:38:46.860 --> 00:38:50.960]   Even in Jesus's ministry, there were the multitudes, right?
[00:38:50.960 --> 00:38:52.500]   Within them, there were some real followers
[00:38:52.500 --> 00:38:53.580]   and there were not.
[00:38:53.580 --> 00:38:56.460]   And then the second tier, he had disciples
[00:38:56.460 --> 00:39:00.340]   who followed along with him, like Simeon,
[00:39:00.340 --> 00:39:05.340]   like his mother, James and John's mom, sister.
[00:39:05.340 --> 00:39:07.900]   So we had a group of women who were following him,
[00:39:07.900 --> 00:39:11.500]   who were called his disciples, but they weren't apostles.
[00:39:11.500 --> 00:39:13.100]   So if you look at Jesus's ministry,
[00:39:13.100 --> 00:39:15.420]   he has a public ministry to the multitudes,
[00:39:15.420 --> 00:39:19.180]   he has ministry for the few that he's been ministering to,
[00:39:19.180 --> 00:39:20.900]   and then he had a ministry to the 12,
[00:39:20.900 --> 00:39:23.500]   and even within the 12, he had the three
[00:39:23.500 --> 00:39:26.180]   that he really committed to, right?
[00:39:26.180 --> 00:39:27.740]   And they were all being raised up
[00:39:27.740 --> 00:39:32.400]   for the purpose of planting churches and their apostles.
[00:39:32.400 --> 00:39:34.320]   When apostle Paul says, second Timothy 2.2,
[00:39:34.320 --> 00:39:35.620]   "And trust the faithful men who will be able
[00:39:35.620 --> 00:39:37.040]   "to teach others also,"
[00:39:37.040 --> 00:39:39.160]   he's talking to a pastor,
[00:39:39.160 --> 00:39:42.940]   telling him to establish leaders in the church.
[00:39:42.940 --> 00:39:44.620]   He wasn't saying that that's a system
[00:39:44.620 --> 00:39:46.980]   that every single Christian needs to be under
[00:39:46.980 --> 00:39:48.300]   or they can't grow.
[00:39:48.300 --> 00:39:50.220]   Because if you look at the early church,
[00:39:50.220 --> 00:39:53.380]   who discipled the 3,000 people who got converted?
[00:39:53.380 --> 00:39:54.860]   Who discipled the 4,000 people
[00:39:54.860 --> 00:39:57.500]   who got converted initially, right?
[00:39:57.500 --> 00:39:59.740]   So the only thing that is mandated in scripture
[00:39:59.740 --> 00:40:01.540]   that is necessary for salvation
[00:40:01.540 --> 00:40:03.660]   and spiritual growth is his word.
[00:40:03.660 --> 00:40:06.520]   Now, it doesn't have to be from the pulpit,
[00:40:06.520 --> 00:40:07.980]   it can be from one to one,
[00:40:07.980 --> 00:40:09.740]   it could be in a small group,
[00:40:09.740 --> 00:40:14.020]   but anytime we put confidence in human system,
[00:40:14.020 --> 00:40:15.860]   you're gonna eventually get burned
[00:40:15.860 --> 00:40:18.460]   'cause they're gonna disappoint you.
[00:40:18.460 --> 00:40:20.740]   And you're gonna end up going from church to church
[00:40:20.740 --> 00:40:23.380]   and group to group looking for another person
[00:40:23.380 --> 00:40:25.320]   to attach yourself to.
[00:40:25.320 --> 00:40:26.340]   Is it wrong?
[00:40:26.340 --> 00:40:27.860]   No, it's not wrong.
[00:40:27.860 --> 00:40:30.940]   But having a disciple who disciples you
[00:40:30.940 --> 00:40:33.380]   is a great gift that you can have,
[00:40:33.380 --> 00:40:35.180]   but it's a crutch.
[00:40:35.180 --> 00:40:37.300]   It's a crutch because God didn't say,
[00:40:37.300 --> 00:40:39.380]   if you don't have somebody committed to you
[00:40:39.380 --> 00:40:40.780]   to guide you, you can't grow.
[00:40:40.780 --> 00:40:43.180]   God said everything we need for life of Godliness,
[00:40:43.180 --> 00:40:45.800]   we have in the knowledge of his son, right?
[00:40:45.800 --> 00:40:48.580]   So anything that we put in between that,
[00:40:48.580 --> 00:40:51.620]   we're adding a mediator that's necessary.
[00:40:51.620 --> 00:40:52.660]   It is not necessary.
[00:40:52.660 --> 00:40:55.840]   It could be helpful, but it's not necessary, right?
[00:40:55.840 --> 00:40:59.340]   The way we approach discipleship is throw a net, right?
[00:40:59.340 --> 00:41:00.780]   And then the second tier are people
[00:41:00.780 --> 00:41:03.460]   who are responding and bearing fruit
[00:41:03.460 --> 00:41:04.460]   and we're aware of them.
[00:41:04.460 --> 00:41:06.380]   So they're serving, right?
[00:41:06.380 --> 00:41:08.620]   They're serving in the background, they're volunteering.
[00:41:08.620 --> 00:41:12.020]   And then the tier where we pay more special attention
[00:41:12.020 --> 00:41:13.140]   are people who are hungry saying,
[00:41:13.140 --> 00:41:17.580]   hey, can I be discipled for this purpose, right?
[00:41:17.580 --> 00:41:19.860]   If somebody ever asked me to disciple them
[00:41:19.860 --> 00:41:22.220]   and they're serious and I see that there's a pattern
[00:41:22.220 --> 00:41:24.080]   of seriousness in their life,
[00:41:24.080 --> 00:41:26.380]   the first thing I check to see is,
[00:41:26.380 --> 00:41:30.260]   are you being obedient to what you already know, right?
[00:41:30.260 --> 00:41:32.780]   Somebody came to me, you know, not too long ago
[00:41:32.780 --> 00:41:34.660]   and asked me to disciple them.
[00:41:34.660 --> 00:41:37.300]   And then I asked him, I went to,
[00:41:37.300 --> 00:41:38.220]   are you doing these things?
[00:41:38.220 --> 00:41:39.060]   And he said, no.
[00:41:39.060 --> 00:41:41.220]   I said, what do you think is gonna happen
[00:41:41.220 --> 00:41:44.140]   if I meet with you on a regular basis?
[00:41:44.140 --> 00:41:47.900]   I'm gonna ask you to do these things, right?
[00:41:47.900 --> 00:41:50.780]   Then he stopped asking me, right?
[00:41:50.780 --> 00:41:53.720]   So discipleship, sometimes the way people think
[00:41:53.720 --> 00:41:57.300]   of discipleship is somebody to kind of life coach.
[00:41:57.300 --> 00:41:59.820]   It'd be great to have somebody older that I can pour out to
[00:41:59.820 --> 00:42:01.100]   and they can pour out into my life.
[00:42:01.100 --> 00:42:03.700]   But, you know, the discipleship is teaching them
[00:42:03.700 --> 00:42:06.620]   to observe all that I have commanded you, right?
[00:42:06.620 --> 00:42:10.580]   And so does everybody really want that?
[00:42:10.580 --> 00:42:14.900]   You know, and if you do, yes, it is available.
[00:42:14.900 --> 00:42:16.260]   It's just not publicized.
[00:42:16.260 --> 00:42:18.420]   We don't just come out and say,
[00:42:18.420 --> 00:42:20.040]   anybody who wants discipleship to come,
[00:42:20.040 --> 00:42:22.060]   we have 200 people that come and show up
[00:42:22.060 --> 00:42:23.980]   and maybe we have 25 people
[00:42:23.980 --> 00:42:25.300]   who are discipling in the background.
[00:42:25.300 --> 00:42:27.380]   We don't have enough resources.
[00:42:27.380 --> 00:42:29.540]   So what I encourage you to do is,
[00:42:29.540 --> 00:42:31.500]   if that's the kind of discipleship you want,
[00:42:31.500 --> 00:42:35.340]   you wanna be challenged, you know, being fed, you know,
[00:42:35.340 --> 00:42:38.420]   in a larger scale where just being thrown out,
[00:42:38.420 --> 00:42:41.740]   like you want something more specific, right?
[00:42:41.740 --> 00:42:44.500]   And you wanna be challenged that way, come and ask us
[00:42:44.500 --> 00:42:45.820]   and we'll connect you to people
[00:42:45.820 --> 00:42:48.060]   that can actually sit with you and disciple you.
[00:42:48.060 --> 00:42:51.260]   But it is not proclaimed, it is not just given, you know,
[00:42:51.260 --> 00:42:54.780]   because not a lot of people respond to that.
[00:42:54.780 --> 00:42:57.060]   They want it up to a certain point.
[00:42:57.060 --> 00:42:58.420]   And then beyond that, they're kind of like,
[00:42:58.420 --> 00:43:00.540]   ah, I don't know if I, you know.
[00:43:00.540 --> 00:43:01.740]   So I'm not saying that every Christian
[00:43:01.740 --> 00:43:04.820]   shouldn't be discipled, but for the most part,
[00:43:04.820 --> 00:43:08.700]   what's mandated in scripture is the Word, right?
[00:43:08.700 --> 00:43:12.180]   So if you're thinking that preaching of the Word of God
[00:43:12.180 --> 00:43:16.820]   is not enough, look carefully into the scripture, right?
[00:43:16.820 --> 00:43:20.220]   Because predominantly from the beginning to the end,
[00:43:20.220 --> 00:43:22.020]   God said it is sufficient.
[00:43:22.020 --> 00:43:23.860]   The Word of God is sufficient.
[00:43:23.860 --> 00:43:26.700]   Not man, not system, not one-to-one,
[00:43:26.700 --> 00:43:28.220]   not an older brother, not older sister,
[00:43:28.220 --> 00:43:29.900]   but the Word of God, right?
[00:43:29.900 --> 00:43:31.380]   And how we respond to that.
[00:43:31.380 --> 00:43:34.380]   Everything else is kind of like charity, right?
[00:43:34.380 --> 00:43:36.900]   It tastes better, it's a blessing of God.
[00:43:36.900 --> 00:43:38.540]   Sometimes it's great to run with people,
[00:43:38.540 --> 00:43:40.620]   sometimes you're completely isolated.
[00:43:40.620 --> 00:43:43.180]   So there's benefit of being in a group
[00:43:43.180 --> 00:43:45.140]   where it's like, oh, it's great, it's better.
[00:43:45.140 --> 00:43:46.580]   Sometimes it's great to have a mentor,
[00:43:46.580 --> 00:43:49.340]   an older person that's speaking into your life.
[00:43:49.340 --> 00:43:52.180]   And I've grown tremendously 'cause I benefited from that
[00:43:52.180 --> 00:43:54.580]   for a short period, about four years.
[00:43:54.580 --> 00:43:57.580]   I was personally discipled for about four years,
[00:43:57.580 --> 00:44:00.940]   but I've been a Christian for like 35, 36 years.
[00:44:00.940 --> 00:44:03.180]   So who decided me to be the all that other type?
[00:44:03.180 --> 00:44:04.180]   You know what I mean?
[00:44:04.180 --> 00:44:05.780]   The Word of God is sufficient.
[00:44:05.780 --> 00:44:08.860]   So if you have that, great, but don't make that a crutch
[00:44:08.860 --> 00:44:11.060]   that eventually becomes a problem, right?
[00:44:11.060 --> 00:44:13.300]   If you have a broken leg, you need a crutch.
[00:44:13.300 --> 00:44:15.380]   But the purpose of the crutch is to heal your leg
[00:44:15.380 --> 00:44:16.820]   so that you can walk.
[00:44:16.820 --> 00:44:19.060]   But five years later, you're still walking on that crutch,
[00:44:19.060 --> 00:44:21.180]   that crutch isn't helping you anymore.
[00:44:21.180 --> 00:44:24.100]   That crutch is actually hindering you from your walk, right?
[00:44:24.100 --> 00:44:27.380]   So we believe the Word of God is sufficient, right?
[00:44:27.380 --> 00:44:30.300]   Okay, so that's, I said I was gonna give you a short version
[00:44:30.300 --> 00:44:31.700]   but I'll give you a long version.
[00:44:31.700 --> 00:44:35.540]   Okay, this person's not in the room either.
[00:44:35.540 --> 00:44:41.060]   Okay, I'm gonna give a sermon on this later,
[00:44:41.060 --> 00:44:42.980]   so I'll deal with that another time.
[00:44:42.980 --> 00:44:45.820]   Okay.
[00:44:45.820 --> 00:44:49.100]   All right, let me address this issue too.
[00:44:49.100 --> 00:44:54.700]   Local outreach, there are people in pockets
[00:44:54.700 --> 00:44:55.780]   who are doing evangelism.
[00:44:55.780 --> 00:44:58.620]   But let me tell you, local outreach in our church
[00:44:58.620 --> 00:45:00.540]   is not a program, okay?
[00:45:00.540 --> 00:45:02.540]   It's not a program that we do Tuesday and Thursday,
[00:45:02.540 --> 00:45:03.860]   come out and we're gonna have this
[00:45:03.860 --> 00:45:06.260]   and we're gonna have this event, invite your friends.
[00:45:06.260 --> 00:45:09.140]   I'm not against that, but the most effective way
[00:45:09.140 --> 00:45:12.900]   of doing evangelism is to equip people to do evangelism.
[00:45:12.900 --> 00:45:13.740]   Right?
[00:45:13.740 --> 00:45:16.420]   So if you are being affected by the Word of God,
[00:45:16.420 --> 00:45:20.460]   you are the best evangelist wherever you are.
[00:45:20.460 --> 00:45:23.260]   But when we turn it into a program,
[00:45:23.260 --> 00:45:27.380]   what happens is that program becomes the church evangelism.
[00:45:27.380 --> 00:45:28.220]   Right?
[00:45:28.220 --> 00:45:29.500]   And how many people are involved with that?
[00:45:29.500 --> 00:45:32.700]   Well, the outreach team or a few people in the church.
[00:45:32.700 --> 00:45:33.780]   Right?
[00:45:33.780 --> 00:45:36.660]   Evangelism should be, if we have 450 people
[00:45:36.660 --> 00:45:38.100]   who are members in the church,
[00:45:38.100 --> 00:45:40.660]   450 people should be engaged in evangelism,
[00:45:40.660 --> 00:45:43.420]   not evangelism program on Tuesday night.
[00:45:43.420 --> 00:45:48.420]   Again, if I was free from all other responsibilities
[00:45:48.420 --> 00:45:50.980]   and said, "Do whatever you want,"
[00:45:50.980 --> 00:45:53.220]   my natural heart is evangelism.
[00:45:53.220 --> 00:45:54.540]   I like being with non-Christians.
[00:45:54.540 --> 00:45:57.420]   I like being out in the street, talking to people,
[00:45:57.420 --> 00:46:00.060]   missions, people say, "Aren't you tired going to missions?"
[00:46:00.060 --> 00:46:03.740]   But it rejuvenates me, 'cause that's my natural heart.
[00:46:03.740 --> 00:46:05.900]   I don't have anything against evangelism,
[00:46:05.900 --> 00:46:09.020]   street evangelism, I wish we did more of that.
[00:46:09.020 --> 00:46:12.460]   But the best way to do evangelism is to raise up people
[00:46:12.460 --> 00:46:15.620]   who are convicted to share their faith wherever they are.
[00:46:15.620 --> 00:46:16.460]   Right?
[00:46:16.460 --> 00:46:20.500]   And so, is there anything wrong with having programs?
[00:46:20.500 --> 00:46:21.340]   No.
[00:46:21.340 --> 00:46:22.180]   Right?
[00:46:22.180 --> 00:46:26.060]   Sometimes having programs is very deceptive,
[00:46:26.060 --> 00:46:28.660]   and the whole church thinks that we're doing evangelism
[00:46:28.660 --> 00:46:30.500]   because we have a program.
[00:46:30.500 --> 00:46:32.420]   And we've always said from the beginning,
[00:46:32.420 --> 00:46:34.780]   even when we were smaller and we would go out
[00:46:34.780 --> 00:46:37.460]   on the streets regularly, we always told our church,
[00:46:37.460 --> 00:46:40.980]   "Our goal is to raise up people who will do evangelism,
[00:46:40.980 --> 00:46:42.340]   "not have evangelism program."
[00:46:42.340 --> 00:46:46.620]   And that's also true about social justice ministry.
[00:46:46.620 --> 00:46:49.300]   You know, it's like, we're not trying to create a program
[00:46:49.300 --> 00:46:51.820]   where the church is doing social justice.
[00:46:51.820 --> 00:46:53.620]   That's something that, that's an outworking
[00:46:53.620 --> 00:46:55.700]   of a life of a Christian.
[00:46:55.700 --> 00:46:56.540]   Right?
[00:46:56.540 --> 00:46:59.780]   So, does compassion need a program?
[00:46:59.780 --> 00:47:01.860]   Right?
[00:47:01.860 --> 00:47:02.820]   Do you need to have the church say,
[00:47:02.820 --> 00:47:04.740]   "Tuesday night, we're gonna get together."
[00:47:04.740 --> 00:47:07.540]   Like, do you need to, in order to be generous,
[00:47:07.540 --> 00:47:10.500]   do you have to have a program in the church to be generous?
[00:47:10.500 --> 00:47:13.060]   You run into people all the time who are in need.
[00:47:13.060 --> 00:47:13.900]   Right?
[00:47:13.900 --> 00:47:16.700]   And then if your natural thought when you see that is,
[00:47:16.700 --> 00:47:20.060]   what can I, how can I, how can the church do something?
[00:47:20.060 --> 00:47:22.220]   That's not, that shouldn't be your natural thought.
[00:47:22.220 --> 00:47:25.380]   Your first thought should be, what should you do?
[00:47:25.380 --> 00:47:26.220]   Why?
[00:47:26.220 --> 00:47:28.020]   It shouldn't be, I see a bunch of homeless people,
[00:47:28.020 --> 00:47:29.820]   how come our church is not doing anything?
[00:47:29.820 --> 00:47:31.740]   That should not be your first thought.
[00:47:31.740 --> 00:47:34.020]   Your first thought is, what should you do to that,
[00:47:34.020 --> 00:47:34.980]   for that person?
[00:47:34.980 --> 00:47:36.100]   Right?
[00:47:36.100 --> 00:47:37.900]   So, oftentimes people will come and they ask me,
[00:47:37.900 --> 00:47:38.740]   "How come we don't do this?
[00:47:38.740 --> 00:47:40.580]   "How come we don't do that?"
[00:47:40.580 --> 00:47:42.220]   Think about every pastor in our church.
[00:47:42.220 --> 00:47:44.360]   We're juggling 15 balls.
[00:47:44.360 --> 00:47:46.380]   So, every time somebody asks, "How come we don't do this?"
[00:47:46.380 --> 00:47:48.940]   It's like, "Why don't you juggle this too?"
[00:47:48.940 --> 00:47:50.380]   Okay, and "Why don't you juggle some of this?"
[00:47:50.380 --> 00:47:52.980]   I read the scripture and you should just start juggling that.
[00:47:52.980 --> 00:47:53.820]   You know what I mean?
[00:47:53.820 --> 00:47:54.640]   You hear a good sermon, it's like,
[00:47:54.640 --> 00:47:56.820]   "Hey, can you juggle some of this too?"
[00:47:56.820 --> 00:48:01.780]   Who is the, who has more time and more energy,
[00:48:01.780 --> 00:48:05.140]   right, that can do this?
[00:48:05.140 --> 00:48:06.900]   It's usually not the pastors.
[00:48:06.900 --> 00:48:11.440]   Because we're all, like, our calendar is full.
[00:48:11.440 --> 00:48:14.100]   In fact, every Saturday we have our elders meeting
[00:48:14.100 --> 00:48:15.980]   and then we say, "Hey, we need to do this."
[00:48:15.980 --> 00:48:18.460]   And then the next question is, "When?"
[00:48:18.460 --> 00:48:20.820]   Right, and we look at our calendars, like,
[00:48:20.820 --> 00:48:22.980]   "We don't know when and who."
[00:48:22.980 --> 00:48:24.700]   Well, it can't be any of us 'cause, you know,
[00:48:24.700 --> 00:48:26.460]   our calendar's already full.
[00:48:26.460 --> 00:48:29.560]   So, we have to find somebody, right?
[00:48:29.560 --> 00:48:32.820]   And so, the best thing is if you are convicted about that
[00:48:32.820 --> 00:48:35.200]   and you want to do more than just individually,
[00:48:35.200 --> 00:48:37.640]   you're probably the best person.
[00:48:37.640 --> 00:48:42.580]   So, come and ask us and we'll support you, right?
[00:48:42.580 --> 00:48:44.380]   But I don't think that's something that the church,
[00:48:44.380 --> 00:48:47.100]   instead, we need to hire somebody to do social justice.
[00:48:47.100 --> 00:48:48.740]   We need to hire somebody to do counseling.
[00:48:48.740 --> 00:48:50.820]   We need to hire somebody to do evangelism.
[00:48:50.820 --> 00:48:53.380]   That's something that we want the church to do, right?
[00:48:53.380 --> 00:48:55.860]   The primary thing that the church is called to do
[00:48:55.860 --> 00:48:58.380]   is to preach the word in season and out of season,
[00:48:58.380 --> 00:49:00.460]   to equip you so that the man of God
[00:49:00.460 --> 00:49:02.740]   may be thoroughly equipped for every good work.
[00:49:02.740 --> 00:49:04.380]   And so, just like what Pastor Aaron said,
[00:49:04.380 --> 00:49:08.620]   to be a committed expository listener, you know,
[00:49:08.620 --> 00:49:11.780]   also means to be committed expository practicing, right?
[00:49:11.780 --> 00:49:13.580]   Living, right?
[00:49:13.580 --> 00:49:15.660]   So, every time you hear God's word,
[00:49:15.660 --> 00:49:17.740]   it's our way of equipping you and discipling you
[00:49:17.740 --> 00:49:20.900]   so that you may be thoroughly equipped for every good work.
[00:49:20.900 --> 00:49:21.960]   Okay?
[00:49:21.960 --> 00:49:25.860]   Again, you know, I can't answer all of your questions.
[00:49:25.860 --> 00:49:28.780]   If you have more specific things that you want to ask,
[00:49:28.780 --> 00:49:31.100]   having said that, does that mean that we're doing
[00:49:31.100 --> 00:49:32.380]   everything exactly the way we want?
[00:49:32.380 --> 00:49:33.680]   Absolutely not.
[00:49:33.680 --> 00:49:35.140]   We're just doing the best that we can.
[00:49:35.140 --> 00:49:37.720]   So, there's some things that you could probably do better.
[00:49:37.720 --> 00:49:38.560]   Right?
[00:49:38.560 --> 00:49:39.380]   There's certain things that we don't do
[00:49:39.380 --> 00:49:40.540]   because we don't believe in.
[00:49:40.540 --> 00:49:42.300]   There's some things that we want to do,
[00:49:42.300 --> 00:49:43.460]   we're just not good at.
[00:49:43.460 --> 00:49:45.020]   There's some things that we want to do,
[00:49:45.020 --> 00:49:46.380]   we just don't have manpower.
[00:49:46.380 --> 00:49:50.180]   But we're not gonna drop what we're doing
[00:49:50.180 --> 00:49:52.440]   to focus our energy on something that's secondary.
[00:49:52.440 --> 00:49:55.660]   Just like the Grecian widows that weren't being fed.
[00:49:55.660 --> 00:49:58.160]   Imagine how serious that problem would have been.
[00:49:58.160 --> 00:50:01.140]   But they're literally, their parents or grandparents
[00:50:01.140 --> 00:50:03.980]   or somebody that they knew weren't eating.
[00:50:03.980 --> 00:50:06.780]   It wasn't just somebody who was cold out on the streets.
[00:50:06.780 --> 00:50:07.980]   They couldn't eat.
[00:50:07.980 --> 00:50:10.700]   So, if there was any emergency that the apostles
[00:50:10.700 --> 00:50:12.580]   would have dropped everything to help,
[00:50:12.580 --> 00:50:14.060]   it would have been that situation.
[00:50:14.060 --> 00:50:15.340]   And it's not situation, he said,
