
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:35:59.200 --> 00:36:01.040]   What needs to happen is that person's anger
[00:36:01.040 --> 00:36:04.280]   needs to be pacified or appeased.
[00:36:04.280 --> 00:36:07.220]   Now, the reason why I say we might not like that idea
[00:36:07.220 --> 00:36:12.220]   is because that idea sounds a lot like pagan gods, you know?
[00:36:12.220 --> 00:36:16.120]   The Greek gods, or the gods of some Eastern religions
[00:36:16.120 --> 00:36:17.280]   or whatever it may be.
[00:36:17.280 --> 00:36:20.200]   Like there is this unpredictable, angry god,
[00:36:20.200 --> 00:36:23.440]   and then his anger has to be dealt with.
[00:36:23.440 --> 00:36:26.840]   So you do crazy stuff like sacrifice a bunch of animals,
[00:36:26.840 --> 00:36:29.640]   and you sacrifice all this stuff, right?
[00:36:29.640 --> 00:36:35.580]   Now, I'm not gonna say that God's anger
[00:36:35.580 --> 00:36:39.480]   and the way that we're supposed to approach God
[00:36:39.480 --> 00:36:42.040]   is just a simplistic thing where it's one-faceted.
[00:36:42.040 --> 00:36:46.080]   But one clear facet that the Bible says
[00:36:46.080 --> 00:36:48.200]   is in terms of that appeasement of God,
[00:36:48.200 --> 00:36:50.060]   it's absolutely true.
[00:36:50.060 --> 00:36:55.740]   Meaning, there is a wrath and anger of God
[00:36:55.740 --> 00:37:00.480]   that is fiery and burning and is waiting to be poured out.
[00:37:00.480 --> 00:37:04.840]   And there is a truth and fact of the matter
[00:37:04.840 --> 00:37:09.060]   that you need to deal and appease that anger, right?
[00:37:09.060 --> 00:37:13.640]   That is something that perhaps oftentimes escapes us,
[00:37:13.640 --> 00:37:15.740]   but that is at the core of what it means
[00:37:15.740 --> 00:37:18.040]   to atone for sin.
[00:37:18.040 --> 00:37:19.560]   That in you making it right,
[00:37:19.560 --> 00:37:21.400]   in you rectifying the situation,
[00:37:21.400 --> 00:37:24.580]   you are dealing with the anger of God, right?
[00:37:24.580 --> 00:37:28.200]   And so this is why I think it's super important,
[00:37:28.200 --> 00:37:29.400]   as I connect the dots a little bit,
[00:37:29.400 --> 00:37:32.520]   is because perhaps a lot of times in our day,
[00:37:32.520 --> 00:37:34.360]   when we think about our sin,
[00:37:34.360 --> 00:37:36.520]   when we think about our shortcomings,
[00:37:36.520 --> 00:37:39.360]   oftentimes we deal with it in terms of our pain,
[00:37:39.360 --> 00:37:41.380]   our hurt, our suffering.
[00:37:41.380 --> 00:37:42.960]   When we think about our sins,
[00:37:42.960 --> 00:37:45.220]   we start to think about it in terms of
[00:37:45.220 --> 00:37:48.860]   other categories and contexts without connecting it
[00:37:48.860 --> 00:37:51.660]   as though God is displeased with that sin.
[00:37:51.660 --> 00:37:54.860]   Am I making sense?
[00:37:54.860 --> 00:37:57.020]   If I can say this as clear as possible,
[00:37:57.020 --> 00:38:01.300]   you're dealing with your sin,
[00:38:01.300 --> 00:38:03.580]   you're dealing with your guilt for your sin,
[00:38:03.580 --> 00:38:06.140]   you're dealing with your shame for your sin.
[00:38:06.140 --> 00:38:08.860]   It is not the people, it is not your church,
[00:38:08.860 --> 00:38:09.920]   it is not your family,
[00:38:09.920 --> 00:38:12.940]   it is definitely not you and your standards.
[00:38:12.940 --> 00:38:17.340]   You and your sins has to do with God's displeasure.
[00:38:17.340 --> 00:38:19.180]   That's what I'm saying.
[00:38:19.180 --> 00:38:21.980]   It has to do with God's anger, God's wrath,
[00:38:21.980 --> 00:38:23.540]   it has to do with God.
[00:38:23.540 --> 00:38:28.780]   But so many times we miss that point.
[00:38:28.780 --> 00:38:30.780]   And I use this analogy all the time.
[00:38:30.780 --> 00:38:35.260]   I use this analogy with Catholics and people who struggle
[00:38:35.260 --> 00:38:39.220]   with trying to work, trying to do something,
[00:38:39.220 --> 00:38:41.720]   trying to just simply do self-improvement.
[00:38:42.820 --> 00:38:43.980]   And I essentially say this,
[00:38:43.980 --> 00:38:45.820]   given that same example of a fight
[00:38:45.820 --> 00:38:48.380]   or some kind of conflict between two people,
[00:38:48.380 --> 00:38:52.260]   if you slap me and you offend me
[00:38:52.260 --> 00:38:54.420]   and then you disrespect my wife,
[00:38:54.420 --> 00:38:57.660]   you talk ill of Bia and you disrespect my kids,
[00:38:57.660 --> 00:39:01.220]   maybe you punked them around in the nursery or something.
[00:39:01.220 --> 00:39:03.180]   And then you come back the next week and you say,
[00:39:03.180 --> 00:39:07.140]   but Pastor Mark, I listened to your sermon, it was so good.
[00:39:07.140 --> 00:39:12.000]   If you say, but Pastor Mark, I serve snacks,
[00:39:12.920 --> 00:39:14.160]   I'm gonna look you square in the eye and say,
[00:39:14.160 --> 00:39:17.160]   what does that have to do with you and me?
[00:39:17.160 --> 00:39:20.800]   And what happened between you and me, right?
[00:39:20.800 --> 00:39:24.400]   But that is a lot of times what happens for Christians,
[00:39:24.400 --> 00:39:26.080]   and especially those individuals, let's say,
[00:39:26.080 --> 00:39:28.560]   who are given, who aren't Christian,
[00:39:28.560 --> 00:39:30.960]   who are in the Catholic faith struggling so hard
[00:39:30.960 --> 00:39:34.040]   to work out something to appease God.
[00:39:34.040 --> 00:39:36.680]   That's not the way it works.
[00:39:37.720 --> 00:39:42.720]   And so, this is kind of a weird way to wrap things up,
[00:39:42.720 --> 00:39:44.720]   but I wanna wrap it up with this.
[00:39:44.720 --> 00:39:48.880]   In asking the question about how does God deal with man,
[00:39:48.880 --> 00:39:54.040]   we realize there is a huge dilemma, right?
[00:39:54.040 --> 00:39:58.520]   This is an essential part of the truth that we believe.
[00:39:58.520 --> 00:40:02.960]   This is an essential element of the story of redemption
[00:40:02.960 --> 00:40:05.960]   that we are called to understand.
[00:40:05.960 --> 00:40:08.520]   There is an incredible dilemma
[00:40:08.520 --> 00:40:11.960]   where the holy God who is absolutely powerful
[00:40:11.960 --> 00:40:16.960]   is repelled by us, rejects us because of our sin,
[00:40:16.960 --> 00:40:19.440]   and we who are so defiled and unclean,
[00:40:19.440 --> 00:40:22.200]   we're incapable of drawing even an inch
[00:40:22.200 --> 00:40:24.220]   to the holiness of the Lord.
[00:40:24.220 --> 00:40:25.420]   Oh, what a dilemma.
[00:40:25.420 --> 00:40:29.960]   And regardless of what we try, regardless of what we say,
[00:40:29.960 --> 00:40:32.520]   there's an element by which even what we do and say
[00:40:32.520 --> 00:40:36.060]   is still producing more stain and uncleanliness.
[00:40:36.060 --> 00:40:39.360]   So what are we supposed to do?
[00:40:39.360 --> 00:40:41.760]   How are we supposed to bridge that gap?
[00:40:41.760 --> 00:40:44.100]   What do we do with that kind of animosity?
[00:40:44.100 --> 00:40:47.640]   And this is where we can look to the gospel of Christ
[00:40:47.640 --> 00:40:49.640]   and say, thank you so much, Lord,
[00:40:49.640 --> 00:40:53.000]   because to all and every of those questions,
[00:40:53.000 --> 00:40:55.440]   we find the answer yes in Christ, amen?
[00:40:55.440 --> 00:40:58.140]   That is to the depth and degree
[00:40:58.140 --> 00:41:01.280]   that we're supposed to be grateful for the work of Christ
[00:41:01.280 --> 00:41:05.400]   in both covering, in both appeasing and propitiating,
[00:41:05.400 --> 00:41:08.200]   in both satisfying the demand of God,
[00:41:08.200 --> 00:41:10.680]   in both transforming and sanctifying,
[00:41:10.680 --> 00:41:14.400]   and in revealing to us the greater glory of God
[00:41:14.400 --> 00:41:17.560]   by which we cannot see on our own accord, amen?
[00:41:17.560 --> 00:41:18.960]   Let's take a moment to pray.
[00:41:18.960 --> 00:41:30.400]   Lord God, we took just an hour to talk about
[00:41:30.400 --> 00:41:32.040]   what you've been trying to teach the nation
[00:41:32.040 --> 00:41:34.300]   for generations upon generations.
[00:41:34.300 --> 00:41:38.400]   And Father God, we know that we have not
[00:41:38.400 --> 00:41:43.000]   even began to cover just how holy you are.
[00:41:43.000 --> 00:41:46.160]   We have not began even to exhaustively think about
[00:41:46.160 --> 00:41:49.080]   the kind of chasm that exists between the holy God
[00:41:49.080 --> 00:41:50.960]   and maker of this universe
[00:41:50.960 --> 00:41:53.680]   versus creating beings as ourselves.
[00:41:53.680 --> 00:41:56.120]   But Lord, I pray that we would understand
[00:41:56.120 --> 00:41:59.240]   to greater measure that to that measure,
[00:41:59.240 --> 00:42:01.800]   we would grow in our appreciation for Christ.
[00:42:01.800 --> 00:42:04.480]   And to that measure, we would grow in our adoration
[00:42:04.480 --> 00:42:07.720]   and worship of your name and your work in our lives.
[00:42:07.720 --> 00:42:11.040]   Father God, we pray that as these are foundational truths
[00:42:11.040 --> 00:42:13.520]   to the gospel and these are foundational truths
[00:42:13.520 --> 00:42:17.600]   to the church, would you grant to us a spirit of conviction
[00:42:17.600 --> 00:42:19.800]   that these things would dive deep into our hearts
[00:42:19.800 --> 00:42:21.800]   and truly cut us so that Lord,
[00:42:21.800 --> 00:42:24.000]   there would be no arrogance thinking
[00:42:24.000 --> 00:42:27.120]   that we're not so defiled.
[00:42:27.120 --> 00:42:29.360]   Father God, there would be no arrogance thinking
[00:42:29.360 --> 00:42:32.720]   that we could reach you however and any way we want.
[00:42:32.720 --> 00:42:35.080]   But rather God, we would be so broken
[00:42:35.080 --> 00:42:38.400]   and God, that we'd be so appreciative for your great grace.
[00:42:38.400 --> 00:42:41.200]   Lord, we thank you, it's in Christ's name we pray, amen.

