
[00:00:00.000 --> 00:00:05.000]   [BLANK_AUDIO]
[00:38:00.060 --> 00:38:01.780]   And the way I'm going to describe it is this.
[00:38:01.780 --> 00:38:03.700]   Your actions, your activity,
[00:38:03.700 --> 00:38:07.180]   is essentially your values and desires plus opportunity.
[00:38:07.180 --> 00:38:08.340]   Okay?
[00:38:08.340 --> 00:38:10.940]   Your actions are essentially your values and desires
[00:38:10.940 --> 00:38:12.460]   plus opportunity.
[00:38:12.460 --> 00:38:14.500]   Okay?
[00:38:14.500 --> 00:38:17.460]   Now, there's a classic concern,
[00:38:17.460 --> 00:38:19.060]   or a classic,
[00:38:19.060 --> 00:38:20.620]   I don't want to call it complaint,
[00:38:20.620 --> 00:38:22.020]   between ladies and men,
[00:38:22.020 --> 00:38:24.540]   especially in romantic relationships, right?
[00:38:24.540 --> 00:38:25.860]   There's been a classic scenario
[00:38:25.860 --> 00:38:27.460]   where the lady asks the guy to do something.
[00:38:27.460 --> 00:38:28.300]   "Can you do this?"
[00:38:28.300 --> 00:38:30.580]   And the guy just completely and blitterly forgets.
[00:38:30.580 --> 00:38:32.220]   "I'm sorry, I forgot to do it."
[00:38:32.220 --> 00:38:32.900]   Right?
[00:38:32.900 --> 00:38:34.220]   And the lady looks at the guy and goes,
[00:38:34.220 --> 00:38:37.180]   "You didn't do it because you didn't care!"
[00:38:37.180 --> 00:38:38.620]   Right? "You don't want to!"
[00:38:38.620 --> 00:38:39.460]   Okay?
[00:38:39.460 --> 00:38:40.780]   Ladies, I'm just going to confess,
[00:38:40.780 --> 00:38:43.260]   that's like 90% of the time, right?
[00:38:43.260 --> 00:38:46.180]   We still need convincing that that's a worthwhile doing.
[00:38:46.180 --> 00:38:49.660]   We still need convincing that it's important, okay?
[00:38:49.660 --> 00:38:51.860]   But it's not always the case.
[00:38:51.860 --> 00:38:52.980]   It's not always, okay?
[00:38:52.980 --> 00:38:53.780]   It's not always.
[00:38:53.780 --> 00:38:56.580]   Majority of the time, yes, but not always.
[00:38:56.580 --> 00:38:58.660]   Sometimes we genuinely lack the opportunity.
[00:38:58.660 --> 00:39:00.220]   Sometimes we're just genuinely busy,
[00:39:00.220 --> 00:39:01.660]   we don't have the know-how,
[00:39:01.660 --> 00:39:03.180]   we just don't know how to do it, right?
[00:39:03.180 --> 00:39:04.540]   We don't have the time, whatever it may be,
[00:39:04.540 --> 00:39:06.300]   we don't have the resources.
[00:39:06.300 --> 00:39:07.820]   I would like this last point to be
[00:39:07.820 --> 00:39:09.980]   like a motivation for all of us.
[00:39:09.980 --> 00:39:11.300]   Because what I'm saying right now,
[00:39:11.300 --> 00:39:13.900]   in terms of your identity, in terms of your priority,
[00:39:13.900 --> 00:39:17.140]   is not novel, new things that you've heard.
[00:39:17.140 --> 00:39:18.980]   But it's things that I just want to encourage you
[00:39:18.980 --> 00:39:21.340]   to evaluate in your family life.
[00:39:21.340 --> 00:39:24.900]   And to revisit and do the work of maintaining, right?
[00:39:24.900 --> 00:39:26.500]   Taking these change and making sure
[00:39:26.500 --> 00:39:28.340]   that you sand off the rust.
[00:39:28.340 --> 00:39:29.540]   That you protect it.
[00:39:29.540 --> 00:39:30.980]   That you make sure it's solid.
[00:39:30.980 --> 00:39:32.980]   That there's no kinks in the chain,
[00:39:32.980 --> 00:39:34.620]   no neither is any break.
[00:39:34.620 --> 00:39:37.660]   But when we think about this then,
[00:39:37.660 --> 00:39:40.660]   we're talking about our activity
[00:39:40.660 --> 00:39:43.340]   and it has to flow this way.
[00:39:43.340 --> 00:39:45.860]   And as we think about this, that our desire,
[00:39:45.860 --> 00:39:50.420]   I'm going to assume your desires are there, right?
[00:39:50.420 --> 00:39:53.900]   We're not making like a classic male excuse of like,
[00:39:53.900 --> 00:39:56.340]   you know, "Ah, you just asked me to do stuff
[00:39:56.340 --> 00:39:58.620]   "I don't want to do," you know?
[00:39:58.620 --> 00:40:00.580]   No, I'm just going to assume all of us,
[00:40:00.580 --> 00:40:03.740]   we want to more so fulfill the desire of God,
[00:40:03.740 --> 00:40:06.020]   the will of God in our families.
[00:40:06.020 --> 00:40:07.580]   But sometimes all we're doing
[00:40:07.580 --> 00:40:09.940]   is waiting for the opportunity.
[00:40:09.940 --> 00:40:11.380]   We're waiting for like,
[00:40:11.380 --> 00:40:14.140]   how come the church didn't put together
[00:40:14.140 --> 00:40:16.340]   this one program where we all get together
[00:40:16.340 --> 00:40:18.660]   and then we all do family worship at home?
[00:40:18.660 --> 00:40:22.660]   Because the expectation is you would do it, right?
[00:40:22.660 --> 00:40:24.100]   That you would make your own opportunity.
[00:40:24.100 --> 00:40:27.580]   I can't make the opportunity for you in your home.
[00:40:27.580 --> 00:40:29.620]   How come we don't have this program
[00:40:29.620 --> 00:40:32.420]   where we all take rotations to come and serve at church?
[00:40:33.860 --> 00:40:36.500]   I can't make that opportunity for you all the time.
[00:40:36.500 --> 00:40:38.180]   When I say I, I'm not saying like,
[00:40:38.180 --> 00:40:40.940]   "Oh, I'm going to structure this whole thing for you."
[00:40:40.940 --> 00:40:43.300]   Nobody can.
[00:40:43.300 --> 00:40:47.260]   Those opportunities, you have to search out.
[00:40:47.260 --> 00:40:48.500]   You have to make them.
[00:40:48.500 --> 00:40:50.900]   So I want to have a little bit of a motivation time
[00:40:50.900 --> 00:40:52.260]   and application saying,
[00:40:52.260 --> 00:40:55.620]   we have to move forward to say
[00:40:55.620 --> 00:40:57.580]   that we're never going to necessarily
[00:40:57.580 --> 00:40:59.620]   teach our children through osmosis.
[00:40:59.620 --> 00:41:00.820]   Just like Pastor Peter Chung said,
[00:41:00.820 --> 00:41:02.460]   it doesn't necessarily happen,
[00:41:02.460 --> 00:41:04.020]   but because the parents are godly,
[00:41:04.020 --> 00:41:06.260]   it just naturally flows over
[00:41:06.260 --> 00:41:08.700]   and the light shining from God into us
[00:41:08.700 --> 00:41:10.980]   hits our children as it goes down, right?
[00:41:10.980 --> 00:41:13.340]   It just doesn't happen that way.
[00:41:13.340 --> 00:41:15.620]   Nobody drifts into good husbanding.
[00:41:15.620 --> 00:41:20.620]   Nobody drifts into good life goals.
[00:41:20.620 --> 00:41:24.340]   (audience laughing)
[00:41:24.340 --> 00:41:27.980]   We have to make sure that we make those opportunities.
[00:41:27.980 --> 00:41:30.060]   Many times when I talk to people and say,
[00:41:30.060 --> 00:41:31.620]   "Oh yeah, me and the wife,
[00:41:31.620 --> 00:41:33.740]   "we need to sit down and talk about these things."
[00:41:33.740 --> 00:41:35.300]   We just didn't have a chance.
[00:41:35.300 --> 00:41:40.020]   These are the moments when we have to hear the explanation.
[00:41:40.020 --> 00:41:42.060]   The desire is there.
[00:41:42.060 --> 00:41:44.300]   You have to bring the opportunity, yes?
[00:41:44.300 --> 00:41:47.380]   You have to bring that opportunity.
[00:41:47.380 --> 00:41:48.740]   What is keeping you?
[00:41:48.740 --> 00:41:51.100]   If honestly, like let's say,
[00:41:51.100 --> 00:41:52.220]   we're being honest,
[00:41:52.220 --> 00:41:54.100]   if you notice I'm trying to cut down
[00:41:54.100 --> 00:41:55.860]   the various excuses we give.
[00:41:55.860 --> 00:41:58.140]   Especially let's say when it comes down to
[00:41:58.140 --> 00:42:00.620]   like home worship, family worship.
[00:42:00.620 --> 00:42:02.180]   In your own house.
[00:42:02.180 --> 00:42:05.220]   Is it a necessity that you do family worship
[00:42:05.220 --> 00:42:07.540]   every single day of your lives together?
[00:42:07.540 --> 00:42:09.140]   No, the Bible doesn't say,
[00:42:09.140 --> 00:42:12.060]   "Thou shalt have seven p.m. dinner
[00:42:12.060 --> 00:42:14.580]   "and eight p.m. family worship."
[00:42:14.580 --> 00:42:19.500]   The Bible does give a great, great pattern, example,
[00:42:19.500 --> 00:42:21.620]   that the husband teaches.
[00:42:21.620 --> 00:42:24.300]   That the husband leads the family in thinking about God,
[00:42:24.300 --> 00:42:27.020]   worshiping him and saying, "Thank you for all this."
[00:42:27.020 --> 00:42:28.180]   Right?
[00:42:28.180 --> 00:42:29.580]   It's a pattern.
[00:42:29.580 --> 00:42:31.140]   And for the most, most of the time,
[00:42:31.140 --> 00:42:33.260]   it's not for a lack of like,
[00:42:33.260 --> 00:42:34.940]   do you think it's a good idea to do it?
[00:42:34.940 --> 00:42:36.500]   No one's gonna sit here and be like,
[00:42:36.500 --> 00:42:37.340]   "Nah."
[00:42:37.340 --> 00:42:38.180]   You know what?
[00:42:38.180 --> 00:42:40.380]   "That's not a good idea."
[00:42:40.380 --> 00:42:41.860]   It's because we're afraid.
[00:42:41.860 --> 00:42:42.700]   You know what?
[00:42:42.700 --> 00:42:43.540]   We haven't done it.
[00:42:43.540 --> 00:42:44.700]   It's gonna be ultra awkward.
[00:42:44.700 --> 00:42:45.980]   Right?
[00:42:45.980 --> 00:42:47.940]   Like I'm gonna be 100% honest.
[00:42:47.940 --> 00:42:49.740]   When I first got married,
[00:42:49.740 --> 00:42:50.580]   I was thinking like,
[00:42:50.580 --> 00:42:52.340]   "Yeah, we should have some family time worship."
[00:42:52.340 --> 00:42:54.100]   My wife is very discerning.
[00:42:54.100 --> 00:42:55.940]   She knows the scriptures well.
[00:42:55.940 --> 00:42:57.820]   At the time, you know, I'm gonna read a passage,
[00:42:57.820 --> 00:42:58.860]   she's gonna be like, "What?"
[00:42:58.860 --> 00:43:00.980]   You know, like, "Are you sure about that?"
[00:43:00.980 --> 00:43:03.980]   You know, like, "I don't know."
[00:43:03.980 --> 00:43:06.620]   I was very, very like insecure in my own ability
[00:43:06.620 --> 00:43:08.340]   to speak on the matter.
[00:43:08.340 --> 00:43:09.900]   You know, that kind of thing.
[00:43:09.900 --> 00:43:11.540]   So most of the time, we're not doing it
[00:43:11.540 --> 00:43:13.300]   because of fear of awkwardness
[00:43:13.300 --> 00:43:14.700]   or fear of like,
[00:43:14.700 --> 00:43:15.540]   or if I'm wrong.
[00:43:15.540 --> 00:43:18.620]   What if I teach stuff that's just not kosher?
[00:43:18.620 --> 00:43:19.460]   Right?
[00:43:19.460 --> 00:43:22.620]   We have to make sure
[00:43:22.620 --> 00:43:25.020]   more of those things are more honestly done.
[00:43:25.940 --> 00:43:28.980]   That's not for lack of opportunity, is it?
[00:43:28.980 --> 00:43:31.180]   It's not for lack of opportunity.
[00:43:31.180 --> 00:43:33.620]   So today, we're talking about action,
[00:43:33.620 --> 00:43:34.860]   we're talking about priority,
[00:43:34.860 --> 00:43:36.500]   we're talking about identity.
[00:43:36.500 --> 00:43:38.260]   And I wanna give a challenge.
[00:43:38.260 --> 00:43:39.100]   The scripture does not say,
[00:43:39.100 --> 00:43:42.060]   "Thou shalt do family worship."
[00:43:42.060 --> 00:43:45.660]   But very clearly, the home is a centerpiece
[00:43:45.660 --> 00:43:47.740]   of giving God honor
[00:43:47.740 --> 00:43:50.460]   by collectively thinking about His truth
[00:43:50.460 --> 00:43:52.700]   and rendering thanks to the Lord.
[00:43:52.700 --> 00:43:54.060]   Yes?
[00:43:54.060 --> 00:43:56.780]   We want those things to be a regular part,
[00:43:56.780 --> 00:44:01.420]   a regular part of our growing maturity in faith.
[00:44:01.420 --> 00:44:02.500]   And what I'd like to do,
[00:44:02.500 --> 00:44:04.300]   by way of starting to wrap things up,
[00:44:04.300 --> 00:44:06.100]   is go to Hebrews chapter 12,
[00:44:06.100 --> 00:44:08.540]   because if there is a passage that talks about,
[00:44:08.540 --> 00:44:10.380]   "Let's move your identity,
[00:44:10.380 --> 00:44:11.980]   "let's move your priority,
[00:44:11.980 --> 00:44:13.100]   "all into action,"
[00:44:13.100 --> 00:44:14.340]   Hebrews chapter 12 is like,
[00:44:14.340 --> 00:44:16.340]   "Whoa, you better do it!"
[00:44:16.340 --> 00:44:19.020]   So let's go there.
[00:44:23.660 --> 00:44:25.180]   If there was, you know,
[00:44:25.180 --> 00:44:26.380]   Hebrews is an amazing book
[00:44:26.380 --> 00:44:29.820]   because it challenges so many individuals who are driven,
[00:44:29.820 --> 00:44:31.820]   whether because of the worries of persecution
[00:44:31.820 --> 00:44:33.220]   or just because of false teaching
[00:44:33.220 --> 00:44:36.380]   or just because of their individual lack of growth.
[00:44:36.380 --> 00:44:38.660]   Look at Hebrews' challenges against it,
[00:44:38.660 --> 00:44:41.220]   and within a very exhortational section,
[00:44:41.220 --> 00:44:43.220]   chapter 12, this is what he says,
[00:44:43.220 --> 00:44:45.340]   "Therefore, since we have so great a cloud
[00:44:45.340 --> 00:44:46.540]   "of witness surrounding us,
[00:44:46.540 --> 00:44:50.260]   "let us also lay aside every encumbrance and sin
[00:44:50.260 --> 00:44:52.480]   "which so easily entangles us.
[00:44:52.480 --> 00:44:55.860]   "Let us run with endurance the race that is set before us,
[00:44:55.860 --> 00:44:57.660]   "fixing our eyes on Jesus,
[00:44:57.660 --> 00:44:59.580]   "the author and perfecter of faith,
[00:44:59.580 --> 00:45:01.180]   "who for the joy set before him,
[00:45:01.180 --> 00:45:02.540]   "endured the cross,
[00:45:02.540 --> 00:45:04.100]   "despising the shame,
[00:45:04.100 --> 00:45:07.500]   "and has sat down at the right hand of the throne of God.
[00:45:07.500 --> 00:45:10.660]   "For consider him who has endured such hostility
[00:45:10.660 --> 00:45:12.500]   "by sinners against himself,
[00:45:12.500 --> 00:45:16.120]   "so that you will not grow weary and lose heart.
[00:45:16.120 --> 00:45:17.420]   "If there was ever a moment
[00:45:17.420 --> 00:45:19.100]   "you were tempted to give excuse,
[00:45:19.100 --> 00:45:20.620]   "'Oh, God, this is gonna be awkward.
[00:45:20.620 --> 00:45:22.060]   "'Oh, God, this is gonna be weird.
[00:45:22.060 --> 00:45:23.700]   "'Oh, God, people are gonna point the finger.
[00:45:23.700 --> 00:45:25.260]   "'Oh, God, I don't know how.'"
[00:45:25.260 --> 00:45:27.600]   This portion says, "Look at Jesus.
[00:45:27.600 --> 00:45:30.460]   "He has overcome every single one
[00:45:30.460 --> 00:45:33.720]   "of those possible scenarios and possible excuses,
[00:45:33.720 --> 00:45:36.100]   "overcoming the shame, enduring the cross.
[00:45:36.100 --> 00:45:38.740]   "He's despising all of that.
[00:45:38.740 --> 00:45:41.380]   "He has accomplished his purpose,
[00:45:41.380 --> 00:45:43.240]   "to honor the Father.
[00:45:43.240 --> 00:45:44.580]   "Jesus did it."
[00:45:44.580 --> 00:45:48.180]   And then verse four is one of the most convicting passages
[00:45:48.180 --> 00:45:50.460]   when it comes to your application
[00:45:50.460 --> 00:45:53.380]   and putting things in practice.
[00:45:53.380 --> 00:45:55.660]   Verse four, it says, "You have not yet resisted
[00:45:55.660 --> 00:45:57.500]   "to the point of shedding blood
[00:45:57.500 --> 00:46:00.020]   "in your striving against sin."
[00:46:00.020 --> 00:46:04.780]   We live in a generation where people are constantly,
[00:46:04.780 --> 00:46:08.820]   constantly seeking to be affirmed in their weakness.
[00:46:08.820 --> 00:46:12.820]   We regularly say, "Oh, God, look at my pain
[00:46:12.820 --> 00:46:14.060]   "and look at my struggle,"
[00:46:14.060 --> 00:46:15.860]   and they seek validation.
[00:46:15.860 --> 00:46:17.300]   And at any time, people say,
[00:46:17.300 --> 00:46:20.020]   "Oh, man, in those moments, you were weak.
[00:46:20.020 --> 00:46:22.140]   "Oh, how dare you?"
[00:46:22.140 --> 00:46:22.980]   Right?
[00:46:22.980 --> 00:46:24.820]   But the reason why that is bad
[00:46:24.820 --> 00:46:27.460]   is because we lower God's expectation
[00:46:27.460 --> 00:46:30.020]   to the standard of our weakness.
[00:46:30.020 --> 00:46:32.820]   Here, the Scripture does not do that.
[00:46:32.820 --> 00:46:37.380]   It challenges us beyond what we think is capable
[00:46:37.380 --> 00:46:40.620]   and says, "You have not yet gone to that degree."
[00:46:40.620 --> 00:46:45.820]   Does this sound too offensive for us?
[00:46:45.820 --> 00:46:48.340]   Especially where it is very, very important
[00:46:48.340 --> 00:46:50.220]   to our family lives.
[00:46:50.220 --> 00:46:52.580]   You have not gone to that degree.
[00:46:52.580 --> 00:46:54.020]   Verse five, we carry on, it says,
[00:46:54.020 --> 00:46:55.900]   "And you have forgotten the exhortation
[00:46:55.900 --> 00:46:57.940]   "which is addressed to you as such.
[00:46:57.940 --> 00:47:01.380]   "My son, do not regard lightly the discipline of the Lord,
[00:47:01.380 --> 00:47:04.420]   "nor faint when you are reproved by Him.
[00:47:04.420 --> 00:47:07.420]   "For those whom the Lord loves, He disciplines,
[00:47:07.420 --> 00:47:10.300]   "and He scourges every son whom He receives."
[00:47:10.300 --> 00:47:13.540]   That, again, is all identity talk.
[00:47:13.540 --> 00:47:15.580]   You're experiencing all of this stuff,
[00:47:15.580 --> 00:47:17.820]   the hardships, the need to grow,
[00:47:17.820 --> 00:47:20.580]   these moments of testing, the storms that may come.
[00:47:20.580 --> 00:47:22.140]   Why?
[00:47:22.140 --> 00:47:25.060]   Because God's guiding you like His child.
[00:47:25.060 --> 00:47:26.140]   Right?
[00:47:26.140 --> 00:47:27.420]   And as we look forward, it says,
[00:47:27.420 --> 00:47:29.460]   "It is for discipline that you endure.
[00:47:29.460 --> 00:47:31.660]   "God deals with you as with sons,
[00:47:31.660 --> 00:47:34.820]   "for what son is there whom his Father has not disciplined?
[00:47:34.820 --> 00:47:36.220]   "But if you are without discipline,
[00:47:36.220 --> 00:47:38.180]   "of which all have become partakers,
[00:47:38.180 --> 00:47:40.420]   "then you are illegitimate children and not sons.
[00:47:40.420 --> 00:47:43.540]   "Furthermore, we have earthly fathers to discipline us,
[00:47:43.540 --> 00:47:45.020]   "and we respect them.
[00:47:45.020 --> 00:47:46.740]   "Shall we not much rather be subject
[00:47:46.740 --> 00:47:48.660]   "to the Father of spirits and live?
[00:47:48.660 --> 00:47:50.940]   "For they disciplined us for a short time,
[00:47:50.940 --> 00:47:52.460]   "as seemed best to them.
[00:47:52.460 --> 00:47:54.660]   "But He disciplines us for our good,
[00:47:54.660 --> 00:47:57.500]   "so that we may share His holiness.
[00:47:57.500 --> 00:48:00.180]   "All discipline for a moment seems not to be joyful,
[00:48:00.180 --> 00:48:03.660]   "but sorrowful, yet to those who have been trained by it,
[00:48:03.660 --> 00:48:07.020]   "afterward, yield the peaceful fruit of righteousness.
[00:48:07.020 --> 00:48:09.900]   "Therefore," look at this, verse 12,
[00:48:09.900 --> 00:48:12.740]   "straighten the hands that are weak,
[00:48:12.740 --> 00:48:14.940]   "and the knees that are feeble.
[00:48:14.940 --> 00:48:17.140]   "Make straight paths for your feet,
[00:48:17.140 --> 00:48:18.780]   "so that the limb which is lame
[00:48:18.780 --> 00:48:22.500]   "may not be put out of joint, but rather be healed."
[00:48:22.500 --> 00:48:26.380]   I just wanna give a really, really strong
[00:48:26.380 --> 00:48:27.820]   encouragement and motivation.
[00:48:27.820 --> 00:48:33.660]   I believe one of the great, great opponents
[00:48:33.660 --> 00:48:38.460]   of good family life is going to be the regular business
[00:48:38.460 --> 00:48:41.660]   and you saying, "Goodness gracious, I am tired."
[00:48:43.580 --> 00:48:45.900]   And I wanna give an exhortation.
[00:48:45.900 --> 00:48:50.300]   God desires us not to simply concede to that and say,
[00:48:50.300 --> 00:48:53.100]   "Ha, yeah, if you live life, if you've gone through this,
[00:48:53.100 --> 00:48:54.580]   "you know how it is.
[00:48:54.580 --> 00:48:56.460]   "This is the way."
[00:48:56.460 --> 00:48:57.860]   What am I saying?
[00:48:57.860 --> 00:49:01.780]   The great temptation is to just simply assume,
[00:49:01.780 --> 00:49:05.820]   although yes, God wants to strive for unity in our marriage,
[00:49:05.820 --> 00:49:08.700]   although God wants us to strive to be true, to be filled,
[00:49:08.700 --> 00:49:11.740]   although God wants us to be rejuvenated by joy,
[00:49:11.740 --> 00:49:13.100]   by strength.
[00:49:13.100 --> 00:49:14.660]   You look at your life, you're all tired,
[00:49:14.660 --> 00:49:16.460]   and you say, "You know what, though?
[00:49:16.460 --> 00:49:17.860]   "This is the way it is."
[00:49:17.860 --> 00:49:21.620]   The great, great enemy of Christian family
[00:49:21.620 --> 00:49:23.700]   is to look at the various things that go wrong
[00:49:23.700 --> 00:49:24.700]   and say, "You know what, though?
[00:49:24.700 --> 00:49:25.540]   "It's okay."
[00:49:25.540 --> 00:49:29.540]   The motivation and challenging thing
[00:49:29.540 --> 00:49:31.700]   I wanna say to you is this.
[00:49:31.700 --> 00:49:34.260]   When we talk about the activity,
[00:49:34.260 --> 00:49:39.260]   that God's plan for you is so much more than what it is now.
[00:49:41.540 --> 00:49:43.980]   And it's really a challenge and hesitation for us
[00:49:43.980 --> 00:49:47.580]   to not only accept that, but to make the opportunities,
[00:49:47.580 --> 00:49:50.660]   to make incremental steps as need be,
[00:49:50.660 --> 00:49:53.780]   and to pursue those things with all our heart.
[00:49:53.780 --> 00:49:57.140]   And so by way of conclusion, by way of conclusion,
[00:49:57.140 --> 00:50:00.340]   we know that there's various tides, temptations,
[00:50:00.340 --> 00:50:02.980]   not only fatigue, but worldly ambitions.
[00:50:02.980 --> 00:50:04.500]   Not only worldly ambitions,
[00:50:04.500 --> 00:50:06.900]   the little evil overlord in my heart
[00:50:06.900 --> 00:50:09.620]   that dictates the pattern of our living.
[00:50:09.620 --> 00:50:11.740]   And we have to combat that.
[00:50:11.740 --> 00:50:14.540]   And although the temptation might be to look around
[00:50:14.540 --> 00:50:17.780]   and be like, "Whoa, everybody else is like this."
[00:50:17.780 --> 00:50:21.020]   We have to tie ourselves to Christ
[00:50:21.020 --> 00:50:22.540]   so that we are able to say,
[00:50:22.540 --> 00:50:26.580]   when the Scripture challenges and commands us to hold on,
[00:50:26.580 --> 00:50:28.820]   that I did.
[00:50:28.820 --> 00:50:31.260]   I saw God's purpose and vision for us,
[00:50:31.260 --> 00:50:33.540]   and I tied myself to it.
[00:50:33.540 --> 00:50:35.820]   I saw the various priorities that Christ has set
[00:50:35.820 --> 00:50:39.540]   for the families, and I tied our family's schedule to that,
[00:50:39.540 --> 00:50:43.100]   and what's more, rather than conceding a week,
[00:50:43.100 --> 00:50:45.460]   I put into action the things
[00:50:45.460 --> 00:50:47.460]   that are important to the Lord.
[00:50:47.460 --> 00:50:49.580]   In this way, let's make sure
[00:50:49.580 --> 00:50:52.460]   that there is a clear, clear chain
[00:50:52.460 --> 00:50:54.260]   to the strong anchor that is Christ.
[00:50:54.260 --> 00:50:55.100]   Let's pray.
[00:50:55.100 --> 00:51:04.300]   Our God, there is so much more to say
[00:51:04.300 --> 00:51:08.540]   about how Christ should influence
[00:51:09.540 --> 00:51:11.900]   and dictate and guide our lives.
[00:51:11.900 --> 00:51:16.220]   And I pray, Father, Lord, that every single one of us
[00:51:16.220 --> 00:51:20.740]   will be on this path of walking together as a family
[00:51:20.740 --> 00:51:23.780]   according to the design and measure of Christ.
[00:51:23.780 --> 00:51:26.500]   I pray, Father, God,
[00:51:26.500 --> 00:51:31.180]   if any of us have thought like we've either grown this way
[00:51:31.180 --> 00:51:33.460]   or the kind of link and clear connection
[00:51:33.460 --> 00:51:35.460]   to Christ has been lost,
[00:51:35.460 --> 00:51:37.740]   may we truly desire, Father, Lord,
[00:51:37.740 --> 00:51:39.660]   to tie ourselves to you.
[00:51:39.660 --> 00:51:43.460]   God, if there be anything that we need to repent of,
[00:51:43.460 --> 00:51:45.380]   Lord, I pray you would convict us of the spirit
[00:51:45.380 --> 00:51:46.700]   to confess those things.
[00:51:46.700 --> 00:51:49.300]   And what's more, in humility,
[00:51:49.300 --> 00:51:51.740]   be open to the scrutiny of your word.
[00:51:51.740 --> 00:51:54.780]   And then, Father, God, with your spirit, empower us,
[00:51:54.780 --> 00:51:57.060]   truly, not by our own might,
[00:51:57.060 --> 00:51:58.940]   but by conviction of who you are,
[00:51:58.940 --> 00:52:00.860]   who you've made us to be,
[00:52:00.860 --> 00:52:04.580]   and to hear your call, help us to respond.
[00:52:04.580 --> 00:52:06.180]   And, Father, we just continue to pray
[00:52:06.180 --> 00:52:09.700]   that you would then all the more provide, Lord,
[00:52:09.700 --> 00:52:12.420]   the sustaining power necessary,
[00:52:12.420 --> 00:52:15.100]   and, God, that you would be our necessary supply
[00:52:15.100 --> 00:52:16.820]   to walk with you faithfully.
[00:52:16.820 --> 00:52:19.060]   We thank you, Lord Jesus Christ, and we pray.

