
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:43:46.800 --> 00:43:52.760]   And so, we can understand, humanly speaking, why they would align themselves with the Egyptians.
[00:43:52.760 --> 00:43:55.160]   And with the Syrians, and the Assyrians, and the Babylonians.
[00:43:55.160 --> 00:43:58.440]   We can understand that because we struggle with the same thing.
[00:43:58.440 --> 00:43:59.440]   Right?
[00:43:59.440 --> 00:44:02.800]   When trials come and things get out of hand, like, what do we run to?
[00:44:02.800 --> 00:44:07.560]   So, the whole reason why he's saying all of this is because he's the, he's, like, I'm
[00:44:07.560 --> 00:44:08.560]   your Redeemer.
[00:44:08.560 --> 00:44:09.560]   I'm your Creator.
[00:44:09.560 --> 00:44:10.560]   I'm your King.
[00:44:10.560 --> 00:44:11.560]   Right?
[00:44:11.560 --> 00:44:14.440]   And ultimately, because I care about you.
[00:44:14.440 --> 00:44:17.840]   Right?
[00:44:17.840 --> 00:44:19.640]   And ultimately, how did he respond?
[00:44:19.640 --> 00:44:22.760]   Like, despite all of that, they didn't come to him.
[00:44:22.760 --> 00:44:26.560]   They didn't sacrifice to him.
[00:44:26.560 --> 00:44:28.840]   And their sins burdened him.
[00:44:28.840 --> 00:44:29.840]   Right?
[00:44:29.880 --> 00:44:34.720]   Again, remember, he was saying, he was going back and forth, back and forth.
[00:44:34.720 --> 00:44:37.280]   How he cares, he's going to redeem them.
[00:44:37.280 --> 00:44:38.280]   Right?
[00:44:38.280 --> 00:44:40.160]   But, despite that, you keep running.
[00:44:40.160 --> 00:44:41.160]   Right?
[00:44:41.160 --> 00:44:42.760]   You don't come and worship me.
[00:44:42.760 --> 00:44:47.040]   Your sins are starting to pile up, becoming a huge burden, because you refuse to come
[00:44:47.040 --> 00:44:48.040]   and sacrifice.
[00:44:48.040 --> 00:44:53.520]   But what was his answer to this?
[00:44:53.520 --> 00:44:58.160]   Our human logic would say, "Enough!"
[00:44:58.160 --> 00:44:59.800]   Right?
[00:44:59.800 --> 00:45:01.720]   How many times?
[00:45:01.720 --> 00:45:06.400]   How many times does Israel have to go through this cycle before God says, "Enough!"
[00:45:06.400 --> 00:45:07.400]   Right?
[00:45:07.400 --> 00:45:10.680]   You know what the answer is?
[00:45:10.680 --> 00:45:13.000]   Seven times seventy.
[00:45:13.000 --> 00:45:14.000]   Seven times seventy.
[00:45:14.000 --> 00:45:17.200]   So, at the end, what's the ultimate reason?
[00:45:17.200 --> 00:45:18.200]   What does he do?
[00:45:18.200 --> 00:45:21.000]   Because he promises them, "I will blot out your sins."
[00:45:21.000 --> 00:45:23.760]   This burden that he felt for their sins.
[00:45:23.760 --> 00:45:24.760]   Right?
[00:45:24.760 --> 00:45:28.200]   What did he do with that burden?
[00:45:28.200 --> 00:45:30.560]   He placed it upon Christ.
[00:45:30.560 --> 00:45:31.920]   Right?
[00:45:31.920 --> 00:45:37.040]   This burden that was piling up, despite his grace and mercy.
[00:45:37.040 --> 00:45:38.040]   What did he do with that burden?
[00:45:38.040 --> 00:45:39.280]   He placed it upon Christ.
[00:45:39.280 --> 00:45:47.480]   He who knew no sin became sin, so that we might become the righteousness of God.
[00:45:47.480 --> 00:45:50.080]   Does that motivate you to worship Him?
[00:45:50.080 --> 00:45:51.080]   Right?
[00:45:51.080 --> 00:45:54.600]   Does that make you want to follow Jesus?
[00:45:54.600 --> 00:45:55.600]   Right?
[00:45:55.600 --> 00:45:56.600]   To proclaim Him?
[00:45:56.600 --> 00:45:57.880]   To honor Him?
[00:45:57.880 --> 00:46:00.280]   Not to disappoint Him?
[00:46:00.280 --> 00:46:02.120]   Right?
[00:46:02.120 --> 00:46:03.840]   I think it does, if we really believe.
[00:46:03.840 --> 00:46:04.840]   Right?
[00:46:04.840 --> 00:46:09.560]   It's just that sometimes, all that we know, sometimes we become so hardened that it just
[00:46:09.560 --> 00:46:12.000]   becomes theology, but not truth.
[00:46:12.000 --> 00:46:17.240]   But when this has flesh, when this is truth, it changes us.
[00:46:17.240 --> 00:46:18.240]   Right?
[00:46:18.240 --> 00:46:19.840]   Because it's very personal.
[00:46:19.840 --> 00:46:22.200]   We're not just talking about some doctrinal statement.
[00:46:22.200 --> 00:46:25.760]   We're talking about this God who loves us.
[00:46:25.760 --> 00:46:27.520]   Right?
[00:46:27.520 --> 00:46:31.920]   We burdened Him with our sin, and what did He do with that burden?
[00:46:31.920 --> 00:46:35.240]   He took it upon Himself.
[00:46:35.240 --> 00:46:38.920]   So again, true worship is always a response to this.
[00:46:38.920 --> 00:46:40.320]   It's a response to this.
[00:46:40.320 --> 00:46:41.320]   Right?
[00:46:41.320 --> 00:46:42.880]   When we recognize what we have in Christ.
[00:46:42.880 --> 00:46:50.120]   So again, we're not done, but Isaiah is going to just pound it upon us, so that hopefully,
[00:46:50.120 --> 00:46:54.520]   if your hearts have become hardened for whatever the reason, in the last few months, or last
[00:46:54.520 --> 00:47:02.160]   few years, I pray, my hope and prayer is that as we go through these sections of promises
[00:47:02.160 --> 00:47:06.240]   of the Messiah, the details of the Gospel, you know, hopefully by the time we get to
[00:47:06.240 --> 00:47:10.880]   Isaiah 53, right, revival will break out.
[00:47:10.880 --> 00:47:11.880]   Right?
[00:47:11.880 --> 00:47:12.880]   In our hearts.
[00:47:12.880 --> 00:47:17.440]   That the ultimate reason why we're doing what we're doing is so that when we say, "We love
[00:47:17.440 --> 00:47:19.680]   You, Jesus," that we mean it from our hearts.
[00:47:19.680 --> 00:47:20.680]   Right?
[00:47:20.680 --> 00:47:21.680]   A genuine response.
[00:47:21.680 --> 00:47:23.000]   We love because He first loved us.
[00:47:23.000 --> 00:47:24.000]   Right?
[00:47:24.000 --> 00:47:27.240]   So let me pray for us, and then I'll let you guys get into your groups, and take some
[00:47:27.240 --> 00:47:28.240]   time for a small group.
[00:47:28.240 --> 00:47:29.240]   Who's doing snacks today?
[00:47:29.240 --> 00:47:30.240]   Okay.
[00:47:30.240 --> 00:47:31.240]   Who's doing snacks next week?
[00:47:31.240 --> 00:47:32.240]   And Philip's group.
[00:47:32.240 --> 00:47:33.240]   Okay, that group.
[00:47:33.240 --> 00:47:34.240]   Okay.
[00:47:34.240 --> 00:47:43.720]   Alright, let me pray for us, and then I'll let you guys get to your groups.
[00:47:43.720 --> 00:47:48.800]   Heavenly Father, we thank You so much for being so patient with us.
[00:47:48.800 --> 00:47:52.440]   You know how prone we are to wander and to be entangled.
[00:47:52.440 --> 00:47:59.140]   We look at the rest of the world, and sometimes we envy what they have, because we forget
[00:47:59.140 --> 00:48:03.600]   the hope that we have in Jesus, and what it is that we already have.
[00:48:03.600 --> 00:48:11.460]   The privilege that we have to call You our Abba Father, because You loved us, and You
[00:48:11.460 --> 00:48:14.000]   pursued us.
[00:48:14.000 --> 00:48:20.120]   You were patient with us, and You forgave us, no matter how many times we've drifted.
[00:48:20.120 --> 00:48:26.920]   No matter how many times we've disappointed, because of Your unending grace, we're able
[00:48:26.920 --> 00:48:28.960]   to be here.
[00:48:28.960 --> 00:48:34.920]   I pray, Father God, that You would cause all of us, each one of us, to respond in such
[00:48:34.920 --> 00:48:39.320]   a way that our confession of love to You may be genuine.
[00:48:39.320 --> 00:48:44.200]   That our worship would never be a burden, but it would be an expression of that gratitude,
[00:48:44.200 --> 00:48:46.720]   Lord, that You place in our own hearts.
[00:48:46.720 --> 00:48:52.520]   I pray that our fellowship, our small groups, would lead to greater challenge, greater sharpening,
[00:48:52.520 --> 00:48:54.520]   as iron sharpening iron.
[00:48:54.520 --> 00:48:59.000]   That wherever we are, whatever it is that we have experienced this week, that our burdens
[00:48:59.000 --> 00:49:02.920]   would be unburdened, Lord God, and to place it upon Christ.
[00:49:02.920 --> 00:49:08.280]   And that as You have called Israel to Yourself, that we would go to You, Father God, with
[00:49:08.280 --> 00:49:10.760]   confidence in the blood, in the name of Jesus.
[00:49:10.760 --> 00:49:12.000]   We thank You in Jesus' name we pray.
[00:49:12.000 --> 00:49:12.500]   Amen.

