
[00:00:00.000 --> 00:00:04.040]   [BLANK_AUDIO]
[00:42:10.960 --> 00:42:12.960]   And that's exactly during the time of Jesus.
[00:42:12.960 --> 00:42:16.960]   They were so angry with the Romans, right?
[00:42:16.960 --> 00:42:18.960]   Remember, they were Romans, "Ah, they're bothering us.
[00:42:18.960 --> 00:42:20.960]   They're the ones. They won't let us worship."
[00:42:20.960 --> 00:42:22.960]   And then when they, remember when they asked,
[00:42:22.960 --> 00:42:26.960]   "Do we give money to the Romans, or do we give it to the temple?"
[00:42:26.960 --> 00:42:29.960]   Remember what Jesus said, "Give to Caesar what is Caesar.
[00:42:29.960 --> 00:42:31.960]   Give to God what is God."
[00:42:31.960 --> 00:42:34.960]   He was rebuking them, right?
[00:42:34.960 --> 00:42:37.960]   You're worried about the money, but you're not giving to God.
[00:42:37.960 --> 00:42:41.960]   It's not about the money, right?
[00:42:41.960 --> 00:42:44.960]   Even if you don't give it to the Romans, that's not what God desires.
[00:42:44.960 --> 00:42:47.960]   God desires your worship, and you're not giving God true worship.
[00:42:47.960 --> 00:42:49.960]   So give to Caesar, Caesar's.
[00:42:49.960 --> 00:42:51.960]   Give to God, God's.
[00:42:51.960 --> 00:42:57.960]   And you're not doing either, right?
[00:42:57.960 --> 00:43:00.960]   Verse 15, right, it says,
[00:43:00.960 --> 00:43:04.960]   "Woe, or awe, you who hide deep from the Lord your counsel,
[00:43:04.960 --> 00:43:08.960]   whose deeds are in the dark, and who say, 'Who sees us? Who knows us?'"
[00:43:08.960 --> 00:43:14.960]   God is saying, "God does."
[00:43:14.960 --> 00:43:16.960]   And then verse 16,
[00:43:16.960 --> 00:43:18.960]   "You turn things upside down.
[00:43:18.960 --> 00:43:20.960]   Shall the potter be regarded as the clay,
[00:43:20.960 --> 00:43:22.960]   that the thing made should say to its maker,
[00:43:22.960 --> 00:43:26.960]   'He did not make me,' or the thing formed say of him who formed it,
[00:43:26.960 --> 00:43:30.960]   'He has no understanding.'"
[00:43:30.960 --> 00:43:40.960]   They refuse to acknowledge God.
[00:43:40.960 --> 00:43:43.960]   And then this is kind of like the summary
[00:43:43.960 --> 00:43:48.960]   of why judgment and discipline is coming upon the nation of Israel.
[00:43:48.960 --> 00:43:51.960]   And again, just to take a minute to look at it,
[00:43:51.960 --> 00:43:53.960]   it means superficial worship,
[00:43:53.960 --> 00:43:55.960]   just going through the motion, attending church,
[00:43:55.960 --> 00:43:57.960]   and doing all that, motion.
[00:43:57.960 --> 00:44:01.960]   If it's not true faith, true worship, right,
[00:44:01.960 --> 00:44:02.960]   because that's what God desires,
[00:44:02.960 --> 00:44:05.960]   people who will worship Him in spirit and in truth.
[00:44:05.960 --> 00:44:07.960]   Deeds are hidden from the Lord, right?
[00:44:07.960 --> 00:44:09.960]   As long as our reputation is good,
[00:44:09.960 --> 00:44:12.960]   what's happening in our hearts in private, right,
[00:44:12.960 --> 00:44:15.960]   doesn't matter because it's not really pleasing God, right?
[00:44:15.960 --> 00:44:20.960]   Only person that can feel safe living two separate things
[00:44:20.960 --> 00:44:22.960]   are people who are okay with the reputation,
[00:44:22.960 --> 00:44:24.960]   but not the reality, right?
[00:44:24.960 --> 00:44:26.960]   And that's what they were.
[00:44:26.960 --> 00:44:31.960]   And in the end, they were, you know, God was not their king, right?
[00:44:31.960 --> 00:44:35.960]   So, we're the pot, He's the potter,
[00:44:35.960 --> 00:44:42.960]   but instead we're trying to mold Him instead of the other way.
[00:44:42.960 --> 00:44:47.960]   So what does the future hold for the house of Jacob, Israel?
[00:44:47.960 --> 00:44:49.960]   I just listed, you may have more than this,
[00:44:49.960 --> 00:44:52.960]   "They will again bear much fruit," verse 17.
[00:44:52.960 --> 00:44:56.960]   "At the end of pruning," the purpose of pruning is not to destroy,
[00:44:56.960 --> 00:45:00.960]   but that the fruit will be more genuine, it will be more full, right?
[00:45:00.960 --> 00:45:05.960]   He said, "Deaf shall hear."
[00:45:05.960 --> 00:45:06.960]   And again, when He says, "Deaf shall hear,"
[00:45:06.960 --> 00:45:09.960]   obviously there's a physical component to it, but spiritually.
[00:45:09.960 --> 00:45:12.960]   People who had no ear to hear, God's going to open their ears
[00:45:12.960 --> 00:45:13.960]   and they're going to hear.
[00:45:13.960 --> 00:45:18.960]   People who could not see, they're going to see.
[00:45:18.960 --> 00:45:24.960]   In other words, all of this is a description of revival at the end.
[00:45:24.960 --> 00:45:25.960]   That's exactly what happens.
[00:45:25.960 --> 00:45:29.960]   When revival comes, all of a sudden the Word of God
[00:45:29.960 --> 00:45:32.960]   becomes so much sweeter than it was before,
[00:45:32.960 --> 00:45:36.960]   and you are able to see His grace and love in a deeper way
[00:45:36.960 --> 00:45:37.960]   that you haven't seen before.
[00:45:37.960 --> 00:45:43.960]   Sometimes God will bring pruning in your life for that very reason.
[00:45:43.960 --> 00:45:47.960]   Because without the pruning, a lot of times we remain dull of hearing,
[00:45:47.960 --> 00:45:51.960]   dull of seeing, but the pruning causes us to be more sensitive
[00:45:51.960 --> 00:45:54.960]   to the things of God.
[00:45:54.960 --> 00:45:56.960]   And then ultimately the meek will find joy in the Lord,
[00:45:56.960 --> 00:46:01.960]   and the poor will have reason to exalt Him.
[00:46:01.960 --> 00:46:04.960]   In other words, the very things that the world is chasing after,
[00:46:04.960 --> 00:46:08.960]   again remember the beatitudes, every part of that beatitude
[00:46:08.960 --> 00:46:12.960]   is exactly the opposite of what the world teaches us,
[00:46:12.960 --> 00:46:14.960]   what the world is tempting us with.
[00:46:14.960 --> 00:46:18.960]   And He said, "But when revival comes, it's the meek who will find joy in Him."
[00:46:18.960 --> 00:46:22.960]   It's the poor who will be restored.
[00:46:22.960 --> 00:46:26.960]   And along with that, the ruthless will be punished.
[00:46:26.960 --> 00:46:30.960]   And then the final result is that Jacob will be restored,
[00:46:30.960 --> 00:46:32.960]   Israel will be restored.
[00:46:32.960 --> 00:46:33.960]   Okay.
[00:46:33.960 --> 00:46:42.960]   Okay, so you can take the rest of the time to discuss with your group.

