
[00:00:00.000 --> 00:00:04.000]   Alright, we got like 10 minutes.
[01:45:35.240 --> 01:45:37.080]   I'm gonna know him.
[01:45:37.080 --> 01:45:38.600]   That's the hope that is in me.
[01:45:38.600 --> 01:45:43.200]   So if people are asking me,
[01:45:43.200 --> 01:45:45.240]   hey what's the reason for the hope that you have
[01:45:45.240 --> 01:45:46.280]   in the midst of cancer?
[01:45:46.280 --> 01:45:48.360]   What's the reason for the hope that you have
[01:45:48.360 --> 01:45:50.000]   in the trials that you are suffering?
[01:45:50.000 --> 01:45:51.680]   What's the reason for the hope that you have
[01:45:51.680 --> 01:45:55.620]   in the middle of this painful life crisis?
[01:45:55.620 --> 01:45:59.240]   I don't need to say, oh well let me get back to you
[01:45:59.240 --> 01:46:03.040]   'cause I haven't read enough about apologetics.
[01:46:03.040 --> 01:46:06.940]   Oh you know what, I don't quite know all there is to know
[01:46:06.940 --> 01:46:11.940]   about the stance on, I don't know, vaccines.
[01:46:11.940 --> 01:46:13.680]   I'm just throwing that out there.
[01:46:13.680 --> 01:46:14.740]   I don't know.
[01:46:14.740 --> 01:46:19.280]   But a lot of times we think that we need to learn
[01:46:19.280 --> 01:46:22.520]   how to logically argue someone into belief.
[01:46:22.520 --> 01:46:28.360]   But you know when you are in love with Christ,
[01:46:28.360 --> 01:46:31.540]   it glows out your body.
[01:46:31.540 --> 01:46:39.480]   And your reasoning for the defense of the hope
[01:46:40.140 --> 01:46:44.440]   that is in you, not self-righteous,
[01:46:44.440 --> 01:46:46.600]   not condemning of other people,
[01:46:46.600 --> 01:46:49.380]   but you're just so thankful and humbled
[01:46:49.380 --> 01:46:53.000]   that God loves you that you just start preaching,
[01:46:53.000 --> 01:46:54.760]   but it doesn't sound preachy
[01:46:54.760 --> 01:46:57.240]   because you're just sharing your life testimony
[01:46:57.240 --> 01:47:02.240]   because you have sanctified Christ as Lord in your heart.
[01:47:02.240 --> 01:47:05.560]   I don't even need to talk about not cheating on my wife
[01:47:05.560 --> 01:47:07.820]   if I'm absolutely in love with Becky.
[01:47:08.940 --> 01:47:11.440]   Because that would not even cross your mind.
[01:47:11.440 --> 01:47:14.800]   Because you're like, man, that's a man who loves his wife.
[01:47:14.800 --> 01:47:17.160]   And that's what this passage is.
[01:47:17.160 --> 01:47:20.300]   For better or for worse, for richer or for poorer.
[01:47:20.300 --> 01:47:26.400]   I will pursue my Lord and set him apart
[01:47:26.400 --> 01:47:29.080]   and fear him only.
[01:47:29.080 --> 01:47:31.200]   I am gonna love the Lord my God with all my heart,
[01:47:31.200 --> 01:47:33.960]   all my soul, all my mind, and all my strength.
[01:47:33.960 --> 01:47:36.700]   And the natural byproduct of that
[01:47:36.700 --> 01:47:38.600]   is I'm gonna have his heart
[01:47:38.600 --> 01:47:40.520]   and I'm gonna be loving my neighbor as myself
[01:47:40.520 --> 01:47:42.560]   with compassion, with tender heartedness,
[01:47:42.560 --> 01:47:45.860]   with sympathy, with humility of spirit,
[01:47:45.860 --> 01:47:51.780]   with gentleness and fear, not of them, but of who?
[01:47:51.780 --> 01:47:54.220]   Christ.
[01:47:54.220 --> 01:47:57.080]   And it's not a terror fear.
[01:47:57.080 --> 01:48:02.000]   It's more of a I am so fearful
[01:48:02.000 --> 01:48:03.640]   of disappointing the one I love.
[01:48:03.640 --> 01:48:07.640]   And he is worthy of trust.
[01:48:07.640 --> 01:48:09.360]   So that's this passage.
[01:48:09.360 --> 01:48:14.240]   All of these qualities that you should have as a Christian
[01:48:14.240 --> 01:48:15.520]   are natural byproducts.
[01:48:15.520 --> 01:48:16.960]   You know how people say?
[01:48:16.960 --> 01:48:19.440]   It's kind of hard for people to say of us
[01:48:19.440 --> 01:48:22.840]   'cause my wife and I, sheer size is so different.
[01:48:22.840 --> 01:48:24.760]   But people do say, you guys look similar,
[01:48:24.760 --> 01:48:26.760]   especially when they look at a family photo.
[01:48:26.760 --> 01:48:28.320]   You guys are looking more and more similar
[01:48:28.320 --> 01:48:30.200]   as we're getting older.
[01:48:30.200 --> 01:48:33.120]   I mean, you might disagree, but that's what I've heard.
[01:48:33.120 --> 01:48:35.480]   I can start predicting what my wife is gonna do.
[01:48:35.480 --> 01:48:37.920]   I can start predicting what she's gonna choose
[01:48:37.920 --> 01:48:41.080]   and how she's gonna think because we've been together
[01:48:41.080 --> 01:48:43.720]   for 15 plus years in marriage.
[01:48:43.720 --> 01:48:48.440]   As you grow in intimate knowledge, oh, the Lord,
[01:48:48.440 --> 01:48:50.400]   these are things that naturally develop
[01:48:50.400 --> 01:48:51.840]   as byproducts of your life
[01:48:51.840 --> 01:48:57.000]   because you were purposed to inherit this blessing
[01:48:57.000 --> 01:49:00.600]   of knowing God and to be intimately known with him.
[01:49:00.600 --> 01:49:04.200]   Are you guys following this?
[01:49:04.200 --> 01:49:08.560]   So you don't need to try to explain why you love the Lord
[01:49:08.560 --> 01:49:11.560]   if you're pursuing love for the Lord.
[01:49:11.560 --> 01:49:15.800]   You have to work hard to try to explain
[01:49:15.800 --> 01:49:18.960]   and almost justify why you believe in God
[01:49:18.960 --> 01:49:21.080]   when he is just your religious figurehead.
[01:49:21.080 --> 01:49:25.440]   And that's the thrust of this passage.
[01:49:25.440 --> 01:49:28.560]   Life is gonna start throwing
[01:49:28.560 --> 01:49:30.460]   a lot of painful curve balls your way.
[01:49:30.460 --> 01:49:33.960]   But no matter what the circumstance,
[01:49:33.960 --> 01:49:35.800]   you sanctify Christ as Lord.
[01:49:35.800 --> 01:49:41.800]   So next week's passage is only six verses.
[01:49:41.800 --> 01:49:44.960]   It's chapter three, verse 17 to 22.
[01:49:44.960 --> 01:49:49.880]   And the question that, number five
[01:49:49.880 --> 01:49:51.280]   is the one that's different.
[01:49:51.280 --> 01:49:54.840]   Next week's passage is gonna throw you all
[01:49:54.840 --> 01:49:57.240]   kind of like for a little bit of like a huh,
[01:49:57.240 --> 01:49:58.240]   what does this mean?
[01:49:58.240 --> 01:50:01.680]   It's how does Christ's being made alive
[01:50:01.680 --> 01:50:05.640]   in the spirit affect us according to this passage?
[01:50:05.640 --> 01:50:08.200]   Okay, so kind of have that in the back of your minds.
[01:50:08.200 --> 01:50:09.620]   If you guys haven't looked at it yet,
[01:50:09.620 --> 01:50:10.600]   once you look at it, you'll be like,
[01:50:10.600 --> 01:50:12.720]   oh, that's what PPC's talking about, right?
[01:50:12.720 --> 01:50:15.160]   The passage, there's gonna be a lot of questions
[01:50:15.160 --> 01:50:16.000]   that come up.
[01:50:16.000 --> 01:50:22.520]   For today, question number one,
[01:50:22.520 --> 01:50:24.640]   which of the exhortations in these verses
[01:50:24.640 --> 01:50:27.400]   do you struggle most to exhibit in your day-to-day life?
[01:50:29.120 --> 01:50:32.320]   Is it, are you zealous to do what is good?
[01:50:32.320 --> 01:50:36.520]   Are people harming you because your personality
[01:50:36.520 --> 01:50:38.240]   is kind of stinky?
[01:50:38.240 --> 01:50:39.920]   Are you zealous for doing what is good?
[01:50:39.920 --> 01:50:43.040]   Are you humble, are you gentle, are you sympathetic?
[01:50:43.040 --> 01:50:44.860]   What are all these qualities that are there?
[01:50:44.860 --> 01:50:47.080]   When someone cuts you off on the street,
[01:50:47.080 --> 01:50:50.400]   do you revile and return?
[01:50:50.400 --> 01:50:52.360]   What do you struggle with?
[01:50:52.360 --> 01:50:55.720]   And the second question that I want you guys
[01:50:55.720 --> 01:50:57.600]   to share in your group is how ready are you
[01:50:57.600 --> 01:50:59.560]   to articulate the hope that is in you?
[01:50:59.560 --> 01:51:02.240]   Do you have hope in you?
[01:51:02.240 --> 01:51:07.960]   And then the second one is more of just prayer support
[01:51:07.960 --> 01:51:10.600]   for your growth in your faith.
[01:51:10.600 --> 01:51:12.360]   Are there specific ways your group members
[01:51:12.360 --> 01:51:16.000]   can pray for you as you grow to sanctify Christ as Lord
[01:51:16.000 --> 01:51:17.900]   in the areas of your life and witness?
[01:51:17.900 --> 01:51:23.160]   So those are the questions that I'm gonna leave you with.
[01:51:23.160 --> 01:51:25.200]   Let me pray for us, and then we'll break up
[01:51:25.200 --> 01:51:28.380]   into our small group sharing time.
[01:51:28.380 --> 01:51:34.120]   Lord, we ask that you would
[01:51:34.120 --> 01:51:40.400]   just grant your grace in our lives
[01:51:40.400 --> 01:51:44.600]   and cause us, Lord God, in the areas
[01:51:44.600 --> 01:51:47.080]   where we need repentance, just to repent
[01:51:47.080 --> 01:51:49.520]   and to embrace you
[01:51:52.240 --> 01:51:56.160]   and really to reflect your kindness and goodness
[01:51:56.160 --> 01:51:57.280]   as we live day to day.
[01:51:57.280 --> 01:52:02.020]   Lord, help us to sanctify you as Lord in our hearts.
[01:52:02.020 --> 01:52:06.860]   And Lord, would you fill us more and more
[01:52:06.860 --> 01:52:08.360]   just with a greater passion
[01:52:08.360 --> 01:52:11.740]   when we will fully know you,
[01:52:11.740 --> 01:52:14.000]   when we see you face to face,
[01:52:14.000 --> 01:52:15.760]   when we will receive fully
[01:52:15.760 --> 01:52:20.600]   the actualization of this blessed hope.
[01:52:20.600 --> 01:52:22.800]   So we thank you, Lord, for our time together.
[01:52:22.800 --> 01:52:26.080]   We pray for a good, fruitful time of sharing and praying.
[01:52:26.080 --> 01:52:27.880]   And we pray all these things in Jesus' name.
[01:52:27.880 --> 01:52:37.880]   [BLANK_AUDIO]

