
[00:00:00.000 --> 00:00:09.120]   - Hello, everyone.
[00:42:06.800 --> 00:42:08.000]   going to be happy here.
[00:42:08.000 --> 00:42:09.840]   All that is a lie, right?
[00:42:09.840 --> 00:42:10.840]   Imagine this.
[00:42:10.840 --> 00:42:15.760]   If you had both all the money in the world, all the liberties, and the power to protect
[00:42:15.760 --> 00:42:20.960]   your liberties, and what's more, you had a generation where essentially there was like,
[00:42:20.960 --> 00:42:24.520]   I guess you could say, a social utopia, right?
[00:42:24.520 --> 00:42:28.600]   To think you would be happy and at peace is an absolute lie.
[00:42:28.600 --> 00:42:35.440]   We learn that without Christ, knowledge without Christ, miracles without Christ, I don't know,
[00:42:35.440 --> 00:42:39.120]   like an amazing government without Christ, whatever it may be, anything without Christ,
[00:42:39.120 --> 00:42:43.040]   money without Christ, possession without Christ, the scripture has already told us, saints
[00:42:43.040 --> 00:42:45.080]   before us already told us, King Solomon said, "You know what?
[00:42:45.080 --> 00:42:47.240]   Your life doesn't even consist of your possessions."
[00:42:47.240 --> 00:42:53.840]   You could have all the pleasures in the world, all the reputation, the people's respect,
[00:42:53.840 --> 00:42:57.240]   still so empty is what King Solomon said.
[00:42:57.240 --> 00:43:07.040]   Okay, talk about this because when we live by those truths, we're shining light.
[00:43:07.040 --> 00:43:08.840]   We're shining reality, right?
[00:43:08.840 --> 00:43:13.960]   And what's really interesting, it says for everything that becomes visible then, it is
[00:43:13.960 --> 00:43:15.000]   light.
[00:43:15.000 --> 00:43:21.220]   So now going back to that John chapter three passage, notice what he says, that as we practice
[00:43:21.220 --> 00:43:28.600]   the truth and come to the light, our deeds becomes manifest, becomes really, really clear
[00:43:28.600 --> 00:43:31.360]   that those deeds are wrought of God.
[00:43:31.360 --> 00:43:34.300]   And brothers and sisters, that is a powerful thing.
[00:43:34.300 --> 00:43:40.620]   When we seek to abide by the truth of God, both the light is shining upon us and what's
[00:43:40.620 --> 00:43:46.480]   more we are shining, that the faith that God has given us is bearing its fruit.
[00:43:46.480 --> 00:43:51.860]   And then us, we're indicating and revealing that the mighty power of God is working within
[00:43:51.860 --> 00:43:52.860]   us.
[00:43:52.860 --> 00:43:56.220]   And so I just want to give this challenge again.
[00:43:56.220 --> 00:44:02.040]   Today, in this passage, there were many motivations, but essentially when I say motivations, those
[00:44:02.040 --> 00:44:04.840]   are propositional faith truths.
[00:44:04.840 --> 00:44:06.300]   This is who you are.
[00:44:06.300 --> 00:44:07.620]   This is what righteousness is.
[00:44:07.620 --> 00:44:08.620]   This is what light produces.
[00:44:08.620 --> 00:44:11.140]   This is what darkness produces.
[00:44:11.140 --> 00:44:14.920]   Those are all propositional truths of faith.
[00:44:14.920 --> 00:44:20.620]   I pray that you hold onto those things dearly, that they become powerful motivators for you
[00:44:20.620 --> 00:44:24.420]   to not only resist temptation, but walk in righteousness.
[00:44:24.420 --> 00:44:25.740]   Let's pray.
[00:44:25.740 --> 00:44:29.940]   Lord, we thank you so much for your word, God.
[00:44:29.940 --> 00:44:30.940]   Truly, Lord.
[00:44:30.940 --> 00:44:35.380]   God, it would be devastating for us if we're not able to study your word.
[00:44:35.380 --> 00:44:36.580]   Why?
[00:44:36.580 --> 00:44:42.380]   Because we would be lost, because we wouldn't be able to see, because we'd be in darkness.
[00:44:42.380 --> 00:44:48.580]   I pray, Lord, that right now, again, as we are in somewhat of an incredibly strange time
[00:44:48.580 --> 00:44:56.900]   of unrest, division, anger, injustices, all these things, Lord, I pray, Father God, that
[00:44:56.900 --> 00:45:00.860]   we would cling all the more to your truth.
[00:45:00.860 --> 00:45:04.620]   Grant to us wisdom, understanding, discretion.
[00:45:04.620 --> 00:45:09.540]   Grant to us, Father God, greater faith, that God, we would not operate and react simply
[00:45:09.540 --> 00:45:14.780]   by what we see, but Lord, we would walk by what you have already told us.
[00:45:14.780 --> 00:45:16.340]   We thank you, it's in Christ, and we pray.
[00:45:16.340 --> 00:45:16.700]   Amen.
[00:45:16.700 --> 00:45:26.700]   [BLANK_AUDIO]

