
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:37:26.560 --> 00:37:30.600]   trying, you know, being the forerunners of saying,
[00:37:30.600 --> 00:37:32.960]   "I am better, I am better."
[00:37:32.960 --> 00:37:35.160]   How dare you, you know?
[00:37:35.160 --> 00:37:37.480]   And I think that's the pastoral heart coming out
[00:37:37.480 --> 00:37:40.100]   with Apostle Paul saying this paragraph,
[00:37:40.100 --> 00:37:43.280]   "Remember my preaching to you guys."
[00:37:43.280 --> 00:37:45.360]   And he wants them to remember his intent
[00:37:45.360 --> 00:37:47.640]   in the preaching as well.
[00:37:47.640 --> 00:37:48.680]   Does that make sense?
[00:37:48.680 --> 00:37:52.480]   All right, so by way of conclusion,
[00:37:52.480 --> 00:37:55.160]   because Apostle Paul desired, right,
[00:37:55.160 --> 00:37:56.600]   and that's an understatement,
[00:37:56.600 --> 00:38:01.240]   how deeply he was committed, devoted, and determined
[00:38:01.240 --> 00:38:03.840]   that their faith would rest upon the wisdom
[00:38:03.840 --> 00:38:05.360]   and power of God,
[00:38:05.360 --> 00:38:09.360]   he preached clearly and accurately the truth, right?
[00:38:09.360 --> 00:38:11.960]   Without fluff, without eloquence,
[00:38:11.960 --> 00:38:13.940]   without persuasiveness of speech,
[00:38:13.940 --> 00:38:16.960]   but in its plain, plain form, okay?
[00:38:16.960 --> 00:38:20.400]   All right, any questions about this passage?
[00:38:20.400 --> 00:38:24.600]   Or thoughts?
[00:38:24.600 --> 00:38:26.800]   Yes?
[00:38:26.800 --> 00:38:28.200]   - Just one quick one.
[00:38:28.200 --> 00:38:30.160]   So, without eloquence and all that,
[00:38:30.160 --> 00:38:34.080]   why do you need to teach a seminary,
[00:38:34.080 --> 00:38:36.640]   why do you need to take a preaching course
[00:38:36.640 --> 00:38:40.600]   and spend all these hours practicing what you preach?
[00:38:40.600 --> 00:38:43.240]   - Well, number one,
[00:38:43.240 --> 00:38:46.400]   Apostle Paul made very, very clear.
[00:38:46.400 --> 00:38:48.840]   He says give attention to the reading of scripture,
[00:38:48.840 --> 00:38:49.920]   to exhortation.
[00:38:49.920 --> 00:38:52.960]   Pastor Peter just recently preached
[00:38:52.960 --> 00:38:54.120]   whether in Caesar and in Attasidon,
[00:38:54.120 --> 00:38:55.560]   preached the word of God.
[00:38:55.560 --> 00:38:58.960]   But he also taught that the man who preaches,
[00:38:58.960 --> 00:39:01.560]   he has to be able to accurately divide the word of God.
[00:39:01.560 --> 00:39:02.840]   Right?
[00:39:02.840 --> 00:39:07.040]   So, there's a sense in which, yes,
[00:39:07.040 --> 00:39:09.960]   can anybody as a priesthood of saints
[00:39:09.960 --> 00:39:12.920]   read the Bible, understand, and be able to share?
[00:39:12.920 --> 00:39:13.980]   Yeah.
[00:39:13.980 --> 00:39:15.480]   But you have to realize there is a difference
[00:39:15.480 --> 00:39:18.000]   because God has given very specific instruction
[00:39:18.000 --> 00:39:20.640]   that there be preaching in the congregation.
[00:39:20.640 --> 00:39:22.840]   So there's a time actually I wondered,
[00:39:22.840 --> 00:39:23.680]   why do we do this?
[00:39:23.680 --> 00:39:28.160]   Like, the pulpit, why is this the main attraction on Sunday?
[00:39:28.160 --> 00:39:31.520]   You know, this takes 45 minutes, an hour.
[00:39:31.520 --> 00:39:32.720]   You know, there was a movement called
[00:39:32.720 --> 00:39:33.640]   the Emerging Church Movement
[00:39:33.640 --> 00:39:35.600]   where they tried to do away with it, right?
[00:39:35.600 --> 00:39:37.640]   They just gathered everybody in a huge big circle.
[00:39:37.640 --> 00:39:39.560]   They said, "We're gonna have a talk.
[00:39:39.560 --> 00:39:40.920]   "And we're gonna discuss stuff."
[00:39:40.920 --> 00:39:42.640]   And everybody kind of got a chance.
[00:39:42.640 --> 00:39:46.080]   And they wanted to get rid of the high church feel
[00:39:46.080 --> 00:39:49.040]   of like, here's the pastor on the pulpit preaching.
[00:39:49.040 --> 00:39:50.120]   But the fact of the matter is,
[00:39:50.120 --> 00:39:53.780]   scripture is really clear that the preaching
[00:39:53.780 --> 00:39:55.860]   and exhortation of the word of God
[00:39:55.860 --> 00:39:58.240]   needs to be done both in, again, accuracy,
[00:39:58.240 --> 00:39:59.360]   it needs to be rightly divided,
[00:39:59.360 --> 00:40:01.880]   and needs to be done by men who are trained,
[00:40:01.880 --> 00:40:03.780]   tested, and have godly character.
[00:40:03.780 --> 00:40:07.600]   So in order to do that, there has to be training, you know?
[00:40:07.600 --> 00:40:10.440]   So yes, there is a sense in which
[00:40:10.440 --> 00:40:15.680]   he is saying, I'm not using eloquence,
[00:40:15.680 --> 00:40:20.360]   but he's not talking about in broad brush stroke,
[00:40:20.360 --> 00:40:24.160]   any kind of speech that has an element of,
[00:40:24.160 --> 00:40:26.360]   I don't know, like refined, you know,
[00:40:26.360 --> 00:40:28.760]   talking or definitive talk.
[00:40:28.760 --> 00:40:30.640]   That's all bad, that's not what he's saying.
[00:40:30.640 --> 00:40:33.240]   He's saying resting on worldly wisdom.
[00:40:33.240 --> 00:40:34.720]   And especially in their context,
[00:40:34.720 --> 00:40:36.280]   where they loved eloquence,
[00:40:36.280 --> 00:40:38.120]   they loved guys who'd come over
[00:40:38.120 --> 00:40:40.960]   and throw out new and innovative talk,
[00:40:40.960 --> 00:40:43.080]   throw out new and innovative theories,
[00:40:43.080 --> 00:40:44.680]   talk about meaning of life,
[00:40:44.680 --> 00:40:46.440]   give them something to peruse about,
[00:40:46.440 --> 00:40:47.900]   they loved that stuff.
[00:40:47.900 --> 00:40:49.440]   They had debaters and philosophers,
[00:40:49.440 --> 00:40:53.100]   that was their profession in life, you know what I mean?
[00:40:53.100 --> 00:40:55.560]   So that being the case, Paul made sure,
[00:40:55.560 --> 00:40:57.160]   because of the context he's in,
[00:40:57.160 --> 00:40:59.000]   I'm not gonna use any of that,
[00:40:59.000 --> 00:41:01.360]   but I'm going to give to you what's true and clear
[00:41:01.360 --> 00:41:02.520]   and accurate to God.
[00:41:02.520 --> 00:41:04.500]   So, yes.
[00:41:04.500 --> 00:41:09.460]   (audience member speaking)
[00:41:09.620 --> 00:41:14.620]   It sounds like Paul's kind of supportive of the church,
[00:41:14.620 --> 00:41:17.900]   and the kids were inviting people from different faiths
[00:41:17.900 --> 00:41:20.520]   to show them that's wrong.
[00:41:20.520 --> 00:41:24.100]   (audience member speaking)
[00:41:24.100 --> 00:41:27.680]   (audience member speaking)
[00:41:27.680 --> 00:41:31.260]   (audience member speaking)
[00:41:31.260 --> 00:41:37.840]   (audience member speaking)
[00:41:37.840 --> 00:41:43.340]   (audience member speaking)
[00:41:43.340 --> 00:41:46.920]   (audience member speaking)
[00:41:46.920 --> 00:41:56.320]   Right.
[00:41:56.320 --> 00:41:59.980]   (audience member speaking)
[00:41:59.980 --> 00:42:02.640]   Right.
[00:42:02.640 --> 00:42:04.240]   Okay.
[00:42:04.240 --> 00:42:06.040]   Yeah, so I mean, this would be good
[00:42:06.040 --> 00:42:07.620]   for you guys to discuss too.
[00:42:07.620 --> 00:42:09.880]   The question is a good one,
[00:42:09.880 --> 00:42:10.980]   and what you say is a good one too.
[00:42:10.980 --> 00:42:14.100]   Given the context, there's a certain way we speak.
[00:42:14.100 --> 00:42:19.000]   But definitely, we're trying to apply a principle,
[00:42:19.000 --> 00:42:21.840]   and we have to make sure that we apply the principles
[00:42:21.840 --> 00:42:25.120]   in the parameters of scripture,
[00:42:25.120 --> 00:42:27.920]   and the kind of balance that scripture gives too.
[00:42:27.920 --> 00:42:31.080]   You know, Apostle Paul, remember we learned,
[00:42:31.080 --> 00:42:32.840]   he is not using worldly wisdom,
[00:42:32.840 --> 00:42:34.800]   and he's not using worldly eloquence,
[00:42:34.800 --> 00:42:37.100]   but he is using a kind of speech
[00:42:37.100 --> 00:42:38.400]   that's pleading with the people,
[00:42:38.400 --> 00:42:40.840]   and he's winning them over, right?
[00:42:40.840 --> 00:42:42.720]   So there is a balance in that too,
[00:42:42.720 --> 00:42:43.800]   that we have to recognize.
[00:42:43.800 --> 00:42:46.240]   But I like what you said, that given the context,
[00:42:46.240 --> 00:42:48.960]   he's getting at them at the core of where they're wrestling,
[00:42:48.960 --> 00:42:51.360]   he's getting at them at the core of their pride,
[00:42:51.360 --> 00:42:54.200]   and he's in the moment where he's rebuking them, you know?
[00:42:55.040 --> 00:42:58.720]   So again, context kind of dictates sometimes how you speak.
[00:42:58.720 --> 00:43:00.520]   Good, any other questions?
[00:43:00.520 --> 00:43:02.480]   Okay, then I hope you guys have a good time in small group,
[00:43:02.480 --> 00:43:05.320]   let me pray for us, and then we'll wrap up.
[00:43:05.320 --> 00:43:07.280]   Father God, we want to thank you, Lord.
[00:43:07.280 --> 00:43:14.400]   God, I pray, Lord, that for us as Christians,
[00:43:14.400 --> 00:43:18.000]   the stuff that's attractive would not be the same thing
[00:43:18.000 --> 00:43:20.160]   that the world finds attractive.
[00:43:20.160 --> 00:43:24.600]   Lord, the world finds attractive, you know,
[00:43:24.600 --> 00:43:29.600]   stature, physical beauty, reputation, high education,
[00:43:29.600 --> 00:43:34.640]   and the accomplishments that, in our foolish minds,
[00:43:34.640 --> 00:43:38.300]   think in this world and in this lifetime took a long time.
[00:43:38.300 --> 00:43:43.800]   God, I pray and hope that our evaluation
[00:43:43.800 --> 00:43:47.000]   of what is attractive, or what is powerful,
[00:43:47.000 --> 00:43:49.620]   or what is good, would come truly
[00:43:49.620 --> 00:43:51.280]   through the lens of scripture.
[00:43:51.280 --> 00:43:53.360]   And Lord, that not only would be able
[00:43:53.360 --> 00:43:56.000]   to evaluate appropriately, God,
[00:43:56.000 --> 00:43:57.640]   then that would turn then into us
[00:43:57.640 --> 00:44:00.360]   not seeking to accomplish those things,
[00:44:00.360 --> 00:44:02.260]   but rather, God, that we would be desiring
[00:44:02.260 --> 00:44:06.040]   to accomplish the things that are spiritually weighty,
[00:44:06.040 --> 00:44:07.200]   the things that matter,
[00:44:07.200 --> 00:44:10.760]   and the things that have eternal value.
[00:44:10.760 --> 00:44:12.240]   Lord, I pray for every single one of us
[00:44:12.240 --> 00:44:14.160]   that you give us true wisdom.
[00:44:14.160 --> 00:44:16.620]   God, a lot of the teaching that we talked about today,
[00:44:16.620 --> 00:44:19.140]   there are good principles to take home,
[00:44:19.140 --> 00:44:22.360]   but applying them, Lord, we need your spirit,
[00:44:22.360 --> 00:44:25.000]   we need your guidance, and we need your light every day.
[00:44:25.000 --> 00:44:27.160]   So I pray that you would provide that for us
[00:44:27.160 --> 00:44:29.120]   through your grace, and it's in Christ's name we pray.
[00:44:29.120 --> 00:44:30.320]   Amen.

