
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:37:31.160 --> 00:37:33.240]   and how can we apply?
[00:37:33.240 --> 00:37:37.180]   How about somebody from that table there?
[00:37:37.180 --> 00:37:39.100]   You guys.
[00:37:39.400 --> 00:37:42.320]   (distant speaking)
[00:37:42.320 --> 00:37:46.160]   Examine yourself, okay?
[00:37:46.160 --> 00:37:48.560]   So, remember, I typically always go through
[00:37:48.560 --> 00:37:52.880]   and I underline or I try to take note of every major verb.
[00:37:52.880 --> 00:37:56.940]   And he flat out says, you must examine yourself.
[00:37:56.940 --> 00:37:58.440]   If you are to eat of this communion,
[00:37:58.440 --> 00:38:02.160]   if you're supposed to partake of this, examine yourself.
[00:38:02.160 --> 00:38:03.520]   Okay?
[00:38:03.520 --> 00:38:05.840]   And what I'd like you to do, just for a moment,
[00:38:05.840 --> 00:38:10.620]   is, you know, as you hear that exhortation,
[00:38:10.620 --> 00:38:13.300]   I do wanna ask the question, how do you apply that?
[00:38:13.300 --> 00:38:15.780]   Right?
[00:38:15.780 --> 00:38:18.140]   How do you apply, first and foremost,
[00:38:18.140 --> 00:38:21.340]   something like, hey, examine yourself,
[00:38:21.340 --> 00:38:22.620]   check yourself, you know?
[00:38:22.620 --> 00:38:25.180]   What do you guys think?
[00:38:25.180 --> 00:38:28.740]   'Cause, hey, examine yourself, to me,
[00:38:28.740 --> 00:38:30.780]   doesn't feel the same as like, just read your Bible.
[00:38:30.780 --> 00:38:32.540]   It's like, okay.
[00:38:32.540 --> 00:38:33.380]   You know?
[00:38:33.640 --> 00:38:36.560]   (distant speaking)
[00:38:36.560 --> 00:38:41.520]   Yes?
[00:38:41.520 --> 00:38:44.800]   - Pray like, the best you're supposed to.
[00:38:44.800 --> 00:38:46.280]   - Good.
[00:38:46.280 --> 00:38:48.820]   I don't know, again, how regularly.
[00:38:48.820 --> 00:38:53.760]   I feel like sometimes I pray for certain needs.
[00:38:53.760 --> 00:38:56.720]   I always pray for strength, I pray for perseverance,
[00:38:56.720 --> 00:38:59.080]   but I don't know how many, you know,
[00:38:59.080 --> 00:39:01.720]   how often I sit and just say, hey,
[00:39:01.720 --> 00:39:03.380]   God, I just wanna take a moment.
[00:39:03.380 --> 00:39:06.720]   Can you help me examine myself?
[00:39:06.720 --> 00:39:09.140]   'Cause it's a little awkward, too.
[00:39:09.140 --> 00:39:11.780]   I find that sometimes it's hard to pray those prayers
[00:39:11.780 --> 00:39:14.640]   where I'm actually interacting with God.
[00:39:14.640 --> 00:39:16.460]   There's a sense that it's easier to pray
[00:39:16.460 --> 00:39:18.780]   in terms of letting God know what's going on,
[00:39:18.780 --> 00:39:20.380]   and then asking Him to give me something,
[00:39:20.380 --> 00:39:23.860]   and then I'm done, as opposed to almost anticipating
[00:39:23.860 --> 00:39:25.220]   a response from the Lord.
[00:39:25.220 --> 00:39:29.300]   God, what are things in my life?
[00:39:29.300 --> 00:39:31.700]   And if you remember, there's a lot of passages like this.
[00:39:31.700 --> 00:39:33.360]   Can you jot some of these down?
[00:39:33.360 --> 00:39:36.480]   Psalm 139, 23, 24.
[00:39:36.480 --> 00:39:39.280]   Psalm 139, 23, 24.
[00:39:39.280 --> 00:39:41.200]   This is one that you guys have probably heard a lot.
[00:39:41.200 --> 00:39:43.400]   Search me, O God, and know my heart.
[00:39:43.400 --> 00:39:46.000]   Try me and know my anxious thoughts,
[00:39:46.000 --> 00:39:48.920]   and see if there be any hurtful way in me,
[00:39:48.920 --> 00:39:52.720]   and lead me in the everlasting way.
[00:39:52.720 --> 00:39:55.480]   That's a pretty powerful passage.
[00:39:55.480 --> 00:39:57.840]   Psalm 26, verse two.
[00:39:57.840 --> 00:39:59.880]   Psalm 26, verse two.
[00:39:59.880 --> 00:40:02.720]   Examine me, O Lord, and try me.
[00:40:02.720 --> 00:40:07.960]   I don't know if those words hit you a little bit, but
[00:40:07.960 --> 00:40:12.220]   to be able to say those words honestly before God
[00:40:12.220 --> 00:40:14.380]   is quite an unnerving thing.
[00:40:14.380 --> 00:40:17.480]   God, test me, right?
[00:40:17.480 --> 00:40:19.360]   Put me to the test.
[00:40:19.360 --> 00:40:22.360]   He says, test my mind and my heart, he says.
[00:40:22.360 --> 00:40:26.600]   Job, Job is actually quite a righteous man in the Bible.
[00:40:26.600 --> 00:40:28.640]   Righteous as we can say righteous.
[00:40:28.640 --> 00:40:31.960]   But in Job, chapter 13, verse 23,
[00:40:31.960 --> 00:40:33.960]   chapter 13, verse 23, he says,
[00:40:33.960 --> 00:40:37.280]   how many are my iniquities and sins?
[00:40:37.280 --> 00:40:41.240]   Make known to me my rebellion and my sin, O Lord.
[00:40:41.240 --> 00:40:44.080]   Finally, Galatians, chapter six, verse four.
[00:40:44.080 --> 00:40:47.840]   But each one of you must examine his own work,
[00:40:47.840 --> 00:40:49.640]   and then he will have reason for boasting
[00:40:49.640 --> 00:40:52.460]   in regard to himself alone, not in regard to another.
[00:40:53.800 --> 00:40:56.880]   So, lately I feel like there's been
[00:40:56.880 --> 00:41:00.080]   a lot of talk about discipleship,
[00:41:00.080 --> 00:41:03.280]   and the need for some personal disciple
[00:41:03.280 --> 00:41:06.440]   to come into your life and tell you everything that's wrong.
[00:41:06.440 --> 00:41:09.600]   Which can be very, very helpful if your heart desires it,
[00:41:09.600 --> 00:41:11.680]   and the other person who's the discipler
[00:41:11.680 --> 00:41:14.160]   who wants to do that, okay?
[00:41:14.160 --> 00:41:17.120]   But there is also a sense in which
[00:41:17.120 --> 00:41:20.840]   this passage is challenging us, right?
[00:41:20.840 --> 00:41:22.760]   The passage straight up reads,
[00:41:22.760 --> 00:41:25.320]   you need to examine yourself.
[00:41:25.320 --> 00:41:29.720]   And that needs to be something that we first begin
[00:41:29.720 --> 00:41:33.000]   with a hard attitude, a hard attitude that's open,
[00:41:33.000 --> 00:41:37.320]   a hard attitude that says, I want to make sure
[00:41:37.320 --> 00:41:40.080]   that those things to which I need to change,
[00:41:40.080 --> 00:41:41.760]   those things which I need to grow,
[00:41:41.760 --> 00:41:44.480]   is a conviction from my own personal discovery.
[00:41:44.480 --> 00:41:48.600]   It's a conviction that I've had from examining myself,
[00:41:48.600 --> 00:41:52.040]   and then seeing where I need to go with the Lord, right?
[00:41:52.880 --> 00:41:55.360]   And I think that's, again, something that's valuable
[00:41:55.360 --> 00:41:57.040]   for every single one of us to do.
[00:41:57.040 --> 00:41:59.520]   Okay, so very good.
[00:41:59.520 --> 00:42:01.560]   Thank you, Franny, for mentioning that.
[00:42:01.560 --> 00:42:04.960]   But here's another question.
[00:42:04.960 --> 00:42:08.640]   What else do you guys see as, when I ask the question,
[00:42:08.640 --> 00:42:12.680]   what is the main exhortation, and how can it be applied?
[00:42:12.680 --> 00:42:14.920]   There is another exhortation that he's giving,
[00:42:14.920 --> 00:42:18.000]   but it's not as direct as, hey, examine yourself.
[00:42:18.000 --> 00:42:21.360]   But from the rest of the passages that you see
[00:42:21.360 --> 00:42:25.920]   from verse 27 to 34, what do you see as another exhortation?
[00:42:25.920 --> 00:42:37.000]   - Care for the church.
[00:42:37.000 --> 00:42:40.040]   - Care for the church, very good.
[00:42:40.040 --> 00:42:42.640]   He does talk about caring for the church,
[00:42:42.640 --> 00:42:46.800]   and I'm gonna say that is a exhortation
[00:42:46.800 --> 00:42:51.520]   that's gonna be a running theme from chapter 11
[00:42:51.520 --> 00:42:53.560]   all the way to chapter 14, okay?
[00:42:53.560 --> 00:42:55.480]   So very good, 'cause that's in there.
[00:42:55.480 --> 00:42:58.320]   But there's another exhortation that I see
[00:42:58.320 --> 00:43:00.660]   more specific simply to this paragraph.
[00:43:00.660 --> 00:43:02.600]   Any ideas?
[00:43:02.600 --> 00:43:05.240]   - Wait for each other.
[00:43:05.240 --> 00:43:07.280]   - Wait for each other, good.
[00:43:07.280 --> 00:43:11.120]   So as an application, he starts saying,
[00:43:11.120 --> 00:43:12.480]   wait for each other.
[00:43:12.480 --> 00:43:14.960]   What does he say at the very end of it?
[00:43:14.960 --> 00:43:18.480]   He says, wait for another, if someone's hungry,
[00:43:18.480 --> 00:43:19.700]   let 'em eat at home, and he gives
[00:43:19.700 --> 00:43:21.200]   all these applications, right?
[00:43:21.200 --> 00:43:24.120]   I am looking, sometimes I ask questions
[00:43:24.120 --> 00:43:25.480]   where I'm looking for a specific answer.
[00:43:25.480 --> 00:43:27.640]   Sorry, I'm doing that right now.
[00:43:27.640 --> 00:43:29.760]   It's not good for open-ended stuff,
[00:43:29.760 --> 00:43:31.520]   but let me lead you to that, okay?
[00:43:31.520 --> 00:43:35.720]   Earlier we began with me asking you,
[00:43:35.720 --> 00:43:38.120]   what is a major problem that Apostle Paul sees
[00:43:38.120 --> 00:43:39.600]   in this church?
[00:43:39.600 --> 00:43:43.080]   And the first answer was, what?
[00:43:44.080 --> 00:43:45.840]   (laughing)
[00:43:45.840 --> 00:43:46.680]   That's so funny.
[00:43:46.680 --> 00:43:49.800]   He second-guessed you, okay.
[00:43:49.800 --> 00:43:51.920]   What's the first blank you guys have filled
[00:43:51.920 --> 00:43:53.640]   as the first problem that you see?
[00:43:53.640 --> 00:43:55.800]   What was that?
[00:43:55.800 --> 00:43:58.240]   Irreverence, okay?
[00:43:58.240 --> 00:43:59.640]   So then, thinking about it, what do you think
[00:43:59.640 --> 00:44:02.240]   is the application, or what do you think is the exhortation?
[00:44:02.240 --> 00:44:08.360]   Chen?
[00:44:08.360 --> 00:44:12.280]   - Everyone else says irreverence.
[00:44:12.280 --> 00:44:14.600]   - Everyone else says, don't be so afraid
[00:44:14.600 --> 00:44:15.840]   to be wrong, dude.
[00:44:15.840 --> 00:44:18.120]   Remember, I lay down easy.
[00:44:18.120 --> 00:44:18.960]   What?
[00:44:18.960 --> 00:44:23.640]   Oh, okay, just being modest, huh?
[00:44:23.640 --> 00:44:25.160]   All right, that's cool.
[00:44:25.160 --> 00:44:26.480]   Well, think about that for a moment,
[00:44:26.480 --> 00:44:28.560]   because if you notice what's happening
[00:44:28.560 --> 00:44:33.560]   in the passage, look at verse 27 through 34,
[00:44:33.560 --> 00:44:36.440]   and then he starts talking about, okay,
[00:44:36.440 --> 00:44:39.200]   if whoever eats the bread and drinks the cup
[00:44:39.200 --> 00:44:42.560]   of the Lord in an unworthy manner,
[00:44:42.560 --> 00:44:43.920]   when you think of something like that,
[00:44:43.920 --> 00:44:45.080]   that's a broad category.
[00:44:45.080 --> 00:44:46.960]   Like, what does he mean by unworthy?
[00:44:46.960 --> 00:44:51.240]   And if I were to ask you, in this context,
[00:44:51.240 --> 00:44:54.080]   what are they doing that's an unworthy manner?
[00:44:54.080 --> 00:44:56.160]   You should start filling those in a little bit.
[00:44:56.160 --> 00:44:58.440]   And then he says, shall be guilty of the body
[00:44:58.440 --> 00:45:00.080]   of the blood of the Lord.
[00:45:00.080 --> 00:45:04.240]   Okay, what does he mean by guilty of the body
[00:45:04.240 --> 00:45:06.200]   and the blood of the Lord?
[00:45:06.200 --> 00:45:08.080]   And he says, he must examine himself.
[00:45:08.080 --> 00:45:09.400]   Okay, so that was exhortation.
[00:45:09.400 --> 00:45:12.520]   You need to examine yourself, you need to test yourself.
[00:45:12.520 --> 00:45:14.720]   And then he starts giving this, in verse 29,
[00:45:14.720 --> 00:45:16.600]   this idea of for, okay?
[00:45:16.600 --> 00:45:19.400]   So, you need to examine yourself why.
[00:45:19.400 --> 00:45:22.840]   For, he who eats and drinks, eats and drinks judgment
[00:45:22.840 --> 00:45:26.080]   to himself if he does not judge the body rightly.
[00:45:26.080 --> 00:45:28.480]   For this reason, many among you are weak,
[00:45:28.480 --> 00:45:31.040]   sick, and a number asleep.
[00:45:31.040 --> 00:45:34.640]   If I were to categorize this rationale, okay,
[00:45:34.640 --> 00:45:38.160]   therefore, whoever eats in an unworthy manner is guilty.
[00:45:38.160 --> 00:45:41.320]   And then, so, but a man must examine himself
[00:45:41.320 --> 00:45:44.240]   because if you eat and drink like this,
[00:45:44.240 --> 00:45:45.400]   there will be judgment.
[00:45:45.400 --> 00:45:48.680]   Because if you eat and drink like this,
[00:45:48.680 --> 00:45:51.920]   there are many of you who are weak, sick, and dying.
[00:45:51.920 --> 00:45:53.420]   Right?
[00:45:53.420 --> 00:45:56.680]   Those, to me, are consequences of your actions.
[00:45:56.680 --> 00:45:57.520]   Right?
[00:45:57.520 --> 00:46:01.760]   So, not only should you just simply take your relevant,
[00:46:01.760 --> 00:46:03.340]   sorry, reverently,
[00:46:04.240 --> 00:46:06.240]   you need to take this incredibly seriously
[00:46:06.240 --> 00:46:08.440]   to the degree that you recognize the consequences
[00:46:08.440 --> 00:46:10.960]   of your actions when it comes to the Lord's table.
[00:46:10.960 --> 00:46:13.240]   Right?
[00:46:13.240 --> 00:46:17.280]   So, yes, one exhortation is you need to examine yourself,
[00:46:17.280 --> 00:46:18.880]   but the other exhortation simply is you need
[00:46:18.880 --> 00:46:21.760]   to take this seriously and with reverence.
[00:46:21.760 --> 00:46:25.520]   Because of what it stands for, because what's happening.
[00:46:25.520 --> 00:46:32.080]   Did you know that for many years,
[00:46:32.980 --> 00:46:35.640]   the Supreme Court had debated about,
[00:46:35.640 --> 00:46:39.520]   is it illegal to trample on the American flag?
[00:46:39.520 --> 00:46:41.900]   To burn it, to whatnot.
[00:46:41.900 --> 00:46:44.840]   And for a huge chunk of time, they kept debating about it.
[00:46:44.840 --> 00:46:47.200]   Back in like, you know, 1880 something,
[00:46:47.200 --> 00:46:48.960]   they started the debate.
[00:46:48.960 --> 00:46:51.640]   1907, they said, oh, we shouldn't, you know,
[00:46:51.640 --> 00:46:54.720]   we shouldn't like forbid it because what would happen
[00:46:54.720 --> 00:46:57.280]   is some people were burning the Confederate flag.
[00:46:57.280 --> 00:46:59.280]   And they're like, ah, we can understand why.
[00:46:59.280 --> 00:47:02.200]   And so they decided to make it not illegal.
[00:47:02.200 --> 00:47:04.480]   But then 20 years later, they made it illegal.
[00:47:04.480 --> 00:47:06.780]   And it stood illegal for a long, long time
[00:47:06.780 --> 00:47:08.600]   until a liberal group essentially said,
[00:47:08.600 --> 00:47:10.120]   hey, we have the freedom of speech.
[00:47:10.120 --> 00:47:13.260]   So around 1987, they decided, hey, it's not constitutional.
[00:47:13.260 --> 00:47:14.600]   You can burn flags now.
[00:47:14.600 --> 00:47:19.920]   But why would the Supreme Court battle, go back and forth,
[00:47:19.920 --> 00:47:23.080]   to make it illegal to take a piece of cloth and then burn it?
[00:47:23.080 --> 00:47:27.320]   Because of what it represents, right?
[00:47:27.320 --> 00:47:29.120]   Because of what it represents.
[00:47:29.120 --> 00:47:31.760]   To come to the church, which is the representation
[00:47:31.760 --> 00:47:35.120]   of the body of Christ, and then to come to the church,
[00:47:35.120 --> 00:47:37.360]   to the communion table, which is the representation
[00:47:37.360 --> 00:47:39.920]   of what Christ has done, and the proclamation
[00:47:39.920 --> 00:47:42.200]   of him coming and his kingdom coming,
[00:47:42.200 --> 00:47:44.760]   and then to approach it with a reverence,
[00:47:44.760 --> 00:47:47.360]   Apostle Paul says, do you not understand?
[00:47:47.360 --> 00:47:51.840]   There are clear and severe consequences to that.
[00:47:51.840 --> 00:47:55.260]   There's gonna be the chastisement of God.
[00:47:55.260 --> 00:47:56.680]   There's gonna be judgment.
[00:47:56.680 --> 00:47:58.960]   And some of you are seeing it now.
[00:47:58.960 --> 00:48:00.900]   You're weak, you're sleeping.
[00:48:00.900 --> 00:48:03.680]   Sleeping is a euphemism for some of them are dying.
[00:48:03.680 --> 00:48:07.200]   And if that boggles your mind, it should.
[00:48:07.200 --> 00:48:08.120]   It's a what?
[00:48:08.120 --> 00:48:08.960]   In the church?
[00:48:08.960 --> 00:48:09.780]   Are they Christian?
[00:48:09.780 --> 00:48:12.440]   Yeah, I do believe those people who were put to death
[00:48:12.440 --> 00:48:15.880]   for their irreverent behavior in the church were Christians.
[00:48:15.880 --> 00:48:17.720]   But there's a sense in which they experienced
[00:48:17.720 --> 00:48:22.560]   the ultimate chastisement in this life,
[00:48:22.560 --> 00:48:25.680]   which is to end it, okay?
[00:48:25.680 --> 00:48:27.600]   That's what I believe.
[00:48:27.600 --> 00:48:30.240]   But just think about that for a moment.
[00:48:30.240 --> 00:48:34.560]   If the communion represented the cross of Christ,
[00:48:34.560 --> 00:48:37.760]   what would we be doing if we just approached it
[00:48:37.760 --> 00:48:40.160]   with a sense of like, man, who cares?
[00:48:40.160 --> 00:48:44.940]   If you turn your Bibles to Hebrews chapter 10,
[00:48:44.940 --> 00:48:49.940]   verse 28, 29, there's a, I don't know,
[00:48:49.940 --> 00:48:53.760]   very sobering, I guess is the best way to put it,
[00:48:53.760 --> 00:48:56.760]   very sobering passage.
[00:48:57.600 --> 00:48:59.720]   Hebrews chapter 10, verse 28 and 29.
[00:48:59.720 --> 00:49:08.380]   Huh, 28 and 29.
[00:49:08.380 --> 00:49:14.640]   Because the author of Hebrews is trying to show us
[00:49:14.640 --> 00:49:18.680]   severity by making a comparison.
[00:49:18.680 --> 00:49:21.520]   In verse 28, he says, "Anyone who has set aside
[00:49:21.520 --> 00:49:23.840]   "the law of Moses dies without mercy
[00:49:23.840 --> 00:49:27.440]   "on the testimony of two or three witnesses."
[00:49:27.440 --> 00:49:30.960]   So this is exactly how it happened in terms of judgment
[00:49:30.960 --> 00:49:34.480]   in the Old Testament against the law of Moses.
[00:49:34.480 --> 00:49:37.760]   Verse 29, "How much severer punishment
[00:49:37.760 --> 00:49:39.520]   "do you think he will deserve
[00:49:39.520 --> 00:49:42.080]   "who has trampled underfoot the Son of God
[00:49:42.080 --> 00:49:44.620]   "and has regarded as unclean the blood of the covenant
[00:49:44.620 --> 00:49:46.880]   "by which he has sanctified
[00:49:46.880 --> 00:49:50.120]   "and has insulted the spirit of grace?"
[00:49:50.120 --> 00:49:54.440]   I don't know why if many, you know,
[00:49:54.440 --> 00:49:56.840]   it somehow gets into our head.
[00:49:56.840 --> 00:49:58.960]   Because we are in the New Testament,
[00:49:58.960 --> 00:50:00.200]   because we have Jesus Christ,
[00:50:00.200 --> 00:50:01.280]   because we have the Holy Spirit,
[00:50:01.280 --> 00:50:02.120]   because we have the church
[00:50:02.120 --> 00:50:03.720]   and because we have the promises of God,
[00:50:03.720 --> 00:50:06.440]   for some reason, sin is less severe.
[00:50:06.440 --> 00:50:09.620]   But that's not the rationale of the Bible.
[00:50:09.620 --> 00:50:13.740]   That's not the rationale of the Bible.
[00:50:13.740 --> 00:50:15.040]   Because we have the Holy Spirit,
[00:50:15.040 --> 00:50:15.920]   because we have the church,
[00:50:15.920 --> 00:50:18.000]   because we have the sacrifice of Christ,
[00:50:18.000 --> 00:50:20.300]   because we have the blood of the perfect Lamb,
[00:50:20.300 --> 00:50:24.560]   sin is actually even more severe.
[00:50:25.880 --> 00:50:29.000]   That's the logic of the Bible, right?
[00:50:29.000 --> 00:50:31.600]   And so again, Apostle Paul,
[00:50:31.600 --> 00:50:35.000]   in the exhortation I believe from this passage,
[00:50:35.000 --> 00:50:37.920]   as we think about the problems in the church,
[00:50:37.920 --> 00:50:40.520]   you know, what unworthy manner is he thinking about?
[00:50:40.520 --> 00:50:44.240]   It could include, some of you guys are just doing this
[00:50:44.240 --> 00:50:46.040]   out of ritual, some of you guys are coming in this
[00:50:46.040 --> 00:50:47.080]   out of selfishness.
[00:50:47.080 --> 00:50:49.680]   You see this as an opportunity to, you know,
[00:50:49.680 --> 00:50:52.000]   pompously come up first, eat all you can
[00:50:52.000 --> 00:50:53.600]   and leave scraps for the poor.
[00:50:54.560 --> 00:50:56.840]   Some of them, maybe spiritual pride and arrogance
[00:50:56.840 --> 00:50:59.440]   for recognition, whatever it may have been.
[00:50:59.440 --> 00:51:00.680]   Some of them, they just don't believe.
[00:51:00.680 --> 00:51:01.520]   They just come up and like,
[00:51:01.520 --> 00:51:03.200]   "Huh, I guess we're doing this today.
[00:51:03.200 --> 00:51:05.480]   "I don't believe it, but whatever."
[00:51:05.480 --> 00:51:07.840]   What, I don't know, right?
[00:51:07.840 --> 00:51:09.560]   I can only imagine what he's trying to say
[00:51:09.560 --> 00:51:11.920]   by unworthy manner.
[00:51:11.920 --> 00:51:14.840]   But Apostle Paul is being very clear.
[00:51:14.840 --> 00:51:16.840]   This is a sacred ordinance by Christ
[00:51:16.840 --> 00:51:18.160]   that I have received from the Lord
[00:51:18.160 --> 00:51:20.160]   and I deliver it to you.
[00:51:20.160 --> 00:51:21.280]   Take it seriously.
[00:51:21.280 --> 00:51:22.680]   Take the church seriously.
[00:51:22.680 --> 00:51:24.840]   Take the consequences seriously.
[00:51:24.840 --> 00:51:28.200]   And that's a sobering encouragement to us, okay?
[00:51:28.200 --> 00:51:31.400]   All right, any questions about this passage
[00:51:31.400 --> 00:51:33.760]   on the section that we studied today?
[00:51:33.760 --> 00:51:38.040]   Okay.
[00:51:38.040 --> 00:51:39.040]   You got a question?
[00:51:39.040 --> 00:51:41.280]   (laughing)
[00:51:41.280 --> 00:51:42.120]   - Just a comment.
[00:51:42.120 --> 00:51:44.640]   Just, you know, there's always like the,
[00:51:44.640 --> 00:51:50.280]   people say, you know, you're causing division
[00:51:50.280 --> 00:51:55.280]   because of your different doctrines, you know?
[00:51:55.280 --> 00:51:58.600]   Like, who cares about that stuff?
[00:51:58.600 --> 00:52:00.080]   Divisive, you know?
[00:52:00.080 --> 00:52:03.400]   And like, so I think, yeah, I think this is,
[00:52:03.400 --> 00:52:05.040]   and then they'll bring up this verse, you know?
[00:52:05.040 --> 00:52:06.800]   They'll bring up this passage.
[00:52:06.800 --> 00:52:08.240]   And I don't know about, like,
[00:52:08.240 --> 00:52:10.000]   I want to hear what your view is.
[00:52:10.000 --> 00:52:12.880]   Like, you know, like this is like division,
[00:52:12.880 --> 00:52:16.120]   you know, in a very petty way.
[00:52:16.120 --> 00:52:19.120]   It doesn't seem like it's division over important things.
[00:52:19.120 --> 00:52:23.080]   It seems like it's just division over just pettiness,
[00:52:23.080 --> 00:52:25.280]   you know, he had mentioned all this stuff
[00:52:25.280 --> 00:52:26.680]   in the church and fighting.
[00:52:26.680 --> 00:52:32.920]   What is your, you know, when people bring up, you know,
[00:52:32.920 --> 00:52:35.680]   like different doctrines and doctrinal views,
[00:52:35.680 --> 00:52:36.880]   and there is division.
[00:52:36.880 --> 00:52:39.360]   Division is caused, right?
[00:52:39.360 --> 00:52:42.760]   I wouldn't say that that is people,
[00:52:42.760 --> 00:52:44.600]   I mean, that's just logical, right?
[00:52:44.600 --> 00:52:46.880]   You believe something differently.
[00:52:48.240 --> 00:52:49.480]   - Yeah.
[00:52:49.480 --> 00:52:50.320]   So if I--
[00:52:50.320 --> 00:52:51.600]   - It just applies to that.
[00:52:51.600 --> 00:52:53.280]   - Okay, so if I understand your question,
[00:52:53.280 --> 00:52:54.720]   you're saying sometimes there are people
[00:52:54.720 --> 00:52:57.800]   with different doctrines, like, different beliefs,
[00:52:57.800 --> 00:53:00.160]   and different doctrinal points, and they bring it up.
[00:53:00.160 --> 00:53:01.720]   Are you saying, like, are you just asking me,
[00:53:01.720 --> 00:53:03.000]   is that divisive?
[00:53:03.000 --> 00:53:05.960]   - Well, yeah, I mean, in my case,
[00:53:05.960 --> 00:53:08.640]   I'm the one that causes division, let's say.
[00:53:08.640 --> 00:53:11.680]   And 'cause I'll bring up, like, certain views, you know,
[00:53:11.680 --> 00:53:13.400]   and there'll be division, you know?
[00:53:13.400 --> 00:53:16.520]   I've had, like, some negative feedback, right?
[00:53:16.520 --> 00:53:17.360]   - Sure.
[00:53:17.360 --> 00:53:18.640]   - That's divisive, you know?
[00:53:18.640 --> 00:53:19.680]   - Okay.
[00:53:19.680 --> 00:53:23.320]   - Would you say that's a bad kind of division?
[00:53:23.320 --> 00:53:24.880]   - Mm-hmm.
[00:53:24.880 --> 00:53:25.720]   So--
[00:53:25.720 --> 00:53:26.560]   - Regardless of my--
[00:53:26.560 --> 00:53:27.400]   - Yeah, yeah, yeah.
[00:53:27.400 --> 00:53:29.120]   - My temper or my attitude.
[00:53:29.120 --> 00:53:30.280]   - Okay.
[00:53:30.280 --> 00:53:32.080]   Well, the thing about it is,
[00:53:32.080 --> 00:53:34.760]   to conclude, hey, something is divisive,
[00:53:34.760 --> 00:53:36.400]   and something is not,
[00:53:36.400 --> 00:53:38.360]   obviously, you have to have careful,
[00:53:38.360 --> 00:53:41.480]   you have to exercise caution with that.
[00:53:41.480 --> 00:53:43.320]   Because, for example, there are cases
[00:53:43.320 --> 00:53:44.880]   when people act out of ignorance.
[00:53:44.880 --> 00:53:46.400]   There are sometimes cases in which people
[00:53:46.400 --> 00:53:49.640]   just are talking, you know?
[00:53:49.640 --> 00:53:52.280]   And there is place for theological discussion,
[00:53:52.280 --> 00:53:54.480]   and there is place for differences,
[00:53:54.480 --> 00:53:56.680]   with even within the church, okay?
[00:53:56.680 --> 00:53:58.720]   Which, later passages is gonna talk about.
[00:53:58.720 --> 00:54:01.760]   There's a lot of differences in something like that.
[00:54:01.760 --> 00:54:05.800]   But there is always a question of why we do certain things.
[00:54:05.800 --> 00:54:08.680]   What's our goal, what's our aim, right?
[00:54:08.680 --> 00:54:11.360]   Sometimes you can be engaged in a theological discussion
[00:54:11.360 --> 00:54:14.000]   because you truly are hungry, not simply for truth,
[00:54:14.000 --> 00:54:16.000]   but you're truly hungry for the truth of God.
[00:54:16.000 --> 00:54:17.560]   You're hungry for God.
[00:54:17.560 --> 00:54:20.960]   You want to follow him, so you're asking questions.
[00:54:20.960 --> 00:54:21.960]   Good.
[00:54:21.960 --> 00:54:23.720]   That person is very different from saying,
[00:54:23.720 --> 00:54:26.200]   I'm right, I know, you don't.
[00:54:26.200 --> 00:54:27.640]   Let's fight.
[00:54:27.640 --> 00:54:28.880]   Divisive.
[00:54:28.880 --> 00:54:30.120]   Does that make sense?
[00:54:30.120 --> 00:54:32.880]   The attitude of the heart matters greatly.
[00:54:32.880 --> 00:54:34.240]   And so the attitude of the heart,
[00:54:34.240 --> 00:54:37.080]   when an apostle Paul sees some people are just eating,
[00:54:37.080 --> 00:54:38.920]   you know what, you can eat.
[00:54:38.920 --> 00:54:39.760]   You know what I mean?
[00:54:39.760 --> 00:54:41.040]   You can eat.
[00:54:41.040 --> 00:54:42.840]   But when the attitude of the heart is,
[00:54:42.840 --> 00:54:44.680]   but they don't matter.
[00:54:44.680 --> 00:54:46.560]   They're in complete disregard.
[00:54:46.560 --> 00:54:48.720]   And not only that, but they're shaming the people
[00:54:48.720 --> 00:54:49.960]   who are poor.
[00:54:49.960 --> 00:54:51.720]   Like, you eat after us.
[00:54:51.720 --> 00:54:52.560]   Okay?
[00:54:52.560 --> 00:54:54.320]   That attitude of the heart now all of a sudden
[00:54:54.320 --> 00:54:57.520]   makes simple eating all of a sudden incredibly divisive.
[00:54:57.520 --> 00:54:58.360]   Right?
[00:54:58.360 --> 00:55:00.720]   So again, I would say we have to exercise great division,
[00:55:00.720 --> 00:55:02.280]   but all, I mean, sorry.
[00:55:02.280 --> 00:55:03.120]   Whoa.
[00:55:03.120 --> 00:55:04.240]   (laughs)
[00:55:04.240 --> 00:55:05.080]   Yeah.
[00:55:05.080 --> 00:55:08.960]   Someone gave me feedback about my sermon on Sunday too.
[00:55:08.960 --> 00:55:12.760]   I kept calling Sarah the non-promise line.
[00:55:12.760 --> 00:55:15.640]   Anyway, I do this all the time.
[00:55:15.640 --> 00:55:17.880]   We should exercise great discretion.
[00:55:17.880 --> 00:55:18.840]   Not division.
[00:55:18.840 --> 00:55:20.120]   Discretion.
[00:55:20.120 --> 00:55:22.800]   When we're calling things divisive or not.
[00:55:22.800 --> 00:55:23.640]   Okay?
[00:55:23.640 --> 00:55:24.480]   We should.
[00:55:24.480 --> 00:55:26.000]   'Cause we couldn't, we can't judge the intention
