
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[00:51:49.120 --> 00:51:52.120]   You want that person to fight for you.
[00:51:52.120 --> 00:51:55.120]   Isn't that what we want?
[00:51:55.120 --> 00:52:00.120]   And in a sense, what that means is we want to set up our own laws,
[00:52:00.120 --> 00:52:03.120]   because these people already have their laws.
[00:52:03.120 --> 00:52:06.120]   Don't you guys have the Torah?
[00:52:06.120 --> 00:52:09.120]   They want their own policies. They want their own way.
[00:52:09.120 --> 00:52:13.120]   Why? Because they want to be like the other nations.
[00:52:13.120 --> 00:52:16.120]   They say it. "We want to be like the other nations."
[00:52:16.120 --> 00:52:20.120]   And then you realize, "What in the world?
[00:52:20.120 --> 00:52:23.120]   Why would you want to be like the other nations?
[00:52:23.120 --> 00:52:27.120]   You're the people of God," for crying out loud.
[00:52:27.120 --> 00:52:29.120]   You have your own identity.
[00:52:29.120 --> 00:52:33.120]   Why in the world would you like the other nations?
[00:52:33.120 --> 00:52:36.120]   If you meditate on it, could it be?
[00:52:36.120 --> 00:52:42.120]   Could it be precisely because God wanted His nation to be different?
[00:52:42.120 --> 00:52:44.120]   In what way?
[00:52:44.120 --> 00:52:46.120]   God wanted His nation, in some sense,
[00:52:46.120 --> 00:52:49.120]   comparative to the other nations, to be small.
[00:52:49.120 --> 00:52:51.120]   You are a small people.
[00:52:51.120 --> 00:52:55.120]   God wanted His army to be small. You have a small army.
[00:52:55.120 --> 00:52:57.120]   Do you remember the story of Gideon?
[00:52:57.120 --> 00:53:01.120]   He gathered all these armies of God, and they were about to go into battle,
[00:53:01.120 --> 00:53:04.120]   and God said, "You know what? I want you to dwindle that down."
[00:53:04.120 --> 00:53:06.120]   "Really? Are you going to be with us?"
[00:53:06.120 --> 00:53:09.120]   "You know what? Since you said that, I want you to dwindle it down even more."
[00:53:09.120 --> 00:53:13.120]   Why? Because they're a nation with a mighty king.
[00:53:13.120 --> 00:53:15.120]   They're not a nation with a huge army.
[00:53:15.120 --> 00:53:19.120]   They're a nation with a mighty Lord.
[00:53:19.120 --> 00:53:21.120]   And maybe just for that very reason,
[00:53:21.120 --> 00:53:24.120]   the nation of Israel completely lost sight of that and said,
[00:53:24.120 --> 00:53:27.120]   "Dude, that nation over there, that huge army,
[00:53:27.120 --> 00:53:30.120]   we want a king that will build us an army."
[00:53:30.120 --> 00:53:33.120]   You know what else? That nation over there has a huge cattle.
[00:53:33.120 --> 00:53:36.120]   This nation, our nation, the nation of Israel,
[00:53:36.120 --> 00:53:39.120]   we've got to sacrifice lambs, cows, birds,
[00:53:39.120 --> 00:53:42.120]   every time we sin, every year on Yom Kippur, and more.
[00:53:42.120 --> 00:53:44.120]   But look at them.
[00:53:44.120 --> 00:53:48.120]   So many. So prosperous.
[00:53:48.120 --> 00:53:51.120]   They wanted to be like the other nations.
[00:53:51.120 --> 00:53:54.120]   They wanted to look like them. They wanted to have their own laws.
[00:53:54.120 --> 00:53:58.120]   And all of that was an absolute rejection of God.
[00:53:58.120 --> 00:54:01.120]   And so for us, imagine if you were Samuel,
[00:54:01.120 --> 00:54:05.120]   what would you say to these people who are demanding a king?
[00:54:05.120 --> 00:54:08.120]   Turn your Bibles over to Leviticus chapter 20,
[00:54:08.120 --> 00:54:12.120]   verse 20-24. How shall we respond to this?
[00:54:12.120 --> 00:54:15.120]   I'm going to read a little larger portion here.
[00:54:15.120 --> 00:54:18.120]   In Leviticus 20, verse 20-24,
[00:54:18.120 --> 00:54:21.120]   God's going to talk about His law and His intent,
[00:54:21.120 --> 00:54:24.120]   and He has said it so clearly.
[00:54:24.120 --> 00:54:27.120]   He says, "You, therefore, are to keep all My statutes
[00:54:27.120 --> 00:54:30.120]   and My ordinances and to do them,
[00:54:30.120 --> 00:54:34.120]   so that the land to which I am bringing you to live will not spew you out.
[00:54:34.120 --> 00:54:37.120]   Moreover, you shall not follow the customs of the nations
[00:54:37.120 --> 00:54:39.120]   which I will drive out before you,
[00:54:39.120 --> 00:54:44.120]   for they did all these things, and therefore I have abhorred them."
[00:54:44.120 --> 00:54:49.120]   What? You want to be like the nations that God hates?
[00:54:49.120 --> 00:54:53.120]   Clearly, God is not in their consideration.
[00:54:53.120 --> 00:54:55.120]   Verse 24, "Hence I have said to you,
[00:54:55.120 --> 00:55:00.120]   you are to possess their land, and I Myself will give it to you to possess it,
[00:55:00.120 --> 00:55:02.120]   a land flowing with milk and honey.
[00:55:02.120 --> 00:55:05.120]   I am the Lord your God."
[00:55:05.120 --> 00:55:08.120]   God is the provider. He's going to deliver the land.
[00:55:08.120 --> 00:55:12.120]   He's going to make them successful. He's their warrior.
[00:55:12.120 --> 00:55:15.120]   So then, verse 26, "Thus you are to be holy to Me,
[00:55:15.120 --> 00:55:17.120]   for I the Lord am holy,
[00:55:17.120 --> 00:55:22.120]   and I have set you apart from the peoples to be Mine.
[00:55:22.120 --> 00:55:25.120]   Likewise, you and I, we are told in the New Testament,
[00:55:25.120 --> 00:55:28.120]   do not be conformed to this world.
[00:55:28.120 --> 00:55:33.120]   This world will tell you all sorts of things that you need, you must have.
[00:55:33.120 --> 00:55:36.120]   Don't be conformed by that."
[00:55:36.120 --> 00:55:40.120]   You know, there was a thing I did see when I was looking at news,
[00:55:40.120 --> 00:55:46.120]   when I was looking at who people are selecting for their president and stuff.
[00:55:46.120 --> 00:55:49.120]   I have seen in years where there's an election,
[00:55:49.120 --> 00:55:55.120]   people cry and weep because their candidate didn't win.
[00:55:55.120 --> 00:55:58.120]   I have seen people literally bawl.
[00:55:58.120 --> 00:56:03.120]   Why? Because it felt like their warrior was dead.
[00:56:03.120 --> 00:56:05.120]   And I have seen people on the other side,
[00:56:05.120 --> 00:56:07.120]   their president wins, and they're elated.
[00:56:07.120 --> 00:56:09.120]   They'll go out in the streets.
[00:56:09.120 --> 00:56:11.120]   It looks like they're riding, but they're just celebrating.
[00:56:11.120 --> 00:56:13.120]   They're high-fiving strangers.
[00:56:13.120 --> 00:56:18.120]   They're just elated to have their king win.
[00:56:18.120 --> 00:56:22.120]   In some sense, that's a strange conformity to this world.
[00:56:22.120 --> 00:56:30.120]   It would be eerie for a Christian who has a king to behave like the world.
[00:56:30.120 --> 00:56:35.120]   Now, this is the exact point I want to make.
[00:56:35.120 --> 00:56:40.120]   We're going back to this idea that the nation was complaining,
[00:56:40.120 --> 00:56:42.120]   but Samuel is old. There's a crisis.
[00:56:42.120 --> 00:56:46.120]   There's like unrighteousness. All true.
[00:56:46.120 --> 00:56:49.120]   And what's more, there isn't any kind of plan for the future.
[00:56:49.120 --> 00:56:51.120]   What are we supposed to do?
[00:56:51.120 --> 00:56:55.120]   And then their idea was, then set up this king.
[00:56:55.120 --> 00:56:58.120]   But as you recall, this would be entirely wrong
[00:56:58.120 --> 00:57:02.120]   because God has said, "I've always been on the throne."
[00:57:02.120 --> 00:57:06.120]   Take your Bibles to Isaiah 6,
[00:57:06.120 --> 00:57:11.120]   and God is going to say with emphatic vision,
[00:57:11.120 --> 00:57:15.120]   "You always have the king."
[00:57:15.120 --> 00:57:20.120]   In Isaiah 6, this is where we get many of our songs of "Holy, holy, holy is the Lord."
[00:57:20.120 --> 00:57:28.120]   And what actually is the scenario is that it's the year of King Uzziah's death.
[00:57:28.120 --> 00:57:32.120]   Eventually, King Uzziah's son will become king, but he's not a very good king.
[00:57:32.120 --> 00:57:35.120]   As you know, the history of the Israelites,
[00:57:35.120 --> 00:57:39.120]   there are many kings who are absolute dunce.
[00:57:39.120 --> 00:57:42.120]   So then, in the year of King Uzziah's death, he says,
[00:57:42.120 --> 00:57:45.120]   "I saw the Lord sitting on the throne, lofty and exalted,
[00:57:45.120 --> 00:57:50.120]   with the train of His robe, filling the temple."
[00:57:50.120 --> 00:57:53.120]   And then turn your eyes to later down in verse 5,
[00:57:53.120 --> 00:57:57.120]   and then he said, "Then I said, 'Woe is me! I am ruined,
[00:57:57.120 --> 00:58:01.120]   because I'm a man of unclean lips, and I live amongst a people of unclean lips,
[00:58:01.120 --> 00:58:05.120]   for my eyes have seen the king.'"
[00:58:05.120 --> 00:58:09.120]   And God is going to say emphatically to these people who make this request,
[00:58:09.120 --> 00:58:12.120]   "Give us a king who's going to make good laws for us.
[00:58:12.120 --> 00:58:14.120]   Give us a king who's going to represent us and fight for us."
[00:58:14.120 --> 00:58:19.120]   He's going to say, "But I'm still on the throne."
[00:58:19.120 --> 00:58:24.120]   Jot this down as it passes. Isaiah 33, verse 22.
[00:58:24.120 --> 00:58:28.120]   The Lord says that He is our judge.
[00:58:28.120 --> 00:58:30.120]   The Lord is our lawgiver.
[00:58:30.120 --> 00:58:35.120]   The Lord is our king, and He will save us.
[00:58:35.120 --> 00:58:38.120]   You know, the people, the nation of Israel is interesting
[00:58:38.120 --> 00:58:43.120]   because there are so many times when they forcibly try to make people king.
[00:58:43.120 --> 00:58:46.120]   They're totally walking by sight and not by faith,
[00:58:46.120 --> 00:58:50.120]   and they try to push mighty warriors into kingship.
[00:58:50.120 --> 00:58:54.120]   A passage in Judges 8, verses 22-23,
[00:58:54.120 --> 00:58:57.120]   it says that the men of Israel said to Gideon,
[00:58:57.120 --> 00:59:02.120]   "Rule over us, both you and your son, also your sons' sons,
[00:59:02.120 --> 00:59:07.120]   for you have delivered us from the hand of the Midians."
[00:59:07.120 --> 00:59:11.120]   As soon as he said that, the answer is, "Wrong."
[00:59:11.120 --> 00:59:15.120]   Gideon was a nervous wreck. Gideon did not know.
[00:59:15.120 --> 00:59:19.120]   Gideon, yes, he's a good warrior, but remember, he's the guy who's like,
[00:59:19.120 --> 00:59:22.120]   "God, are you really going to go with us? How are we supposed to know?
[00:59:22.120 --> 00:59:24.120]   You know what I'm going to do? I'm going to put out this fleece,
[00:59:24.120 --> 00:59:27.120]   and if it's wet, then I know you're going to be with us."
[00:59:27.120 --> 00:59:30.120]   In some sense, he was filled with doubt, anxiety, and fear,
[00:59:30.120 --> 00:59:32.120]   but he followed the Lord.
[00:59:32.120 --> 00:59:36.120]   And so the story is not that, "Oh, Gideon, good job. You delivered us."
[00:59:36.120 --> 00:59:42.120]   Wrong. God used you. God delivered us.
[00:59:42.120 --> 00:59:45.120]   And so look what Gideon says, verse 23,
[00:59:45.120 --> 00:59:49.120]   "But Gideon said to them, 'I will not rule over you,
[00:59:49.120 --> 00:59:53.120]   nor shall my son rule over you; the Lord shall rule over you.'
[00:59:53.120 --> 00:59:57.120]   When they said, 'You, your sons, and your sons after, rule over us,'
[00:59:57.120 --> 00:59:59.120]   they wanted a king."
[00:59:59.120 --> 01:00:01.120]   Gideon knew exactly what they were asking for,
[01:00:01.120 --> 01:00:08.120]   and so he said, "No, it's not me. You have a king.
[01:00:08.120 --> 01:00:12.120]   I hope I did a good job belaboring this point with you.
[01:00:12.120 --> 01:00:14.120]   You have a king, you have a king.
[01:00:14.120 --> 01:00:18.120]   You have a fighter, you have the warrior in God."
[01:00:18.120 --> 01:00:23.120]   Why? Because this is a unique passage in our story here in 1 Samuel 8
[01:00:23.120 --> 01:00:28.120]   where God tells us how He feels about this demand.
[01:00:28.120 --> 01:00:33.120]   And I wanted you to feel it, the frustration, the audacity,
[01:00:33.120 --> 01:00:36.120]   the ridiculousness of it all.
[01:00:36.120 --> 01:00:39.120]   If you take a look, going back to 1 Samuel 8,
[01:00:39.120 --> 01:00:43.120]   now we're going to move to the next portion of the movement of the story,
[01:00:43.120 --> 01:00:46.120]   God's word on the matter.
[01:00:46.120 --> 01:00:50.120]   Chapter 8, verse 7-9, this is what the Lord says,
[01:00:50.120 --> 01:00:55.120]   "Listen to the voice of the people in regard to all that they say to you,
[01:00:55.120 --> 01:01:00.120]   for," look at this, "they have not rejected you,
[01:01:00.120 --> 01:01:05.120]   but they have rejected me from being king over them.
[01:01:05.120 --> 01:01:10.120]   Like all the deeds which they have done since the day that I brought them up from Egypt,
[01:01:10.120 --> 01:01:14.120]   even to this day, in that they have forsaken me and served other gods,
[01:01:14.120 --> 01:01:19.120]   so they are doing to you also."
[01:01:19.120 --> 01:01:24.120]   Brothers and sisters, that is like a sad statement.
[01:01:24.120 --> 01:01:29.120]   To have God evaluate and summarize their journey since the days of Egypt,
[01:01:29.120 --> 01:01:33.120]   this is hundreds of years now, since the days of Egypt to this very moment,
[01:01:33.120 --> 01:01:37.120]   God says, "You know what? This has been the same old story.
[01:01:37.120 --> 01:01:41.120]   You keep rejecting me.
[01:01:41.120 --> 01:01:44.120]   That's tragedy."
[01:01:44.120 --> 01:01:50.120]   And then God tells us, "This is incredible offense of repeat rejection.
[01:01:50.120 --> 01:01:54.120]   You disregard God's laws. You want somebody to judge over you,
[01:01:54.120 --> 01:01:58.120]   to make your laws and your policies, while I have already given you the Torah,
[01:01:58.120 --> 01:02:02.120]   I've given you the Ten Commandments, I've given you good instructions."
[01:02:02.120 --> 01:02:06.120]   Later on, the kings and queens of the world will look at the nation of Israel and say,
[01:02:06.120 --> 01:02:09.120]   "Oh my gosh, you have a God who gave you this?
[01:02:09.120 --> 01:02:13.120]   You have protections for the poor, you have provisions for the weak.
[01:02:13.120 --> 01:02:17.120]   You have a God who gave you this good law?"
[01:02:17.120 --> 01:02:22.120]   But instead, they're going to say, "Nope, we want our own."
[01:02:22.120 --> 01:02:26.120]   What offense for God who provides, God who fights.
[01:02:26.120 --> 01:02:31.120]   Scan your eyes down to verse 19, chapter 8, verse 19.
[01:02:31.120 --> 01:02:34.120]   God gives them warning, "Do you have any idea what you're asking for?
[01:02:34.120 --> 01:02:36.120]   It's going to ruin you."
[01:02:36.120 --> 01:02:41.120]   And then it says, "Nevertheless, the people refused to listen to the voice of Samuel.
[01:02:41.120 --> 01:02:45.120]   And they said, 'No, but there shall be a king over us,
[01:02:45.120 --> 01:02:49.120]   that we also may be like all the nations, that our king may judge us.'"
[01:02:49.120 --> 01:02:54.120]   And then he adds, "And go out before us and fight our battles."
[01:02:54.120 --> 01:02:57.120]   What?
[01:02:57.120 --> 01:03:01.120]   We should feel how offensive this is.
[01:03:01.120 --> 01:03:05.120]   You want men to go fight your battles?
[01:03:05.120 --> 01:03:10.120]   I have a montage of passages for you to show you just how ridiculous this demand is.
[01:03:10.120 --> 01:03:14.120]   Exodus chapter 14, verse 13 through 14.
[01:03:14.120 --> 01:03:17.120]   In Exodus 14, Moses said to the people,
[01:03:17.120 --> 01:03:23.120]   "Do not fear. Stand by and see the salvation of the Lord, which we'll accomplish before you today.
[01:03:23.120 --> 01:03:27.120]   For the Egyptians whom you have seen today, you will never see them again."
[01:03:27.120 --> 01:03:28.120]   Why?
[01:03:28.120 --> 01:03:34.120]   "The Lord will fight for you while you keep silent."
[01:03:34.120 --> 01:03:36.120]   You're walking?
[01:03:36.120 --> 01:03:39.120]   You're not shouting?
[01:03:39.120 --> 01:03:44.120]   "But God is going to win the battle for you and deliver them all into your hands."
[01:03:44.120 --> 01:03:46.120]   Deuteronomy chapter 3, verse 22.
[01:03:46.120 --> 01:03:50.120]   "So do not fear them, for the Lord your God is the one fighting for you."
[01:03:50.120 --> 01:03:52.120]   This next one is important.
[01:03:52.120 --> 01:03:55.120]   Deuteronomy chapter 1, verse 30 through 35.
[01:03:55.120 --> 01:03:58.120]   In Deuteronomy chapter 1, verse 30 through 35,
[01:03:58.120 --> 01:04:03.120]   "The Lord your God, who goes before you, will himself fight on your behalf,
[01:04:03.120 --> 01:04:07.120]   just as he did for you in Egypt before your eyes.
[01:04:07.120 --> 01:04:13.120]   And in the wilderness where you saw how the Lord your God carried you,
[01:04:13.120 --> 01:04:16.120]   just as a man carries his son,
[01:04:16.120 --> 01:04:20.120]   in all the way which you have walked until you came to this place.
[01:04:20.120 --> 01:04:24.120]   But for all this, you didn't trust the Lord your God,
[01:04:24.120 --> 01:04:27.120]   who goes before you on your way to seek out a place for you to camp,
[01:04:27.120 --> 01:04:32.120]   in the fire by night and cloud by day, and to show you the way in which you should go.
[01:04:32.120 --> 01:04:37.120]   So the Lord heard the sound of your words, and he was angry and took an oath, saying,
[01:04:37.120 --> 01:04:45.120]   'Not one of these men, this evil generation, shall see the good which I swore to give to your fathers.'"
[01:04:45.120 --> 01:04:47.120]   Oh my goodness.
[01:04:47.120 --> 01:04:52.120]   God saw himself as a father.
[01:04:52.120 --> 01:04:54.120]   How horrible is this?
[01:04:54.120 --> 01:04:59.120]   He saw himself as their warrior, as their deliverer.
[01:04:59.120 --> 01:05:03.120]   He went before them, he covered them with cloud, with fire.
[01:05:03.120 --> 01:05:06.120]   He prepared the place they should inhabit.
[01:05:06.120 --> 01:05:10.120]   And then for them to be like, "Yeah, I don't know, we don't trust you."
[01:05:10.120 --> 01:05:12.120]   This is horrendous.
[01:05:12.120 --> 01:05:17.120]   I want you to imagine with me the sheer feeling of rejection,
[01:05:17.120 --> 01:05:20.120]   by imagining a ridiculous scene.
[01:05:20.120 --> 01:05:23.120]   Imagine you're a parent of a young child.
[01:05:23.120 --> 01:05:26.120]   He's just seven years old, he's in the elementary department.
[01:05:26.120 --> 01:05:29.120]   And in the morning you decide, "You know what, we're going to get up together,
[01:05:29.120 --> 01:05:31.120]   and then we're going to get ready, and we're going to take you there."
[01:05:31.120 --> 01:05:34.120]   So early in the morning you get him up, and he's got his hair all bed hair,
[01:05:34.120 --> 01:05:37.120]   so you have to spray his hair, you comb your hair.
[01:05:37.120 --> 01:05:40.120]   He gets all dressed, but it's all wrinkly and ugly, so you go, "Oh, you can't wear that."
[01:05:40.120 --> 01:05:43.120]   And so you put him in Sunday's best.
[01:05:43.120 --> 01:05:47.120]   He tries to head out, but he didn't eat yet, so you make the eggs, you make the bacon,
[01:05:47.120 --> 01:05:50.120]   and you feed him, you give him milk.
[01:05:50.120 --> 01:05:53.120]   And then he can't even tie his own shoes, so you're like, "Like fish, you make the loopy loop,
[01:05:53.120 --> 01:05:55.120]   and you put it together."
[01:05:55.120 --> 01:05:58.120]   You bring him into the education department, and there's a new volunteer he doesn't know,
[01:05:58.120 --> 01:06:01.120]   and he goes, "Oh, who are you? Who are your parents?"
[01:06:01.120 --> 01:06:05.120]   And he looks up, and he goes, "I have no parents."
[01:06:05.120 --> 01:06:08.120]   How would you feel?
[01:06:08.120 --> 01:06:14.120]   And then so the volunteer worker, our dear teacher, he's like, "Oh, come on.
[01:06:14.120 --> 01:06:16.120]   Who are your parents, right? Stop messing with me."
[01:06:16.120 --> 01:06:21.120]   And he goes, "Yeah, I have parents, but no one really loves me at my house."
[01:06:21.120 --> 01:06:23.120]   How would you feel as a father?
[01:06:23.120 --> 01:06:26.120]   How would you feel as a mother?
[01:06:26.120 --> 01:06:28.120]   What did you say?
[01:06:28.120 --> 01:06:30.120]   Right?
[01:06:30.120 --> 01:06:35.120]   What is going on right now that you would say that?
[01:06:35.120 --> 01:06:38.120]   Like it's flabbergasting. Like I don't understand what just happened here.
[01:06:38.120 --> 01:06:42.120]   Why would you say that? Why would you sit there, be dropped off by your parents,
[01:06:42.120 --> 01:06:44.120]   and then say, "I have no parents"?
[01:06:44.120 --> 01:06:45.120]   That's literally what happened.
[01:06:45.120 --> 01:06:48.120]   You were delivered, you were carried, he carried you on his back,
[01:06:48.120 --> 01:06:52.120]   and then he dropped you off into a good promise land flowing with milk and honey,
[01:06:52.120 --> 01:06:56.120]   and then you go, "Give me a king," as though you don't have one.
[01:06:56.120 --> 01:06:59.120]   How could you do that to him?
[01:06:59.120 --> 01:07:02.120]   That's the tone here.
[01:07:02.120 --> 01:07:05.120]   How could you do that to God Almighty?
[01:07:05.120 --> 01:07:07.120]   What am I hearing?
[01:07:07.120 --> 01:07:10.120]   And so I want to remind us by way--
[01:07:10.120 --> 01:07:16.120]   it's flabbergasting because they would have to be so blind, so self-consumed,
[01:07:16.120 --> 01:07:18.120]   and I want to remind us by way of application.
[01:07:18.120 --> 01:07:20.120]   Our enemy wants to blind us that much.
[01:07:20.120 --> 01:07:22.120]   "Your God's not here for you."
[01:07:22.120 --> 01:07:24.120]   That's what he says.
[01:07:24.120 --> 01:07:28.120]   "Your God's not here for you, so that's why you need this."
[01:07:28.120 --> 01:07:32.120]   And ever since you were young, our enemy, the world, wants to convince us,
[01:07:32.120 --> 01:07:37.120]   "Oh, you need--you need, you know, an Ivy League degree.
[01:07:37.120 --> 01:07:39.120]   You need a proper job.
[01:07:39.120 --> 01:07:42.120]   You need this person. You need that person.
[01:07:42.120 --> 01:07:44.120]   You need this and this," and then it gets frivolous.
[01:07:44.120 --> 01:07:47.120]   "Oh, you need to do makeup. You needed to do this. You need to wear that."
[01:07:47.120 --> 01:07:51.120]   And then you have these car companies like, "Around here, you got to love what you drive."
[01:07:51.120 --> 01:07:54.120]   "No, I don't."
[01:07:54.120 --> 01:07:58.120]   You know, I teach my young children to not say certain words because it's too harsh.
[01:07:58.120 --> 01:08:02.120]   They're not allowed to say, "Shut up," to each other.
[01:08:02.120 --> 01:08:05.120]   But in rare circumstances, you should be able to do it.
[01:08:05.120 --> 01:08:10.120]   If a young child looks his parent in the eye and says, "I have no parents,"
[01:08:10.120 --> 01:08:13.120]   you could tell that child, "You need to shut up."
[01:08:13.120 --> 01:08:15.120]   How dare you?
[01:08:15.120 --> 01:08:18.120]   Very offensive, right?
[01:08:18.120 --> 01:08:25.120]   What's more, for you and I, if the world keeps telling us, "You have to have this,"
[01:08:25.120 --> 01:08:26.120]   who said?
[01:08:26.120 --> 01:08:28.120]   My God said, "He's my all in all."
[01:08:28.120 --> 01:08:31.120]   Who is telling me that I need that?
[01:08:31.120 --> 01:08:33.120]   It's not God.
[01:08:33.120 --> 01:08:36.120]   If somebody tells you, "You have to be here. You have to live there.
[01:08:36.120 --> 01:08:41.120]   You have to have this person," and this world is chock full of overly romanticized,
[01:08:41.120 --> 01:08:43.120]   like, "I can't live without this girl.
[01:08:43.120 --> 01:08:46.120]   I have to have this man in my life."
[01:08:46.120 --> 01:08:48.120]   Who said that?
[01:08:48.120 --> 01:08:50.120]   My God said, "You are complete in Christ."
[01:08:50.120 --> 01:08:52.120]   My God said, "You have a King."
[01:08:52.120 --> 01:08:55.120]   My God said, "He provides for you.
[01:08:55.120 --> 01:08:59.120]   He sees after you're going in and coming out, and He watches you over everything
[01:08:59.120 --> 01:09:02.120]   to such a degree we see the Lord is my shepherd.
[01:09:02.120 --> 01:09:06.120]   I will have no want."
[01:09:06.120 --> 01:09:10.120]   And yet the world keeps telling us, "No, no, no."
[01:09:10.120 --> 01:09:12.120]   And that's what got into the people's heart.
[01:09:12.120 --> 01:09:14.120]   We've got to be like them.
[01:09:14.120 --> 01:09:17.120]   We're falling behind.
[01:09:17.120 --> 01:09:23.120]   It's so dangerous because the incredible ridiculousness of what they're saying
[01:09:23.120 --> 01:09:27.120]   they did not see, and they were relentless in demanding it.
[01:09:27.120 --> 01:09:31.120]   I want to give you another thought by way of application is you don't really have to say,
[01:09:31.120 --> 01:09:34.120]   "You know what, God? I hate you.
[01:09:34.120 --> 01:09:36.120]   You know what, God? You're a horrible father."
[01:09:36.120 --> 01:09:40.120]   You do not have to say those things to offend Him deeply.
[01:09:40.120 --> 01:09:42.120]   Some of you guys are complainers.
[01:09:42.120 --> 01:09:44.120]   You're just a Debbie Downer, as they say.
[01:09:44.120 --> 01:09:45.120]   You're just grumbling.
[01:09:45.120 --> 01:09:47.120]   "Oh, my gosh, life is so hard.
[01:09:47.120 --> 01:09:48.120]   No one loves me here.
[01:09:48.120 --> 01:09:50.120]   This church stinks.
[01:09:50.120 --> 01:09:52.120]   My family stinks, and my work stinks."
[01:09:52.120 --> 01:09:55.120]   And you're just constantly looking for the next job, the next family,
[01:09:55.120 --> 01:09:57.120]   the next group of friends.
[01:09:57.120 --> 01:10:01.120]   Mind you, when you keep saying that, God, your provider, is on their side like,
[01:10:01.120 --> 01:10:04.120]   "What's going on here?
[01:10:04.120 --> 01:10:06.120]   What's happening?"
[01:10:06.120 --> 01:10:07.120]   Another example.
[01:10:07.120 --> 01:10:11.120]   This idea of God being your king and your provider, your protector, your warrior,
[01:10:11.120 --> 01:10:13.120]   it has applications everywhere.
[01:10:13.120 --> 01:10:15.120]   Some of you are just raw with worry.
[01:10:15.120 --> 01:10:18.120]   "Oh, my gosh, I'm never going to make it.
[01:10:18.120 --> 01:10:20.120]   Oh, my gosh, what's going to happen?"
[01:10:20.120 --> 01:10:21.120]   You're just scared.
[01:10:21.120 --> 01:10:22.120]   You can't do things.
[01:10:22.120 --> 01:10:26.120]   Sometimes when I counsel, you know what one of the most often heard things,
[01:10:26.120 --> 01:10:28.120]   little statements are?
[01:10:28.120 --> 01:10:30.120]   "I can't."
[01:10:30.120 --> 01:10:32.120]   "Oh, I want you to go and reconcile with God."
[01:10:32.120 --> 01:10:33.120]   "I can't."
[01:10:33.120 --> 01:10:35.120]   "You know, I want you to go step out and try."
[01:10:35.120 --> 01:10:37.120]   "I can't."
[01:10:37.120 --> 01:10:39.120]   There were some times when I thought about,
[01:10:39.120 --> 01:10:42.120]   "What do I say to somebody who is so fearful like that?"
[01:10:42.120 --> 01:10:45.120]   Do I say something all silly like, "No, you can do it."
[01:10:45.120 --> 01:10:49.120]   You know, like, "What am I supposed to do?"
[01:10:49.120 --> 01:10:54.120]   What I want to say to them now is, "But you have a king.
[01:10:54.120 --> 01:10:57.120]   Don't you have the Almighty in your life?
[01:10:57.120 --> 01:11:00.120]   Why do you act like nobody is on your side?
[01:11:00.120 --> 01:11:03.120]   And it's not going to help you to be like, 'I'm here for you.
[01:11:03.120 --> 01:11:05.120]   I'm your pastor.'"
[01:11:05.120 --> 01:11:07.120]   Like that's not going to help you.
[01:11:07.120 --> 01:11:12.120]   You have the Lord of Lords, Christ who is going to rule with an iron scepter.
[01:11:12.120 --> 01:11:19.120]   He's going to come with blazing eyes of fire and with a word he's going to slay.
[01:11:19.120 --> 01:11:22.120]   You have a king.
[01:11:22.120 --> 01:11:25.120]   And what's more, sometimes we have people who struggle deeply with like,
[01:11:25.120 --> 01:11:27.120]   "I don't know if I have a purpose.
[01:11:27.120 --> 01:11:29.120]   I don't know what I'm living for.
[01:11:29.120 --> 01:11:31.120]   I don't know what I'm supposed to be doing."
[01:11:31.120 --> 01:11:34.120]   And then so they just describe like, "What's the use?"
[01:11:34.120 --> 01:11:38.120]   No motivation, no gusto, no passions.
[01:11:38.120 --> 01:11:41.120]   They go home, they play video games and just wasting their time.
[01:11:41.120 --> 01:11:43.120]   What?
[01:11:43.120 --> 01:11:45.120]   You have a king.
[01:11:45.120 --> 01:11:48.120]   At what point did this king stop being king?
[01:11:48.120 --> 01:11:51.120]   When you leave this place, you leave church, you leave the service,
[01:11:51.120 --> 01:11:54.120]   you leave the fellowship, and you walk into your house,
[01:11:54.120 --> 01:11:58.120]   you walked into his domain.
[01:11:58.120 --> 01:12:00.120]   That's his.
[01:12:00.120 --> 01:12:02.120]   You're on his time.
[01:12:02.120 --> 01:12:04.120]   You're under his rule.
[01:12:04.120 --> 01:12:09.120]   And you have an incredible purpose to live for your king.
[01:12:09.120 --> 01:12:12.120]   Why do people act like there's no king?
[01:12:12.120 --> 01:12:14.120]   We have marching orders.
[01:12:14.120 --> 01:12:17.120]   We have everything in this king.
[01:12:17.120 --> 01:12:21.120]   And so I want to remind us there is so much writing here
[01:12:21.120 --> 01:12:27.120]   in just the fact that these people lost sight of the one who's on the throne.
[01:12:27.120 --> 01:12:32.120]   And then as a final reminder, I want to give you this sobering reminder
[01:12:32.120 --> 01:12:36.120]   that if we keep complaining, if we keep griping, if we keep in fear,
[01:12:36.120 --> 01:12:40.120]   if we keep in discouragement, and if we keep in lackadaisical like,
[01:12:40.120 --> 01:12:42.120]   "Yeah, I don't know."
[01:12:42.120 --> 01:12:48.120]   At some point, God is going to say, "Okay, is that what you want to live by?"
[01:12:48.120 --> 01:12:51.120]   Here, more specifically for this nation, they saw the other nations
