
[00:00:00.000 --> 00:00:03.000]   [ Silence ]
[00:54:27.000 --> 00:54:29.000]   What does that mean for you personally?
[00:54:29.000 --> 00:54:31.000]   God will tell you in time.
[00:54:31.000 --> 00:54:35.000]   This is about us.
[00:54:35.000 --> 00:54:40.000]   Our Heavenly Father and we are thankful for this meeting.
[00:54:40.000 --> 00:54:45.000]   And inasmuch as we have reason to complain and grumble, be annoyed and be frustrated
[00:54:45.000 --> 00:54:49.000]   by certain people around us, we also recognize at the very same time
[00:54:49.000 --> 00:54:54.000]   that we ourselves are probably a source of a lot of that contention.
[00:54:54.000 --> 00:54:57.000]   And so we want to confess our sins before you.
[00:54:57.000 --> 00:55:00.000]   We want to confess our sins before one another.
[00:55:00.000 --> 00:55:06.000]   And as this church grows in more and more people, as this church grows in number,
[00:55:06.000 --> 00:55:10.000]   we pray the word of God that the depth of our relationship would grow as well.
[00:55:10.000 --> 00:55:13.000]   Father, it is hard work building relationships,
[00:55:13.000 --> 00:55:17.000]   but it is hard work, the word of God, to do it in a relationship with us.
[00:55:17.000 --> 00:55:21.000]   And so we pray the word that you would cause us to remember all that you've done for us in Christ,
[00:55:21.000 --> 00:55:27.000]   and that you would motivate us and energize us and empower us to stop being lazy,
[00:55:27.000 --> 00:55:32.000]   and instead the word of God to work hard to serve others, to love others, to forgive others,
[00:55:32.000 --> 00:55:35.000]   so that you would be pleased and honor and glorify us.
[00:55:35.000 --> 00:55:39.000]   We pray the word of God that the community that you have won for us through Christ
[00:55:39.000 --> 00:55:42.000]   would be realized in this community here at Berean,
[00:55:42.000 --> 00:55:48.000]   that we would live in such a way as to be consistent, to live worthy of the calling that we have received.
[00:55:48.000 --> 00:55:51.000]   We pray these things in Jesus' name. Amen.
[00:55:51.000 --> 00:56:01.000]   [BLANK_AUDIO]

