
[00:00:00.000 --> 00:00:08.640]   [ Applause ]
[00:57:20.320 --> 00:57:29.320]   Things started to change when I was like 15. My health basically just took a nosedive.
[00:57:29.320 --> 00:57:36.320]   I would eventually be diagnosed and learn to manage my symptoms, but before that happened, I just got worse and worse,
[00:57:36.320 --> 00:57:46.320]   with no answers and no diagnosis, and when my body was just failing like that, I think my mind just started to follow,
[00:57:46.320 --> 00:57:54.320]   and I became severely depressed. People knew that I was going through something, but nobody really knew what it was
[00:57:54.320 --> 00:58:03.320]   because I just built my identity around being arrogant and just isolating myself and relying only on myself and keeping secrets,
[00:58:03.320 --> 00:58:09.320]   and I had spent so long either using people for my own gain or just pushing them away for the sake of my own privacy and pride
[00:58:09.320 --> 00:58:16.320]   that I didn't know how to reach out to others to get help, and I was too broken to keep relying on myself.
[00:58:16.320 --> 00:58:20.320]   I didn't understand it at the time, but this brokenness was God's grace.
[00:58:20.320 --> 00:58:27.320]   He had to drive me to a point of utter despair so that I would see my need for him.
[00:58:27.320 --> 00:58:33.320]   As I was consumed by illness and depression, I felt that nothing I had done or would ever do mattered.
[00:58:33.320 --> 00:58:43.320]   I wasn't even sure if I would live past 20. Nothing brought me joy. I hardly ate. I stopped going out with friends.
[00:58:43.320 --> 00:58:51.320]   I was just empty. I kept up a facade of faithful churchgoer and A student because I felt like I had to,
[00:58:51.320 --> 00:58:59.320]   but I was just crumbling away inside. I thought there was no reason why I should continue to exist if my existence was so worthless.
[00:58:59.320 --> 00:59:08.320]   It kind of all peaked about four years ago. I was 17. I had a depressive episode so acute.
[00:59:08.320 --> 00:59:15.320]   It was one of the most terrifying things I've ever been through. I don't really have the words to describe how it felt.
[00:59:15.320 --> 00:59:24.320]   I kind of just felt like I wasn't real anymore. I was numb, and I could see that my life was futile,
[00:59:24.320 --> 00:59:30.320]   but I had this overwhelming sense of urgency, like I had to do something right then and there.
[00:59:30.320 --> 00:59:35.320]   But at the same time, I felt trapped and stifled by something that I could not name.
[00:59:35.320 --> 00:59:41.320]   It was a very bizarre experience. It was terrifying. I'm no medical professional, but I may have been having a nervous breakdown.
[00:59:41.320 --> 00:59:52.320]   I don't know. Yeah. So in order to suppress that panic, I just laid down on my floor and turned on some random music
[00:59:52.320 --> 01:00:01.320]   just to distract myself or, I don't know, just to try to get myself to feel normal again.
[01:00:01.320 --> 01:00:09.320]   And in God's great mercy, he allowed me to hear the gospel through the words of a songwriter who had been just as lost as I was.
[01:00:09.320 --> 01:00:16.320]   And when I heard the message of a God who died for the sake of love, it kind of just broke me,
[01:00:16.320 --> 01:00:22.320]   even though I'd heard the gospel a thousand times before, for some reason this time it clicked.
[01:00:22.320 --> 01:00:29.320]   I had come to a crossroads. I understood there was—it was like there was a hand extended to me,
[01:00:29.320 --> 01:00:36.320]   and if I did not take that hand, I knew I would die, because I had led myself to this point.
[01:00:36.320 --> 01:00:48.320]   My selfishness and my futile human efforts to be self-sufficient and—yeah, to be self-sufficient and just above everyone else,
[01:00:48.320 --> 01:00:58.320]   it was so entirely sinful. Even though I was just breaking down in tears at this point, a wave of peace came over me.
[01:00:58.320 --> 01:01:05.320]   And a lot of those things that had been consuming me suddenly didn't really matter anymore.
[01:01:05.320 --> 01:01:12.320]   All that mattered was that I began to understand why God died, and it was truly good news of great joy,
[01:01:12.320 --> 01:01:18.320]   that he defeated the grave for a desperate and broken sinner who had spent her whole life running away,
[01:01:18.320 --> 01:01:25.320]   thinking that she could live a life apart from God. He took my sin and endured horrific sorrow so that I wouldn't have to.
[01:01:25.320 --> 01:01:29.320]   I had been forgiven, and it was through no merit of my own.
[01:01:29.320 --> 01:01:35.320]   God had pulled me out of rebellion against him, even though I had been kicking and screaming.
[01:01:35.320 --> 01:01:41.320]   He washed me and justified me and gave me a new heart.
[01:01:41.320 --> 01:01:47.320]   And so from that night on, sanctification and my long road to recovery had begun.
[01:01:47.320 --> 01:01:54.320]   It took many years for my mind to recover, and my body may never recover.
[01:01:54.320 --> 01:01:59.320]   But all of that mattered so much less in the light of my new gift of life and hope.
[01:01:59.320 --> 01:02:02.320]   I started to find joy in reading the word that I had once despised.
[01:02:02.320 --> 01:02:07.320]   And on my second day of being a Christian, I was able to make things right with a person that I had formerly hated.
[01:02:07.320 --> 01:02:10.320]   And I was so confused when this was going on. I was like, "What am I doing?"
[01:02:10.320 --> 01:02:19.320]   But I knew that this was God. I knew that the only way that this could happen is because he had changed me.
[01:02:19.320 --> 01:02:26.320]   My priorities and my very identity started to shift, and I was learning how to love my family and repair my relationships with them.
[01:02:26.320 --> 01:02:33.320]   And I was learning to love the church, how to value kindness and forgiveness instead of clinging to my bitterness and my anger.
[01:02:33.320 --> 01:02:37.320]   God has continued to soften my heart and give me a love for him and for his people.
[01:02:37.320 --> 01:02:46.320]   And he has been faithful to put me through even more trials since my conversion to refine me even further, and I am grateful for that.
[01:02:46.320 --> 01:02:51.320]   I just want to leave you with one of the first passages I read after I became a Christian.
[01:02:51.320 --> 01:02:59.320]   1 Corinthians 15.10 says, "By the grace of God, I am what I am, and his grace toward me was not in vain."
[01:02:59.320 --> 01:03:04.320]   It was true for Paul when he wrote it. It's true for me now, and I hope that it is true for you.
[01:03:04.320 --> 01:03:06.320]   Thank you.
[01:03:06.320 --> 01:03:17.320]   [Applause]
[01:03:17.320 --> 01:03:19.320]   Do you want to take off your glasses?
[01:03:19.320 --> 01:03:20.320]   Okay.
[01:03:20.320 --> 01:03:22.320]   [Laughter]
[01:03:22.320 --> 01:03:25.320]   She said, "I can't see without them," so she'll keep them on.
[01:03:25.320 --> 01:03:27.320]   [Laughter]
[01:03:27.320 --> 01:03:31.320]   All right. Bernard, do you understand that when you go into the water, you're uniting with Christ in his death,
[01:03:31.320 --> 01:03:37.320]   and as you come out, you're uniting with him in his resurrection so that you too may live a new life.
[01:03:37.320 --> 01:03:46.320]   I baptize you in the name of the Father, and of the Son, and of the Holy Spirit.
[01:03:46.320 --> 01:04:08.320]   [Applause]
[01:04:08.320 --> 01:04:15.320]   Hello. My name is Jacob Hahn, and I'm wearing my wife's membership shirt, so it's a little tight, so I apologize.
[01:04:15.320 --> 01:04:18.320]   That was by accident.
[01:04:18.320 --> 01:04:22.320]   So I grew up in a Presbyterian church. I was infant baptized.
[01:04:22.320 --> 01:04:28.320]   I took a baptism class given by Pastor Peter Chung, so thank you, Pastor Peter.
[01:04:28.320 --> 01:04:35.320]   But I'm up here because I'm being baptized because I truly do believe it's biblical, now more than ever,
[01:04:35.320 --> 01:04:39.320]   and more importantly, it's because that's what my Savior Jesus did.
[01:04:39.320 --> 01:04:46.320]   I've grown up in church pretty much all my life, but I wasn't saved until I entered high school.
[01:04:46.320 --> 01:04:49.320]   That's when my sheltered suburban life was rocked.
[01:04:49.320 --> 01:04:54.320]   Up until high school, I thought my parents were happily married, but that was far from the truth.
[01:04:54.320 --> 01:04:58.320]   To this day, I'm unsure what exactly triggered my parents' divorce,
[01:04:58.320 --> 01:05:01.320]   but regardless, it was actually the beginning of my journey to salvation.
[01:05:01.320 --> 01:05:06.320]   When my parents' marriage began to fall apart, I tried to turn to things that the world had to offer,
[01:05:06.320 --> 01:05:10.320]   but by God's grace, I never went too far off the deep end.
[01:05:10.320 --> 01:05:14.320]   When I was in ninth grade, I started attending a church, Good Shepherd Presbyterian Church,
[01:05:14.320 --> 01:05:17.320]   where Pastor Peter Chung was my high school youth pastor.
[01:05:17.320 --> 01:05:21.320]   I had befriended some good friends who encouraged me to talk to Pastor Peter
[01:05:21.320 --> 01:05:24.320]   because he, too, had come from a broken home.
[01:05:24.320 --> 01:05:28.320]   Talking and meeting with Pastor Peter and spending time with my friends at church
[01:05:28.320 --> 01:05:35.320]   helped me immensely with my difficult situation, but I still had not accepted Jesus as my Lord and Savior.
[01:05:35.320 --> 01:05:40.320]   I had grown up knowing that I was a sinner. Jesus loved me, and he had died for my sin,
[01:05:40.320 --> 01:05:44.320]   but I never believed it and never accepted him into my heart as my Lord and Savior.
[01:05:44.320 --> 01:05:48.320]   I distinctly remember on a Friday night at a praise and prayer night.
[01:05:48.320 --> 01:05:50.320]   If you went to a Korean church, you know what I'm talking about.
[01:05:50.320 --> 01:05:53.320]   The setting was the lights were dimmed, and it was getting emotional,
[01:05:53.320 --> 01:05:59.320]   and that's when the praise leader--it was just him and the guitar--and he told the congregation,
[01:05:59.320 --> 01:06:04.320]   "If there's anybody that's hurting, I want you to put your hands on him and pray for them."
[01:06:04.320 --> 01:06:09.320]   That's when my best friends Jay and Sam put their hands on me and started praying for me.
[01:06:09.320 --> 01:06:13.320]   It was at that moment I felt this immense conviction in my heart,
[01:06:13.320 --> 01:06:15.320]   and that's when I accepted him as Lord and Savior.
[01:06:15.320 --> 01:06:21.320]   Still to this day, I know God used Jay, Sam, and Pastor Peter to turn me to Jesus.
[01:06:21.320 --> 01:06:27.320]   Though that day started my Christian journey, it took me a while to truly actually understand the gospel.
[01:06:27.320 --> 01:06:30.320]   When I became saved, I quickly began studying, memorizing.
[01:06:30.320 --> 01:06:33.320]   I was hungry for his word. I'd wake up early in the morning memorizing,
[01:06:33.320 --> 01:06:36.320]   but the more I knew, the more legalistic I became.
[01:06:36.320 --> 01:06:40.320]   I started spitting out verses to my friends when they were doing stuff wrong,
[01:06:40.320 --> 01:06:46.320]   and I started thinking, after all, I wasn't that bad compared to that guy over in the corner that was committing sinful things.
[01:06:46.320 --> 01:06:52.320]   It wasn't until I transitioned from high school to college when I heard a sermon by Tim Keller preached
[01:06:52.320 --> 01:06:55.320]   that I started beginning to understand the gospel a little more.
[01:06:55.320 --> 01:07:00.320]   Throughout college, I continued to serve in a leadership capacity,
[01:07:00.320 --> 01:07:05.320]   and in that way, I think I started thinking that, you know what, I think I'm okay.
[01:07:05.320 --> 01:07:10.320]   And it wasn't until that I actually transitioned from college to becoming a police officer
[01:07:10.320 --> 01:07:13.320]   that I truly understand the depravity of my heart.
[01:07:13.320 --> 01:07:17.320]   I became a police officer for the LAPD during my final two months of my senior year of college.
[01:07:17.320 --> 01:07:22.320]   I applied during my senior year of college, expecting the hiring process to take a year,
[01:07:22.320 --> 01:07:24.320]   but in fact it took four months.
[01:07:24.320 --> 01:07:29.320]   Due to the recession at the time and the uncertainty of the academies in the future,
[01:07:29.320 --> 01:07:31.320]   I was advised to start ASAP.
[01:07:31.320 --> 01:07:39.320]   So here I was as a college student on Friday, May 24, 2009, and a police officer May 26, 2009, that Monday.
[01:07:39.320 --> 01:07:43.320]   My transition from a college student to a police officer was an abrupt one.
[01:07:43.320 --> 01:07:48.320]   The academy wasn't so bad, but when I hit the field, I began to see the world for what it was.
[01:07:48.320 --> 01:07:52.320]   I did nine of my 11 years in South Central LA, and if you're not familiar with that area,
[01:07:52.320 --> 01:07:55.320]   that's the birthplace of the Bloods and Crips,
[01:07:55.320 --> 01:08:01.320]   and it is a different world from the comforts of Orange County.
[01:08:01.320 --> 01:08:06.320]   And in my 11 years, I can tell you I've seen several hundred shootings, homicide, violent crimes, you name it.
[01:08:06.320 --> 01:08:09.320]   I won't go into detail. If you want to know, you can talk to me in private,
[01:08:09.320 --> 01:08:12.320]   and I'll tell you everything because I remember it all.
[01:08:12.320 --> 01:08:16.320]   And not only that, I was being cussed out and being called every name in the book,
[01:08:16.320 --> 01:08:18.320]   and I was changing, and not for the better.
[01:08:18.320 --> 01:08:21.320]   I was becoming cynical, jaded, and I was becoming angry.
[01:08:21.320 --> 01:08:27.320]   I wasn't able to attend church because in my first year, you didn't get to choose your schedule, excuse me.
[01:08:27.320 --> 01:08:30.320]   So I would often go months without going to church.
[01:08:30.320 --> 01:08:34.320]   And on top of that, I was becoming angry at church members for how sheltered they were,
[01:08:34.320 --> 01:08:38.320]   how they were not seeing what was going on only 20, 30 miles away from their homes.
[01:08:38.320 --> 01:08:41.320]   And on top of that, my dating relationships were not working out,
[01:08:41.320 --> 01:08:43.320]   and that continued to make me upset and angry.
[01:08:43.320 --> 01:08:47.320]   Even some of my friends started telling me that they didn't like what I was becoming,
[01:08:47.320 --> 01:08:49.320]   and they missed the old Jacob.
[01:08:49.320 --> 01:08:52.320]   My job was changing me instead of Christ changing me.
[01:08:52.320 --> 01:08:57.320]   About two years into my job, something changed, and to this day, I know it was only God.
[01:08:57.320 --> 01:09:02.320]   I slowly began to realize that I was the worst of all sinners.
[01:09:02.320 --> 01:09:08.320]   Through my transition as a police officer, I began to realize that through my mistakes,
[01:09:08.320 --> 01:09:17.320]   I was no more deserving of grace than the rapists, child molesters, murders that I arrested.
[01:09:17.320 --> 01:09:19.320]   How did that happen? I don't know.
[01:09:19.320 --> 01:09:22.320]   All I can say is God was allowing me to see the world through his eyes.
[01:09:22.320 --> 01:09:27.320]   The turning point for me was when I walked into church on a Sunday after missing just months,
[01:09:27.320 --> 01:09:34.320]   and a particular song was playing, and it said, "I will be still and know you are God."
[01:09:34.320 --> 01:09:40.320]   And it reminded me of the verse Psalm 46.10, "Be still and know that I am God."
[01:09:40.320 --> 01:09:45.320]   And I understood, despite my circumstances, the noise and the distractions that were surrounding me,
[01:09:45.320 --> 01:09:50.320]   he was still God. And as Pastor Peter Kim so beautifully and simply put it a couple weeks ago,
[01:09:50.320 --> 01:09:54.320]   despite our circumstances, despite what I was going through, the answer is always Christ.
[01:09:54.320 --> 01:09:59.320]   And I knew that, but that day, it just pierced the depths of my heart.
[01:09:59.320 --> 01:10:05.320]   And from then on, I've understood that I am, as Paul says, the worst of all sinners.
[01:10:05.320 --> 01:10:09.320]   My Christian journey is far from over, and I'm still being sanctified.
[01:10:09.320 --> 01:10:12.320]   Every day is a struggle to seek him and not to things of this world.
[01:10:12.320 --> 01:10:17.320]   Every day I sin, but in the words of Isaac Newton from the movie Amazing Grace,
[01:10:17.320 --> 01:10:22.320]   as he's getting old, he says, "Although my memory is fading, I remember two things.
[01:10:22.320 --> 01:10:26.320]   I am a great sinner, and Christ is a great Savior." Thank you.
[01:10:26.320 --> 01:10:37.320]   [applause]
[01:10:37.320 --> 01:10:40.320]   Oh my God. [laughter]
[01:10:40.320 --> 01:10:45.320]   Alright, Jacob, do you understand that when you go into the water, you're uniting with Christ in his death,
[01:10:45.320 --> 01:10:48.320]   and as you come out, you're uniting with Christ in his resurrection?
[01:10:48.320 --> 01:10:49.320]   Yes.
[01:10:49.320 --> 01:10:58.320]   I baptize you, whew, in the name of the Father, and the Son, and the Holy Spirit.
[01:10:58.320 --> 01:11:21.320]   [applause]
[01:11:21.320 --> 01:11:25.320]   Hello. Thank you for your patience.
[01:11:25.320 --> 01:11:28.320]   Okay, so, whew.
[01:11:28.320 --> 01:11:33.320]   Hello, my name is Michelle, and this is my testimony.
[01:11:33.320 --> 01:11:38.320]   I grew up in a Presbyterian Christian home and was also baptized as a baby.
[01:11:38.320 --> 01:11:42.320]   Growing up, I attended church regularly and was taught to be a good person.
[01:11:42.320 --> 01:11:49.320]   I never had a problem with this, as I always liked following the rules and striving to be perfect in everything.
[01:11:49.320 --> 01:11:54.320]   But unfortunately, there was a lot of turmoil at home, and so my parents fought regularly
[01:11:54.320 --> 01:11:59.320]   until they finally separated and then got divorced when I was in the eighth grade.
[01:11:59.320 --> 01:12:02.320]   During these two years, my brother and I were separated from my mom.
[01:12:02.320 --> 01:12:08.320]   I could only see her for brief periods of time due to custody battles and things like that.
[01:12:08.320 --> 01:12:12.320]   And during that time was when bitterness towards God took root in my heart,
[01:12:12.320 --> 01:12:17.320]   and it revealed the absence of faith and love for God.
[01:12:17.320 --> 01:12:21.320]   I felt absolutely justified in my anger, thinking that I deserved to be blessed
[01:12:21.320 --> 01:12:24.320]   because that's the reward I should have received for being good.
[01:12:24.320 --> 01:12:28.320]   But in that year, I moved to a new church where I attended a retreat
[01:12:28.320 --> 01:12:31.320]   and fully heard the gospel for the first time.
[01:12:31.320 --> 01:12:37.320]   The words of Ephesians 2, 4-5 highlights the transformation that took place in my heart.
[01:12:37.320 --> 01:12:40.320]   "But God, being rich in mercy because of the great love with which he loved us,
[01:12:40.320 --> 01:12:44.320]   even when we were dead in our trespasses, made us alive together with Christ,
[01:12:44.320 --> 01:12:45.320]   by grace you have been saved."
[01:12:45.320 --> 01:12:50.320]   Once I understood that God loved me so much to the point that he would send his son down for my sake,
[01:12:50.320 --> 01:12:54.320]   and that in his grace he blessed me with the greatest blessing he could give me,
[01:12:54.320 --> 01:12:57.320]   I accepted Christ as my Lord and Savior and surrendered my life to him.
[01:12:57.320 --> 01:13:01.320]   Afterwards, I was confirmed at that church as a genuine believer,
[01:13:01.320 --> 01:13:08.320]   but as a baby Christian, I didn't understand the significance of publicly professing my faith to the church
[01:13:08.320 --> 01:13:12.320]   and was simply eager to do so because my mom and church family encouraged me.
[01:13:12.320 --> 01:13:18.320]   But as I deepened my understanding of the gospel and learned that baptism symbolized the union with Christ
[01:13:18.320 --> 01:13:23.320]   in his death and resurrection, I realized that being baptized as a baby did not signify that
[01:13:23.320 --> 01:13:28.320]   because it was not out of my own desire to commit my life to the Lord,
[01:13:28.320 --> 01:13:31.320]   but rather an act done by my parents on my behalf.
[01:13:31.320 --> 01:13:34.320]   I needed to make that choice and proclaim my faith for myself
[01:13:34.320 --> 01:13:39.320]   because God had saved me from the depths of my sin when I was completely dead in my trespasses
[01:13:39.320 --> 01:13:41.320]   and had given me new life through his Son.
[01:13:41.320 --> 01:13:46.320]   As it says in Romans 6, 4, "Therefore we have been buried with him through baptism into death,
[01:13:46.320 --> 01:13:50.320]   so that as Christ was raised from the dead through the glory of the Father,
[01:13:50.320 --> 01:13:54.320]   so we too might walk in newness of life."
[01:13:54.320 --> 01:13:57.320]   When I was a baby, I was still dead and sin reigned over my life,
[01:13:57.320 --> 01:14:00.320]   but now I can confidently say I have been crucified with Christ,
[01:14:00.320 --> 01:14:03.320]   it is no longer I who live, but Christ lives in me,
[01:14:03.320 --> 01:14:07.320]   and the life which I now live in the flesh I live by faith in the Son of God
[01:14:07.320 --> 01:14:09.320]   who loved me and gave himself up for me.
[01:14:09.320 --> 01:14:10.320]   Thank you.
[01:14:10.320 --> 01:14:20.320]   [applause]
[01:14:20.320 --> 01:14:24.320]   Alright, Michelle.
[01:14:24.320 --> 01:14:27.320]   You're supposed to sit a little bit closer up.
[01:14:27.320 --> 01:14:28.320]   [laughter]
[01:14:28.320 --> 01:14:30.320]   You want to take my left hand?
[01:14:30.320 --> 01:14:31.320]   Alright, Michelle.
[01:14:31.320 --> 01:14:34.320]   Do you understand that when you go into the water, you're uniting with Christ in his death,
[01:14:34.320 --> 01:14:38.320]   and then when you come out of the water, you're uniting with him in his resurrection
[01:14:38.320 --> 01:14:41.320]   so that you too may walk in the newness of life?
[01:14:41.320 --> 01:14:47.320]   I baptize you in the name of the Father, and of the Son, and Holy Spirit.
[01:14:47.320 --> 01:15:01.320]   [applause]
[01:15:02.320 --> 01:15:03.320]   Amen.
[01:15:03.320 --> 01:15:13.320]   Okay, we're going to invite the worship team to come on up,
[01:15:13.320 --> 01:15:16.320]   and as they do, just some free beef announcements.
[01:15:16.320 --> 01:15:19.320]   What a great time again for us to fellowship,
[01:15:19.320 --> 01:15:23.320]   and hopefully, especially if some of you guys have been Christian for a long time,
[01:15:23.320 --> 01:15:27.320]   a great time to remember, reflect upon God's work in our lives
[01:15:27.320 --> 01:15:29.320]   and the time that we were saved.
[01:15:29.320 --> 01:15:32.320]   After the service is done, we're going to continue to just fellowship outside.
[01:15:32.320 --> 01:15:33.320]   There is refreshments.
[01:15:33.320 --> 01:15:37.320]   I encourage you guys to stick around, and then again, fellowship with each other.
[01:15:37.320 --> 01:15:41.320]   As you can tell, over here, it's wet and a little slippery.
[01:15:41.320 --> 01:15:45.320]   After the service is done, although I know you guys want to come up and congratulate
[01:15:45.320 --> 01:15:47.320]   and take photos with the people who've been baptized,
[01:15:47.320 --> 01:15:51.320]   please do so on my left side here or outside in the courtyard,
[01:15:51.320 --> 01:15:54.320]   but please don't walk around on this area, okay?
[01:15:54.320 --> 01:15:57.320]   And then finally, again, for those of you who are visiting with us,
[01:15:57.320 --> 01:16:01.320]   who you're hearing the testimonies, and perhaps you're wondering, curious, wow,
[01:16:01.320 --> 01:16:04.320]   what kind of experience do they really have,
[01:16:04.320 --> 01:16:06.320]   but you haven't yet experienced that for yourself,
[01:16:06.320 --> 01:16:09.320]   we really encourage you to come ask, you know,
[01:16:09.320 --> 01:16:13.320]   to ask the questions about how do you connect with the Lord,
[01:16:13.320 --> 01:16:16.320]   in what ways are we sinners, what are they talking about when they say forgiveness,
[01:16:16.320 --> 01:16:19.320]   what are they talking about when they say repentance.
[01:16:19.320 --> 01:16:20.320]   Please come and ask.
[01:16:20.320 --> 01:16:22.320]   You'll see the pastors here up in the front, and again, also,
[01:16:22.320 --> 01:16:25.320]   we have resources outside with free Bibles and books for you to look at.
[01:16:25.320 --> 01:16:28.120]   to look at. So again, please visit with us. Thank you.
[01:16:28.120 --> 01:16:37.860]   [ Silence ]

