
[00:00:00.000 --> 00:00:02.760]   (audio cuts out)
[00:38:01.860 --> 00:38:02.780]   I'm just gonna read it for us.
[00:38:02.780 --> 00:38:05.460]   It says, "While the Israelites were in the desert,
[00:38:05.460 --> 00:38:09.580]   "a man was found gathering on the Sabbath day."
[00:38:09.580 --> 00:38:12.900]   Now, God has given commands not to work on the Sabbath day,
[00:38:12.900 --> 00:38:15.220]   'cause the Sabbath day is to be meant holy.
[00:38:15.220 --> 00:38:18.580]   In verse 33, it says, "Those who found him gathering wood
[00:38:18.580 --> 00:38:22.100]   "brought him to Moses and Aaron and the whole assembly."
[00:38:22.100 --> 00:38:25.780]   So this guy gathers wood, and then he gets caught,
[00:38:25.780 --> 00:38:28.900]   and he gets brought before the whole congregation,
[00:38:28.900 --> 00:38:30.780]   the leaders and the whole assembly.
[00:38:30.780 --> 00:38:32.220]   "And they kept him in custody,
[00:38:32.220 --> 00:38:34.440]   "because it was not clear what should be done.
[00:38:34.440 --> 00:38:38.460]   "Then the Lord said to Moses, 'The man must die.
[00:38:38.460 --> 00:38:41.180]   "'The whole assembly must stone him outside the camp.'
[00:38:41.180 --> 00:38:43.680]   "So the assembly took him outside the camp,
[00:38:43.680 --> 00:38:45.600]   "and the assembly stoned him to death
[00:38:45.600 --> 00:38:47.640]   "as the Lord commanded Moses."
[00:38:47.640 --> 00:38:50.820]   That's one of these crazy stories in the Bible
[00:38:50.820 --> 00:38:53.500]   where if you don't understand what's happening,
[00:38:53.500 --> 00:38:57.160]   it's like, what the, the guy was carrying wood.
[00:38:57.160 --> 00:39:01.860]   Not only that, but if the whole assembly gathered together,
[00:39:01.860 --> 00:39:04.740]   you're talking about not just like 10 people,
[00:39:04.740 --> 00:39:07.740]   but this one guy, he must have then had what?
[00:39:07.740 --> 00:39:09.700]   The whole tribes of Israel come together
[00:39:09.700 --> 00:39:11.220]   and stoned the man outside.
[00:39:11.220 --> 00:39:17.140]   Now, I tell you the story because back then,
[00:39:17.140 --> 00:39:20.060]   we know that sin was taken seriously.
[00:39:20.060 --> 00:39:22.500]   And when sin was taken seriously,
[00:39:22.500 --> 00:39:26.700]   God made sure that the whole congregation knew it was serious
[00:39:26.700 --> 00:39:29.460]   by making sure that not only just the leaders,
[00:39:29.460 --> 00:39:32.100]   but the whole assembly was involved in the execution.
[00:39:32.100 --> 00:39:33.980]   Okay?
[00:39:33.980 --> 00:39:34.980]   There are more passages,
[00:39:34.980 --> 00:39:36.940]   just jot these down for your reference for later.
[00:39:36.940 --> 00:39:40.380]   Numbers 35, verse 24 and on.
[00:39:40.380 --> 00:39:44.260]   Basically, there's a case of homicide, but it's accidental.
[00:39:44.260 --> 00:39:48.100]   And then Moses essentially instructs the people.
[00:39:48.100 --> 00:39:50.540]   Again, there is this community aspect
[00:39:50.540 --> 00:39:52.500]   where the assembly has to get together
[00:39:52.500 --> 00:39:54.540]   and carry out the punishment.
[00:39:54.540 --> 00:39:57.780]   In Leviticus chapter 24, verse 13 through 16,
[00:39:57.780 --> 00:40:01.300]   another case where the assembly is gathered together
[00:40:01.300 --> 00:40:04.140]   and the assembly executes a man
[00:40:04.140 --> 00:40:05.840]   for blasphemy against the Lord.
[00:40:05.840 --> 00:40:09.740]   Why do I talk about this?
[00:40:09.740 --> 00:40:14.740]   It's because we realize one of the implied aspects
[00:40:16.100 --> 00:40:18.340]   of biblical truth that we see here
[00:40:18.340 --> 00:40:22.360]   is that there is a community that needs to be kept in mind
[00:40:22.360 --> 00:40:27.200]   in the whole process of discipline and purity, right?
[00:40:27.200 --> 00:40:30.340]   That this is not the act of Apostle Paul.
[00:40:30.340 --> 00:40:33.980]   This isn't the expectation of just the leaders.
[00:40:33.980 --> 00:40:38.300]   But Apostle Paul says, "When you gather together," okay?
[00:40:38.300 --> 00:40:40.980]   Apostle Paul tells them that when they gather together,
[00:40:40.980 --> 00:40:43.620]   this is when they are to carry this out.
[00:40:43.620 --> 00:40:48.420]   And so that needs to be kept in mind, okay?
[00:40:48.420 --> 00:40:51.580]   Now, in consideration of the community,
[00:40:51.580 --> 00:40:53.340]   we talk about the next section.
[00:40:53.340 --> 00:40:55.660]   Let's read verse six through eight.
[00:40:55.660 --> 00:40:58.980]   He says, "Your boasting is not good.
[00:40:58.980 --> 00:41:00.660]   "Do you not know that a little leaven
[00:41:00.660 --> 00:41:02.820]   "leavens the whole lump of dough?
[00:41:02.820 --> 00:41:06.160]   "Clean out the old leaven so that you may be a new lump,
[00:41:06.160 --> 00:41:09.040]   "just as you are, in fact, unleavened.
[00:41:09.040 --> 00:41:13.000]   "For Christ, our Passover, also has been sacrificed.
[00:41:13.000 --> 00:41:15.540]   "Therefore, let us celebrate the feast,
[00:41:15.540 --> 00:41:17.320]   "not with old leaven, nor with the leaven
[00:41:17.320 --> 00:41:20.300]   "of malice and wickedness, but with the unleavened bread
[00:41:20.300 --> 00:41:23.500]   "of sincerity and truth."
[00:41:23.500 --> 00:41:25.680]   Okay, sincerity and truth.
[00:41:25.680 --> 00:41:30.540]   So we're on section three, and I ask you this question.
[00:41:30.540 --> 00:41:34.020]   Apostle Paul gives one of these, you know,
[00:41:34.020 --> 00:41:38.620]   metaphorical, parable-like universal principles.
[00:41:38.620 --> 00:41:42.780]   "When there is some leaven, it leavens the whole dough."
[00:41:42.780 --> 00:41:46.020]   Okay, what's the principle, like spiritual principle,
[00:41:46.020 --> 00:41:47.580]   that we're supposed to draw from that?
[00:41:47.580 --> 00:41:49.340]   And it's a pretty obvious one, but just,
[00:41:49.340 --> 00:41:51.940]   let's verbalize it and summarize it in our own way.
[00:41:51.940 --> 00:41:54.700]   (pages rustling)
[00:41:54.700 --> 00:42:15.060]   Anyone?
[00:42:15.060 --> 00:42:18.380]   From verses six through eight, what I just read,
[00:42:18.380 --> 00:42:22.340]   he gives one of these, like, well-known Old Testament
[00:42:22.340 --> 00:42:25.740]   and New Testament teachings, Jesus Christ used it too.
[00:42:25.740 --> 00:42:29.300]   Basically, you know, "When there's leaven,
[00:42:29.300 --> 00:42:32.360]   "it leavens the whole lump, don't you know it?"
[00:42:32.360 --> 00:42:34.420]   So what's the spiritual principle for the church
[00:42:34.420 --> 00:42:36.420]   that they're supposed to understand there?
[00:42:36.420 --> 00:42:41.140]   - A little bit of evil, rough, simple.
[00:42:41.140 --> 00:42:42.740]   - Good.
[00:42:42.740 --> 00:42:47.740]   That, earlier we mentioned how it's arrogant
[00:42:47.760 --> 00:42:50.680]   to think like, "Eh, it's a little bit,
[00:42:50.680 --> 00:42:52.720]   "it's not gonna really affect me."
[00:42:52.720 --> 00:42:53.820]   That's arrogant, right?
[00:42:53.820 --> 00:42:58.040]   To be wise was to realize a little bit of leaven
[00:42:58.040 --> 00:43:01.000]   affects the whole lump, right?
[00:43:01.000 --> 00:43:05.460]   To be biblical, to be God-fearing, to be humble
[00:43:05.460 --> 00:43:09.540]   would be to realize this principle that sin,
[00:43:09.540 --> 00:43:12.140]   there's a sense in which in no way is it ever small.
[00:43:12.140 --> 00:43:17.580]   That sin, by nature of what it is, in no way is it ever,
[00:43:17.580 --> 00:43:20.280]   just a little bit, okay?
[00:43:20.280 --> 00:43:22.700]   That's the kind of principle they're supposed to learn.
[00:43:22.700 --> 00:43:26.540]   And we're supposed to learn that this, the leaven,
[00:43:26.540 --> 00:43:28.500]   and do you guys know what leaven is?
[00:43:28.500 --> 00:43:31.220]   Or the yeast and all that stuff?
[00:43:31.220 --> 00:43:33.780]   I didn't know what that is, so I looked it up on Google.
[00:43:33.780 --> 00:43:40.180]   It's actually a fungus, okay?
[00:43:40.180 --> 00:43:44.280]   And just like, you know, lately, like, yogurt's really big,
[00:43:44.280 --> 00:43:46.460]   and the culture and bacteria,
[00:43:46.460 --> 00:43:49.420]   and how it mixes the thing and all that kind of stuff.
[00:43:49.420 --> 00:43:55.540]   Likewise, yeast is just fungus used to ferment the dough.
[00:43:55.540 --> 00:43:58.700]   And in so doing, it causes the dough to rise.
[00:43:58.700 --> 00:44:01.140]   The yeast is also used in a lot of different scenarios
[00:44:01.140 --> 00:44:04.020]   where the yeast is used for, let's say, brewing alcohol,
[00:44:04.020 --> 00:44:08.900]   alcoholic drinks and stuff, and all that kind of stuff.
[00:44:08.900 --> 00:44:12.020]   But the whole picture you're supposed to get is,
[00:44:12.020 --> 00:44:14.460]   like, when you have that, let's say, dough,
[00:44:14.460 --> 00:44:16.420]   or when you have, like, the brew,
[00:44:16.420 --> 00:44:20.020]   the yeast doesn't just, like, stay in its little culture,
[00:44:20.020 --> 00:44:22.540]   and then it just kind of floats around in there.
[00:44:22.540 --> 00:44:24.740]   It affects the whole thing, right?
[00:44:24.740 --> 00:44:26.340]   It permeates.
[00:44:26.340 --> 00:44:28.860]   And so the whole picture you're supposed to get is,
[00:44:28.860 --> 00:44:30.580]   there's a sense in which we're supposed to look
[00:44:30.580 --> 00:44:32.500]   at the church as a collective whole.
[00:44:32.500 --> 00:44:35.060]   And sin within the church is not just sin
[00:44:35.060 --> 00:44:36.940]   in one individual.
[00:44:36.940 --> 00:44:38.060]   It permeates.
[00:44:38.060 --> 00:44:42.460]   That's the kind of lesson we're supposed to learn, right?
[00:44:42.460 --> 00:44:46.380]   And so there's a sense in which, many times in the Bible,
[00:44:46.380 --> 00:44:48.340]   the implications of that are taught.
[00:44:48.340 --> 00:44:54.060]   So if there is sin in you, then there is sin in y'all.
[00:44:54.060 --> 00:44:58.140]   And if one individual is culpable, y'all are culpable.
[00:44:58.140 --> 00:45:00.620]   And so many times in the Bible, failure to deal with sin
[00:45:00.620 --> 00:45:03.580]   in an individual's life meant the incurring
[00:45:03.580 --> 00:45:06.740]   of God's displeasure upon the whole community.
[00:45:06.740 --> 00:45:10.300]   And I talk about this a lot in BCC.
[00:45:11.140 --> 00:45:14.100]   And the story, to me, is always profound and kind of crazy,
[00:45:14.100 --> 00:45:16.700]   is Joshua chapter seven.
[00:45:16.700 --> 00:45:20.620]   In Joshua chapter seven, it tells of the story
[00:45:20.620 --> 00:45:22.220]   of the sin of Achan.
[00:45:22.220 --> 00:45:24.020]   There was a ban, okay?
[00:45:24.020 --> 00:45:27.060]   Joshua, you know, you imagine him as the conquering guy
[00:45:27.060 --> 00:45:29.140]   after Moses, he's entering into the land of Canaan,
[00:45:29.140 --> 00:45:31.060]   defeating all these enemies and foes.
[00:45:31.060 --> 00:45:32.540]   But then God makes a clear command,
[00:45:32.540 --> 00:45:34.860]   "I don't want you taking any of the spoil,
[00:45:34.860 --> 00:45:39.860]   the plundering of the pagans, and taking all their riches.
[00:45:40.420 --> 00:45:43.300]   'Cause you have to realize that God is the one
[00:45:43.300 --> 00:45:46.140]   enriching you, not the pagans, right?
[00:45:46.140 --> 00:45:49.980]   And in so doing, God says, "There's a ban.
[00:45:49.980 --> 00:45:51.140]   "I don't want you touching any of that,
[00:45:51.140 --> 00:45:52.860]   "because I want you both to understand
[00:45:52.860 --> 00:45:53.820]   "that I'm the one blessing you,
[00:45:53.820 --> 00:45:56.000]   "and secondly, I want you to be pure,
[00:45:56.000 --> 00:45:59.100]   "because much of the whole pagan land's wealth
[00:45:59.100 --> 00:46:00.580]   "is all idolatrous."
[00:46:00.580 --> 00:46:03.400]   But what happens?
[00:46:03.400 --> 00:46:06.260]   I mean, dang, these little idols, they're nothing.
[00:46:06.260 --> 00:46:07.740]   But they're made of gold.
[00:46:07.740 --> 00:46:09.300]   They're made of precious jewels.
[00:46:09.300 --> 00:46:11.380]   They're beautiful, they're handcrafted,
[00:46:11.380 --> 00:46:13.780]   they're rare, they're precious.
[00:46:13.780 --> 00:46:15.660]   So Achan takes something.
[00:46:15.660 --> 00:46:17.460]   But what's crazy about the whole scene is,
[00:46:17.460 --> 00:46:21.700]   God in the morning says, "Moses, bring out everybody."
[00:46:21.700 --> 00:46:23.940]   So everybody, not just one tribe,
[00:46:23.940 --> 00:46:26.220]   but like every tribe has to get together.
[00:46:26.220 --> 00:46:28.260]   And then God says, "Moses, bring out that one tribe."
[00:46:28.260 --> 00:46:30.060]   And so that one tribe comes out.
[00:46:30.060 --> 00:46:31.440]   And then in front of everybody, God says,
[00:46:31.440 --> 00:46:32.540]   "Bring out that one family."
[00:46:32.540 --> 00:46:34.580]   And the whole family comes out.
[00:46:34.580 --> 00:46:35.940]   And the next thing you know, you think,
[00:46:35.940 --> 00:46:38.640]   and bring out Achan, but he ends up
[00:46:38.640 --> 00:46:39.900]   judging the whole thing.
[00:46:39.900 --> 00:46:43.220]   And then you kind of realize, like, dude.
[00:46:43.220 --> 00:46:46.940]   And then his immediate family, they get judged to death.
[00:46:46.940 --> 00:46:48.300]   And you're just like, dude.
[00:46:48.300 --> 00:46:52.260]   And you just realize, God is not seeing us
[00:46:52.260 --> 00:46:55.180]   as like distinct individuals, so to speak.
[00:46:55.180 --> 00:46:56.780]   Although God loves us individually,
[00:46:56.780 --> 00:46:59.780]   and he knows us individually, he cares for us individually,
[00:46:59.780 --> 00:47:01.140]   he knows everything about us,
[00:47:01.140 --> 00:47:03.860]   everything that's unique about us, right?
[00:47:03.860 --> 00:47:05.860]   But you just realize that God sees us
[00:47:05.860 --> 00:47:07.980]   as a heavenly father, as a family.
[00:47:08.680 --> 00:47:10.400]   As a community.
[00:47:10.400 --> 00:47:13.840]   And we, I think, in our individualistic American culture,
[00:47:13.840 --> 00:47:15.760]   need to just scrap that
[00:47:15.760 --> 00:47:18.020]   and adopt the way the Bible views us.
[00:47:18.020 --> 00:47:24.560]   So, the failure to deal with serious sin in our members
[00:47:24.560 --> 00:47:30.960]   is a major failure to deal with sin
[00:47:30.960 --> 00:47:33.640]   in our collective whole, okay?
[00:47:33.640 --> 00:47:36.000]   Just think about that for a moment,
[00:47:36.000 --> 00:47:38.220]   that so far, just in the first couple chapters
[00:47:38.220 --> 00:47:42.140]   of 1 Corinthians, we had the analogy of the body,
[00:47:42.140 --> 00:47:43.340]   the building and the temple,
[00:47:43.340 --> 00:47:45.140]   now we have the analogy of the dough,
[00:47:45.140 --> 00:47:48.380]   and the lump of dough, you know, the bread.
[00:47:48.380 --> 00:47:50.620]   And all that is like kind of Apostle Paul teaching,
[00:47:50.620 --> 00:47:52.620]   like, you guys are one.
[00:47:52.620 --> 00:47:55.820]   And this is your identity, you know what I mean?
[00:47:55.820 --> 00:47:57.900]   And so again, he's giving a perspective,
[00:47:57.900 --> 00:47:59.260]   he's giving the right perspective
[00:47:59.260 --> 00:48:02.580]   on how we're supposed to think about sin in our membership.
[00:48:04.260 --> 00:48:09.260]   Now, you guys can give another section title to this one.
[00:48:09.260 --> 00:48:14.160]   If you want the first couple ones,
[00:48:14.160 --> 00:48:16.560]   I just, you know, wanted to show you
[00:48:16.560 --> 00:48:20.440]   that there's a flow of Apostle Paul's reasoning and thought.
[00:48:20.440 --> 00:48:22.080]   And in the beginning, I just labeled that
[00:48:22.080 --> 00:48:25.240]   as identifying their errors, okay?
[00:48:25.240 --> 00:48:31.380]   And then in the second, I just said this was,
[00:48:31.380 --> 00:48:33.580]   what did I title it as?
[00:48:34.520 --> 00:48:35.360]   My notes.
[00:48:35.360 --> 00:48:43.680]   Oh, I put Paul's authoritative support, okay?
[00:48:43.680 --> 00:48:46.640]   And number three, I labeled this as,
[00:48:46.640 --> 00:48:49.840]   why do you need to do this, okay?
[00:48:49.840 --> 00:48:51.600]   Why do you need to do this?
[00:48:51.600 --> 00:48:56.240]   Why do we need to take the hard road
[00:48:56.240 --> 00:48:57.840]   of like excommunicating somebody?
[00:48:57.840 --> 00:49:00.560]   That's so harsh, it's so difficult.
[00:49:00.560 --> 00:49:03.820]   Just correcting somebody is hard, you know?
[00:49:03.820 --> 00:49:08.060]   Sometimes, you know, when you talk to people
[00:49:08.060 --> 00:49:09.580]   in a casual setting and sometimes
[00:49:09.580 --> 00:49:11.300]   they like kind of mispronounce your name
[00:49:11.300 --> 00:49:13.900]   or they kind of forget which school you went to,
[00:49:13.900 --> 00:49:14.740]   sometimes you're kind of like,
[00:49:14.740 --> 00:49:15.980]   eh, is it worth correcting them?
[00:49:15.980 --> 00:49:18.300]   And you're just kind of, eh, whatever, you know?
[00:49:18.300 --> 00:49:20.900]   Correcting somebody even in a casual setting is hard.
[00:49:20.900 --> 00:49:23.660]   Going through the process of excommunicating somebody,
[00:49:23.660 --> 00:49:24.900]   why do that?
[00:49:24.900 --> 00:49:26.820]   'Cause he's teaching us.
[00:49:26.820 --> 00:49:28.540]   A little bit of yeast, a little bit of leaven,
[00:49:28.540 --> 00:49:30.140]   leavens the entire dough.
[00:49:30.140 --> 00:49:32.740]   Ruins the whole batch, right?
[00:49:32.740 --> 00:49:35.800]   I want us to think about what he's saying
[00:49:35.800 --> 00:49:37.520]   and specifically also think about
[00:49:37.520 --> 00:49:39.680]   the seriousness of sexual immorality.
[00:49:39.680 --> 00:49:45.800]   If you notice, in the next couple passages,
[00:49:45.800 --> 00:49:48.240]   let's take a look at section four,
[00:49:48.240 --> 00:49:51.300]   or the next section, in verses nine through 13.
[00:49:51.300 --> 00:49:55.280]   It says here, I wrote you in my letter
[00:49:55.280 --> 00:49:58.240]   not to associate with immoral people.
[00:49:58.240 --> 00:50:01.680]   I did not at all mean with the immoral people of this world
[00:50:01.680 --> 00:50:03.860]   or of the covetous and swindlers and idolaters,
[00:50:03.860 --> 00:50:06.380]   for then you would have to go out of the world.
[00:50:06.380 --> 00:50:09.340]   But actually I wrote to you not to associate
[00:50:09.340 --> 00:50:13.920]   with any so-called brother if he is an immoral person
[00:50:13.920 --> 00:50:17.720]   or covetous, idolater, reviler, drunkard, or swindler,
[00:50:17.720 --> 00:50:21.520]   not even to eat with such a one, okay?
[00:50:21.520 --> 00:50:24.340]   I'm gonna read the next verses a little bit in a moment,
[00:50:24.340 --> 00:50:27.040]   but I want us to take a moment in this occasion
[00:50:27.040 --> 00:50:29.040]   as we're talking about sexual immorality
[00:50:29.040 --> 00:50:31.300]   to think about sexual immorality.
[00:50:31.300 --> 00:50:36.000]   Apostle Paul, in his perspective about sexual immorality,
[00:50:36.000 --> 00:50:41.000]   in this portion, he is classifying sexual immorality
[00:50:41.000 --> 00:50:46.640]   as just as wicked and vile as the idolaters,
[00:50:46.640 --> 00:50:49.040]   revilers, drunkards, and swindlers, isn't he?
[00:50:49.040 --> 00:50:54.000]   Not only that, take a look at verse eight.
[00:50:54.000 --> 00:50:55.040]   In verse eight he says,
[00:50:55.040 --> 00:50:59.560]   therefore let us celebrate this feast not with old leaven,
[00:50:59.560 --> 00:51:03.240]   nor with the leaven of malice, wickedness,
[00:51:03.240 --> 00:51:06.240]   but with the unleavened bread of sincerity and truth.
[00:51:06.240 --> 00:51:10.920]   So how would Apostle Paul, in challenging this specific sin,
[00:51:10.920 --> 00:51:13.360]   see the sin of sexual immorality?
[00:51:13.360 --> 00:51:17.400]   He would think it as same as malice and wickedness.
[00:51:17.400 --> 00:51:21.940]   He would see it as same as insincerity and falsehood.
[00:51:21.940 --> 00:51:23.680]   You see my point?
[00:51:23.680 --> 00:51:26.200]   Now the reason why I wanna talk about this a little bit
[00:51:26.200 --> 00:51:29.200]   is because we have definitely become a culture
[00:51:29.200 --> 00:51:32.380]   that has desensitized sexual sin,
[00:51:32.380 --> 00:51:34.900]   diminished the weight of sexual sin.
[00:51:34.900 --> 00:51:39.200]   Now, the specific case that we're looking at
[00:51:39.200 --> 00:51:41.220]   in this chapter is incest.
[00:51:41.220 --> 00:51:48.120]   But, but, although as kind of like vile
[00:51:48.120 --> 00:51:51.600]   and disgusting that is in our eyes,
[00:51:51.600 --> 00:51:54.360]   sexual immorality is sexual immorality.
[00:51:54.360 --> 00:51:56.880]   And in an age and culture where sexual,
[00:51:56.880 --> 00:52:00.920]   like physical intimacy has been so romanticized,
[00:52:00.920 --> 00:52:04.880]   I definitely think that in the way that Christians
[00:52:04.880 --> 00:52:07.900]   and young people think about sexual immorality,
[00:52:07.900 --> 00:52:11.560]   it hasn't equated to biblical standards.
[00:52:11.560 --> 00:52:12.880]   What do I mean by that?
[00:52:12.880 --> 00:52:15.380]   'Cause I feel like even for me when I was younger,
[00:52:15.380 --> 00:52:19.200]   there's a sense in which
[00:52:19.200 --> 00:52:22.600]   if you crossed boundaries with a girl,
[00:52:22.600 --> 00:52:23.800]   you would call it that.
[00:52:23.800 --> 00:52:26.000]   I crossed boundaries with a girl, I'm sorry.
[00:52:26.000 --> 00:52:30.340]   If you lusted, you would call it
[00:52:30.340 --> 00:52:33.240]   just kind of like I lacked self-control.
[00:52:33.240 --> 00:52:35.220]   If you had a girlfriend or a boyfriend
[00:52:35.220 --> 00:52:38.780]   and you were involved in sexually immoral behavior,
[00:52:38.780 --> 00:52:40.280]   you might think that as like,
[00:52:40.280 --> 00:52:43.000]   oh, that was just being romantic with each other.
[00:52:43.000 --> 00:52:45.900]   You might think that as just being intimate with each other.
[00:52:45.900 --> 00:52:47.640]   You might think that as just building up
[00:52:47.640 --> 00:52:49.440]   your companionship with each other.
[00:52:49.440 --> 00:52:51.880]   But what I'm saying is,
[00:52:51.880 --> 00:52:54.560]   that's not the way Apostle Paul would see it.
[00:52:54.560 --> 00:52:56.640]   You know what I'm getting at?
[00:52:56.640 --> 00:52:58.480]   One of the things that Apostle Paul is doing
[00:52:58.480 --> 00:53:02.740]   in this section is he is trying to address them
[00:53:02.740 --> 00:53:05.840]   and having them think differently about what's happening.
[00:53:05.840 --> 00:53:08.040]   First, think differently about their own attitudes
[00:53:08.040 --> 00:53:09.920]   towards the person, but think differently
[00:53:09.920 --> 00:53:13.440]   about the sin itself as well, right?
[00:53:13.440 --> 00:53:16.360]   Apostle Paul's like, I want you to worship
[00:53:16.360 --> 00:53:18.600]   with sincerity and in truth.
[00:53:18.600 --> 00:53:21.900]   The existence of a sin is complete contrary to that.
[00:53:21.900 --> 00:53:28.280]   So, for us, the question is, are we seeing sin
[00:53:28.280 --> 00:53:31.780]   with the same kind of weight and same perspective
[00:53:31.780 --> 00:53:32.720]   that we need to be?
[00:53:32.720 --> 00:53:38.640]   Do we see sin as truly destructive to me and my church?
[00:53:38.640 --> 00:53:41.520]   Or do I see sin as like, yeah,
[00:53:41.520 --> 00:53:43.180]   but amongst dating people this happens,
[00:53:43.180 --> 00:53:45.960]   or amongst guys this happens, amongst girls this happens,
[00:53:45.960 --> 00:53:48.820]   amongst X, Y, and Z, this just happens.
[00:53:48.820 --> 00:53:51.240]   Right?
[00:53:51.240 --> 00:53:53.680]   We have to challenge our perspective on the sin.
[00:53:53.680 --> 00:53:57.200]   It's not just romance.
[00:53:57.200 --> 00:53:59.440]   It's not just, oh, I felt strongly,
[00:53:59.440 --> 00:54:02.200]   all this kind of stuff is not right.
[00:54:02.200 --> 00:54:04.960]   And I wish that I would, you know,
[00:54:04.960 --> 00:54:07.320]   as a, for me, when I was younger and stuff like that,
[00:54:07.320 --> 00:54:08.700]   I wish I had this kind of conviction,
[00:54:08.700 --> 00:54:10.560]   even at an early age.
[00:54:10.560 --> 00:54:11.840]   I feel like this is the kind of stuff
[00:54:11.840 --> 00:54:16.040]   that we should teach and convict people at an early age
[00:54:16.040 --> 00:54:21.040]   to accurately portray sin the way it ought to be.
[00:54:21.040 --> 00:54:22.080]   Right?
[00:54:22.080 --> 00:54:23.520]   'Cause our minds are always playing tricks
[00:54:23.520 --> 00:54:25.080]   to diminish it.
[00:54:25.080 --> 00:54:26.200]   Okay.
[00:54:26.200 --> 00:54:29.300]   So, in thinking about that, we have that said.
[00:54:29.300 --> 00:54:31.180]   Now, in verse nine through 13,
[00:54:31.180 --> 00:54:34.280]   in verse 12, he says this question.
[00:54:34.280 --> 00:54:37.480]   For what have I to do with judging outsiders?
[00:54:37.480 --> 00:54:41.640]   Do you not judge those who are within the church?
[00:54:41.640 --> 00:54:44.600]   And I remember asking you this question
[00:54:44.600 --> 00:54:46.600]   as part of your homework and your discussion
[00:54:46.600 --> 00:54:47.880]   at the beginning.
[00:54:47.880 --> 00:54:52.520]   Are we to treat and judge outsiders differently
[00:54:52.520 --> 00:54:54.720]   or equally as insiders?
[00:54:54.720 --> 00:54:58.280]   And why would you say what you say?
[00:54:58.280 --> 00:55:01.920]   What did you guys discuss and say?
[00:55:01.920 --> 00:55:04.680]   (water dripping)
[00:55:04.680 --> 00:55:19.120]   What did you guys discuss?
[00:55:19.120 --> 00:55:19.960]   Let's see.
[00:55:19.960 --> 00:55:21.320]   I'm calling on girls' table.
[00:55:21.320 --> 00:55:27.440]   How about Mel, Christine, Carrie, or Jessica?
[00:55:31.000 --> 00:55:32.600]   What did you guys discuss about,
[00:55:32.600 --> 00:55:34.840]   are we supposed to judge and deal differently
[00:55:34.840 --> 00:55:36.440]   with outsiders versus insiders?
[00:55:36.440 --> 00:55:42.040]   - I would say yes, to the answer.
[00:55:42.040 --> 00:55:43.160]   - Okay, why?
[00:55:43.160 --> 00:55:46.040]   - He said, within the church,
[00:55:46.040 --> 00:55:48.640]   it's, there's an accountability there.
[00:55:48.640 --> 00:55:50.480]   And especially within the world of church,
[00:55:50.480 --> 00:55:52.320]   if you're signing on to the church,
[00:55:52.320 --> 00:55:55.360]   you have to ask for accountability in that sense.
[00:55:55.360 --> 00:55:57.960]   It's more of a, it's more of a discipline.
[00:55:57.960 --> 00:56:01.280]   And the work that's been done within the church
[00:56:01.280 --> 00:56:03.720]   or outside of the church, ultimately,
[00:56:03.720 --> 00:56:07.400]   there's a sense of they don't really know
[00:56:07.400 --> 00:56:08.920]   what the standard is.
[00:56:08.920 --> 00:56:12.440]   So the level of the standard is different
[00:56:12.440 --> 00:56:14.280]   outside of the church.
[00:56:14.280 --> 00:56:19.280]   And ultimately, both groups are accountable to that,
[00:56:19.280 --> 00:56:22.640]   but especially the non-believers,
[00:56:22.640 --> 00:56:27.640]   because in a sense, they don't know what is the standard.
[00:56:27.680 --> 00:56:30.080]   So, like the way that,
[00:56:30.080 --> 00:56:34.160]   I just don't know what judgment,
[00:56:34.160 --> 00:56:38.000]   in regards to factors, should look completely different.
[00:56:38.000 --> 00:56:39.400]   - Right, okay, good.
[00:56:39.400 --> 00:56:42.960]   So she says yes, should look completely different.
[00:56:42.960 --> 00:56:44.720]   Different accountability, different standards,
[00:56:44.720 --> 00:56:47.600]   different resources, everything, right?
[00:56:47.600 --> 00:56:48.800]   Yes?
[00:56:48.800 --> 00:56:50.480]   - This is a question I've been meaning to ask,
[00:56:50.480 --> 00:56:52.680]   it's a follow up from what you just said.
[00:56:52.680 --> 00:56:53.520]   - Okay.
[00:56:53.520 --> 00:56:54.960]   - This whole Supreme Court ruling
[00:56:54.960 --> 00:56:56.920]   that make this applicable.
[00:56:56.920 --> 00:56:57.760]   - Yeah.
[00:56:57.760 --> 00:56:58.680]   - The whole Supreme Court ruling
[00:56:58.680 --> 00:57:00.720]   that seems to discourage,
[00:57:00.720 --> 00:57:03.000]   should Christians, should us Christians be,
[00:57:03.000 --> 00:57:05.080]   how should we respond?
[00:57:05.080 --> 00:57:09.400]   According to this past story.
[00:57:09.400 --> 00:57:10.240]   - Yeah.
[00:57:10.240 --> 00:57:13.160]   - Christians don't know the standard.
[00:57:13.160 --> 00:57:14.000]   - Yeah.
[00:57:14.000 --> 00:57:16.520]   So he just kind of asked,
[00:57:16.520 --> 00:57:20.080]   how should we respond to recent political news?
[00:57:20.080 --> 00:57:24.320]   It was a huge kind of momentous decision.
[00:57:24.320 --> 00:57:26.720]   How should we respond?
[00:57:26.720 --> 00:57:29.720]   Obviously I can't give a thorough answer to that,
[00:57:29.720 --> 00:57:33.360]   but I think definitely,
[00:57:33.360 --> 00:57:36.560]   both parts.
[00:57:36.560 --> 00:57:40.080]   One, I think we all should care a lot.
[00:57:40.080 --> 00:57:42.320]   And actually we should all voice our opinions a lot.
[00:57:42.320 --> 00:57:43.200]   Why?
