
[00:00:00.000 --> 00:00:03.200]   [ Silence ]
[00:35:02.240 --> 00:35:04.620]   So it's not -- so that we don't just add to like,
[00:35:04.620 --> 00:35:05.600]   here's 15 other churches,
[00:35:05.600 --> 00:35:07.220]   and here's another church because it's brilliant.
[00:35:07.220 --> 00:35:09.640]   And that's the only reason why.
[00:35:09.640 --> 00:35:14.140]   If you ask me personally, you know, like say, oh,
[00:35:14.140 --> 00:35:15.400]   how about you planting a church?
[00:35:15.400 --> 00:35:17.580]   And I fantasize about this.
[00:35:17.580 --> 00:35:19.800]   And it's probably not going to happen.
[00:35:19.800 --> 00:35:21.820]   But if I was to ever plant a church,
[00:35:21.820 --> 00:35:23.260]   it would probably not be in the United States.
[00:35:23.260 --> 00:35:28.720]   I thought about Korea, China, other places,
[00:35:28.720 --> 00:35:30.060]   but not in the United States.
[00:35:30.060 --> 00:35:31.940]   I didn't really even plant this church, though.
[00:35:31.940 --> 00:35:34.240]   This church just happened.
[00:35:34.240 --> 00:35:38.780]   In fact, the interesting story was I had a group of friends,
[00:35:38.780 --> 00:35:43.880]   one attorney, one internist doctor.
[00:35:44.100 --> 00:35:47.540]   They're all my age and already into professional careers,
[00:35:47.540 --> 00:35:50.660]   who was asking me to plant a church
[00:35:50.660 --> 00:35:52.420]   so that we can plant a church.
[00:35:52.420 --> 00:35:55.100]   But I didn't want to do it because I didn't feel
[00:35:55.100 --> 00:35:55.720]   like I was ready.
[00:35:55.720 --> 00:35:59.140]   You know, I was burnt out, and I was in no condition
[00:35:59.140 --> 00:36:01.520]   to lead a church and give them a vision and rally them up
[00:36:01.520 --> 00:36:02.180]   and train them.
[00:36:02.180 --> 00:36:04.460]   And I was just trying to survive at that time.
[00:36:04.460 --> 00:36:09.220]   And then I came to this church to help out because the guy
[00:36:09.220 --> 00:36:11.380]   who started the church just took off.
[00:36:11.380 --> 00:36:13.780]   So I just came in to kind of plug in the role
[00:36:14.020 --> 00:36:15.300]   and then we got kicked out.
[00:36:15.300 --> 00:36:17.960]   And then we became a church plant with a bunch
[00:36:17.960 --> 00:36:21.580]   of high school students and one college student, you know,
[00:36:21.580 --> 00:36:22.820]   and one guy paying tithe.
[00:36:22.820 --> 00:36:24.160]   And so it wasn't like a church plant.
[00:36:24.160 --> 00:36:26.300]   We were just surviving.
[00:36:26.300 --> 00:36:29.900]   And people said, "Oh, you know, good thing you obeyed God."
[00:36:29.900 --> 00:36:31.780]   I was like, "I don't think I obeyed God."
[00:36:31.780 --> 00:36:34.540]   I'm just being honest.
[00:36:34.540 --> 00:36:35.520]   It wasn't like I prayed.
[00:36:35.520 --> 00:36:36.800]   It was like, "Lord, what do you want me to do?"
[00:36:36.800 --> 00:36:40.000]   I saw a bunch of kids that I felt like wasn't going
[00:36:40.000 --> 00:36:43.680]   to make it if I left and out of obligation.
[00:36:44.680 --> 00:36:47.360]   You know, because if I was going to plant the church,
[00:36:47.360 --> 00:36:49.420]   I would have planted with those guys.
[00:36:49.420 --> 00:36:51.500]   They're all working people.
[00:36:51.500 --> 00:36:52.420]   They're all my age.
[00:36:52.420 --> 00:36:54.340]   I'm not going to plant a church with a bunch of college students.
[00:36:54.340 --> 00:36:59.380]   I just had two kids and I just had another kid
[00:36:59.380 --> 00:37:01.220]   in about three years after we planted the church.
[00:37:01.220 --> 00:37:02.280]   That's insane.
[00:37:02.280 --> 00:37:04.520]   Who would do that with no income?
[00:37:04.520 --> 00:37:06.960]   Yeah, I wouldn't have planted this church.
[00:37:06.960 --> 00:37:13.000]   So everything about this church was just God had his plan
[00:37:13.000 --> 00:37:15.580]   and I'm absolutely convinced when the scripture says
[00:37:15.580 --> 00:37:16.980]   that God seeks his own glory.
[00:37:16.980 --> 00:37:19.720]   So when somebody asks what happened at this church,
[00:37:19.720 --> 00:37:21.840]   I can only tell them what happened, how we got planted.
[00:37:21.840 --> 00:37:25.440]   It was God gets the glory for this.
[00:37:25.440 --> 00:37:28.160]   It wasn't a smart pastor.
[00:37:28.160 --> 00:37:29.680]   It wasn't because of our planning.
[00:37:29.680 --> 00:37:31.140]   It wasn't because of our denomination.
[00:37:31.140 --> 00:37:32.700]   It was because we didn't get funded.
[00:37:32.700 --> 00:37:35.640]   You know, in the first five, six years, nothing happened
[00:37:35.640 --> 00:37:36.520]   and we did everything.
[00:37:36.520 --> 00:37:39.140]   We're not doing anything different, you know,
[00:37:39.140 --> 00:37:41.000]   and yet in God's timing.
[00:37:41.860 --> 00:37:43.660]   So when God says what happened at Berean,
[00:37:43.660 --> 00:37:46.940]   nobody takes the credit like God did.
[00:37:46.940 --> 00:37:49.440]   He said to preach the word faithfully in season
[00:37:49.440 --> 00:37:50.060]   and out of season.
[00:37:50.060 --> 00:37:52.300]   If there's one thing that we did
[00:37:52.300 --> 00:37:56.100]   from the beginning until now, it's that.
[00:37:56.100 --> 00:37:58.540]   So even now if you say like five,
[00:37:58.540 --> 00:38:00.960]   I can tell you five years like, oh, I would like to see this,
[00:38:00.960 --> 00:38:04.380]   but in the end, nothing I planned worked, you know.
[00:38:04.380 --> 00:38:08.120]   So it's not that I don't have thoughts, but in the end,
[00:38:08.120 --> 00:38:11.000]   I'm going to let God bear the fruit and we're going to obey
[00:38:11.000 --> 00:38:12.060]   and we're going to submit.
[00:38:12.060 --> 00:38:15.300]   So some people ask me like, what's your target group?
[00:38:15.300 --> 00:38:16.200]   I don't have a target group.
[00:38:16.200 --> 00:38:17.820]   I've never had a target group.
[00:38:17.820 --> 00:38:19.660]   It's like, do you want multicultural, you know,
[00:38:19.660 --> 00:38:23.120]   what group and I told people from the very beginning,
[00:38:23.120 --> 00:38:25.060]   if Hispanics come to church,
[00:38:25.060 --> 00:38:26.940]   those are the people I'm going to minister to.
[00:38:26.940 --> 00:38:29.380]   If we have a bunch of high school kids come,
[00:38:29.380 --> 00:38:31.420]   those are the people I'm going to minister to.
[00:38:31.420 --> 00:38:33.560]   If everybody that comes are senior citizens,
[00:38:33.560 --> 00:38:35.160]   that's the people I'm going to minister to.
[00:38:35.160 --> 00:38:37.880]   If they all happen to be Chinese or Korean
[00:38:37.880 --> 00:38:40.680]   or different nationality, wherever God is working
[00:38:40.680 --> 00:38:42.560]   and bringing, those are the people that are going to target.
[00:38:42.560 --> 00:38:44.500]   I don't have a target group to go after.
[00:38:44.500 --> 00:38:47.620]   And that's how we've always been.
[00:38:47.620 --> 00:38:51.040]   So we don't have like a, I don't have a picture in my head
[00:38:51.040 --> 00:38:54.660]   of what I want the church to look like, other than, you know,
[00:38:54.660 --> 00:38:57.020]   one thing that I share, like early church,
[00:38:57.020 --> 00:38:58.940]   when we started the church,
[00:38:58.940 --> 00:39:02.880]   the seeker-friendly movement was in full-blown, you know,
[00:39:02.880 --> 00:39:05.300]   like every seeker-friendly church, you turn around,
[00:39:05.300 --> 00:39:07.060]   they were doubling in size, right?
[00:39:07.060 --> 00:39:09.700]   And so this tiny little church,
[00:39:09.700 --> 00:39:12.060]   this pastor who's burnt out, you know,
[00:39:12.060 --> 00:39:14.700]   and everywhere I went, they were telling me to get retrained,
[00:39:14.700 --> 00:39:17.020]   you know, because I didn't know what I was doing,
[00:39:17.020 --> 00:39:19.520]   because we're suffering, I'm not able to take care of my kids,
[00:39:19.520 --> 00:39:21.280]   you know, why are you being stubborn?
[00:39:21.280 --> 00:39:27.760]   And it was so frustrating, not because I was tempted to do that,
[00:39:27.760 --> 00:39:30.500]   and I remember, I mean, Joe knows, I used to say, like,
[00:39:30.500 --> 00:39:33.620]   I'd rather dig ditches than to do church like that,
[00:39:33.620 --> 00:39:35.540]   because it bothers my conscience.
[00:39:35.540 --> 00:39:37.980]   I know that's not from God, right?
[00:39:38.140 --> 00:39:39.820]   Playing games to get people to come to church,
[00:39:39.820 --> 00:39:40.620]   that's not from God.
[00:39:40.620 --> 00:39:43.860]   At least if you dig a ditch, at the end of the day,
[00:39:43.860 --> 00:39:46.540]   it's deeper than when you first started, you did something, right?
[00:39:46.540 --> 00:39:49.060]   You can bury something that is useful.
[00:39:49.060 --> 00:39:51.580]   To build a church that has nothing to do with God,
[00:39:51.580 --> 00:39:55.140]   just because you gather people, what does that do?
[00:39:55.140 --> 00:39:56.100]   You know what I mean?
[00:39:56.100 --> 00:39:58.980]   You're committed to be fake, you know?
[00:39:58.980 --> 00:40:02.180]   And so, but in the early church, those are the church that was growing.
[00:40:02.180 --> 00:40:04.380]   People would come and say, "Hey, are you,
[00:40:04.380 --> 00:40:05.860]   do you believe in predestination?"
[00:40:05.860 --> 00:40:07.420]   And I'd say, "Yes," and they would just walk up.
[00:40:08.180 --> 00:40:09.900]   They didn't want Bible teaching.
[00:40:09.900 --> 00:40:13.660]   The fact that we had membership was enough to turn people away, you know,
[00:40:13.660 --> 00:40:14.860]   and the church wasn't growing.
[00:40:14.860 --> 00:40:19.460]   Our finance, I mean, in God's eyes, it was a blessing,
[00:40:19.460 --> 00:40:20.420]   but humanly, it was a joke.
[00:40:20.420 --> 00:40:27.740]   Basically, our whole budget for the five, six years of the church was,
[00:40:27.740 --> 00:40:30.860]   we paid rent, whatever was left came to me.
[00:40:30.860 --> 00:40:32.060]   That was our budget.
[00:40:32.060 --> 00:40:36.780]   We had no line item, like education, admissions, you know?
[00:40:37.100 --> 00:40:40.700]   And the first time we had a meeting, we were trying to buy a projector,
[00:40:40.700 --> 00:40:45.140]   and there was about 25 people in the room, and we're trying to buy a projector,
[00:40:45.140 --> 00:40:48.060]   and there was an objection in the church because they're saying, like,
[00:40:48.060 --> 00:40:49.260]   "We can't pay the pastor.
[00:40:49.260 --> 00:40:50.740]   Why are we buying a projector?"
[00:40:50.740 --> 00:40:52.140]   So, we couldn't pass.
[00:40:52.140 --> 00:40:56.700]   We couldn't pass it, so because they were against it, you know?
[00:40:56.700 --> 00:40:59.460]   And then, so one of our elders actually just bought it,
[00:40:59.460 --> 00:41:02.580]   and they just donated it to the church, and that's how we got our first projector.
[00:41:02.580 --> 00:41:04.100]   That was our budget.
[00:41:04.100 --> 00:41:08.300]   It was like, those are two line items, rent, and then rest, go to the pastor,
[00:41:08.300 --> 00:41:08.740]   and that was it.
[00:41:08.740 --> 00:41:15.780]   But seriously, in the midst of all of that, like, God, you know, built the,
[00:41:15.780 --> 00:41:19.420]   in my opinion, God built the church where he gets the credit.
[00:41:19.420 --> 00:41:23.100]   Just like the apostles, like, oh, which apostle?
[00:41:23.100 --> 00:41:24.540]   Why were they so useful?
[00:41:24.540 --> 00:41:30.740]   So, God chose a sinner to glorify the gospel, not Paul, not Peter,
[00:41:30.740 --> 00:41:33.860]   and so, like, what was so fantastic here?
[00:41:34.500 --> 00:41:34.700]   Right?
[00:41:34.700 --> 00:41:38.740]   At one point, I preached the exact same way.
[00:41:38.740 --> 00:41:42.500]   You know, I started this church preaching through Romans every Friday.
[00:41:42.500 --> 00:41:44.740]   You know what the first thing that I heard when I was preaching,
[00:41:44.740 --> 00:41:49.300]   studying through Romans with Pastor Aaron and Luke and David Rim?
[00:41:49.300 --> 00:41:54.780]   My first response from them was how much they hated coming to Friday Bible study
[00:41:54.780 --> 00:41:59.220]   because it was so boring because they just came from the youth group,
[00:41:59.220 --> 00:42:02.100]   and they were always having activity, like, tennis day and all that,
[00:42:02.340 --> 00:42:04.260]   and all of a sudden, they come to the church,
[00:42:04.260 --> 00:42:06.500]   and we're just going through the book of Romans.
[00:42:06.500 --> 00:42:08.700]   And, you know, and I'm dying.
[00:42:08.700 --> 00:42:12.420]   Like, I'm just making it, just trying to pay bills,
[00:42:12.420 --> 00:42:15.220]   and then the response I get is like, this is so boring.
[00:42:15.220 --> 00:42:18.860]   It's like, we're not having a retreat.
[00:42:18.860 --> 00:42:22.180]   But it took a while.
[00:42:22.180 --> 00:42:24.220]   You know, it took a while to catch on.
[00:42:24.220 --> 00:42:29.900]   It took, and I shared this story before, but the first person that I felt like I was able
[00:42:29.900 --> 00:42:32.380]   to get their attention was Joe.
[00:42:32.380 --> 00:42:36.060]   He was in college when we started.
[00:42:36.060 --> 00:42:37.020]   He graduated college.
[00:42:37.020 --> 00:42:41.460]   He was preparing to go into CHP, and then he spent a lot of time
[00:42:41.460 --> 00:42:42.780]   in the car listening to sermons.
[00:42:42.780 --> 00:42:45.140]   I think it was Calvary Chapel sermons that he was listening to.
[00:42:45.140 --> 00:42:48.180]   He was listening to maybe about five, six, seven sermons a day
[00:42:48.180 --> 00:42:50.540]   because he was doing delivery to architecture firms.
[00:42:50.540 --> 00:42:55.140]   And this is three years into the church, you know,
[00:42:55.140 --> 00:42:57.740]   and I was preaching exactly the same way.
[00:42:57.860 --> 00:43:02.020]   You know, maybe I can do a better job expositing today, but at least in my mind,
[00:43:02.020 --> 00:43:07.660]   I thought I was doing exposition, and just the response I got was not good.
[00:43:07.660 --> 00:43:11.220]   You know, they would come, and they would hear the secret friendly sermons and say,
[00:43:11.220 --> 00:43:12.260]   how come we're not doing this?
[00:43:12.260 --> 00:43:15.220]   You know, we need to be more cutting edge, and we need to do this to reach out,
[00:43:15.220 --> 00:43:16.300]   and I said, I'm not going to do that.
[00:43:16.300 --> 00:43:19.980]   You know, my conscience will not allow me to do that.
[00:43:19.980 --> 00:43:21.620]   I quit before I do that, right?
[00:43:21.620 --> 00:43:23.340]   So some people were frustrated with me.
[00:43:23.340 --> 00:43:23.860]   They laughed.
[00:43:23.860 --> 00:43:27.420]   Some people, you know, a lot of them early on, they stuck with the church
[00:43:27.420 --> 00:43:30.020]   because we were such a young church, and we had, you know,
[00:43:30.020 --> 00:43:35.260]   you know, we had a really good community where we genuinely loved each other.
[00:43:35.260 --> 00:43:39.180]   And I cared for them, and I kind of functioned like a father figure for them.
[00:43:39.180 --> 00:43:41.980]   You know, some of them, I taught them how to drive when they were younger,
[00:43:41.980 --> 00:43:44.420]   and so that was the reason why they were there.
[00:43:44.420 --> 00:43:45.460]   It wasn't because of the vision.
[00:43:45.460 --> 00:43:49.620]   It took three years, and then Joe was the first one who came to me,
[00:43:49.620 --> 00:43:52.180]   like literally in tears, he said, I get it, Peter.
[00:43:52.180 --> 00:43:53.900]   I said, what do you get?
[00:43:53.900 --> 00:43:56.020]   He's like, I see what you're doing.
[00:43:57.060 --> 00:43:58.540]   And I'm like, what am I doing?
[00:43:58.540 --> 00:44:05.820]   Because I wanted to hear, you know, I see why you're preaching like that.
[00:44:05.820 --> 00:44:07.620]   I see why you're doing ministry like that.
[00:44:07.620 --> 00:44:15.900]   So he's the one who had the initial influence upon David and Pastor Aaron
[00:44:15.900 --> 00:44:17.900]   and that group, because he was their small group leader.
[00:44:17.900 --> 00:44:23.540]   So once he started to really like come alive, he started influencing them.
[00:44:24.340 --> 00:44:28.140]   And then when they started getting influenced, it just kind of had a trickle effect, just slowly.
[00:44:28.140 --> 00:44:32.460]   And then the church really didn't start to grow until they graduated college
[00:44:32.460 --> 00:44:33.940]   and they had more time, because they were all --
[00:44:33.940 --> 00:44:37.220]   even though we were feeding them in the weekend, during the weekday, they were at CCM,
[00:44:37.220 --> 00:44:38.900]   and everybody was just doing their own thing.
[00:44:38.900 --> 00:44:43.300]   And then when they graduated and finally came and committed like fully to the church,
[00:44:43.300 --> 00:44:45.580]   was when the church started to bear fruit.
[00:44:45.580 --> 00:44:48.420]   But that took three years.
[00:44:48.420 --> 00:44:53.940]   Those three years were dry, so dry.
[00:44:54.820 --> 00:44:59.700]   I had somebody come up to me after the sermon, and he's like --
[00:44:59.700 --> 00:45:06.140]   and with all sincerity, he came to me and he said, "Nothing ever happens at this church."
[00:45:06.140 --> 00:45:08.580]   And then he just walked away.
[00:45:08.580 --> 00:45:15.300]   If I mention him, you'll know who he is, but I won't mention his name.
[00:45:15.300 --> 00:45:18.740]   They just didn't get it in the beginning.
[00:45:18.740 --> 00:45:20.020]   Yeah, but it took a while.
[00:45:21.660 --> 00:45:27.500]   >> You mentioned a lot of like, well, or about how you're preaching change.
[00:45:27.500 --> 00:45:31.620]   You know, I felt when you're a high school pastor or a college pastor,
[00:45:31.620 --> 00:45:40.700]   I guess maybe in the last 10 years, how have you seen your preaching change?
[00:45:40.700 --> 00:45:44.220]   >> You know, I didn't go to a master's seminary where they had a like,
[00:45:44.220 --> 00:45:45.900]   "Hey, this is how you preach the Bible."
[00:45:45.900 --> 00:45:49.940]   So I -- to be honest, I just kind of learned on my own.
[00:45:50.780 --> 00:45:54.340]   And the way it started was -- it started when I was a youth pastor,
[00:45:54.340 --> 00:45:57.540]   because I started preaching topically because that's all I knew.
[00:45:57.540 --> 00:46:02.140]   And then I started preaching through the Bible, at least what I thought was
[00:46:02.140 --> 00:46:06.140]   through the Bible, because I just ran out of material.
[00:46:06.140 --> 00:46:07.980]   To be honest, I ran out of material.
[00:46:07.980 --> 00:46:11.980]   How many times do you talk about lordship and giving and stewardship and discipleship?
[00:46:11.980 --> 00:46:15.340]   And after about 20 sermons, you have to recycle that in a different manner.
[00:46:15.340 --> 00:46:18.740]   So I started preaching through John, and then I went to Philippians.
[00:46:18.740 --> 00:46:23.260]   And then so I started preaching, and then I noticed like I enjoyed it much more,
[00:46:23.260 --> 00:46:24.980]   because I was actually starting to learn.
[00:46:24.980 --> 00:46:31.180]   I was learning as I was -- so I would say majority of those sermons I probably would throw away,
[00:46:31.180 --> 00:46:33.540]   because I didn't know what I was doing.
[00:46:33.540 --> 00:46:37.860]   So some sermons sounded like a commentary, because I just took the commentaries,
[00:46:37.860 --> 00:46:41.980]   and this is what it says, and then after a few months of that, I was like, "Oh, this is not working."
[00:46:41.980 --> 00:46:43.620]   Like nobody's paying attention.
[00:46:43.620 --> 00:46:45.820]   And then so I kind of was adjusting.
[00:46:46.660 --> 00:46:51.500]   So when we first started this church, it's like I was committed to expository preaching,
[00:46:51.500 --> 00:46:55.940]   but what that looked like in an actual sermon, I just kind of figured out, right?
[00:46:55.940 --> 00:47:01.300]   So I probably sound a little bit different, you know, from the beginning.
[00:47:01.300 --> 00:47:05.100]   So committed to expository preaching, but how much of the Bible is quoted,
[00:47:05.100 --> 00:47:09.020]   how much of the like the nuances, syntax was quoted in the sermons,
[00:47:09.020 --> 00:47:11.060]   that probably changed as it went along.
[00:47:12.060 --> 00:47:17.780]   Last 10 years, when you ask the last 10 years, the way it changed was something that I realized
[00:47:17.780 --> 00:47:22.860]   that maybe I wasn't doing well was connecting the text to the metanarrative.
[00:47:22.860 --> 00:47:26.660]   When I say metanarrative, it's God's redemptive history.
[00:47:26.660 --> 00:47:31.500]   So seeing the text, not just in the context of that verse or that letter,
[00:47:31.500 --> 00:47:36.700]   but in what God's doing in history, because if you look at it as one letter from Genesis
[00:47:36.700 --> 00:47:40.020]   to Revelation, even if you're studying Ephesians,
[00:47:40.020 --> 00:47:41.980]   that Ephesians is a part of the larger letter.
[00:47:41.980 --> 00:47:44.860]   So where does that fit into redemptive history?
[00:47:44.860 --> 00:47:50.540]   So I would say that's one thing that really kind of like if there was any radical change,
[00:47:50.540 --> 00:47:52.940]   like I realized not that I wasn't thinking that,
[00:47:52.940 --> 00:47:56.700]   but maybe I wasn't communicating that enough, right?
[00:47:56.700 --> 00:48:00.500]   So I wasn't communicating enough, like how does this connect to the redemptive history?
[00:48:00.500 --> 00:48:02.300]   What does that have to do with Christ?
[00:48:02.300 --> 00:48:08.260]   And so I made a deliberate decision to make an effort to connect to that, right?
[00:48:08.420 --> 00:48:12.620]   So if there's any change, so if anybody's been here in the preaching in the last 15 years
[00:48:12.620 --> 00:48:16.180]   and if you've probably seen any kind of change, that's probably the change.
[00:48:16.180 --> 00:48:20.420]   So it's not how I'm interpreting the passage, but how I'm applying that passage
[00:48:20.420 --> 00:48:23.220]   in the context of the larger message that's going on.
[00:48:23.220 --> 00:48:27.820]   So in that sense, I probably, you know, that would be a major, it's not a shift,
[00:48:27.820 --> 00:48:30.260]   it's just a greater effort to connect to that.
[00:48:30.260 --> 00:48:34.220]   Yeah. I think that's what you're asking, right?
[00:48:34.220 --> 00:48:35.540]   Yeah.
[00:48:35.580 --> 00:48:38.020]   I, I, I'm just totally having a rush on.
[00:48:38.020 --> 00:48:41.380]   No, no. So that was a conscious decision that I made,
[00:48:41.380 --> 00:48:46.060]   but there's nothing else specifically that I changed other than that.
[00:48:46.060 --> 00:48:59.260]   Yeah, I was wrestling with this, you know, which is interesting
[00:48:59.260 --> 00:49:04.500]   because I didn't think about what I did early on in the church,
[00:49:04.500 --> 00:49:09.500]   but I decided to, I'm probably going to go into the book of Hebrews,
[00:49:09.500 --> 00:49:14.220]   mainly because Hebrews is what connects Leviticus to the New Testament.
[00:49:14.220 --> 00:49:18.100]   And so because we're going to finish up Leviticus, by the time we finish up Leviticus,
[00:49:18.100 --> 00:49:19.340]   I'm going to be done with Romans.
[00:49:19.340 --> 00:49:22.460]   And so Hebrews is going to help connect it all together.
[00:49:22.460 --> 00:49:27.180]   And after I made the decision, I was looking back at my sermon notes and see,
[00:49:27.180 --> 00:49:29.340]   that's exactly what I did in the early part of the church.
[00:49:29.340 --> 00:49:32.540]   I studied through the Romans and then I jumped through Hebrews.
[00:49:32.540 --> 00:49:36.220]   And I mentioned that today, that Pastor Aaron's first sermon was based upon,
[00:49:36.220 --> 00:49:39.340]   you know, one of the teachings on Melchizedek.
[00:49:39.340 --> 00:49:42.300]   And then, um, it's because that's what I was on.
[00:49:42.300 --> 00:49:44.180]   When we finished Romans, I jumped into Hebrews.
[00:49:44.180 --> 00:49:48.220]   So my brain is wired the same way as back then.
[00:49:48.220 --> 00:49:51.740]   Yeah. So most likely I'm going to jump into Hebrews,
[00:49:51.740 --> 00:49:53.620]   even though we studied through it before,
[00:49:53.620 --> 00:49:56.980]   but it was studied like 18 years ago, 17 years ago.
[00:49:56.980 --> 00:50:00.900]   It's only about, huh? Seven, eight years ago.
[00:50:01.460 --> 00:50:03.260]   Did I preach it on Sunday? Was it Bible study?
[00:50:03.260 --> 00:50:08.020]   Oh, the Bible study. Okay. But I did do that in the early church too.
[00:50:08.020 --> 00:50:09.660]   So that was, this would be my third time through it.
[00:50:09.660 --> 00:50:20.220]   It'd be a very short book.
[00:50:20.220 --> 00:50:26.660]   You know, sometimes I, not for the purpose of general consumption.
[00:50:27.620 --> 00:50:32.620]   So my dad wrote like several books, autobiography, you know,
[00:50:32.620 --> 00:50:36.180]   and he wrote it for his students when he was a teacher. And he, you know,
[00:50:36.180 --> 00:50:39.380]   he was like a New Testament scholar. He churches,
[00:50:39.380 --> 00:50:41.820]   he taught church history, Greek and Hebrew,
[00:50:41.820 --> 00:50:45.420]   which I didn't benefit at all because he was in Korean.
[00:50:45.420 --> 00:50:48.180]   So I looked at his books and I didn't understand any of it.
[00:50:48.180 --> 00:50:53.580]   So one day I want to translate his autobiography and he read it very,
[00:50:53.580 --> 00:50:55.780]   like he wrote it, wrote it kind of like devotionally.
[00:50:56.140 --> 00:50:59.180]   And he went through his life since childhood and then he would have like a
[00:50:59.180 --> 00:51:02.460]   devotional point. He would go through a passage and how that played out.
[00:51:02.460 --> 00:51:07.220]   And so I want to translate that for the grandkids, for them to have.
[00:51:07.220 --> 00:51:12.580]   So I kind of thought about just for the purpose of my kids to write kind of like
[00:51:12.580 --> 00:51:14.980]   this is what their heritage is.
[00:51:14.980 --> 00:51:19.300]   And I would be the second generation of that like part two of that book would be,
[00:51:19.300 --> 00:51:21.660]   would be that. So I thought about that for that purpose.
[00:51:23.620 --> 00:51:28.180]   But generally, I don't know, I may change my mind, but generally speaking,
[00:51:28.180 --> 00:51:33.540]   like, um, when I die, I'd like to disappear.
[00:51:33.540 --> 00:51:36.420]   You know what I mean? Like,
[00:51:36.420 --> 00:51:41.980]   is there anything new that I can say that hasn't been said by somebody?
[00:51:41.980 --> 00:51:44.420]   Probably better. You know what I mean?
[00:51:44.420 --> 00:51:47.420]   And do I want people scrutinize my life after I die?
[00:51:47.420 --> 00:51:52.260]   I don't have that confidence. Yeah.
[00:51:52.260 --> 00:51:57.260]   So like I was born and to be responsible for what God has given me here,
[00:51:57.260 --> 00:52:01.740]   you know? And so if I die, I mean,
[00:52:01.740 --> 00:52:06.740]   there's so many people that have gone before me that are living now and probably
[00:52:06.740 --> 00:52:10.940]   will go after me or smarter, better, God, dear, you know? Um,
[00:52:10.940 --> 00:52:14.460]   so like, I, you know, you know what I mean? You kind of throw it like,
[00:52:14.460 --> 00:52:17.660]   I feel like you're in an NBA game. It's like, Hey, let me take a shot.
[00:52:19.500 --> 00:52:23.420]   Yeah. So I feel like a small fish in that, in that big pond.
[00:52:23.420 --> 00:52:28.100]   And so I don't have that. Like, Oh, he'd be great if I left.
[00:52:28.100 --> 00:52:33.220]   Maybe for my kids, maybe for the purpose of church history, you know,
[00:52:33.220 --> 00:52:37.220]   for, for our church people who are committed to bring in. But to be honest,
[00:52:37.220 --> 00:52:41.220]   like is bringing going to be here, you know, 50 years from now,
[00:52:41.220 --> 00:52:44.820]   a hundred years from now, you know, like great churches who didn't,
[00:52:45.580 --> 00:52:47.860]   who didn't go beyond one generation.
[00:52:47.860 --> 00:52:52.460]   So I'm not going to assume that that's going to happen.
[00:52:52.460 --> 00:52:56.980]   I hope for my kids sake and for your kids sake of our grandkids sake that they
[00:52:56.980 --> 00:52:59.020]   can take the baton and go,
[00:52:59.020 --> 00:53:02.540]   but look at church history and look at Bible history.
[00:53:02.540 --> 00:53:06.740]   Some of the greatest men had the worst kids, right?
[00:53:06.740 --> 00:53:09.060]   The King Hezekiah, you know,
[00:53:09.060 --> 00:53:12.900]   one of the best Kings in Israel had the, one of the worst Kings right after
[00:53:14.820 --> 00:53:18.740]   God extended his life for 15 years. And Manasseh comes out of that.
[00:53:18.740 --> 00:53:24.860]   So I only know today, so we'll see what happens tomorrow.
[00:53:24.860 --> 00:53:37.740]   Why did I say, you know, what did you see?
[00:53:37.740 --> 00:53:42.180]   So this is interesting.
[00:53:43.940 --> 00:53:46.260]   One thing that I did notice in the,
[00:53:46.260 --> 00:53:48.540]   how many years I've been with Pastor Peter is he does,
[00:53:48.540 --> 00:53:51.140]   he does yell a little less now.
[00:53:51.140 --> 00:53:56.580]   In the beginning he was high,
[00:53:56.580 --> 00:53:58.380]   more often.
[00:53:58.380 --> 00:54:00.060]   I was angry.
[00:54:00.060 --> 00:54:08.860]   Why I say, cause this was all I knew. Cause I, I came from Irvine Baptist,
[00:54:08.860 --> 00:54:12.740]   which, which this church came out from.
[00:54:13.100 --> 00:54:17.540]   So, you know, I was young. I, it was,
[00:54:17.540 --> 00:54:21.860]   it was something that I didn't know what to do to be honest.
[00:54:21.860 --> 00:54:25.940]   And it was, you know, he says he didn't know what he was doing,
[00:54:25.940 --> 00:54:29.940]   but God was still working. So I was, you know,
[00:54:29.940 --> 00:54:34.940]   it started with high school, but so he brought in one of my old pastors from
[00:54:34.940 --> 00:54:37.780]   Biola, Pastor Mark,
[00:54:37.780 --> 00:54:42.180]   and he was very consistent with preaching the word and emphasizing that.
[00:54:42.180 --> 00:54:43.620]   So it started for me in high school.
[00:54:43.620 --> 00:54:47.860]   But it was just a smooth transition into
[00:54:47.860 --> 00:54:53.420]   an emphasis on the Bible. So, you know, what, what,
[00:54:53.420 --> 00:54:57.220]   furthermore, I didn't know any other churches to go to.
[00:54:57.220 --> 00:55:01.220]   So that's most of the reason why.
[00:55:01.220 --> 00:55:09.140]   Yeah, that was, there was that, that's,
[00:55:09.500 --> 00:55:10.340]   that's
[00:55:10.340 --> 00:55:19.020]   is there anything like you're noticing the culture of trend that you feel like
[00:55:19.020 --> 00:55:23.380]   it'd be dangerous that might be coming into the church?
[00:55:23.380 --> 00:55:29.260]   Yeah. I mean that, that, that's a constant concern because it,
[00:55:29.260 --> 00:55:31.420]   but it's not anything new, you know,
[00:55:31.420 --> 00:55:36.460]   I think the greatest challenge to the church is always complacency.
