
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:37:52.000 --> 00:37:56.840]   He is thinking at every moment how he can devour us,
[00:37:56.840 --> 00:37:58.040]   devour people.
[00:37:58.040 --> 00:38:03.040]   Right now, there is a facet where the enemy
[00:38:03.040 --> 00:38:06.560]   is trying to find an open place where he can get you.
[00:38:06.560 --> 00:38:10.160]   And he never sleeps in this.
[00:38:10.160 --> 00:38:13.640]   He's constantly thinking on better and better strategies.
[00:38:13.640 --> 00:38:19.040]   He sees, wow, okay, he deleted Netflix.
[00:38:19.040 --> 00:38:20.720]   Easy, YouTube.
[00:38:20.720 --> 00:38:24.880]   The enemy is constantly thinking.
[00:38:24.880 --> 00:38:28.280]   He's thinking, oh, health condition in his family.
[00:38:28.280 --> 00:38:31.580]   I see an opening.
[00:38:31.580 --> 00:38:33.680]   He's seeing, oh, this guy got a raise.
[00:38:33.680 --> 00:38:35.080]   Oh, I see a big opening.
[00:38:35.080 --> 00:38:38.400]   See, he's prowling.
[00:38:39.800 --> 00:38:41.240]   He takes no breaks.
[00:38:41.240 --> 00:38:42.560]   He takes no vacations.
[00:38:42.560 --> 00:38:44.080]   He takes no holidays.
[00:38:44.080 --> 00:38:46.400]   He doesn't sleep.
[00:38:46.400 --> 00:38:52.160]   Speaking of mission statements, man,
[00:38:52.160 --> 00:38:54.200]   at least he lives out his mission, right?
[00:38:54.200 --> 00:38:58.880]   He's prowling when we're at work,
[00:38:58.880 --> 00:39:02.940]   and he's prowling at the end of a long day of work at home.
[00:39:02.940 --> 00:39:06.360]   He's prowling when we're on vacation
[00:39:06.360 --> 00:39:08.240]   and when we're at Disneyland.
[00:39:08.240 --> 00:39:09.280]   He's prowling when we're hanging out
[00:39:09.280 --> 00:39:10.720]   with our friends in groups
[00:39:10.720 --> 00:39:12.840]   or when we're alone in our rooms.
[00:39:12.840 --> 00:39:15.280]   He's prowling in the midst of our relationships.
[00:39:15.280 --> 00:39:21.980]   He's there, and this is our spiritual reality.
[00:39:21.980 --> 00:39:23.940]   That's what Peter is saying here.
[00:39:23.940 --> 00:39:27.880]   And looking at this, we can do that inductive study thing
[00:39:27.880 --> 00:39:30.040]   again, try flipping it around on its head.
[00:39:30.040 --> 00:39:31.980]   Peter commands us to resist the enemy.
[00:39:31.980 --> 00:39:34.640]   So what might it look like if we don't resist him?
[00:39:35.140 --> 00:39:37.300]   (sighing)
[00:39:37.300 --> 00:39:43.620]   Well, I think that's when the believer is rendered useless.
[00:39:43.620 --> 00:39:46.100]   That's why it says here, though,
[00:39:46.100 --> 00:39:48.520]   we are to resist him firm in our faith.
[00:39:48.520 --> 00:39:52.700]   What if there was like a cage right here
[00:39:52.700 --> 00:39:56.720]   with this giant lion that was like untamed, you know?
[00:39:56.720 --> 00:39:59.680]   And then I sat here, and then I opened up this cage,
[00:39:59.680 --> 00:40:02.060]   and I ran, ran out that door.
[00:40:03.520 --> 00:40:05.800]   Like, and you guys are talking with each other,
[00:40:05.800 --> 00:40:07.920]   and then you see this lion slowly come out.
[00:40:07.920 --> 00:40:09.600]   You go, "Oh, lion," and then you continue
[00:40:09.600 --> 00:40:12.480]   to just talk with the person right next to you, right?
[00:40:12.480 --> 00:40:14.640]   Oh, yeah, those Lakers, huh?
[00:40:14.640 --> 00:40:16.400]   Doing pretty well.
[00:40:16.400 --> 00:40:19.900]   Oh, yeah, did you get that deal on Slick Deals?
[00:40:19.900 --> 00:40:22.160]   You have all these things you're just talking about.
[00:40:22.160 --> 00:40:25.160]   No one would do that, right?
[00:40:25.160 --> 00:40:27.620]   All of a sudden, every pair of eyes
[00:40:27.620 --> 00:40:30.200]   would be whoop right there, right?
[00:40:30.200 --> 00:40:32.520]   And everyone would be like tense.
[00:40:32.520 --> 00:40:34.420]   Every hair on your head would be whoop.
[00:40:34.420 --> 00:40:36.480]   And that's actually, I think,
[00:40:36.480 --> 00:40:40.320]   the thing he's trying to get at here.
[00:40:40.320 --> 00:40:42.540]   He's saying the enemy's prowling.
[00:40:42.540 --> 00:40:47.480]   There needs to be no command to be sober.
[00:40:47.480 --> 00:40:51.240]   It's responsive.
[00:40:51.240 --> 00:40:55.120]   But he's saying, in your flesh, you're forgetting.
[00:40:55.120 --> 00:40:56.520]   He's there.
[00:40:56.520 --> 00:41:01.320]   And so we must resist the enemy.
[00:41:02.320 --> 00:41:03.840]   How do you resist him?
[00:41:03.840 --> 00:41:07.240]   Do you just say, getting together
[00:41:07.240 --> 00:41:09.040]   in a one-on-one meetup with someone,
[00:41:09.040 --> 00:41:11.640]   say like, "I want to resist."
[00:41:11.640 --> 00:41:18.760]   Yeah, I want to resist.
[00:41:18.760 --> 00:41:20.160]   Is that how you resist?
[00:41:20.160 --> 00:41:26.640]   The call is to actually fight against.
[00:41:26.640 --> 00:41:29.000]   It's not like someone trying to get you,
[00:41:29.000 --> 00:41:30.400]   you know, like when you think of someone
[00:41:30.400 --> 00:41:32.000]   trying to get you to eat another slice of cake,
[00:41:32.000 --> 00:41:34.200]   sometimes that happens at the end of our potlucks, right?
[00:41:34.200 --> 00:41:35.880]   So all this food, there's always that one person
[00:41:35.880 --> 00:41:37.840]   that comes and says, "Eat this."
[00:41:37.840 --> 00:41:39.440]   You know, you're trying to get rid of all the food.
[00:41:39.440 --> 00:41:40.320]   "Hey, eat this."
[00:41:40.320 --> 00:41:42.520]   And it's like, you know that person who goes like,
[00:41:42.520 --> 00:41:43.920]   "Oh, no, no, no, no."
[00:41:43.920 --> 00:41:46.840]   But the person who's going around knows weak people.
[00:41:46.840 --> 00:41:49.480]   They see the opening and they go like,
[00:41:49.480 --> 00:41:50.480]   "It's okay."
[00:41:50.480 --> 00:41:53.480]   And they go, "All right, all right."
[00:41:53.480 --> 00:41:54.480]   Just eat it, right?
[00:41:54.480 --> 00:41:58.360]   But the active resistance that we're talking about here,
[00:41:58.360 --> 00:42:00.440]   this word can be translated, resistance,
[00:42:00.440 --> 00:42:03.200]   the word can be translated to show hostility against.
[00:42:03.200 --> 00:42:06.560]   Okay, so it's like someone comes up and says, "Cake."
[00:42:06.560 --> 00:42:08.000]   And you say, "Go away."
[00:42:08.000 --> 00:42:11.720]   "Get behind me."
[00:42:11.720 --> 00:42:13.160]   You know, that kind of thing.
[00:42:13.160 --> 00:42:15.280]   Don't say that last part.
[00:42:15.280 --> 00:42:18.960]   But this is the type of resistance that we're talking about,
[00:42:18.960 --> 00:42:23.600]   to show hostility against, to hate him, to hate his schemes.
[00:42:23.600 --> 00:42:25.600]   We're talking about the enemy now, so.
[00:42:27.160 --> 00:42:30.600]   Ultimately, it's to hate anything anti-God.
[00:42:30.600 --> 00:42:33.640]   It's to look at anti-God things and hate it.
[00:42:33.640 --> 00:42:34.760]   Hostility against it.
[00:42:34.760 --> 00:42:35.680]   This is soberness.
[00:42:35.680 --> 00:42:37.800]   This is active resistance.
[00:42:37.800 --> 00:42:39.400]   This is alertness.
[00:42:39.400 --> 00:42:40.960]   It takes work.
[00:42:40.960 --> 00:42:43.480]   You cannot relax in this tension.
[00:42:43.480 --> 00:42:45.520]   It's like someone saying like, "Oh, yeah."
[00:42:45.520 --> 00:42:47.800]   Like, they're like, "I'm gonna run this half marathon."
[00:42:47.800 --> 00:42:49.600]   You're like, "Wow, you're gonna run a half marathon?"
[00:42:49.600 --> 00:42:50.440]   Like, "You?
[00:42:50.440 --> 00:42:51.760]   "You're gonna run a half marathon?"
[00:42:51.760 --> 00:42:53.320]   Like, "I'm gonna run a half marathon."
[00:42:53.320 --> 00:42:55.520]   And then like, they're like, "Okay,
[00:42:55.520 --> 00:42:56.880]   "you're gonna run a half marathon."
[00:42:56.880 --> 00:42:59.600]   And then, like, you go run your half marathon,
[00:42:59.600 --> 00:43:01.680]   and you run like half a mile, and you come out,
[00:43:01.680 --> 00:43:03.440]   and you're like, "Did you run the half marathon?"
[00:43:03.440 --> 00:43:05.360]   You're like, "Oh, man, I only got half a mile in."
[00:43:05.360 --> 00:43:07.280]   You're like, "Why'd you stop?"
[00:43:07.280 --> 00:43:08.440]   Like, "It hurt."
[00:43:08.440 --> 00:43:12.560]   Like, "It was really tiring."
[00:43:12.560 --> 00:43:14.360]   And you're like, "Oh, my goodness."
[00:43:14.360 --> 00:43:21.760]   Like, we have to have this idea of like,
[00:43:21.760 --> 00:43:23.600]   "I know what I'm getting into here."
[00:43:24.600 --> 00:43:26.600]   Like, do we resist him?
[00:43:26.600 --> 00:43:30.600]   Like, are we relaxing in our attention?
[00:43:30.600 --> 00:43:35.640]   Are you actually struggling,
[00:43:35.640 --> 00:43:38.560]   like, from the spiritual perspective,
[00:43:38.560 --> 00:43:40.400]   or has it been half-hearted for you?
[00:43:40.400 --> 00:43:42.880]   Has it been a lot of sharing in small groups
[00:43:42.880 --> 00:43:49.240]   that I'm struggling with this, and we go,
[00:43:49.240 --> 00:43:50.680]   it's half-hearted attention.
[00:43:50.680 --> 00:43:54.080]   And we go, and it's a half-hearted attempt of like,
[00:43:54.080 --> 00:43:54.920]   "Ah, shit."
[00:43:54.920 --> 00:43:57.080]   Two weeks later, you come back, and you say,
[00:43:57.080 --> 00:43:57.920]   "Hey, how's that been?"
[00:43:57.920 --> 00:43:59.320]   It's like, "Oh, a little better."
[00:43:59.320 --> 00:44:02.360]   And you use these little spiritual loopholes of like,
[00:44:02.360 --> 00:44:03.240]   "It got a little bit better.
[00:44:03.240 --> 00:44:04.560]   "I tried a little bit harder."
[00:44:04.560 --> 00:44:06.640]   And you use the cleverness of your speech
[00:44:06.640 --> 00:44:08.880]   to kind of iron and smooth it out.
[00:44:08.880 --> 00:44:10.320]   And you say, "But I know."
[00:44:10.320 --> 00:44:11.560]   And then you use the secondary,
[00:44:11.560 --> 00:44:14.400]   like, kind of the reverse psychology spirituality, like,
[00:44:14.400 --> 00:44:16.320]   "But I still have a long way to go."
[00:44:16.320 --> 00:44:18.520]   You know, and like, it actually enhances
[00:44:18.520 --> 00:44:21.240]   to like, the spiritual view that someone has upon you.
[00:44:21.240 --> 00:44:22.680]   And you know, you go around,
[00:44:22.680 --> 00:44:25.080]   and you're going around and around in this.
[00:44:25.080 --> 00:44:26.600]   But are you actively struggling?
[00:44:26.600 --> 00:44:29.040]   Are you really fighting and resisting
[00:44:29.040 --> 00:44:32.040]   and showing hostility against things that are anti-God?
[00:44:32.040 --> 00:44:37.240]   Is it active?
[00:44:37.240 --> 00:44:40.640]   Are you fighting, not just saying, "I should do better."
[00:44:40.640 --> 00:44:43.280]   When someone shares with you
[00:44:43.280 --> 00:44:44.480]   that they're struggling with something,
[00:44:44.480 --> 00:44:46.120]   you should never think, "Cool, they're just,
[00:44:46.120 --> 00:44:46.960]   "they're being vulnerable.
[00:44:46.960 --> 00:44:48.440]   "This is great."
[00:44:48.440 --> 00:44:49.880]   And just leave it at that,
[00:44:49.880 --> 00:44:51.840]   but you should actually sit there and try to evaluate,
[00:44:51.840 --> 00:44:54.760]   is there real struggle there in what they're sharing?
[00:44:54.760 --> 00:44:58.440]   If you're sharing with someone
[00:44:58.440 --> 00:44:59.720]   something you've been struggling,
[00:44:59.720 --> 00:45:01.480]   ask yourself that before you say,
[00:45:01.480 --> 00:45:02.840]   "I'm struggling with this sin."
[00:45:02.840 --> 00:45:05.480]   Ask yourself, "Am I really struggling?
[00:45:05.480 --> 00:45:09.200]   "Am I kicking against it?
[00:45:09.200 --> 00:45:10.880]   "Am I resisting?
[00:45:10.880 --> 00:45:12.000]   "Or am I just sharing something
[00:45:12.000 --> 00:45:14.480]   "that I've actively not been fighting against in my life?"
[00:45:14.480 --> 00:45:17.400]   Again, to come back to February and March
[00:45:17.400 --> 00:45:19.400]   when we hear the dangers of drifting,
[00:45:19.400 --> 00:45:24.200]   did these sermons simply identify the state we're in?
[00:45:24.200 --> 00:45:26.400]   And that's it.
[00:45:26.400 --> 00:45:33.200]   And now I can articulate in spiritual words
[00:45:33.200 --> 00:45:35.440]   to a deeper spiritual degree
[00:45:35.440 --> 00:45:38.360]   that I am not a sober person.
[00:45:38.360 --> 00:45:39.480]   And we sit there.
[00:45:39.480 --> 00:45:43.440]   Has there been progress?
[00:45:43.440 --> 00:45:46.040]   Has there been change in your life?
[00:45:47.040 --> 00:45:49.640]   Because if there hasn't, it's called disobedience.
[00:45:49.640 --> 00:45:57.040]   It can be just like the spiritual compartmentalizing
[00:45:57.040 --> 00:45:57.880]   we talked about before,
[00:45:57.880 --> 00:45:59.480]   that we have conviction week after week,
[00:45:59.480 --> 00:46:01.040]   but there's no real resistance,
[00:46:01.040 --> 00:46:04.400]   no real struggle, no real hostility.
[00:46:04.400 --> 00:46:07.400]   Knowing it's wrong, being able to identify it.
[00:46:07.400 --> 00:46:12.280]   But until there's surrender, there is no soberness.
[00:46:14.280 --> 00:46:15.920]   You see, surrender isn't surrender
[00:46:15.920 --> 00:46:17.560]   until you actually surrender.
[00:46:17.560 --> 00:46:22.520]   You can say you want to surrender to the Lord
[00:46:22.520 --> 00:46:23.360]   and resist the enemy,
[00:46:23.360 --> 00:46:25.160]   but until you actually do it,
[00:46:25.160 --> 00:46:26.760]   have you really surrendered?
[00:46:26.760 --> 00:46:31.080]   In your honesty, in something you know
[00:46:31.080 --> 00:46:33.560]   that you need to change in your life right now,
[00:46:33.560 --> 00:46:36.160]   you can totally sit there and be okay.
[00:46:36.160 --> 00:46:39.160]   And think, maybe the problem is that you're,
[00:46:39.160 --> 00:46:41.200]   I'm just straddling the fence.
[00:46:42.800 --> 00:46:45.000]   But straddling the fence is actually just living
[00:46:45.000 --> 00:46:47.000]   in opposition and rebellion before God.
[00:46:47.000 --> 00:46:50.000]   Straddling the fence is the same thing
[00:46:50.000 --> 00:46:51.400]   as outright rebellion.
[00:46:51.400 --> 00:46:54.840]   If you are not surrendering,
[00:46:54.840 --> 00:46:55.960]   and if you are not submitting,
[00:46:55.960 --> 00:46:57.920]   you are in hostility towards God.
[00:46:57.920 --> 00:46:59.200]   That's what it means in James 4.
[00:46:59.200 --> 00:47:01.760]   Friendship with the world is hostility towards God.
[00:47:01.760 --> 00:47:06.480]   Praise the Lord we have Christ and his work for us.
[00:47:06.480 --> 00:47:12.160]   But yet, this is a scary thing for us.
[00:47:13.160 --> 00:47:16.680]   I think what's scarier than sharp, outright,
[00:47:16.680 --> 00:47:19.960]   like rebellion against God is this kind of rebellion.
[00:47:19.960 --> 00:47:24.520]   So scary, tucking away the truths that we know.
[00:47:24.520 --> 00:47:27.160]   I saw, I forgot who wrote it,
[00:47:27.160 --> 00:47:29.880]   but just the title of an article was very intriguing to me.
[00:47:29.880 --> 00:47:34.720]   It said, "The dangers of not atheism, but apathyism."
[00:47:34.720 --> 00:47:37.520]   I was like, man, yeah, that's what we struggle with.
[00:47:41.760 --> 00:47:42.960]   See, looking at this verse then,
[00:47:42.960 --> 00:47:45.240]   1 Peter 5, "Be of sober spirit, be on the alert.
[00:47:45.240 --> 00:47:47.400]   "Your adversary the devil prowls around like a roaring lion,
[00:47:47.400 --> 00:47:50.120]   "seeking someone to devour, but resist him.
[00:47:50.120 --> 00:47:52.320]   "Firm in your faith, knowing that the same experiences
[00:47:52.320 --> 00:47:53.840]   "of suffering are being accomplished
[00:47:53.840 --> 00:47:55.000]   "by your brethren who are in the world."
[00:47:55.000 --> 00:47:57.200]   Let me end with some application.
[00:47:57.200 --> 00:47:58.640]   The first application is this.
[00:47:58.640 --> 00:48:02.320]   If you wanna, just kinda, let me just start you on the road.
[00:48:02.320 --> 00:48:05.840]   And it's a different passage, and I'm not going to read it,
[00:48:05.840 --> 00:48:08.600]   but the idea of permissible versus beneficial things
[00:48:08.600 --> 00:48:10.280]   I think is very helpful
[00:48:10.280 --> 00:48:12.720]   in understanding how to live soberly.
[00:48:12.720 --> 00:48:16.120]   So, focus on beneficial things, not permissible things.
[00:48:16.120 --> 00:48:19.080]   When you get stuck on permissible things,
[00:48:19.080 --> 00:48:22.320]   that is, like, am I allowed to enjoy
[00:48:22.320 --> 00:48:23.160]   these things in my life?
[00:48:23.160 --> 00:48:24.420]   What's the answer to that?
[00:48:24.420 --> 00:48:27.280]   Yes, of course you're allowed
[00:48:27.280 --> 00:48:29.040]   to enjoy the things of this life.
[00:48:29.040 --> 00:48:33.040]   But the problem is, when you're asking that question,
[00:48:33.040 --> 00:48:35.880]   generally you're not coming from a sober-minded place.
[00:48:35.880 --> 00:48:37.760]   You're coming more from a self-centered place
[00:48:37.760 --> 00:48:38.920]   and trying to get towards the middle
[00:48:38.920 --> 00:48:41.180]   of spiritual appropriateness.
[00:48:41.180 --> 00:48:45.460]   So, don't focus on permissible things.
[00:48:45.460 --> 00:48:48.440]   You have to stay laser-focused on beneficial things.
[00:48:48.440 --> 00:48:50.920]   So, when you're focused on permissible things,
[00:48:50.920 --> 00:48:51.760]   you're not sober.
[00:48:51.760 --> 00:48:53.180]   When you're focused on beneficial things,
[00:48:53.180 --> 00:48:56.200]   what is helpful in my walk?
[00:48:56.200 --> 00:49:00.960]   Those are the things that show that you're being sober.
[00:49:00.960 --> 00:49:07.040]   Beneficial, when you're focused on beneficial things,
[00:49:08.000 --> 00:49:10.200]   so you're all about God's work,
[00:49:10.200 --> 00:49:11.440]   God's kingdom, and God's will.
[00:49:11.440 --> 00:49:14.600]   That's the way you're focusing, the beneficial things.
[00:49:14.600 --> 00:49:19.200]   When you're focusing on permissible things,
[00:49:19.200 --> 00:49:21.840]   many times you're focusing on your self-work,
[00:49:21.840 --> 00:49:23.320]   self-kingdom, and self-will.
[00:49:23.320 --> 00:49:26.240]   So, when you ask that question,
[00:49:26.240 --> 00:49:28.520]   what is causing insobriety in your life?
[00:49:28.520 --> 00:49:31.000]   The question is not, am I allowed to do this?
[00:49:31.000 --> 00:49:31.840]   The better question is,
[00:49:31.840 --> 00:49:33.640]   does this honor and glorify the Lord?
[00:49:33.640 --> 00:49:36.560]   Will this help in that endeavor?
[00:49:36.560 --> 00:49:38.320]   Does it further what I believe,
[00:49:38.320 --> 00:49:40.520]   or does it actually do the opposite?
[00:49:40.520 --> 00:49:42.040]   Are the permissible things in my life
[00:49:42.040 --> 00:49:43.900]   causing me to fall asleep?
[00:49:43.900 --> 00:49:45.760]   Are they causing me to grow slowly intoxicated
[00:49:45.760 --> 00:49:47.800]   by the things of this world?
[00:49:47.800 --> 00:49:49.840]   And in that, permissible things have become
[00:49:49.840 --> 00:49:53.220]   kind of this quiet, scary, drifting things.
[00:49:53.220 --> 00:49:54.740]   What was, at one point, permissible,
[00:49:54.740 --> 00:49:57.120]   has become downright dishonoring to the Lord.
[00:49:57.120 --> 00:50:02.920]   We live a whitewashed life and existence,
[00:50:02.920 --> 00:50:06.340]   serving the church, attending Bible studies,
[00:50:06.340 --> 00:50:09.880]   general personal devotions,
[00:50:09.880 --> 00:50:12.840]   covering over all of this.
[00:50:12.840 --> 00:50:18.560]   Our entire mindset, our entire worldview and base desires
[00:50:18.560 --> 00:50:21.360]   need to be that of soberness and alertness.
[00:50:21.360 --> 00:50:23.000]   Just to give you a quick example,
[00:50:23.000 --> 00:50:26.300]   you know, I was a youth pastor for about seven years,
[00:50:26.300 --> 00:50:28.360]   and during those seven years,
[00:50:28.360 --> 00:50:31.340]   the youth students, raging hormone days, right?
[00:50:31.340 --> 00:50:32.360]   You remember those days,
[00:50:32.360 --> 00:50:35.080]   and so everybody just feels like
[00:50:35.080 --> 00:50:37.840]   they fell in love with someone every other week.
[00:50:37.840 --> 00:50:39.240]   And so they'll come up, and they're like,
[00:50:39.240 --> 00:50:40.080]   "I'm dating."
[00:50:40.080 --> 00:50:42.080]   I'm like, "Oh my gosh, okay, all right,
[00:50:42.080 --> 00:50:44.120]   "so you're dating, all right."
[00:50:44.120 --> 00:50:46.560]   Say, and they go like, "So, Pastor Nathan,
[00:50:46.560 --> 00:50:50.760]   "how far can I go before it's like sinful?"
[00:50:50.760 --> 00:50:52.100]   Like, "What do you mean how far can you go?
[00:50:52.100 --> 00:50:53.200]   "What are you talking about?"
[00:50:53.200 --> 00:50:54.480]   (laughing)
[00:50:54.480 --> 00:50:55.400]   And they go, "You know, you know,
[00:50:55.400 --> 00:50:57.160]   "can I like hold her hand?"
[00:50:57.160 --> 00:50:59.040]   I'm like, "You fool."
[00:50:59.040 --> 00:50:59.880]   (laughing)
[00:50:59.880 --> 00:51:01.580]   That's what I think, but outside, I go like,
[00:51:01.580 --> 00:51:03.080]   "Oh, okay, oh, what do you mean?"
[00:51:03.080 --> 00:51:04.000]   (laughing)
[00:51:04.000 --> 00:51:06.840]   That's the reality versus, you know,
[00:51:06.840 --> 00:51:09.360]   and then he says like, "Can I kiss her?"
[00:51:09.360 --> 00:51:12.680]   And you know, on and on, and when you see that,
[00:51:12.680 --> 00:51:13.960]   that's what we're talking about here.
[00:51:13.960 --> 00:51:15.760]   Like, it's so silly, because when I see them,
[00:51:15.760 --> 00:51:17.720]   you know, that's the feeling I get,
[00:51:17.720 --> 00:51:19.520]   and then I realize very quickly,
[00:51:19.520 --> 00:51:21.120]   you know what happens in ministry all the time?
[00:51:21.120 --> 00:51:22.680]   Like, whenever you're ministering to someone
[00:51:22.680 --> 00:51:24.480]   that's like kind of younger than you or whatever,
[00:51:24.480 --> 00:51:26.280]   and you're talking to them, you're like,
[00:51:26.280 --> 00:51:28.440]   "Oh my goodness, this is so annoying."
[00:51:28.440 --> 00:51:30.020]   And then you turn, and you go like,
[00:51:30.020 --> 00:51:32.240]   "Oh my gosh, I'm just like this."
[00:51:32.240 --> 00:51:34.440]   You know, like, God is just like,
[00:51:34.440 --> 00:51:36.040]   nothing like being a parent that does that.
[00:51:36.040 --> 00:51:37.480]   You're like, "Stop it!"
[00:51:37.480 --> 00:51:39.480]   And then you turn, and you go like, "Oh."
[00:51:39.480 --> 00:51:40.700]   And you gotta repent to God, because you're like,
[00:51:40.700 --> 00:51:42.500]   "This is exactly what I look like."
[00:51:42.500 --> 00:51:46.200]   Man, I live in the permissible.
[00:51:46.200 --> 00:51:48.280]   You know, I'm like sitting there, and going like,
[00:51:48.280 --> 00:51:49.280]   "God, can I do this?"
[00:51:49.280 --> 00:51:50.440]   Yeah, it's okay, right?
[00:51:50.440 --> 00:51:54.080]   And then just asking that question,
[00:51:54.080 --> 00:51:57.960]   already I've lost it all, right?
[00:51:57.960 --> 00:51:59.560]   So here are some good questions to ask.
[00:51:59.560 --> 00:52:01.360]   Will it benefit me spiritually?
[00:52:02.320 --> 00:52:03.720]   Will it bring bondage?
[00:52:03.720 --> 00:52:06.800]   Will it defile God's temple?
[00:52:06.800 --> 00:52:09.040]   Will it cause anyone to stumble?
[00:52:09.040 --> 00:52:11.520]   Will it further the cost of evangelism?
[00:52:11.520 --> 00:52:14.040]   Will it violate my conscience?
[00:52:14.040 --> 00:52:15.120]   Will it bring glory to God?
[00:52:15.120 --> 00:52:16.480]   These are good questions.
[00:52:16.480 --> 00:52:17.960]   These are beneficial things,
[00:52:17.960 --> 00:52:19.740]   and that is the way we need to live.
[00:52:19.740 --> 00:52:23.060]   Secondly, and lastly, the church must be of one mind in this.
[00:52:23.060 --> 00:52:26.700]   There's a danger, the greatest danger
[00:52:26.700 --> 00:52:28.680]   is when collectively as a church,
[00:52:28.680 --> 00:52:31.060]   we allow the permissible things to become,
[00:52:31.060 --> 00:52:31.900]   like, okay.
[00:52:31.900 --> 00:52:34.480]   I said that wrong.
[00:52:34.480 --> 00:52:39.040]   We allow things that draw us into insobriety
[00:52:39.040 --> 00:52:40.280]   is permissible.
[00:52:40.280 --> 00:52:41.840]   Does that make sense?
[00:52:41.840 --> 00:52:43.360]   So as a church, because of our culture,
[00:52:43.360 --> 00:52:47.360]   and we say, "Of course it's okay to do this."
[00:52:47.360 --> 00:52:50.880]   And so that as a church, we put a stamp of approval on it,
[00:52:50.880 --> 00:52:53.900]   saying, "These things are okay, and these things are not."
[00:52:53.900 --> 00:52:55.720]   So you can buy these types of cars, but not these types.
[00:52:55.720 --> 00:52:57.120]   You know what I'm talking about?
[00:52:57.120 --> 00:53:00.180]   So there's this idea of the church,
[00:53:00.180 --> 00:53:03.360]   but we need to stay sharp in this together being sober.
[00:53:03.360 --> 00:53:07.880]   So again, the idea is we need to be sober together.
[00:53:07.880 --> 00:53:09.920]   We need to ask good questions of each other.
[00:53:09.920 --> 00:53:11.040]   We need to encourage each other,
[00:53:11.040 --> 00:53:12.200]   and we need to sharpen each other,
[00:53:12.200 --> 00:53:14.040]   and we need to prod each other.
[00:53:14.040 --> 00:53:18.560]   We need to ask uncomfortable questions towards each other.
[00:53:18.560 --> 00:53:20.320]   We can't allow each other to sleep.
[00:53:20.320 --> 00:53:22.000]   As soon as you see your brother or sister
[00:53:22.000 --> 00:53:23.800]   sleeping next to you, you slap them.
[00:53:23.800 --> 00:53:27.880]   Oh, sorry, not like in the sermon-like style,
[00:53:27.880 --> 00:53:28.840]   but like, you know what I mean?
[00:53:28.840 --> 00:53:30.400]   Spiritual sleepiness.
[00:53:30.400 --> 00:53:32.900]   If you see your spiritual sleepy brother or sister,
[00:53:32.900 --> 00:53:35.640]   you see them on Sundays, you're like, "Hey!"
[00:53:35.640 --> 00:53:38.040]   They kind of seem like everything's okay,
[00:53:38.040 --> 00:53:39.360]   but you're like, "Oh, they haven't been coming out
[00:53:39.360 --> 00:53:40.320]   "till like the weekday things.
[00:53:40.320 --> 00:53:42.000]   "I wonder what's going on."
[00:53:42.000 --> 00:53:45.120]   And you go, and you prod.
[00:53:45.120 --> 00:53:46.940]   Ephesians 5:15, it says,
[00:53:46.940 --> 00:53:48.180]   "Therefore, be careful how you walk,
[00:53:48.180 --> 00:53:49.760]   "not as unwise men, but as wise,
[00:53:49.760 --> 00:53:50.900]   "making the most of your time."
[00:53:50.900 --> 00:53:52.360]   I love that, there it is.
[00:53:52.360 --> 00:53:53.600]   That's beneficial, right?
[00:53:53.600 --> 00:53:56.020]   "Making the most of your time, because the days are evil.
[00:53:56.020 --> 00:53:57.120]   "So then, do not be foolish,
[00:53:57.120 --> 00:53:58.440]   "but understand what the will of the Lord is,
[00:53:58.440 --> 00:54:00.080]   "and do not get drunk with wine."
[00:54:00.080 --> 00:54:02.280]   And this is just general principle.
[00:54:02.280 --> 00:54:04.300]   Don't be drunk on the things of this world.
[00:54:04.300 --> 00:54:07.020]   "For that is dissipation, but be filled with the Spirit."
[00:54:07.020 --> 00:54:09.880]   Not drunk with the Spirit, but be filled with the Spirit.
[00:54:09.880 --> 00:54:11.440]   Verse 19, "Speaking to one another."
[00:54:11.440 --> 00:54:13.000]   Here it is, we do this together.
[00:54:13.000 --> 00:54:14.360]   We speak to one another.
[00:54:14.360 --> 00:54:19.680]   Oh, man, I'm forgetting what that's called,
[00:54:19.680 --> 00:54:20.520]   all of a sudden.
[00:54:20.520 --> 00:54:22.640]   Verse 19, "Speaking," the I-N-G verb, right?
[00:54:22.640 --> 00:54:24.620]   "Speaking to one another in psalms and hymns
[00:54:24.620 --> 00:54:26.200]   "and spiritual songs shows you the means
[00:54:26.200 --> 00:54:27.580]   "as to how this comes out.
[00:54:27.580 --> 00:54:30.040]   "Singing and making melody with your heart to the Lord.
[00:54:30.040 --> 00:54:31.920]   "Always giving thanks for all things
[00:54:31.920 --> 00:54:33.280]   "in the name of our Lord."
[00:54:33.280 --> 00:54:34.320]   I love how he changes it.
[00:54:34.320 --> 00:54:37.080]   "Of our Lord, Jesus Christ, the God, even the Father,
[00:54:37.080 --> 00:54:40.280]   "and be subject to one another in the fear of Christ."
[00:54:40.280 --> 00:54:42.280]   See, cultural influence is real and strong,
[00:54:42.280 --> 00:54:43.480]   and so if we lose soberness,
[00:54:43.480 --> 00:54:46.520]   anything that's generally harmless
[00:54:46.520 --> 00:54:49.000]   can begin to creep into our church.
