
[00:00:00.000 --> 00:00:06.840]   - Hello, everyone.
[00:45:32.960 --> 00:45:35.880]   to obey you as our loving Heavenly Father.
[00:45:35.880 --> 00:45:42.040]   God, we recognize that in so many different facets of our lives, we still try so hard
[00:45:42.040 --> 00:45:48.360]   to grip and maintain our own control, but I pray, God, that you'd grant to us humility.
[00:45:48.360 --> 00:45:55.000]   Lord, you'd grant to us submission of heart in trust, in trust of your goodness, and in
[00:45:55.000 --> 00:45:57.000]   trust of your sovereignty.
[00:45:57.000 --> 00:46:02.600]   Lord, within this generation and this time now, there is so much conflict.
[00:46:02.600 --> 00:46:07.400]   There is so much angst and indignation, but I pray, Father God, that we would have so
[00:46:07.400 --> 00:46:15.440]   much more confidence to turn to the gospel, to reconcile any of the woes, any of the sins
[00:46:15.440 --> 00:46:21.280]   that we see in our own hearts and in the world, to realize, Father God, that in the flesh,
[00:46:21.280 --> 00:46:24.400]   we are completely incapable.
[00:46:24.400 --> 00:46:29.880]   And what's more, not only that, but even good laws and good intentions are not enough.
[00:46:29.880 --> 00:46:33.760]   And therefore, what the law cannot accomplish, only Christ can do.
[00:46:33.760 --> 00:46:35.280]   Father, we want to thank you again.
[00:46:35.280 --> 00:46:36.280]   It's in Christ.
[00:46:36.280 --> 00:46:37.280]   Let me pray.
[00:46:37.280 --> 00:46:37.280]   Amen.
[00:46:37.280 --> 00:46:47.140]   [BLANK_AUDIO]

