
[00:00:00.000 --> 00:00:04.360]   and be convicted and then always God I pray that your word would bear its fruit
[01:20:21.480 --> 01:20:25.480]   Yeah, I just wanted to say super thankful actually also for this opportunity as well.
[01:20:25.480 --> 01:20:28.480]   Honestly, like everybody came prepared.
[01:20:28.480 --> 01:20:38.480]   And I think just in our discussion, it truly was just a blessing, just like the discussion and seeing people just come with the questions and challenges that they brought.
[01:20:38.480 --> 01:20:55.480]   And so one of the questions that we -- I felt like in the many questions that we discussed, one thing really was focused on chapter 1, really asking the question, what does it mean to truly believe we have been given everything pertaining to life and godliness?
[01:20:55.480 --> 01:21:06.480]   And I think, you know, if you were just to read through this passage initially, you could easily just read past it and just be like, oh, yeah, like, you know, god has given me everything.
[01:21:06.480 --> 01:21:08.480]   That's what I've been taught for a long time.
[01:21:08.480 --> 01:21:11.480]   And I acknowledge that as truth.
[01:21:11.480 --> 01:21:23.480]   But I think what I'm super thankful about this study is that like if you -- that we're challenged to really inductively study, to ask questions, to meditate and chew on these biblical truths.
[01:21:23.480 --> 01:21:36.480]   If you really think about -- and what we're talking about is if a Christian were to really believe this as truth, how powerful would that be and how would that translate into your life?
[01:21:36.480 --> 01:21:38.480]   How does that affect your pursuits?
[01:21:38.480 --> 01:21:42.480]   How does that affect the time that you spend, your fellowship?
[01:21:42.480 --> 01:21:56.480]   And, yeah, so I think the conclusion really was, you know, the word of god in this promise that he has given us in, for example, in chapter 1, there is power in the truth of the word.
[01:21:56.480 --> 01:22:05.480]   And if a Christian truly believes this passage is truth, we could genuinely be left without want.
[01:22:05.480 --> 01:22:16.480]   And so I think that just led to a lot of just reflection and discussion on how does our life really just reflect this question and how it forms our convictions.
[01:22:16.480 --> 01:22:23.480]   And so, yeah, that's just I think one big thing that we kind of discussed in our discussion, yeah.
[01:22:23.480 --> 01:22:25.480]   [ Applause ]
[01:22:25.480 --> 01:22:26.480]   >> All right.
[01:22:26.480 --> 01:22:27.480]   >> Thanks, everybody.
[01:22:27.480 --> 01:22:34.480]   >> Yeah, so I think you all agree that it was much more encouraging to hear from other people than if I just did a monologue.
[01:22:34.480 --> 01:22:42.480]   But I do want to end it and then I'll give you guys time to, if you need to finish your discussion and then take some time to pray and then that would be it.
[01:22:42.480 --> 01:22:47.480]   And just like Pastor Mark said, if you -- please sign up as soon as possible.
[01:22:47.480 --> 01:22:50.480]   That will help us to get things ready for the next session.
[01:22:50.480 --> 01:23:02.480]   As I wrap up, for me, the main thing that kind of stood out to me is in chapter 3 when we talk about the patience of God is salvation and just how patient God is.
[01:23:02.480 --> 01:23:12.480]   And to think that whole reason why he hasn't come yet is to give opportunity to -- so that sinners can be saved.
[01:23:12.480 --> 01:23:17.480]   And how the sinners turned that around saying you're not faithful.
[01:23:17.480 --> 01:23:30.480]   You know, and not just our salvation but how we take the grace of God and we just basically -- again, I think -- I don't know how else to put it but we spit it back in your face.
[01:23:30.480 --> 01:23:37.480]   And the reason why certain things may not be happening is because God is gracious.
[01:23:37.480 --> 01:23:42.480]   If God wasn't gracious and he did come, you and I wouldn't be here.
[01:23:42.480 --> 01:23:43.480]   Right?
[01:23:43.480 --> 01:23:49.480]   And these false teachers would not even be able to question God because if he did come, it would not mean salvation for you.
[01:23:49.480 --> 01:23:52.480]   But think about it from God's perspective.
[01:23:52.480 --> 01:23:58.480]   He's withholding his wrath in order the sinners to come to Christ.
[01:23:58.480 --> 01:24:01.480]   And these sinners are saying where are you?
[01:24:01.480 --> 01:24:03.480]   You know what I mean?
[01:24:03.480 --> 01:24:09.480]   It's like how much restraint does it take for God not to come?
[01:24:09.480 --> 01:24:10.480]   Right?
[01:24:10.480 --> 01:24:14.480]   How much restraint does it take for God to be patient?
[01:24:14.480 --> 01:24:32.480]   And I think about that and how, man, it's just, you know, like the longer I meditate about who Jesus is and what he has done, it's just -- he's just -- I don't know how else to explain it but he's just so beautiful.
[01:24:32.480 --> 01:24:34.480]   I don't know how else to explain that.
[01:24:34.480 --> 01:24:42.480]   And then knowing and understanding the depth of what it is that we have in Christ, it makes me want to honor him, makes me want to praise him.
[01:24:42.480 --> 01:24:48.480]   So my worship isn't like it's Sunday, you need to worship, good Christian worship, you need to live this way, you need to do this.
[01:24:48.480 --> 01:24:51.480]   It's like, yeah, I mean, all that thing is true.
[01:24:51.480 --> 01:24:52.480]   Right?
[01:24:52.480 --> 01:25:03.480]   But if I love my wife or try to love my wife because I'm supposed to, right, a good husband buys her flowers.
[01:25:03.480 --> 01:25:07.480]   Buys her flowers, remembers anniversary, does this and does this, right?
[01:25:07.480 --> 01:25:12.480]   I've done my part and I could give you the evidence that I'm a good husband.
[01:25:12.480 --> 01:25:14.480]   But am I a good husband?
[01:25:14.480 --> 01:25:16.480]   No.
[01:25:16.480 --> 01:25:19.480]   Because what she wants is not that.
[01:25:19.480 --> 01:25:21.480]   What she wants is my love.
[01:25:21.480 --> 01:25:29.480]   And so if I'm doing that, I'm doing it because I love her, not because I'm trying to be a good husband.
[01:25:29.480 --> 01:25:31.480]   That's the gospel.
[01:25:31.480 --> 01:25:34.480]   The gospel inspires us, right?
[01:25:34.480 --> 01:25:36.480]   It changes us.
[01:25:36.480 --> 01:25:39.480]   And it causes us to want to honor him.
[01:25:39.480 --> 01:25:41.480]   It causes us to want to be holy.
[01:25:41.480 --> 01:25:43.480]   It causes us to want to worship.
[01:25:43.480 --> 01:25:45.480]   That's the gospel.
[01:25:45.480 --> 01:25:48.480]   And so I was just thinking about chapter 3, just meditating on that.
[01:25:48.480 --> 01:25:57.480]   It's like, wow, the way we treat him, the way we question him, everything he's doing, he's just being so patient with us.
[01:25:57.480 --> 01:26:04.480]   The reason why he's not acting earlier than what we want is because he's giving us opportunity.
[01:26:04.480 --> 01:26:05.480]   Right?
[01:26:05.480 --> 01:26:06.480]   Yeah.
[01:26:06.480 --> 01:26:12.480]   So that's a thing that I kind of really, you know, like I was meditating on through the study.
[01:26:12.480 --> 01:26:17.480]   Let me pray for us and then you guys can get to your groups and then take some time to pray.
[01:26:17.480 --> 01:26:19.480]   And then it'll be it for tonight.
[01:26:19.480 --> 01:26:22.480]   Let me pray.
[01:26:22.480 --> 01:26:28.480]   Heavenly Father, I thank you so much for your living word.
[01:26:28.480 --> 01:26:40.480]   Lord, just to be able to see a glimpse of your character, your patience, and your gentle care, Father God, for straying sheep.
[01:26:40.480 --> 01:26:49.480]   How you constantly encourage us, warn us, and at times rebuke us so that we may stay on this narrow path.
[01:26:49.480 --> 01:26:52.480]   Thank you, Father God, for hardship.
[01:26:52.480 --> 01:27:01.480]   Thank you, Father God, for at times jolting us so that we can see a clearer view of who you are.
[01:27:01.480 --> 01:27:12.480]   Help us to digest these things that we've learned, that it would not just be in our memory, but our hearts, and then eventually into our lives.
[01:27:12.480 --> 01:27:20.480]   So I pray, Father God, that your word would have its effect in us, that we would grow in our salvation,
[01:27:20.480 --> 01:27:30.480]   that we would truly live up to the calling that you have given us as your children, loved by grace, persevering by grace,
[01:27:30.480 --> 01:27:33.480]   and we'll be glorified one day by that same grace.
[01:27:33.480 --> 01:27:37.480]   We thank you, Father in Jesus' name we pray. Amen.
[01:27:37.480 --> 01:27:46.480]   [silence]

