
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:47:26.500 --> 00:47:29.340]   his temporary showing of himself
[00:47:29.340 --> 00:47:32.540]   created this terror for sinners.
[00:47:32.540 --> 00:47:36.500]   And yet Zion is a permanent place
[00:47:36.500 --> 00:47:40.060]   where he habits, habitats forever
[00:47:40.060 --> 00:47:41.740]   in his full glory.
[00:47:41.740 --> 00:47:44.420]   So how can you possibly,
[00:47:44.420 --> 00:47:48.260]   if invitation to Zion or Sinai
[00:47:48.260 --> 00:47:53.260]   created this terror just by his glimpse of his glory,
[00:47:53.260 --> 00:47:57.480]   how can a sinful man possibly be invited to Zion?
[00:47:57.480 --> 00:48:02.420]   Again, that's where the tension lies.
[00:48:02.420 --> 00:48:05.100]   And that was the whole purpose
[00:48:05.100 --> 00:48:08.180]   of the giving of the law is to create this tension.
[00:48:08.180 --> 00:48:10.700]   I need to live.
[00:48:10.700 --> 00:48:11.860]   Well, where do you go to live?
[00:48:11.860 --> 00:48:13.860]   You have to go to that God
[00:48:13.860 --> 00:48:16.100]   because he's the author of life.
[00:48:16.100 --> 00:48:18.420]   He's the one who has the Sabbath.
[00:48:18.420 --> 00:48:20.160]   So if we want to find eternal rest,
[00:48:20.160 --> 00:48:21.860]   he's the one that we need to go to.
[00:48:21.860 --> 00:48:23.420]   Well, how do I go to him
[00:48:23.420 --> 00:48:26.540]   if that God that I need to go to
[00:48:26.540 --> 00:48:28.100]   is at Mount Sinai?
[00:48:28.100 --> 00:48:31.980]   See, that's what Zion is.
[00:48:31.980 --> 00:48:36.300]   And the nation of Israel understood this paradox,
[00:48:36.300 --> 00:48:37.180]   this tension.
[00:48:37.180 --> 00:48:42.060]   You remember when the Israelites were coming out
[00:48:42.060 --> 00:48:43.620]   and they're going into the desert
[00:48:43.620 --> 00:48:46.660]   and it didn't take them long for them to start grumbling.
[00:48:46.660 --> 00:48:50.940]   Soon as they felt like the Egyptians were coming,
[00:48:50.940 --> 00:48:53.620]   said, "Why did God bring us out here?"
[00:48:53.620 --> 00:48:55.460]   Even after all the miracles,
[00:48:55.460 --> 00:48:56.460]   they go to the other side,
[00:48:56.460 --> 00:48:57.780]   they say, "Oh, I'm so thirsty.
[00:48:57.780 --> 00:48:59.240]   "We might as well die.
[00:48:59.240 --> 00:49:01.100]   "It was better in Egypt."
[00:49:01.100 --> 00:49:03.700]   And so they just would complain and complain.
[00:49:03.700 --> 00:49:05.380]   And then God, he burns in his anger
[00:49:05.380 --> 00:49:08.260]   and he tells Moses, "If I go with them,
[00:49:08.260 --> 00:49:09.800]   "I'm going to kill these people.
[00:49:09.800 --> 00:49:13.020]   "I'm not going to be able to withhold my anger toward them."
[00:49:13.020 --> 00:49:14.680]   And so Moses begs him,
[00:49:14.680 --> 00:49:18.600]   "If you do not come with us, we will die out here."
[00:49:18.600 --> 00:49:20.900]   And so there was this tension
[00:49:20.900 --> 00:49:23.020]   that if he dwells in the midst of us,
[00:49:23.020 --> 00:49:24.920]   we can die because of his presence.
[00:49:24.920 --> 00:49:27.380]   But if he doesn't go with us,
[00:49:27.380 --> 00:49:30.020]   we will die because his presence is not with us.
[00:49:31.060 --> 00:49:33.100]   So there was this constant tension of,
[00:49:33.100 --> 00:49:36.580]   "We need you here, but we can't have you too close."
[00:49:36.580 --> 00:49:40.280]   So if you basically study
[00:49:40.280 --> 00:49:42.140]   the Old Testament history of Israel,
[00:49:42.140 --> 00:49:45.580]   it's God's presence drawing near to Israel.
[00:49:45.580 --> 00:49:46.980]   And every time he comes,
[00:49:46.980 --> 00:49:50.540]   he gives them strict, scary revelation
[00:49:50.540 --> 00:49:52.260]   that the only way that you're going to live
[00:49:52.260 --> 00:49:54.580]   is if I'm in the midst of your presence.
[00:49:54.580 --> 00:49:56.940]   So he comes from Mount Sinai to the tabernacle,
[00:49:56.940 --> 00:49:58.780]   to the tabernacle, to the temple,
[00:49:58.780 --> 00:50:00.860]   and he gives them very strict restrictions.
[00:50:00.860 --> 00:50:02.900]   Remember the book of Leviticus?
[00:50:02.900 --> 00:50:04.740]   He says, "I'm going to dwell in your midst,
[00:50:04.740 --> 00:50:06.140]   "but the only way that you and I
[00:50:06.140 --> 00:50:07.740]   "are going to have any kind of relationship
[00:50:07.740 --> 00:50:10.080]   "is you got to follow these rules.
[00:50:10.080 --> 00:50:11.360]   "You have to recognize who he is.
[00:50:11.360 --> 00:50:14.680]   "And if you come to my presence in a nonchalant way,
[00:50:14.680 --> 00:50:15.520]   "you will die."
[00:50:15.520 --> 00:50:17.520]   And that's exactly what happens, they die.
[00:50:17.520 --> 00:50:21.300]   But you know their history.
[00:50:21.300 --> 00:50:23.180]   Over and over again,
[00:50:23.180 --> 00:50:26.700]   they sin, commit sin against God.
[00:50:26.700 --> 00:50:29.300]   So in the book of Ezekiel,
[00:50:30.460 --> 00:50:32.260]   God has had enough.
[00:50:32.260 --> 00:50:35.700]   And so his glory begins to be withdrawn
[00:50:35.700 --> 00:50:37.580]   from the nation of Israel.
[00:50:37.580 --> 00:50:41.100]   So there's this scene in Ezekiel chapter 10
[00:50:41.100 --> 00:50:43.540]   where the spirit of God,
[00:50:43.540 --> 00:50:45.780]   it comes to the Holy of Holies,
[00:50:45.780 --> 00:50:48.580]   and it begins to move to the threshold, the outer court.
[00:50:48.580 --> 00:50:50.820]   And at the outer court, it rests,
[00:50:50.820 --> 00:50:54.020]   almost as if it is reluctant to leave.
[00:50:54.020 --> 00:50:56.580]   And then from there, he goes up to the hilltop,
[00:50:56.580 --> 00:51:00.100]   looking over Jerusalem and the temple, reluctant.
[00:51:00.100 --> 00:51:02.820]   And it was a scene of God's Shekinah glory
[00:51:02.820 --> 00:51:04.260]   leaving not just the temple,
[00:51:04.260 --> 00:51:06.260]   but Israel because of their sins.
[00:51:06.260 --> 00:51:10.860]   And as a result of that, the protection for Israel is gone.
[00:51:10.860 --> 00:51:12.860]   And as soon as that happened,
[00:51:12.860 --> 00:51:14.880]   the Babylonians come and they destroy them,
[00:51:14.880 --> 00:51:18.120]   take them into captivity for 70 years.
[00:51:18.120 --> 00:51:20.840]   The prophets tell us the 70 years of captivity happens
[00:51:20.840 --> 00:51:24.920]   because they specifically disobeyed God's command
[00:51:24.920 --> 00:51:26.140]   for the Sabbath.
[00:51:26.140 --> 00:51:28.900]   So every one of those 70 years represents a year
[00:51:28.900 --> 00:51:31.660]   that they disobeyed God in keeping the Sabbath.
[00:51:31.660 --> 00:51:37.040]   So they understood if God is in our midst,
[00:51:37.040 --> 00:51:39.100]   we are in trouble, we're terrified.
[00:51:39.100 --> 00:51:41.020]   But if he's not in our midst,
[00:51:41.020 --> 00:51:43.660]   we are destroyed by our surrounding.
[00:51:43.660 --> 00:51:46.240]   And so this constant juxtaposition.
[00:51:46.240 --> 00:51:49.540]   So the Pharisees had an idea
[00:51:49.540 --> 00:51:52.300]   that we don't want this, we need him.
[00:51:52.300 --> 00:51:53.620]   Even though we're terrified of him,
[00:51:53.620 --> 00:51:55.300]   we need it in our presence.
[00:51:55.500 --> 00:52:00.100]   And so the Pharisees, basically their initial intent was
[00:52:00.100 --> 00:52:02.340]   that we're gonna keep the law perfectly.
[00:52:02.340 --> 00:52:04.660]   And even the word Pharisee basically means holy,
[00:52:04.660 --> 00:52:06.420]   to be set apart.
[00:52:06.420 --> 00:52:07.500]   And that's why I said, you know what,
[00:52:07.500 --> 00:52:09.060]   instead of just keeping the Sabbath,
[00:52:09.060 --> 00:52:11.640]   we're gonna be meticulous about the Sabbath.
[00:52:11.640 --> 00:52:14.400]   We wanna make sure that by keeping the Sabbath,
[00:52:14.400 --> 00:52:16.680]   that we're gonna invite God's spirit back.
[00:52:16.680 --> 00:52:17.920]   That was their intention.
[00:52:17.920 --> 00:52:21.700]   So their relationship with God
[00:52:21.700 --> 00:52:24.600]   is described in the book of Hosea.
[00:52:24.600 --> 00:52:26.060]   Where it's kind of like, you know,
[00:52:26.060 --> 00:52:30.060]   a boyfriend who cheated against his girlfriend.
[00:52:30.060 --> 00:52:31.740]   And then he comes back begging,
[00:52:31.740 --> 00:52:34.180]   I'm never gonna do this again.
[00:52:34.180 --> 00:52:35.940]   And then the girlfriend takes him back,
[00:52:35.940 --> 00:52:37.580]   and then, you know, a couple months later,
[00:52:37.580 --> 00:52:39.460]   he does the same thing.
[00:52:39.460 --> 00:52:42.460]   And this cycle is repeated over and over and over again.
[00:52:42.460 --> 00:52:46.460]   And he means it, but then he can't control himself.
[00:52:46.460 --> 00:52:48.700]   And that's how it's described in the book of Hosea,
[00:52:48.700 --> 00:52:52.020]   between the relationship of this prophet and Gomer.
[00:52:52.020 --> 00:52:55.240]   And he says, this is what our relationship looked like.
[00:52:55.240 --> 00:52:58.320]   That I kept on being gracious to you, gracious to you,
[00:52:58.320 --> 00:53:00.080]   but you would continue to prostitute yourself
[00:53:00.080 --> 00:53:01.180]   over and over again.
[00:53:01.180 --> 00:53:07.000]   So by the time we come to Christ and his revelation,
[00:53:07.000 --> 00:53:09.220]   it was to bring us to the point
[00:53:09.220 --> 00:53:12.040]   to recognize that we are helpless.
[00:53:12.040 --> 00:53:14.200]   Even with the best of intention.
[00:53:14.200 --> 00:53:18.460]   And that's what Paul is describing in Romans chapter seven.
[00:53:18.460 --> 00:53:21.080]   A relationship with the Jew and the law
[00:53:21.080 --> 00:53:22.700]   in Romans chapter seven, verse 13, he says,
[00:53:22.700 --> 00:53:24.500]   "Therefore, did that which is good
[00:53:24.500 --> 00:53:26.960]   "become a cause of death for me?
[00:53:26.960 --> 00:53:29.100]   "May it never be, rather, it was sin.
[00:53:29.100 --> 00:53:31.460]   "It wasn't the law, but the sin that was residing in me,
[00:53:31.460 --> 00:53:33.380]   "in order that it might be shown to be sin
[00:53:33.380 --> 00:53:36.480]   "by effecting my death through that which is good.
[00:53:36.480 --> 00:53:37.620]   "So that through the commandment,
[00:53:37.620 --> 00:53:40.220]   "sin would become utterly sinful."
[00:53:40.220 --> 00:53:44.040]   To bring us to the point where we are desperate for the cross.
[00:53:44.040 --> 00:53:47.540]   And then if you look at Romans chapter seven,
[00:53:47.540 --> 00:53:51.320]   verse 19 and on, he describes, I'm just gonna summarize.
[00:53:51.320 --> 00:53:52.960]   He says, "What I want to do, I do not do.
[00:53:52.960 --> 00:53:54.640]   "What I don't want to do, I keep on doing."
[00:53:54.640 --> 00:53:55.960]   And then leaves to verse 25,
[00:53:55.960 --> 00:53:57.420]   "Oh, what a wretched man that I am.
[00:53:57.420 --> 00:54:00.260]   "Who will set me free from the body of this death?
[00:54:00.260 --> 00:54:06.160]   "As an unconverted Jew, I have no power
[00:54:06.160 --> 00:54:08.060]   "to obey these commands."
[00:54:08.060 --> 00:54:12.440]   To bring him so that sin would become utterly sinful.
[00:54:12.440 --> 00:54:14.320]   Oh, what a wretched man that I am.
[00:54:14.320 --> 00:54:16.260]   And so the purpose of Mount Sinai
[00:54:16.260 --> 00:54:19.900]   was bring us to this point in verse 24.
[00:54:19.900 --> 00:54:24.680]   I am ruined, like Isaiah says.
[00:54:24.680 --> 00:54:25.880]   I'm undone.
[00:54:25.880 --> 00:54:32.280]   If God is the one that I need to run to to have life,
[00:54:32.280 --> 00:54:37.280]   and yet the greatest terror is also in him.
[00:54:37.280 --> 00:54:39.740]   How do I go to him?
[00:54:39.740 --> 00:54:42.480]   That's verse 24.
[00:54:42.480 --> 00:54:45.520]   And that's where chapter eight comes in.
[00:54:45.520 --> 00:54:47.120]   There is now therefore no condemnation
[00:54:47.120 --> 00:54:48.560]   for those who are in Christ Jesus.
[00:54:48.560 --> 00:54:50.760]   For the law of the spirit of life in Christ Jesus
[00:54:50.760 --> 00:54:52.960]   has set you free from the law of sin and death.
[00:54:52.960 --> 00:54:55.440]   For what the law could not do,
[00:54:55.440 --> 00:54:58.280]   and all the law did was reveal what you should be doing,
[00:54:58.280 --> 00:54:59.760]   what you could not do,
[00:54:59.760 --> 00:55:02.320]   which is what he was explaining in chapter seven.
[00:55:02.320 --> 00:55:05.680]   He has set you free, weak as it was through the flesh,
[00:55:05.680 --> 00:55:08.120]   God did.
[00:55:08.120 --> 00:55:10.320]   He doesn't say God will do or he will continue to do.
[00:55:10.320 --> 00:55:11.200]   He says he did.
[00:55:11.200 --> 00:55:12.680]   And that's exactly what Jesus meant
[00:55:12.680 --> 00:55:14.880]   when he was being crucified on the cross.
[00:55:14.880 --> 00:55:16.520]   And when he says it is finished,
[00:55:16.520 --> 00:55:19.840]   he's not saying that his earthly life is done.
[00:55:19.840 --> 00:55:22.560]   He's saying that everything that he had decided,
[00:55:22.560 --> 00:55:24.200]   what God had planned,
[00:55:24.200 --> 00:55:27.680]   and was carrying it out for the salvation of mankind
[00:55:27.680 --> 00:55:29.960]   so a sinful man can come through Sinai
[00:55:29.960 --> 00:55:33.740]   to get to Mount Zion, it is done.
[00:55:33.740 --> 00:55:36.120]   That's what he means.
[00:55:36.120 --> 00:55:37.600]   God did.
[00:55:37.600 --> 00:55:40.960]   Sending his own son in the likeness of sinful flesh,
[00:55:40.960 --> 00:55:42.480]   and as an offering for sin,
[00:55:42.920 --> 00:55:47.440]   he condemned sin in the flesh.
[00:55:47.440 --> 00:55:51.280]   And that's why he says at the end in verse 24
[00:55:51.280 --> 00:55:54.780]   that Jesus' blood speaks better than Abel's blood.
[00:55:54.780 --> 00:55:57.280]   What does it mean that Jesus' blood
[00:55:57.280 --> 00:55:59.240]   is more articulate than Abel's blood?
[00:55:59.240 --> 00:56:01.280]   What does that mean?
[00:56:01.280 --> 00:56:03.480]   Well, if you go to Genesis chapter four,
[00:56:03.480 --> 00:56:04.720]   verse nine through 10,
[00:56:04.720 --> 00:56:06.160]   and you know the context.
[00:56:06.160 --> 00:56:10.540]   Cain ends up killing Abel because of his jealousy
[00:56:10.540 --> 00:56:13.420]   that God receives his blood sacrifice
[00:56:13.420 --> 00:56:17.340]   over the other stuff that Cain brought.
[00:56:17.340 --> 00:56:19.580]   And because he was jealous,
[00:56:19.580 --> 00:56:22.060]   he ends up killing him, and God seeks him out.
[00:56:22.060 --> 00:56:25.180]   And in verse nine it says,
[00:56:25.180 --> 00:56:26.580]   then the Lord said to Cain,
[00:56:26.580 --> 00:56:28.100]   "Where is Abel, your brother?"
[00:56:28.100 --> 00:56:30.500]   God knowing full well
[00:56:30.500 --> 00:56:32.580]   that he has already murdered his brother,
[00:56:32.580 --> 00:56:34.020]   and he said, "I do not know.
[00:56:34.020 --> 00:56:35.500]   "Am I my brother's keeper?"
[00:56:35.500 --> 00:56:38.660]   Doesn't that reveal everything about him?
[00:56:40.180 --> 00:56:41.640]   He just murdered his brother.
[00:56:41.640 --> 00:56:43.980]   All knowing God asks him,
[00:56:43.980 --> 00:56:44.820]   "Where is your brother?"
[00:56:44.820 --> 00:56:47.280]   He's like, "What are you asking me?
[00:56:47.280 --> 00:56:49.340]   "Am I my brother's keeper?"
[00:56:49.340 --> 00:56:52.620]   So you can see the sinfulness of Cain
[00:56:52.620 --> 00:56:54.580]   just by the way he answers that.
[00:56:54.580 --> 00:56:56.900]   And God says, "What have you done?
[00:56:56.900 --> 00:56:59.740]   "The voice of your brother's blood
[00:56:59.740 --> 00:57:02.820]   "is crying to me from the ground."
[00:57:02.820 --> 00:57:04.220]   What does that mean?
[00:57:04.220 --> 00:57:05.860]   What is his brother's voice,
[00:57:05.860 --> 00:57:07.260]   Abel's blood crying out?
[00:57:07.260 --> 00:57:09.860]   For justice.
[00:57:10.860 --> 00:57:12.140]   That's what he's saying.
[00:57:12.140 --> 00:57:13.460]   Abel's blood.
[00:57:13.460 --> 00:57:15.280]   You committed murder,
[00:57:15.280 --> 00:57:19.280]   and his blood is crying out for justice.
[00:57:19.280 --> 00:57:23.200]   So when he says the blood of Christ
[00:57:23.200 --> 00:57:26.280]   speaks a better word than Abel's blood,
[00:57:26.280 --> 00:57:29.180]   he's saying Abel's blood cries for justice,
[00:57:29.180 --> 00:57:32.900]   but Jesus' blood cries for mercy and grace.
[00:57:32.900 --> 00:57:35.780]   That's the deliverance.
[00:57:37.420 --> 00:57:41.140]   See, you and I, again, recently in a generation,
[00:57:41.140 --> 00:57:44.460]   and it's not just this generation, every generation,
[00:57:44.460 --> 00:57:47.660]   because you cannot live without justice.
[00:57:47.660 --> 00:57:50.560]   Justice basically is righteousness.
[00:57:50.560 --> 00:57:53.600]   You and I cannot live without righteousness.
[00:57:53.600 --> 00:57:54.440]   There's no law.
[00:57:54.440 --> 00:57:55.460]   If something wrong is done,
[00:57:55.460 --> 00:57:57.260]   there has to be correction.
[00:57:57.260 --> 00:57:59.620]   So otherwise, you can't live.
[00:57:59.620 --> 00:58:02.780]   But the problem is,
[00:58:02.780 --> 00:58:05.680]   when sinners cry out for justice,
[00:58:05.680 --> 00:58:10.380]   the first person to get the punishment for that
[00:58:10.380 --> 00:58:12.600]   is the one crying for justice.
[00:58:12.600 --> 00:58:16.860]   I remember years ago when we were
[00:58:16.860 --> 00:58:18.300]   doing construction on the other building,
[00:58:18.300 --> 00:58:21.500]   not this building, but the building that we had prior,
[00:58:21.500 --> 00:58:26.500]   and we hired a Chinese contractor,
[00:58:26.500 --> 00:58:27.980]   and he had a bunch of workers there,
[00:58:27.980 --> 00:58:30.500]   and I could tell that their English wasn't that great.
[00:58:30.500 --> 00:58:32.540]   One day I showed up to work,
[00:58:32.540 --> 00:58:35.220]   and I saw a pool of blood on the ground,
[00:58:35.220 --> 00:58:37.800]   where supposedly the sanctuary is supposed to be.
[00:58:37.800 --> 00:58:42.580]   And my Chinese is just good enough to go to the bathroom
[00:58:42.580 --> 00:58:43.620]   and find something to eat,
[00:58:43.620 --> 00:58:46.740]   but beyond that, I can just pick up words here and there.
[00:58:46.740 --> 00:58:49.020]   But I could tell there was some kind of a fight,
[00:58:49.020 --> 00:58:50.380]   and I found out that one of the workers
[00:58:50.380 --> 00:58:51.380]   got mad at the other guy,
[00:58:51.380 --> 00:58:52.700]   and he took up a wrench,
[00:58:52.700 --> 00:58:55.260]   and then he basically poked him on the face.
[00:58:55.260 --> 00:58:57.420]   So I said, "What's going on?
[00:58:57.420 --> 00:58:59.300]   "This is crazy."
[00:58:59.300 --> 00:59:00.860]   And so the guy who got poked on the face,
[00:59:00.860 --> 00:59:03.080]   I mean, the blood had already stopped bleeding,
[00:59:03.080 --> 00:59:04.660]   but I could tell where he got punched.
[00:59:04.660 --> 00:59:07.540]   And the other guy was outside just roaming around,
[00:59:07.540 --> 00:59:09.300]   but he was still there.
[00:59:09.300 --> 00:59:10.520]   But the guy was angry, and he said,
[00:59:10.520 --> 00:59:13.780]   "No, apology is not enough.
[00:59:13.780 --> 00:59:15.180]   "Look at this."
[00:59:15.180 --> 00:59:17.300]   And so he's saying this in Chinese, obviously,
[00:59:17.300 --> 00:59:20.220]   and then one of the guys was interpreting this for me.
[00:59:20.220 --> 00:59:23.860]   And so he said he wanted to call the police.
[00:59:23.860 --> 00:59:25.260]   So I said, "Okay," and then called the police.
[00:59:25.260 --> 00:59:27.500]   So the police come, and he's trying to take a report,
[00:59:27.500 --> 00:59:29.700]   but all of a sudden, as soon as the police come,
[00:59:29.700 --> 00:59:30.860]   no one speaks English.
[00:59:30.860 --> 00:59:32.980]   Everybody's playing dumb.
[00:59:32.980 --> 00:59:33.980]   And so it was kind of weird,
[00:59:33.980 --> 00:59:35.460]   'cause I know you speak English.
[00:59:35.460 --> 00:59:36.940]   I just talked to you in English.
[00:59:36.940 --> 00:59:37.940]   I know that guy speaks English.
[00:59:37.940 --> 00:59:41.020]   I mean, he's broken English, but he speaks enough.
[00:59:41.020 --> 00:59:42.460]   But all of a sudden, it became quiet.
[00:59:42.460 --> 00:59:46.340]   But the guy who was wronged, he demanded,
[00:59:46.340 --> 00:59:47.540]   it's like, "I want the police."
[00:59:47.540 --> 00:59:49.580]   And the police came, and they called the ambulance.
[00:59:49.580 --> 00:59:53.220]   The ambulance came, but his English really was not good.
[00:59:53.220 --> 00:59:56.460]   And so after a while, you could tell
[00:59:56.460 --> 00:59:57.340]   that the officers who were there
[00:59:57.340 --> 00:59:59.660]   was the Costa Mesa police officers.
[00:59:59.660 --> 01:00:01.980]   So something's fishy, right?
[01:00:01.980 --> 01:00:03.900]   All of a sudden, nobody speaks English,
[01:00:03.900 --> 01:00:04.740]   no one wants to help,
[01:00:04.740 --> 01:00:06.020]   and everybody's kind of avoiding us.
[01:00:06.020 --> 01:00:08.060]   So he kind of caught with
[01:00:08.060 --> 01:00:11.900]   that maybe these guys are here illegally, right?
[01:00:11.900 --> 01:00:14.140]   And so I was like, "Oh, shoot,
[01:00:14.140 --> 01:00:15.620]   "they're gonna get in trouble."
[01:00:15.620 --> 01:00:19.660]   And the officers were very nice,
[01:00:19.660 --> 01:00:20.900]   and he didn't wanna get them in trouble.
[01:00:20.900 --> 01:00:25.900]   So he got a interpreter on the phone from the department
[01:00:25.900 --> 01:00:27.140]   and started speaking Mandarin
[01:00:27.140 --> 01:00:31.500]   to the guy who was in the ambulance,
[01:00:31.500 --> 01:00:34.580]   and basically tell him, he said,
[01:00:34.580 --> 01:00:37.140]   "If we take this to the police,
[01:00:37.140 --> 01:00:39.500]   "and we take this to the court,
[01:00:39.500 --> 01:00:42.500]   "they're gonna wanna see your papers."
[01:00:42.500 --> 01:00:44.540]   And I know exactly what he was talking about.
[01:00:44.540 --> 01:00:45.980]   And then he gets on the phone,
[01:00:45.980 --> 01:00:48.020]   and then she speaks to him in Mandarin,
[01:00:48.020 --> 01:00:49.540]   and all of a sudden, he hangs up the phone,
[01:00:49.540 --> 01:00:50.620]   he takes everything off,
[01:00:50.620 --> 01:00:53.620]   and he jumps off the ambulance, and he was gone.
[01:00:53.620 --> 01:00:56.820]   And so the officer looked at me, just smiled,
[01:00:56.820 --> 01:00:59.340]   just like, "Yeah, that's what I thought."
[01:00:59.340 --> 01:01:02.620]   And then they just, just nice enough, and he just left.
[01:01:02.620 --> 01:01:05.700]   And obviously, we know what happened.
[01:01:05.700 --> 01:01:08.300]   As much as he wanted justice,
[01:01:08.300 --> 01:01:10.620]   he couldn't take it to court,
[01:01:10.620 --> 01:01:13.540]   'cause he knew that if he stood before the judge,
[01:01:13.540 --> 01:01:15.840]   that he would be judged before the other guy.
[01:01:15.840 --> 01:01:18.740]   They ended up working this out, right?
[01:01:18.740 --> 01:01:21.320]   They ended up, like, the guy started giving him money,
[01:01:21.320 --> 01:01:22.860]   and so they just, one guy just,
[01:01:22.860 --> 01:01:25.240]   you know, the guy who caused the damage ended up leaving,
[01:01:25.240 --> 01:01:26.740]   and he got paid, and so they were able
[01:01:26.740 --> 01:01:28.580]   to work it out in that way.
[01:01:28.580 --> 01:01:30.540]   But the point that I'm trying to make is,
[01:01:30.540 --> 01:01:35.440]   sinners cannot stand before a holy God demanding justice,
[01:01:35.440 --> 01:01:39.740]   because justice means you get what you deserve.
[01:01:39.740 --> 01:01:44.580]   You cannot live without justice.
[01:01:44.580 --> 01:01:47.100]   But the problem with mankind is that
[01:01:47.100 --> 01:01:50.140]   as much as we need justice in order to live,
[01:01:50.140 --> 01:01:52.980]   that this justice is going to destroy us.
[01:01:52.980 --> 01:01:57.800]   That's the tension that the whole world lives under.
[01:01:58.800 --> 01:02:00.720]   God is the only author of life,
[01:02:00.720 --> 01:02:02.440]   and yet if we go to the author of life,
[01:02:02.440 --> 01:02:03.920]   we will be destroyed.
[01:02:03.920 --> 01:02:11.480]   But the Bible says, "He didn't bring us to justice."
[01:02:11.480 --> 01:02:15.080]   Justice is getting what you deserve.
[01:02:15.080 --> 01:02:19.260]   Mercy is not getting what you deserve.
[01:02:19.260 --> 01:02:24.680]   Where we deserve to be destroyed, and God has mercy on us.
[01:02:24.680 --> 01:02:27.320]   You get pulled over, you're going 105 miles per hour,
[01:02:27.320 --> 01:02:30.080]   the police says, "I'm not going to give you a ticket."
[01:02:30.080 --> 01:02:31.320]   That's mercy.
[01:02:31.320 --> 01:02:37.600]   Grace is getting what you don't deserve.
[01:02:37.600 --> 01:02:40.080]   They pull you over, they decide not to give you a ticket,
[01:02:40.080 --> 01:02:45.080]   and they give you a $30 gift certificate to Chick-fil-A.
[01:02:45.080 --> 01:02:46.500]   That's grace.
[01:02:46.500 --> 01:02:50.280]   Small grace, but that's grace.
[01:02:50.280 --> 01:02:53.360]   So justice is getting what you deserve.
[01:02:53.360 --> 01:02:56.680]   Mercy is not getting what you deserve.
[01:02:56.680 --> 01:02:59.480]   Grace is getting what you don't deserve.
[01:02:59.480 --> 01:03:04.080]   And so in the New Testament, God didn't just
[01:03:04.080 --> 01:03:07.640]   carry out justice, he absorbed the justice of God,
[01:03:07.640 --> 01:03:12.280]   that we will be spared from hell that we deserve.
[01:03:12.280 --> 01:03:14.800]   But he didn't leave us there, he raised us up
[01:03:14.800 --> 01:03:18.520]   as co-heirs with Christ, so that when we are in heaven,
[01:03:18.520 --> 01:03:20.760]   in the presence of this almighty God
[01:03:20.760 --> 01:03:24.120]   that would bring terror to sinners,
[01:03:24.120 --> 01:03:26.280]   they break out into worship.
[01:03:27.280 --> 01:03:29.560]   See, when sinners come to Christ,
[01:03:29.560 --> 01:03:32.920]   not recognizing what it is that we have in Christ,
[01:03:32.920 --> 01:03:37.040]   they get bored, because they receive the grace of God
[01:03:37.040 --> 01:03:39.040]   like it was just free candy, it was just being passed out,
[01:03:39.040 --> 01:03:40.760]   it's like, "Oh, I'll take it, oh, raise your hand,
[01:03:40.760 --> 01:03:43.800]   "come down the aisle, oh, okay, I'll take it, just in case."
[01:03:43.800 --> 01:03:46.920]   There's so many people in the church, it's harder,
[01:03:46.920 --> 01:03:49.800]   it's more sacrifice for them to leave the church.
[01:03:49.800 --> 01:03:52.600]   Because they grew up in the church,
[01:03:52.600 --> 01:03:55.200]   they have to forsake relationships.
[01:03:55.200 --> 01:03:57.880]   Their community is based around Christianity.
[01:03:57.880 --> 01:04:00.120]   So it's hard for them to leave the church.
[01:04:00.120 --> 01:04:04.160]   So they stick around, yet never fully grasping
[01:04:04.160 --> 01:04:05.560]   what they have in Christ.
[01:04:05.560 --> 01:04:07.320]   They're never true worshipers,
[01:04:07.320 --> 01:04:08.960]   they're attenders of the church,
[01:04:08.960 --> 01:04:10.640]   but they're not true worshipers of God,
[01:04:10.640 --> 01:04:13.320]   because worship is something that is inspired
[01:04:13.320 --> 01:04:17.080]   because of what you recognize that you have in Christ.
[01:04:17.080 --> 01:04:21.640]   But a nominal Christian only understands
[01:04:21.640 --> 01:04:24.400]   the superficial stuff on the outside, the benefit.
[01:04:25.400 --> 01:04:27.720]   And so therefore, he's in the church,
[01:04:27.720 --> 01:04:29.080]   but he does not know Christ,
[01:04:29.080 --> 01:04:32.160]   and yet he never truly worships.
[01:04:32.160 --> 01:04:36.600]   It doesn't produce joy, it's just obligations,
[01:04:36.600 --> 01:04:38.840]   it's the law that I need to obey.
[01:04:38.840 --> 01:04:41.680]   But we're not attracted to Christ.
[01:04:41.680 --> 01:04:45.920]   See, the Bible says that we are in eternity
[01:04:45.920 --> 01:04:49.200]   with Christ in Zion because he's the new mediator
[01:04:49.200 --> 01:04:50.400]   in a new covenant.
[01:04:51.280 --> 01:04:55.280]   As Moses was mediating between Israelites and God,
[01:04:55.280 --> 01:04:57.520]   even he himself was terrified.
[01:04:57.520 --> 01:05:02.800]   And yet Christ stands as our mediator forever in eternity,
[01:05:02.800 --> 01:05:06.420]   by his blood, sprinkled, cleansed.
[01:05:06.420 --> 01:05:08.620]   This is the son of God we're talking about.
[01:05:08.620 --> 01:05:11.720]   The son of God did that for us.
[01:05:11.720 --> 01:05:13.160]   He didn't just snap his finger and say,
[01:05:13.160 --> 01:05:14.440]   you know what, I'm gonna save you from hell.
[01:05:14.440 --> 01:05:18.160]   The son of God absorbed the justice that you and I deserved.
