
[00:00:00.000 --> 00:00:04.640]   Good morning.
[00:44:25.400 --> 00:44:29.480]   And he was willing to sweep the house.
[00:44:29.480 --> 00:44:33.800]   And he was overjoyed when he found it.
[00:44:33.800 --> 00:44:36.400]   And all of that leads to the prodigal son.
[00:44:36.400 --> 00:44:42.760]   When the son leaves and he comes back, his father is a, okay, you screwed up.
[00:44:42.760 --> 00:44:45.200]   So you want to be one of my servants?
[00:44:45.200 --> 00:44:45.680]   Okay.
[00:44:45.680 --> 00:44:47.360]   Even that, you're going to have to earn that.
[00:44:47.360 --> 00:44:49.480]   Go live with the pigs for a while.
[00:44:49.720 --> 00:44:52.840]   And if you do good for the next two years, we'll consider.
[00:44:52.840 --> 00:44:54.480]   That's not what he says.
[00:44:54.480 --> 00:45:00.680]   The parable that Jesus gave was the father was eagerly waiting for him to return.
[00:45:00.680 --> 00:45:05.320]   And when he came back, even before he said, I'm sorry, he knew.
[00:45:05.320 --> 00:45:07.960]   He knew the humble position that he was in.
[00:45:07.960 --> 00:45:12.520]   The father runs out, puts a cloak on, puts a cipolla on him, brings him back home and says,
[00:45:12.520 --> 00:45:15.040]   we're going to have the biggest party we've ever had.
[00:45:17.040 --> 00:45:23.840]   So when he says he will lead us to green pastures, that we may have life, not just life,
[00:45:23.840 --> 00:45:28.240]   not just not die, but have abundant life.
[00:45:28.240 --> 00:45:31.520]   We are abundantly pardoned.
[00:45:31.520 --> 00:45:36.960]   Exodus 34, 6, "Then the Lord passed by in front of him and proclaimed,
[00:45:36.960 --> 00:45:40.000]   'The Lord, the Lord God, compassionate and gracious, slow to anger,
[00:45:40.000 --> 00:45:43.880]   abounding in loving kindness and truth.'"
[00:45:45.480 --> 00:45:51.280]   You and I, no matter where we are in our walk with God, maybe even this week, we failed.
[00:45:51.280 --> 00:45:56.920]   Maybe even this week, as we are worshipping God sitting wherever we are,
[00:45:56.920 --> 00:45:59.440]   we may be thinking, I better do better this week.
[00:45:59.440 --> 00:46:03.760]   And maybe we should, you know, we should try harder.
[00:46:03.760 --> 00:46:13.120]   But in the end, in the end, the Bible says we are where we are because he is abounding in compassion.
[00:46:13.400 --> 00:46:17.360]   He didn't bring us into his kingdom reluctantly.
[00:46:17.360 --> 00:46:21.320]   He didn't turn the other way and say, you know what, that one, I'll let him squeeze in.
[00:46:21.320 --> 00:46:26.000]   Every single one of us with the lost sheep, the lost coin and the prodigal son.
[00:46:26.000 --> 00:46:30.600]   And God called us out by name.
[00:46:30.600 --> 00:46:33.200]   And that's why you and I are here.
[00:46:33.200 --> 00:46:38.680]   Psalm 36, 7-9, "How precious is your loving kindness, O God,
[00:46:38.680 --> 00:46:42.280]   and the children of men take refuge in the shadow of your wings.
[00:46:42.920 --> 00:46:46.080]   They drink their fill of abundance of your house.
[00:46:46.080 --> 00:46:51.840]   For with you, and you give them to drink the river of your delight.
[00:46:51.840 --> 00:46:56.600]   For with you is the fountain of life and in your light we see light."
[00:46:56.600 --> 00:47:01.840]   You see how the description of our salvation, of our life, is not just you will not die.
[00:47:01.840 --> 00:47:07.000]   It's abundance in your house, river that's filled with delight, fountain of light.
[00:47:07.000 --> 00:47:09.360]   That's what he means.
[00:47:10.360 --> 00:47:15.360]   When he saved us, he saved us so that you and I can have life and have this life abundant.
[00:47:15.360 --> 00:47:20.920]   That's why one of the greatest evidence of somebody who has encountered Christ is joy.
[00:47:20.920 --> 00:47:23.040]   Life.
[00:47:23.040 --> 00:47:28.840]   I mean, you ever see somebody who accept, genuinely accept Christ?
[00:47:28.840 --> 00:47:31.720]   Some of you may have been recent.
[00:47:31.720 --> 00:47:32.880]   Maybe it's been a while.
[00:47:32.880 --> 00:47:34.400]   Maybe you were on a mission field sometime.
[00:47:34.400 --> 00:47:39.920]   But you ever meet somebody who met Christ, like, you know, like just immediately met Christ?
[00:47:40.920 --> 00:47:44.480]   You ever meet somebody who met Christ and they're kind of like, "Oh, I'm so depressed."
[00:47:44.480 --> 00:47:47.640]   I don't know, maybe you met somebody.
[00:47:47.640 --> 00:47:52.640]   But I've never met anybody who just met Christ and their immediate reaction is depression.
[00:47:52.640 --> 00:48:00.760]   Right? You know, part of the reason why so many are discontent is
[00:48:00.760 --> 00:48:03.280]   because they have strayed from the well of Christ.
[00:48:03.280 --> 00:48:07.520]   They're not drinking from the river of life.
[00:48:09.080 --> 00:48:11.680]   Maybe at one point you experienced it, but you drifted from that.
[00:48:11.680 --> 00:48:14.400]   They're not eating from the bread of life.
[00:48:14.400 --> 00:48:18.240]   They're not being guided by the Father of light.
[00:48:18.240 --> 00:48:24.000]   They're not running toward Christ as life and resurrection.
[00:48:24.000 --> 00:48:31.200]   That we want certain doors to open that may lead us to more heartache.
[00:48:31.200 --> 00:48:38.480]   We're looking to shepherds that's going to guide us, that ultimately is going to hurt us.
[00:48:38.920 --> 00:48:44.560]   Let me finish with this, this favorite psalm of so many people, Psalm 23.
[00:48:44.560 --> 00:48:50.360]   Because this relationship basically summarizes our relationship with Christ.
[00:48:50.360 --> 00:48:54.680]   The Lord is my shepherd, I shall not want.
[00:48:54.680 --> 00:48:58.600]   Meaning, I am content with Christ.
[00:48:58.600 --> 00:49:00.160]   I have enough in Christ.
[00:49:00.160 --> 00:49:02.240]   The Lord is my shepherd.
[00:49:02.240 --> 00:49:04.160]   There are no other doors.
[00:49:04.160 --> 00:49:05.360]   There's no other water.
[00:49:05.360 --> 00:49:06.400]   There's no other bread.
[00:49:06.400 --> 00:49:07.320]   There's no other light.
[00:49:07.920 --> 00:49:08.920]   There's no other gate.
[00:49:08.920 --> 00:49:10.520]   There's no other shepherd that I'm looking for.
[00:49:10.520 --> 00:49:13.760]   The Lord is my shepherd, I shall not want.
[00:49:13.760 --> 00:49:17.400]   He makes me lie down in green pastures.
[00:49:17.400 --> 00:49:24.600]   Not the leaders, not my education, not my business, not opportunities, not my friends.
[00:49:24.600 --> 00:49:27.520]   And sometimes maybe not even our church.
[00:49:27.520 --> 00:49:31.920]   He makes me lie down in green pastures.
[00:49:31.920 --> 00:49:35.800]   He leads me besides quiet waters.
[00:49:35.800 --> 00:49:38.520]   Maybe some of us are in turmoil.
[00:49:38.520 --> 00:49:41.280]   Now I know some people are getting furloughed.
[00:49:41.280 --> 00:49:44.760]   There's some anxiety, especially the healthcare workers going into work.
[00:49:44.760 --> 00:49:48.360]   There's anxiousness of possibly you're being exposed and you're going to get it
[00:49:48.360 --> 00:49:50.760]   and bring it home and there's a lot of anxiousness.
[00:49:50.760 --> 00:49:52.640]   But where do you find peace?
[00:49:52.640 --> 00:49:56.200]   So he restores my soul.
[00:49:56.200 --> 00:49:59.280]   He's the one where I find peace.
[00:49:59.280 --> 00:50:01.520]   He's the one who leads me to green pastures.
[00:50:01.520 --> 00:50:04.400]   He guides me in the paths of righteousness.
[00:50:05.760 --> 00:50:11.360]   For his namesake, even though I walk through the valley of the shadow of death.
[00:50:11.360 --> 00:50:13.040]   You know what shadow of death means?
[00:50:13.040 --> 00:50:18.040]   When you see the shadow, it means the reality is coming.
[00:50:18.040 --> 00:50:20.520]   So in other words, it's close.
[00:50:20.520 --> 00:50:27.200]   And again, I think, you know, at least in my lifetime where the whole world was locked
[00:50:27.200 --> 00:50:32.040]   down because of fear of death, I mean, a good way to put that is a shadow of death.
[00:50:33.160 --> 00:50:37.480]   I think the reality of death has caused all of us to be more sober.
[00:50:37.480 --> 00:50:41.960]   Whether that happens or doesn't happen during this period,
[00:50:41.960 --> 00:50:44.760]   we know for a fact that it is coming.
[00:50:44.760 --> 00:50:48.320]   The shadow of death lingers over mankind.
[00:50:48.320 --> 00:50:49.920]   That's what the Bible says.
[00:50:49.920 --> 00:50:58.680]   That because of the sin of mankind, the bondage and the fear of death has gripped the whole world.
[00:50:58.680 --> 00:51:03.080]   But he says, though I walk through the valley of the shadow of death, I fear no evil.
[00:51:03.080 --> 00:51:05.760]   You know, you notice how he said he doesn't fear death.
[00:51:05.760 --> 00:51:06.960]   He doesn't feel hardship.
[00:51:06.960 --> 00:51:07.920]   He doesn't fear suffering.
[00:51:07.920 --> 00:51:09.720]   He says, no, I fear no evil.
[00:51:09.720 --> 00:51:18.640]   Because even as sheep at times will go through suffering, we're going to have to go through the valleys, dryness, wolves.
[00:51:18.640 --> 00:51:21.440]   And ultimately, we will all die physically.
[00:51:21.440 --> 00:51:24.440]   But here he says, I fear no evil.
[00:51:24.440 --> 00:51:27.400]   You know, the sting of death is sin.
[00:51:27.400 --> 00:51:31.640]   So in other words, he says, because he's taken away the sting of death, I fear no evil.
[00:51:31.760 --> 00:51:34.680]   That even in death, my shepherd guides me.
[00:51:34.680 --> 00:51:37.080]   For you are with me.
[00:51:37.080 --> 00:51:40.040]   Your rod and your staff, they comfort me.
[00:51:40.040 --> 00:51:46.840]   The reason why the shepherd holds the staff is to fight off the wolves who come to.
[00:51:46.840 --> 00:51:50.880]   So it was a it was a source of a weapon.
[00:51:50.880 --> 00:51:57.760]   But he said when he sees his strength, his rod, they comfort me because that rod is to protect them.
[00:51:58.880 --> 00:52:06.240]   His judgment, his righteousness, even at time discipline in the church, he said it comforts them because it's for their own good.
[00:52:06.240 --> 00:52:10.680]   You prepare a table, table before me in the presence of my enemies.
[00:52:10.680 --> 00:52:14.720]   I do not need to fear those who want to hurt me because my shepherd is with me.
[00:52:14.720 --> 00:52:17.120]   You have anointed my head with oil.
[00:52:17.120 --> 00:52:20.920]   In other words, I have been set apart for his service.
[00:52:20.920 --> 00:52:24.440]   And so my cup overflows.
[00:52:26.320 --> 00:52:31.520]   I pray that as we meditate and think about Christ as our door and him as our shepherd.
[00:52:31.520 --> 00:52:36.080]   And we ask ourselves, is my cup truly overflowing?
[00:52:36.080 --> 00:52:41.280]   Do I catch myself day to day overflowing gratitude for what I have?
[00:52:41.280 --> 00:52:48.840]   Or am I constantly thinking that only if I had this, only if I had that, only if I could get out, only if I can get a promotion.
[00:52:48.840 --> 00:52:51.360]   Is my cup overflowing?
[00:52:51.360 --> 00:52:53.480]   Are we experiencing this abundant life?
[00:52:55.120 --> 00:52:59.840]   And I think, again, with all the horrible things that may be going on around the world.
[00:52:59.840 --> 00:53:06.880]   That this time is God ordained for us to maybe take a step back to refocus our attention on our shepherd.
[00:53:06.880 --> 00:53:12.640]   And ask ourselves, am I going to the green pastures that he is leading me to?
[00:53:12.640 --> 00:53:16.680]   Or have I been drifting somewhere else?
[00:53:16.680 --> 00:53:23.000]   And let me leave you with this, and I've shared this so many times, I think some of you may have memorized it.
[00:53:24.960 --> 00:53:33.600]   When I was younger, my parents had this little clock in our living room and on it had a little proverb, not from the Bible.
[00:53:33.600 --> 00:53:35.640]   I think it was given to them as a gift.
[00:53:35.640 --> 00:53:41.280]   And on that it said, happiness is wanting what you have and not having what you want.
[00:53:41.280 --> 00:53:46.480]   Let me say that again. Happiness is wanting what you have and not having what you want.
[00:53:46.480 --> 00:53:54.440]   And I remember so many days sitting on my couch, angry about something, discontent about something.
[00:53:55.160 --> 00:53:59.200]   Maybe I got in a fight with my brothers or my mom punished me for something.
[00:53:59.200 --> 00:54:07.640]   And I'm just sitting there pouting and I'm looking at this clock and I would just, happiness is having what you want, not wanting what you have.
[00:54:07.640 --> 00:54:16.440]   Now, it got embedded into my psyche, not because I understood it, not because I was applying it, but because it was just right there.
[00:54:16.440 --> 00:54:17.920]   It was on the wall for years.
[00:54:19.360 --> 00:54:25.720]   Looking back at it now, and I think so much about how, where my discontent comes from.
[00:54:25.720 --> 00:54:36.360]   So much of my discontent comes from wanting to think that if I have what I want, that that's when I'm going to have abundant life.
[00:54:36.360 --> 00:54:42.040]   But the salvation that he gave us, every sheep of his already has.
[00:54:42.040 --> 00:54:48.160]   And when we recognize the value of what God has already given us, that's when we find life.
[00:54:49.160 --> 00:54:50.840]   That's when we find life abundantly.
[00:54:50.840 --> 00:54:59.960]   So I pray that again, there's all the distractions and everything else that again, not that you're not distracted, there's a lot of stuff to distract us even at home.
[00:54:59.960 --> 00:55:09.720]   But in the midst of this pandemic and when our normal life is not happening right now, that it'd be an opportunity for us to focus.
[00:55:09.720 --> 00:55:13.800]   What is it that I should be rejoicing in that I've kind of drifted from?
[00:55:13.800 --> 00:55:18.520]   And learn to restore that abundant life that God intended for us.
[00:55:18.520 --> 00:55:20.380]   Let's pray.

