
[00:00:00.000 --> 00:00:06.920]   [BLANK_AUDIO]
[00:40:34.920 --> 00:40:36.920]   He's going to take you out of your house.
[00:40:36.920 --> 00:40:38.920]   He's going to take you out of your house.
[00:40:38.920 --> 00:40:40.920]   He's going to take you out of your house.
[00:40:40.920 --> 00:40:42.920]   He's going to take you out of your house.
[00:40:42.920 --> 00:40:44.920]   He's going to take you out of your house.
[00:40:44.920 --> 00:40:46.920]   He's going to take you out of your house.
[00:40:46.920 --> 00:40:48.920]   He's going to take you out of your house.
[00:40:48.920 --> 00:40:50.920]   He's going to take you out of your house.
[00:40:50.920 --> 00:40:52.920]   He's going to take you out of your house.
[00:40:52.920 --> 00:40:54.920]   He's going to take you out of your house.
[00:40:54.920 --> 00:40:56.920]   He's going to take you out of your house.
[00:40:56.920 --> 00:40:58.920]   He's going to take you out of your house.
[00:40:58.920 --> 00:41:00.920]   He's going to take you out of your house.
[00:41:00.920 --> 00:41:02.920]   He's going to take you out of your house.
[00:41:02.920 --> 00:41:04.920]   He's going to take you out of your house.
[00:41:04.920 --> 00:41:06.920]   He's going to take you out of your house.
[00:41:06.920 --> 00:41:08.920]   He's going to take you out of your house.
[00:41:08.920 --> 00:41:10.920]   He's going to take you out of your house.
[00:41:10.920 --> 00:41:12.920]   He's going to take you out of your house.
[00:41:12.920 --> 00:41:14.920]   He's going to take you out of your house.
[00:41:14.920 --> 00:41:16.920]   He's going to take you out of your house.
[00:41:16.920 --> 00:41:18.920]   He's going to take you out of your house.
[00:41:18.920 --> 00:41:20.920]   He's going to take you out of your house.
[00:41:20.920 --> 00:41:22.920]   He's going to take you out of your house.
[00:41:22.920 --> 00:41:24.920]   He's going to take you out of your house.
[00:41:24.920 --> 00:41:26.920]   He's going to take you out of your house.
[00:41:26.920 --> 00:41:28.920]   He's going to take you out of your house.
[00:41:28.920 --> 00:41:30.920]   He's going to take you out of your house.
[00:41:30.920 --> 00:41:32.920]   He's going to take you out of your house.
[00:41:32.920 --> 00:41:34.920]   He's going to take you out of your house.
[00:41:34.920 --> 00:41:36.920]   He's going to take you out of your house.
[00:41:36.920 --> 00:41:38.920]   He's going to take you out of your house.
[00:41:38.920 --> 00:41:40.920]   He's going to take you out of your house.
[00:41:40.920 --> 00:41:42.920]   He's going to take you out of your house.
[00:41:42.920 --> 00:41:44.920]   He's going to take you out of your house.
[00:41:44.920 --> 00:41:46.920]   He's going to take you out of your house.
[00:41:46.920 --> 00:41:48.920]   He's going to take you out of your house.
[00:41:48.920 --> 00:41:50.920]   He's going to take you out of your house.
[00:41:50.920 --> 00:41:52.920]   He's going to take you out of your house.
[00:41:52.920 --> 00:41:54.920]   He's going to take you out of your house.
[00:41:54.920 --> 00:41:56.920]   He's going to take you out of your house.
[00:41:56.920 --> 00:41:58.920]   He's going to take you out of your house.
[00:41:58.920 --> 00:42:00.920]   He's going to take you out of your house.
[00:42:00.920 --> 00:42:02.920]   He's going to take you out of your house.
[00:42:02.920 --> 00:42:04.920]   He's going to take you out of your house.
[00:42:04.920 --> 00:42:06.920]   He's going to take you out of your house.
[00:42:06.920 --> 00:42:08.920]   He's going to take you out of your house.
[00:42:08.920 --> 00:42:10.920]   He's going to take you out of your house.
[00:42:10.920 --> 00:42:12.920]   He's going to take you out of your house.
[00:42:12.920 --> 00:42:14.920]   He's going to take you out of your house.
[00:42:14.920 --> 00:42:16.920]   He's going to take you out of your house.
[00:42:16.920 --> 00:42:18.920]   He's going to take you out of your house.
[00:42:18.920 --> 00:42:20.920]   He's going to take you out of your house.
[00:42:20.920 --> 00:42:22.920]   You're the man.
[00:42:22.920 --> 00:42:24.920]   You're the man, dude.
[00:42:24.920 --> 00:42:26.920]   You and your wife are the bomb.
[00:42:26.920 --> 00:42:28.920]   [laughter]
[00:42:28.920 --> 00:42:30.920]   Man.
[00:42:30.920 --> 00:42:32.920]   And here's what I'm saying.
[00:42:32.920 --> 00:42:34.920]   And then I looked at the age,
[00:42:34.920 --> 00:42:36.920]   the demographics.
[00:42:36.920 --> 00:42:38.920]   You ever did those demographics of 6.5 years
[00:42:38.920 --> 00:42:40.920]   is the average that everybody in Romania
[00:42:40.920 --> 00:42:42.920]   has been married.
[00:42:42.920 --> 00:42:44.920]   I was like, 6.5 years?
[00:42:44.920 --> 00:42:46.920]   That's what I'm talking about, man.
[00:42:46.920 --> 00:42:48.920]   And then the children.
[00:42:48.920 --> 00:42:50.920]   You guys have a lot of young children.
[00:42:50.920 --> 00:42:52.920]   Start doing this now.
[00:42:52.920 --> 00:42:56.920]   Set aside a time every day
[00:42:56.920 --> 00:42:58.920]   where you guys pray and you can start.
[00:42:58.920 --> 00:43:00.920]   Infants,
[00:43:00.920 --> 00:43:02.920]   go in there, make it a habit,
[00:43:02.920 --> 00:43:04.920]   a discipline.
[00:43:04.920 --> 00:43:06.920]   Honey, we're going to be by the crib
[00:43:06.920 --> 00:43:08.920]   and every single day by the crib we're going to pray
[00:43:08.920 --> 00:43:10.920]   and we're going to say memory verses
[00:43:10.920 --> 00:43:12.920]   over that baby.
[00:43:12.920 --> 00:43:14.920]   Start that now.
[00:43:14.920 --> 00:43:16.920]   Those of you who have no kids,
[00:43:16.920 --> 00:43:18.920]   don't just go into the evening
[00:43:18.920 --> 00:43:20.920]   just chilling, watching TV,
[00:43:20.920 --> 00:43:22.920]   what have you. No. Start that habit
[00:43:22.920 --> 00:43:24.920]   now. Okay, honey, it's 8.30,
[00:43:24.920 --> 00:43:26.920]   it's we time. We're going to come together,
[00:43:26.920 --> 00:43:28.920]   get in the Word, get in prayer,
[00:43:28.920 --> 00:43:30.920]   get in the rise, boom.
[00:43:30.920 --> 00:43:32.920]   Get it done in 15 minutes. Get it done in 30 minutes.
[00:43:32.920 --> 00:43:34.920]   But make it a habit now.
[00:43:34.920 --> 00:43:38.920]   Okay?
[00:43:38.920 --> 00:43:40.920]   That's what it looks like
[00:43:40.920 --> 00:43:42.920]   in so many ways for us
[00:43:42.920 --> 00:43:44.920]   has been to nourish.
[00:43:44.920 --> 00:43:46.920]   The other thing that He calls us
[00:43:46.920 --> 00:43:48.920]   to do is to cherish.
[00:43:48.920 --> 00:43:50.920]   Verse 29, "For no one ever hated his own flesh,
[00:43:50.920 --> 00:43:52.920]   but nourishes and
[00:43:52.920 --> 00:43:54.920]   cherishes it."
[00:43:54.920 --> 00:43:56.920]   Here we have the idea of providing
[00:43:56.920 --> 00:43:58.920]   heat, men.
[00:43:58.920 --> 00:44:00.920]   It's youth of a mother bird actually
[00:44:00.920 --> 00:44:02.920]   brooding over her nest.
[00:44:02.920 --> 00:44:04.920]   And here again, Paul uses
[00:44:04.920 --> 00:44:06.920]   a very unique word that he only
[00:44:06.920 --> 00:44:08.920]   uses one of the time in the New Testament
[00:44:08.920 --> 00:44:10.920]   and he uses it in the first lecture of
[00:44:10.920 --> 00:44:12.920]   Thessalonians. And there he reminds his
[00:44:12.920 --> 00:44:14.920]   readers that he and his fellow missionaries
[00:44:14.920 --> 00:44:16.920]   have "proved
[00:44:16.920 --> 00:44:18.920]   to be gentle among
[00:44:18.920 --> 00:44:20.920]   you as a nursing mother
[00:44:20.920 --> 00:44:22.920]   tenderly cares."
[00:44:22.920 --> 00:44:24.920]   That's the same word there.
[00:44:24.920 --> 00:44:26.920]   Tenderly cares, cherishes
[00:44:26.920 --> 00:44:28.920]   for her own children.
[00:44:28.920 --> 00:44:30.920]   So you're supposed to care for your wives
[00:44:30.920 --> 00:44:32.920]   tenderly, men.
[00:44:32.920 --> 00:44:34.920]   That's what it looks like for you to
[00:44:34.920 --> 00:44:36.920]   love your wife, to give yourself up
[00:44:36.920 --> 00:44:38.920]   for her. And Dr. Egbert in his book
[00:44:38.920 --> 00:44:40.920]   Love and Respect, he kind of helped me
[00:44:40.920 --> 00:44:42.920]   to understand what it looks like to cherish
[00:44:42.920 --> 00:44:44.920]   my wife. But before I go
[00:44:44.920 --> 00:44:46.920]   on there, again I think I said it before
[00:44:46.920 --> 00:44:48.920]   fellas, all those things that
[00:44:48.920 --> 00:44:50.920]   I outlined to you as far as what we try to do
[00:44:50.920 --> 00:44:52.920]   with our family, what have you, it's a mess.
[00:44:52.920 --> 00:44:54.920]   I eat all that in a bag
[00:44:54.920 --> 00:44:56.920]   of chips. It's all over the place.
[00:44:56.920 --> 00:44:58.920]   Sometimes we go one week, two
[00:44:58.920 --> 00:45:00.920]   weeks, three weeks. Wife is looking at me like
[00:45:00.920 --> 00:45:02.920]   "Man, we've said that for a month."
[00:45:02.920 --> 00:45:04.920]   That's just the reality.
[00:45:04.920 --> 00:45:06.920]   So I need to make sure that y'all don't think
[00:45:06.920 --> 00:45:08.920]   "Oh man, Pastor Craig, this movement, I'm
[00:45:08.920 --> 00:45:10.920]   never gonna know." But the point
[00:45:10.920 --> 00:45:12.920]   that I'm making is this, and this is what my wife said to me
[00:45:12.920 --> 00:45:14.920]   "But at least you're taking initiative,
[00:45:14.920 --> 00:45:16.920]   honey. At least I know that
[00:45:16.920 --> 00:45:18.920]   when we are off, that you're trying to come back to me."
[00:45:18.920 --> 00:45:20.920]   We may have been off the tracks for a while
[00:45:20.920 --> 00:45:22.920]   but we jumping back on, okay? So I need you guys
[00:45:22.920 --> 00:45:24.920]   to hear that. So wives, be patient with him.
[00:45:24.920 --> 00:45:26.920]   Okay? It's not going to be, you're going to
[00:45:26.920 --> 00:45:28.920]   be looking at him like "Pastor Craig, we're doing
[00:45:28.920 --> 00:45:30.920]   what it was warranted to do."
[00:45:30.920 --> 00:45:32.920]   Alright, so be up for it.
[00:45:32.920 --> 00:45:34.920]   Alright. Okay. Alright.
[00:45:34.920 --> 00:45:36.920]   Now here's what it looks like
[00:45:36.920 --> 00:45:38.920]   to cherish your wife, and this
[00:45:38.920 --> 00:45:40.920]   helped me. One, C.
[00:45:40.920 --> 00:45:42.920]   Closeness. Men,
[00:45:42.920 --> 00:45:44.920]   closeness.
[00:45:44.920 --> 00:45:46.920]   Women, they want to know, they want to
[00:45:46.920 --> 00:45:48.920]   be close to you.
[00:45:48.920 --> 00:45:50.920]   She wants to know that you
[00:45:50.920 --> 00:45:52.920]   want to be close. And I learned
[00:45:52.920 --> 00:45:54.920]   this the hard way when I first got married.
[00:45:54.920 --> 00:45:56.920]   For some years. We used to
[00:45:56.920 --> 00:45:58.920]   watch movies together. And when we were
[00:45:58.920 --> 00:46:00.920]   dating, we loved, enjoyed watching movies together.
[00:46:00.920 --> 00:46:02.920]   And, you know,
[00:46:02.920 --> 00:46:04.920]   it didn't seem like, I don't know why it didn't seem
[00:46:04.920 --> 00:46:06.920]   like we spent time together whenever we got to
[00:46:06.920 --> 00:46:08.920]   the movies and it was good. When we got married,
[00:46:08.920 --> 00:46:10.920]   and we started spending time together watching
[00:46:10.920 --> 00:46:12.920]   movies,
[00:46:12.920 --> 00:46:14.920]   why is it that an hour and a half movie
[00:46:14.920 --> 00:46:16.920]   would take five hours to get through?
[00:46:16.920 --> 00:46:18.920]   Or why would we just
[00:46:18.920 --> 00:46:20.920]   only get through like half
[00:46:20.920 --> 00:46:22.920]   of the movie?
[00:46:22.920 --> 00:46:24.920]   The reason why was because when I'm sitting there,
[00:46:24.920 --> 00:46:26.920]   we watch a movie, click play,
[00:46:26.920 --> 00:46:28.920]   and then like five minutes in,
[00:46:28.920 --> 00:46:30.920]   she'll click pause, and then start talking to me
[00:46:30.920 --> 00:46:32.920]   about something.
[00:46:32.920 --> 00:46:34.920]   [laughter]
[00:46:34.920 --> 00:46:38.920]   And so we...
[00:46:38.920 --> 00:46:40.920]   Okay, we're ready to get it.
[00:46:40.920 --> 00:46:42.920]   We're ready to get it.
[00:46:42.920 --> 00:46:44.920]   Play.
[00:46:44.920 --> 00:46:46.920]   Push and play, okay?
[00:46:46.920 --> 00:46:48.920]   And then 30 seconds,
[00:46:48.920 --> 00:46:50.920]   pause. What?
[00:46:50.920 --> 00:46:52.920]   What do you want?
[00:46:52.920 --> 00:46:54.920]   We gotta get through
[00:46:54.920 --> 00:46:56.920]   the movie. The point
[00:46:56.920 --> 00:46:58.920]   is to finish the movie.
[00:46:58.920 --> 00:47:00.920]   That's not the point for the women.
[00:47:00.920 --> 00:47:02.920]   [groans]
[00:47:02.920 --> 00:47:04.920]   See, that's the thing. We charge
[00:47:04.920 --> 00:47:06.920]   heels, right? We conquer. That's what we do.
[00:47:06.920 --> 00:47:08.920]   We gotta conquer the movie.
[00:47:08.920 --> 00:47:10.920]   [laughter]
[00:47:10.920 --> 00:47:12.920]   So I always felt just
[00:47:12.920 --> 00:47:14.920]   all incomplete.
[00:47:14.920 --> 00:47:16.920]   Like I didn't conquer the movie,
[00:47:16.920 --> 00:47:18.920]   and I'm restlessly like, "I didn't conquer the movie."
[00:47:18.920 --> 00:47:20.920]   [laughter]
[00:47:20.920 --> 00:47:22.920]   Then I had to change my perspective
[00:47:22.920 --> 00:47:24.920]   of what conquering looks like.
[00:47:24.920 --> 00:47:26.920]   Alright? Conquering is...
[00:47:26.920 --> 00:47:28.920]   [laughter]
[00:47:28.920 --> 00:47:30.920]   She just wanted to feel close.
[00:47:30.920 --> 00:47:32.920]   That's it. She wanted to feel close.
[00:47:32.920 --> 00:47:34.920]   And so my values said,
[00:47:34.920 --> 00:47:36.920]   "Okay, she wants closeness."
[00:47:36.920 --> 00:47:38.920]   So then going into the movie, I adjusted
[00:47:38.920 --> 00:47:40.920]   my expectations, and I started
[00:47:40.920 --> 00:47:42.920]   doing alright. I just said, "I'm just gonna get
[00:47:42.920 --> 00:47:44.920]   this and just put it right here. You can just put it right here.
[00:47:44.920 --> 00:47:46.920]   Me, I'm gonna put it in the DVD player."
[00:47:46.920 --> 00:47:48.920]   [laughter]
[00:47:48.920 --> 00:47:54.920]   The other way that you cherish a wife is openness.
[00:47:54.920 --> 00:47:56.920]   Openness.
[00:47:56.920 --> 00:47:58.920]   She wants you to be
[00:47:58.920 --> 00:48:00.920]   open with her.
[00:48:00.920 --> 00:48:02.920]   Okay? To share your
[00:48:02.920 --> 00:48:04.920]   passions.
[00:48:04.920 --> 00:48:06.920]   Your desires for the family,
[00:48:06.920 --> 00:48:08.920]   for children, your passions even at the
[00:48:08.920 --> 00:48:10.920]   job. Right? I mean,
[00:48:10.920 --> 00:48:12.920]   right when I walked in the door,
[00:48:12.920 --> 00:48:14.920]   "Honey, how was your day?"
[00:48:14.920 --> 00:48:16.920]   I'm a pastor. I do the same thing.
[00:48:16.920 --> 00:48:18.920]   I read the Bible. I talk to people about the
[00:48:18.920 --> 00:48:20.920]   Bible, and I try to live the Bible.
[00:48:20.920 --> 00:48:22.920]   That's all I'm doing. That's what I did today.
[00:48:22.920 --> 00:48:24.920]   What did you want me to do?
[00:48:24.920 --> 00:48:26.920]   "Oh, but I just want to know."
[00:48:26.920 --> 00:48:28.920]   So then, "Oh, why are you being so short
[00:48:28.920 --> 00:48:30.920]   with me?" It's always so short if you just
[00:48:30.920 --> 00:48:32.920]   know. "Oh,
[00:48:32.920 --> 00:48:34.920]   my goodness!"
[00:48:34.920 --> 00:48:36.920]   She wants you to be open.
[00:48:36.920 --> 00:48:38.920]   Just be open
[00:48:38.920 --> 00:48:40.920]   about it. Okay?
[00:48:40.920 --> 00:48:42.920]   Openness.
[00:48:42.920 --> 00:48:44.920]   The next one is understanding.
[00:48:44.920 --> 00:48:46.920]   The way you cherish her is by understanding.
[00:48:46.920 --> 00:48:48.920]   Don't try to fix her.
[00:48:48.920 --> 00:48:50.920]   Just listen.
[00:48:50.920 --> 00:48:52.920]   Just listen. "Shut up."
[00:48:52.920 --> 00:48:54.920]   Just listen. Okay?
[00:48:54.920 --> 00:48:56.920]   Stop trying to fix her.
[00:48:56.920 --> 00:48:58.920]   Again, I've gone through this trap all the time.
[00:48:58.920 --> 00:49:00.920]   Just before I was coming here, she was
[00:49:00.920 --> 00:49:02.920]   just stressed out about all these
[00:49:02.920 --> 00:49:04.920]   things, financially, all this good stuff.
[00:49:04.920 --> 00:49:06.920]   Right then, I'm trying to fix her.
[00:49:06.920 --> 00:49:08.920]   Then I'm 19 years
[00:49:08.920 --> 00:49:10.920]   kicked in. I'm a slow learner.
[00:49:10.920 --> 00:49:12.920]   I'm like, "Okay, I'm going to just..."
[00:49:12.920 --> 00:49:14.920]   She was like, "Honey, I just want you to listen to me.
[00:49:14.920 --> 00:49:16.920]   I just want you to listen to me. I identify with my pain
[00:49:16.920 --> 00:49:18.920]   right now." I'm like, "Okay. Let me just listen.
[00:49:18.920 --> 00:49:20.920]   I'm going to try to fix her."
[00:49:20.920 --> 00:49:22.920]   The other way that you cherish her is
[00:49:22.920 --> 00:49:24.920]   peacemaking.
[00:49:24.920 --> 00:49:26.920]   This is hard for me. Fellas,
[00:49:26.920 --> 00:49:28.920]   take the initiative
[00:49:28.920 --> 00:49:30.920]   to bring peace no matter
[00:49:30.920 --> 00:49:32.920]   who's in the wrong.
[00:49:32.920 --> 00:49:34.920]   That's hard for me. Especially
[00:49:34.920 --> 00:49:36.920]   if I thought she was wrong because I'm
[00:49:36.920 --> 00:49:38.920]   always right.
[00:49:38.920 --> 00:49:40.920]   So why I got to take the initiative?
[00:49:40.920 --> 00:49:42.920]   Okay?
[00:49:42.920 --> 00:49:44.920]   That's what it looks like for you to lead.
[00:49:44.920 --> 00:49:46.920]   Be the peacemaker.
[00:49:46.920 --> 00:49:48.920]   She always says
[00:49:48.920 --> 00:49:50.920]   to me, "When I know there isn't peace, Ray,
[00:49:50.920 --> 00:49:52.920]   are you just going to let things linger?"
[00:49:52.920 --> 00:49:54.920]   I came to you
[00:49:54.920 --> 00:49:56.920]   and you still... When were you
[00:49:56.920 --> 00:49:58.920]   going to say something? Was it going to be a week,
[00:49:58.920 --> 00:50:00.920]   two weeks, a month?
[00:50:00.920 --> 00:50:02.920]   I'm like, "Ah, man. That's my bad."
[00:50:02.920 --> 00:50:04.920]   The next way
[00:50:04.920 --> 00:50:06.920]   that you cherish is loyalty.
[00:50:06.920 --> 00:50:08.920]   She needs you to know
[00:50:08.920 --> 00:50:10.920]   that she's your priority.
[00:50:10.920 --> 00:50:12.920]   She is your
[00:50:12.920 --> 00:50:14.920]   priority. Again, I learned
[00:50:14.920 --> 00:50:16.920]   this the hard way. We were playing a family game
[00:50:16.920 --> 00:50:18.920]   with a family.
[00:50:18.920 --> 00:50:20.920]   We were all playing it. Again,
[00:50:20.920 --> 00:50:22.920]   me being the conqueror guy, we got into
[00:50:22.920 --> 00:50:24.920]   this game. My wife
[00:50:24.920 --> 00:50:26.920]   doesn't like being put on the spot.
[00:50:26.920 --> 00:50:28.920]   She doesn't like impromptu kind of
[00:50:28.920 --> 00:50:30.920]   games. She's a planner.
[00:50:30.920 --> 00:50:32.920]   So I have to sit down.
[00:50:32.920 --> 00:50:34.920]   Even when we'll have counseling sessions,
[00:50:34.920 --> 00:50:36.920]   I have to sit down with her and say,
[00:50:36.920 --> 00:50:38.920]   "This is what we're going to talk about.
[00:50:38.920 --> 00:50:40.920]   This is how we're going to talk about it. Let's plan
[00:50:40.920 --> 00:50:42.920]   this whole thing out." Okay? Before
[00:50:42.920 --> 00:50:44.920]   we sit with a couple or with an individual.
[00:50:44.920 --> 00:50:46.920]   We're playing this game.
[00:50:46.920 --> 00:50:48.920]   It's one
[00:50:48.920 --> 00:50:50.920]   of those types of games where it's kind of impromptu.
[00:50:50.920 --> 00:50:52.920]   You just have to come up with stuff. So I'm like,
[00:50:52.920 --> 00:50:54.920]   "Let's do it. Let's do this."
[00:50:54.920 --> 00:50:56.920]   All of her family was like, "Come on, man. Let's do it."
[00:50:56.920 --> 00:50:58.920]   I was like, "No. I don't want to play."
[00:50:58.920 --> 00:51:00.920]   I'm like, "Yeah. Let's do it, y'all. Let's do it."
[00:51:00.920 --> 00:51:02.920]   She's like, "No. No. I don't want to play."
[00:51:02.920 --> 00:51:04.920]   I'm like, "Honey, come on, man. We can win this.
[00:51:04.920 --> 00:51:06.920]   We got this. Let's do this.
[00:51:06.920 --> 00:51:08.920]   We're the costliest in the house."
[00:51:08.920 --> 00:51:10.920]   She's like, "What do you mean?"
[00:51:10.920 --> 00:51:12.920]   "Well, don't you have more
[00:51:12.920 --> 00:51:14.920]   than one kid of your own?"
[00:51:14.920 --> 00:51:20.920]   Oh, man.
[00:51:20.920 --> 00:51:22.920]   Later on,
[00:51:22.920 --> 00:51:24.920]   she said, "I just wanted you to know
[00:51:24.920 --> 00:51:26.920]   out of everybody in the room that you
[00:51:26.920 --> 00:51:28.920]   have my back. I didn't want to play
[00:51:28.920 --> 00:51:30.920]   the game. I don't like games
[00:51:30.920 --> 00:51:32.920]   like that."
[00:51:32.920 --> 00:51:34.920]   Next.
[00:51:34.920 --> 00:51:36.920]   And lastly, esteem.
[00:51:36.920 --> 00:51:38.920]   The way you cherish her
[00:51:38.920 --> 00:51:40.920]   is don't stop cherishing her
[00:51:40.920 --> 00:51:42.920]   like the original
[00:51:42.920 --> 00:51:44.920]   Nike Air Force.
[00:51:44.920 --> 00:51:48.920]   So, fellas, this is what I want you to ask yourselves
[00:51:48.920 --> 00:51:50.920]   this weekend. Go to your wallets.
[00:51:50.920 --> 00:51:52.920]   I want you to go to your wallets.
[00:51:52.920 --> 00:51:54.920]   And the reason I'm saying this weekend is because
[00:51:54.920 --> 00:51:56.920]   I want this stuff done here.
[00:51:56.920 --> 00:51:58.920]   You're here for this.
[00:51:58.920 --> 00:52:00.920]   Once you guys get home, hit the door,
[00:52:00.920 --> 00:52:02.920]   all the emails and all of this
[00:52:02.920 --> 00:52:04.920]   stuff's coming,
[00:52:04.920 --> 00:52:06.920]   ask her, "How can I love you better?
[00:52:08.920 --> 00:52:10.920]   How can I cherish you
[00:52:10.920 --> 00:52:12.920]   and nourish you better?"
[00:52:12.920 --> 00:52:14.920]   And ladies, don't break out
[00:52:14.920 --> 00:52:16.920]   from this room. I was waiting for you to say that.
[00:52:16.920 --> 00:52:18.920]   Here it is.
[00:52:18.920 --> 00:52:20.920]   Okay?
[00:52:20.920 --> 00:52:22.920]   Just give him one way.
[00:52:22.920 --> 00:52:24.920]   Just one.
[00:52:24.920 --> 00:52:26.920]   One way he can nourish.
[00:52:26.920 --> 00:52:28.920]   One way he can cherish.
[00:52:28.920 --> 00:52:30.920]   Okay?
[00:52:30.920 --> 00:52:32.920]   Alright, those are the rules.
[00:52:32.920 --> 00:52:34.920]   You guys hanging in there? I told you it was a lot.
[00:52:34.920 --> 00:52:36.920]   But I want to make this practical.
[00:52:36.920 --> 00:52:38.920]   I want to make this practical.
[00:52:38.920 --> 00:52:40.920]   I want to make this practical.
[00:52:40.920 --> 00:52:42.920]   I want to make this practical.
[00:52:42.920 --> 00:52:44.920]   I want to make this practical.
[00:52:44.920 --> 00:52:46.920]   I want to make this practical.
[00:52:46.920 --> 00:52:48.920]   I want to make this practical.
[00:52:48.920 --> 00:52:50.920]   I want to make this practical.
[00:52:50.920 --> 00:52:52.920]   I want to make this practical.
[00:52:52.920 --> 00:52:54.920]   I want to make this practical.
[00:52:54.920 --> 00:52:56.920]   I want to make this practical.
[00:52:56.920 --> 00:52:58.920]   I want to make this practical.
[00:52:58.920 --> 00:53:00.920]   I want to make this practical.
[00:53:00.920 --> 00:53:02.920]   I want to make this practical.
[00:53:02.920 --> 00:53:04.920]   I want to make this practical.
[00:53:04.920 --> 00:53:07.340]   Verse 30, verse 30.
[00:53:07.340 --> 00:53:10.720]   "Because we are members of his body."
[00:53:10.720 --> 00:53:14.120]   31 "therefore, a man shall leave his father
[00:53:14.120 --> 00:53:17.240]   and mother and hold fast,"
[00:53:17.240 --> 00:53:18.320]   everybody say hold fast.
[00:53:18.320 --> 00:53:19.440]   Hold fast.
[00:53:19.440 --> 00:53:22.640]   "To his wife and the two shall become one flesh."
[00:53:22.640 --> 00:53:23.600]   Everybody say one flesh.
[00:53:23.600 --> 00:53:24.440]   One flesh.
[00:53:24.440 --> 00:53:29.780]   The nature of your relationship according to God,
[00:53:29.780 --> 00:53:34.780]   your marital relationship, is oneness and permanent.
[00:53:34.780 --> 00:53:39.780]   The nature, the make of, what it consists of ultimately
[00:53:39.780 --> 00:53:45.900]   at its bottom, the essence, is oneness and permanence.
[00:53:45.900 --> 00:53:50.380]   Turn with me real quick to Genesis chapter two.
[00:53:50.380 --> 00:53:53.000]   Genesis chapter two.
[00:53:53.000 --> 00:54:01.720]   Starting at verse 20.
[00:54:01.720 --> 00:54:03.820]   Genesis two, starting at verse 20.
[00:54:03.820 --> 00:54:04.980]   Let's read it.
[00:54:04.980 --> 00:54:14.160]   The man gave names to all livestock
[00:54:14.160 --> 00:54:15.360]   and to the birds of the heavens
[00:54:15.360 --> 00:54:16.600]   and to every beast of the field.
[00:54:16.600 --> 00:54:21.600]   But for Adam, there was not found a helper fit for him.
[00:54:21.600 --> 00:54:25.600]   So the Lord God caused a deep sleep to fall upon the man
[00:54:25.600 --> 00:54:29.420]   and while he slept, took one of his ribs
[00:54:29.420 --> 00:54:34.420]   and closed up its place with flesh.
[00:54:34.420 --> 00:54:40.400]   Now, God took one of his ribs, it says, to make Eve.
[00:54:40.400 --> 00:54:46.920]   Now when we hear rib, we may think of kind of
[00:54:46.920 --> 00:54:49.480]   an isolated bone, like one bone.
[00:54:49.480 --> 00:54:54.160]   Yet the Hebrew conception here of the rib
[00:54:54.160 --> 00:54:58.640]   indicates really the entire area of the ribs.
[00:54:59.460 --> 00:55:02.900]   Including the muscles and the flesh.
[00:55:02.900 --> 00:55:06.220]   The entire rib cage.
[00:55:06.220 --> 00:55:12.580]   So when it says that God took a rib out of its side,
[00:55:12.580 --> 00:55:17.660]   it literally means that God divided Adam in half,
[00:55:17.660 --> 00:55:20.440]   if you will, to make one.
[00:55:20.440 --> 00:55:25.700]   What's more about Genesis two is as we go on
[00:55:25.700 --> 00:55:30.700]   in the rib, verse 22, that the Lord had taken
[00:55:30.700 --> 00:55:35.380]   from the man he made, everybody say made.
[00:55:35.380 --> 00:55:38.020]   Into a woman and brought her to the man.
[00:55:38.020 --> 00:55:42.820]   Made means to build.
[00:55:42.820 --> 00:55:48.860]   So literally, God cut Adam in half
[00:55:48.860 --> 00:55:52.580]   and he built Adam into Eve.
[00:55:55.420 --> 00:55:58.980]   This is why Paul said in verse 28 of Ephesians,
[00:55:58.980 --> 00:56:03.820]   chapter five, to love your wife is to love yourself.
[00:56:03.820 --> 00:56:07.860]   You see, here's oneness defined.
[00:56:07.860 --> 00:56:13.980]   Oneness building into the other,
[00:56:13.980 --> 00:56:17.340]   they both shared the same image, God.
[00:56:17.340 --> 00:56:21.220]   They both shared the same flesh, Adam's rib.
[00:56:21.220 --> 00:56:25.380]   They both had the same position, dominion.
[00:56:25.380 --> 00:56:30.020]   God gave them both one calling, dominion.
[00:56:30.020 --> 00:56:34.500]   Both shared the same resources in the garden
[00:56:34.500 --> 00:56:38.380]   and both shared the same purpose.
[00:56:38.380 --> 00:56:40.260]   Be fruitful in what?
[00:56:40.260 --> 00:56:42.900]   Multiply.
[00:56:42.900 --> 00:56:44.360]   Oneness.
[00:56:44.360 --> 00:56:48.540]   I've seen this and experienced it.
[00:56:48.540 --> 00:56:53.540]   My wife, one time she was at a pastor's wives
[00:56:53.540 --> 00:56:56.500]   with one of the professor's wives in Taube.
[00:56:56.500 --> 00:57:02.780]   And she was talking to her mentor
[00:57:02.780 --> 00:57:05.220]   and she said something like,
[00:57:05.220 --> 00:57:08.060]   dog, I just couldn't, and she kind of perked up.
[00:57:08.060 --> 00:57:11.180]   My wife is white, for those of you who don't know.
[00:57:11.180 --> 00:57:13.700]   And so she kind of looked, it's like, dog,
[00:57:13.700 --> 00:57:16.620]   and my wife was like, whoa, where'd that come from?
[00:57:16.620 --> 00:57:18.580]   (audience laughing)
