
[00:00:00.000 --> 00:00:05.440]   Good morning.
[00:45:29.220 --> 00:45:30.220]   Go to the infield."
[00:45:30.220 --> 00:45:36.100]   Then, from the infield, I had to pitch.
[00:45:36.100 --> 00:45:38.100]   It goes by quick.
[00:45:38.100 --> 00:45:42.740]   Literally, it feels like a mist.
[00:45:42.740 --> 00:45:48.380]   The danger is, when you're young, you don't see time as something valuable.
[00:45:48.380 --> 00:45:53.780]   Instead of investing your time, you just spend your time.
[00:45:53.780 --> 00:45:59.460]   Next thing you know, 10, 20, 30, 40 years go by, and then you're trying to tell your
[00:45:59.460 --> 00:46:01.300]   kids, "Don't do that.
[00:46:01.300 --> 00:46:04.820]   Don't make the mistake that I made."
[00:46:04.820 --> 00:46:06.980]   Be wise.
[00:46:06.980 --> 00:46:09.620]   Listen to counsel early.
[00:46:09.620 --> 00:46:13.260]   At your deathbed, what would you tell yourself?
[00:46:13.260 --> 00:46:18.740]   When you're in your 30s and 40s, you're so busy taking care of kids.
[00:46:18.740 --> 00:46:20.060]   You can't wait until the next day.
[00:46:20.060 --> 00:46:21.060]   "Oh, the kids.
[00:46:21.060 --> 00:46:24.540]   Once they go to school, I would have some free time."
[00:46:24.540 --> 00:46:26.660]   You're so busy.
[00:46:26.660 --> 00:46:32.540]   That's when the rat race really is full force.
[00:46:32.540 --> 00:46:38.540]   It's interesting that, whenever we compare morality, we always compare with people who
[00:46:38.540 --> 00:46:39.860]   are worse than us.
[00:46:39.860 --> 00:46:44.740]   It's like, "Yeah, Ian, I know I cheat, but at least I didn't kill anybody."
[00:46:44.740 --> 00:46:46.460]   You know what I mean?
[00:46:46.460 --> 00:46:50.620]   Whenever we compare morality, we always choose somebody who's worse than us.
[00:46:50.620 --> 00:46:51.620]   "At least I'm not like them.
[00:46:51.620 --> 00:46:58.260]   I know I'm not the best Christian, but at least I go to church."
[00:46:58.260 --> 00:47:02.060]   For whatever reason, when it comes to money, we always compare with people above us.
[00:47:02.060 --> 00:47:04.020]   We're all filthy rich.
[00:47:04.020 --> 00:47:06.340]   We're just like, "Man, I have more than them."
[00:47:06.340 --> 00:47:11.260]   Usually, it's like, "I don't have as much as that guy."
[00:47:11.260 --> 00:47:16.620]   For morality, we compare with people worse than us because it makes us feel better.
[00:47:16.620 --> 00:47:20.100]   When it comes to finances, we're always comparing with people who have more than us.
[00:47:20.100 --> 00:47:23.620]   Even if we're filthy rich, we never feel rich.
[00:47:23.620 --> 00:47:28.740]   That's a tendency during that period of 30, 40, where we use the excuse of, "Well, it's
[00:47:28.740 --> 00:47:29.740]   for my children.
[00:47:29.740 --> 00:47:30.740]   It's for our families.
[00:47:30.740 --> 00:47:31.740]   It's for our security.
[00:47:31.740 --> 00:47:32.740]   It's for safety."
[00:47:32.740 --> 00:47:42.140]   You invest all that time pursuing worldly things, convinced that it's for godliness.
[00:47:42.140 --> 00:47:46.300]   Then that time passes.
[00:47:46.300 --> 00:47:48.540]   You know what happens?
[00:47:48.540 --> 00:47:51.100]   Bitter roots.
[00:47:51.100 --> 00:47:54.500]   It was not founded upon Christ.
[00:47:54.500 --> 00:47:59.060]   Christian and non-Christian use the same reasoning to pursue the world.
[00:47:59.060 --> 00:48:06.020]   Then, when you get older, the temptation is, "I'm old now.
[00:48:06.020 --> 00:48:10.020]   About to retire, or I am retired."
[00:48:10.020 --> 00:48:13.740]   Those are for kids, college kids, passionately.
[00:48:13.740 --> 00:48:15.940]   Street evangelism, that's for kids.
[00:48:15.940 --> 00:48:19.980]   Passionately making disciples, going on missions.
[00:48:19.980 --> 00:48:22.860]   That's what young people do.
[00:48:22.860 --> 00:48:29.900]   So we have a tendency to kind of have a retired mindset, and then just enjoy life, talk about
[00:48:29.900 --> 00:48:30.900]   what we used to do.
[00:48:30.900 --> 00:48:33.900]   Esther always says my favorite word is "used to."
[00:48:33.900 --> 00:48:35.260]   "I used to do that.
[00:48:35.260 --> 00:48:37.060]   I used to do this."
[00:48:37.060 --> 00:48:42.540]   That's the temptation when we get older, as if the race is already over, and we're just
[00:48:42.540 --> 00:48:45.060]   waiting to get to heaven.
[00:48:45.060 --> 00:48:55.260]   In every stage of life, our enemy plants seeds in our heads, to ultimately to do what?
[00:48:55.260 --> 00:49:00.380]   To stop passionately pursuing this grace of God.
[00:49:00.380 --> 00:49:05.740]   That's what he means when he says, "Let no one fall short of the grace of God."
[00:49:05.740 --> 00:49:10.020]   This is a command not to treat the grace of God lightly.
[00:49:10.020 --> 00:49:16.620]   Take seriously that this period of time that we have, in light of eternity, there's nothing
[00:49:16.620 --> 00:49:25.000]   more important that we must do than to give all our attention for God's glory.
[00:49:25.000 --> 00:49:27.800]   That the lost in Christ may come to Christ.
[00:49:27.800 --> 00:49:32.680]   That those who do not know Christ may hear the voice of God, and they also would come.
[00:49:32.680 --> 00:49:37.380]   Those who have given themselves to false Christianity in the church, that they would be waken up
[00:49:37.380 --> 00:49:43.180]   from their slumber, and to meet the God of life.
[00:49:43.180 --> 00:49:49.340]   Those of you who are fatigued, to persevere, to re-examine the glory that opened your eyes,
[00:49:49.340 --> 00:49:51.940]   that caused you to come to him.
[00:49:51.940 --> 00:49:58.580]   That we would continue to strive, wherever we are, to see Christ, and to Christ alone.
[00:49:58.580 --> 00:50:04.580]   Fix your eyes upon Christ, the author and the perfecter of our faith.
[00:50:04.580 --> 00:50:07.860]   Let's pray.
[00:50:07.860 --> 00:50:15.900]   Again, as our worship team comes, I want to invite you to take some time to pray, examine,
[00:50:15.900 --> 00:50:23.180]   and if you are an unbeliever, at least ask and seek.
[00:50:23.180 --> 00:50:28.220]   Maybe at the end of this, you might come to the conclusion that this is the biggest lie.
[00:50:28.220 --> 00:50:31.620]   But to pursue, to seek, to ask.
[00:50:31.620 --> 00:50:38.580]   And if all this is true, that God is offering salvation to you, and all he asks is that
[00:50:38.580 --> 00:50:45.720]   you recognize that you have fallen, that you are in desperate need of his forgiveness.
[00:50:45.720 --> 00:50:53.020]   To confess your sins, ask God for forgiveness, receive this grace.
[00:50:53.020 --> 00:51:00.520]   Those of you who are nominal Christians, and you committed, you committed to have the best
[00:51:00.520 --> 00:51:09.420]   of this world, and to the best of God, knowing full well the Bible says it is impossible.
[00:51:09.420 --> 00:51:14.060]   You cannot serve mammon and God at the same time.
[00:51:14.060 --> 00:51:19.980]   To take a step back, examine, where is my faith, what do I believe?
[00:51:19.980 --> 00:51:21.540]   And to pursue Christ with all our might.
[00:51:21.540 --> 00:51:26.700]   And those of you who are fatigued, have you forgotten what it is that you have in Christ?
[00:51:26.700 --> 00:51:31.900]   When was the last time you truly celebrated your salvation, the son of God?
[00:51:31.900 --> 00:51:38.500]   When was the last time you closed your eyes just to thank God for what he's done already?
[00:51:38.500 --> 00:51:42.500]   Let's take some time to pray as our worship team leads us.
[00:51:42.500 --> 00:51:42.740]   Let's pray.
[00:51:42.740 --> 00:51:52.740]   [BLANK_AUDIO]

