
[00:00:00.000 --> 00:00:10.000]   I know nothing but the blood of Jesus.
[01:32:24.000 --> 01:32:30.000]   Let's pray.
[01:32:30.000 --> 01:32:40.000]   Lord, for us, God, we pray that all of the examples we see in Scripture would be inspirational to us.
[01:32:40.000 --> 01:32:51.000]   God, I pray that we would go above and beyond what is simply required, so that, Lord, from our own volition, and yes, God, from our own heart and joy,
[01:32:51.000 --> 01:32:56.000]   God, you would be pleased by us going above and beyond just simply the call of duty.
[01:32:56.000 --> 01:33:05.000]   I do pray that in the way that we show grace, God, teach us to treat people far above what they deserve,
[01:33:05.000 --> 01:33:10.000]   because, God, you have lavished us with love far and above what we deserve.
[01:33:10.000 --> 01:33:14.000]   So, God, we thank you and praise you. It's in Christ's name. Amen.
[01:33:14.000 --> 01:33:23.000]   Okay, so with next week being the very last week, we're going to be studying verses 21 through 25.
[01:33:23.000 --> 01:33:34.000]   Please make sure you try to review the entirety of the chapter, and then I'm going to, when we come back, try and do like an audience participation,
[01:33:34.000 --> 01:33:40.000]   like, this segment was this, this segment was that, and I may just randomly call on some people, okay?
[01:33:40.000 --> 01:33:50.000]   Now, I'm kidding, I'm kidding. The next thing is, like I mentioned last week, just so that this group, our Wednesday group,
[01:33:50.000 --> 01:33:56.000]   we're going to be able to prepare for our next session well, I wanted to take sign-ups prior to it actually ending,
[01:33:56.000 --> 01:33:58.000]   so that you're here thinking about it.
[01:33:58.000 --> 01:34:07.000]   You can go directly on your computers or phones to this link, or as you guys exit, we have some QR codes right by the entry,
[01:34:07.000 --> 01:34:11.000]   and you can just take a snapshot of that, go home, and sign up for it, okay?
[01:34:11.000 --> 01:34:21.000]   The sign-up link, for those of you guys who may be trying to transfer into a home group, use this sign-up link to do that.
[01:34:21.000 --> 01:34:26.000]   We have to do a lot more filtering and placement for home groups,
[01:34:26.000 --> 01:34:32.000]   and so anybody who is doing home groups already, they're going to just recommit with their home group leader,
[01:34:32.000 --> 01:34:36.000]   but anybody who's new has to do the sign-up sheet, okay?
[01:34:36.000 --> 01:34:40.000]   All right, so then the discussion questions for tonight are, you know,
[01:34:40.000 --> 01:34:46.000]   do you think trust and confidence in someone's character is required to treat them well?
[01:34:46.000 --> 01:34:51.000]   Let's meditate on how to treat someone much better than they deserve, and what's the key to doing that.
[01:34:51.000 --> 01:34:59.000]   Number two, please explain, is it okay to forgive somebody, but not want much to do with him afterwards?
[01:34:59.000 --> 01:35:04.000]   I mean, is it always the case, every time, it's like, no, you have to just embrace him with open arms,
[01:35:04.000 --> 01:35:07.000]   let them come into your home, eat your food, and become best friends,
[01:35:07.000 --> 01:35:15.000]   or are there contexts and situations where, you know, you can resolve, but go your separate way, et cetera?
[01:35:15.000 --> 01:35:22.000]   Number three, how would our sacrifice and reconciliation be different if we were asking not, you know,
[01:35:22.000 --> 01:35:26.000]   like, what do I have to do, but instead we're asking what refreshes God?
[01:35:26.000 --> 01:35:32.000]   Number four, who do you feel personally a debt of love towards, you know?
[01:35:32.000 --> 01:35:37.000]   When were times that you felt so grateful you wanted to repay for somebody?
[01:35:37.000 --> 01:35:40.000]   This is an opportunity to just thank your small group leader and show them--
[01:35:40.000 --> 01:35:43.000]   I'm just kidding. I'm kidding, I'm kidding.
[01:35:43.000 --> 01:35:47.000]   All right, so that's it from slides for me.
[01:35:47.000 --> 01:35:51.000]   All right, guys, you guys can go to your discussion groups to wrap up.
[01:35:51.000 --> 01:36:01.000]   [BLANK_AUDIO]

