
[00:00:00.000 --> 00:00:02.500]   (organ music)
[00:53:10.780 --> 00:53:11.780]   you know what He has to do?
[00:53:11.780 --> 00:53:13.780]   Do nothing.
[00:53:13.780 --> 00:53:15.780]   Do nothing.
[00:53:15.780 --> 00:53:17.780]   It's like a drug addict
[00:53:17.780 --> 00:53:20.780]   that has nobody around him cares
[00:53:20.780 --> 00:53:25.780]   and just let him do what he wants to do.
[00:53:25.780 --> 00:53:28.780]   And the judgment of the choices that he's making
[00:53:28.780 --> 00:53:31.780]   is going to be obvious.
[00:53:31.780 --> 00:53:35.780]   All God has to do is to be indifferent toward us,
[00:53:35.780 --> 00:53:37.780]   and we would be consumed.
[00:53:37.780 --> 00:53:38.780]   The reason why you and I are here
[00:53:38.780 --> 00:53:40.780]   is because He's not indifferent toward us.
[00:53:40.780 --> 00:53:44.780]   The Bible says repeatedly that He has compassion.
[00:53:44.780 --> 00:53:46.780]   In fact, everything Jesus did, the Bible says,
[00:53:46.780 --> 00:53:49.780]   He did it because of compassion.
[00:53:49.780 --> 00:53:50.780]   Matthew 14, 14,
[00:53:50.780 --> 00:53:52.780]   "When He went ashore, He saw a large crowd
[00:53:52.780 --> 00:53:55.780]   and felt compassion for them, and He healed their sick."
[00:53:55.780 --> 00:53:57.780]   And over and over again, the Bible says,
[00:53:57.780 --> 00:53:58.780]   the reason why He did that--
[00:53:58.780 --> 00:54:03.780]   I mean, Jesus was so tired.
[00:54:03.780 --> 00:54:05.780]   I mean, if anybody deserved a rest,
[00:54:05.780 --> 00:54:07.780]   to just break away and stop ministry,
[00:54:07.780 --> 00:54:11.780]   I mean, He decided that He was going to go to the cross.
[00:54:11.780 --> 00:54:13.780]   If He did nothing, if He didn't heal anybody,
[00:54:13.780 --> 00:54:15.780]   just enough so that they can say,
[00:54:15.780 --> 00:54:17.780]   "Oh, He has power," and then went to the cross,
[00:54:17.780 --> 00:54:18.780]   that would have been enough.
[00:54:18.780 --> 00:54:19.780]   But it says, everything He did,
[00:54:19.780 --> 00:54:21.780]   He was moved by compassion.
[00:54:21.780 --> 00:54:25.780]   When He saw their suffering, He was moved.
[00:54:25.780 --> 00:54:30.780]   Because He was moved, He tirelessly did ministry.
[00:54:30.780 --> 00:54:33.780]   Matthew 15, 32, "Jesus called His disciples to Him and said,
[00:54:33.780 --> 00:54:35.780]   'I feel compassion for these people,
[00:54:35.780 --> 00:54:37.780]   because they have remained with Me now three days
[00:54:37.780 --> 00:54:38.780]   and have nothing to eat,
[00:54:38.780 --> 00:54:40.780]   and I do not want to send them away hungry,
[00:54:40.780 --> 00:54:42.780]   for they might faint on the way.'"
[00:54:42.780 --> 00:54:46.780]   Even their hunger, He had compassion on them.
[00:54:46.780 --> 00:54:49.780]   At Lazarus' grave, even though He was about to raise them,
[00:54:49.780 --> 00:54:51.780]   He weeps in front of them
[00:54:51.780 --> 00:54:54.780]   because He sees the suffering of mankind.
[00:54:54.780 --> 00:54:57.780]   Even as they reject Him, as He's going into Jerusalem,
[00:54:57.780 --> 00:54:59.780]   even as He knows that He's going to be crucified
[00:54:59.780 --> 00:55:01.780]   at the end of that week,
[00:55:01.780 --> 00:55:04.780]   He weeps for Israel because of their sin
[00:55:04.780 --> 00:55:06.780]   and the judgment that's coming upon them
[00:55:06.780 --> 00:55:08.780]   because of what's about to happen.
[00:55:08.780 --> 00:55:10.780]   Everything that you and I have
[00:55:10.780 --> 00:55:14.780]   is because He was compassionate toward us.
[00:55:14.780 --> 00:55:20.780]   So when He says, "Pick up your cross and follow Me,"
[00:55:20.780 --> 00:55:22.780]   the path that He wants us to follow,
[00:55:22.780 --> 00:55:25.780]   yes, there is suffering, there's sacrifice,
[00:55:25.780 --> 00:55:27.780]   but the path that He wants us to walk along with Him
[00:55:27.780 --> 00:55:30.780]   is why He picked up the cross.
[00:55:30.780 --> 00:55:32.780]   Not just the fact that He picked up the cross,
[00:55:32.780 --> 00:55:33.780]   but why He picked up the cross.
[00:55:33.780 --> 00:55:38.780]   He picked up the cross because He had compassion for sinners.
[00:55:38.780 --> 00:55:41.780]   So why do we need to pray?
[00:55:41.780 --> 00:55:44.780]   Yes, we pray when we're sick.
[00:55:44.780 --> 00:55:45.780]   We pray when there's need.
[00:55:45.780 --> 00:55:47.780]   We pray when we're lonely.
[00:55:47.780 --> 00:55:50.780]   We pray because we need financial help.
[00:55:50.780 --> 00:55:52.780]   Our family's not the way that we want.
[00:55:52.780 --> 00:55:53.780]   Yes, all these things we want to pray,
[00:55:53.780 --> 00:55:56.780]   but the primary reason why God calls us to pray
[00:55:56.780 --> 00:56:01.780]   is the same reason why Jesus prays.
[00:56:01.780 --> 00:56:06.780]   He prays because He was compassionate toward us.
[00:56:06.780 --> 00:56:08.780]   When He says, "Abide in My word,"
[00:56:08.780 --> 00:56:10.780]   if you abide in My word, ask whatever you wish.
[00:56:10.780 --> 00:56:14.780]   What is it that He wants us to abide in?
[00:56:14.780 --> 00:56:17.780]   Just be pure? Be the poor?
[00:56:17.780 --> 00:56:19.780]   Yes, all that is true.
[00:56:19.780 --> 00:56:25.780]   But what's the primary thing that Jesus wanted His disciples to abide in?
[00:56:25.780 --> 00:56:27.780]   He said, "Son of man, did not come to be served, but to serve,
[00:56:27.780 --> 00:56:29.780]   and to give His life as a ransom for many."
[00:56:29.780 --> 00:56:31.780]   So when He told His disciples to abide in Me,
[00:56:31.780 --> 00:56:35.780]   He's telling them to do what I do when I leave.
[00:56:35.780 --> 00:56:37.780]   Do what I do when I leave.
[00:56:37.780 --> 00:56:40.780]   So what is the primary thing that He wants us to abide in
[00:56:40.780 --> 00:56:42.780]   so that He can answer our prayers?
[00:56:42.780 --> 00:56:46.780]   It's to pursue sinners.
[00:56:46.780 --> 00:56:51.780]   That's the primary way that we are to abide in Christ.
[00:56:51.780 --> 00:56:54.780]   So when you pray for the lost, He says, "I will answer you,
[00:56:54.780 --> 00:56:57.780]   because that's exactly what I want you to do.
[00:56:57.780 --> 00:57:01.780]   I want you to follow Me, to pick up the cross,
[00:57:01.780 --> 00:57:05.780]   so that the lost may come to Christ."
[00:57:05.780 --> 00:57:10.780]   But when our hearts are hardened and calloused,
[00:57:10.780 --> 00:57:13.780]   the lost becomes a burden,
[00:57:13.780 --> 00:57:16.780]   almost an annoyance.
[00:57:16.780 --> 00:57:18.780]   People keep coming to church.
[00:57:18.780 --> 00:57:21.780]   There's more people we've got to take care of.
[00:57:21.780 --> 00:57:24.780]   More people to be concerned about. Isn't that enough?
[00:57:24.780 --> 00:57:26.780]   When our hearts become calloused,
[00:57:26.780 --> 00:57:29.780]   it just becomes added number to the larger crowd,
[00:57:29.780 --> 00:57:32.780]   and we're just adding more and more.
[00:57:32.780 --> 00:57:36.780]   Because we do not understand the heart of Christ.
[00:57:36.780 --> 00:57:38.780]   We do not understand the heart of Christ.
[00:57:38.780 --> 00:57:40.780]   Just like the Pharisees.
[00:57:40.780 --> 00:57:44.780]   They were so concerned about being pure,
[00:57:44.780 --> 00:57:46.780]   but they completely misunderstood,
[00:57:46.780 --> 00:57:48.780]   or did not understand,
[00:57:48.780 --> 00:57:51.780]   or rejected God's purpose for them.
[00:57:51.780 --> 00:57:53.780]   Why aren't you seeking the lost?
[00:57:53.780 --> 00:57:55.780]   Why aren't you where the sinners are?
[00:57:55.780 --> 00:58:00.780]   Why do you not care about people who are lost?
[00:58:00.780 --> 00:58:04.780]   Let me conclude with this.
[00:58:04.780 --> 00:58:09.780]   In Matthew 24, 12, we are warned
[00:58:09.780 --> 00:58:11.780]   "Because lawlessness will be increased,
[00:58:11.780 --> 00:58:14.780]   the love of many will grow cold.
[00:58:14.780 --> 00:58:18.780]   But the one who endures to the end will be saved.
[00:58:18.780 --> 00:58:20.780]   And this gospel of the kingdom will be proclaimed
[00:58:20.780 --> 00:58:22.780]   throughout the whole world as a testimony to all the nations,
[00:58:22.780 --> 00:58:26.780]   and then the end will come."
[00:58:26.780 --> 00:58:31.780]   So the question that I want to wrestle together with you is,
[00:58:31.780 --> 00:58:33.780]   what is it about the increase in lawlessness
[00:58:33.780 --> 00:58:38.780]   that causes most people's love to grow cold?
[00:58:38.780 --> 00:58:42.780]   What is it about the increase of wickedness,
[00:58:42.780 --> 00:58:46.780]   which I think every single one of us would agree?
[00:58:46.780 --> 00:58:48.780]   I mean, I know that every generation says,
[00:58:48.780 --> 00:58:51.780]   "Man, this is getting bad.
[00:58:51.780 --> 00:58:53.780]   The immorality, the debauchery,
[00:58:53.780 --> 00:58:55.780]   the sexual stuff that's being accepted,
[00:58:55.780 --> 00:58:57.780]   sometimes even inside the church.
[00:58:57.780 --> 00:59:00.780]   I mean, it has gotten so bad.
[00:59:00.780 --> 00:59:03.780]   The mutilation of young children,
[00:59:03.780 --> 00:59:06.780]   not even being able to identify if you're a man or a female,
[00:59:06.780 --> 00:59:10.780]   and just abortion at will."
[00:59:10.780 --> 00:59:15.780]   I mean, I don't think I need to describe to you
[00:59:15.780 --> 00:59:17.780]   because we're all part of the same generation.
[00:59:17.780 --> 00:59:20.780]   And I say, the years that I've been a Christian,
[00:59:20.780 --> 00:59:22.780]   and I know that every generation says this,
[00:59:22.780 --> 00:59:27.780]   but this is unimaginable how far we have come.
[00:59:27.780 --> 00:59:31.780]   But what is it about the increase of darkness and wickedness
[00:59:31.780 --> 00:59:36.780]   that causes us to grow cold?
[00:59:36.780 --> 00:59:42.780]   Love grows cold because people will succumb to greater temptation.
[00:59:42.780 --> 00:59:47.780]   Right now, your temptation is on your phone.
[00:59:47.780 --> 00:59:52.780]   I mean, sexual immorality is on your phone,
[00:59:52.780 --> 00:59:54.780]   which is private, it's personal,
[00:59:54.780 --> 00:59:57.780]   and you can access it 24/7.
[00:59:57.780 --> 00:59:59.780]   So because of increase of wickedness,
[00:59:59.780 --> 01:00:01.780]   there's more temptation.
[01:00:01.780 --> 01:00:05.780]   As a result of more temptation, more people will fall.
[01:00:05.780 --> 01:00:08.780]   And as a result of the compromise of that,
[01:00:08.780 --> 01:00:09.780]   your love will grow cold.
[01:00:09.780 --> 01:00:13.780]   There is no way that you can be compromised in sin
[01:00:13.780 --> 01:00:17.780]   and be passionate toward the things of God.
[01:00:17.780 --> 01:00:23.780]   Love grows cold because persecution of the light will increase
[01:00:23.780 --> 01:00:25.780]   because the line is much more clear today
[01:00:25.780 --> 01:00:27.780]   than it was even five years ago.
[01:00:27.780 --> 01:00:30.780]   Are you with Christ or against Christ?
[01:00:30.780 --> 01:00:32.780]   And so because the line has been drawn,
[01:00:32.780 --> 01:00:34.780]   and that line has become clearer and clearer,
[01:00:34.780 --> 01:00:40.780]   and it's becoming more and more difficult to take the middle ground,
[01:00:40.780 --> 01:00:44.780]   anyone who is striving to live a comfortable life
[01:00:44.780 --> 01:00:48.780]   is going to find it very, very difficult
[01:00:48.780 --> 01:00:50.780]   to have a passionate heart for Christ
[01:00:50.780 --> 01:00:52.780]   because you will be compromised
[01:00:52.780 --> 01:00:57.780]   by avoiding persecution at every level.
[01:00:57.780 --> 01:01:00.780]   Love will grow cold because the narrow way
[01:01:00.780 --> 01:01:06.780]   will seem even narrower than before.
[01:01:06.780 --> 01:01:08.780]   He said a few will be found in it,
[01:01:08.780 --> 01:01:10.780]   and you'll find that there's less and less people
[01:01:10.780 --> 01:01:12.780]   that you will be able to relate to.
[01:01:12.780 --> 01:01:18.780]   So the temptation when wickedness increases
[01:01:18.780 --> 01:01:23.780]   is to stay with the crowd, even in the church.
[01:01:23.780 --> 01:01:24.780]   Stay with the crowd.
[01:01:24.780 --> 01:01:27.780]   Don't go too far. Don't fall behind.
[01:01:27.780 --> 01:01:28.780]   But to stay with the crowd.
[01:01:28.780 --> 01:01:32.780]   But sometimes the crowd is lukewarm.
[01:01:32.780 --> 01:01:35.780]   Oftentimes the crowd is lukewarm and callous.
[01:01:35.780 --> 01:01:40.780]   So if you stay with the crowd, you will also be callous and lukewarm.
[01:01:40.780 --> 01:01:42.780]   Because of increase in wickedness,
[01:01:42.780 --> 01:01:46.780]   there's a greater temptation than not to break away.
[01:01:46.780 --> 01:01:49.780]   We're only committed to righteousness
[01:01:49.780 --> 01:01:52.780]   if we all do it together.
[01:01:52.780 --> 01:01:57.780]   If we're not doing it together, we end up not doing it.
[01:01:57.780 --> 01:02:03.780]   Love will grow cold because of the increase of callousness,
[01:02:03.780 --> 01:02:08.780]   because lukewarmness becomes the norm.
[01:02:08.780 --> 01:02:11.780]   It becomes the norm.
[01:02:11.780 --> 01:02:14.780]   Almost everybody around you is that way,
[01:02:14.780 --> 01:02:17.780]   so you think that this is normal.
[01:02:17.780 --> 01:02:21.780]   As a result of increase of wickedness,
[01:02:21.780 --> 01:02:23.780]   the temptation is for us to grow cold.
[01:02:23.780 --> 01:02:27.780]   This is where you and I are.
[01:02:27.780 --> 01:02:33.780]   Even if you are in a crowd of people pursuing what you think is right,
[01:02:33.780 --> 01:02:35.780]   the temptation to really go beyond that
[01:02:35.780 --> 01:02:38.780]   because we want to stay with the group that we're at.
[01:02:38.780 --> 01:02:41.780]   You just happen to be at a church where we have a different level,
[01:02:41.780 --> 01:02:44.780]   and your church would have another level.
[01:02:44.780 --> 01:02:49.780]   So because of increase of wickedness, love will grow cold.
[01:02:49.780 --> 01:02:55.780]   Very, very few people are passionately pursuing God with all their might.
[01:02:55.780 --> 01:02:56.780]   But you know what's interesting here?
[01:02:56.780 --> 01:02:59.780]   It says, "After he warns that many will grow cold,
[01:02:59.780 --> 01:03:04.780]   but the one who endures to the end will be saved."
[01:03:04.780 --> 01:03:08.780]   So who's the one who endures to the end?
[01:03:08.780 --> 01:03:10.780]   Conquers all his sins?
[01:03:10.780 --> 01:03:11.780]   No.
[01:03:11.780 --> 01:03:15.780]   The one whose love does not grow cold.
[01:03:15.780 --> 01:03:17.780]   That's what he means here.
[01:03:17.780 --> 01:03:19.780]   So who's the one who endures?
[01:03:19.780 --> 01:03:23.780]   Not endures, like you were lukewarm all your life and callous all your life,
[01:03:23.780 --> 01:03:25.780]   but you know, I never did drugs.
[01:03:25.780 --> 01:03:27.780]   I never did crazy.
[01:03:27.780 --> 01:03:28.780]   I never murdered anybody.
[01:03:28.780 --> 01:03:31.780]   So I just kind of stayed with the pact, and I made the right decision,
[01:03:31.780 --> 01:03:33.780]   and I served the church a little bit here, a little bit there,
[01:03:33.780 --> 01:03:38.780]   but your heart has been cold and callous and lukewarm the whole time.
[01:03:38.780 --> 01:03:46.780]   He says, "But the one who endures is the one who does not succumb to lukewarmness."
[01:03:46.780 --> 01:03:49.780]   And then he says, "And this gospel of the kingdom will be proclaimed
[01:03:49.780 --> 01:03:52.780]   throughout the whole world as a testimony to all nations,
[01:03:52.780 --> 01:03:53.780]   and then the end will come."
[01:03:53.780 --> 01:03:57.780]   Do you notice here he said world evangelism is going to happen
[01:03:57.780 --> 01:04:00.780]   while most people's love is going to grow cold?
[01:04:00.780 --> 01:04:02.780]   Did you notice that?
[01:04:02.780 --> 01:04:07.780]   He didn't say there's going to be a huge revival of all these people just waking up,
[01:04:07.780 --> 01:04:11.780]   and there's going to be a huge number of people going to commit to seeking the lost.
[01:04:11.780 --> 01:04:12.780]   He says no.
[01:04:12.780 --> 01:04:17.780]   He says the increase of wickedness will cause most people to grow cold,
[01:04:17.780 --> 01:04:22.780]   but the few who endures to the end will take the gospel to the remotest part of the world,
[01:04:22.780 --> 01:04:25.780]   and then the end will come.
[01:04:25.780 --> 01:04:29.780]   So God is raising up the few.
[01:04:29.780 --> 01:04:33.780]   God is calling the few.
[01:04:33.780 --> 01:04:39.780]   And oftentimes when God calls us, he calls us away from the crowd.
[01:04:39.780 --> 01:04:51.780]   So if we want to be prayer warriors, we have to first fight against our callousness.
[01:04:51.780 --> 01:04:55.780]   We have to fight against our lukewarmness, against our neglect.
[01:04:55.780 --> 01:05:01.780]   You cannot turn Jesus on and off, turn it on on Sunday,
[01:05:01.780 --> 01:05:04.780]   and then whenever you're not at church, you live life like anybody else,
[01:05:04.780 --> 01:05:06.780]   and then come to prayer meeting and then turn it back on,
[01:05:06.780 --> 01:05:08.780]   and then when the prayer meeting is over, turn it off,
[01:05:08.780 --> 01:05:12.780]   and then come to church on Sunday and eat the servant and turn it back on.
[01:05:12.780 --> 01:05:19.780]   Just like you can't turn your heart on and off toward people.
[01:05:19.780 --> 01:05:23.780]   I can't just tell you, you two get together and fall in love.
[01:05:23.780 --> 01:05:26.780]   Life will be so much easier.
[01:05:26.780 --> 01:05:31.780]   Bad ministry will be over tomorrow.
[01:05:31.780 --> 01:05:37.780]   Just like I can't tell you to go, you two people fall in love.
[01:05:37.780 --> 01:05:41.780]   Just like you can't turn off your heart and turn it on with people,
[01:05:41.780 --> 01:05:45.780]   you cannot do that with God.
[01:05:45.780 --> 01:05:51.780]   Either you are fighting, fighting to make sure that when you see callousness
[01:05:51.780 --> 01:05:57.780]   and lukewarmness come on, what am I doing that's causing me to be in that state?
[01:05:57.780 --> 01:06:03.780]   Am I headed toward a passionate love for Christ, or am I headed toward lukewarmness?
[01:06:03.780 --> 01:06:06.780]   Where am I? Where am I headed?
[01:06:06.780 --> 01:06:13.780]   So tonight, when we pray, I want you guys to pray along those lines.
[01:06:13.780 --> 01:06:15.780]   First and foremost, the four things.
[01:06:15.780 --> 01:06:21.780]   Ask for forgiveness for any sins, internal and external, that we may have excused in the past.
[01:06:21.780 --> 01:06:23.780]   Are there compromises?
[01:06:23.780 --> 01:06:27.780]   Are you just like, "You know, everybody struggles with this. Everybody does this."
[01:06:27.780 --> 01:06:30.780]   That's a compromise.
[01:06:30.780 --> 01:06:37.780]   Even if the whole world abandons God, that will never be your justification for abandoning God.
[01:06:37.780 --> 01:06:40.780]   Right is right. Wrong is wrong.
[01:06:40.780 --> 01:06:49.780]   If there is bitterness, rebellious heart, sin, impurity, that you have somehow justified in your life,
[01:06:49.780 --> 01:06:53.780]   first and foremost, that is the root of your callousness.
[01:06:53.780 --> 01:06:56.780]   So let's take some time to identify that.
[01:06:56.780 --> 01:06:59.780]   Not just external things, but internal things of our heart, to pray against that.
[01:06:59.780 --> 01:07:02.780]   Pride.
[01:07:02.780 --> 01:07:03.780]   Let's pray against that.
[01:07:03.780 --> 01:07:09.780]   Ask God to soften your heart and open your eyes to see the spiritual reality of heaven and hell we profess to believe.
[01:07:09.780 --> 01:07:12.780]   Think about that.
[01:07:12.780 --> 01:07:19.780]   How does the doctrine of hell not cause you to be stirred?
[01:07:19.780 --> 01:07:22.780]   Hedonic adaptation.
[01:07:22.780 --> 01:07:25.780]   Do you remember the first time you heard that doctrine?
[01:07:25.780 --> 01:07:29.780]   And you believed it?
[01:07:29.780 --> 01:07:32.780]   I mean, think about that.
[01:07:32.780 --> 01:07:38.780]   People are going to go to hell for eternity, where there's gnashing of teeth.
[01:07:38.780 --> 01:07:41.780]   And we live next to these people.
[01:07:41.780 --> 01:07:45.780]   Some of them are family members.
[01:07:45.780 --> 01:07:48.780]   How come it doesn't stir us?
[01:07:48.780 --> 01:07:50.780]   How come we're not urgent?
[01:07:50.780 --> 01:07:57.780]   How come we are more compassionate for a dog that gets run down in the street than a human being who does not know God?
[01:07:57.780 --> 01:08:00.780]   What has caused us to be this heartened?
[01:08:00.780 --> 01:08:03.780]   Why are we so callous?
[01:08:03.780 --> 01:08:09.780]   Ask the Lord to soften our hearts, that we may see the world through His eyes.
[01:08:09.780 --> 01:08:13.780]   That as He wept for Israel, that God would teach us.
[01:08:13.780 --> 01:08:25.780]   If you've never wept for sinners before, you know, it's just so strange in our generation that being a man means that you don't cry.
[01:08:25.780 --> 01:08:27.780]   Jesus cried.
[01:08:27.780 --> 01:08:30.780]   It doesn't make sense that you wouldn't cry.
[01:08:30.780 --> 01:08:37.780]   You wouldn't weep, knowing that all this is going to end one day.
[01:08:37.780 --> 01:08:39.780]   All this is going to end one day.
[01:08:39.780 --> 01:08:45.780]   All the stuff about the market, about the housing, about the politics, all this is going to end one day.
[01:08:45.780 --> 01:08:53.780]   And God is going to divide between those who are His and those who are not, whose names are written in the book of life and those who are not.
[01:08:53.780 --> 01:08:59.780]   Knowing that, why does it no longer bother me?
[01:08:59.780 --> 01:09:01.780]   So let's pray.
[01:09:01.780 --> 01:09:08.780]   Let's pray that God would break our hearts and that He would open our eyes to see through His lens.
[01:09:08.780 --> 01:09:16.780]   That He had so much compassion that He was willing to come off of His throne and empty Himself and become a servant so that you and I would be saved.
[01:09:16.780 --> 01:09:18.780]   That we would have that heart.
[01:09:18.780 --> 01:09:27.780]   I ask that God would give us a spirit of urgency and compassion for the lost, that we may see the world and people through His eyes and have mercy and compassion.
[01:09:27.780 --> 01:09:29.780]   And that we would continue to pray for that.
[01:09:29.780 --> 01:09:33.780]   Pray for what is urgent and dire in your life or the life of others around you.
[01:09:33.780 --> 01:09:35.780]   Start there.
[01:09:35.780 --> 01:09:38.780]   Start your prayers with whatever it is urgent in your life.
[01:09:38.780 --> 01:09:40.780]   Take time to pray for that.
[01:09:40.780 --> 01:09:43.780]   Pray for those who you do know.
[01:09:43.780 --> 01:09:48.780]   If you become callous toward them, maybe you've been trying to share the gospel with them and you haven't seen progress.
[01:09:48.780 --> 01:09:51.780]   And somehow in your heart you've kind of given up.
[01:09:51.780 --> 01:09:54.780]   Take time to pray for that.
[01:09:54.780 --> 01:09:58.780]   Starting there, that God would give you a broken heart for the lost.
[01:09:58.780 --> 01:10:00.780]   The people that you love.
[01:10:00.780 --> 01:10:08.780]   And then as you pray for the things that are urgent in your life, God will give you a heart beyond that.
[01:10:08.780 --> 01:10:12.780]   You're not going to pray for the strangers and then come to your family.
[01:10:12.780 --> 01:10:20.780]   You're going to start to pray for your family and then once you are broken for them, God will lead you to those people that even you do not know.
[01:10:20.780 --> 01:10:24.780]   So this evening, why don't we commit ourselves to pray.
[01:10:24.780 --> 01:10:28.780]   And I'm sure you have your own prayers that you've brought into this room.
[01:10:28.780 --> 01:10:33.780]   And so if now if I can ask you, the white chairs, if you can grab that.
[01:10:33.780 --> 01:10:38.780]   And then just, there's little things here.
[01:10:38.780 --> 01:10:43.780]   And those of you sitting in the back, you don't have to commit to that.
[01:10:43.780 --> 01:10:48.780]   So if as you pray, and again, your posture of prayer is important.
[01:10:48.780 --> 01:10:51.780]   I'm not saying that you have to kneel.
[01:10:51.780 --> 01:10:59.780]   But if you pray nonchalantly, right, it will affect your prayer.
[01:10:59.780 --> 01:11:04.780]   So even if you're going to sit, pray intentionally, right.
[01:11:04.780 --> 01:11:10.780]   Get to a place where you're not going to be distracted.
[01:11:10.780 --> 01:11:18.780]   Be in a posture, whether sitting or kneeling, be in a posture where you're ready to commit to pray.
[01:11:18.780 --> 01:11:26.780]   But don't be casual about it because already by being casual, I can already tell you that you're going to struggle through prayer.
[01:11:26.780 --> 01:11:31.780]   So as this go away, if you brought your own stuff, you can sit on that.
[01:11:31.780 --> 01:11:33.780]   Otherwise, we have carpets that are laid out.
[01:11:33.780 --> 01:11:44.780]   And then about 15 to 20 minutes into our individual prayer, I'm going to ask if you guys, if there's people who want to be prayed for specifically,
[01:11:44.780 --> 01:11:48.780]   I'm going to ask you guys to come to the front near the stairs.
[01:11:48.780 --> 01:11:53.780]   And then the elders and the pastors will be up in the front and take some time to pray for you.
[01:11:53.780 --> 01:11:59.780]   And then somewhere around 9 o'clock to 9.10, we'll wrap it up.
[01:11:59.780 --> 01:12:10.780]   Okay.
[01:12:10.780 --> 01:12:14.780]   Okay, if we can have the music, we're just going to have an open time of prayer.
[01:12:14.780 --> 01:12:20.780]   And I want to encourage you as you're praying, you don't have to pray by yourself.
[01:12:20.780 --> 01:12:23.780]   We're not going to have a time and say, hey, get two or three get together.
[01:12:23.780 --> 01:12:30.780]   If you have friends around you that you want to pray with, whether you're up in the front or you're sitting, just move around and pray together.
[01:12:30.780 --> 01:12:31.780]   Pray for them.
[01:12:31.780 --> 01:12:32.780]   Right.
[01:12:32.780 --> 01:12:35.780]   And and just engage in prayer, whatever you do.
[01:12:35.780 --> 01:12:41.780]   But don't sit there because you're having a hard time concentrating or or your mind is wandering somewhere else and you just give into that.
[01:12:41.780 --> 01:12:43.780]   Persevere in prayer.
[01:12:43.780 --> 01:12:45.780]   Pray with other people if you need to.
[01:12:45.780 --> 01:12:48.780]   And then at the end, if you want to be prayed for, come up to the front.
[01:12:48.780 --> 01:12:49.780]   So let me pray for us.
[01:12:49.780 --> 01:12:55.780]   And then we're just going to open up the time for prayer and give you give you the opportunity to pray.
[01:12:55.780 --> 01:13:01.780]   Heavenly Father, we thank you for bringing the church here to pray together.
[01:13:01.780 --> 01:13:14.780]   Father, we see in the scriptures and example after example, exhortation after exhortation, that you have called us first and foremost to humble ourselves to pray.
[01:13:14.780 --> 01:13:18.780]   Help us to see the desperateness of where we're at.
[01:13:18.780 --> 01:13:24.780]   Lord, sometimes we're not even aware that there is an enemy.
[01:13:24.780 --> 01:13:31.780]   Or prowling around seeking to devour us, that we are engaged in spiritual warfare.
[01:13:31.780 --> 01:13:36.780]   Lord, we confess that we feel safe because we have homes.
[01:13:36.780 --> 01:13:40.780]   We feel safe because our bills are paid.
[01:13:40.780 --> 01:13:42.780]   And we are healthy.
[01:13:42.780 --> 01:13:45.780]   And we know what tomorrow will look like.
[01:13:45.780 --> 01:13:54.780]   Help us, Lord, God, to open our eyes to see how vulnerable we are, how weak we are when we are not abiding in you.
[01:13:54.780 --> 01:14:01.780]   I pray this evening, Lord God, that you would cause us by the power of your spirit to groan within.
[01:14:01.780 --> 01:14:09.780]   That our prayers, Lord God, would be recognition of where we're at and our desperate need for you.
[01:14:09.780 --> 01:14:16.780]   Help us not to simply present our prayers, but to cry out to you in desperate need.
[01:14:16.780 --> 01:14:19.780]   Help us, Lord God.
[01:14:19.780 --> 01:14:26.780]   Help us, Father God, to be a church that prays, to be individuals that pray.
[01:14:26.780 --> 01:14:28.780]   So help us, Lord God.
[01:14:28.780 --> 01:14:29.780]   We lift these things to you.
[01:14:29.780 --> 01:14:30.780]   In Jesus' name we pray.
[01:14:30.780 --> 01:14:31.780]   Amen.
[01:14:32.780 --> 01:14:35.780]   [music]
[01:14:35.780 --> 01:14:38.780]   [music]
[01:14:38.780 --> 01:14:41.780]   [music]
[01:14:41.780 --> 01:14:44.780]   [music]
[01:14:45.780 --> 01:14:48.780]   [music]
[01:14:49.780 --> 01:14:52.780]   [music]
[01:14:52.780 --> 01:15:03.780]   [music]
[01:15:03.780 --> 01:15:06.780]   [music]
[01:15:06.780 --> 01:15:11.780]   [music]
[01:15:11.780 --> 01:15:18.780]   [music]
[01:15:18.780 --> 01:15:25.780]   [music]
[01:15:25.780 --> 01:15:32.780]   [music]
[01:15:32.780 --> 01:15:35.780]   [music]
[01:15:35.780 --> 01:15:42.780]   [music]
[01:15:42.780 --> 01:15:49.780]   [music]
[01:15:49.780 --> 01:15:57.780]   [music]
[01:15:57.780 --> 01:16:00.780]   [music]
[01:16:00.780 --> 01:16:10.780]   [music]
[01:16:10.780 --> 01:16:19.780]   [music]
[01:16:19.780 --> 01:16:22.780]   [music]
[01:16:22.780 --> 01:16:32.780]   [music]
[01:16:32.780 --> 01:16:43.780]   [music]
[01:16:43.780 --> 01:16:46.780]   [music]
[01:16:46.780 --> 01:17:00.780]   [music]
[01:17:01.780 --> 01:17:04.780]   [music]
[01:17:04.780 --> 01:17:13.780]   [music]
[01:17:13.780 --> 01:17:23.780]   [music]
[01:17:24.780 --> 01:17:27.780]   [music]
[01:17:27.780 --> 01:17:36.780]   [music]
[01:17:36.780 --> 01:17:46.780]   [music]
[01:17:46.780 --> 01:17:49.780]   [music]
[01:17:49.780 --> 01:17:59.780]   [music]
[01:17:59.780 --> 01:18:09.780]   [music]
[01:18:09.780 --> 01:18:12.780]   [music]
[01:18:12.780 --> 01:18:22.780]   [music]
