
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:45:35.080 --> 00:45:41.080]   Was there an angel in the back? Was there a lighting was better when Jesus spoke?
[00:45:41.080 --> 00:45:43.080]   No.
[00:45:43.080 --> 00:45:47.080]   People recognize that the Spirit of God was upon him.
[00:45:47.080 --> 00:45:51.080]   But one of the things that we know about how the scribes taught,
[00:45:51.080 --> 00:45:55.080]   by tradition and by biblical record,
[00:45:55.080 --> 00:45:59.080]   that the scribes did not teach the Word of God.
[00:45:59.080 --> 00:46:02.080]   They were known to quote each other.
[00:46:02.080 --> 00:46:07.080]   They were known to be educated and learning philosophies and traditions of men.
[00:46:07.080 --> 00:46:09.080]   And that's one of the main rebukes that Jesus gave,
[00:46:09.080 --> 00:46:13.080]   is that you are constantly concerned about the traditions of men,
[00:46:13.080 --> 00:46:17.080]   but you do not know the Word of God.
[00:46:17.080 --> 00:46:21.080]   And he says, "Because if you knew the Word of God, and if you knew my Father, you would know me.
[00:46:21.080 --> 00:46:26.080]   But because you do not know, you do not recognize me."
[00:46:26.080 --> 00:46:30.080]   They were in the habit of quoting each other.
[00:46:30.080 --> 00:46:35.080]   Giving topical messages of what they thought that they needed.
[00:46:35.080 --> 00:46:39.080]   In fact, Jeremiah 23, 16, it describes the false prophets this way.
[00:46:39.080 --> 00:46:45.080]   "Thus says the Lord of hosts, 'Do not listen to the words of the prophets who are prophesying to you.
[00:46:45.080 --> 00:46:47.080]   They are leading you into futility.
[00:46:47.080 --> 00:46:53.080]   They speak a vision of their own imagination, not from the mouth of the Lord.'"
[00:46:53.080 --> 00:46:59.080]   They're taking thoughts that they had, and they say, "Oh, this must be from the Lord, because I had this thought."
[00:46:59.080 --> 00:47:02.080]   Or, "I had this dream, and this dream must be for you."
[00:47:02.080 --> 00:47:06.080]   So, they're talking about some impression that they got.
[00:47:06.080 --> 00:47:10.080]   "This must be from the Lord. God told me to say this to you."
[00:47:10.080 --> 00:47:14.080]   But I said, "It's not my words. Those are not my words. Those are their words."
[00:47:14.080 --> 00:47:18.080]   And as a result of that, they're leading you away from me.
[00:47:18.080 --> 00:47:22.080]   Their words were literally just junk mail.
[00:47:22.080 --> 00:47:24.080]   The Bible says that.
[00:47:24.080 --> 00:47:28.080]   It doesn't use the word "junk mail," but let me read Jeremiah 23, 28.
[00:47:28.080 --> 00:47:35.080]   "The prophet who has a dream may relate his dream, but let him who has my word speak my word in truth.
[00:47:35.080 --> 00:47:38.080]   What does straw have in common with grain, declares the Lord."
[00:47:38.080 --> 00:47:44.080]   See, the straw is junk without the wheat.
[00:47:44.080 --> 00:47:48.080]   So, he says, "What does straw have in common with wheat?"
[00:47:48.080 --> 00:47:50.080]   The wheat is the Word of God.
[00:47:50.080 --> 00:47:58.080]   If you take the wheat out of—if you take the grain out of the wheat, it's just straw.
[00:47:58.080 --> 00:48:01.080]   In other words, it's junk.
[00:48:01.080 --> 00:48:05.080]   What these false prophets are telling you is junk.
[00:48:05.080 --> 00:48:12.080]   They're so concerned more about delivery, about the package, but there's no substance.
[00:48:12.080 --> 00:48:17.080]   It's like getting a fantastic Christmas present with the best package and the most beautiful bow,
[00:48:17.080 --> 00:48:20.080]   and you open it up, and it's just newspaper.
[00:48:20.080 --> 00:48:23.080]   It's nothing. It's empty.
[00:48:23.080 --> 00:48:28.080]   That's how he describes the message and the word coming from the false prophets.
[00:48:28.080 --> 00:48:30.080]   They're just telling you their latest thoughts.
[00:48:30.080 --> 00:48:34.080]   They're just telling you their latest dreams and the impression that they have,
[00:48:34.080 --> 00:48:38.080]   but it is not my word.
[00:48:38.080 --> 00:48:44.080]   They do not have intimate knowledge of the Lord, and that's the reason.
[00:48:44.080 --> 00:48:47.080]   They don't know who God is.
[00:48:47.080 --> 00:48:52.080]   Jeremiah 23, 18, it says, "But who has stood in the counsel of the Lord that he should see and hear his word?
[00:48:52.080 --> 00:48:56.080]   Who has given heed to his word and listened?"
[00:48:56.080 --> 00:49:02.080]   In other words, in order to speak the Word of God, you need to know God.
[00:49:02.080 --> 00:49:06.080]   You need to be in his presence. You need to have intimate knowledge of who he is.
[00:49:06.080 --> 00:49:11.080]   See, these prophets, they know nothing of God, but they wanted to teach.
[00:49:11.080 --> 00:49:20.080]   They had things that they wanted to impart, and so they were talking a lot, but they were just straws.
[00:49:20.080 --> 00:49:27.080]   Therefore, they speak when the Lord has not spoken.
[00:49:27.080 --> 00:49:32.080]   They add, they subtract, and it has nothing to do with the Word of God.
[00:49:32.080 --> 00:49:35.080]   Ezekiel 22, 18, "Her prophets have smeared whitewash for them,
[00:49:35.080 --> 00:49:44.080]   seeing false visions and divining lies for them, saying, 'Thus says the Lord God, when the Lord has not spoken.'"
[00:49:44.080 --> 00:49:51.080]   You know, ambassadors for God cannot speak when God has not spoken,
[00:49:51.080 --> 00:49:55.080]   and must speak when God has spoken.
[00:49:55.080 --> 00:50:05.080]   We don't have the privilege to say things that the Word of God does not say, and it's not clear.
[00:50:05.080 --> 00:50:09.080]   My job up here is not to tell you all my opinions.
[00:50:09.080 --> 00:50:12.080]   "What's your opinion about this? What's your opinion about that?"
[00:50:12.080 --> 00:50:15.080]   It's like, I have my opinions, but it's not for the pulpit.
[00:50:15.080 --> 00:50:19.080]   I have my own opinions. I have my own thoughts, but those are my opinions.
[00:50:19.080 --> 00:50:23.080]   It does not come with any authority, aside from, you know, I may be older than some of you,
[00:50:23.080 --> 00:50:27.080]   I have more experience than some of you, but it does not come with the authority of God.
[00:50:27.080 --> 00:50:33.080]   He said these false prophets were speaking many things of their own opinion, but they're not from God.
[00:50:33.080 --> 00:50:39.080]   In fact, the Bible says, in the book of Amos,
[00:50:39.080 --> 00:50:46.080]   God's final judgment against the nation of Israel was that there was going to be a famine of the Word.
[00:50:46.080 --> 00:50:51.080]   Amos chapter 8, 11-12, "Behold, days are coming, because the Lord God,
[00:50:51.080 --> 00:50:56.080]   when I will send a famine on the land, not a famine for bread or thirst for water,
[00:50:56.080 --> 00:50:59.080]   but rather for hearing of the word of the Lord.
[00:50:59.080 --> 00:51:03.080]   People will stagger from sea to sea, and from north even to the east,
[00:51:03.080 --> 00:51:10.080]   they will go to and fro to seek the word of the Lord, but they will not find it."
[00:51:10.080 --> 00:51:16.080]   400 years of silence. Now, was it because they lost the scroll?
[00:51:16.080 --> 00:51:20.080]   Was it because they didn't know anything? The Septuagint was translated during that period.
[00:51:20.080 --> 00:51:24.080]   Was it because they just couldn't find the word of God? Is that what he's referring to?
[00:51:24.080 --> 00:51:30.080]   No. For 400 years, God never sent anybody.
[00:51:30.080 --> 00:51:35.080]   For 400 years. It's not like they didn't have the scroll.
[00:51:35.080 --> 00:51:40.080]   It's just that no one was teaching it. No prophet was sent.
[00:51:40.080 --> 00:51:46.080]   Which means that all these scribes, every synagogue,
[00:51:46.080 --> 00:51:51.080]   every time they stood up to speak and say, "Thus saith the Lord," had nothing to do with God
[00:51:51.080 --> 00:51:58.080]   because God said that they were going to be punished for their disobedience.
[00:51:58.080 --> 00:52:01.080]   No prophet was going to represent Him.
[00:52:01.080 --> 00:52:10.080]   And so when Jesus opened His mouth, the 400 years of silence was broken.
[00:52:10.080 --> 00:52:15.080]   That's why they recognized His authority, because it was nothing like they'd ever heard before.
[00:52:15.080 --> 00:52:19.080]   Because God didn't send His servants. There was no anointing upon it.
[00:52:19.080 --> 00:52:24.080]   The word of God was not open for 400 years.
[00:52:24.080 --> 00:52:29.080]   And the reason why it wasn't open is because people weren't paying attention.
[00:52:29.080 --> 00:52:34.080]   You and I are living in that generation.
[00:52:34.080 --> 00:52:36.080]   You and I are living in that generation.
[00:52:36.080 --> 00:52:42.080]   I've had conversations with pastors who've been in ministry longer than I have
[00:52:42.080 --> 00:52:51.080]   and asked me, "If I open the Bible and if I teach like the way Berean teaches, will my church grow?"
[00:52:51.080 --> 00:52:57.080]   I told them, "Pastor, you cannot commit to teach the word of God
[00:52:57.080 --> 00:53:02.080]   because you think it's a method to grow the church.
[00:53:02.080 --> 00:53:07.080]   You have to commit to teach the word of God because God commanded you to,
[00:53:07.080 --> 00:53:10.080]   because that's the right thing to do.
[00:53:10.080 --> 00:53:12.080]   If you're not sure that that's the right thing to do,
[00:53:12.080 --> 00:53:15.080]   and you're afraid that if you teach and exposit the word of God,
[00:53:15.080 --> 00:53:21.080]   that it's not going to attract people, and therefore you're not going to do that,
[00:53:21.080 --> 00:53:24.080]   you should not preach the word of God to begin with.
[00:53:24.080 --> 00:53:30.080]   The word of God is not a tool to make your church grow.
[00:53:30.080 --> 00:53:35.080]   The word of God is taught because we're commanded to, even if it drives people away.
[00:53:35.080 --> 00:53:40.080]   There are times in history where the word of God has dried up,
[00:53:40.080 --> 00:53:45.080]   and simply because you open the word of God, people will not come to church.
[00:53:45.080 --> 00:53:49.080]   We've had that experience at our church early on.
[00:53:49.080 --> 00:53:54.080]   Now, because our church is a certain size, they say, "Well, maybe if we copy what Berean did, maybe it'll work."
[00:53:54.080 --> 00:53:59.080]   I said, "No. You should not be preaching the word of God."
[00:53:59.080 --> 00:54:04.080]   These prophets came, and they went, and they were quoting each other,
[00:54:04.080 --> 00:54:09.080]   and so they created an environment, even though they were talking about the Messiah coming.
[00:54:09.080 --> 00:54:16.080]   Imagine, if the word of God was not open, it shouldn't be a shock to us that the Messiah that they've been waiting for
[00:54:16.080 --> 00:54:21.080]   didn't look anything like what the scribes were teaching.
[00:54:21.080 --> 00:54:24.080]   They were talking about the Messiah coming, and how he's going to change everything,
[00:54:24.080 --> 00:54:29.080]   and when that Messiah finally comes, nobody recognizes him.
[00:54:29.080 --> 00:54:32.080]   Where did that begin? Were they just simply dense?
[00:54:32.080 --> 00:54:37.080]   No, because the scribes were not teaching the word of God.
[00:54:37.080 --> 00:54:41.080]   So the Messiah that they were describing, the Messiah that they were teaching,
[00:54:41.080 --> 00:54:47.080]   was inconsistent with what God said was going to happen.
[00:54:47.080 --> 00:54:53.080]   In Jeremiah 9, 23-24, it says, "Thus says the Lord, 'Let not a wise man boast of his wisdom.
[00:54:53.080 --> 00:54:57.080]   Let not the mighty man boast of his might. Let not a rich man boast of his riches.
[00:54:57.080 --> 00:55:03.080]   But let him who boasts, boast of this, that he understands and knows me,
[00:55:03.080 --> 00:55:08.080]   that I am the Lord who exercises loving kindness, justice, and righteousness on earth,
[00:55:08.080 --> 00:55:10.080]   for I delight in these things,' declares the Lord."
[00:55:10.080 --> 00:55:17.080]   Let me give a warning right here, because our church name is Berean Community Church, Berean Acts 17, 11.
[00:55:17.080 --> 00:55:20.080]   They were of more noble character than the Thessalonians,
[00:55:20.080 --> 00:55:24.080]   because they tested everything that Paul said with the word of God.
[00:55:24.080 --> 00:55:30.080]   We chose that because we wanted to be a church that is word-centered, that teaches the Bible,
[00:55:30.080 --> 00:55:36.080]   does inductive Bible study, that people in our church know, at least be educated in what the word of God says.
[00:55:36.080 --> 00:55:43.080]   Now having said that, the danger of attending a church like this is because the word of God is open to you,
[00:55:43.080 --> 00:55:47.080]   that you think that this is what Jesus is talking about.
[00:55:47.080 --> 00:55:51.080]   That if you just open the Bible and if you interpret it, you're on the right side.
[00:55:51.080 --> 00:55:53.080]   If you have right theology, you're on the right side.
[00:55:53.080 --> 00:56:00.080]   Do you notice here that he doesn't say, not to boast in the flesh,
[00:56:00.080 --> 00:56:02.080]   but if you're going to boast in anything, what?
[00:56:02.080 --> 00:56:05.080]   That he knows me.
[00:56:05.080 --> 00:56:10.080]   Not the meaning of the text, not have all the right theology, but he knows me.
[00:56:10.080 --> 00:56:21.080]   You can spend all your life studying, examining, interpreting the word of God, and not know God.
[00:56:21.080 --> 00:56:28.080]   And all it does is fill you with pride and more ammunition to attack people who are wrong.
[00:56:28.080 --> 00:56:30.080]   That's not what he's talking about.
[00:56:30.080 --> 00:56:35.080]   He's talking about people who knows God, who has broken before God, broken over his own sins.
[00:56:35.080 --> 00:56:37.080]   He knows God.
[00:56:37.080 --> 00:56:47.080]   He's a man who is humbled by the presence of God, and as a result of that, he preaches the word of God.
[00:56:47.080 --> 00:56:54.080]   As an empty man, as an empty vessel, being used so that God may speak through him.
[00:56:54.080 --> 00:56:57.080]   He's not simply talking about smart people who knows how to interpret the Bible,
[00:56:57.080 --> 00:57:01.080]   people who went to seminary, and who knows how to exposit, knows church history,
[00:57:01.080 --> 00:57:03.080]   and knows all the theology.
[00:57:03.080 --> 00:57:06.080]   They can distinguish between dispensationalism and covenant theology.
[00:57:06.080 --> 00:57:08.080]   He's not talking about that.
[00:57:08.080 --> 00:57:16.080]   All of these things may be tools, but ultimately he's talking about someone who has an intimate, personal knowledge of God.
[00:57:16.080 --> 00:57:26.080]   See, Jesus, when he opened his mouth, they recognized that he wasn't just reading a text and said,
[00:57:26.080 --> 00:57:29.080]   "This word means this, and this word means that.
[00:57:29.080 --> 00:57:31.080]   And this is the meaning of this, and this is the meaning of that."
[00:57:31.080 --> 00:57:33.080]   That's not what he was doing.
[00:57:33.080 --> 00:57:38.080]   He was using the word of God, but he was speaking God's word.
[00:57:38.080 --> 00:57:43.080]   And that's what they were amazed by, because they haven't heard it in 400 years.
[00:57:43.080 --> 00:57:45.080]   It's not like they didn't read the text.
[00:57:45.080 --> 00:57:52.080]   It's not that they never studied the Bible, but they haven't heard from the Lord for 400 years.
[00:57:52.080 --> 00:57:57.080]   And when Jesus spoke, that curse was broken.
[00:57:57.080 --> 00:58:02.080]   His authority wasn't something that he earned through hard work necessarily,
[00:58:02.080 --> 00:58:06.080]   even though God does anoint him and exalts him in the highest place,
[00:58:06.080 --> 00:58:09.080]   but it says, "It was given to him by the Father, John 5:56,
[00:58:09.080 --> 00:58:12.080]   'For the works which the Father has given me to accomplish,
[00:58:12.080 --> 00:58:18.080]   the very works that I do testify about me that the Father has sent me.'"
[00:58:18.080 --> 00:58:25.080]   Everything that he has, whenever he opened his mouth, it was clear, this is a man from God.
[00:58:25.080 --> 00:58:32.080]   Not an educated man necessarily, not a dynamic man, not an articulate man, but he's a man from God.
[00:58:32.080 --> 00:58:34.080]   God sent him.
[00:58:34.080 --> 00:58:42.080]   In contrast, in Jeremiah 23, 21, "I did not send these prophets, but they ran.
[00:58:42.080 --> 00:58:47.080]   I did not speak to them, but they prophesied."
[00:58:47.080 --> 00:58:55.080]   How many open their mouths and talk, yet God has not sent them?
[00:58:55.080 --> 00:59:01.080]   There's no anointing upon them, but they are eager to speak,
[00:59:01.080 --> 00:59:06.080]   they're eager to teach, they're eager to lead.
[00:59:06.080 --> 00:59:09.080]   Be careful.
[00:59:09.080 --> 00:59:17.080]   To represent God is a serious calling that we do not add or take away,
[00:59:17.080 --> 00:59:20.080]   that we do not touch what God has given us.
[00:59:20.080 --> 00:59:25.080]   Matthew 11, 27, "All things have been handed over to me by my Father,
[00:59:25.080 --> 00:59:29.080]   and no one knows the Son except the Father, nor does anyone know the Father except the Son.
[00:59:29.080 --> 00:59:32.080]   Anyone to whom the Son wills to reveal Him."
[00:59:32.080 --> 00:59:36.080]   All authority has been given to him, and as a result of that, when Apostle Paul,
[00:59:36.080 --> 00:59:40.080]   every letter he writes, he says, "I am an apostle of Jesus Christ,"
[00:59:40.080 --> 00:59:42.080]   or, "I'm a bond-servant of Jesus Christ."
[00:59:42.080 --> 00:59:44.080]   Paul is not being humble.
[00:59:44.080 --> 00:59:49.080]   He is connecting his letter to the authority of Jesus Christ.
[00:59:49.080 --> 00:59:53.080]   Paul didn't just write a random letter, and then years later, they decide,
[00:59:53.080 --> 00:59:57.080]   "You know what, Paul wrote a letter, let's make this the Bible."
[00:59:57.080 --> 01:00:01.080]   A lot of the people who reject the inerrancy say, "Oh, it was written by man.
[01:00:01.080 --> 01:00:03.080]   Paul wrote it. Peter wrote it."
[01:00:03.080 --> 01:00:08.080]   Paul says from the very get-go that what I'm writing to you comes with the authority of Jesus Christ.
[01:00:08.080 --> 01:00:12.080]   That's why he says, "I'm an apostle. I'm an ambassador.
[01:00:12.080 --> 01:00:16.080]   So what I say is what Jesus is saying."
[01:00:16.080 --> 01:00:21.080]   So he's saying, "This letter that I'm writing to you, hear it as if Christ is talking to you.
[01:00:21.080 --> 01:00:24.080]   It comes with authority."
[01:00:24.080 --> 01:00:27.080]   And as we're studying through 2 Peter, we study that.
[01:00:27.080 --> 01:00:34.080]   Peter acknowledged that. Paul acknowledged that, that these letters from the get-go was from God.
[01:00:34.080 --> 01:00:39.080]   And because of that, not only does Paul write with this authority,
[01:00:39.080 --> 01:00:48.080]   he tells Timothy in 1 Timothy 1.3, "Command these men to stop teaching false doctrines."
[01:00:48.080 --> 01:00:51.080]   In other words, the authority that I have in the name of Jesus Christ,
[01:00:51.080 --> 01:00:53.080]   now that authority I give to you.
[01:00:53.080 --> 01:00:58.080]   So Timothy's authority does not come from his age, his ability,
[01:00:58.080 --> 01:01:01.080]   but his authority comes from connection to Paul's authority.
[01:01:01.080 --> 01:01:04.080]   And Paul's authority comes from Jesus' authority.
[01:01:04.080 --> 01:01:07.080]   And Jesus' authority comes from the Father.
[01:01:07.080 --> 01:01:14.080]   So when these letters are being written, it comes with authority.
[01:01:14.080 --> 01:01:18.080]   That's a challenge that we have in our generation.
[01:01:18.080 --> 01:01:24.080]   If you speak with any authority, you're a legalist, you're a bigot, you're arrogant.
[01:01:24.080 --> 01:01:27.080]   You can have your opinion, but that's your truth.
[01:01:27.080 --> 01:01:35.080]   And even in the church, even in the church, if my voice goes up a little bit, people are bothered.
[01:01:35.080 --> 01:01:37.080]   "Oh, he's preaching to us."
[01:01:37.080 --> 01:01:40.080]   "Oh, Pastor Peter's preaching again."
[01:01:40.080 --> 01:01:43.080]   "Yes, that's exactly what I'm doing."
[01:01:43.080 --> 01:01:47.080]   "And that's my intent. That's my intent."
[01:01:47.080 --> 01:01:51.080]   I didn't survey to see who's going to be offended if I say this.
[01:01:51.080 --> 01:01:54.080]   I didn't survey to see if this is going to bring more people to church,
[01:01:54.080 --> 01:01:57.080]   or how many people are going to be encouraged or discouraged if I say this.
[01:01:57.080 --> 01:01:59.080]   I didn't survey the church.
[01:01:59.080 --> 01:02:06.080]   I spent all week surveying what God has said and the way he would say it.
[01:02:06.080 --> 01:02:10.080]   So if there's any regret that I have after I give a sermon,
[01:02:10.080 --> 01:02:14.080]   it's that I wasn't accurate to what I saw in the Scripture.
[01:02:14.080 --> 01:02:17.080]   Maybe my tone didn't fit what God said.
[01:02:17.080 --> 01:02:20.080]   Maybe it should have been stronger. Maybe it should have been less.
[01:02:20.080 --> 01:02:23.080]   But my measuring stick is not you.
[01:02:23.080 --> 01:02:29.080]   My measuring stick is him. If he, am I representing him properly?
[01:02:29.080 --> 01:02:36.080]   If God is angry with sin, I need to represent God's anger to the church.
[01:02:36.080 --> 01:02:42.080]   If God is warning the church of judgment, I need to represent his emotions
[01:02:42.080 --> 01:02:44.080]   when I preach the Word of God.
[01:02:44.080 --> 01:02:48.080]   I don't survey the church to find out what's going to make you happy or encouraged,
[01:02:48.080 --> 01:02:53.080]   or who's going to give me a five star on the Elf after I'm done.
[01:02:53.080 --> 01:02:57.080]   My authority does not come from me.
[01:02:57.080 --> 01:03:01.080]   The only way that I can preach with authority is if I'm confident that the Word of God says this,
[01:03:01.080 --> 01:03:06.080]   that I have been in the presence of the Lord.
[01:03:06.080 --> 01:03:13.080]   I remember years ago when we were doing ministry in India,
[01:03:13.080 --> 01:03:16.080]   Pastor Matthew, some of you guys who've been to India know,
[01:03:16.080 --> 01:03:21.080]   he's the guy who started all of this. He's in his 70s and he's pretty frail.
[01:03:21.080 --> 01:03:27.080]   And so back where they are, 70 year olds are similar to 90 year olds,
[01:03:27.080 --> 01:03:32.080]   you know, in where we're at because they live very hard lives.
[01:03:32.080 --> 01:03:37.080]   They're on the field. Oh, yes. Thank you.
[01:03:37.080 --> 01:03:46.080]   May the Lord bless you. Keep you.
[01:03:46.080 --> 01:03:49.080]   Sorry, that almost never happens.
[01:03:49.080 --> 01:03:57.080]   All right. What was I saying?
[01:03:57.080 --> 01:03:59.080]   Okay. Okay.
[01:03:59.080 --> 01:04:03.080]   You know, like again, those of you guys who've been to India with us know,
[01:04:03.080 --> 01:04:07.080]   you know, while we're treating the patients, you know, and in my mind,
[01:04:07.080 --> 01:04:10.080]   they're probably in their mid 60s or 70s. And I asked him, how old are you?
[01:04:10.080 --> 01:04:14.080]   And he'll say, 52. Like 52.
[01:04:14.080 --> 01:04:18.080]   You know, and I try not to make any expression because, you know, I don't want to offend them.
[01:04:18.080 --> 01:04:21.080]   But inwardly, I'm like, what?
[01:04:21.080 --> 01:04:25.080]   Like I'm older than you, but he looks like he's in his 70s. I mean, it's hard.
[01:04:25.080 --> 01:04:29.080]   So Pastor Matthews is in his mid 70s.
[01:04:29.080 --> 01:04:31.080]   And you could tell, even the way he walks, he's shaking.
[01:04:31.080 --> 01:04:33.080]   And so I don't know how many more years he's going to live.
[01:04:33.080 --> 01:04:39.080]   But I remember early on in church, early on as we're going, I wanted to be careful.
[01:04:39.080 --> 01:04:44.080]   I'm a skeptic by nature. So I want to make sure, like, are they trying to play this game?
[01:04:44.080 --> 01:04:46.080]   Are you getting funding from us?
[01:04:46.080 --> 01:04:50.080]   And, you know, and so every year we were going out and doing work and we never gave him any fund.
[01:04:50.080 --> 01:04:55.080]   We never promised anything because I wanted to make sure that that's not what's going on.
[01:04:55.080 --> 01:05:00.080]   So one of the days I was just talking to him with an interpreter in between,
[01:05:00.080 --> 01:05:05.080]   and I asked him, Pastor Matthew, what was it like in the early days, you know,
[01:05:05.080 --> 01:05:09.080]   when you got kicked out of your home and you were these four young children,
[01:05:09.080 --> 01:05:11.080]   you're taking them into villages.
[01:05:11.080 --> 01:05:17.080]   And literally, I heard that he was sharing the gospel and if they welcomed him,
[01:05:17.080 --> 01:05:20.080]   they would take care of him, give him food, give him shelter.
[01:05:20.080 --> 01:05:23.080]   And then that's where he would plant the church and then he would walk to the next village.
[01:05:23.080 --> 01:05:30.080]   And then if somebody comes to Christ, so his sustenance was literally based upon the fruitfulness of the gospel.
[01:05:30.080 --> 01:05:37.080]   So I asked him, so when you go there and they're not accepting and they chase you out of the village, what happens?
[01:05:37.080 --> 01:05:43.080]   He said, yeah, we get chased out and there's a lot of days where we just slept outside in the fields, you know.
[01:05:43.080 --> 01:05:49.080]   And I didn't know how we're going to feed the kids and so it was my sustenance was directly linked to the fruitfulness.
[01:05:49.080 --> 01:05:52.080]   And it was like, man, it's like New Testament, you know.
[01:05:52.080 --> 01:05:59.080]   And I asked the children, the pastors now that we work with, I asked them and they would recount that story.
[01:05:59.080 --> 01:06:04.080]   But the way that they recounted it wasn't fond memories.
[01:06:04.080 --> 01:06:08.080]   You know, they weren't trying to sell anything. They was like, we hated it.
[01:06:08.080 --> 01:06:14.080]   And they said, we're so determined, like when we grow up, we weren't going to be pastors because we don't want to repeat this with our children.
[01:06:14.080 --> 01:06:22.080]   So I went, you know, in my mind, I'm trying to like, oh, this guy is not good at selling his ministry.
[01:06:22.080 --> 01:06:26.080]   And I asked Pastor Matthew, so what were your thoughts? What were you going through?
[01:06:26.080 --> 01:06:34.080]   And he said, I was so depressed early on in ministry, said I was at one point suicidal.
[01:06:34.080 --> 01:06:38.080]   I said, that doesn't sound like Hudson Taylor. You know what I mean?
[01:06:38.080 --> 01:06:45.080]   Like, it sounds like a guy, I mean, he's wanting our help, but that's not something you'd want to say to sell his ministry.
[01:06:45.080 --> 01:06:52.080]   But he was just being open and honest. He said early on, we go to the villages and when I couldn't feed the kids,
[01:06:52.080 --> 01:06:59.080]   I literally were scrounging for food and me and these four little children were just out in the field and we would sleep.
[01:06:59.080 --> 01:07:06.080]   And then we'd wake up next day and try to walk to another village and hopefully that they'll, you know, come to Christ and then they'll take care of us.
[01:07:06.080 --> 01:07:11.080]   And that's how he lived. That's how he raised his kids. And that's why his kids hated ministry.
[01:07:11.080 --> 01:07:17.080]   In fact, one of the children that we worked with, Pastor David, he went into pharmacy.
[01:07:17.080 --> 01:07:26.080]   And he was third year into his pharmacy school when he said he repented and decided to come and join his father and his brothers in ministry.
[01:07:26.080 --> 01:07:32.080]   And he said, I wanted to be, I wanted to die because I saw what it was doing to my children.
[01:07:32.080 --> 01:07:39.080]   That if I just disappeared, this burden to preach the gospel will be lifted from our family.
[01:07:39.080 --> 01:07:45.080]   And at least my children will be able to be taken care of. My wife would be able to be taken care of.
[01:07:45.080 --> 01:07:53.080]   I remember hearing that. It's like, this is so real that he's so honest.
[01:07:53.080 --> 01:08:04.080]   Because, you know, when we hear and read about missionaries and stories about it's like, oh, Hudson Taylor, you know, prayed six hours and he studied the Bible all day and preached the gospel, planted three million churches.
[01:08:04.080 --> 01:08:12.080]   And he never slept. He never ate. I never met a single pastor or missionary that lives up to the stories.
[01:08:12.080 --> 01:08:18.080]   Because they're not real. You know, they highlight and kind of venerate them, but they're not real.
[01:08:18.080 --> 01:08:24.080]   You know, and you hear testimonies after they die, oh, this guy almost walked on water and he was so intimate with God.
[01:08:24.080 --> 01:08:29.080]   He prayed six, seven hours and Martin Luther preached eight sermons a day.
[01:08:29.080 --> 01:08:37.080]   And he prayed five hours when he was busy. He prayed seven hours and it sounds great on sermons.
[01:08:37.080 --> 01:08:42.080]   But, you know, like I said, I'm a skeptic. When did this guy ever sleep?
[01:08:42.080 --> 01:08:49.080]   Didn't he have children? Was his wife happy? How did he pay his bills?
[01:08:49.080 --> 01:08:58.080]   Because they're all exaggerated. In real life, what he says, I run into that all the time.
[01:08:58.080 --> 01:09:06.080]   Missionaries who are tired, burned out. Missionaries who come home because their children have walked away from faith.
[01:09:06.080 --> 01:09:17.080]   And struggling, but enduring and being faithful. Wanting to quit and just hanging on. That's real.
[01:09:17.080 --> 01:09:26.080]   Those are the stories that I meet all the time. And he was just telling me like it was, that that's how it was.
[01:09:26.080 --> 01:09:34.080]   But he said that burden to preach the gospel was so heavy, even though he had suicidal thoughts, he could not.
[01:09:34.080 --> 01:09:39.080]   And as a result, it led to what it is today.
[01:09:39.080 --> 01:09:47.080]   Jeremiah 9, 23-24, it says, "Thus says the Lord, let not a..." It says that if he does not preach...
[01:09:47.080 --> 01:10:05.080]   Jeremiah 29, it says, "But if I say I will not remember him or speak any more in his name, then in my heart it becomes like a burning fire shut up in my bones, and I am weary of holding it in, and I cannot endure it if I do not preach the gospel."
[01:10:05.080 --> 01:10:09.080]   Where is that compelling today?
[01:10:09.080 --> 01:10:12.080]   Where is that anointing today?
[01:10:12.080 --> 01:10:18.080]   Where is that conviction today?
[01:10:18.080 --> 01:10:27.080]   When Jesus opened his mouth, it was evident that God was speaking through him.
[01:10:27.080 --> 01:10:40.080]   Well, a final point before I wrap up this sermon. Jesus' authority was given to him, not for his own glory, but for his Father's glory and salvation of mankind.
[01:10:40.080 --> 01:10:49.080]   In John 17, 1-2, it says, "He said, 'Father, the hour has come to glorify your Son, that the Son may glorify you.
[01:10:49.080 --> 01:10:59.080]   And even as you gave him authority over all flesh, that to all whom you have given him, he may give eternal life.'"
[01:10:59.080 --> 01:11:04.080]   Imagine what you and I would do with that kind of authority.
[01:11:04.080 --> 01:11:13.080]   Our whole system of government is based upon power corrupts and absolute power corrupts what? Absolutely.
[01:11:13.080 --> 01:11:21.080]   So even though the presidency of the United States as a position is the most powerful position because it's the most powerful nation,
[01:11:21.080 --> 01:11:26.080]   but as the description within the country, it's weak.
[01:11:26.080 --> 01:11:35.080]   It's weak because they deliberately created it based upon biblical principle, but if you give a sinner power, he's going to be corrupted.
[01:11:35.080 --> 01:11:41.080]   So there's checks and balances. There's no other government that I know of where the president can be canceled,
[01:11:41.080 --> 01:11:45.080]   and the people who cancel him don't die.
[01:11:45.080 --> 01:11:53.080]   There's no other country where you can rip on the president day in and day out, and nothing happens to them.
[01:11:53.080 --> 01:11:57.080]   Right or wrong, that's how the government was created.
