
[00:00:00.000 --> 00:00:02.300]   (coughing)
[00:56:32.800 --> 00:56:35.800]   A lot of times, the idiom is just simply,
[00:56:35.800 --> 00:56:37.800]   "You need to count your blessings."
[00:56:37.800 --> 00:56:39.800]   Well, I will say, in one sense,
[00:56:39.800 --> 00:56:41.800]   it's absolutely right.
[00:56:41.800 --> 00:56:43.800]   We, as Christians, should be able to list off,
[00:56:43.800 --> 00:56:45.800]   "This is how my God has been faithful.
[00:56:45.800 --> 00:56:47.800]   "This is everything that I have,
[00:56:47.800 --> 00:56:49.800]   "according to his grace and mercy."
[00:56:49.800 --> 00:56:50.800]   Amen?
[00:56:50.800 --> 00:56:54.800]   But you know that it's more than that, right?
[00:56:54.800 --> 00:56:57.800]   You know that it's so much more than that,
[00:56:57.800 --> 00:57:01.800]   because if you are talking to this generation,
[00:57:01.800 --> 00:57:04.800]   did the nation of Israel,
[00:57:04.800 --> 00:57:06.800]   did the God's people,
[00:57:06.800 --> 00:57:08.800]   did they come out of that completely unscathed?
[00:57:08.800 --> 00:57:10.800]   Did they not lose people?
[00:57:10.800 --> 00:57:12.800]   Did they not suffer?
[00:57:12.800 --> 00:57:14.800]   Did they not, yes, they got delivered,
[00:57:14.800 --> 00:57:16.800]   but did they not have nothing with them
[00:57:16.800 --> 00:57:18.800]   but just what they could carry?
[00:57:18.800 --> 00:57:21.800]   Were they not looking into a barren desert?
[00:57:21.800 --> 00:57:23.800]   It's hard to just be like,
[00:57:23.800 --> 00:57:25.800]   "Hey, count your blessings," right?
[00:57:25.800 --> 00:57:27.800]   So my point is,
[00:57:27.800 --> 00:57:30.800]   we have to do so much more than that.
[00:57:30.800 --> 00:57:32.800]   To say that God is my salvation
[00:57:32.800 --> 00:57:36.800]   is to know that I have God as my everything,
[00:57:36.800 --> 00:57:38.800]   that I have God as my warrior,
[00:57:38.800 --> 00:57:39.800]   I have God as my protection,
[00:57:39.800 --> 00:57:41.800]   I have God as my provision.
[00:57:41.800 --> 00:57:43.800]   And so this beautiful poem,
[00:57:43.800 --> 00:57:46.800]   a song that Moses wrote,
[00:57:46.800 --> 00:57:48.800]   it continues in verse 11.
[00:57:48.800 --> 00:57:50.800]   So chapter 15, verse 11.
[00:57:50.800 --> 00:57:53.800]   "Who is like you among the gods, O Lord?
[00:57:53.800 --> 00:57:55.800]   "Who is like you, majestic in holiness,
[00:57:55.800 --> 00:57:58.800]   "awesome in praises, working wonders?
[00:57:58.800 --> 00:58:00.800]   "You stretched out your right hand.
[00:58:00.800 --> 00:58:02.800]   "The earth swallowed them,
[00:58:02.800 --> 00:58:04.800]   "and in your loving kindness,
[00:58:04.800 --> 00:58:07.800]   "you have led the people whom you have redeemed.
[00:58:07.800 --> 00:58:09.800]   "In your strength, you have guided them
[00:58:09.800 --> 00:58:12.800]   "to your holy habitation."
[00:58:12.800 --> 00:58:14.800]   Amen.
[00:58:14.800 --> 00:58:16.800]   The thankfulness that we have
[00:58:16.800 --> 00:58:19.800]   moves us to see God
[00:58:19.800 --> 00:58:22.800]   as truly the source of everything.
[00:58:22.800 --> 00:58:24.800]   But now I want us to think,
[00:58:24.800 --> 00:58:27.800]   because how many times for you as a Christian,
[00:58:27.800 --> 00:58:29.800]   have you heard that, right?
[00:58:29.800 --> 00:58:31.800]   That you shouldn't love the gift,
[00:58:31.800 --> 00:58:33.800]   but you should be in deep, deep love
[00:58:33.800 --> 00:58:35.800]   with the gift giver, right?
[00:58:35.800 --> 00:58:38.800]   That you shouldn't just want the temporary
[00:58:38.800 --> 00:58:40.800]   and the fleeting things of life,
[00:58:40.800 --> 00:58:43.800]   but that you should have God Almighty,
[00:58:43.800 --> 00:58:47.800]   who is your sufficient supply of everything.
[00:58:47.800 --> 00:58:50.800]   How many times as a Christian have you heard that, right?
[00:58:50.800 --> 00:58:54.800]   To not just see God as a cosmic vending machine,
[00:58:54.800 --> 00:58:57.800]   but rather to see Him as the one you love.
[00:58:57.800 --> 00:59:00.800]   And maybe even more appropriate to our season now,
[00:59:00.800 --> 00:59:03.800]   nobody loves Jeff Bezos.
[00:59:03.800 --> 00:59:05.800]   For the people who don't know who he is,
[00:59:05.800 --> 00:59:07.800]   he is the founder of Amazon.
[00:59:07.800 --> 00:59:09.800]   Nobody loves Amazon.
[00:59:09.800 --> 00:59:12.800]   They just love the stuff that comes next day delivery.
[00:59:12.800 --> 00:59:14.800]   You get the analogies.
[00:59:14.800 --> 00:59:18.800]   You've heard the preaching before,
[00:59:18.800 --> 00:59:21.800]   that for us to just simply love the stuff
[00:59:21.800 --> 00:59:24.800]   and not the person who's giving,
[00:59:24.800 --> 00:59:27.800]   that doesn't actually equate to the kind of faith
[00:59:27.800 --> 00:59:30.800]   and the kind of sentiment of thanksgiving we should have.
[00:59:30.800 --> 00:59:32.800]   But what I'm going to say now is,
[00:59:32.800 --> 00:59:35.800]   God Himself will put to the test
[00:59:35.800 --> 00:59:39.800]   the thanksgiving and the faith that we exercise.
[00:59:39.800 --> 00:59:41.800]   Okay?
[00:59:41.800 --> 00:59:44.800]   We know that God is supposed to be everything,
[00:59:44.800 --> 00:59:47.800]   but God will cause us to be tested in this.
[00:59:47.800 --> 00:59:49.800]   The people of this generation,
[00:59:49.800 --> 00:59:52.800]   immediately after, are walking.
[00:59:52.800 --> 00:59:54.800]   And they start grumbling, saying,
[00:59:54.800 --> 00:59:57.800]   "Where is the food? I'm so hungry."
[00:59:57.800 --> 01:00:00.800]   And they grumble in such a way where it's absolutely offensive,
[01:00:00.800 --> 01:00:03.800]   and they start saying stuff like, "I wish we were back in Egypt.
[01:00:03.800 --> 01:00:06.800]   At least there we had stuff." Right?
[01:00:06.800 --> 01:00:08.800]   I mean, they were enslaved.
[01:00:08.800 --> 01:00:10.800]   They had people of their own kinsmen
[01:00:10.800 --> 01:00:13.800]   be just buried underneath the buildings.
[01:00:13.800 --> 01:00:15.800]   And yet they say stuff like this.
[01:00:15.800 --> 01:00:17.800]   I want you to take a moment now to turn
[01:00:17.800 --> 01:00:19.800]   to the very next chapter, chapter 16,
[01:00:19.800 --> 01:00:24.800]   and see how quickly people turn to complaining.
[01:00:24.800 --> 01:00:27.800]   Okay?
[01:00:27.800 --> 01:00:29.800]   In Exodus 16, I'm going to read for us
[01:00:29.800 --> 01:00:33.800]   a little longer segment from verse 1 through 7.
[01:00:33.800 --> 01:00:35.800]   Exodus 16, 1 through 7.
[01:00:35.800 --> 01:00:38.800]   It says, "They set out from Elim,
[01:00:38.800 --> 01:00:40.800]   and all the congregation of the sons of Israel
[01:00:40.800 --> 01:00:42.800]   came to the wilderness of Sin,"
[01:00:42.800 --> 01:00:44.800]   which is between Elim and Sinai.
[01:00:44.800 --> 01:00:46.800]   "On the fifteenth day of the second month,
[01:00:46.800 --> 01:00:49.800]   after their departure from the land of Egypt."
[01:00:49.800 --> 01:00:50.800]   Okay?
[01:00:50.800 --> 01:00:53.800]   So this is only a month and a half.
[01:00:53.800 --> 01:00:55.800]   Fifteenth day of the second month.
[01:00:55.800 --> 01:00:56.800]   Okay?
[01:00:56.800 --> 01:00:58.800]   "The whole congregation of the sons of Israel
[01:00:58.800 --> 01:01:01.800]   grumbled against Moses and Aaron in the wilderness.
[01:01:01.800 --> 01:01:03.800]   The sons of Israel said to them,
[01:01:03.800 --> 01:01:06.800]   'With that we have died by the Lord's hand
[01:01:06.800 --> 01:01:08.800]   in the land of Egypt.'"
[01:01:08.800 --> 01:01:10.800]   What?
[01:01:10.800 --> 01:01:12.800]   What did they just say?
[01:01:12.800 --> 01:01:15.800]   That God himself would have just killed us there.
[01:01:15.800 --> 01:01:17.800]   "When we sat by the pots of meat,
[01:01:17.800 --> 01:01:19.800]   when we ate bread to the full,
[01:01:19.800 --> 01:01:21.800]   for you have brought us out into this wilderness
[01:01:21.800 --> 01:01:24.800]   to kill this whole assembly with hunger?
[01:01:24.800 --> 01:01:26.800]   And the Lord said to Moses,
[01:01:26.800 --> 01:01:30.800]   'Behold, I will rain bread from heaven for you.'"
[01:01:30.800 --> 01:01:31.800]   Pause there.
[01:01:31.800 --> 01:01:34.800]   I mean, it wouldn't have been hard for us to be like,
[01:01:34.800 --> 01:01:36.800]   "And I will rain fire," right?
[01:01:36.800 --> 01:01:38.800]   Instead of bread.
[01:01:38.800 --> 01:01:40.800]   And it says, "And the people shall go out
[01:01:40.800 --> 01:01:42.800]   and gather a day's portion every day
[01:01:42.800 --> 01:01:44.800]   that I may test them."
[01:01:44.800 --> 01:01:45.800]   Huh.
[01:01:45.800 --> 01:01:47.800]   Did you ever think about that?
[01:01:47.800 --> 01:01:48.800]   Wait a minute.
[01:01:48.800 --> 01:01:51.800]   I thought the giving of the manna
[01:01:51.800 --> 01:01:53.800]   was just simply the blessing.
[01:01:53.800 --> 01:01:56.800]   It was God conceding to their grumbling.
[01:01:56.800 --> 01:01:57.800]   Are you sad that you're here?
[01:01:57.800 --> 01:01:58.800]   Are you sad you don't have food?
[01:01:58.800 --> 01:02:00.800]   Well, then here, at least here's the bread, right?
[01:02:00.800 --> 01:02:01.800]   No.
[01:02:01.800 --> 01:02:03.800]   He says, "I'm going to test them
[01:02:03.800 --> 01:02:06.800]   whether or not they will walk by my instruction."
[01:02:06.800 --> 01:02:08.800]   And you know exactly what happens.
[01:02:08.800 --> 01:02:09.800]   It says, "On the sixth day,
[01:02:09.800 --> 01:02:11.800]   when they prepare what they bring in,
[01:02:11.800 --> 01:02:15.800]   it will be twice as much as they gather daily.
[01:02:15.800 --> 01:02:18.800]   So Moses and Aaron said to all the sons of Israel,
[01:02:18.800 --> 01:02:20.800]   'At evening you will know that the Lord
[01:02:20.800 --> 01:02:22.800]   has brought you out of the land of Egypt,
[01:02:22.800 --> 01:02:24.800]   and in the morning you will see the glory of the Lord,
[01:02:24.800 --> 01:02:27.800]   for here is your grumbling against the Lord.
[01:02:27.800 --> 01:02:32.800]   And what are we that you grumble against us?'"
[01:02:32.800 --> 01:02:34.800]   So in looking at that passage,
[01:02:34.800 --> 01:02:35.800]   I know I'm kind of making this point
[01:02:35.800 --> 01:02:38.800]   that God is using the provision of the manna
[01:02:38.800 --> 01:02:40.800]   as a means to test the people.
[01:02:40.800 --> 01:02:41.800]   What do I mean by that?
[01:02:41.800 --> 01:02:44.800]   You know that God gave this stipulation.
[01:02:44.800 --> 01:02:47.800]   "I'm going to give you this sweet bread."
[01:02:47.800 --> 01:02:50.800]   Scripture says that it was like melting honey.
[01:02:50.800 --> 01:02:51.800]   And when the sun came out,
[01:02:51.800 --> 01:02:53.800]   it actually melted like honey, right?
[01:02:53.800 --> 01:02:55.800]   So essentially, you just have like sweet,
[01:02:55.800 --> 01:02:59.800]   I just imagine, you know, not 85 or anything like that,
[01:02:59.800 --> 01:03:00.800]   but it's something sweet, right?
[01:03:00.800 --> 01:03:03.800]   Okay.
[01:03:03.800 --> 01:03:05.800]   But God's rule was you are only allowed
[01:03:05.800 --> 01:03:08.800]   to go out every day and pick up
[01:03:08.800 --> 01:03:10.800]   what is good for your family that day.
[01:03:10.800 --> 01:03:11.800]   And you know what's crazy?
[01:03:11.800 --> 01:03:13.800]   As God said, this bread is so miraculous
[01:03:13.800 --> 01:03:16.800]   that for those of you guys who can't pick up enough,
[01:03:16.800 --> 01:03:18.800]   you go to your house, you'll have enough.
[01:03:18.800 --> 01:03:20.800]   Those of you guys who are a little greedy
[01:03:20.800 --> 01:03:21.800]   and you pick up too much,
[01:03:21.800 --> 01:03:23.800]   you go to your house, it's going to disappear.
[01:03:23.800 --> 01:03:24.800]   Right?
[01:03:24.800 --> 01:03:25.800]   That's what he said.
[01:03:25.800 --> 01:03:26.800]   It's magical bread.
[01:03:26.800 --> 01:03:27.800]   And then on the sixth day,
[01:03:27.800 --> 01:03:28.800]   there will be a double portion
[01:03:28.800 --> 01:03:29.800]   that rains down from heaven.
[01:03:29.800 --> 01:03:31.800]   It's going to be like dew on the ground.
[01:03:31.800 --> 01:03:32.800]   And guess what?
[01:03:32.800 --> 01:03:33.800]   It's going to last two days.
[01:03:33.800 --> 01:03:34.800]   Why?
[01:03:34.800 --> 01:03:35.800]   Because on the seventh day,
[01:03:35.800 --> 01:03:37.800]   you're supposed to observe the Sabbath.
[01:03:37.800 --> 01:03:38.800]   And remember who?
[01:03:38.800 --> 01:03:40.800]   God, the creator.
[01:03:40.800 --> 01:03:42.800]   You're a deliverer.
[01:03:42.800 --> 01:03:45.800]   And you know exactly what they did.
[01:03:45.800 --> 01:03:48.800]   A lot of people started hoarding too much.
[01:03:48.800 --> 01:03:50.800]   And then so I started to think, like,
[01:03:50.800 --> 01:03:53.800]   dude, the killer of Thanksgiving in our heart
[01:03:53.800 --> 01:03:55.800]   is grumbling.
[01:03:55.800 --> 01:03:57.800]   Grumbling that we don't have food.
[01:03:57.800 --> 01:03:58.800]   But the thing is,
[01:03:58.800 --> 01:04:00.800]   let me just take a moment to meditate together.
[01:04:00.800 --> 01:04:02.800]   You and I are way mature,
[01:04:02.800 --> 01:04:05.800]   too mature to just grumble about food.
[01:04:05.800 --> 01:04:07.800]   Right?
[01:04:07.800 --> 01:04:09.800]   I mean, how many of us would get sweet, sweet bread
[01:04:09.800 --> 01:04:11.800]   and be like, "Oh, bread."
[01:04:11.800 --> 01:04:12.800]   Right?
[01:04:12.800 --> 01:04:13.800]   We'd all just eat it.
[01:04:13.800 --> 01:04:14.800]   I know I would.
[01:04:14.800 --> 01:04:15.800]   You guys know I love sweets.
[01:04:15.800 --> 01:04:16.800]   Right?
[01:04:16.800 --> 01:04:18.800]   Well, one, they grumbled
[01:04:18.800 --> 01:04:20.800]   because they didn't have meat.
[01:04:20.800 --> 01:04:22.800]   Okay?
[01:04:22.800 --> 01:04:23.800]   A lot of us,
[01:04:23.800 --> 01:04:25.800]   maybe we just can't eat the same food
[01:04:25.800 --> 01:04:26.800]   over and over again
[01:04:26.800 --> 01:04:28.800]   for months and months and months.
[01:04:28.800 --> 01:04:31.800]   You know, they actually ate this for 40 years.
[01:04:31.800 --> 01:04:33.800]   They ate this for the whole generation.
[01:04:33.800 --> 01:04:34.800]   Okay?
[01:04:34.800 --> 01:04:36.800]   So then you kind of ask,
[01:04:36.800 --> 01:04:38.800]   what were they actually grumbling about?
[01:04:38.800 --> 01:04:41.800]   I started to think and meditate.
[01:04:41.800 --> 01:04:42.800]   I got to be honest with you,
[01:04:42.800 --> 01:04:43.800]   in my kind of self-righteous heart,
[01:04:43.800 --> 01:04:45.800]   I was getting frustrated with these people.
[01:04:45.800 --> 01:04:46.800]   How can you be grumbling?
[01:04:46.800 --> 01:04:47.800]   Right?
[01:04:47.800 --> 01:04:49.800]   You straight up don't even need to work.
[01:04:49.800 --> 01:04:50.800]   You don't even need, like,
[01:04:50.800 --> 01:04:51.800]   imagine God said,
[01:04:51.800 --> 01:04:53.800]   "I want you to plant this magical seed,"
[01:04:53.800 --> 01:04:55.800]   so that they had to go and till the ground.
[01:04:55.800 --> 01:04:56.800]   That would be so hard.
[01:04:56.800 --> 01:04:58.800]   But they were always moving.
[01:04:58.800 --> 01:05:00.800]   There would be more complaining.
[01:05:00.800 --> 01:05:02.800]   So God just gave them stuff
[01:05:02.800 --> 01:05:04.800]   they can pick up along the way.
[01:05:04.800 --> 01:05:06.800]   And I'm sitting here self-righteously thinking,
[01:05:06.800 --> 01:05:08.800]   "What's wrong with you people?
[01:05:08.800 --> 01:05:10.800]   How can you complain to God?"
[01:05:10.800 --> 01:05:11.800]   Right?
[01:05:11.800 --> 01:05:12.800]   And then you realize,
[01:05:12.800 --> 01:05:14.800]   "Oh, wait a minute.
[01:05:14.800 --> 01:05:17.800]   I probably would have complained too."
[01:05:17.800 --> 01:05:19.800]   Because if I have to pick up stuff
[01:05:19.800 --> 01:05:20.800]   every single day,
[01:05:20.800 --> 01:05:22.800]   my first thought would have been like,
[01:05:22.800 --> 01:05:24.800]   the, you know, efficiency part of me.
[01:05:24.800 --> 01:05:25.800]   I'd be like,
[01:05:25.800 --> 01:05:27.800]   "We could just gather everything
[01:05:27.800 --> 01:05:30.800]   and we don't have to do this every morning."
[01:05:30.800 --> 01:05:32.800]   And that's probably what the people did.
[01:05:32.800 --> 01:05:33.800]   And that, you know,
[01:05:33.800 --> 01:05:35.800]   you always have that person who's like,
[01:05:35.800 --> 01:05:37.800]   "Moses, Moses, I got an idea."
[01:05:37.800 --> 01:05:38.800]   You know?
[01:05:38.800 --> 01:05:40.800]   Maybe that would have been me.
[01:05:40.800 --> 01:05:41.800]   What's more,
[01:05:41.800 --> 01:05:43.800]   once you guys are parents in here,
[01:05:43.800 --> 01:05:45.800]   imagine giving this stuff to your children
[01:05:45.800 --> 01:05:47.800]   every single day.
[01:05:47.800 --> 01:05:49.800]   Imagine you having to carry this
[01:05:49.800 --> 01:05:50.800]   and all that stuff,
[01:05:50.800 --> 01:05:52.800]   and you have to carry it to your family members,
[01:05:52.800 --> 01:05:53.800]   and your family members are complaining,
[01:05:53.800 --> 01:05:54.800]   you're dealing with this,
[01:05:54.800 --> 01:05:56.800]   and like, "Oh, how come we can't have that stuff?"
[01:05:56.800 --> 01:05:58.800]   My point is,
[01:05:58.800 --> 01:06:00.800]   you take a moment to imagine,
[01:06:00.800 --> 01:06:03.800]   you take a moment to drop that into their shoes,
[01:06:03.800 --> 01:06:06.800]   we're not very different.
[01:06:06.800 --> 01:06:09.800]   If I was walking around aimlessly,
[01:06:09.800 --> 01:06:12.800]   it's hard to be thankful when you're thirsty.
[01:06:12.800 --> 01:06:14.800]   It's hard to be thankful
[01:06:14.800 --> 01:06:15.800]   when you start feeling like
[01:06:15.800 --> 01:06:18.800]   there's not going to be any change in your life.
[01:06:18.800 --> 01:06:20.800]   For those of you guys who are struggling with
[01:06:20.800 --> 01:06:21.800]   feeling like you're at,
[01:06:21.800 --> 01:06:24.800]   "Dude, this job is kind of dead end."
[01:06:24.800 --> 01:06:25.800]   Those of you guys who kind of feel like,
[01:06:25.800 --> 01:06:27.800]   "I don't have the best people around me."
[01:06:27.800 --> 01:06:28.800]   Those people who kind of feel like,
[01:06:28.800 --> 01:06:31.800]   "You know what, it would be so much better if..."
[01:06:31.800 --> 01:06:33.800]   And you have all these fantasies of,
[01:06:33.800 --> 01:06:35.800]   "If only certain things would happen,
[01:06:35.800 --> 01:06:38.800]   "this would be so much easier, so much better."
[01:06:38.800 --> 01:06:41.800]   We're not so different.
[01:06:41.800 --> 01:06:43.800]   And so what am I saying?
[01:06:43.800 --> 01:06:47.800]   Well, quick question to you is,
[01:06:47.800 --> 01:06:48.800]   is there any grumbling,
[01:06:48.800 --> 01:06:52.800]   complaining in your heart about your lot in life?
[01:06:52.800 --> 01:06:55.800]   God has been testing you.
[01:06:55.800 --> 01:06:57.800]   God has been testing these people just with bread.
[01:06:57.800 --> 01:07:00.800]   Would you obey and follow?
[01:07:00.800 --> 01:07:03.800]   Would you be content with the provision that I give you?
[01:07:03.800 --> 01:07:05.800]   There is a reason why God was teaching them
[01:07:05.800 --> 01:07:07.800]   that his provision for them
[01:07:07.800 --> 01:07:10.800]   was going to be sufficient for that day,
[01:07:10.800 --> 01:07:12.800]   and then he's teaching us to pray,
[01:07:12.800 --> 01:07:16.800]   "Give me my daily bread."
[01:07:16.800 --> 01:07:18.800]   Yes?
[01:07:18.800 --> 01:07:23.800]   But are we getting so caught up,
[01:07:23.800 --> 01:07:26.800]   getting so discontent,
[01:07:26.800 --> 01:07:29.800]   that we would raise a grumbling heart to the Lord?
[01:07:29.800 --> 01:07:32.800]   What kills a thankful heart is grumbling.
[01:07:32.800 --> 01:07:35.800]   My final point attached to this
[01:07:35.800 --> 01:07:38.800]   is that a primary description
[01:07:38.800 --> 01:07:42.800]   of the depraved people are a thankless people.
[01:07:42.800 --> 01:07:45.800]   Now, that sounds so not in line with what I was saying.
[01:07:45.800 --> 01:07:47.800]   Like, how do you have a thankful heart?
[01:07:47.800 --> 01:07:48.800]   It's like, well,
[01:07:48.800 --> 01:07:51.800]   a primary thing of the unbelievers, essentially,
[01:07:51.800 --> 01:07:53.800]   is thanklessness.
[01:07:53.800 --> 01:07:56.800]   And here's the point that I'm making, okay?
[01:07:56.800 --> 01:07:59.800]   Tying this together,
[01:07:59.800 --> 01:08:03.800]   if we have eyes of the flesh,
[01:08:03.800 --> 01:08:05.800]   we're going to be complaining all the time.
[01:08:05.800 --> 01:08:07.800]   Why? It makes sense.
[01:08:07.800 --> 01:08:11.800]   There's so much, so much
[01:08:11.800 --> 01:08:14.800]   in this world that is broken.
[01:08:14.800 --> 01:08:16.800]   There's so many things that are, like,
[01:08:16.800 --> 01:08:19.800]   not supposed to be, okay?
[01:08:19.800 --> 01:08:21.800]   There's so much violence, wickedness,
[01:08:21.800 --> 01:08:25.800]   selfishness, evil, perversion.
[01:08:25.800 --> 01:08:28.800]   We completely, completely live in a depraved world.
[01:08:28.800 --> 01:08:31.800]   If you have eyes of flesh,
[01:08:31.800 --> 01:08:33.800]   when you complain, it makes sense.
[01:08:33.800 --> 01:08:37.800]   When you grumble, it's logical, right?
[01:08:37.800 --> 01:08:39.800]   I want you to take a moment to turn to Romans
[01:08:39.800 --> 01:08:42.800]   and walk down a passage with me.
[01:08:42.800 --> 01:08:44.800]   What I'm going to say is this.
[01:08:44.800 --> 01:08:49.800]   There is a sensibility
[01:08:49.800 --> 01:08:52.800]   to the unsaved, to the depraved.
[01:08:52.800 --> 01:08:54.800]   Now, that's going to sound weird,
[01:08:54.800 --> 01:08:56.800]   but take a moment to think with me.
[01:08:56.800 --> 01:08:58.800]   Romans 1, verse 21.
[01:08:58.800 --> 01:09:01.800]   "For even though they knew God,
[01:09:01.800 --> 01:09:04.800]   they did not honor Him as God or give thanks,
[01:09:04.800 --> 01:09:07.800]   but they became futile in their speculations,
[01:09:07.800 --> 01:09:10.800]   and their foolish heart was darkened."
[01:09:10.800 --> 01:09:13.800]   This is a primary description
[01:09:13.800 --> 01:09:15.800]   of the unbeliever,
[01:09:15.800 --> 01:09:17.800]   of the hardened of heart,
[01:09:17.800 --> 01:09:21.800]   that he sees God but can't give thanks to Him.
[01:09:21.800 --> 01:09:25.800]   Is that just all nonsensical, complete blindness?
[01:09:25.800 --> 01:09:28.800]   Yes, but what I'm saying also is
[01:09:28.800 --> 01:09:30.800]   that's a practical decision.
[01:09:30.800 --> 01:09:33.800]   Look at verse 25, same chapter.
[01:09:33.800 --> 01:09:34.800]   Romans 1, 25.
[01:09:34.800 --> 01:09:37.800]   "For they exchanged the truth of God for a lie
[01:09:37.800 --> 01:09:39.800]   and worshiped and served the creature
[01:09:39.800 --> 01:09:42.800]   rather than the Creator who is blessed forever."
[01:09:42.800 --> 01:09:43.800]   Why?
[01:09:43.800 --> 01:09:45.800]   Because they can see it.
[01:09:45.800 --> 01:09:48.800]   They can tangibly manipulate it.
[01:09:48.800 --> 01:09:50.800]   They can carry their gods with them.
[01:09:50.800 --> 01:09:51.800]   They can control it.
[01:09:51.800 --> 01:09:52.800]   There's a rationale to this,
[01:09:52.800 --> 01:09:54.800]   and it's almost practical.
[01:09:54.800 --> 01:09:57.800]   Romans 1, verse 28.
[01:09:57.800 --> 01:10:00.800]   "And just as they did not see fit
[01:10:00.800 --> 01:10:03.800]   to acknowledge God any longer,
[01:10:03.800 --> 01:10:05.800]   God gave them over to a depraved mind
[01:10:05.800 --> 01:10:08.800]   to do the things which are not proper."
[01:10:08.800 --> 01:10:11.800]   There is this progression within Romans 1.
[01:10:11.800 --> 01:10:13.800]   Essentially, they see God,
[01:10:13.800 --> 01:10:15.800]   and they kind of see Him,
[01:10:15.800 --> 01:10:18.800]   but they really don't, right?
[01:10:18.800 --> 01:10:20.800]   And it's not like the other gods
[01:10:20.800 --> 01:10:22.800]   where they can just go however they want.
[01:10:22.800 --> 01:10:25.800]   You understand that the people back in their time
[01:10:25.800 --> 01:10:27.800]   couldn't just approach God however they wanted.
[01:10:27.800 --> 01:10:30.800]   It was so much more convenient
[01:10:30.800 --> 01:10:35.800]   to have an idol in your house, right?
[01:10:35.800 --> 01:10:36.800]   And what's more,
[01:10:36.800 --> 01:10:38.800]   they continued down this path
[01:10:38.800 --> 01:10:39.800]   of seeing and not really seeing,
[01:10:39.800 --> 01:10:41.800]   seeing and not really seeing.
[01:10:41.800 --> 01:10:46.800]   Who is Romans 1 primarily talking about, you think?
[01:10:46.800 --> 01:10:47.800]   It's the people of the past.
[01:10:47.800 --> 01:10:49.800]   It's the people who had the law.
[01:10:49.800 --> 01:10:50.800]   In verse 32, it says,
[01:10:50.800 --> 01:10:54.800]   "Although they knew the ordinance of God,
[01:10:54.800 --> 01:10:56.800]   but those who practiced such vile wickedness
[01:10:56.800 --> 01:10:58.800]   and they were worthy of death,
[01:10:58.800 --> 01:10:59.800]   they not only did the same,
[01:10:59.800 --> 01:11:01.800]   but also gave hearty approval
[01:11:01.800 --> 01:11:03.800]   to those who practiced it."
[01:11:03.800 --> 01:11:06.800]   Basically, it was the wilderness generation
[01:11:06.800 --> 01:11:08.800]   who were given the law.
[01:11:08.800 --> 01:11:09.800]   And why do I say it this way?
[01:11:09.800 --> 01:11:12.800]   It's because the challenge for us
[01:11:12.800 --> 01:11:15.800]   is to have eyes not of practicality,
[01:11:15.800 --> 01:11:18.800]   not have eyes of efficiency,
[01:11:18.800 --> 01:11:20.800]   not have eyes of productivity,
[01:11:20.800 --> 01:11:22.800]   not have eyes that are fleshly
[01:11:22.800 --> 01:11:23.800]   in terms of what I can see,
[01:11:23.800 --> 01:11:25.800]   what I can touch and control,
[01:11:25.800 --> 01:11:30.800]   which is so the bent of every non-Christian.
[01:11:30.800 --> 01:11:33.800]   In order for us to have a thankful heart,
[01:11:33.800 --> 01:11:37.800]   we have to have eyes of faith, amen?
[01:11:37.800 --> 01:11:39.800]   We have to see beyond what our eyes see
[01:11:39.800 --> 01:11:41.800]   and have trust.
[01:11:41.800 --> 01:11:44.800]   The great call and exhortation for the Christian
[01:11:44.800 --> 01:11:49.800]   is to walk not by sight, but by trust.
[01:11:49.800 --> 01:11:51.800]   By trust.
[01:11:51.800 --> 01:11:54.800]   There's a passage in Philippians 2, verse 13-15,
[01:11:54.800 --> 01:11:55.800]   I want to read to you.
[01:11:55.800 --> 01:11:56.800]   And it says,
[01:11:56.800 --> 01:11:59.800]   "For it is God who is at work in you."
[01:11:59.800 --> 01:12:00.800]   Do you believe that?
[01:12:00.800 --> 01:12:02.800]   "For those of you who are very discontent
[01:12:02.800 --> 01:12:04.800]   "with where you are now,
[01:12:04.800 --> 01:12:05.800]   "and so your heart would complain
[01:12:05.800 --> 01:12:07.800]   "about just simply your own maturity,
[01:12:07.800 --> 01:12:10.800]   "do you believe and trust that God is working in you?"
[01:12:10.800 --> 01:12:11.800]   It says in Scripture here
[01:12:11.800 --> 01:12:14.800]   that He is working in you both to will
[01:12:14.800 --> 01:12:16.800]   and to work for His good pleasure.
[01:12:16.800 --> 01:12:19.800]   "So do all things without grumbling or disputing
[01:12:19.800 --> 01:12:21.800]   "so that you will prove yourselves
[01:12:21.800 --> 01:12:24.800]   "to be blameless and innocent children of God,
[01:12:24.800 --> 01:12:26.800]   "above reproach in the midst of a crooked
[01:12:26.800 --> 01:12:28.800]   "and perverse generation,
[01:12:28.800 --> 01:12:32.800]   "among whom you appear as lights in the world."
[01:12:32.800 --> 01:12:35.800]   Brothers and sisters, it is God's will for us
[01:12:35.800 --> 01:12:39.800]   that we would be absolutely thankful.
[01:12:39.800 --> 01:12:41.800]   In order to do this,
[01:12:41.800 --> 01:12:44.800]   I reminded us, remember.
[01:12:44.800 --> 01:12:48.800]   Remember deeply how much we have been forgiven,
[01:12:48.800 --> 01:12:51.800]   how desperate we were.
[01:12:51.800 --> 01:12:53.800]   Remember that we have to see God
