
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:34:08.320 --> 00:34:10.880]   "This is a massive grace of God upon us."
[00:34:10.880 --> 00:34:12.040]   Amen?
[00:34:12.040 --> 00:34:14.760]   Okay, so we have to absolutely appreciate that.
[00:34:14.760 --> 00:34:16.600]   And then the next part of it, quickly, he says,
[00:34:16.600 --> 00:34:19.240]   "And what's more, we have obtained an inheritance."
[00:34:19.240 --> 00:34:20.080]   Right?
[00:34:20.080 --> 00:34:21.200]   "We have obtained an inheritance."
[00:34:21.200 --> 00:34:24.960]   And remember, we repeatedly saw that the forgiveness,
[00:34:24.960 --> 00:34:27.600]   the redemption, and every single one of these blessings
[00:34:27.600 --> 00:34:30.040]   is through Christ.
[00:34:30.040 --> 00:34:31.560]   And it has to be.
[00:34:31.560 --> 00:34:35.400]   For think about what an inheritance is.
[00:34:35.400 --> 00:34:37.480]   We don't have to go searching through like,
[00:34:37.480 --> 00:34:40.120]   "Oh, let me look up the lexicons and dictionaries for it."
[00:34:40.120 --> 00:34:41.360]   What is an inheritance?
[00:34:41.360 --> 00:34:42.640]   You know exactly what it is.
[00:34:42.640 --> 00:34:44.480]   Whatever your father owns,
[00:34:44.480 --> 00:34:47.280]   whatever your mother owned comes down to you, right?
[00:34:47.280 --> 00:34:49.360]   Property, car, and you know,
[00:34:49.360 --> 00:34:52.080]   whether it be like bank accounts, it just comes to you.
[00:34:52.080 --> 00:34:54.960]   Whatever the parents have set aside as a legacy
[00:34:54.960 --> 00:34:57.600]   for you to carry on, that's yours.
[00:34:57.600 --> 00:34:59.000]   You know exactly what it is.
[00:34:59.000 --> 00:35:03.200]   So then, immediately when you think inheritance,
[00:35:03.200 --> 00:35:05.960]   you should be thinking child of God.
[00:35:05.960 --> 00:35:08.720]   You should be thinking heir.
[00:35:08.720 --> 00:35:14.920]   You do not get to choose that all of a sudden,
[00:35:14.920 --> 00:35:17.160]   I'm gonna be your heir, right?
[00:35:17.160 --> 00:35:20.040]   That only comes by your union with Christ.
[00:35:20.040 --> 00:35:22.040]   Scripture is so emphatic about this.
[00:35:22.040 --> 00:35:24.160]   There's another passage I wanna highlight for you.
[00:35:24.160 --> 00:35:28.120]   For all who are being led by the Spirit of God,
[00:35:28.120 --> 00:35:30.080]   these are the sons of God.
[00:35:30.080 --> 00:35:32.160]   For you have not received the spirit of slavery
[00:35:32.160 --> 00:35:34.120]   leading to fear again,
[00:35:34.120 --> 00:35:36.160]   but you have received the spirit of adoption
[00:35:36.160 --> 00:35:39.920]   as sons by which we cry, "Abba, Father."
[00:35:39.920 --> 00:35:42.080]   The Spirit himself testifies with our spirit
[00:35:42.080 --> 00:35:43.600]   that we are children of God,
[00:35:43.600 --> 00:35:45.440]   and if children, heirs also.
[00:35:45.440 --> 00:35:48.160]   Heirs of God and fellow heirs with Christ.
[00:35:48.160 --> 00:35:49.880]   You see that?
[00:35:49.880 --> 00:35:53.040]   So logically clear.
[00:35:53.040 --> 00:35:57.080]   And so we think about this incredible blessing
[00:35:57.080 --> 00:36:02.960]   that Christ, who is the son of God,
[00:36:02.960 --> 00:36:06.160]   who genuinely pleases the Father,
[00:36:06.160 --> 00:36:08.040]   we share in his share.
[00:36:08.040 --> 00:36:11.600]   That's just crazy, mind-blowing stuff.
[00:36:11.600 --> 00:36:13.600]   And what's more, that inheritance,
[00:36:13.600 --> 00:36:15.280]   what's more, that promise,
[00:36:15.280 --> 00:36:17.680]   completely guaranteed by the Holy Spirit.
[00:36:17.680 --> 00:36:20.400]   We are sealed in him, right?
[00:36:20.400 --> 00:36:21.880]   Think about that.
[00:36:21.880 --> 00:36:25.440]   I mean, to have a kind of deposit,
[00:36:25.440 --> 00:36:27.200]   to have a kind of guarantee,
[00:36:27.200 --> 00:36:29.080]   for those of you guys who are doing word studies,
[00:36:29.080 --> 00:36:31.520]   again, when it has some repetition thoughts like that,
[00:36:31.520 --> 00:36:34.360]   where it says promise, seal, you know,
[00:36:34.360 --> 00:36:36.360]   that kind of stuff, a pledge,
[00:36:36.360 --> 00:36:38.440]   you should be studying those concepts.
[00:36:38.440 --> 00:36:40.640]   And I wanna just make mention of the fact
[00:36:40.640 --> 00:36:44.520]   that the idea of seal is so rich.
[00:36:44.520 --> 00:36:45.360]   Why?
[00:36:45.360 --> 00:36:48.040]   Because to seal it doesn't mean
[00:36:48.040 --> 00:36:49.640]   to take your Saran Wrap and make sure it's like,
[00:36:49.640 --> 00:36:52.280]   I'm saving this for later, you know?
[00:36:52.280 --> 00:36:55.000]   No, that's not the kind of seal we're talking about.
[00:36:55.000 --> 00:36:57.360]   We're talking about a kind of seal where God says,
[00:36:57.360 --> 00:37:00.560]   this is my possession.
[00:37:00.560 --> 00:37:03.160]   I put my name on it, right?
[00:37:03.160 --> 00:37:07.040]   We're talking about a seal of ownership.
[00:37:07.040 --> 00:37:10.000]   We're talking about a kind of seal
[00:37:10.000 --> 00:37:13.080]   where you identify and mark off, this is mine.
[00:37:13.080 --> 00:37:17.000]   And it goes right in line with God is saying,
[00:37:17.000 --> 00:37:20.280]   we are going to be to God, His own very precious possession.
[00:37:20.280 --> 00:37:23.160]   And all of that is absolutely guaranteed
[00:37:23.160 --> 00:37:24.840]   because when it says pledge,
[00:37:24.840 --> 00:37:28.960]   it means the idea with any kind of merchant transaction.
[00:37:28.960 --> 00:37:30.440]   If a transaction is made,
[00:37:30.440 --> 00:37:35.440]   there is a note that says, this deal is done, right?
[00:37:35.440 --> 00:37:37.640]   It's a permissory note.
[00:37:37.640 --> 00:37:39.960]   And that's exactly what it is.
[00:37:39.960 --> 00:37:43.720]   It delineates this deal is done, you are God's.
[00:37:43.720 --> 00:37:45.840]   How rich, what an amazing passage.
[00:37:45.840 --> 00:37:47.520]   And here, there's more to it.
[00:37:47.520 --> 00:37:49.120]   It's in Corinthians chapter five,
[00:37:49.120 --> 00:37:51.240]   where it says, inasmuch as we having put it on,
[00:37:51.240 --> 00:37:52.640]   will not be found naked for indeed
[00:37:52.640 --> 00:37:55.280]   while we are in the tents, we groan being burdened
[00:37:55.280 --> 00:37:58.320]   because we do not want to be unclothed but to be clothed
[00:37:58.320 --> 00:38:02.960]   so that what is mortal will be swallowed up by life.
[00:38:02.960 --> 00:38:05.200]   Now, he who prepared us for this very purpose
[00:38:05.200 --> 00:38:09.520]   is God who gave us the spirit as a pledge.
[00:38:09.520 --> 00:38:10.360]   Amen.
[00:38:10.360 --> 00:38:13.720]   It's so crazy to think about the many ways
[00:38:13.720 --> 00:38:14.680]   that God has blessed us,
[00:38:14.680 --> 00:38:16.840]   and we're so encouraged by that.
[00:38:16.840 --> 00:38:19.480]   Next, and we're gonna start,
[00:38:19.480 --> 00:38:22.280]   there's only just two more points to start wrapping up.
[00:38:22.280 --> 00:38:23.880]   One of the conclusions we drew
[00:38:23.880 --> 00:38:26.960]   from looking at the observation of the passage
[00:38:26.960 --> 00:38:28.880]   was that there was incredible purpose
[00:38:28.880 --> 00:38:31.680]   in what God is doing, right?
[00:38:31.680 --> 00:38:34.680]   Incredible purpose in what God was doing.
[00:38:34.680 --> 00:38:38.800]   We saw in previous passages that God is making us,
[00:38:38.800 --> 00:38:42.200]   transforming us to be holy and blameless,
[00:38:42.200 --> 00:38:43.920]   but there is more.
[00:38:43.920 --> 00:38:46.840]   He was causing us to be that
[00:38:46.840 --> 00:38:50.040]   so that we would be to the glory of God, right?
[00:38:50.040 --> 00:38:52.040]   Think about this.
[00:38:52.040 --> 00:38:56.200]   In our adoption, when we become precious children of God,
[00:38:56.200 --> 00:38:58.720]   that is to the glory of God.
[00:38:58.720 --> 00:39:01.600]   It reveals his fatherly love.
[00:39:01.600 --> 00:39:05.320]   In his sanctifying and in his teaching,
[00:39:05.320 --> 00:39:07.440]   in all the things that God is doing for us,
[00:39:07.440 --> 00:39:10.400]   it absolutely reveals the nature and character of God.
[00:39:11.280 --> 00:39:15.160]   And then what's more, he says then that,
[00:39:15.160 --> 00:39:17.600]   so the point that I wanted to make there is
[00:39:17.600 --> 00:39:20.880]   we were made for God in his glory, right?
[00:39:20.880 --> 00:39:23.160]   When you think about your purpose,
[00:39:23.160 --> 00:39:25.200]   take a moment to think about this.
[00:39:25.200 --> 00:39:28.680]   There are, for us, thoughts that we know ought to be,
[00:39:28.680 --> 00:39:31.360]   and then there are, for us, moments
[00:39:31.360 --> 00:39:32.760]   when we actually identify,
[00:39:32.760 --> 00:39:35.280]   these are the thoughts I currently have.
[00:39:35.280 --> 00:39:38.080]   And a lot of times, we have this gap, yes?
[00:39:38.080 --> 00:39:41.000]   Every single one of us experiences this.
[00:39:41.000 --> 00:39:43.600]   We know, if someone asks you, what's your purpose in life?
[00:39:43.600 --> 00:39:45.240]   You know what you should say,
[00:39:45.240 --> 00:39:49.720]   to enjoy God and glorify him forever, right?
[00:39:49.720 --> 00:39:51.120]   You know that ought to be.
[00:39:51.120 --> 00:39:55.000]   I wanna give you a personal challenge here.
[00:39:55.000 --> 00:39:56.480]   Whenever we think about this idea,
[00:39:56.480 --> 00:39:59.760]   like to the praise and majesty and glory of God, right?
[00:39:59.760 --> 00:40:02.520]   It sounds so majestic and big.
[00:40:02.520 --> 00:40:06.000]   But the fact of the matter is, we would all agree,
[00:40:06.000 --> 00:40:09.680]   that is the greatest purpose to live for.
[00:40:09.680 --> 00:40:14.680]   And everything else is feeble, fleeting, and falls short,
[00:40:14.680 --> 00:40:18.480]   right?
[00:40:18.480 --> 00:40:20.840]   And that kind of conviction has to exist
[00:40:20.840 --> 00:40:22.840]   in every single one of us.
[00:40:22.840 --> 00:40:25.080]   Okay, for the sake of time,
[00:40:25.080 --> 00:40:27.920]   when it comes to the summing up of all things in Christ,
[00:40:27.920 --> 00:40:30.800]   I exhort you, meditate on that for a while.
[00:40:30.800 --> 00:40:32.560]   Next, okay? (laughs)
[00:40:32.560 --> 00:40:36.480]   Number three, we have to appreciate in this passage,
[00:40:36.480 --> 00:40:38.680]   God's will, right?
[00:40:38.680 --> 00:40:41.360]   How many times has God said,
[00:40:41.360 --> 00:40:45.200]   that all that he's doing is according to his will?
[00:40:45.200 --> 00:40:47.200]   How many times has he said,
[00:40:47.200 --> 00:40:49.920]   this is according to the riches of his grace?
[00:40:49.920 --> 00:40:50.960]   How many times has he said,
[00:40:50.960 --> 00:40:53.680]   this is according to his sight, his wisdom,
[00:40:53.680 --> 00:40:58.200]   his thoughts, his plans, his counsel, his mind?
[00:40:58.200 --> 00:41:00.600]   And this is pretty incredible, isn't it?
[00:41:00.600 --> 00:41:05.440]   That God would exercise that desire in his own heart,
[00:41:05.440 --> 00:41:08.680]   in the most informed, in the most insightful way.
[00:41:08.680 --> 00:41:11.760]   And he's planned it in such incredible detail,
[00:41:11.760 --> 00:41:15.480]   exercising it exactly in accord with what he has planned.
[00:41:15.480 --> 00:41:20.480]   And it's gonna come to fruition, because he's guaranteed it.
[00:41:20.480 --> 00:41:23.040]   That's crazy, right?
[00:41:23.040 --> 00:41:28.880]   We can only hope to emulate that to a small degree.
[00:41:28.880 --> 00:41:30.200]   What do I mean by that?
[00:41:30.200 --> 00:41:32.960]   I wish I would grow up, you know?
[00:41:32.960 --> 00:41:37.320]   Like, there are times when I wish I would behave
[00:41:37.320 --> 00:41:43.120]   out of and according to what's actually in my heart, right?
[00:41:43.120 --> 00:41:48.000]   I wish that I could be as intentional as this,
[00:41:48.000 --> 00:41:50.200]   and I love the people around me.
[00:41:50.200 --> 00:41:52.040]   I wish that I could emulate this,
[00:41:52.040 --> 00:41:54.040]   even to the smallest degree,
[00:41:54.040 --> 00:41:56.920]   that I would be operating by wisdom and insight,
[00:41:56.920 --> 00:41:58.720]   because I know something, right?
[00:42:00.120 --> 00:42:04.920]   Rather than typically saying, "Oopsie daisies," right?
[00:42:04.920 --> 00:42:07.000]   I want you to think about this.
[00:42:07.000 --> 00:42:09.160]   You know, this past week, I was talking to Pastor Peter Chung.
[00:42:09.160 --> 00:42:10.240]   You guys are praying for him.
[00:42:10.240 --> 00:42:11.440]   I know you are.
[00:42:11.440 --> 00:42:12.280]   I see it.
[00:42:12.280 --> 00:42:13.560]   People are starting prayer lists.
[00:42:13.560 --> 00:42:16.240]   People are starting ministry lists.
[00:42:16.240 --> 00:42:18.080]   Yeah, Pastor Peter Chung,
[00:42:18.080 --> 00:42:20.760]   to be hit with the news that he has cancer,
[00:42:20.760 --> 00:42:22.160]   that's huge, right?
[00:42:22.160 --> 00:42:24.320]   That just kind of shakes you for a little bit.
[00:42:24.320 --> 00:42:25.600]   But you guys know Pastor Peter Chung.
[00:42:25.600 --> 00:42:27.680]   He's just gonna, with this big old dimple smile,
[00:42:27.680 --> 00:42:28.920]   and just be like, "This is great!"
[00:42:28.920 --> 00:42:30.000]   You know? (laughs)
[00:42:30.000 --> 00:42:31.320]   And he said some weird stuff.
[00:42:31.320 --> 00:42:32.960]   He was like, "Oh, man, guys, this is great,
[00:42:32.960 --> 00:42:36.960]   "because it's just all working out where this is treatable.
[00:42:36.960 --> 00:42:39.640]   "My treatment's gonna be manageable."
[00:42:39.640 --> 00:42:42.400]   Sure enough, this week, he had his first rounds of chemo,
[00:42:42.400 --> 00:42:43.760]   and things like that, starting Tuesday.
[00:42:43.760 --> 00:42:46.520]   He's had his medication, and all this kind of stuff.
[00:42:46.520 --> 00:42:48.760]   But if you have talked to him, even just the shortest,
[00:42:48.760 --> 00:42:49.600]   you know what he'll say.
[00:42:49.600 --> 00:42:50.720]   He's like, "You know, it's just crazy,
[00:42:50.720 --> 00:42:53.680]   "because God does not waste a thing!"
[00:42:53.680 --> 00:42:55.800]   Have you guys heard him say that?
[00:42:55.800 --> 00:42:56.640]   And he just repeated it.
[00:42:56.640 --> 00:42:57.720]   On the pulpit, he says that.
[00:42:57.720 --> 00:42:59.160]   When you talk to him in person, he says that.
[00:42:59.160 --> 00:43:00.400]   And every time, we should be like,
[00:43:00.400 --> 00:43:03.040]   "Amen, it says so right here!"
[00:43:03.040 --> 00:43:06.440]   He's so wise, so intentional.
[00:43:06.440 --> 00:43:08.860]   God does not waste a single thing.
[00:43:08.860 --> 00:43:11.440]   It's absolutely true.
[00:43:11.440 --> 00:43:17.280]   What confidence we build when we reflect
[00:43:17.280 --> 00:43:18.840]   on the truths that we see here.
[00:43:18.840 --> 00:43:21.920]   That God has such intentionality
[00:43:21.920 --> 00:43:23.400]   and purpose behind everything.
[00:43:23.400 --> 00:43:26.760]   He makes no mistakes.
[00:43:26.760 --> 00:43:30.120]   Whereas I regularly say, "I didn't know, oopsie daisies.
[00:43:30.120 --> 00:43:32.440]   "Oh my goodness, I could do so much better."
[00:43:32.440 --> 00:43:35.940]   God does not have moments when he says, "Whoops."
[00:43:35.940 --> 00:43:39.400]   But rather, everything he is working,
[00:43:39.400 --> 00:43:43.280]   he is working according to the wise counsel of his will.
[00:43:43.280 --> 00:43:47.760]   And scripture says, in response, "Wow.
[00:43:47.760 --> 00:43:50.620]   "When I look at your heavens, the works of your fingers,
[00:43:50.620 --> 00:43:53.520]   "the moon and the stars, which you have set in its place."
[00:43:54.520 --> 00:43:57.480]   Then rather than thinking like, "God, what are you doing?"
[00:43:57.480 --> 00:43:59.520]   Instead I think, "Oh my goodness, what is man
[00:43:59.520 --> 00:44:01.640]   "that you are even mindful of him?
[00:44:01.640 --> 00:44:03.880]   "The son of man that you should even care."
[00:44:03.880 --> 00:44:05.600]   Right?
[00:44:05.600 --> 00:44:09.400]   God in his immense wisdom is working out
[00:44:09.400 --> 00:44:13.780]   not just this meticulous, masterful plan, which it is,
[00:44:13.780 --> 00:44:18.560]   but he is working out the kind intention of his heart.
[00:44:18.560 --> 00:44:22.480]   Regularly, I think about the opposite.
[00:44:22.480 --> 00:44:25.520]   If God did not have kind intentions in his heart,
[00:44:25.520 --> 00:44:29.040]   even if, even if you weren't a wretched sinner,
[00:44:29.040 --> 00:44:30.880]   even if, let's say, you had some wisdom in you
[00:44:30.880 --> 00:44:32.240]   and you had some goodness in you,
[00:44:32.240 --> 00:44:35.400]   if you asked the question, "God, tell me your will,"
[00:44:35.400 --> 00:44:37.680]   he could just look at you and say, "No."
[00:44:37.680 --> 00:44:42.000]   This is a conversation between me and my perfect son,
[00:44:42.000 --> 00:44:44.400]   "See you later."
[00:44:44.400 --> 00:44:45.360]   Right?
[00:44:45.360 --> 00:44:46.780]   If you came up knocking on his door,
[00:44:46.780 --> 00:44:48.980]   "Please, I'm a good guy, give me your inheritance,"
[00:44:48.980 --> 00:44:52.000]   he could just look at you and say, "Are you crazy?"
[00:44:52.000 --> 00:44:55.840]   "No, you have absolutely no right to even ask me.
[00:44:55.840 --> 00:44:59.560]   "How dare you ask me for my inheritance,
[00:44:59.560 --> 00:45:02.240]   "you selfish, jealous, wicked man."
[00:45:02.240 --> 00:45:04.600]   Yes?
[00:45:04.600 --> 00:45:08.240]   Can you promise me that you'll do me good
[00:45:08.240 --> 00:45:09.560]   and when you enact your kingdom
[00:45:09.560 --> 00:45:12.280]   and bring people into heaven, include me?
[00:45:12.280 --> 00:45:14.160]   No.
[00:45:14.160 --> 00:45:17.380]   Why would I have to do anything for you?
[00:45:17.380 --> 00:45:21.600]   You see, when we think about this and just meditate,
[00:45:21.600 --> 00:45:25.960]   we recognize God is not just a mechanical being
[00:45:25.960 --> 00:45:29.680]   working out intricacies of his determined world.
[00:45:29.680 --> 00:45:32.200]   God is working out his love.
[00:45:32.200 --> 00:45:36.360]   And it's so deep and rich and full of blessings for us.
[00:45:36.360 --> 00:45:37.240]   Amen?
[00:45:37.240 --> 00:45:38.080]   Let's pray.
[00:45:38.080 --> 00:45:47.000]   Heavenly Father, I do pray,
[00:45:47.000 --> 00:45:49.920]   and I'll let the many saints of old ask this question,
[00:45:49.920 --> 00:45:52.680]   Lord, help us to behold marvelous
[00:45:52.680 --> 00:45:54.400]   and wonderful things in your word.
[00:45:54.400 --> 00:45:58.880]   And God, today we recognize, God, that there are,
[00:45:58.880 --> 00:46:01.720]   just, you can call them blessings,
[00:46:01.720 --> 00:46:05.280]   massive gifts of grace, mercies, and privileges
[00:46:05.280 --> 00:46:10.080]   that only come by your gracious offer of salvation.
[00:46:10.080 --> 00:46:12.500]   And God, we wanna thank you so much.
[00:46:12.500 --> 00:46:14.100]   And it is sometimes weird to think
[00:46:14.100 --> 00:46:16.920]   that it's as easy as believing it,
[00:46:16.920 --> 00:46:20.080]   just taking your word for what it is and then trusting it.
[00:46:20.080 --> 00:46:21.340]   It seems so easy.
[00:46:21.340 --> 00:46:25.280]   But we recognize, Lord, that's how it has to be.
[00:46:25.280 --> 00:46:28.220]   For God, we know that in of ourselves,
[00:46:28.220 --> 00:46:31.760]   this plan, this salvation plan would not be our idea.
[00:46:31.760 --> 00:46:34.760]   So Father, thank you so much
[00:46:34.760 --> 00:46:37.380]   that you enacted it according to your kindness,
[00:46:37.380 --> 00:46:38.980]   that you prepared the way,
[00:46:38.980 --> 00:46:41.960]   that you took the time for the fullness to come.
[00:46:41.960 --> 00:46:43.760]   And God, what's more, that your son,
[00:46:44.940 --> 00:46:48.540]   God, according to his work, has made it all accomplished.
[00:46:48.540 --> 00:46:51.820]   So Father, we wanna take moments to thank you.
[00:46:51.820 --> 00:46:53.700]   I pray that the meditation of our heart,
[00:46:53.700 --> 00:46:56.660]   I pray that our faith would be pleasing to you.
[00:46:56.660 --> 00:46:58.720]   Lord, we wanna just lift you up.
[00:46:58.720 --> 00:47:00.300]   We want to praise you and bless you.
[00:47:00.300 --> 00:47:01.940]   It's in Christ, let me pray, amen.
[00:47:01.940 --> 00:47:03.540]   Thank you.

