
[00:00:00.000 --> 00:00:15.340]   ♪ ♪
[00:59:43.680 --> 00:59:45.000]   but the most celebrated,
[00:59:45.000 --> 00:59:46.920]   that we make the biggest deal about Christmas.
[00:59:46.920 --> 00:59:49.840]   You see it in decorations, commercials,
[00:59:49.840 --> 00:59:50.880]   everything that we do.
[00:59:50.880 --> 00:59:52.920]   Our longest break, holiday break,
[00:59:52.920 --> 00:59:54.440]   is during the Christmas break.
[00:59:55.680 --> 00:59:58.800]   The Jews also had something like Christmas
[00:59:58.800 --> 01:00:02.120]   in their culture, and what they had was
[01:00:02.120 --> 01:00:06.800]   the Day of Atonement.
[01:00:06.800 --> 01:00:10.040]   So Day of Atonement was their biggest holiday.
[01:00:10.040 --> 01:00:12.160]   So they would have the Passover,
[01:00:12.160 --> 01:00:16.480]   and that Passover would bleed into the Passover
[01:00:16.480 --> 01:00:17.800]   through the Day of Atonement.
[01:00:17.800 --> 01:00:20.560]   And so they would take sometimes weeks and weeks off,
[01:00:20.560 --> 01:00:22.280]   sometimes months off, in order to travel
[01:00:22.280 --> 01:00:23.640]   to get to Jerusalem.
[01:00:23.640 --> 01:00:26.120]   And so it was embedded into their culture
[01:00:26.120 --> 01:00:29.720]   so that every year they would share this with one another
[01:00:29.720 --> 01:00:33.000]   and remind each other of the significance of this.
[01:00:33.000 --> 01:00:38.000]   So at the center of their culture,
[01:00:38.000 --> 01:00:41.200]   this Day of Atonement was embedded for a particular reason.
[01:00:41.200 --> 01:00:44.560]   So here in Hebrews 13, 10 through 11, it says,
[01:00:44.560 --> 01:00:47.440]   "We have an altar from which those who serve the tabernacle
[01:00:47.440 --> 01:00:49.080]   "have no right to eat."
[01:00:49.080 --> 01:00:50.280]   Let me stop right there.
[01:00:51.400 --> 01:00:54.520]   If you studied with us the book of Leviticus,
[01:00:54.520 --> 01:00:57.520]   that's where the priests actually got their food.
[01:00:57.520 --> 01:00:59.000]   People would bring sacrifices,
[01:00:59.000 --> 01:01:00.160]   and they would take their livers
[01:01:00.160 --> 01:01:01.680]   and parts that they would normally not eat
[01:01:01.680 --> 01:01:03.040]   and take the meat part of it,
[01:01:03.040 --> 01:01:05.840]   and that portion belonged to the priest to eat.
[01:01:05.840 --> 01:01:08.000]   So when he says, "We have an altar from which
[01:01:08.000 --> 01:01:11.400]   "those who serve the tabernacle have no right to eat,"
[01:01:11.400 --> 01:01:15.560]   it's specifically relating to the sacrifice
[01:01:15.560 --> 01:01:17.400]   of the Day of Atonement.
[01:01:17.400 --> 01:01:20.280]   Because that offering, they were not allowed to eat.
[01:01:20.280 --> 01:01:21.480]   Every other offering, they were.
[01:01:21.480 --> 01:01:23.480]   So he's specifically referring to that.
[01:01:23.480 --> 01:01:25.000]   And then verse 11, he said,
[01:01:25.000 --> 01:01:26.320]   "For the bodies of those animals
[01:01:26.320 --> 01:01:28.420]   "whose blood is brought into the holy place
[01:01:28.420 --> 01:01:30.720]   "by the high priest as an offering for sin
[01:01:30.720 --> 01:01:33.080]   "are burned outside the camp."
[01:01:33.080 --> 01:01:37.120]   Again, any Jew who read that would right away understand
[01:01:37.120 --> 01:01:39.520]   he's referring to the sacrifice made
[01:01:39.520 --> 01:01:41.160]   on the Day of Atonement.
[01:01:41.160 --> 01:01:44.520]   Most of you probably have heard
[01:01:44.520 --> 01:01:45.680]   the significance of this day,
[01:01:45.680 --> 01:01:47.440]   but I want to emphasize for you
[01:01:47.440 --> 01:01:49.560]   just how important this day is.
[01:01:49.560 --> 01:01:52.160]   So if you can put up the chart for me, the next one.
[01:01:52.160 --> 01:01:55.800]   So this is the chart of the tabernacle.
[01:01:55.800 --> 01:01:57.840]   So right in there, you have the rectangle,
[01:01:57.840 --> 01:01:58.840]   and that's the tabernacle.
[01:01:58.840 --> 01:02:02.320]   So those of you who have bad eyes, that's what it says.
[01:02:02.320 --> 01:02:06.240]   And then around that are the 12 tribes.
[01:02:06.240 --> 01:02:08.000]   So those are the names of the tribes there.
[01:02:08.000 --> 01:02:09.240]   If you read the Book of Numbers,
[01:02:09.240 --> 01:02:11.920]   that's exactly how the tribe was organized.
[01:02:11.920 --> 01:02:13.960]   So every time that they settle in,
[01:02:13.960 --> 01:02:16.200]   they are to be in that order.
[01:02:16.200 --> 01:02:18.880]   And so the tabernacle was right at the center.
[01:02:18.880 --> 01:02:22.840]   So whenever they moved, they would march like military,
[01:02:22.840 --> 01:02:23.960]   one tribe after the other.
[01:02:23.960 --> 01:02:25.160]   And then when they would settle down,
[01:02:25.160 --> 01:02:27.680]   they would put the tabernacle, and everybody would settle.
[01:02:27.680 --> 01:02:30.560]   So every time they settled in for any period of time,
[01:02:30.560 --> 01:02:32.000]   and the tabernacle was established,
[01:02:32.000 --> 01:02:33.800]   that's what the Israelites looked like
[01:02:33.800 --> 01:02:36.200]   in 40 years in the desert.
[01:02:36.200 --> 01:02:40.120]   In the 40 years while they were in the desert,
[01:02:40.120 --> 01:02:43.680]   obviously God placed a tabernacle in the center for a reason,
[01:02:43.680 --> 01:02:48.560]   because everyone had equal access to the tabernacle.
[01:02:48.560 --> 01:02:50.240]   So at the tabernacle,
[01:02:50.240 --> 01:02:52.280]   what was at the center of the tabernacle?
[01:02:52.280 --> 01:02:55.120]   The sacrifices, right?
[01:02:55.120 --> 01:02:56.800]   The whole purpose of the Book of Leviticus
[01:02:56.800 --> 01:03:00.120]   was to give instructions on how to give sacrifices
[01:03:00.120 --> 01:03:02.160]   to be able to draw near to God.
[01:03:02.160 --> 01:03:04.880]   In the sacrifices, what's at the center?
[01:03:04.880 --> 01:03:08.720]   Those of you who studied with us in Leviticus.
[01:03:08.720 --> 01:03:10.400]   Day of Atonement.
[01:03:10.400 --> 01:03:12.160]   So if you remember,
[01:03:12.160 --> 01:03:14.320]   as we studied through the Book of Leviticus,
[01:03:14.320 --> 01:03:17.640]   Leviticus is designed, is instructed to us
[01:03:17.640 --> 01:03:19.600]   in a chiastic format.
[01:03:19.600 --> 01:03:23.120]   So some of you who are A students may remember that.
[01:03:23.120 --> 01:03:25.600]   So if you can put up the chiastic structure,
[01:03:25.600 --> 01:03:29.360]   this is basically the outline of the Book of Leviticus.
[01:03:29.360 --> 01:03:31.520]   Okay, and this is one of those books that,
[01:03:31.520 --> 01:03:32.360]   you know, a lot of Christians
[01:03:32.360 --> 01:03:33.520]   who've been Christian for many years
[01:03:33.520 --> 01:03:36.680]   still are very mystified by it
[01:03:36.680 --> 01:03:38.320]   because it's hard to understand.
[01:03:38.320 --> 01:03:40.800]   But when you understand what God was doing
[01:03:40.800 --> 01:03:42.200]   in the Book of Leviticus,
[01:03:42.200 --> 01:03:44.920]   it really is very, very important
[01:03:44.920 --> 01:03:47.880]   in understanding what's happening in the New Testament.
[01:03:47.880 --> 01:03:49.320]   He writes it in a chiastic form.
[01:03:49.320 --> 01:03:52.000]   And so chiastic form basically means
[01:03:52.000 --> 01:03:56.280]   that it's kind of like the crescendo, right?
[01:03:56.280 --> 01:03:58.640]   Those of you guys who are into music, which I am not,
[01:03:58.640 --> 01:04:01.280]   but I know enough about to know what a crescendo is.
[01:04:01.280 --> 01:04:03.440]   Crescendo is basically you're kind of,
[01:04:03.440 --> 01:04:07.800]   the music is playing and it's building up to a peak, right?
[01:04:07.800 --> 01:04:09.520]   And so that peak, you're supposed to,
[01:04:09.520 --> 01:04:11.340]   you'll normally hear the drums
[01:04:11.340 --> 01:04:13.560]   or the music getting a little bit louder
[01:04:13.560 --> 01:04:15.200]   or if you're playing the guitar
[01:04:15.200 --> 01:04:19.040]   and at the peak of it, you get the cymbals go boom.
[01:04:19.040 --> 01:04:20.680]   And that's the crescendo.
[01:04:20.680 --> 01:04:22.240]   And so when you think of the music,
[01:04:22.240 --> 01:04:24.560]   when there's a crescendo in the music,
[01:04:24.560 --> 01:04:27.200]   you know like that's kind of like the peak.
[01:04:27.200 --> 01:04:29.560]   So the chiastic structure of a book
[01:04:29.560 --> 01:04:31.320]   is kind of like a crescendo.
[01:04:31.320 --> 01:04:36.080]   So everything is building up to the center.
[01:04:36.080 --> 01:04:40.080]   So the main point of the Book of Leviticus,
[01:04:40.080 --> 01:04:43.600]   crescendo at chapter 16 at the Day of Atonement
[01:04:43.600 --> 01:04:46.580]   and then after that, it kind of re-explains
[01:04:46.580 --> 01:04:49.360]   the different laws pointing back to the Day of Atonement,
[01:04:49.360 --> 01:04:51.000]   how this ought to be practiced.
[01:04:51.000 --> 01:04:54.360]   Now why is this so important?
[01:04:54.360 --> 01:04:57.800]   Because at the center of Israel was the tabernacle
[01:04:57.800 --> 01:05:01.240]   and at the center of the tabernacle was the sacrifices
[01:05:01.240 --> 01:05:03.340]   and at the center of the sacrifices
[01:05:03.340 --> 01:05:05.580]   was the Day of Atonement.
[01:05:05.580 --> 01:05:08.840]   Now at the center of the Day of Atonement
[01:05:08.840 --> 01:05:12.040]   was the two sacrifices, the two goats
[01:05:12.040 --> 01:05:15.760]   that was offered up and one was offered up
[01:05:15.760 --> 01:05:19.520]   and the blood that that goat would shed,
[01:05:19.520 --> 01:05:21.000]   the high priest would take that,
[01:05:21.000 --> 01:05:22.480]   take it into the Holy of Holies
[01:05:22.480 --> 01:05:23.800]   and sprinkle the mercy seat,
[01:05:23.800 --> 01:05:26.080]   which he could only go in once a year,
[01:05:26.080 --> 01:05:29.480]   symbolizing that the blood of this goat
[01:05:29.480 --> 01:05:31.280]   is going to cover the mercy seat
[01:05:31.280 --> 01:05:34.960]   and atone for the sins of Israel where there was inaccess.
[01:05:34.960 --> 01:05:37.240]   And all of this is role-playing
[01:05:37.240 --> 01:05:40.960]   so that we can understand that blood had to be shed
[01:05:40.960 --> 01:05:43.520]   for the purpose of access to God.
[01:05:43.520 --> 01:05:46.820]   The second goat, where we call the scapegoat,
[01:05:46.820 --> 01:05:51.440]   where Aaron, the high priest, would put both hands on it,
[01:05:51.440 --> 01:05:53.400]   representing the sins of Israel
[01:05:53.400 --> 01:05:56.240]   and take that goat outside the camp
[01:05:56.240 --> 01:05:58.080]   and remove it far, far away.
[01:05:58.080 --> 01:05:59.700]   They said over 10 miles away
[01:05:59.700 --> 01:06:01.160]   so that they could no longer see it
[01:06:01.160 --> 01:06:02.920]   and cast it outside the camp.
[01:06:02.920 --> 01:06:06.180]   So what it symbolized in the Day of Atonement was,
[01:06:06.180 --> 01:06:08.520]   because of the sacrifice of this goat,
[01:06:08.520 --> 01:06:12.400]   that sins of Israel is cast out of Israel.
[01:06:12.400 --> 01:06:16.080]   So when the author of Hebrews says here,
[01:06:16.080 --> 01:06:18.420]   "We have an altar from which those who serve the tavern
[01:06:18.420 --> 01:06:20.600]   "have no right to eat,"
[01:06:20.600 --> 01:06:23.280]   the Israelites would have right away understood
[01:06:23.280 --> 01:06:25.440]   he's talking about the Day of Atonement.
[01:06:25.440 --> 01:06:28.560]   What I just shared with you
[01:06:28.560 --> 01:06:30.720]   isn't just about the Book of Leviticus.
[01:06:30.720 --> 01:06:33.800]   What about these two goats,
[01:06:33.800 --> 01:06:36.780]   one sacrifice and the other goat
[01:06:36.780 --> 01:06:39.420]   being cast out of the camp,
[01:06:39.420 --> 01:06:41.740]   is not only at the center of the tabernacle,
[01:06:41.740 --> 01:06:44.060]   it's not only at the center of the Day of Atonement,
[01:06:44.060 --> 01:06:47.360]   it's at the center of redemptive history.
[01:06:47.360 --> 01:06:52.780]   All of this is to point to Christ
[01:06:52.780 --> 01:06:54.900]   in what he was going to do.
[01:06:54.900 --> 01:06:58.180]   So as the Day of Atonement and the sacrifice
[01:06:58.180 --> 01:07:01.580]   crescendoed on that sacrifice,
[01:07:01.580 --> 01:07:04.160]   all of redemptive history crescendos
[01:07:04.160 --> 01:07:07.600]   in Christ's sacrifice on the cross.
[01:07:07.600 --> 01:07:10.120]   And then after that, everything in the Old Testament
[01:07:10.120 --> 01:07:12.900]   is the preparation for Christ's coming and his death.
[01:07:12.900 --> 01:07:16.860]   Everything after the Gospels is pointing back to the cross
[01:07:16.860 --> 01:07:19.420]   of what happened and the effects of that.
[01:07:19.420 --> 01:07:24.040]   So all of this is being role-played to point to Christ.
[01:07:24.040 --> 01:07:26.520]   And that's what he means by that those animals
[01:07:26.520 --> 01:07:28.220]   whose blood is brought into the holy place
[01:07:28.220 --> 01:07:29.800]   by high priests as an offering for sin
[01:07:29.800 --> 01:07:33.600]   and burned outside the camp, was taken outside the camp,
[01:07:33.600 --> 01:07:37.000]   and he says, "Therefore, Jesus also,
[01:07:37.000 --> 01:07:39.080]   "that he might sanctify people through his own blood,
[01:07:39.080 --> 01:07:40.480]   "suffered outside the camp."
[01:07:40.480 --> 01:07:44.120]   In other words, he's saying Jesus is the fulfillment
[01:07:44.120 --> 01:07:46.000]   of that act.
[01:07:46.000 --> 01:07:47.900]   That's what he's saying.
[01:07:47.900 --> 01:07:50.360]   Everything that you've been learning about this
[01:07:50.360 --> 01:07:53.700]   was about Christ being taken outside the camp.
[01:07:53.700 --> 01:07:57.260]   But you know what's interesting about this is
[01:07:57.260 --> 01:08:01.540]   that book crescendos and then it turns back,
[01:08:01.540 --> 01:08:04.540]   but the end of the book of Leviticus in chapter 26
[01:08:04.540 --> 01:08:08.440]   ends with a warning of blessing and cursing.
[01:08:08.440 --> 01:08:12.300]   That if you obey, that here are the blessings
[01:08:12.300 --> 01:08:15.440]   that will come to you, and if you disobey and break the law,
[01:08:15.440 --> 01:08:17.800]   then here are the curses that will come to you.
[01:08:17.800 --> 01:08:21.260]   But the interesting thing about this is
[01:08:21.260 --> 01:08:25.960]   there's about 13 verses that talk about God's blessing.
[01:08:25.960 --> 01:08:30.080]   And there's over 50 some verses that talk about God's curse.
[01:08:30.080 --> 01:08:31.820]   If you read through the book of Deuteronomy,
[01:08:31.820 --> 01:08:34.700]   you see the similar breakdown where you'll see
[01:08:34.700 --> 01:08:36.780]   a couple chapters about God's blessing
[01:08:36.780 --> 01:08:40.340]   and many, many chapters about God's curses.
[01:08:40.340 --> 01:08:43.700]   It's almost like God already knew where they were headed.
[01:08:43.700 --> 01:08:48.320]   Because everything that he's doing with the nation of Israel
[01:08:48.320 --> 01:08:51.280]   it says it is a shadow of the reality to come.
[01:08:52.220 --> 01:08:56.360]   And so we already know that God gave them the law
[01:08:56.360 --> 01:08:58.080]   for what purpose?
[01:08:58.080 --> 01:09:00.200]   So that they can obey and have life?
[01:09:00.200 --> 01:09:01.560]   No.
[01:09:01.560 --> 01:09:05.160]   He said God gave the law so that you may understand
[01:09:05.160 --> 01:09:07.960]   sin to be utterly sinful.
[01:09:07.960 --> 01:09:12.340]   So everything that he's doing here is kind of a role playing
[01:09:12.340 --> 01:09:16.180]   so that when Christ comes that people would understand
[01:09:16.180 --> 01:09:18.460]   the curse that they're under.
[01:09:18.460 --> 01:09:23.360]   And Israel's whole history is to demonstrate that
[01:09:23.360 --> 01:09:26.760]   so that it can point to the reality in Christ.
[01:09:26.760 --> 01:09:29.560]   So what I want to do this morning is look at the text
[01:09:29.560 --> 01:09:32.640]   that he's referring to, look at the blessings
[01:09:32.640 --> 01:09:35.760]   that he desires for us and the curse he says
[01:09:35.760 --> 01:09:37.200]   that we're going to be under.
[01:09:37.200 --> 01:09:42.360]   In Leviticus chapter 26 verses one to 13
[01:09:42.360 --> 01:09:44.000]   and it summarizes in three ways.
[01:09:44.000 --> 01:09:47.160]   One, God will provide a rain in their season
[01:09:47.160 --> 01:09:49.860]   so that they will bear much fruit.
[01:09:49.860 --> 01:09:51.460]   Two, verse six through eight,
[01:09:51.460 --> 01:09:54.100]   God will give them peace in the land.
[01:09:54.100 --> 01:09:55.640]   And then three, verse nine and 10,
[01:09:55.640 --> 01:09:58.200]   God will grant them to be fruitful and to multiply
[01:09:58.200 --> 01:10:00.740]   because he will walk among them.
[01:10:00.740 --> 01:10:02.980]   When you summarize the three points of God's blessing
[01:10:02.980 --> 01:10:04.240]   what does it sound like?
[01:10:04.240 --> 01:10:06.300]   Okay.
[01:10:06.300 --> 01:10:09.860]   Think for a second, critical thinking for a minute.
[01:10:09.860 --> 01:10:12.020]   What does those blessings sound like?
[01:10:12.020 --> 01:10:15.980]   You're going to be fruitful, you're going to multiply, right?
[01:10:15.980 --> 01:10:18.180]   And the Lord is going to be among you.
[01:10:18.180 --> 01:10:20.820]   Sounds like the Garden of Eden, right?
[01:10:20.820 --> 01:10:22.680]   That was God's intent.
[01:10:22.680 --> 01:10:26.700]   So when you are obedient and God blesses you
[01:10:26.700 --> 01:10:28.900]   and his presence is among you,
[01:10:28.900 --> 01:10:30.700]   that everything you do you're going to be fruitful,
[01:10:30.700 --> 01:10:34.220]   you're going to multiply because the Lord is with you.
[01:10:34.220 --> 01:10:37.420]   But then he turns immediately to verse 14 to 39
[01:10:37.420 --> 01:10:40.980]   and he warns them, but if you do not obey,
[01:10:40.980 --> 01:10:43.140]   the curse of God will be upon you.
[01:10:43.140 --> 01:10:45.340]   In verse 14 and 16 it says this,
[01:10:45.340 --> 01:10:47.380]   but if you do not obey me
[01:10:47.380 --> 01:10:49.900]   and do not carry out all these commandments,
[01:10:49.900 --> 01:10:51.940]   if instead you reject my statutes
[01:10:51.940 --> 01:10:54.460]   and if your soul abhors my ordinances
[01:10:54.460 --> 01:10:56.900]   so as not to carry out all my commandments
[01:10:56.900 --> 01:11:01.900]   and so break my covenant, I in turn will do this to you.
[01:11:01.900 --> 01:11:05.180]   Now I want to emphasize here
[01:11:05.180 --> 01:11:08.920]   that each one of these warnings, these curses,
[01:11:08.920 --> 01:11:12.700]   emphasizes God saying, I will do this to you.
[01:11:13.860 --> 01:11:15.860]   You know, again, we're in a culture
[01:11:15.860 --> 01:11:20.320]   where we want to minimize God's culpability
[01:11:20.320 --> 01:11:22.340]   to his punishment so he created heaven
[01:11:22.340 --> 01:11:24.060]   but we kind of minimize hell.
[01:11:24.060 --> 01:11:26.980]   God blesses and he shows grace
[01:11:26.980 --> 01:11:30.460]   but in kind of like judgment kind of just happens.
[01:11:30.460 --> 01:11:32.940]   So God's judgment is him just not blessing you.
[01:11:32.940 --> 01:11:34.740]   That's not what it says.
[01:11:34.740 --> 01:11:38.380]   He said, I will bless you if you obey my commandment
[01:11:38.380 --> 01:11:42.020]   but he says, I will curse you if you disobey.
[01:11:42.020 --> 01:11:45.240]   So I want you to notice that there's five separate phases
[01:11:45.240 --> 01:11:48.420]   of God's curse in chapter 26
[01:11:48.420 --> 01:11:53.260]   and each one of these curses, he emphasizes, I will do this.
[01:11:53.260 --> 01:11:57.300]   So the first phase comes in verse 16 and 17
[01:11:57.300 --> 01:12:01.080]   and he says, I in turn will do this to you.
[01:12:01.080 --> 01:12:04.540]   I will appoint over you a sudden terror,
[01:12:04.540 --> 01:12:07.460]   consumption and fever that will waste away the eyes
[01:12:07.460 --> 01:12:09.580]   and cause the soul to pine away.
[01:12:09.580 --> 01:12:12.300]   Also, you will sow your seed uselessly
[01:12:12.300 --> 01:12:14.100]   for your enemies will eat it up.
[01:12:14.100 --> 01:12:17.260]   I will set my face against you
[01:12:17.260 --> 01:12:20.180]   so that you will be struck down before your enemies
[01:12:20.180 --> 01:12:22.300]   and those who hate you will rule over you
[01:12:22.300 --> 01:12:25.520]   and you will flee when no one is pursuing you.
[01:12:25.520 --> 01:12:28.620]   I think this section can be summarized
[01:12:28.620 --> 01:12:31.380]   by God disturbing their peace.
[01:12:31.380 --> 01:12:34.260]   The shalom is broken, the Sabbath is broken
[01:12:34.260 --> 01:12:36.380]   and that's exactly what the Bible says.
[01:12:36.380 --> 01:12:39.660]   As soon as Adam and Eve rebelled against God,
[01:12:39.660 --> 01:12:43.260]   the Sabbath that God took them into was broken.
[01:12:43.260 --> 01:12:47.420]   So from that day on, mankind is walking around,
[01:12:47.420 --> 01:12:50.900]   we buy homes, we put money away in our bank accounts,
[01:12:50.900 --> 01:12:54.500]   all of it in order so that we may have some peace.
[01:12:54.500 --> 01:12:59.460]   We look for jobs, we pursue, we fight, we struggle
[01:12:59.460 --> 01:13:01.700]   and at the core of it, we're trying to reestablish
[01:13:01.700 --> 01:13:02.820]   the Sabbath that was broken.
[01:13:02.820 --> 01:13:05.300]   But God says, when you disobey,
[01:13:05.300 --> 01:13:07.900]   your peace doesn't come from living in a peaceful country
[01:13:07.900 --> 01:13:11.900]   or not being in war or having a nice home to stay.
[01:13:11.900 --> 01:13:15.380]   He said the peace is disturbed because of sin.
[01:13:15.380 --> 01:13:17.740]   Because true peace is only found in Christ
[01:13:17.740 --> 01:13:18.620]   and when he's there.
[01:13:18.620 --> 01:13:21.900]   So when he says, I will take away my presence,
[01:13:21.900 --> 01:13:24.780]   he said even when the enemy is not pursuing you,
[01:13:24.780 --> 01:13:28.660]   you will flee because your peace has been disturbed.
[01:13:28.660 --> 01:13:31.400]   And he said that's the first thing that will happen.
[01:13:31.400 --> 01:13:33.520]   No sense of security.
[01:13:33.520 --> 01:13:35.680]   There's always sense of anxiety.
[01:13:35.680 --> 01:13:37.360]   Even when there is no turmoil,
[01:13:37.360 --> 01:13:40.960]   there is a sense that something's gonna happen.
[01:13:40.960 --> 01:13:42.740]   So when you're rich, you're afraid
[01:13:42.740 --> 01:13:44.620]   that you're gonna lose your money
[01:13:44.620 --> 01:13:46.000]   and if you don't have money,
[01:13:46.000 --> 01:13:48.640]   you're afraid that you're not gonna get it.
[01:13:48.640 --> 01:13:51.260]   And so no matter what financial situation you're in,
[01:13:51.260 --> 01:13:53.660]   there's never any peace because true peace
[01:13:53.660 --> 01:13:55.820]   can only be found in the presence of Christ.
[01:13:55.820 --> 01:13:58.460]   And so he says, when you rebel against me
[01:13:58.460 --> 01:14:02.020]   and the curse comes upon you, peace will be disturbed.
[01:14:02.920 --> 01:14:05.020]   But secondly, verse 18 to 20, he says,
[01:14:05.020 --> 01:14:07.540]   but when that happens and you don't recognize that
[01:14:07.540 --> 01:14:09.580]   and you don't repent, you don't turn to me,
[01:14:09.580 --> 01:14:12.700]   he says in verse 18, I will,
[01:14:12.700 --> 01:14:15.720]   if they do not turn from their sins
[01:14:15.720 --> 01:14:17.140]   and after the first set of judgment,
[01:14:17.140 --> 01:14:19.900]   the punishment will increase sevenfold.
[01:14:19.900 --> 01:14:22.620]   So it's not level one and level two.
[01:14:22.620 --> 01:14:24.720]   He says, no, I've given you opportunity,
[01:14:24.720 --> 01:14:28.420]   but I really want you to know how serious this curse is.
[01:14:28.420 --> 01:14:29.780]   And he says it will increase it sevenfold.
[01:14:29.780 --> 01:14:34.680]   Verse 19 and 20 says, I will break down your pride of power.
[01:14:34.680 --> 01:14:36.980]   I will also make your sky like iron
[01:14:36.980 --> 01:14:38.980]   and your earth like bronze.
[01:14:38.980 --> 01:14:41.420]   What he means by that, he's gonna dry up the sky
[01:14:41.420 --> 01:14:43.660]   and the ground is not gonna bear any fruit.
[01:14:43.660 --> 01:14:45.660]   So there's gonna be famine in the land.
[01:14:45.660 --> 01:14:48.160]   Your strength will be spent uselessly
[01:14:48.160 --> 01:14:50.440]   for your land will not yield its produce
[01:14:50.440 --> 01:14:54.240]   and the trees of the land will not yield their fruit.
[01:14:54.240 --> 01:14:56.020]   Do you remember in Genesis chapter three,
[01:14:56.020 --> 01:14:58.420]   when God brings curse upon mankind,
[01:14:58.420 --> 01:15:02.500]   he says to Adam that you will work the ground
[01:15:02.500 --> 01:15:04.300]   by the sweat of your brow
[01:15:04.300 --> 01:15:07.500]   and all it's going to produce is thorns and thistles.
[01:15:07.500 --> 01:15:09.780]   And after that, you will go back to the ground
[01:15:09.780 --> 01:15:11.380]   and you will die.
[01:15:11.380 --> 01:15:15.180]   So he's describing exactly the warning that he gave.
[01:15:15.180 --> 01:15:16.260]   He said, this is going to happen.
[01:15:16.260 --> 01:15:18.300]   He said, this is going to be fulfilled.
[01:15:18.300 --> 01:15:20.100]   You're gonna labor all your life
[01:15:20.100 --> 01:15:22.780]   and you're gonna feel like you're not making any progress.
[01:15:22.780 --> 01:15:24.020]   And he said, it wasn't simply
[01:15:24.020 --> 01:15:26.000]   because you made the wrong decision.
[01:15:26.000 --> 01:15:29.260]   It wasn't simply because you didn't buy the right stock.
[01:15:29.260 --> 01:15:32.280]   He said, it's because you rebelled against me.
[01:15:32.280 --> 01:15:34.940]   And then he says the third one, verse 21 to 22,
[01:15:34.940 --> 01:15:38.160]   if you still will not repent, he says in verse 21,
[01:15:38.160 --> 01:15:40.000]   I will increase this judgment,
[01:15:40.000 --> 01:15:43.560]   these plagues sevenfold according to your sins.
[01:15:43.560 --> 01:15:47.460]   Verse 22, I will let loose among you beasts of the field,
[01:15:47.460 --> 01:15:49.600]   which will bereave you of your children
[01:15:49.600 --> 01:15:52.120]   and destroy your cattle and reduce your numbers
[01:15:52.120 --> 01:15:54.240]   so that your roads lie deserted.
[01:15:55.160 --> 01:15:56.520]   Do you remember at the Garden of Eden
[01:15:56.520 --> 01:15:57.960]   what Adam and Eve was doing?
[01:15:57.960 --> 01:16:00.760]   He said, they were laboring
[01:16:00.760 --> 01:16:02.760]   and the animals would come to them
[01:16:02.760 --> 01:16:05.560]   and he would name these animals.
[01:16:05.560 --> 01:16:08.200]   So not only were they living in peace,
[01:16:08.200 --> 01:16:10.520]   Adam and Eve were ruling over the animals
[01:16:10.520 --> 01:16:12.900]   because God told them to, to be fruitful,
[01:16:12.900 --> 01:16:14.960]   to subdue the land.
[01:16:14.960 --> 01:16:17.300]   Instead, these very creatures that God created
[01:16:17.300 --> 01:16:21.280]   for our enjoyment in creation will turn against you,
[01:16:21.280 --> 01:16:24.600]   he says, and they will reduce the number of people.
[01:16:24.600 --> 01:16:26.240]   They will attack you.
[01:16:26.240 --> 01:16:29.080]   The very creation that God created for his glory
[01:16:29.080 --> 01:16:30.560]   is going to turn against you.
[01:16:30.560 --> 01:16:33.640]   Fourthly, verse 23 to 26,
[01:16:33.640 --> 01:16:36.280]   is after all of this, you still will not repent,
[01:16:36.280 --> 01:16:39.000]   he says, God will act with hostility against them
[01:16:39.000 --> 01:16:42.440]   and will strike them sevenfold for their sins.
[01:16:42.440 --> 01:16:45.880]   Verse 25 to 26, I will also bring upon you a sword
[01:16:45.880 --> 01:16:49.040]   which will execute vengeance for your covenant.
[01:16:49.040 --> 01:16:50.920]   And when you gather together in your cities,
[01:16:50.920 --> 01:16:52.820]   I will send pestilence among you
[01:16:52.820 --> 01:16:55.400]   so that you shall be delivered into enemy hands.
[01:16:55.400 --> 01:16:57.160]   When I break your staff of bread,
[01:16:57.160 --> 01:17:00.840]   10 women will bake your bread in one oven
[01:17:00.840 --> 01:17:03.520]   and they will bring back your bread in rationed amounts
[01:17:03.520 --> 01:17:06.540]   so that you will eat and not be satisfied.
[01:17:06.540 --> 01:17:10.120]   He said he's going to, if after all of that,
[01:17:10.120 --> 01:17:13.440]   you don't recognize that this is a judgment coming from God,
[01:17:13.440 --> 01:17:16.280]   he said, I will bring upon you pestilence.
[01:17:16.280 --> 01:17:20.780]   I will bring upon you a pandemic.
[01:17:21.640 --> 01:17:26.460]   And in that, it's going to lead to financial ruin
[01:17:26.460 --> 01:17:29.880]   where you're not gonna be able to find bread to eat.
[01:17:29.880 --> 01:17:33.560]   He said, but even after that,
[01:17:33.560 --> 01:17:37.720]   you don't recognize the curse that you're in.
[01:17:37.720 --> 01:17:42.500]   He says in 27 to 39, he said,
[01:17:42.500 --> 01:17:44.640]   if the previous judgment does not bring them to repentance
[01:17:44.640 --> 01:17:48.960]   and God will act wrathfully and will punish them sevenfold.
[01:17:48.960 --> 01:17:52.760]   So seven times seven times seven times seven times seven.
[01:17:52.760 --> 01:17:55.480]   He says, I will bring it in order for you to repent.
[01:17:55.480 --> 01:17:57.080]   And then verse 29, he says,
[01:17:57.080 --> 01:17:59.840]   further, you will eat the flesh of your sons
[01:17:59.840 --> 01:18:02.680]   and the flesh of your daughters you will eat.
