
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:32:21.920 --> 00:32:24.440]   ♪ You take and take away ♪
[00:32:24.440 --> 00:32:25.280]   ♪ You take ♪
[00:32:25.280 --> 00:32:26.120]   You know?
[00:32:26.120 --> 00:32:26.940]   (audience laughs)
[00:32:26.940 --> 00:32:27.780]   But I thought about this.
[00:32:27.780 --> 00:32:29.320]   I really thought about this for a second, you know?
[00:32:29.320 --> 00:32:31.560]   Where in the Bible does God just take things away
[00:32:31.560 --> 00:32:33.520]   from his faithful servants arbitrarily?
[00:32:33.520 --> 00:32:36.000]   Nowhere.
[00:32:36.000 --> 00:32:38.120]   Job says it.
[00:32:38.120 --> 00:32:39.640]   That's where we get that stanza from.
[00:32:39.640 --> 00:32:41.560]   But Job didn't know that it was actually Satan
[00:32:41.560 --> 00:32:42.400]   taking stuff away.
[00:32:42.400 --> 00:32:44.920]   Yeah, God allowed it, yes, but it was Satan.
[00:32:44.920 --> 00:32:46.840]   So in actuality, it's not even biblically right
[00:32:46.840 --> 00:32:48.720]   to say that he gives and takes away.
[00:32:48.720 --> 00:32:51.040]   In fact, if you look at God, what does he always do?
[00:32:51.040 --> 00:32:53.200]   He gives and gives and gives.
[00:32:53.200 --> 00:32:55.200]   He gave his son, he gives his Holy Spirit,
[00:32:55.200 --> 00:32:57.120]   he gives his word, he gives the body of Christ,
[00:32:57.120 --> 00:33:00.480]   he gives salvation, he gives us, he gives!
[00:33:00.480 --> 00:33:04.680]   But if you think that God is keeping something from you,
[00:33:04.680 --> 00:33:08.080]   he's stingy, then your heart becomes like this third servant
[00:33:08.080 --> 00:33:11.320]   you're a severe man.
[00:33:11.320 --> 00:33:12.160]   First servant, second servant goes,
[00:33:12.160 --> 00:33:13.200]   "Are you kidding me?
[00:33:13.200 --> 00:33:16.120]   "He is abundantly generous.
[00:33:16.120 --> 00:33:19.600]   "He gives, and now these two guys are excited.
[00:33:19.600 --> 00:33:20.900]   "Hey, you wanna serve my king?
[00:33:20.900 --> 00:33:24.200]   "He's awesome, he gives!"
[00:33:24.200 --> 00:33:26.800]   More than you can ever imagine.
[00:33:26.800 --> 00:33:31.360]   These three, these 10 servants, these three servants,
[00:33:31.360 --> 00:33:33.960]   they're all given the exact same minna.
[00:33:33.960 --> 00:33:35.400]   And that means every single one of them
[00:33:35.400 --> 00:33:39.240]   have the exact same opportunity to see multiplication.
[00:33:39.240 --> 00:33:41.620]   So what is stopping them from multiplying?
[00:33:41.620 --> 00:33:44.840]   What is preventing them from multiplying?
[00:33:44.840 --> 00:33:47.680]   (water splashing)
[00:33:47.680 --> 00:33:53.780]   Nothing, except themselves.
[00:33:53.780 --> 00:33:56.780]   Do you hear me?
[00:33:56.780 --> 00:33:58.300]   What is stopping you from multiplying
[00:33:58.300 --> 00:33:59.700]   God's minna in your life?
[00:33:59.700 --> 00:34:02.740]   It's not God, God's not gonna stop you.
[00:34:02.740 --> 00:34:04.180]   He wants you to multiply.
[00:34:04.180 --> 00:34:06.220]   It's not Satan, Satan cannot stop you.
[00:34:06.220 --> 00:34:10.980]   Only you can stop yourself from multiplying your minna.
[00:34:10.980 --> 00:34:14.740]   Only you can stop yourself from taking risks for God.
[00:34:14.740 --> 00:34:17.860]   Only you can stop yourself from pushing that extra hardness
[00:34:17.860 --> 00:34:19.700]   to get more of what God has for you.
[00:34:19.700 --> 00:34:20.900]   Only you can stop that.
[00:34:20.900 --> 00:34:25.860]   The third servant, he was his own worst enemy.
[00:34:25.860 --> 00:34:29.300]   God wants you to multiply your minna.
[00:34:29.300 --> 00:34:30.940]   You know what, it really saddens me
[00:34:30.940 --> 00:34:32.660]   that in modern Western Christianity,
[00:34:32.660 --> 00:34:34.620]   which is what I'm part of as well,
[00:34:34.620 --> 00:34:37.460]   in modern Western Christianity, or should I say Churchianity,
[00:34:37.460 --> 00:34:39.420]   there is this attitude.
[00:34:39.420 --> 00:34:41.420]   And the attitude is like this, or this belief.
[00:34:41.420 --> 00:34:43.900]   Well, I said this in this prayer once,
[00:34:43.900 --> 00:34:47.500]   so now I'm saved, and I go to church on Sundays.
[00:34:47.500 --> 00:34:50.900]   So check, check, check, I'm good.
[00:34:50.900 --> 00:34:53.980]   Now I will live my life the way I wanna live it.
[00:34:53.980 --> 00:34:56.420]   In fact, why would I risk, take risk?
[00:34:56.420 --> 00:34:58.380]   Why would I try to work hard for God?
[00:34:58.380 --> 00:34:59.400]   Why, I'm in.
[00:34:59.400 --> 00:35:02.740]   And there is a sense where we are living
[00:35:02.740 --> 00:35:05.820]   in such affluence and comfort that we just live like this.
[00:35:05.820 --> 00:35:08.100]   And what's kind of scary and saddens me
[00:35:08.100 --> 00:35:10.860]   is that the church, people in the church,
[00:35:10.860 --> 00:35:13.340]   our life starts to resemble a lot
[00:35:13.340 --> 00:35:16.140]   like the people of the world who don't serve God.
[00:35:16.140 --> 00:35:17.900]   And so this is an example of the picture,
[00:35:17.900 --> 00:35:19.300]   slide number three, please.
[00:35:19.300 --> 00:35:24.060]   So our life, this is what we're living for.
[00:35:24.060 --> 00:35:27.340]   Clothes, money, cars, house, you know?
[00:35:27.340 --> 00:35:30.260]   This is the picture that we want our life to look like,
[00:35:30.260 --> 00:35:31.260]   and it doesn't look any different
[00:35:31.260 --> 00:35:32.820]   than what the world looks like.
[00:35:32.820 --> 00:35:38.000]   But Jesus is telling us he wants us to engage in his kingdom.
[00:35:38.000 --> 00:35:43.260]   Do we understand the price that was paid for our salvation?
[00:35:43.260 --> 00:35:45.940]   Are we truly grateful for the honor and the privilege
[00:35:45.940 --> 00:35:48.620]   of being a servant in his kingdom?
[00:35:48.620 --> 00:35:50.940]   If we do, then how can we just go on living
[00:35:50.940 --> 00:35:54.620]   like people of the world, pursuing the things of this world?
[00:35:54.620 --> 00:35:57.860]   No, we must be like the first and the second servant
[00:35:57.860 --> 00:36:00.540]   who are faithful, who are hardworking, who take risks,
[00:36:00.540 --> 00:36:03.420]   and who give everything for their king.
[00:36:03.420 --> 00:36:07.320]   The third thing of good investment bankers
[00:36:07.320 --> 00:36:08.740]   is they sense where the investments
[00:36:08.740 --> 00:36:10.620]   will make the most impact.
[00:36:10.620 --> 00:36:13.380]   At any given moment, you know, there are hundreds,
[00:36:13.380 --> 00:36:16.340]   maybe thousands of different possibilities to invest in,
[00:36:16.340 --> 00:36:19.280]   mutual funds, CDs, real estate, et cetera.
[00:36:19.280 --> 00:36:22.380]   So what you have to do is you have to have a sense
[00:36:22.380 --> 00:36:26.980]   of where your master wants you to particularly invest in.
[00:36:26.980 --> 00:36:28.540]   You have to have the sense
[00:36:28.540 --> 00:36:30.480]   where you will make the most impact.
[00:36:30.480 --> 00:36:35.740]   Remember, it's the same Nina, but it's a unique servant.
[00:36:35.740 --> 00:36:37.300]   Each of you are unique.
[00:36:37.300 --> 00:36:39.180]   We all have one life to live.
[00:36:39.180 --> 00:36:42.020]   And we are to live the life that God has created
[00:36:42.020 --> 00:36:43.780]   and called us for.
[00:36:43.780 --> 00:36:44.700]   What has God called you for?
[00:36:44.700 --> 00:36:47.500]   So servant number one wakes up, this is what I enjoy doing.
[00:36:47.500 --> 00:36:49.020]   Let me use the Mina for God.
[00:36:49.020 --> 00:36:50.580]   This is, number two wakes up, this is what I enjoy doing.
[00:36:50.580 --> 00:36:51.780]   Let me leave it for God.
[00:36:51.780 --> 00:36:57.060]   You know, I've been a Christian now for 24 years,
[00:36:57.060 --> 00:36:59.400]   and there's one occupation that I didn't think
[00:36:59.400 --> 00:37:00.980]   could really be glorifying to God,
[00:37:00.980 --> 00:37:02.500]   and that's bodybuilding, okay?
[00:37:02.500 --> 00:37:05.500]   And please, you know, if you're a bodybuilder here,
[00:37:05.500 --> 00:37:06.340]   please don't get offended.
[00:37:06.340 --> 00:37:08.020]   You can hear the rest of the story, okay?
[00:37:08.020 --> 00:37:09.700]   Because, you know, you ever go to see,
[00:37:09.700 --> 00:37:10.980]   watch bodybuilding on TV,
[00:37:10.980 --> 00:37:11.900]   these guys come out and they're wearing
[00:37:11.900 --> 00:37:14.820]   like this thin, thin thong underwear, you know?
[00:37:14.820 --> 00:37:16.260]   And they turn around and you see their butt cheeks,
[00:37:16.260 --> 00:37:19.300]   I'm just like, how do you glorify God like that, you know?
[00:37:19.300 --> 00:37:20.780]   (audience laughing)
[00:37:20.780 --> 00:37:21.620]   And then the girls, you know,
[00:37:21.620 --> 00:37:23.900]   they come out in this even thinner, you know,
[00:37:23.900 --> 00:37:26.140]   and go, oh boy, you know, I don't know.
[00:37:26.140 --> 00:37:27.980]   But what happened was, in Korea,
[00:37:27.980 --> 00:37:30.020]   there was this one lady, her name is Samantha.
[00:37:30.020 --> 00:37:31.620]   She's from the States, she's Caucasian,
[00:37:31.620 --> 00:37:32.900]   and she came to Korea to teach,
[00:37:32.900 --> 00:37:34.060]   just to make some extra money,
[00:37:34.060 --> 00:37:36.220]   and she became a bodybuilder, okay?
[00:37:36.220 --> 00:37:37.420]   And so she came to New Harvest,
[00:37:37.420 --> 00:37:38.260]   and she wasn't a Christian,
[00:37:38.260 --> 00:37:39.380]   and she became a Christian.
[00:37:39.380 --> 00:37:40.860]   And so she's just on fire for God,
[00:37:40.860 --> 00:37:42.260]   and she's like, you know,
[00:37:42.260 --> 00:37:44.180]   I feel like God really wants me to bodybuild.
[00:37:44.180 --> 00:37:47.140]   I go, can you do that, can you do that, you know?
[00:37:47.140 --> 00:37:49.220]   And then she like posts pictures up on her Facebook,
[00:37:49.220 --> 00:37:50.460]   and I'm like, can I look at that?
[00:37:50.460 --> 00:37:51.300]   I don't know, you know?
[00:37:51.300 --> 00:37:52.540]   (audience laughing)
[00:37:52.540 --> 00:37:55.540]   So, anyway, but she's just on fire.
[00:37:55.540 --> 00:37:56.380]   Like, everywhere she goes,
[00:37:56.380 --> 00:37:57.460]   she's trying to encourage people.
[00:37:57.460 --> 00:37:58.300]   And so she's like, you know,
[00:37:58.300 --> 00:38:00.340]   how can I use my Mina for God?
[00:38:00.340 --> 00:38:02.180]   I was like, I have no idea.
[00:38:02.180 --> 00:38:03.460]   I really don't.
[00:38:03.460 --> 00:38:04.860]   Let me flex your muscle, my Jesus,
[00:38:04.860 --> 00:38:06.820]   I don't know, what, you know?
[00:38:06.820 --> 00:38:08.140]   (audience laughing)
[00:38:08.140 --> 00:38:09.180]   So then this is what happens, honestly.
[00:38:09.180 --> 00:38:10.140]   She tells me this, she goes,
[00:38:10.140 --> 00:38:11.580]   one day she's working out at the gym, right?
[00:38:11.580 --> 00:38:13.260]   And she's preparing for a competition.
[00:38:13.260 --> 00:38:15.060]   And all of a sudden, she meets this one Korean lady
[00:38:15.060 --> 00:38:16.780]   who's actually preparing for the same thing
[00:38:16.780 --> 00:38:18.220]   as that competition.
[00:38:18.220 --> 00:38:19.060]   Now, one thing, I don't know,
[00:38:19.060 --> 00:38:21.180]   some of you, you know, Korean people may know this,
[00:38:21.180 --> 00:38:24.140]   but in Korea, there is this huge shame culture
[00:38:24.140 --> 00:38:26.140]   where all Korean women, they hate the way they look,
[00:38:26.140 --> 00:38:27.620]   they hate the way their body looks.
[00:38:27.620 --> 00:38:28.980]   So they're always doing plastic surgery, right?
[00:38:28.980 --> 00:38:30.060]   It's really sad.
[00:38:30.060 --> 00:38:31.500]   So anyway, they start talking,
[00:38:31.500 --> 00:38:33.100]   and then this Korean girl, the Korean lady,
[00:38:33.100 --> 00:38:34.980]   realizes that she's in the same competition,
[00:38:34.980 --> 00:38:38.060]   so she goes, oh, I cannot do the competition.
[00:38:38.060 --> 00:38:40.820]   You look too good, I go lose, you know?
[00:38:40.820 --> 00:38:41.660]   She goes like that, right?
[00:38:41.660 --> 00:38:44.460]   (audience laughing)
[00:38:44.460 --> 00:38:46.460]   What, why are you guys laughing?
[00:38:46.460 --> 00:38:48.420]   I can do that, I'm Korean, I can do that, okay?
[00:38:48.420 --> 00:38:50.660]   (audience laughing)
[00:38:50.660 --> 00:38:52.060]   So then this girl looks over,
[00:38:52.060 --> 00:38:53.620]   and this is what she says, Samantha,
[00:38:53.620 --> 00:38:56.620]   she goes, hey, I'm not your competition.
[00:38:56.620 --> 00:39:01.620]   Each of us, we do our best so that when we go up on stage,
[00:39:01.620 --> 00:39:03.660]   we present our best.
[00:39:03.660 --> 00:39:04.740]   You're your own competition.
[00:39:04.740 --> 00:39:06.060]   Don't compare.
[00:39:06.060 --> 00:39:07.860]   And I just thought, like, wow.
[00:39:07.860 --> 00:39:09.020]   And that lady, she got encouraged,
[00:39:09.020 --> 00:39:09.860]   and so she started working out, you know,
[00:39:09.860 --> 00:39:10.900]   and they're working out together,
[00:39:10.900 --> 00:39:12.460]   and I go, oh, I guess you can go
[00:39:12.460 --> 00:39:14.180]   if I got a bodybuilding, right?
[00:39:14.180 --> 00:39:16.580]   And this is what I realized, that she's absolutely right.
[00:39:16.580 --> 00:39:19.100]   Don't compare yourself to others.
[00:39:19.100 --> 00:39:21.300]   You are uniquely made for the way God made you.
[00:39:21.300 --> 00:39:23.420]   Don't compare, because if you compare yourself
[00:39:23.420 --> 00:39:25.580]   to somebody else, it will only lead to two things,
[00:39:25.580 --> 00:39:28.220]   either jealousy or arrogance.
[00:39:28.220 --> 00:39:30.780]   Look what they have.
[00:39:30.780 --> 00:39:31.700]   How come I don't have it?
[00:39:31.700 --> 00:39:32.840]   Jealousy.
[00:39:32.840 --> 00:39:34.340]   Look what they have, and look what I got.
[00:39:34.340 --> 00:39:35.660]   Arrogance.
[00:39:35.660 --> 00:39:39.260]   If you're gonna compare, compare yourself to Jesus,
[00:39:39.260 --> 00:39:42.700]   and then you realize how much more you need of him.
[00:39:42.700 --> 00:39:46.500]   You have to live out the plan
[00:39:46.500 --> 00:39:49.060]   and the purpose God has created you for.
[00:39:49.060 --> 00:39:52.700]   Engage with the way God has made you.
[00:39:52.700 --> 00:39:55.800]   Now, how do you know how God has made you?
[00:39:55.800 --> 00:39:58.500]   I know for sure you cannot figure it out
[00:39:58.500 --> 00:40:00.100]   by putting yourself on a handkerchief.
[00:40:00.100 --> 00:40:01.980]   You ain't gonna figure that out.
[00:40:01.980 --> 00:40:03.020]   What is a handkerchief?
[00:40:03.020 --> 00:40:03.980]   Handkerchief is this.
[00:40:03.980 --> 00:40:05.580]   Coming to church, sitting there,
[00:40:05.580 --> 00:40:06.620]   never talking to anybody,
[00:40:06.620 --> 00:40:08.540]   hearing the sermon, and then leaving.
[00:40:08.540 --> 00:40:10.340]   There is no way you're gonna figure out
[00:40:10.340 --> 00:40:11.340]   how to engage like that.
[00:40:11.340 --> 00:40:13.540]   There's no way, 'cause that's your handkerchief.
[00:40:13.540 --> 00:40:14.780]   I did my part, I'm out.
[00:40:14.780 --> 00:40:17.420]   There's no way you're going to figure out
[00:40:17.420 --> 00:40:19.060]   a sense of how you're supposed to invest
[00:40:19.060 --> 00:40:20.580]   if all you ever do is go to your office,
[00:40:20.580 --> 00:40:22.660]   lock the door, stay in your office.
[00:40:22.660 --> 00:40:23.500]   Wanna get some coffee?
[00:40:23.500 --> 00:40:24.340]   No, no, no, no, I'm too busy.
[00:40:24.340 --> 00:40:26.580]   I gotta work, I gotta work.
[00:40:26.580 --> 00:40:28.260]   You don't engage nobody.
[00:40:28.260 --> 00:40:29.700]   You're in your books all the time.
[00:40:29.700 --> 00:40:30.740]   I understand, some of you are students,
[00:40:30.740 --> 00:40:32.820]   so you have to study, I understand.
[00:40:32.820 --> 00:40:34.860]   But some of us, that's the way we just escape.
[00:40:34.860 --> 00:40:37.460]   That's the way we keep ourselves from engaging.
[00:40:37.460 --> 00:40:39.220]   There's no way you're going to know
[00:40:39.220 --> 00:40:41.660]   a sense of who you are, what God's called you for,
[00:40:41.660 --> 00:40:43.900]   if you're always escaping and hiding
[00:40:43.900 --> 00:40:45.860]   and being secluded by yourself.
[00:40:45.860 --> 00:40:48.900]   How do you learn the sense of who you are,
[00:40:48.900 --> 00:40:49.860]   of what God created you?
[00:40:49.860 --> 00:40:51.260]   That's why I love small groups.
[00:40:51.260 --> 00:40:52.100]   I love it.
[00:40:52.100 --> 00:40:54.140]   Because when you're in a small group,
[00:40:54.140 --> 00:40:55.140]   or when you're serving,
[00:40:55.140 --> 00:40:56.540]   and you start to interact with others,
[00:40:56.540 --> 00:40:57.780]   and all of a sudden someone comes up to you,
[00:40:57.780 --> 00:40:58.780]   goes, "Man, you know what?
[00:40:58.780 --> 00:41:01.740]   "I think you have a gift of hospitality."
[00:41:01.740 --> 00:41:02.580]   "I do?
[00:41:02.580 --> 00:41:04.820]   "How do you know?"
[00:41:04.820 --> 00:41:07.380]   "Because every time I'm around you,
[00:41:07.380 --> 00:41:08.780]   "you're so welcoming."
[00:41:08.780 --> 00:41:09.620]   "I am?"
[00:41:09.620 --> 00:41:12.780]   (audience laughing)
[00:41:12.780 --> 00:41:13.780]   "I didn't know."
[00:41:13.780 --> 00:41:14.740]   "Yeah, of course you didn't know,
[00:41:14.740 --> 00:41:16.660]   "because you didn't engage."
[00:41:16.660 --> 00:41:17.780]   But then when you start to engage,
[00:41:17.780 --> 00:41:20.380]   all of a sudden people start to see and call you out.
[00:41:20.380 --> 00:41:21.940]   "Man, you have a gift of generosity."
[00:41:21.940 --> 00:41:23.500]   "I do?"
[00:41:23.500 --> 00:41:24.380]   "How do you know?"
[00:41:24.380 --> 00:41:26.940]   "Because everywhere you go, people are blessed
[00:41:26.940 --> 00:41:31.220]   "to become more abundant when you pass through."
[00:41:31.220 --> 00:41:32.060]   "I didn't know."
[00:41:32.060 --> 00:41:36.620]   "Yeah, because you never engaged."
[00:41:36.620 --> 00:41:38.780]   But when you engage and you interact,
[00:41:38.780 --> 00:41:40.940]   then you begin to start to see people start going,
[00:41:40.940 --> 00:41:42.740]   "Wow, there's something about you."
[00:41:42.740 --> 00:41:46.180]   There's a brother that was here in the first service,
[00:41:46.180 --> 00:41:47.700]   his name was Joseph.
[00:41:47.700 --> 00:41:49.340]   Man, he's got such a gift of hospitality.
[00:41:49.340 --> 00:41:51.780]   You need to put that brother on the welcoming team,
[00:41:51.780 --> 00:41:52.780]   because as soon as he walked in,
[00:41:52.780 --> 00:41:53.620]   he just looked at me and goes,
[00:41:53.620 --> 00:41:54.460]   "Hi, I'm Joseph."
[00:41:54.460 --> 00:41:55.820]   I was like, "Hey, bro, how are you?
[00:41:55.820 --> 00:41:57.700]   "I'm Doug, so great to see you."
[00:41:57.700 --> 00:41:58.700]   This is like gems, man.
[00:41:58.700 --> 00:42:00.300]   You gotta really encourage them.
[00:42:00.420 --> 00:42:01.260]   You know?
[00:42:01.260 --> 00:42:03.380]   How will you figure it out?
[00:42:03.380 --> 00:42:04.220]   You're not gonna figure it out
[00:42:04.220 --> 00:42:05.980]   by just sitting in front of a book in a cubicle.
[00:42:05.980 --> 00:42:09.100]   You have to continue to engage.
[00:42:09.100 --> 00:42:13.780]   Do you believe God has given you life?
[00:42:13.780 --> 00:42:16.140]   Do you believe that God has given you his son,
[00:42:16.140 --> 00:42:19.860]   his Holy Spirit, every good and perfect gift?
[00:42:19.860 --> 00:42:22.380]   And that means you have this treasure
[00:42:22.380 --> 00:42:23.940]   that he's given to you.
[00:42:23.940 --> 00:42:25.820]   Then what can you do with this life?
[00:42:25.820 --> 00:42:29.500]   What is the greatest impact that you can make today?
[00:42:30.260 --> 00:42:32.500]   Not in a couple of years when you have money
[00:42:32.500 --> 00:42:33.860]   or when you have a bigger position.
[00:42:33.860 --> 00:42:36.340]   Today, how can you make the greatest impact today?
[00:42:36.340 --> 00:42:38.620]   What is the greatest impact you can make today?
[00:42:38.620 --> 00:42:39.460]   What is it?
[00:42:39.460 --> 00:42:41.580]   You know the answer is?
[00:42:41.580 --> 00:42:45.140]   It's unlimited.
[00:42:45.140 --> 00:42:47.340]   It's unlimited.
[00:42:47.340 --> 00:42:51.300]   The impact that you can make today.
[00:42:51.300 --> 00:42:52.700]   You know, we do a thing in our church
[00:42:52.700 --> 00:42:54.060]   called discipleship training.
[00:42:54.060 --> 00:42:56.700]   This time, this term, we had nine sisters
[00:42:56.700 --> 00:42:58.940]   that went through nine months of discipleship training.
[00:42:58.940 --> 00:43:01.500]   The third month, every sister is required
[00:43:01.500 --> 00:43:02.940]   to start to disciple somebody else.
[00:43:02.940 --> 00:43:04.900]   Now some of them are really shy, so they didn't do it.
[00:43:04.900 --> 00:43:07.460]   I had this one sister named Minji, very shy girl.
[00:43:07.460 --> 00:43:08.900]   She's a professor at a school.
[00:43:08.900 --> 00:43:11.700]   And so she saw this one student and she just engaged him.
[00:43:11.700 --> 00:43:14.060]   She said, "Hey, would you like to do Bible study?"
[00:43:14.060 --> 00:43:15.700]   In Korea, you could still do those kind of things, right?
[00:43:15.700 --> 00:43:17.980]   In America, I know you get in big trouble.
[00:43:17.980 --> 00:43:19.380]   So she said, "Would you like to Bible study?"
[00:43:19.380 --> 00:43:20.500]   And the guy's like, "Sure."
[00:43:20.500 --> 00:43:22.500]   And he's not a Christian.
[00:43:22.500 --> 00:43:24.220]   They started doing Bible study, the Book of John.
[00:43:24.220 --> 00:43:26.940]   He liked it so much, he invited his friend.
[00:43:26.940 --> 00:43:27.780]   Became two.
[00:43:27.780 --> 00:43:29.220]   He liked it so much, they invited another friend.
[00:43:29.220 --> 00:43:30.060]   There's three of them.
[00:43:30.060 --> 00:43:32.540]   Now this guy is on the verge of becoming a Christian.
[00:43:32.540 --> 00:43:34.540]   That sister Minji came up to me, her face is beaming.
[00:43:34.540 --> 00:43:38.180]   She's like, "I never knew that this could be done.
[00:43:38.180 --> 00:43:39.860]   "I could do this."
[00:43:39.860 --> 00:43:43.060]   I was like, "I know, because you never engaged.
[00:43:43.060 --> 00:43:45.860]   "But you finally took the risk.
[00:43:45.860 --> 00:43:47.620]   "And this is the joy of it.
[00:43:47.620 --> 00:43:49.800]   "When you engage with God's Mina,
[00:43:49.800 --> 00:43:51.300]   "not only will it multiply,
[00:43:51.300 --> 00:43:53.860]   "because that's the powerfulness of God's Mina,
[00:43:53.860 --> 00:43:55.140]   "not only will it multiply,
[00:43:55.140 --> 00:43:57.000]   "but you will also receive the sense of joy,
[00:43:57.000 --> 00:43:58.300]   "the sense of meaningfulness,
[00:43:58.300 --> 00:44:00.700]   "and not only that, God will reward you.
[00:44:00.700 --> 00:44:03.080]   "Why wouldn't you want to engage?
[00:44:03.080 --> 00:44:04.120]   "Why wouldn't you?"
[00:44:04.120 --> 00:44:09.100]   It's only if you're, as King says, if you're wicked.
[00:44:09.100 --> 00:44:10.340]   If you say, "I don't wanna live for God,
[00:44:10.340 --> 00:44:12.020]   "I wanna live for myself."
[00:44:12.020 --> 00:44:14.700]   So God's been really challenging me too, about this.
[00:44:14.700 --> 00:44:16.540]   You know, I'm in Korea, and so it's difficult for me,
[00:44:16.540 --> 00:44:17.780]   because everyone speaks Korean.
[00:44:17.780 --> 00:44:19.260]   So you know what, I said, "Lord, wherever I go,
[00:44:19.260 --> 00:44:21.020]   "teach me how to engage."
[00:44:21.020 --> 00:44:22.460]   So I was at the gym, and I was working out,
[00:44:22.460 --> 00:44:24.380]   and I've been trying to get myself into shape,
[00:44:24.380 --> 00:44:25.980]   and working out, and there was this guy,
[00:44:25.980 --> 00:44:27.940]   really skinny Korean guy, and he was trying to do pull-ups,
[00:44:27.940 --> 00:44:30.140]   and he's like, "Yeah, yeah!"
[00:44:30.140 --> 00:44:31.380]   (audience laughs)
[00:44:31.380 --> 00:44:33.020]   And he brought a chair over, he's standing on the chair,
[00:44:33.020 --> 00:44:33.860]   "Yeah, yeah!"
[00:44:33.860 --> 00:44:36.020]   And I was just like, "Okay, chance to engage."
[00:44:36.020 --> 00:44:38.340]   So I go up to him, and I just said in my broken Korean,
[00:44:38.340 --> 00:44:40.820]   I said, "(speaking in foreign language)
[00:44:40.820 --> 00:44:41.860]   "Can I spot you?"
[00:44:41.860 --> 00:44:43.260]   And he looks over, probably shocked,
[00:44:43.260 --> 00:44:44.260]   'cause I don't speak Korean very well,
[00:44:44.260 --> 00:44:45.820]   he's like, "Oh, yeah, yeah, yeah."
[00:44:45.820 --> 00:44:48.500]   So I kinda spot him, and I'm holding up the back of his foot,
[00:44:48.500 --> 00:44:50.420]   and he's doing like 15, "Ugh, ugh!"
[00:44:50.420 --> 00:44:52.100]   He comes down, he's like, "Oh, come on, sit down."
[00:44:52.100 --> 00:44:53.340]   I was like, "Oh, no, no, no, no."
[00:44:53.340 --> 00:44:55.300]   And so I go up, and then he just walks away.
[00:44:55.300 --> 00:44:58.140]   (audience laughs)
[00:44:58.140 --> 00:45:02.420]   But you know what, it didn't matter,
[00:45:02.420 --> 00:45:05.540]   because I do not engage so I can get something back.
[00:45:05.540 --> 00:45:08.620]   I engage simply because God has commanded me to engage,
[00:45:08.620 --> 00:45:10.980]   because my king has told me to engage.
[00:45:10.980 --> 00:45:12.900]   And you know what, I'm gonna continue to engage.
[00:45:12.900 --> 00:45:15.780]   Even yesterday, I went airsoft shooting with my son.
[00:45:15.780 --> 00:45:17.020]   I don't know if you guys know what airsoft is,
[00:45:17.020 --> 00:45:20.260]   it's like little plastic pellets, you shoot at each other.
[00:45:20.260 --> 00:45:23.580]   And we went airsofting in Norwalk over here, or Downey,
[00:45:23.580 --> 00:45:24.660]   and we're sitting at a table,
[00:45:24.660 --> 00:45:25.700]   and these two guys come over,
[00:45:25.700 --> 00:45:26.980]   and they're high school graduates.
[00:45:26.980 --> 00:45:29.100]   And I start talking to them, I just start engaging.
[00:45:29.100 --> 00:45:30.020]   You know how I engage them?
[00:45:30.020 --> 00:45:31.580]   I say, "Hey, you guys want some Doritos?"
[00:45:31.580 --> 00:45:33.100]   That is a powerful way to engage.
[00:45:33.100 --> 00:45:34.020]   (audience laughs)
[00:45:34.020 --> 00:45:35.340]   'Cause no one says no to Doritos, right?
[00:45:35.340 --> 00:45:36.180]   "You like some Doritos?"
[00:45:36.180 --> 00:45:37.340]   I'm like, "Oh, yeah, sure."
[00:45:37.340 --> 00:45:40.300]   And so who's this strange old man giving me Doritos, you know?
[00:45:40.300 --> 00:45:42.100]   But they started eating it, they started eating my Doritos,
[00:45:42.100 --> 00:45:43.380]   and I just started talking to them.
[00:45:43.380 --> 00:45:44.900]   They just graduated high school.
[00:45:44.900 --> 00:45:47.180]   One guy is gonna be going to Long Beach Community College,
[00:45:47.180 --> 00:45:49.780]   and the other guy, he's gonna be going to Thailand
[00:45:49.780 --> 00:45:51.300]   for two years on missions.
[00:45:51.300 --> 00:45:53.820]   As soon as he said that, I go, "This guy's a Mormon."
[00:45:53.820 --> 00:45:55.700]   And sure enough, I said, "Oh, why are you going on missions?"
[00:45:55.700 --> 00:45:56.540]   He goes, "Oh, I'm a Mormon."
[00:45:56.540 --> 00:45:58.620]   I go, "Oh, okay, I already knew."
[00:45:58.620 --> 00:45:59.660]   I didn't convert him.
[00:45:59.660 --> 00:46:01.500]   That would be an awesome testimony, wouldn't it?
[00:46:01.500 --> 00:46:02.340]   I didn't.
[00:46:02.340 --> 00:46:03.180]   But you know what?
[00:46:03.180 --> 00:46:04.140]   As I just kept on talking with him, talking with him,
[00:46:04.140 --> 00:46:05.940]   and I wish my son was here, he could tell you,
[00:46:05.940 --> 00:46:07.420]   they were not even talking to each other,
[00:46:07.420 --> 00:46:09.540]   they just were talking to me now.
[00:46:09.540 --> 00:46:11.340]   They kept on asking me, they kept on engaging me,
[00:46:11.340 --> 00:46:14.580]   and I go, "Wow, Lord, I just took a risk,
[00:46:14.580 --> 00:46:17.140]   "and I just was obedient, and I just engaged them,
[00:46:17.140 --> 00:46:18.660]   "and look at the way their hearts are."
[00:46:18.660 --> 00:46:19.540]   That's what's gonna happen.
[00:46:19.540 --> 00:46:21.340]   When you start to engage the people at your work,
