
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[01:18:20.920 --> 01:18:23.240]   to be like, give us your answer, right?
[01:18:23.240 --> 01:18:24.400]   But let's take a vote.
[01:18:24.400 --> 01:18:26.320]   Cast your vote, okay?
[01:18:26.320 --> 01:18:28.920]   I want you guys to raise your hands.
[01:18:28.920 --> 01:18:30.540]   Oh, I just realized my numbering's off,
[01:18:30.540 --> 01:18:32.800]   because that was another one that I erased.
[01:18:32.800 --> 01:18:35.120]   Anyway. (laughs)
[01:18:35.120 --> 01:18:37.240]   Number one, okay?
[01:18:37.240 --> 01:18:40.320]   Does the Israel of God mean all believers,
[01:18:40.320 --> 01:18:43.060]   Jews and Gentiles, meaning the New Testament church,
[01:18:44.020 --> 01:18:47.140]   or does it mean the elect specifically,
[01:18:47.140 --> 01:18:50.180]   the descendants of Abraham physically,
[01:18:50.180 --> 01:18:52.940]   elect Israelites who will be saved?
[01:18:52.940 --> 01:18:56.180]   Those who think it's number one, raise your hand.
[01:18:56.180 --> 01:18:58.420]   Okay, okay.
[01:18:58.420 --> 01:18:59.940]   There's a good number of you.
[01:18:59.940 --> 01:19:03.460]   Those who think it's number three, raise your hand.
[01:19:03.460 --> 01:19:04.300]   Okay, okay.
[01:19:04.300 --> 01:19:07.420]   And then a bunch of you did not heed my request,
[01:19:07.420 --> 01:19:09.780]   and you did not participate, okay?
[01:19:09.780 --> 01:19:12.100]   Okay, actually, if you saw the hands,
[01:19:12.100 --> 01:19:14.420]   there was a good amount of people who thought it was one,
[01:19:14.420 --> 01:19:17.460]   and a good amount of people who thought it was three.
[01:19:17.460 --> 01:19:21.300]   I am going to take five minutes to talk about this,
[01:19:21.300 --> 01:19:23.340]   because in the book of Galatians,
[01:19:23.340 --> 01:19:24.700]   this is like an interpretive point,
[01:19:24.700 --> 01:19:29.700]   but also, this particular passage, chapter six, verse 16,
[01:19:29.700 --> 01:19:33.180]   is used by those who believe number one
[01:19:33.180 --> 01:19:34.900]   as a primary passage,
[01:19:34.900 --> 01:19:37.280]   meaning it's one of the most common passages
[01:19:37.280 --> 01:19:39.020]   that they point to, saying, see?
[01:19:39.020 --> 01:19:42.300]   We are the new Israel, we're spiritual Israel, okay?
[01:19:42.300 --> 01:19:43.940]   However, whenever you're taking a look
[01:19:43.940 --> 01:19:46.720]   at interpretive struggles, you want to look at, first,
[01:19:46.720 --> 01:19:48.840]   the specific passage itself.
[01:19:48.840 --> 01:19:53.360]   You do analysis of the immediate text, okay?
[01:19:53.360 --> 01:19:56.940]   So we take a look at this, and we ask this question.
[01:19:56.940 --> 01:20:00.940]   So clearly, here, sorry,
[01:20:00.940 --> 01:20:07.860]   we have those who take this rule and walk by it,
[01:20:07.960 --> 01:20:09.840]   as many as, okay?
[01:20:09.840 --> 01:20:11.280]   So who is it referring to?
[01:20:11.280 --> 01:20:13.440]   If we're talking as many people who would do this,
[01:20:13.440 --> 01:20:17.160]   believe on Christ as the only way to be a new creation,
[01:20:17.160 --> 01:20:20.040]   to be sanctified, which is the promise of the gospel.
[01:20:20.040 --> 01:20:25.040]   We're then talking about probably Gentiles, anybody, right?
[01:20:25.040 --> 01:20:30.480]   These, okay, them, may peace and mercy be upon them,
[01:20:30.480 --> 01:20:34.160]   and on the Israel of God, okay?
[01:20:34.160 --> 01:20:36.240]   So you have this Greek term, and,
[01:20:36.240 --> 01:20:40.480]   which is just a conjunction, and then the Israel of God.
[01:20:40.480 --> 01:20:42.900]   My point being, would be, my argument to you
[01:20:42.900 --> 01:20:45.360]   on the analysis of this text,
[01:20:45.360 --> 01:20:50.140]   that the and actually creates a distinction, not a unity.
[01:20:50.140 --> 01:20:54.640]   The and puts two categorical references,
[01:20:54.640 --> 01:20:56.680]   and then says, here they are,
[01:20:56.680 --> 01:21:01.200]   which means that there are as many as, and Israel,
[01:21:01.200 --> 01:21:04.240]   which means there are two separate people.
[01:21:04.240 --> 01:21:05.320]   Does that make sense?
[01:21:05.320 --> 01:21:07.080]   Just like, as an example, if I say,
[01:21:07.080 --> 01:21:10.000]   Mark and Bia are blessed as one in marriage,
[01:21:10.000 --> 01:21:13.280]   you would never say that Bia is the new Mark.
[01:21:13.280 --> 01:21:17.920]   Yes, even though she is my better half, and all of that,
[01:21:17.920 --> 01:21:21.560]   and yes, spiritually we are one, because before God we are,
[01:21:21.560 --> 01:21:25.280]   and yes, we are joined together in an unbreakable covenant,
[01:21:25.280 --> 01:21:28.240]   we are still two distinct people, yes?
[01:21:28.240 --> 01:21:31.720]   So I think the immediate text actually shows us otherwise,
[01:21:31.720 --> 01:21:33.840]   otherwise it would be very redundant.
[01:21:33.840 --> 01:21:37.600]   If I say, as many as, okay,
[01:21:37.600 --> 01:21:41.080]   meaning both Jews and Greeks, I mean, Jews and Gentiles,
[01:21:41.080 --> 01:21:43.800]   and also the Jews, that would be redundant
[01:21:43.800 --> 01:21:45.180]   in a weird way of saying it.
[01:21:45.180 --> 01:21:49.360]   The other way that you would expect it to be read is,
[01:21:49.360 --> 01:21:54.160]   as many as, right, namely, Israel,
[01:21:54.160 --> 01:21:56.540]   or you wouldn't even see a conjunction,
[01:21:56.540 --> 01:22:00.740]   you would just have like a parenthetical statement, okay?
[01:22:00.740 --> 01:22:02.520]   Now, the reason why I bring this up,
[01:22:02.520 --> 01:22:04.200]   because in the book of Galatians,
[01:22:04.200 --> 01:22:07.120]   it's always good to take a look at the letter,
[01:22:07.120 --> 01:22:08.520]   the whole book, right?
[01:22:08.520 --> 01:22:10.800]   Not just one passage, but the whole letter.
[01:22:10.800 --> 01:22:13.560]   It says a lot about this whole idea
[01:22:13.560 --> 01:22:16.640]   of is the New Testament church Israel?
[01:22:16.640 --> 01:22:19.920]   Abraham, while being physically the father of the Israelites
[01:22:19.920 --> 01:22:23.620]   is genuinely spiritually the father of those who believe,
[01:22:23.620 --> 01:22:26.480]   is a statement found in Galatians, namely here.
[01:22:26.480 --> 01:22:30.520]   Therefore, be sure that it is those who are of faith
[01:22:30.520 --> 01:22:32.120]   who are sons of Abraham.
[01:22:32.120 --> 01:22:34.120]   100% agree, why?
[01:22:34.120 --> 01:22:35.720]   Because it's the Bible.
[01:22:35.720 --> 01:22:37.940]   I believe if you are of faith,
[01:22:37.940 --> 01:22:41.040]   you are in the line of Abraham, why?
[01:22:41.040 --> 01:22:42.520]   Because the scripture said
[01:22:42.520 --> 01:22:45.680]   that God would justify the Gentiles by faith
[01:22:45.680 --> 01:22:48.640]   and preach the gospel beforehand to Abraham,
[01:22:48.640 --> 01:22:51.460]   saying all the nations will be blessed in you,
[01:22:51.460 --> 01:22:53.080]   so then those who are of faith
[01:22:53.080 --> 01:22:56.160]   are blessed with Abraham, the believer, right?
[01:22:56.160 --> 01:22:58.300]   And the scripture tried to show us
[01:22:58.300 --> 01:23:01.400]   that Abraham actually, before he was even circumcised,
[01:23:01.400 --> 01:23:03.680]   was already accredited because of his faith,
[01:23:03.680 --> 01:23:08.380]   and therefore, if you're of faith, you are in his line, yes?
[01:23:08.380 --> 01:23:10.540]   The other passage in Galatians chapter three said,
[01:23:10.540 --> 01:23:14.140]   for you are all sons of God through faith in Jesus Christ,
[01:23:14.140 --> 01:23:17.180]   and therefore, verse 29, if you belong to Christ,
[01:23:17.180 --> 01:23:19.420]   then you are Abraham's descendants,
[01:23:19.420 --> 01:23:23.860]   heirs according to promise, 100% agree.
[01:23:23.860 --> 01:23:27.940]   You have the blessing, you have the heir,
[01:23:27.940 --> 01:23:31.220]   like sonship, you have therefore the promises.
[01:23:31.220 --> 01:23:36.040]   Those are all yours without any doubt or hindrance.
[01:23:36.040 --> 01:23:38.340]   Praise the Lord for the gospel.
[01:23:38.340 --> 01:23:41.960]   Other parts of scripture, now what we do is a systematic.
[01:23:41.960 --> 01:23:44.100]   Do other parts of scripture agree with this?
[01:23:44.100 --> 01:23:45.220]   Yes.
[01:23:45.220 --> 01:23:48.360]   In Romans chapter two, it tells us he is not a Jew
[01:23:48.360 --> 01:23:51.060]   who is one outwardly, nor is circumcision,
[01:23:51.060 --> 01:23:53.100]   which is one outward in the flesh,
[01:23:53.100 --> 01:23:56.640]   but he is a Jew who is one inwardly, yes?
[01:23:56.640 --> 01:23:58.060]   What is he saying?
[01:23:58.060 --> 01:24:00.220]   That not all physical descendants of Abraham
[01:24:00.220 --> 01:24:02.160]   are spiritual descendants, why?
[01:24:02.160 --> 01:24:06.620]   Because you have to have faith, right?
[01:24:06.620 --> 01:24:09.140]   There is no individual who's gonna be a descendant
[01:24:09.140 --> 01:24:11.660]   who does not have faith, okay?
[01:24:11.660 --> 01:24:14.500]   But here then is the big question.
[01:24:14.500 --> 01:24:16.700]   This is the way that the question will phrase itself
[01:24:16.700 --> 01:24:19.300]   or how the argument will set up.
[01:24:19.300 --> 01:24:24.300]   Since we are spiritual children of Abraham by faith,
[01:24:24.700 --> 01:24:27.480]   and two, not all physical descendants of Abraham
[01:24:27.480 --> 01:24:30.420]   are actually spiritual descendants of Abraham,
[01:24:30.420 --> 01:24:33.960]   then is the New Testament church the new Israel, okay?
[01:24:33.960 --> 01:24:37.160]   And the answer is no, you went too far.
[01:24:37.160 --> 01:24:40.560]   You drove way too far with it, okay?
[01:24:40.560 --> 01:24:43.000]   It's too far for you to say that therefore
[01:24:43.000 --> 01:24:45.640]   the church absorbed or fulfilled or superseded
[01:24:45.640 --> 01:24:47.520]   or replaced Israel.
[01:24:47.520 --> 01:24:51.020]   To make that argument is to follow this diagram.
[01:24:51.020 --> 01:24:55.040]   The blue circle is all of Israel, okay?
[01:24:55.040 --> 01:24:57.340]   Clearly, they're not all saved.
[01:24:57.340 --> 01:25:00.520]   But within Israel, there is a remnant
[01:25:00.520 --> 01:25:02.800]   who will believe upon the gospel.
[01:25:02.800 --> 01:25:05.600]   These little dots represent the nations.
[01:25:05.600 --> 01:25:07.300]   Gentiles just means ethnic.
[01:25:07.300 --> 01:25:08.700]   They're different people groups.
[01:25:08.700 --> 01:25:11.920]   They come into the big house, the church,
[01:25:11.920 --> 01:25:14.760]   which is now the New Testament entity.
[01:25:14.760 --> 01:25:18.980]   This, therefore, here is the new Israel, okay?
[01:25:19.920 --> 01:25:23.320]   But that's not the case.
[01:25:23.320 --> 01:25:26.440]   We have not proven, there's so many things
[01:25:26.440 --> 01:25:28.040]   that we did not prove.
[01:25:28.040 --> 01:25:30.440]   We did not prove that God has spiritualized
[01:25:30.440 --> 01:25:33.600]   all of his physical promises to the nation of Israel.
[01:25:33.600 --> 01:25:35.080]   He had promise of blessing.
[01:25:35.080 --> 01:25:37.280]   He gave them promise that they'd be a great nation.
[01:25:37.280 --> 01:25:38.560]   He promised them land.
[01:25:38.560 --> 01:25:41.580]   He promised them that they would have a leadership role
[01:25:41.580 --> 01:25:43.300]   in the kingdom of God.
[01:25:43.300 --> 01:25:45.280]   Are all of these things realized?
[01:25:45.280 --> 01:25:48.360]   Or were they simply absorbed in the church
[01:25:48.360 --> 01:25:50.480]   since the church is a new Israel?
[01:25:50.480 --> 01:25:53.100]   None of those passages prove any of that.
[01:25:53.100 --> 01:25:57.080]   There are 73 references to Israel in the New Testament.
[01:25:57.080 --> 01:26:01.160]   None of them call the church the new spiritual Israel.
[01:26:01.160 --> 01:26:03.560]   We did not prove that God absorbed Israel
[01:26:03.560 --> 01:26:05.700]   into the general body of believers,
[01:26:05.700 --> 01:26:08.360]   or we did not prove that God has no other plans
[01:26:08.360 --> 01:26:11.080]   for that particular nation in the future.
[01:26:11.080 --> 01:26:12.920]   We proved none of that.
[01:26:12.920 --> 01:26:14.940]   Why does this matter?
[01:26:14.940 --> 01:26:16.800]   Why am I taking time to do this?
[01:26:16.800 --> 01:26:19.440]   It's in line, it's in line
[01:26:19.440 --> 01:26:21.080]   with the nature of the book of Galatians,
[01:26:21.080 --> 01:26:26.080]   which is we have to have such a gratitude
[01:26:26.080 --> 01:26:31.640]   of the greatness and the grandeur of the mystery.
[01:26:31.640 --> 01:26:36.840]   God gave specific promises to a chosen people,
[01:26:36.840 --> 01:26:40.440]   and he allowed you and I, who are far off,
[01:26:40.440 --> 01:26:43.920]   to come get blessed, right?
[01:26:43.920 --> 01:26:45.120]   Ephesians chapter two says,
[01:26:45.120 --> 01:26:47.480]   you know, you had no commonwealth of Israel,
[01:26:47.480 --> 01:26:51.800]   you had no God, you had no hope, yes?
[01:26:51.800 --> 01:26:53.840]   You had nothing.
[01:26:53.840 --> 01:26:55.760]   But we were able to receive the blessings,
[01:26:55.760 --> 01:26:58.160]   we were able to receive the promises of the inheritance,
[01:26:58.160 --> 01:26:59.560]   and you were brought near
[01:26:59.560 --> 01:27:01.760]   because the incredible gospel message
[01:27:01.760 --> 01:27:05.520]   that you too can be adopted into the household of God.
[01:27:05.520 --> 01:27:08.420]   But it would be strange, it would be too far
[01:27:08.420 --> 01:27:11.560]   for the adopted child to look at the natural born,
[01:27:11.560 --> 01:27:13.200]   firstborn, and say, you know what?
[01:27:13.200 --> 01:27:14.680]   I'm actually the firstborn.
[01:27:14.680 --> 01:27:17.920]   I'm natural and you are not.
[01:27:17.920 --> 01:27:19.520]   That would be strange, yes?
[01:27:19.520 --> 01:27:21.520]   And the reason why this matters
[01:27:21.520 --> 01:27:24.400]   is because this question was actually addressed
[01:27:24.400 --> 01:27:26.340]   in other parts of scripture.
[01:27:26.340 --> 01:27:28.520]   Now, I'm gonna read to you a last couple of verses,
[01:27:28.520 --> 01:27:30.360]   and then I'll summarize that point.
[01:27:30.360 --> 01:27:35.760]   In Romans chapter 11, after Apostle Paul
[01:27:35.760 --> 01:27:38.120]   makes this long argument
[01:27:38.120 --> 01:27:40.320]   that salvation is by the sovereign choice of God
[01:27:40.320 --> 01:27:43.180]   because it's by mercy, right?
[01:27:43.180 --> 01:27:47.400]   Then he starts to describe how the Israelites he rejected,
[01:27:47.400 --> 01:27:49.520]   the Israelites rejected God.
[01:27:49.520 --> 01:27:51.800]   He says, I stuck out my hand all day long
[01:27:51.800 --> 01:27:52.820]   to an obstinate people.
[01:27:52.820 --> 01:27:54.480]   They're the ones who rejected me.
[01:27:54.480 --> 01:27:55.560]   And there's this question.
[01:27:55.560 --> 01:27:59.920]   So then, God has not rejected his people, has he?
[01:27:59.920 --> 01:28:01.400]   Who is he talking about?
[01:28:01.400 --> 01:28:02.560]   Physical Israel.
[01:28:02.560 --> 01:28:05.400]   May it never be, for I too am an Israelite,
[01:28:05.400 --> 01:28:08.320]   a descendant of Abraham, of the tribe of Benjamin.
[01:28:08.320 --> 01:28:12.160]   He's talking about his biological, physical lineage.
[01:28:12.160 --> 01:28:13.760]   Number two, or verse two.
[01:28:13.760 --> 01:28:16.780]   God has not rejected his people whom he foreknew.
[01:28:16.780 --> 01:28:18.860]   Or do you not know what the scripture says
[01:28:18.860 --> 01:28:20.740]   in the passage about Elijah,
[01:28:20.740 --> 01:28:22.780]   how he pleads with God against Israel.
[01:28:22.780 --> 01:28:25.680]   Lord, they have killed your prophets.
[01:28:25.680 --> 01:28:28.940]   They have torn down your altars, and I alone am left.
[01:28:28.940 --> 01:28:30.940]   And they are seeking my life.
[01:28:30.940 --> 01:28:33.860]   But what is the divine response?
[01:28:33.860 --> 01:28:36.500]   I have kept for myself 7,000 men
[01:28:36.500 --> 01:28:39.580]   who have not bowed the knee to Baal.
[01:28:39.580 --> 01:28:41.500]   In the same way, then, there has also come
[01:28:41.500 --> 01:28:44.180]   to be at the present time, a remnant,
[01:28:44.180 --> 01:28:47.980]   according to God's gracious choice.
[01:28:47.980 --> 01:28:49.660]   Following down just a little bit longer
[01:28:49.660 --> 01:28:52.580]   into Romans chapter 11, verse 17.
[01:28:52.580 --> 01:28:54.660]   Okay, Romans chapter 11, 17.
[01:28:54.660 --> 01:28:55.700]   This is what he says.
[01:28:55.700 --> 01:28:59.460]   But if some of the branches were then broken off,
[01:28:59.460 --> 01:29:03.800]   and you, being a wild olive, were grafted in among them,
[01:29:03.800 --> 01:29:05.700]   and became partaker with them
[01:29:05.700 --> 01:29:08.180]   of the rich root of the olive tree,
[01:29:08.180 --> 01:29:12.020]   do not be arrogant toward the branches.
[01:29:12.020 --> 01:29:13.100]   But if you are arrogant,
[01:29:13.100 --> 01:29:16.620]   remember that it is not you who supports the root.
[01:29:16.620 --> 01:29:17.940]   The root supports you.
[01:29:17.940 --> 01:29:20.800]   You guys follow along what he's saying, right?
[01:29:20.800 --> 01:29:24.660]   You are a wild branch from another tree
[01:29:24.660 --> 01:29:27.780]   who has been grafted into the main tree.
[01:29:27.780 --> 01:29:31.780]   And if you all of a sudden think we are the main stem,
[01:29:31.780 --> 01:29:33.940]   you're actually being arrogant.
[01:29:33.940 --> 01:29:35.420]   Verse 19.
[01:29:35.420 --> 01:29:37.340]   You will say, then, branches were broken off
[01:29:37.340 --> 01:29:39.260]   so that I might be grafted in?
[01:29:39.260 --> 01:29:42.460]   Quite right, they were broken off for their unbelief,
[01:29:42.460 --> 01:29:44.620]   but you stand by your faith.
[01:29:44.620 --> 01:29:47.000]   Do not be conceited, but fear,
[01:29:47.000 --> 01:29:49.580]   for if God did not spare the natural branches,
[01:29:49.580 --> 01:29:51.820]   he will not spare you either.
[01:29:51.820 --> 01:29:56.240]   Behold, then, the kindness and severity of God,
[01:29:56.240 --> 01:30:00.040]   to those who fell severity, but to you, God's kindness.
[01:30:00.040 --> 01:30:01.580]   If you continue in his kindness,
[01:30:01.580 --> 01:30:04.140]   otherwise, you will also be cut off.
[01:30:04.140 --> 01:30:06.900]   Verse 27.
[01:30:06.900 --> 01:30:08.620]   This is my covenant with them.
[01:30:08.620 --> 01:30:10.860]   When I take away their sin.
[01:30:10.860 --> 01:30:12.260]   From the standpoint of the gospel,
[01:30:12.260 --> 01:30:14.220]   there are enemies for your sake,
[01:30:14.220 --> 01:30:16.420]   but from the standpoint of God's choice,
[01:30:16.420 --> 01:30:19.460]   they are beloved for the sake of the fathers.
[01:30:19.460 --> 01:30:24.460]   For the gifts and the calling of God are irrevocable.
[01:30:24.460 --> 01:30:26.660]   Who is he thinking about?
[01:30:26.660 --> 01:30:30.420]   The fathers to whom he has made promise.
[01:30:30.420 --> 01:30:33.780]   So the promises of nation, the promises of land,
[01:30:33.780 --> 01:30:37.100]   the promises of a role within God's kingdom,
[01:30:37.100 --> 01:30:38.780]   he actually has those in mind.
[01:30:38.780 --> 01:30:39.620]   Why?
[01:30:39.620 --> 01:30:41.820]   God doesn't have to spiritualize anything.
[01:30:41.820 --> 01:30:42.660]   Why?
[01:30:42.660 --> 01:30:44.540]   Because he will actually keep them.
[01:30:44.540 --> 01:30:45.660]   Verse 30.
[01:30:45.660 --> 01:30:48.700]   For just as you were once disobedient to God,
[01:30:48.700 --> 01:30:50.340]   but now have been shown mercy
[01:30:50.340 --> 01:30:52.260]   because of their disobedience,
[01:30:52.260 --> 01:30:54.700]   so these also now have been disobedient,
[01:30:54.700 --> 01:30:56.940]   that because of the mercy shown to you,
[01:30:56.940 --> 01:30:59.380]   they also may now be shown mercy,
[01:30:59.380 --> 01:31:02.180]   for God has shut up all in disobedience,
[01:31:02.180 --> 01:31:05.780]   so that he may show mercy to all.
[01:31:05.780 --> 01:31:07.460]   Earlier I said this matters.
[01:31:07.460 --> 01:31:08.460]   Why?
[01:31:08.460 --> 01:31:10.860]   Because there's supposed to be in our hearts,
[01:31:10.860 --> 01:31:12.500]   particularly as Gentiles,
[01:31:12.500 --> 01:31:16.140]   an incredible, like, mind-blowing, say what?
[01:31:16.140 --> 01:31:21.660]   Here is this tree which is symbolic of the nation of Israel.
[01:31:21.660 --> 01:31:23.020]   To them are the blessing.
[01:31:23.020 --> 01:31:24.420]   To them are the inheritance.
[01:31:24.420 --> 01:31:25.700]   To them is the promise.
[01:31:25.700 --> 01:31:28.220]   And we get to be grafted into them.
[01:31:28.220 --> 01:31:31.100]   That's the humble posture of appreciation
[01:31:31.100 --> 01:31:32.780]   for adopted children.
[01:31:32.780 --> 01:31:34.660]   It should look like this.
[01:31:34.660 --> 01:31:38.620]   We had earlier the arrow pointing the other way.
[01:31:38.620 --> 01:31:42.100]   They need to come into this new entity.
[01:31:42.100 --> 01:31:43.020]   But scripture actually says,
[01:31:43.020 --> 01:31:45.620]   "No, no, no, you don't understand.
[01:31:45.620 --> 01:31:48.540]   "You get to be a part of their plan."
[01:31:48.540 --> 01:31:50.060]   Does that make sense?
[01:31:50.060 --> 01:31:52.540]   The arrow goes reverse.
[01:31:52.540 --> 01:31:55.100]   And so that's why the scripture said in Ephesians,
[01:31:55.100 --> 01:31:58.220]   "This is an incredible mystery of God."
[01:31:59.380 --> 01:32:02.980]   That the Gentiles could approach God.
[01:32:02.980 --> 01:32:05.980]   The Gentiles could actually have God through Christ,
[01:32:05.980 --> 01:32:09.980]   a relationship, where yes, just like a son,
[01:32:09.980 --> 01:32:12.140]   I could go to my father.
[01:32:12.140 --> 01:32:14.380]   I could look forward to the promises
[01:32:14.380 --> 01:32:17.300]   that I would have fulfillment in everything in Christ.
[01:32:17.300 --> 01:32:18.860]   That is a true, true blessing.
[01:32:18.860 --> 01:32:21.020]   And so with that said,
[01:32:21.020 --> 01:32:24.100]   I wanted to just highlight that
[01:32:24.100 --> 01:32:28.420]   because if you think about the book of Galatians
[01:32:28.420 --> 01:32:30.180]   in grand summary,
[01:32:30.180 --> 01:32:33.460]   he was trying to show us just what a treasure
[01:32:33.460 --> 01:32:36.620]   our salvation is in Christ.
[01:32:36.620 --> 01:32:41.620]   That no other temptation of glory, good showing,
[01:32:41.620 --> 01:32:44.260]   of approval of man or anything,
[01:32:44.260 --> 01:32:47.140]   even the world, could have any sway on us, amen?
[01:32:47.140 --> 01:32:49.020]   And so that being the case,
[01:32:49.020 --> 01:32:51.060]   I wanna wrap up with verse 17.
[01:32:51.060 --> 01:32:52.940]   Sorry, that was a long detour, okay?
[01:32:55.300 --> 01:32:59.140]   In verse 17, he makes this statement,
[01:32:59.140 --> 01:33:04.060]   "From now on then, let no one cause trouble for me,
[01:33:04.060 --> 01:33:08.620]   "for I bear on my body the brand marks of Jesus."
[01:33:08.620 --> 01:33:10.660]   I have a question for you.
[01:33:10.660 --> 01:33:11.580]   How did you take that?
[01:33:11.580 --> 01:33:13.780]   What is he actually saying, right?
[01:33:13.780 --> 01:33:17.060]   "From now on, let no one cause me trouble."
[01:33:17.060 --> 01:33:18.940]   How did you picture him saying that?
[01:33:18.940 --> 01:33:20.900]   I will be honest, this is the way I read it.
[01:33:20.900 --> 01:33:24.700]   "Don't mess with me, I'm crazy, you see?"
[01:33:24.700 --> 01:33:28.500]   And he's just like showing them his scars, right?
[01:33:28.500 --> 01:33:30.740]   It kinda sounds like don't mess with me, right?
[01:33:30.740 --> 01:33:33.100]   You don't wanna know how serious I am.
[01:33:33.100 --> 01:33:36.580]   Now, in some sense, he could say that.
[01:33:36.580 --> 01:33:40.420]   I mean, Apostle Paul was so gung-ho.
[01:33:40.420 --> 01:33:43.300]   Apostle Paul is the apostle, you know?
[01:33:43.300 --> 01:33:46.460]   Planter of churches, missionary to afar.
[01:33:46.460 --> 01:33:48.180]   And in some sense, he has every right to be like,
[01:33:48.180 --> 01:33:50.380]   "You know what, all you guys, you guys need to be quiet.
[01:33:50.380 --> 01:33:52.540]   "I'm done talking about this."
[01:33:53.860 --> 01:33:56.020]   And in some sense, in other parts of scripture,
[01:33:56.020 --> 01:33:57.300]   he actually commands, "You know what?
[01:33:57.300 --> 01:33:59.740]   "If anybody is teaching a different gospel,
[01:33:59.740 --> 01:34:02.340]   "make sure they stay quiet."
[01:34:02.340 --> 01:34:04.700]   And any defiance of teaching is so bad for the community,
[01:34:04.700 --> 01:34:06.980]   it's like gangrene, rebuke them harshly,
[01:34:06.980 --> 01:34:10.020]   and the second time they do it, kick 'em out, right?
[01:34:10.020 --> 01:34:12.360]   So is that the message?
[01:34:12.360 --> 01:34:15.740]   I think another way to look at it is
[01:34:15.740 --> 01:34:19.140]   because he particularly, or I guess specifically says
[01:34:19.140 --> 01:34:22.820]   that he, right, "I don't want you to trouble me,"
[01:34:22.820 --> 01:34:27.340]   for, "because I have the brand marks of Christ,"
[01:34:27.340 --> 01:34:30.060]   he is actually saying something a little different.
[01:34:30.060 --> 01:34:32.780]   Close, but a little different.
[01:34:32.780 --> 01:34:37.220]   The emphatic point is, "I belong to Christ," right?
[01:34:37.220 --> 01:34:40.340]   The emphatic point is, "You can try.
[01:34:40.340 --> 01:34:42.020]   "Don't test me.
[01:34:42.020 --> 01:34:43.540]   "You already have, actually.
[01:34:43.540 --> 01:34:45.160]   "Look at my back.
[01:34:45.160 --> 01:34:46.000]   "You've pushed me.
[01:34:46.000 --> 01:34:47.900]   "You've tried to bend me.
[01:34:47.900 --> 01:34:49.520]   "I don't belong to you or the world.
[01:34:49.520 --> 01:34:52.140]   "I belong to Christ."
[01:34:52.140 --> 01:34:54.300]   Wow, what a challenge.
[01:34:54.300 --> 01:34:57.300]   I pray that we would have the same kind of conviction
[01:34:57.300 --> 01:34:58.220]   where we can say with him,
[01:34:58.220 --> 01:34:59.720]   "I have been crucified with Christ.
[01:34:59.720 --> 01:35:03.420]   "It is no longer I who live, but Christ lives in me.
[01:35:03.420 --> 01:35:05.440]   "The life which I now live in the flesh,
[01:35:05.440 --> 01:35:07.500]   "I live by faith in the Son of God,
[01:35:07.500 --> 01:35:10.580]   "who loved me and gave himself up for me."
[01:35:10.580 --> 01:35:14.740]   This, he says, is his identity.
[01:35:14.740 --> 01:35:19.160]   "I have been identified by the brand marks of Christ.
[01:35:19.160 --> 01:35:21.860]   "I so belong to Christ.
[01:35:21.860 --> 01:35:27.940]   "I so belong to the Lord that I bear his branding."
[01:35:27.940 --> 01:35:30.460]   That's an amazing statement.
[01:35:30.460 --> 01:35:33.900]   And again, I go back to this idea.
[01:35:33.900 --> 01:35:36.840]   How many times throughout our study did we talk about,
[01:35:36.840 --> 01:35:38.800]   "Hey, do you guys struggle with the fear of man?"
[01:35:38.800 --> 01:35:41.000]   You remember back when we started talking
[01:35:41.000 --> 01:35:43.720]   about Apostle Peter and how he succumbed to the pressure
[01:35:43.720 --> 01:35:46.600]   and he's like, "Yeah, maybe we don't eat with them."
[01:35:46.600 --> 01:35:48.500]   He started withdrawing.
[01:35:48.500 --> 01:35:52.040]   And then we think about the pressures of the people,
[01:35:52.040 --> 01:35:53.980]   how he would say those false teachers,
[01:35:53.980 --> 01:35:55.640]   they just like making a good showing,
[01:35:55.640 --> 01:35:57.000]   so what are they concerned with?
[01:35:57.000 --> 01:35:59.120]   The eyes of the people.
[01:35:59.120 --> 01:36:01.400]   But Apostle Paul, remember, way at the beginning
[01:36:01.400 --> 01:36:03.440]   in chapter one, verse 10, he said,
[01:36:03.440 --> 01:36:06.400]   "Am I now trying to be pleasing in the eyes of men
[01:36:06.400 --> 01:36:07.700]   "or of God?
[01:36:07.700 --> 01:36:09.160]   "If I were trying to be pleasing to men,
[01:36:09.160 --> 01:36:12.120]   "I would not be a servant of Christ."
[01:36:12.120 --> 01:36:14.600]   Wow.
[01:36:14.600 --> 01:36:16.840]   I pray that this book was challenging to you.
[01:36:16.840 --> 01:36:21.960]   In however you want to present yourself to the world,
[01:36:21.960 --> 01:36:24.000]   in however you want to be accepted at school,
[01:36:24.000 --> 01:36:27.120]   at work, and in your family, and even at church,
[01:36:27.120 --> 01:36:30.480]   I pray we would be so bold.
[01:36:30.480 --> 01:36:33.320]   My identity is in Christ.
[01:36:33.320 --> 01:36:35.960]   And let that be the power that we live by every day.
[01:36:35.960 --> 01:36:36.840]   Amen?
[01:36:36.840 --> 01:36:37.840]   Let's pray together.
[01:36:42.560 --> 01:36:47.560]   Heavenly Father, Lord God, actually, if we feared you more,
[01:36:47.560 --> 01:36:50.560]   but what's another way to put it, God,
