
[00:00:00.000 --> 00:00:02.740]   (audio cuts out)
[00:39:38.920 --> 00:39:42.280]   meditate, and delight in your word.
[00:39:43.280 --> 00:39:47.080]   The challenge is, can we commit to doing that?
[00:39:47.080 --> 00:39:50.560]   I'm not asking you right now, you know,
[00:39:50.560 --> 00:39:52.360]   like give me an assessment and survey
[00:39:52.360 --> 00:39:54.120]   of what you're doing with your Bible study
[00:39:54.120 --> 00:39:55.240]   and what you're doing, you know,
[00:39:55.240 --> 00:39:58.300]   like with your word intake and all that kind of stuff.
[00:39:58.300 --> 00:40:02.440]   But can we commit in our hearts to doing that?
[00:40:02.440 --> 00:40:07.440]   Can we, I guess the whole idea is muster up our willpower
[00:40:09.080 --> 00:40:11.720]   and say I'm not going to allow
[00:40:11.720 --> 00:40:14.480]   regular patterns of living the world.
[00:40:14.480 --> 00:40:16.240]   You just go to work Monday through Friday
[00:40:16.240 --> 00:40:18.380]   and you crash on the weekends.
[00:40:18.380 --> 00:40:21.960]   I'm not gonna allow that kind of pattern to dictate my life.
[00:40:21.960 --> 00:40:24.120]   But with great sense of commitment,
[00:40:24.120 --> 00:40:26.720]   with almost a sense of promise,
[00:40:26.720 --> 00:40:31.200]   can we commit to doing what King David is talking about?
[00:40:31.200 --> 00:40:35.120]   Where he says that he will treasure, right?
[00:40:35.120 --> 00:40:37.840]   Where he says that he's going to speak of these.
[00:40:38.680 --> 00:40:41.960]   He says, "With my lips I have told of your ordinances.
[00:40:41.960 --> 00:40:44.560]   "I have rejoiced in the way of your testimonies,
[00:40:44.560 --> 00:40:48.760]   "as much as in all riches, and I will meditate,"
[00:40:48.760 --> 00:40:51.020]   and he says, "I shall delight."
[00:40:51.020 --> 00:40:56.280]   I feel like we're very hesitant to make commitments
[00:40:56.280 --> 00:40:58.520]   and we're very hesitant to make like
[00:40:58.520 --> 00:41:00.480]   statements like that, right?
[00:41:00.480 --> 00:41:02.240]   And rightly so, because in wisdom,
[00:41:02.240 --> 00:41:04.560]   scripture tells us, look, you're a man.
[00:41:04.560 --> 00:41:07.320]   You're not able to keep like promises
[00:41:07.320 --> 00:41:09.520]   for the next month and the next year and stuff like that,
[00:41:09.520 --> 00:41:11.680]   so don't make vows, you know,
[00:41:11.680 --> 00:41:13.240]   that's what the scripture says.
[00:41:13.240 --> 00:41:18.000]   But I think there's a difference between,
[00:41:18.000 --> 00:41:20.020]   and I kind of wrote this in your thing,
[00:41:20.020 --> 00:41:22.400]   there's a difference between a heartfelt commitment
[00:41:22.400 --> 00:41:25.880]   to the Lord and just a vow to anybody.
[00:41:25.880 --> 00:41:30.380]   There's a difference between, first of all,
[00:41:30.380 --> 00:41:32.720]   making a vow directly to God
[00:41:32.720 --> 00:41:34.980]   and making a vow to your neighbor.
[00:41:34.980 --> 00:41:37.280]   There's a huge difference, right?
[00:41:37.280 --> 00:41:38.960]   Just as there's a difference when you just
[00:41:38.960 --> 00:41:42.080]   not only make a vow, but when you speak,
[00:41:42.080 --> 00:41:44.320]   when you speak to a neighbor as opposed to your God,
[00:41:44.320 --> 00:41:45.160]   there's a difference.
[00:41:45.160 --> 00:41:46.760]   When I speak to my child as to, let's say,
[00:41:46.760 --> 00:41:49.800]   the President of the United States, there's a difference.
[00:41:49.800 --> 00:41:52.520]   To whom you make a commitment and to whom you make a vow
[00:41:52.520 --> 00:41:54.800]   makes a huge difference.
[00:41:54.800 --> 00:41:58.460]   And then the content of what you do, right?
[00:41:58.460 --> 00:42:00.160]   The content of what you're vowing.
[00:42:00.160 --> 00:42:02.280]   When, you know,
[00:42:04.520 --> 00:42:07.440]   oh, I can't remember his name all of a sudden,
[00:42:07.440 --> 00:42:08.600]   but in the book of Judges,
[00:42:08.600 --> 00:42:10.940]   the guy who vowed to sacrifice his daughter.
[00:42:10.940 --> 00:42:12.880]   Jephthah, thank you.
[00:42:12.880 --> 00:42:16.240]   Making that kind of commitment,
[00:42:16.240 --> 00:42:20.240]   essentially what you're putting down is a promise.
[00:42:20.240 --> 00:42:22.420]   Something almost of, you know,
[00:42:22.420 --> 00:42:25.800]   if you make a, you have a debt and then you have your,
[00:42:25.800 --> 00:42:29.040]   what's that word, collateral, you know what I'm saying?
[00:42:29.040 --> 00:42:30.800]   The content of his vow, was that something
[00:42:30.800 --> 00:42:31.640]   in his control?
[00:42:31.640 --> 00:42:32.460]   Absolutely not.
[00:42:32.460 --> 00:42:34.800]   Was that something God called for?
[00:42:34.800 --> 00:42:36.000]   I don't think so at all.
[00:42:36.000 --> 00:42:38.160]   But when we make a commitment like,
[00:42:38.160 --> 00:42:40.520]   God, I'm going to be saturated by your word,
[00:42:40.520 --> 00:42:41.900]   I'm going to live according to your word,
[00:42:41.900 --> 00:42:43.280]   I'm going to obey you,
[00:42:43.280 --> 00:42:47.720]   that is both proper and called for by God himself.
[00:42:47.720 --> 00:42:49.560]   You see what I'm saying?
[00:42:49.560 --> 00:42:53.260]   And so we don't have a problem with making vows
[00:42:53.260 --> 00:42:57.100]   when it's in the appropriate time to the appropriate person.
[00:42:57.100 --> 00:43:01.340]   Just like we make vows to, you know, in work,
[00:43:01.340 --> 00:43:03.160]   we make commitments, just like we make vows
[00:43:03.160 --> 00:43:05.800]   and promises to our spouse when we get married.
[00:43:05.800 --> 00:43:11.280]   You know, just recently I was doing a marriage counseling.
[00:43:11.280 --> 00:43:13.760]   Hey Jack, do you remember your waiting vow?
[00:43:13.760 --> 00:43:14.600]   (laughs)
[00:43:14.600 --> 00:43:16.280]   Just kidding, I told him I was going to make fun of him
[00:43:16.280 --> 00:43:18.040]   and put him on the spot.
[00:43:18.040 --> 00:43:21.080]   But you know, it goes like, you know, I take,
[00:43:21.080 --> 00:43:24.480]   I, you know, Jack or Mark, take X and so
[00:43:24.480 --> 00:43:26.440]   to be my lawfully wedded wife.
[00:43:26.440 --> 00:43:30.080]   And you know, I promise to love sacrificially
[00:43:30.080 --> 00:43:33.000]   as Christ of the church, I'll protect, provide,
[00:43:33.000 --> 00:43:34.760]   you know, the whole thing, for better or for worse,
[00:43:34.760 --> 00:43:37.200]   sickness and in health, you know what I mean?
[00:43:37.200 --> 00:43:39.360]   That is a serious vow, right?
[00:43:39.360 --> 00:43:43.240]   You're listing off things you're going to do from your will,
[00:43:43.240 --> 00:43:46.840]   not by feeling, but volitionally by your will.
[00:43:46.840 --> 00:43:48.520]   I will protect you, I'll take care of you,
[00:43:48.520 --> 00:43:50.840]   I will love you sacrificially.
[00:43:50.840 --> 00:43:52.680]   Are those not commitments and promises?
[00:43:52.680 --> 00:43:55.200]   Absolutely, they are commitments and promises
[00:43:55.200 --> 00:43:56.400]   of the most solemn kind.
[00:43:57.760 --> 00:44:00.680]   But at your wedding, to your wife,
[00:44:00.680 --> 00:44:03.220]   you better make those promises, right?
[00:44:03.220 --> 00:44:07.380]   Likewise, I think if we are too afraid
[00:44:07.380 --> 00:44:10.360]   of making commitments, I don't think it's healthy, why?
[00:44:10.360 --> 00:44:12.320]   Because I think we should make commitments
[00:44:12.320 --> 00:44:15.320]   in appropriate places to our God.
[00:44:15.320 --> 00:44:17.760]   To say, God, I will obey you.
[00:44:17.760 --> 00:44:21.320]   God, I will surrender to follow your commandments.
[00:44:21.320 --> 00:44:23.800]   Those are things I think we need to subjectively,
[00:44:23.800 --> 00:44:27.080]   and subjectively meaning me, I need to say it.
[00:44:27.080 --> 00:44:28.840]   I can't wait for the pastor to be like,
[00:44:28.840 --> 00:44:31.280]   hey, you need to commit to God's ways and his word,
[00:44:31.280 --> 00:44:34.120]   and be like, mm-hmm, you know?
[00:44:34.120 --> 00:44:36.300]   I need to go pray that to the Lord.
[00:44:36.300 --> 00:44:38.040]   God, I will delight in your word.
[00:44:38.040 --> 00:44:42.080]   You know, by the way, just kind of a way to wrap this up.
[00:44:42.080 --> 00:44:46.440]   When I think about
[00:44:46.440 --> 00:44:51.680]   something that he says here,
[00:44:51.680 --> 00:44:53.400]   which I think is pretty profound.
[00:44:54.400 --> 00:44:56.560]   (inhales)
[00:44:56.560 --> 00:45:02.080]   I think I left it out.
[00:45:02.080 --> 00:45:03.160]   All right.
[00:45:03.160 --> 00:45:05.260]   Well, if you look at the passage,
[00:45:05.260 --> 00:45:10.540]   and he talks about that idea of wandering,
[00:45:10.540 --> 00:45:13.480]   in verse 10, he says,
[00:45:13.480 --> 00:45:16.400]   "With all my heart I have sought you.
[00:45:16.400 --> 00:45:18.920]   "Do not let me wander from your commandments."
[00:45:18.920 --> 00:45:21.200]   And he says, "Your word I have treasured in my heart,
[00:45:21.200 --> 00:45:23.240]   "that I may not sense against you.
[00:45:23.240 --> 00:45:26.640]   "Blessed are you, O Lord, teach me your statutes."
[00:45:26.640 --> 00:45:27.960]   Okay?
[00:45:27.960 --> 00:45:29.960]   So, kind of wrapping this all up,
[00:45:29.960 --> 00:45:32.120]   think about this for a moment, okay?
[00:45:32.120 --> 00:45:33.980]   The scenario looks like this.
[00:45:33.980 --> 00:45:37.580]   The psalmist, King David, has to seek God
[00:45:37.580 --> 00:45:40.420]   with all his might and strength in his heart.
[00:45:40.420 --> 00:45:42.500]   What kind of scenario do you think he's in?
[00:45:42.500 --> 00:45:44.100]   Something easy?
[00:45:44.100 --> 00:45:46.040]   Something nice and slow going?
[00:45:46.040 --> 00:45:47.480]   Something good pace?
[00:45:47.480 --> 00:45:49.360]   Something that everybody can handle?
[00:45:49.360 --> 00:45:50.440]   No.
[00:45:50.440 --> 00:45:52.320]   He's probably in a lot of distress.
[00:45:52.320 --> 00:45:54.080]   He's probably under persecution,
[00:45:54.080 --> 00:45:56.760]   which he was throughout most of his life.
[00:45:56.760 --> 00:45:59.520]   He's probably in even personal angst.
[00:45:59.520 --> 00:46:02.320]   So, he has to seek God with all his heart.
[00:46:02.320 --> 00:46:04.100]   What's more, he's wandering.
[00:46:04.100 --> 00:46:08.920]   There is a place for us that we need to be,
[00:46:08.920 --> 00:46:10.440]   but for some reason we always
[00:46:10.440 --> 00:46:12.240]   blah, blah, blah, blah, blah, blah, wander, right?
[00:46:12.240 --> 00:46:13.900]   Like the nation of Israel.
[00:46:13.900 --> 00:46:16.640]   And if I think about myself,
[00:46:16.640 --> 00:46:19.120]   my mind wanders so much.
[00:46:19.120 --> 00:46:20.160]   My mind wanders.
[00:46:20.160 --> 00:46:22.320]   I could be studying and an email will pop up
[00:46:22.320 --> 00:46:23.840]   and then down low there'll be like,
[00:46:23.840 --> 00:46:25.480]   men's schools from Wayfair.
[00:46:25.480 --> 00:46:28.140]   And I'm like, oh, look at that, power tool.
[00:46:28.140 --> 00:46:29.520]   30 minutes go by, like what am I doing?
[00:46:29.520 --> 00:46:31.280]   Go back to studying, you know?
[00:46:31.280 --> 00:46:33.800]   We wander because of materialism, just like that.
[00:46:33.800 --> 00:46:35.440]   We wander because someone says something
[00:46:35.440 --> 00:46:37.480]   and now we're angry and our minds are completely gone.
[00:46:37.480 --> 00:46:39.040]   We wander because of personal lust.
[00:46:39.040 --> 00:46:42.000]   We wander because sometimes we're just afraid.
[00:46:42.000 --> 00:46:44.320]   You can sit there thinking about the future.
[00:46:44.320 --> 00:46:45.280]   What's gonna happen next year?
[00:46:45.280 --> 00:46:46.240]   What should I do with my job?
[00:46:46.240 --> 00:46:47.200]   What should I do with this?
[00:46:47.200 --> 00:46:49.120]   And then blah, your mind is distracted.
[00:46:49.120 --> 00:46:51.000]   We wander all over the place.
[00:46:51.000 --> 00:46:53.840]   And you know what's been interesting?
[00:46:53.840 --> 00:46:56.240]   Just, this has been like on my head
[00:46:56.240 --> 00:46:57.840]   so I'm just gonna share it.
[00:46:57.840 --> 00:47:00.200]   My mind has been not all together
[00:47:00.200 --> 00:47:02.680]   for the last entire week and it's been weird.
[00:47:02.680 --> 00:47:04.040]   I haven't slept well at all.
[00:47:04.040 --> 00:47:07.580]   Like I've been waking up at like two in the morning
[00:47:07.580 --> 00:47:10.000]   with nightmares and I haven't been able to go back to sleep.
[00:47:10.000 --> 00:47:11.520]   This is a silly nightmare.
[00:47:11.520 --> 00:47:15.040]   Silly nightmare is I'm on the top of a water slide,
[00:47:15.040 --> 00:47:17.120]   like a big one, and as the water is rushing,
[00:47:17.120 --> 00:47:19.240]   you know the water is all rushing down like this
[00:47:19.240 --> 00:47:21.560]   and then there's like a little wave
[00:47:21.560 --> 00:47:23.480]   that's created artificially by the water.
[00:47:23.480 --> 00:47:25.160]   And I see these little shorts.
[00:47:25.160 --> 00:47:27.440]   It's Emmett.
[00:47:27.440 --> 00:47:29.520]   He's upside down and his shorts are up.
[00:47:29.520 --> 00:47:32.440]   And I'm going, oh my God, somebody go help him, you know?
[00:47:32.440 --> 00:47:34.480]   And I look over at the lifeguard and he's on his phone
[00:47:34.480 --> 00:47:37.280]   like dillydallying, I'm like, what are you doing?
[00:47:37.280 --> 00:47:38.200]   Look at my baby.
[00:47:38.200 --> 00:47:39.920]   And then he throws his phone and he jumps
[00:47:39.920 --> 00:47:41.400]   but he doesn't clear the edge of the pool
[00:47:41.400 --> 00:47:43.160]   and he snaps his leg in half.
[00:47:43.160 --> 00:47:45.120]   It's like, goosh, and I'm saying, ah.
[00:47:45.120 --> 00:47:49.760]   So I run down the slide and then I go grab him
[00:47:49.760 --> 00:47:52.280]   and then thankfully he's like, ooh, he's still alive.
[00:47:52.280 --> 00:47:54.560]   And then I'm looking for Bia and I'm like,
[00:47:54.560 --> 00:47:56.800]   what are you doing, where are you, you know?
[00:47:56.800 --> 00:47:59.640]   And then, you know, Bia jumps into action so she jumps.
[00:47:59.640 --> 00:48:01.080]   I'm like, no, no, you have to stay out
[00:48:01.080 --> 00:48:02.360]   because I have to pass you, Emmett.
[00:48:02.360 --> 00:48:04.840]   I can't get out of the pool with him in my hand.
[00:48:04.840 --> 00:48:07.760]   And then she jumps in and I'm like, what are you doing?
[00:48:07.760 --> 00:48:09.960]   So I woke up going, what are you doing?
[00:48:09.960 --> 00:48:11.600]   (laughing)
[00:48:11.600 --> 00:48:13.960]   Yeah, and I just haven't been able to go back to sleep.
[00:48:13.960 --> 00:48:17.120]   But my mind has just been distracted so bad.
[00:48:17.120 --> 00:48:20.760]   So bad that if I try to go back to sleep,
[00:48:20.760 --> 00:48:23.680]   the next thing is Bia's there and I pass Emmett
[00:48:23.680 --> 00:48:25.840]   but I look over there and Yoshi's drowning
[00:48:25.840 --> 00:48:26.680]   out the other end.
[00:48:26.680 --> 00:48:28.720]   I'm like, no, I can't sleep, right?
[00:48:28.720 --> 00:48:31.840]   Well, what's really interesting is
[00:48:31.840 --> 00:48:34.520]   I shared with some of my close friends
[00:48:34.520 --> 00:48:37.080]   and they're all like, let's interpret this stream.
[00:48:37.080 --> 00:48:38.920]   (laughing)
[00:48:38.920 --> 00:48:40.520]   And then I'm just like, yeah, I'm just not going
[00:48:40.520 --> 00:48:41.520]   to pools for a while.
[00:48:42.940 --> 00:48:47.940]   But, you know, I read through all of Psalm 119
[00:48:47.940 --> 00:48:52.680]   and it actually quieted my heart.
[00:48:52.680 --> 00:48:56.920]   Psalm 19 says things like, if I devote my ways to the Lord,
[00:48:56.920 --> 00:48:58.600]   God will enlarge my heart.
[00:48:58.600 --> 00:49:01.480]   If I devote my ways to the Lord,
[00:49:01.480 --> 00:49:02.440]   God will give me what?
[00:49:02.440 --> 00:49:03.520]   Security.
[00:49:03.520 --> 00:49:07.080]   To be established by God is actually security.
[00:49:07.080 --> 00:49:09.440]   Once I started thinking of what's the most frightening thing
[00:49:09.440 --> 00:49:10.440]   in all the universe?
[00:49:10.440 --> 00:49:12.180]   It's, again, losing your children,
[00:49:12.180 --> 00:49:14.780]   it's hurt that's caused to the people you love
[00:49:14.780 --> 00:49:18.940]   and the fear that could devastate you, literally crush you.
[00:49:18.940 --> 00:49:23.300]   And once in a while, I just have this morbid fear
[00:49:23.300 --> 00:49:24.220]   of stuff like that.
[00:49:24.220 --> 00:49:26.380]   I don't know if you guys can relate but,
[00:49:26.380 --> 00:49:28.620]   and I know people who've struggled with that.
[00:49:28.620 --> 00:49:33.820]   And I'm gonna say, the way to overcome those things
[00:49:33.820 --> 00:49:36.180]   is like, you idiot, it's not gonna happen.
[00:49:36.180 --> 00:49:38.660]   No, kids can actually drown at pools really easily,
[00:49:38.660 --> 00:49:40.980]   you know, if you ever read the stories.
[00:49:40.980 --> 00:49:44.980]   The way to think about that is have a different perspective.
[00:49:44.980 --> 00:49:48.860]   The Lord God is in control, he is sovereign.
[00:49:48.860 --> 00:49:50.120]   Who can protect me?
[00:49:50.120 --> 00:49:51.600]   Who can protect my children?
[00:49:51.600 --> 00:49:53.860]   Who cares more for my children than I do?
[00:49:53.860 --> 00:49:56.380]   Who is ever watching, unlike the lifeguard,
[00:49:56.380 --> 00:49:57.720]   but who is ever watching?
[00:49:57.720 --> 00:49:58.800]   My God.
[00:49:58.800 --> 00:50:00.060]   Where do I learn that stuff?
[00:50:00.060 --> 00:50:00.960]   The scriptures.
[00:50:00.960 --> 00:50:05.500]   That's what I'm saying is like, we really need to be
[00:50:05.500 --> 00:50:09.100]   in the word to fight every wandering thought,
[00:50:09.100 --> 00:50:13.380]   fear, distraction, temptation, and lust, amen?
[00:50:13.380 --> 00:50:17.740]   And the word of God is proven to suffice,
[00:50:17.740 --> 00:50:19.860]   it's proven to lead us the right way.
[00:50:19.860 --> 00:50:21.360]   Let's bow our heads in prayer.
[00:50:21.360 --> 00:50:29.300]   Father God, we wanna thank you for your truth.
[00:50:29.300 --> 00:50:33.560]   God, without it, we would have no lamp to our feet.
[00:50:34.820 --> 00:50:38.100]   God, without it, we wouldn't have the refreshing waters,
[00:50:38.100 --> 00:50:39.820]   and we would be thirsty.
[00:50:39.820 --> 00:50:42.480]   God, without your word, we won't know you.
[00:50:42.480 --> 00:50:46.660]   So Lord, help us to open up our eyes, open up our ears,
[00:50:46.660 --> 00:50:50.100]   that God, we might see wonderful things from your word.
[00:50:50.100 --> 00:50:53.260]   And God, help us not to simply be people of
[00:50:53.260 --> 00:50:58.060]   wanting knowledge to be prideful,
[00:50:58.060 --> 00:51:02.300]   but God, help us to realize the words are yours.
[00:51:02.300 --> 00:51:03.820]   And so if we revere you,
[00:51:03.820 --> 00:51:06.140]   we should have to respect what you say.
[00:51:06.140 --> 00:51:08.180]   And God, if we don't want to sin against you,
[00:51:08.180 --> 00:51:11.160]   then we should respect and listen to your command.
[00:51:11.160 --> 00:51:15.220]   And I pray, Father God, again, that as we develop
[00:51:15.220 --> 00:51:18.340]   and grow in our faith and our hearts to please you,
[00:51:18.340 --> 00:51:22.300]   help us then to be people who thoroughly, thoroughly rest
[00:51:22.300 --> 00:51:24.040]   and dwell upon your words.
[00:51:24.040 --> 00:51:26.640]   God, I wanna thank you for our time.
[00:51:26.640 --> 00:51:28.800]   It's in Christ's name, amen.
[00:51:28.800 --> 00:51:29.640]   Okay.
[00:51:31.080 --> 00:51:34.040]   For homework, if you guys can do the next section,
[00:51:34.040 --> 00:51:35.880]   two sections, two stanzas,
[00:51:35.880 --> 00:51:39.320]   Psalm 119, verses 17 through 32,
[00:51:39.320 --> 00:51:42.800]   and there's gonna be a lot of repetition.
[00:51:42.800 --> 00:51:46.240]   I hope you guys circle or, I don't know,
[00:51:46.240 --> 00:51:49.500]   do something to mark the repetition stuff, okay?
[00:51:49.500 --> 00:51:53.320]   So note down every synonyms for the word of God
[00:51:53.320 --> 00:51:54.480]   in this section.
[00:51:54.480 --> 00:51:56.900]   You notice that it says stuff like the testimonies,
[00:51:56.900 --> 00:51:58.960]   the statutes, ordinances,
[00:51:58.960 --> 00:52:02.160]   and think about what that kind of reflects.
[00:52:02.160 --> 00:52:04.260]   What are the main concepts?
[00:52:04.260 --> 00:52:07.960]   Learning about the psalmist's perspective about the Bible,
[00:52:07.960 --> 00:52:10.520]   what can we learn from that perspective?
[00:52:10.520 --> 00:52:14.040]   So we're seeing through his eyes, right?
[00:52:14.040 --> 00:52:17.480]   What can we deduce and then have as our own?
[00:52:17.480 --> 00:52:18.960]   And then also, are there any actions
[00:52:18.960 --> 00:52:23.280]   that the psalmist asked God to take on his behalf?
[00:52:23.280 --> 00:52:25.600]   Please complete this chart also for objective
[00:52:25.600 --> 00:52:28.040]   and subjective descriptions about God's word
[00:52:28.040 --> 00:52:30.180]   from verse one to 32.
[00:52:30.180 --> 00:52:34.160]   So objective is like your commands are true or faithful,
[00:52:34.160 --> 00:52:36.360]   okay, it's just objectively saying a description,
[00:52:36.360 --> 00:52:38.540]   a character trait of the Bible.
[00:52:38.540 --> 00:52:42.320]   But then to say your word is to my delight,
[00:52:42.320 --> 00:52:43.720]   it tastes sweet like the honeycomb,
[00:52:43.720 --> 00:52:45.800]   that's like an experiential subjective thing, right?
[00:52:45.800 --> 00:52:48.280]   So if you guys can write that in just for homework,
[00:52:48.280 --> 00:52:51.160]   and then we'll come next week and discuss some of that.
[00:52:51.160 --> 00:52:52.160]   All right?

