
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:47:05.780 --> 00:47:09.120]   The second reason why it is difficult for us,
[00:47:09.120 --> 00:47:11.580]   and only Christ can be the king of righteousness,
[00:47:11.580 --> 00:47:16.220]   king of justice, our idea of justice keeps changing.
[00:47:17.220 --> 00:47:21.180]   What was just 30 years ago is no longer just today.
[00:47:21.180 --> 00:47:24.700]   What was just 100 years ago is no longer just today.
[00:47:24.700 --> 00:47:26.660]   I remember right after 9/11,
[00:47:26.660 --> 00:47:32.100]   the whole country was outraged, Republicans and Democrats.
[00:47:32.100 --> 00:47:35.860]   And for the first time, I saw the Republicans, Democrats,
[00:47:35.860 --> 00:47:38.100]   standing side by side with their arms linked,
[00:47:38.100 --> 00:47:41.040]   saying, "We're gonna go to war.
[00:47:41.040 --> 00:47:45.400]   "We cannot let them attack our family and children
[00:47:45.400 --> 00:47:46.780]   "in our land."
[00:47:46.780 --> 00:47:52.140]   And so they all universally, not just President Bush,
[00:47:52.140 --> 00:47:55.120]   the Democrats, Republicans said, "We are united.
[00:47:55.120 --> 00:47:56.140]   "We are not divided."
[00:47:56.140 --> 00:47:57.100]   They went to war.
[00:47:57.100 --> 00:48:01.700]   Since then, years have passed,
[00:48:01.700 --> 00:48:04.700]   and many anti-war movements have come in,
[00:48:04.700 --> 00:48:08.020]   and now these same politicians who at that time,
[00:48:08.020 --> 00:48:11.300]   in order to get elected and stay elected,
[00:48:11.300 --> 00:48:14.300]   voted for the war, now they're backtracking,
[00:48:14.300 --> 00:48:15.620]   saying that was a mistake,
[00:48:15.620 --> 00:48:18.580]   because what was right then is no longer right today.
[00:48:18.580 --> 00:48:22.620]   Even in the church, if we're not careful,
[00:48:22.620 --> 00:48:25.720]   if our righteousness is not grounded in Christ and his word,
[00:48:25.720 --> 00:48:27.740]   what was acceptable 30 years ago
[00:48:27.740 --> 00:48:28.860]   is no longer acceptable today.
[00:48:28.860 --> 00:48:30.900]   What wasn't acceptable 30 years ago
[00:48:30.900 --> 00:48:34.140]   is no longer acceptable today.
[00:48:34.140 --> 00:48:38.240]   Our tendency is that we continue to change.
[00:48:38.240 --> 00:48:42.940]   There is no such thing as relative truth.
[00:48:42.940 --> 00:48:45.220]   In order for justice to be true justice,
[00:48:45.220 --> 00:48:47.820]   it has to be justice in every generation.
[00:48:47.820 --> 00:48:51.420]   It can't be just to you and then unjust to that person,
[00:48:51.420 --> 00:48:54.100]   because in the context of practicing justice,
[00:48:54.100 --> 00:48:57.020]   you're going to practice injustice with somebody else.
[00:48:57.020 --> 00:49:03.060]   Truth has to be immovable.
[00:49:03.060 --> 00:49:04.780]   Truth cannot be flexible.
[00:49:04.780 --> 00:49:10.820]   You cannot know anything unless you have truth.
[00:49:11.900 --> 00:49:13.740]   The Bible uses the term cubit
[00:49:13.740 --> 00:49:16.580]   to describe a size of something.
[00:49:16.580 --> 00:49:18.380]   10 cubit, 15 cubit.
[00:49:18.380 --> 00:49:19.940]   If you've never heard that term
[00:49:19.940 --> 00:49:21.880]   or somebody never explained to you
[00:49:21.880 --> 00:49:23.180]   the size of what a cubit is,
[00:49:23.180 --> 00:49:24.740]   you probably have no idea.
[00:49:24.740 --> 00:49:26.760]   A cubit could be a mile.
[00:49:26.760 --> 00:49:29.100]   A cubit could be a weight.
[00:49:29.100 --> 00:49:30.980]   Cubit could be half a mile.
[00:49:30.980 --> 00:49:32.140]   You don't know.
[00:49:32.140 --> 00:49:34.340]   The only way that we know what a cubit is
[00:49:34.340 --> 00:49:36.760]   is we compare it with something
[00:49:36.760 --> 00:49:39.300]   that we know to be true, that it doesn't change.
[00:49:39.300 --> 00:49:41.380]   A cubit usually is a measure between
[00:49:41.380 --> 00:49:44.780]   someone's arm and his hands, his palms.
[00:49:44.780 --> 00:49:51.900]   In the average, it's about 12 inches, about a foot.
[00:49:51.900 --> 00:49:54.060]   When the Bible says it's a cubit of something,
[00:49:54.060 --> 00:49:55.620]   it's about a foot of something.
[00:49:55.620 --> 00:49:58.540]   20 cubits would be 20 foot, something, right?
[00:49:58.540 --> 00:50:00.500]   But we know what it is
[00:50:00.500 --> 00:50:02.180]   because we're able to compare with something
[00:50:02.180 --> 00:50:04.140]   that is consistent.
[00:50:04.140 --> 00:50:06.420]   If a cubit is something to you
[00:50:06.420 --> 00:50:08.220]   and it's something to you and it's different to him
[00:50:08.220 --> 00:50:10.540]   and it's different today and different tomorrow,
[00:50:10.540 --> 00:50:13.400]   you can never know what a cubit is.
[00:50:13.400 --> 00:50:14.860]   You can't practice justice
[00:50:14.860 --> 00:50:17.820]   if what justice looks like is different today
[00:50:17.820 --> 00:50:19.260]   and it's different tomorrow.
[00:50:19.260 --> 00:50:20.620]   It's different to this person,
[00:50:20.620 --> 00:50:21.900]   but it's different to that person.
[00:50:21.900 --> 00:50:23.580]   To the rich, justice looks like this.
[00:50:23.580 --> 00:50:25.420]   To the poor, justice looks like this.
[00:50:25.420 --> 00:50:31.000]   See, you and I are not able to practice perfect justice
[00:50:31.000 --> 00:50:32.720]   because it is constantly changing
[00:50:32.720 --> 00:50:34.720]   when it is based upon ourselves.
[00:50:35.900 --> 00:50:37.420]   In Isaiah 40, verse eight, it says,
[00:50:37.420 --> 00:50:39.060]   "The grass withers, the flowers fade,
[00:50:39.060 --> 00:50:41.100]   "but the word of God stands forever."
[00:50:41.100 --> 00:50:43.720]   There's only one thing that stands consistent,
[00:50:43.720 --> 00:50:45.920]   generation after generation.
[00:50:45.920 --> 00:50:47.500]   The truth is the truth.
[00:50:47.500 --> 00:50:50.380]   Whether you are white, black, Asian, Hispanic,
[00:50:50.380 --> 00:50:51.220]   it doesn't matter.
[00:50:51.220 --> 00:50:52.220]   It is the truth.
[00:50:52.220 --> 00:50:56.660]   And so he says, "The king of righteousness is Christ."
[00:50:56.660 --> 00:50:58.380]   The king of justice is Christ.
[00:50:58.380 --> 00:51:01.700]   And if Christ is not king, there is no justice
[00:51:01.700 --> 00:51:05.180]   because justice cannot be relative.
[00:51:06.180 --> 00:51:08.820]   Thirdly, it's hard for us to practice justice
[00:51:08.820 --> 00:51:10.660]   because we lack knowledge.
[00:51:10.660 --> 00:51:14.780]   Right now, you have to be very, very careful
[00:51:14.780 --> 00:51:17.300]   how you consume information.
[00:51:17.300 --> 00:51:20.200]   And it is not only true today, it is true all the time.
[00:51:20.200 --> 00:51:23.000]   I remember one of the best things that I learned
[00:51:23.000 --> 00:51:26.180]   while I was in seminary or while I was taking Bible class,
[00:51:26.180 --> 00:51:28.300]   and we were learning Western civilization,
[00:51:28.300 --> 00:51:30.500]   and our professor gave us an assignment.
[00:51:30.500 --> 00:51:33.700]   It said, "All your resources has to be firsthand resources."
[00:51:34.820 --> 00:51:36.420]   For those of you who don't know what firsthand resources,
[00:51:36.420 --> 00:51:38.980]   you have to go to the original person who wrote it.
[00:51:38.980 --> 00:51:42.780]   And so I said, "Well, how do I even do that?"
[00:51:42.780 --> 00:51:45.780]   So he said, he told us where these resources are,
[00:51:45.780 --> 00:51:47.720]   and we have to go to certain seminaries,
[00:51:47.720 --> 00:51:49.940]   and we have to go to Cal State, we have to go to UC,
[00:51:49.940 --> 00:51:51.300]   and if you go to the dungeon,
[00:51:51.300 --> 00:51:52.660]   usually people don't read this stuff
[00:51:52.660 --> 00:51:55.140]   'cause a lot of times it's not translated,
[00:51:55.140 --> 00:51:57.340]   or if it is translated, it's very difficult to read,
[00:51:57.340 --> 00:51:58.700]   and it's volumes and volumes.
[00:51:58.700 --> 00:52:00.380]   So it's not a condensed version.
[00:52:00.380 --> 00:52:02.460]   It's just original writing of whoever wrote it.
[00:52:02.460 --> 00:52:04.380]   So we were learning about Western civilization,
[00:52:04.380 --> 00:52:06.900]   and so I had to go dig up books in the dungeon
[00:52:06.900 --> 00:52:09.420]   that they probably haven't been touched for decades,
[00:52:09.420 --> 00:52:12.780]   and only people like us who are learning how to do research
[00:52:12.780 --> 00:52:14.620]   would ever even go look for these books.
[00:52:14.620 --> 00:52:16.600]   And I remember doing research
[00:52:16.600 --> 00:52:19.800]   about certain particular period of history,
[00:52:19.800 --> 00:52:22.660]   and the point that he was trying to make
[00:52:22.660 --> 00:52:25.380]   is how much of the history books
[00:52:25.380 --> 00:52:28.220]   are their interpretation of what they read.
[00:52:28.220 --> 00:52:31.660]   So you can have one person write about George Washington
[00:52:31.660 --> 00:52:33.100]   as the godliest man on earth,
[00:52:33.100 --> 00:52:34.400]   and you can have another person
[00:52:34.400 --> 00:52:35.660]   writing about George Washington,
[00:52:35.660 --> 00:52:39.540]   and he was a reprobate, which is true.
[00:52:39.540 --> 00:52:43.280]   So he was teaching us how to go to the original source.
[00:52:43.280 --> 00:52:45.580]   So all information, not just media,
[00:52:45.580 --> 00:52:48.820]   all information come through people
[00:52:48.820 --> 00:52:52.580]   who have sinful agendas,
[00:52:52.580 --> 00:52:55.140]   'cause they are looking at things from their purpose,
[00:52:55.140 --> 00:52:56.540]   whether they are doing it deliberately,
[00:52:56.540 --> 00:52:58.580]   whether they're doing it because they are blind,
[00:52:58.580 --> 00:53:00.540]   all information, we have to be careful.
[00:53:02.760 --> 00:53:04.560]   We, especially now,
[00:53:04.560 --> 00:53:09.100]   because of how fast information spreads,
[00:53:09.100 --> 00:53:14.020]   we've all seen videos of cops pushing people.
[00:53:14.020 --> 00:53:15.580]   Oh, that's another sign of racism,
[00:53:15.580 --> 00:53:17.100]   and then we see the larger context
[00:53:17.100 --> 00:53:19.820]   of somebody trying to swing a bat at him
[00:53:19.820 --> 00:53:24.620]   or a malative cocktail, and that part is not shown.
[00:53:24.620 --> 00:53:26.140]   They only show you that part where he pushed,
[00:53:26.140 --> 00:53:26.980]   and they said, oh my gosh,
[00:53:26.980 --> 00:53:28.180]   they didn't show the whole context.
[00:53:28.180 --> 00:53:30.220]   And you can see that in the other,
[00:53:30.220 --> 00:53:33.400]   where you can see a police officer arresting that person,
[00:53:33.400 --> 00:53:35.280]   and they say, hey, this guy was resisting arrest,
[00:53:35.280 --> 00:53:36.200]   and he was doing all this stuff.
[00:53:36.200 --> 00:53:39.160]   When you see the larger context, that wasn't the case.
[00:53:39.160 --> 00:53:43.000]   He wasn't resisting the arrest, and there was abuse.
[00:53:43.000 --> 00:53:45.900]   So we have to be very careful how we consume information,
[00:53:45.900 --> 00:53:48.280]   because we need to have perfect knowledge
[00:53:48.280 --> 00:53:49.340]   to be able to practice that.
[00:53:49.340 --> 00:53:53.520]   But the problem is, even if we knew all the context,
[00:53:53.520 --> 00:53:55.200]   you and I are not omniscient.
[00:53:56.960 --> 00:54:01.620]   Job, if you remember, what, humanly speaking,
[00:54:01.620 --> 00:54:03.460]   has experienced tremendous injustice,
[00:54:03.460 --> 00:54:06.780]   'cause because he was righteous, he was targeted.
[00:54:06.780 --> 00:54:10.300]   He loses his health, his children, his wealth,
[00:54:10.300 --> 00:54:12.340]   even his friends come there accusing him.
[00:54:12.340 --> 00:54:14.620]   All this happened because you did something wrong.
[00:54:14.620 --> 00:54:16.540]   There's three cycles of this in the book of Job,
[00:54:16.540 --> 00:54:18.720]   and finally, Job cracks.
[00:54:18.720 --> 00:54:21.860]   He was standing strong until the end, and he cracks,
[00:54:21.860 --> 00:54:24.420]   and he says, God, why are you allowing this?
[00:54:24.420 --> 00:54:27.220]   I'm a righteous man, why did you do this to me?
[00:54:27.220 --> 00:54:29.540]   And he begins to complain, and then God shows up
[00:54:29.540 --> 00:54:32.700]   to speak to him in Job chapter 38, two to five.
[00:54:32.700 --> 00:54:36.360]   Who is this that darkens counsel by words without knowledge?
[00:54:36.360 --> 00:54:39.940]   In other words, Job, you have no idea what's going on.
[00:54:39.940 --> 00:54:44.520]   Now, gird up your loins like a man, and I will ask you,
[00:54:44.520 --> 00:54:49.060]   and you instruct me, since you are trying to say
[00:54:49.060 --> 00:54:51.700]   that you are being unjust.
[00:54:51.700 --> 00:54:53.600]   Where were you when I laid the foundation of the earth?
[00:54:53.600 --> 00:54:55.040]   Tell me if you have understanding.
[00:54:55.040 --> 00:54:57.420]   Who set its measurements, since you know,
[00:54:57.420 --> 00:54:59.580]   or who stretched the line on it?
[00:54:59.580 --> 00:55:02.680]   In other words, do you know who you are,
[00:55:02.680 --> 00:55:03.620]   and do you know who you are?
[00:55:03.620 --> 00:55:04.460]   Question it.
[00:55:04.460 --> 00:55:07.020]   In Job chapter 40, verse one and two,
[00:55:07.020 --> 00:55:11.500]   after three chapters of God putting him in his place,
[00:55:11.500 --> 00:55:13.980]   that you don't have the knowledge to be able to know
[00:55:13.980 --> 00:55:15.580]   what is right and what is wrong.
[00:55:15.580 --> 00:55:18.900]   And then he says, chapter 40, verse one and two,
[00:55:18.900 --> 00:55:21.500]   then the Lord said to Job, will the fault finder
[00:55:21.500 --> 00:55:23.040]   contend with the Almighty?
[00:55:23.940 --> 00:55:25.980]   In other words, it's not fair.
[00:55:25.980 --> 00:55:29.900]   Let him who reproves God answer it.
[00:55:29.900 --> 00:55:34.400]   God not only knows all things, he knows us.
[00:55:34.400 --> 00:55:36.460]   Not only does he know all the information,
[00:55:36.460 --> 00:55:39.380]   in Psalm 139, two to four, you know when I sit down
[00:55:39.380 --> 00:55:42.540]   and when I rise up, you understand my thought from afar,
[00:55:42.540 --> 00:55:45.220]   you scrutinize my path and my lying down,
[00:55:45.220 --> 00:55:48.260]   and are intimately acquainted with all my ways.
[00:55:48.260 --> 00:55:50.020]   Even before there is a word on my tongue,
[00:55:50.020 --> 00:55:52.420]   behold, O Lord, you know it all.
[00:55:52.420 --> 00:55:54.200]   Not only does he know all information
[00:55:54.200 --> 00:55:58.120]   because he's the creator, he says he already knows
[00:55:58.120 --> 00:56:03.000]   what's in our heart, if there really is racism or not.
[00:56:03.000 --> 00:56:05.040]   He already knows what's crooked.
[00:56:05.040 --> 00:56:06.160]   He already knows our intention,
[00:56:06.160 --> 00:56:08.060]   even before we actually even do it.
[00:56:08.060 --> 00:56:11.800]   See, you and I lack knowledge.
[00:56:11.800 --> 00:56:14.100]   We lack context.
[00:56:14.100 --> 00:56:16.320]   Do you have that picture?
[00:56:16.320 --> 00:56:18.320]   I don't know, I think I might have missed it.
[00:56:18.320 --> 00:56:19.360]   You do, okay, can you put that up?
[00:56:19.360 --> 00:56:20.840]   See that picture?
[00:56:20.840 --> 00:56:21.840]   Remember that?
[00:56:22.540 --> 00:56:23.380]   Remember this?
[00:56:23.380 --> 00:56:26.220]   What color is that?
[00:56:26.220 --> 00:56:27.220]   Some of you guys may remember,
[00:56:27.220 --> 00:56:29.020]   'cause I saw it all over your Facebook.
[00:56:29.020 --> 00:56:31.540]   Some people see it as blue and black,
[00:56:31.540 --> 00:56:34.120]   some people see it as white and gold, right?
[00:56:34.120 --> 00:56:38.300]   Okay, this picture, I don't know if this is,
[00:56:38.300 --> 00:56:39.460]   if this represents that properly,
[00:56:39.460 --> 00:56:41.060]   but this was a big thing on the internet
[00:56:41.060 --> 00:56:44.120]   because it's actually, I guess for most people,
[00:56:44.120 --> 00:56:46.180]   they see it blue and gold, and a lot of people saw it
[00:56:46.180 --> 00:56:49.540]   as white, no, blue and black, a lot of people saw it
[00:56:49.540 --> 00:56:52.400]   as white and gold, and they were fighting each other.
[00:56:52.400 --> 00:56:55.480]   You guys remember this?
[00:56:55.480 --> 00:56:57.320]   Am I the only one that has internet?
[00:56:57.320 --> 00:57:00.200]   Okay, yeah, so they're looking at this,
[00:57:00.200 --> 00:57:02.400]   and they were, 'cause absolutely adamant.
[00:57:02.400 --> 00:57:04.780]   How do you know what is true?
[00:57:04.780 --> 00:57:08.160]   If enough people say it's black and blue,
[00:57:08.160 --> 00:57:10.000]   does it become black and blue?
[00:57:10.000 --> 00:57:12.720]   What if they actually see white and gold?
[00:57:12.720 --> 00:57:17.960]   See, you and I don't have the ability
[00:57:17.960 --> 00:57:19.760]   to make that final judgment.
[00:57:19.760 --> 00:57:23.000]   Only God knows.
[00:57:23.000 --> 00:57:25.360]   Not only does God know the truth,
[00:57:25.360 --> 00:57:27.080]   only God knows our heart.
[00:57:27.080 --> 00:57:28.960]   But fourth and most importantly,
[00:57:28.960 --> 00:57:32.640]   this is what you and I need to remember.
[00:57:32.640 --> 00:57:33.620]   We are sinful.
[00:57:33.620 --> 00:57:37.280]   So our perspective will always be sinful.
[00:57:37.280 --> 00:57:41.440]   Even the way that we see justice is sinful.
[00:57:41.440 --> 00:57:44.360]   In Romans 3, 10 through 12, it says that,
[00:57:44.360 --> 00:57:47.480]   "As it is written, there is none righteous, not even one.
[00:57:47.480 --> 00:57:49.000]   "There is none who understands.
[00:57:49.000 --> 00:57:50.720]   "There is none who seeks for God.
[00:57:50.720 --> 00:57:51.840]   "All have turned aside.
[00:57:51.840 --> 00:57:53.440]   "Together they have become useless.
[00:57:53.440 --> 00:57:54.800]   "There is none who does good.
[00:57:54.800 --> 00:57:57.600]   "There is not even one."
[00:57:57.600 --> 00:57:59.200]   Now, some people may look at that and say,
[00:57:59.200 --> 00:58:00.500]   "That's a hyperbole.
[00:58:00.500 --> 00:58:02.660]   "That can't be true.
[00:58:02.660 --> 00:58:05.340]   "Nobody seeks God, not even one.
[00:58:05.340 --> 00:58:09.940]   "Everybody has turned aside.
[00:58:09.940 --> 00:58:12.760]   "Together they have become useless."
[00:58:12.760 --> 00:58:15.460]   Clearly, there has to be hyperbole.
[00:58:15.460 --> 00:58:16.760]   This can't be true.
[00:58:17.680 --> 00:58:22.400]   Either he is just overblowing the state of mankind,
[00:58:22.400 --> 00:58:26.680]   or if he is actually telling the truth,
[00:58:26.680 --> 00:58:30.460]   there's not a single person who's exempt from this.
[00:58:30.460 --> 00:58:36.960]   And because Satan and sin has tainted not only our heart,
[00:58:36.960 --> 00:58:40.800]   but our sight and our mind,
[00:58:40.800 --> 00:58:45.800]   our ability to even reason has been tainted by sin.
[00:58:46.240 --> 00:58:49.360]   And that is the starting point of salvation,
[00:58:49.360 --> 00:58:53.520]   when we recognize that we have sinned,
[00:58:53.520 --> 00:58:56.320]   and that sin has tainted all that I am.
[00:58:56.320 --> 00:58:59.520]   So repentance isn't just, "I repent because I did this act.
[00:58:59.520 --> 00:59:01.120]   "I repent because I did that."
[00:59:01.120 --> 00:59:06.120]   Repentance is recognizing that I don't have the ability
[00:59:06.120 --> 00:59:08.960]   to know what is right and wrong.
[00:59:08.960 --> 00:59:12.920]   I don't just repent about an act, I repent of who I am.
[00:59:15.020 --> 00:59:17.540]   It's our sin that causes us to see things
[00:59:17.540 --> 00:59:19.260]   in certain perspective.
[00:59:19.260 --> 00:59:22.500]   And until we humble ourselves before the throne,
[00:59:22.500 --> 00:59:25.580]   when we say, "No justice, no peace,"
[00:59:25.580 --> 00:59:28.340]   if we're not careful, you can do more damage than good.
[00:59:28.340 --> 00:59:34.200]   Hurt people have a tendency to hurt other people.
[00:59:34.200 --> 00:59:36.500]   True.
[00:59:36.500 --> 00:59:40.680]   Hurt people have a tendency to hurt other people.
[00:59:40.680 --> 00:59:44.100]   But here's the problem.
[00:59:45.100 --> 00:59:47.060]   Who's in here that hasn't been hurt?
[00:59:47.060 --> 00:59:51.620]   I can tell you, in 30 plus years that I've been
[00:59:51.620 --> 00:59:53.320]   in ministry and counseling people,
[00:59:53.320 --> 00:59:57.220]   I haven't met a single person, not one,
[00:59:57.220 --> 01:00:00.100]   who doesn't have deep pain.
[01:00:00.100 --> 01:00:03.980]   Whether it was somebody did something to them,
[01:00:03.980 --> 01:00:05.340]   or something happened in their life,
[01:00:05.340 --> 01:00:06.680]   or coming from their families,
[01:00:06.680 --> 01:00:08.460]   or even just from their own sins,
[01:00:08.460 --> 01:00:10.740]   there's not a single person that I've ever met
[01:00:13.140 --> 01:00:14.220]   that isn't hurt.
[01:00:14.220 --> 01:00:19.900]   And so our natural tendency for those who are hurt
[01:00:19.900 --> 01:00:21.100]   is to hurt other people.
[01:00:21.100 --> 01:00:25.900]   You know, the most dangerous people are not the people
[01:00:25.900 --> 01:00:28.680]   who are doing wrong and they know it's wrong.
[01:00:28.680 --> 01:00:32.340]   Those most dangerous people are people
[01:00:32.340 --> 01:00:33.780]   who think they're right.
[01:00:33.780 --> 01:00:37.900]   They're unrighteous in carrying out
[01:00:37.900 --> 01:00:39.560]   their what they think is justice.
[01:00:41.420 --> 01:00:44.440]   Because they feel it's right.
[01:00:44.440 --> 01:00:46.700]   Because we feel it's right.
[01:00:46.700 --> 01:00:49.180]   That even when it's, even the way we do it,
[01:00:49.180 --> 01:00:51.780]   even if it's wrong, because we're on the right,
[01:00:51.780 --> 01:00:52.620]   it justifies it.
[01:00:52.620 --> 01:00:58.340]   Our sinfulness causes us to make it difficult
[01:00:58.340 --> 01:01:00.720]   for us to carry out justice.
[01:01:00.720 --> 01:01:08.020]   But here's what the gospel says.
[01:01:09.740 --> 01:01:14.060]   Jesus Christ comes in the office of Melchizedek.
[01:01:14.060 --> 01:01:16.140]   He's the king of justice.
[01:01:16.140 --> 01:01:20.700]   And only when justice is carried out by the king,
[01:01:20.700 --> 01:01:22.780]   we can have true peace.
[01:01:22.780 --> 01:01:26.880]   Remember, if you look at the Jewish community,
[01:01:26.880 --> 01:01:29.980]   nobody suffered more than the Jewish people,
[01:01:29.980 --> 01:01:31.720]   all the way up to modern history.
[01:01:31.720 --> 01:01:34.800]   If you look at their history, they started out in slavery.
[01:01:34.800 --> 01:01:36.600]   For hundreds of years, they were oppressed
[01:01:36.600 --> 01:01:37.820]   by the Egyptians.
[01:01:37.820 --> 01:01:40.340]   And the reason why they started was because God
[01:01:40.340 --> 01:01:42.220]   heard their oppression and crying out,
[01:01:42.220 --> 01:01:45.340]   and he answered their prayer, and he delivered them.
[01:01:45.340 --> 01:01:47.020]   And then they wandered out in the desert,
[01:01:47.020 --> 01:01:49.020]   and they had to fight and scrap just to get
[01:01:49.020 --> 01:01:50.240]   into the promised land.
[01:01:50.240 --> 01:01:53.620]   But a few years later, the Assyrians come in
[01:01:53.620 --> 01:01:57.320]   and brutalizes them, forced them into labor,
[01:01:57.320 --> 01:02:00.420]   take all the precious things and all the precious people,
[01:02:00.420 --> 01:02:01.700]   and they take them into bondage,
[01:02:01.700 --> 01:02:02.900]   and they are living in bondage.
[01:02:02.900 --> 01:02:04.620]   And after that, the Babylonians come,
[01:02:04.620 --> 01:02:05.820]   and they enslave them.
[01:02:05.820 --> 01:02:08.220]   After that, the Persians come, and they're a little bit
[01:02:08.220 --> 01:02:09.840]   more gracious, but for the most part,
[01:02:09.840 --> 01:02:11.760]   they're living under dominion.
[01:02:11.760 --> 01:02:14.460]   After the Persians come, it came the Greeks,
[01:02:14.460 --> 01:02:15.740]   and Greeks dominated them.
[01:02:15.740 --> 01:02:17.580]   And after the Greeks came, the Romans came,
[01:02:17.580 --> 01:02:19.860]   and then the Romans dominated them.
[01:02:19.860 --> 01:02:22.420]   And I don't have to tell you about the modern history.
[01:02:22.420 --> 01:02:24.460]   We know about the Holocaust.
[01:02:24.460 --> 01:02:27.980]   But there's almost 2,000 years in between of suffering.
[01:02:27.980 --> 01:02:30.120]   In fact, you can take a whole class,
[01:02:30.120 --> 01:02:32.500]   if you go to the university, of just the suffering
[01:02:32.500 --> 01:02:33.580]   of the Jewish people.
[01:02:34.620 --> 01:02:37.100]   But at the time of Christ, when Jesus was telling
[01:02:37.100 --> 01:02:39.700]   his people, when you get slapped on one cheek,
[01:02:39.700 --> 01:02:40.800]   turn the other cheek.
[01:02:40.800 --> 01:02:42.400]   Do you know why Jesus said that?
[01:02:42.400 --> 01:02:45.040]   Because they were getting slapped.
[01:02:45.040 --> 01:02:48.220]   Jesus said to the Jewish people,
[01:02:48.220 --> 01:02:50.440]   if they tell you to walk a mile, walk a second mile.
[01:02:50.440 --> 01:02:52.420]   That wasn't a random statement.
[01:02:52.420 --> 01:02:56.020]   There was actually a Roman law that said,
[01:02:56.020 --> 01:02:59.420]   even if you're a pregnant woman, if you were a Jew,
[01:02:59.420 --> 01:03:02.500]   a Roman soldier carrying all of his equipment got tired,
[01:03:02.500 --> 01:03:05.700]   and said, I need you to carry this by law.
[01:03:05.700 --> 01:03:07.300]   They had to carry it a mile.
[01:03:07.300 --> 01:03:09.020]   By law.
[01:03:09.020 --> 01:03:12.920]   So you can imagine the animosity and the hatred
[01:03:12.920 --> 01:03:14.500]   that they had that was built up
[01:03:14.500 --> 01:03:16.580]   from generation to generation.
[01:03:16.580 --> 01:03:19.320]   If any group of people that was oppressed,
[01:03:19.320 --> 01:03:20.620]   it was the Jewish people.
[01:03:20.620 --> 01:03:27.180]   So you can understand why they wanted a militant Messiah.
[01:03:28.900 --> 01:03:31.540]   They wanted the Messiah to come and finally
[01:03:31.540 --> 01:03:34.000]   overthrow their enemies.
[01:03:34.000 --> 01:03:38.540]   Because they were living injustice.
[01:03:38.540 --> 01:03:41.760]   They felt this injustice day after day.
[01:03:41.760 --> 01:03:46.040]   But remember when Jesus was going into Jerusalem, he wept.
[01:03:46.040 --> 01:03:48.160]   Remember why he wept?
[01:03:48.160 --> 01:03:53.100]   He wept because he said, only if you knew today
[01:03:53.100 --> 01:03:55.400]   what would bring true peace.
[01:03:56.580 --> 01:04:00.560]   But because you did not recognize the King of justice,
[01:04:00.560 --> 01:04:03.440]   you will not see this peace.
[01:04:03.440 --> 01:04:05.380]   And he wept.
[01:04:05.380 --> 01:04:09.940]   And it was finally time for him to go to the cross
[01:04:09.940 --> 01:04:13.860]   when he was offered up with Barabbas.
[01:04:13.860 --> 01:04:15.820]   They rejected him.
[01:04:15.820 --> 01:04:18.980]   And it was not by accident that Barabbas was a zealot
[01:04:18.980 --> 01:04:22.580]   who was a militant Jew who wanted to overthrow
[01:04:22.580 --> 01:04:24.740]   their enemies with his knife.
[01:04:25.660 --> 01:04:27.460]   They wanted to overthrow.
[01:04:27.460 --> 01:04:30.700]   And so they wanted Jesus to join the revolution.
[01:04:30.700 --> 01:04:33.220]   And when he would not and he gave up his life
[01:04:33.220 --> 01:04:36.680]   and he surrendered, what did they say?
[01:04:36.680 --> 01:04:39.960]   We'd rather have Barabbas.
[01:04:39.960 --> 01:04:44.300]   We want somebody who's going to bring justice
[01:04:44.300 --> 01:04:45.860]   the way we want justice.
[01:04:45.860 --> 01:04:48.860]   And so they crucified him.
[01:04:48.860 --> 01:04:54.100]   Because he would not join the revolution.
[01:04:54.820 --> 01:04:58.140]   Because the peace that he was going to bring
[01:04:58.140 --> 01:05:00.720]   did not look anything like they were expecting.
[01:05:00.720 --> 01:05:04.260]   In Isaiah chapter 42, verse one and four says,
[01:05:04.260 --> 01:05:06.220]   behold my servant whom I uphold,
[01:05:06.220 --> 01:05:08.780]   my chosen one in whom my soul delights,
[01:05:08.780 --> 01:05:10.300]   I have put my spirit upon him,
[01:05:10.300 --> 01:05:14.220]   he will bring forth justice to the nations.
[01:05:14.220 --> 01:05:16.220]   If we stop right there, you would think
[01:05:16.220 --> 01:05:20.020]   that they were right to wait for the Messiah,
[01:05:20.020 --> 01:05:22.380]   the King to overthrow.
[01:05:22.380 --> 01:05:25.220]   Because if any group of people
[01:05:25.220 --> 01:05:27.660]   would have been shouting in their souls,
[01:05:27.660 --> 01:05:30.480]   no justice, no peace.
[01:05:30.480 --> 01:05:31.820]   We want Shalom.
[01:05:31.820 --> 01:05:35.300]   And we want a Messiah that's going to come
[01:05:35.300 --> 01:05:38.240]   and bring justice.
[01:05:38.240 --> 01:05:42.440]   But this messianic promise doesn't end in verse one,
[01:05:42.440 --> 01:05:43.940]   it goes in verse two, it says,
[01:05:43.940 --> 01:05:47.860]   he will not cry out or raise his voice.
[01:05:47.860 --> 01:05:51.900]   He's talking about how he's going to bring his justice.
[01:05:52.460 --> 01:05:54.500]   He will not cry out or raise his voice,
[01:05:54.500 --> 01:05:57.360]   nor make his voice heard in the street.
