
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[01:25:51.360 --> 01:25:54.360]   That we would not be following after the lusts of our flesh.
[01:25:54.360 --> 01:25:57.360]   But God, that our desire, Father, would be of the Spirit.
[01:25:57.360 --> 01:25:59.360]   That we would walk in the Spirit.
[01:25:59.360 --> 01:26:01.360]   That we would pursue you.
[01:26:01.360 --> 01:26:04.360]   That we would chase after you and the things of your kingdom.
[01:26:04.360 --> 01:26:07.360]   Help us, Lord, not to limp by in this life,
[01:26:07.360 --> 01:26:14.360]   but to be filled with victory, with power, with the Spirit.
[01:26:14.360 --> 01:26:17.360]   God, that you would consume the whole of us.
[01:26:17.360 --> 01:26:21.360]   That the world might see the light of the gospel in us.
[01:26:21.360 --> 01:26:25.360]   That this church, Lord, would be filled with strength
[01:26:25.360 --> 01:26:30.360]   that can only come as we abide in a living God.
[01:26:30.360 --> 01:26:33.360]   So, Lord, thank you that we can do this together.
[01:26:33.360 --> 01:26:36.360]   And I pray, Father, for all of us,
[01:26:36.360 --> 01:26:38.360]   even as we go our separate ways,
[01:26:38.360 --> 01:26:41.360]   Lord, that our fellowship would be strong.
[01:26:41.360 --> 01:26:43.360]   That our lives would be united.
[01:26:43.360 --> 01:26:46.360]   That our desire would be the same.
[01:26:46.360 --> 01:26:48.360]   Father, not our will, but yours be done.
[01:26:48.360 --> 01:26:51.360]   So thank you, God, for this time of prayer
[01:26:51.360 --> 01:26:54.360]   that we're able to very specifically engage in together
[01:26:54.360 --> 01:26:56.360]   over the last hour and a half.
[01:26:56.360 --> 01:26:58.360]   I pray, God, for more of it.
[01:26:58.360 --> 01:27:01.360]   Thank you so much for listening to us tonight.
[01:27:01.360 --> 01:27:03.360]   In Jesus' name we pray, amen.
[01:27:03.360 --> 01:27:07.360]   Well, that's it for the night.
[01:27:07.360 --> 01:27:10.360]   We can just go ahead and make our way out.
[01:27:10.360 --> 01:27:12.360]   Go ahead and fellowship.
[01:27:12.360 --> 01:27:14.360]   You can also spend more time in prayer.
[01:27:14.360 --> 01:27:17.360]   I know we get used to kind of praying at the end, breaking off.
[01:27:17.360 --> 01:27:20.360]   But you guys can do that a little bit more organically,
[01:27:20.360 --> 01:27:22.360]   if you'd like, as well.
[01:27:22.360 --> 01:27:32.360]   ♪♪♪
[01:27:32.360 --> 01:27:42.360]   ♪♪♪
[01:27:42.360 --> 01:27:52.360]   ♪♪♪
[01:27:52.360 --> 01:27:56.360]   ♪♪♪

