
[00:00:00.000 --> 00:00:04.000]   [no audio]
[00:46:16.000 --> 00:46:20.000]   If you know anything about Peter, Peter is the guy who, he's the guy
[00:46:20.000 --> 00:46:24.000]   like, Jesus walks on water. He's like, "Is that you?
[00:46:24.000 --> 00:46:28.000]   Oh, let me come." Right? Everybody else is like, "What are you doing?"
[00:46:28.000 --> 00:46:32.000]   Peter went. "If I drown, I drown." Right?
[00:46:32.000 --> 00:46:36.000]   So I think my picture of Peter is kind of
[00:46:36.000 --> 00:46:40.000]   like Esau. You know what I mean? Like Jacob's the slippery one.
[00:46:40.000 --> 00:46:44.000]   And he's always kind of like, "How can I get his soup?" You know?
[00:46:44.000 --> 00:46:48.000]   Or not the soup, but the birthright. And he's always conniving.
[00:46:48.000 --> 00:46:52.000]   Right?
[00:46:52.000 --> 00:46:56.000]   Esau's the guy who went hunting. He's a burly man. That's how I see Peter. Peter's the
[00:46:56.000 --> 00:47:00.000]   full-time fisherman. I'm assuming his
[00:47:00.000 --> 00:47:04.000]   hands are all calloused. And he's a burly guy.
[00:47:04.000 --> 00:47:08.000]   And he's confident. He might be the oldest and toughest guy there.
[00:47:08.000 --> 00:47:12.000]   And he's weaklings. Yeah. He's computer nerds. They're not going to
[00:47:12.000 --> 00:47:16.000]   They're not going to follow you.
[00:47:16.000 --> 00:47:20.000]   Right? Did I offend some people?
[00:47:20.000 --> 00:47:24.000]   [laughter]
[00:47:24.000 --> 00:47:28.000]   Don't write my email, okay? I already know.
[00:47:28.000 --> 00:47:32.000]   He's that mountain guy who
[00:47:32.000 --> 00:47:36.000]   chops down trees. He's like, "I'm going to do it." Because he actually does it. Remember when the
[00:47:36.000 --> 00:47:40.000]   temple guards come? Right? When the temple guards come, everybody else
[00:47:40.000 --> 00:47:44.000]   is kind of, "What's going on?" Peter actually takes out his little sword and goes, "Bam!"
[00:47:44.000 --> 00:47:48.000]   Right? He's the only one. He misses.
[00:47:48.000 --> 00:47:52.000]   Right? Jesus said, "What are you doing?" He puts the ear back on.
[00:47:52.000 --> 00:47:56.000]   [laughter] He actually does it.
[00:47:56.000 --> 00:48:00.000]   Peter was a man of his word. He did it. Right?
[00:48:00.000 --> 00:48:04.000]   But Jesus answers him, "Will you lay down your life for me?"
[00:48:04.000 --> 00:48:08.000]   It's a rhetorical question. Meaning, Peter, you don't even know yourself.
[00:48:08.000 --> 00:48:12.000]   You don't even know yourself.
[00:48:12.000 --> 00:48:16.000]   You're going to deny me three times before the rooster crows.
[00:48:16.000 --> 00:48:20.000]   All this time I've been loyal to you. Why would you say that? I know these guys.
[00:48:20.000 --> 00:48:24.000]   But not me. You know me.
[00:48:24.000 --> 00:48:28.000]   Jesus knows us better than we know
[00:48:28.000 --> 00:48:32.000]   ourselves. Right? And that's why the Bible
[00:48:32.000 --> 00:48:36.000]   says, "He who thinks he stands, be careful, because that's when you fall."
[00:48:36.000 --> 00:48:40.000]   When you let your guard down, thinking that, "You know what? I have enough experience.
[00:48:40.000 --> 00:48:44.000]   I have so much experience. I've been a Christian for this long. I've led
[00:48:44.000 --> 00:48:48.000]   small groups. I've gone on missions. And I've done this and I've done that." He says, "Be careful.
[00:48:48.000 --> 00:48:52.000]   Be careful, because that's when you'll fall."
[00:48:52.000 --> 00:48:56.000]   See, the greatest gift that you and I
[00:48:56.000 --> 00:49:00.000]   have been given is our connection with Christ.
[00:49:00.000 --> 00:49:04.000]   The greatest power to bear fruit is Christ.
[00:49:04.000 --> 00:49:08.000]   The greatest strategy to plant churches is Christ.
[00:49:08.000 --> 00:49:12.000]   The greatest method to bring
[00:49:12.000 --> 00:49:16.000]   lost sinners to Jesus is Christ.
[00:49:16.000 --> 00:49:20.000]   And we constantly think, "Oh, I haven't been trained enough. I haven't gone to school.
[00:49:20.000 --> 00:49:24.000]   I don't have an MDiv. I don't have a doctorate. I don't have this. I don't have enough experience."
[00:49:24.000 --> 00:49:28.000]   But Jesus said one thing.
[00:49:28.000 --> 00:49:32.000]   He didn't say, "You know what? Let's take a class. Let's go to three years or go to the mountain
[00:49:32.000 --> 00:49:36.000]   and I'll show you how to bear fruit." He said one thing.
[00:49:36.000 --> 00:49:40.000]   If you want to bear fruit, stick with me.
[00:49:40.000 --> 00:49:44.000]   Stick with me. If you want to bear fruit,
[00:49:44.000 --> 00:49:48.000]   stay with me. Rest in me.
[00:49:48.000 --> 00:49:52.000]   Rely upon me. He said one thing.
[00:49:52.000 --> 00:49:56.000]   Think how complicated Christianity has become in our generation.
[00:49:56.000 --> 00:50:00.000]   Think how complicated we make
[00:50:00.000 --> 00:50:04.000]   everything. When all Jesus did,
[00:50:04.000 --> 00:50:08.000]   think of how many of you were from noble backgrounds. How many of you were wise.
[00:50:08.000 --> 00:50:12.000]   How many of you were noble. In other words, none of you.
[00:50:12.000 --> 00:50:16.000]   God chose what was weak for what purpose?
[00:50:16.000 --> 00:50:20.000]   To demonstrate His power. So why are we trying to be so
[00:50:20.000 --> 00:50:24.000]   smart? When He told us one thing.
[00:50:24.000 --> 00:50:28.000]   Every frustration that you and I experience
[00:50:28.000 --> 00:50:32.000]   as a Christian is because we've taken our eyes off of Christ.
[00:50:32.000 --> 00:50:36.000]   Author and the perfecter of our faith.
[00:50:36.000 --> 00:50:40.000]   Let me conclude with this. John 15, 16.
[00:50:40.000 --> 00:50:44.000]   "You did not choose me. I chose you and appointed you
[00:50:44.000 --> 00:50:48.000]   that you should go and bear fruit. That your fruit should abide
[00:50:48.000 --> 00:50:52.000]   so that whatever you ask the Father in my name, He may give it to you."
[00:50:52.000 --> 00:50:56.000]   The greatest resource that you and I have
[00:50:56.000 --> 00:51:00.000]   is not the great men of our generation. It's not
[00:51:00.000 --> 00:51:04.000]   the schools. It's not the experienced men. It's not the knowledge. It's not older people
[00:51:04.000 --> 00:51:08.000]   or younger people. It's not the quality of worship or the songs that we
[00:51:08.000 --> 00:51:12.000]   pick or how certain things are organized or talent or any of that.
[00:51:12.000 --> 00:51:16.000]   The greatest resource that you and I have is that
[00:51:16.000 --> 00:51:20.000]   we're able to come to our Abba Father and ask
[00:51:20.000 --> 00:51:24.000]   Him to get involved. Ask Him to get involved.
[00:51:24.000 --> 00:51:28.000]   So when we bear fruit, that everybody will know
[00:51:28.000 --> 00:51:32.000]   it wasn't us. It wasn't us.
[00:51:32.000 --> 00:51:36.000]   It was Him. It was Him.
[00:51:36.000 --> 00:51:40.000]   That's what He's seeking. He's seeking His glory in us
[00:51:40.000 --> 00:51:44.000]   and the person that He will use the most are the one who's emptied.
[00:51:44.000 --> 00:51:48.000]   And when He works, people will know that it was Him.
[00:51:48.000 --> 00:51:52.000]   If you want to bear fruit, abide.
[00:51:52.000 --> 00:51:56.000]   Stay with Him. Rely on Him and rest in Him.
[00:51:56.000 --> 00:52:00.000]   Let's pray. And as our
[00:52:00.000 --> 00:52:04.000]   service team comes up, let's take some time to reflect and to pray.
[00:52:04.000 --> 00:52:08.000]   And I know
[00:52:08.000 --> 00:52:12.000]   the solution is really simple.
[00:52:12.000 --> 00:52:16.000]   Practice is difficult.
[00:52:16.000 --> 00:52:20.000]   Let's not complicate the solution. Like we don't know what to do.
[00:52:20.000 --> 00:52:24.000]   We know exactly what to do. We need to come to
[00:52:24.000 --> 00:52:28.000]   Christ. We need to depend on Him. We need to cry out to Him.
[00:52:28.000 --> 00:52:32.000]   The difficult part is wrestling with our flesh.
[00:52:32.000 --> 00:52:36.000]   But what to do, we know what to do. We need to humble ourselves.
[00:52:36.000 --> 00:52:40.000]   We need to cry out to Him. We need to prioritize abiding
[00:52:40.000 --> 00:52:44.000]   in Him. Let's take some time to come before the Lord as we have our worship
[00:52:44.000 --> 00:52:46.000]   team lead us.

