
[00:00:00.000 --> 00:00:08.320]   Amazing grace, how sweet the sound.
[01:01:47.400 --> 01:01:50.400]   [SIDE CONVERSATION]
[01:01:50.400 --> 01:01:54.400]   [SIDE CONVERSATION]
[01:01:54.400 --> 01:01:58.400]   [SIDE CONVERSATION]
[01:01:58.400 --> 01:02:02.400]   [SIDE CONVERSATION]
[01:02:02.400 --> 01:02:06.400]   [SIDE CONVERSATION]
[01:02:06.400 --> 01:02:10.400]   [SIDE CONVERSATION]
[01:02:10.400 --> 01:02:14.400]   [SIDE CONVERSATION]
[01:02:15.400 --> 01:02:18.400]   [SIDE CONVERSATION]
[01:02:18.400 --> 01:02:22.400]   [SIDE CONVERSATION]
[01:02:22.400 --> 01:02:26.400]   [SIDE CONVERSATION]
[01:02:26.400 --> 01:02:30.400]   [SIDE CONVERSATION]
[01:02:30.400 --> 01:02:34.400]   [SIDE CONVERSATION]
[01:02:34.400 --> 01:02:38.400]   [SIDE CONVERSATION]
[01:02:38.400 --> 01:02:42.400]   [SIDE CONVERSATION]
[01:02:43.400 --> 01:02:46.400]   [SIDE CONVERSATION]
[01:02:46.400 --> 01:02:50.400]   [SIDE CONVERSATION]
[01:02:50.400 --> 01:02:54.400]   [SIDE CONVERSATION]
[01:02:54.400 --> 01:02:58.400]   [SIDE CONVERSATION]
[01:02:58.400 --> 01:03:02.400]   [SIDE CONVERSATION]
[01:03:02.400 --> 01:03:06.400]   [SIDE CONVERSATION]
[01:03:06.400 --> 01:03:10.400]   [SIDE CONVERSATION]
[01:03:11.400 --> 01:03:14.400]   [SIDE CONVERSATION]
[01:03:14.400 --> 01:03:18.400]   [SIDE CONVERSATION]
[01:03:18.400 --> 01:03:22.400]   [SIDE CONVERSATION]
[01:03:22.400 --> 01:03:26.400]   [SIDE CONVERSATION]
[01:03:26.400 --> 01:03:30.400]   [SIDE CONVERSATION]
[01:03:30.400 --> 01:03:34.400]   [SIDE CONVERSATION]
[01:03:34.400 --> 01:03:38.400]   [SIDE CONVERSATION]
[01:03:39.400 --> 01:03:42.400]   [SIDE CONVERSATION]
[01:03:42.400 --> 01:03:46.400]   [SIDE CONVERSATION]
[01:03:46.400 --> 01:03:50.400]   [SIDE CONVERSATION]
[01:03:50.400 --> 01:03:54.400]   [SIDE CONVERSATION]
[01:03:54.400 --> 01:03:58.400]   [SIDE CONVERSATION]
[01:03:58.400 --> 01:04:02.400]   [SIDE CONVERSATION]
[01:04:02.400 --> 01:04:06.400]   [SIDE CONVERSATION]
[01:04:07.400 --> 01:04:10.400]   [SIDE CONVERSATION]
[01:04:10.400 --> 01:04:14.400]   [SIDE CONVERSATION]
[01:04:14.400 --> 01:04:18.400]   [SIDE CONVERSATION]
[01:04:18.400 --> 01:04:22.400]   [SIDE CONVERSATION]
[01:04:22.400 --> 01:04:26.400]   [SIDE CONVERSATION]
[01:04:26.400 --> 01:04:30.400]   [SIDE CONVERSATION]
[01:04:30.400 --> 01:04:34.400]   [SIDE CONVERSATION]
[01:04:35.400 --> 01:04:38.400]   [SIDE CONVERSATION]
[01:04:38.400 --> 01:04:42.400]   [SIDE CONVERSATION]
[01:04:42.400 --> 01:04:46.400]   [SIDE CONVERSATION]
[01:04:46.400 --> 01:04:50.400]   [SIDE CONVERSATION]
[01:04:50.400 --> 01:04:54.400]   [SIDE CONVERSATION]
[01:04:54.400 --> 01:04:58.400]   [SIDE CONVERSATION]
[01:04:58.400 --> 01:05:02.400]   [SIDE CONVERSATION]
[01:05:03.400 --> 01:05:06.400]   [SIDE CONVERSATION]
[01:05:06.400 --> 01:05:10.400]   [SIDE CONVERSATION]
[01:05:10.400 --> 01:05:14.400]   [SIDE CONVERSATION]
[01:05:14.400 --> 01:05:18.400]   [SIDE CONVERSATION]
[01:05:18.400 --> 01:05:22.400]   [SIDE CONVERSATION]
[01:05:22.400 --> 01:05:26.400]   [SIDE CONVERSATION]
[01:05:26.400 --> 01:05:30.400]   [SIDE CONVERSATION]
[01:05:31.400 --> 01:05:34.400]   [SIDE CONVERSATION]
[01:05:34.400 --> 01:05:38.400]   [SIDE CONVERSATION]
[01:05:38.400 --> 01:05:42.400]   [SIDE CONVERSATION]
[01:05:42.400 --> 01:05:46.400]   [SIDE CONVERSATION]
[01:05:46.400 --> 01:05:50.400]   [SIDE CONVERSATION]
[01:05:50.400 --> 01:05:54.400]   [SIDE CONVERSATION]
[01:05:54.400 --> 01:05:58.400]   [SIDE CONVERSATION]
[01:05:59.400 --> 01:06:02.400]   [SIDE CONVERSATION]
[01:06:02.400 --> 01:06:06.400]   [SIDE CONVERSATION]
[01:06:06.400 --> 01:06:10.400]   [SIDE CONVERSATION]
[01:06:10.400 --> 01:06:14.400]   [SIDE CONVERSATION]
[01:06:14.400 --> 01:06:18.400]   [SIDE CONVERSATION]
[01:06:18.400 --> 01:06:22.400]   [SIDE CONVERSATION]
[01:06:22.400 --> 01:06:26.400]   [SIDE CONVERSATION]
[01:06:27.400 --> 01:06:30.400]   [SIDE CONVERSATION]
[01:06:30.400 --> 01:06:34.400]   [SIDE CONVERSATION]
[01:06:34.400 --> 01:06:38.400]   [SIDE CONVERSATION]
[01:06:38.400 --> 01:06:42.400]   [SIDE CONVERSATION]
[01:06:42.400 --> 01:06:46.400]   [SIDE CONVERSATION]
[01:06:46.400 --> 01:06:50.400]   [SIDE CONVERSATION]
[01:06:50.400 --> 01:06:54.400]   [SIDE CONVERSATION]
[01:06:55.400 --> 01:06:58.400]   [SIDE CONVERSATION]
[01:06:58.400 --> 01:07:02.400]   [SIDE CONVERSATION]
[01:07:02.400 --> 01:07:06.400]   [SIDE CONVERSATION]
[01:07:06.400 --> 01:07:10.400]   [SIDE CONVERSATION]
[01:07:10.400 --> 01:07:14.400]   [SIDE CONVERSATION]
[01:07:14.400 --> 01:07:18.400]   [SIDE CONVERSATION]
[01:07:18.400 --> 01:07:22.400]   [SIDE CONVERSATION]
[01:07:23.400 --> 01:07:26.400]   [SIDE CONVERSATION]
[01:07:26.400 --> 01:07:30.400]   [SIDE CONVERSATION]
[01:07:30.400 --> 01:07:34.400]   [SIDE CONVERSATION]
[01:07:34.400 --> 01:07:38.400]   [SIDE CONVERSATION]
[01:07:38.400 --> 01:07:42.400]   [SIDE CONVERSATION]
[01:07:42.400 --> 01:07:46.400]   [SIDE CONVERSATION]
[01:07:46.400 --> 01:07:50.400]   [SIDE CONVERSATION]
[01:07:51.400 --> 01:07:54.400]   [SIDE CONVERSATION]
[01:07:54.400 --> 01:07:58.400]   [SIDE CONVERSATION]
[01:07:58.400 --> 01:08:02.400]   [SIDE CONVERSATION]
[01:08:02.400 --> 01:08:06.400]   [SIDE CONVERSATION]
[01:08:06.400 --> 01:08:10.400]   [SIDE CONVERSATION]
[01:08:10.400 --> 01:08:14.400]   [SIDE CONVERSATION]
[01:08:14.400 --> 01:08:18.400]   [SIDE CONVERSATION]
[01:08:19.400 --> 01:08:22.400]   [SIDE CONVERSATION]
[01:08:22.400 --> 01:08:26.400]   [SIDE CONVERSATION]
[01:08:26.400 --> 01:08:30.400]   [SIDE CONVERSATION]
[01:08:30.400 --> 01:08:34.400]   [SIDE CONVERSATION]
[01:08:34.400 --> 01:08:38.400]   [SIDE CONVERSATION]
[01:08:38.400 --> 01:08:42.400]   [SIDE CONVERSATION]
[01:08:42.400 --> 01:08:46.400]   [SIDE CONVERSATION]
[01:08:47.400 --> 01:08:50.400]   [SIDE CONVERSATION]
[01:08:50.400 --> 01:08:54.400]   [SIDE CONVERSATION]
[01:08:54.400 --> 01:08:58.400]   [SIDE CONVERSATION]
[01:08:58.400 --> 01:09:02.400]   [SIDE CONVERSATION]
[01:09:02.400 --> 01:09:06.400]   [SIDE CONVERSATION]
[01:09:06.400 --> 01:09:10.400]   [SIDE CONVERSATION]
[01:09:10.400 --> 01:09:14.400]   [SIDE CONVERSATION]
[01:09:15.400 --> 01:09:18.400]   [SIDE CONVERSATION]
[01:09:18.400 --> 01:09:22.400]   [SIDE CONVERSATION]
[01:09:22.400 --> 01:09:26.400]   [SIDE CONVERSATION]
[01:09:26.400 --> 01:09:30.400]   [SIDE CONVERSATION]
[01:09:30.400 --> 01:09:34.400]   [SIDE CONVERSATION]
[01:09:34.400 --> 01:09:38.400]   [SIDE CONVERSATION]
[01:09:38.400 --> 01:09:42.400]   [SIDE CONVERSATION]
[01:09:43.400 --> 01:09:46.400]   [SIDE CONVERSATION]
[01:09:46.400 --> 01:09:50.400]   [SIDE CONVERSATION]
[01:09:50.400 --> 01:09:54.400]   [SIDE CONVERSATION]
[01:09:54.400 --> 01:09:58.400]   [SIDE CONVERSATION]
[01:09:58.400 --> 01:10:02.400]   [SIDE CONVERSATION]
[01:10:02.400 --> 01:10:06.400]   [SIDE CONVERSATION]
[01:10:06.400 --> 01:10:10.400]   [SIDE CONVERSATION]
[01:10:11.400 --> 01:10:14.400]   [SIDE CONVERSATION]
[01:10:14.400 --> 01:10:18.400]   [SIDE CONVERSATION]
[01:10:18.400 --> 01:10:22.400]   [SIDE CONVERSATION]
[01:10:22.400 --> 01:10:26.400]   [SIDE CONVERSATION]
[01:10:26.400 --> 01:10:30.400]   [SIDE CONVERSATION]
[01:10:30.400 --> 01:10:34.400]   [SIDE CONVERSATION]
[01:10:34.400 --> 01:10:38.400]   [SIDE CONVERSATION]
[01:10:39.400 --> 01:10:42.400]   [SIDE CONVERSATION]
[01:10:42.400 --> 01:10:46.400]   [SIDE CONVERSATION]
[01:10:46.400 --> 01:10:50.400]   [SIDE CONVERSATION]
[01:10:50.400 --> 01:10:54.400]   [SIDE CONVERSATION]
[01:10:54.400 --> 01:10:58.400]   [SIDE CONVERSATION]
[01:10:58.400 --> 01:11:02.400]   [SIDE CONVERSATION]
[01:11:02.400 --> 01:11:06.400]   [SIDE CONVERSATION]
[01:11:07.400 --> 01:11:10.400]   [SIDE CONVERSATION]
[01:11:10.400 --> 01:11:14.400]   [SIDE CONVERSATION]
[01:11:14.400 --> 01:11:18.400]   [SIDE CONVERSATION]
[01:11:18.400 --> 01:11:22.400]   [SIDE CONVERSATION]
[01:11:22.400 --> 01:11:26.400]   [SIDE CONVERSATION]
[01:11:26.400 --> 01:11:30.400]   [SIDE CONVERSATION]
[01:11:30.400 --> 01:11:34.400]   [SIDE CONVERSATION]
[01:11:35.400 --> 01:11:38.400]   [SIDE CONVERSATION]
[01:11:38.400 --> 01:11:42.400]   [SIDE CONVERSATION]
[01:11:42.400 --> 01:11:46.400]   [SIDE CONVERSATION]
[01:11:46.400 --> 01:11:50.400]   [SIDE CONVERSATION]
[01:11:50.400 --> 01:11:54.400]   [SIDE CONVERSATION]
[01:11:54.400 --> 01:11:58.400]   [SIDE CONVERSATION]
[01:11:58.400 --> 01:12:02.400]   [SIDE CONVERSATION]
[01:12:03.400 --> 01:12:06.400]   [SIDE CONVERSATION]
[01:12:06.400 --> 01:12:10.400]   [SIDE CONVERSATION]
[01:12:10.400 --> 01:12:14.400]   [SIDE CONVERSATION]
[01:12:14.400 --> 01:12:18.400]   [SIDE CONVERSATION]
[01:12:18.400 --> 01:12:22.400]   [SIDE CONVERSATION]
[01:12:22.400 --> 01:12:26.400]   [SIDE CONVERSATION]
[01:12:26.400 --> 01:12:30.400]   [SIDE CONVERSATION]
[01:12:31.400 --> 01:12:34.400]   [SIDE CONVERSATION]
[01:12:34.400 --> 01:12:38.400]   [SIDE CONVERSATION]
[01:12:38.400 --> 01:12:42.400]   [SIDE CONVERSATION]
[01:12:42.400 --> 01:12:46.400]   [SIDE CONVERSATION]
[01:12:46.400 --> 01:12:50.400]   [SIDE CONVERSATION]
[01:12:50.400 --> 01:12:54.400]   [SIDE CONVERSATION]
[01:12:54.400 --> 01:12:58.400]   [SIDE CONVERSATION]
[01:12:59.400 --> 01:13:02.400]   [SIDE CONVERSATION]
[01:13:02.400 --> 01:13:06.400]   [SIDE CONVERSATION]
[01:13:06.400 --> 01:13:10.400]   [SIDE CONVERSATION]
[01:13:10.400 --> 01:13:14.400]   [SIDE CONVERSATION]
[01:13:14.400 --> 01:13:18.400]   [SIDE CONVERSATION]
[01:13:18.400 --> 01:13:22.400]   [SIDE CONVERSATION]
[01:13:22.400 --> 01:13:26.400]   [SIDE CONVERSATION]
[01:13:27.400 --> 01:13:30.400]   [SIDE CONVERSATION]
[01:13:30.400 --> 01:13:34.400]   [SIDE CONVERSATION]
[01:13:34.400 --> 01:13:38.400]   [SIDE CONVERSATION]
[01:13:38.400 --> 01:13:42.400]   [SIDE CONVERSATION]
[01:13:42.400 --> 01:13:46.400]   [SIDE CONVERSATION]
[01:13:46.400 --> 01:13:50.400]   [SIDE CONVERSATION]
[01:13:50.400 --> 01:13:54.400]   [SIDE CONVERSATION]
[01:13:55.400 --> 01:13:58.400]   [SIDE CONVERSATION]
[01:13:58.400 --> 01:14:02.400]   [SIDE CONVERSATION]
[01:14:02.400 --> 01:14:06.400]   [SIDE CONVERSATION]
[01:14:06.400 --> 01:14:10.400]   [SIDE CONVERSATION]
[01:14:10.400 --> 01:14:14.400]   [SIDE CONVERSATION]
[01:14:14.400 --> 01:14:18.400]   [SIDE CONVERSATION]
[01:14:18.400 --> 01:14:22.400]   [SIDE CONVERSATION]
[01:14:23.400 --> 01:14:26.400]   [SIDE CONVERSATION]
[01:14:26.400 --> 01:14:30.400]   [SIDE CONVERSATION]
[01:14:30.400 --> 01:14:34.400]   [SIDE CONVERSATION]
[01:14:34.400 --> 01:14:38.400]   [SIDE CONVERSATION]
[01:14:38.400 --> 01:14:42.400]   [SIDE CONVERSATION]
[01:14:42.400 --> 01:14:46.400]   [SIDE CONVERSATION]
[01:14:46.400 --> 01:14:50.400]   [SIDE CONVERSATION]
[01:14:51.400 --> 01:14:54.400]   [SIDE CONVERSATION]
[01:14:54.400 --> 01:14:58.400]   [SIDE CONVERSATION]
[01:14:58.400 --> 01:15:02.400]   [SIDE CONVERSATION]
[01:15:02.400 --> 01:15:06.400]   [SIDE CONVERSATION]
[01:15:06.400 --> 01:15:10.400]   [SIDE CONVERSATION]
[01:15:10.400 --> 01:15:14.400]   [SIDE CONVERSATION]
[01:15:14.400 --> 01:15:18.400]   [SIDE CONVERSATION]
[01:15:19.400 --> 01:15:22.400]   [SIDE CONVERSATION]
[01:15:22.400 --> 01:15:26.400]   [SIDE CONVERSATION]
[01:15:26.400 --> 01:15:30.400]   [SIDE CONVERSATION]
[01:15:30.400 --> 01:15:34.400]   [SIDE CONVERSATION]
[01:15:34.400 --> 01:15:38.400]   [SIDE CONVERSATION]
[01:15:38.400 --> 01:15:42.400]   [SIDE CONVERSATION]
[01:15:42.400 --> 01:15:46.400]   [SIDE CONVERSATION]
[01:15:47.400 --> 01:15:50.400]   [SIDE CONVERSATION]
[01:15:50.400 --> 01:15:54.400]   [SIDE CONVERSATION]
[01:15:54.400 --> 01:15:58.400]   [SIDE CONVERSATION]
[01:15:58.400 --> 01:16:02.400]   [SIDE CONVERSATION]
[01:16:02.400 --> 01:16:06.400]   [SIDE CONVERSATION]
[01:16:06.400 --> 01:16:10.400]   [SIDE CONVERSATION]
[01:16:10.400 --> 01:16:14.400]   [SIDE CONVERSATION]
[01:16:15.400 --> 01:16:18.400]   [SIDE CONVERSATION]
[01:16:18.400 --> 01:16:22.400]   [SIDE CONVERSATION]
[01:16:22.400 --> 01:16:26.400]   [SIDE CONVERSATION]
[01:16:26.400 --> 01:16:30.400]   [SIDE CONVERSATION]
[01:16:30.400 --> 01:16:34.400]   [SIDE CONVERSATION]
[01:16:34.400 --> 01:16:38.400]   [SIDE CONVERSATION]
[01:16:38.400 --> 01:16:42.400]   [SIDE CONVERSATION]
[01:16:43.400 --> 01:16:46.400]   [SIDE CONVERSATION]
[01:16:46.400 --> 01:16:50.400]   [SIDE CONVERSATION]
[01:16:50.400 --> 01:16:54.400]   [SIDE CONVERSATION]
[01:16:54.400 --> 01:16:58.400]   [SIDE CONVERSATION]
[01:16:58.400 --> 01:17:02.400]   [SIDE CONVERSATION]
[01:17:02.400 --> 01:17:06.400]   [SIDE CONVERSATION]
[01:17:06.400 --> 01:17:10.400]   [SIDE CONVERSATION]
[01:17:11.400 --> 01:17:14.400]   [SIDE CONVERSATION]
[01:17:14.400 --> 01:17:18.400]   [SIDE CONVERSATION]
[01:17:18.400 --> 01:17:22.400]   [SIDE CONVERSATION]
[01:17:22.400 --> 01:17:26.400]   [SIDE CONVERSATION]
[01:17:26.400 --> 01:17:30.400]   [SIDE CONVERSATION]
[01:17:30.400 --> 01:17:34.400]   [SIDE CONVERSATION]
[01:17:34.400 --> 01:17:38.400]   [SIDE CONVERSATION]
[01:17:39.400 --> 01:17:42.400]   [SIDE CONVERSATION]
[01:17:42.400 --> 01:17:46.400]   [SIDE CONVERSATION]
[01:17:46.400 --> 01:17:50.400]   [SIDE CONVERSATION]
[01:17:50.400 --> 01:17:54.400]   [SIDE CONVERSATION]
[01:17:54.400 --> 01:17:58.400]   [SIDE CONVERSATION]
[01:17:58.400 --> 01:18:02.400]   [SIDE CONVERSATION]
[01:18:02.400 --> 01:18:06.400]   [SIDE CONVERSATION]
[01:18:07.400 --> 01:18:10.400]   [SIDE CONVERSATION]
[01:18:10.400 --> 01:18:14.400]   [SIDE CONVERSATION]
[01:18:14.400 --> 01:18:18.400]   [SIDE CONVERSATION]
[01:18:18.400 --> 01:18:22.400]   [SIDE CONVERSATION]
[01:18:22.400 --> 01:18:26.400]   [SIDE CONVERSATION]
[01:18:26.400 --> 01:18:30.400]   [SIDE CONVERSATION]
[01:18:30.400 --> 01:18:34.400]   [SIDE CONVERSATION]
[01:18:35.400 --> 01:18:38.400]   [SIDE CONVERSATION]
[01:18:38.400 --> 01:18:42.400]   [SIDE CONVERSATION]
[01:18:42.400 --> 01:18:46.400]   [SIDE CONVERSATION]
[01:18:46.400 --> 01:18:50.400]   [SIDE CONVERSATION]
[01:18:50.400 --> 01:18:54.400]   [SIDE CONVERSATION]
[01:18:54.400 --> 01:18:58.400]   [SIDE CONVERSATION]
[01:18:58.400 --> 01:19:02.400]   [SIDE CONVERSATION]
[01:19:03.400 --> 01:19:06.400]   [SIDE CONVERSATION]
[01:19:06.400 --> 01:19:10.400]   [SIDE CONVERSATION]
[01:19:10.400 --> 01:19:14.400]   [SIDE CONVERSATION]
[01:19:14.400 --> 01:19:18.400]   [SIDE CONVERSATION]
[01:19:18.400 --> 01:19:22.400]   [SIDE CONVERSATION]
[01:19:22.400 --> 01:19:26.400]   [SIDE CONVERSATION]
[01:19:26.400 --> 01:19:30.400]   [SIDE CONVERSATION]
[01:19:31.400 --> 01:19:34.400]   [SIDE CONVERSATION]
[01:19:34.400 --> 01:19:38.400]   [SIDE CONVERSATION]
[01:19:38.400 --> 01:19:42.400]   [SIDE CONVERSATION]
[01:19:42.400 --> 01:19:46.400]   [SIDE CONVERSATION]
[01:19:46.400 --> 01:19:50.400]   [SIDE CONVERSATION]
[01:19:50.400 --> 01:19:54.400]   [SIDE CONVERSATION]
[01:19:54.400 --> 01:19:58.400]   [SIDE CONVERSATION]
[01:19:59.400 --> 01:20:02.400]   [SIDE CONVERSATION]
[01:20:02.400 --> 01:20:06.400]   [SIDE CONVERSATION]
[01:20:06.400 --> 01:20:10.400]   [SIDE CONVERSATION]
[01:20:10.400 --> 01:20:14.400]   [SIDE CONVERSATION]
[01:20:14.400 --> 01:20:18.400]   [SIDE CONVERSATION]
[01:20:18.400 --> 01:20:22.400]   [SIDE CONVERSATION]
[01:20:22.400 --> 01:20:26.400]   [SIDE CONVERSATION]
[01:20:27.400 --> 01:20:30.400]   [SIDE CONVERSATION]
[01:20:30.400 --> 01:20:34.400]   [SIDE CONVERSATION]
[01:20:34.400 --> 01:20:38.400]   [SIDE CONVERSATION]
[01:20:38.400 --> 01:20:42.400]   [SIDE CONVERSATION]
[01:20:42.400 --> 01:20:46.400]   [SIDE CONVERSATION]
[01:20:46.400 --> 01:20:50.400]   [SIDE CONVERSATION]
[01:20:50.400 --> 01:20:54.400]   [SIDE CONVERSATION]
[01:20:55.400 --> 01:20:58.400]   [SIDE CONVERSATION]
[01:20:58.400 --> 01:21:02.400]   [SIDE CONVERSATION]
[01:21:02.400 --> 01:21:06.400]   [SIDE CONVERSATION]
[01:21:06.400 --> 01:21:10.400]   [SIDE CONVERSATION]
[01:21:10.400 --> 01:21:14.400]   [SIDE CONVERSATION]
[01:21:14.400 --> 01:21:18.400]   [SIDE CONVERSATION]
[01:21:18.400 --> 01:21:22.400]   [SIDE CONVERSATION]
[01:21:23.400 --> 01:21:26.400]   [SIDE CONVERSATION]
[01:21:26.400 --> 01:21:30.400]   [SIDE CONVERSATION]
[01:21:30.400 --> 01:21:34.400]   [SIDE CONVERSATION]
[01:21:34.400 --> 01:21:38.400]   [SIDE CONVERSATION]
[01:21:38.400 --> 01:21:42.400]   [SIDE CONVERSATION]
[01:21:42.400 --> 01:21:46.400]   [SIDE CONVERSATION]
[01:21:46.400 --> 01:21:50.400]   [SIDE CONVERSATION]
[01:21:51.400 --> 01:21:54.400]   [SIDE CONVERSATION]
[01:21:54.400 --> 01:21:58.400]   [SIDE CONVERSATION]
[01:21:58.400 --> 01:22:02.400]   [SIDE CONVERSATION]
[01:22:02.400 --> 01:22:06.400]   [SIDE CONVERSATION]
[01:22:06.400 --> 01:22:10.400]   [SIDE CONVERSATION]
[01:22:10.400 --> 01:22:14.400]   [SIDE CONVERSATION]
[01:22:14.400 --> 01:22:18.400]   [SIDE CONVERSATION]
[01:22:19.400 --> 01:22:22.400]   [SIDE CONVERSATION]
[01:22:22.400 --> 01:22:26.400]   [SIDE CONVERSATION]
[01:22:26.400 --> 01:22:30.400]   [SIDE CONVERSATION]
[01:22:30.400 --> 01:22:34.400]   [SIDE CONVERSATION]
[01:22:34.400 --> 01:22:38.400]   [SIDE CONVERSATION]
[01:22:38.400 --> 01:22:42.400]   [SIDE CONVERSATION]
[01:22:42.400 --> 01:22:46.400]   [SIDE CONVERSATION]
[01:22:47.400 --> 01:22:50.400]   [SIDE CONVERSATION]
[01:22:50.400 --> 01:22:54.400]   [SIDE CONVERSATION]
[01:22:54.400 --> 01:23:00.400]   All right, if I can ask you guys to join me in a quick word of prayer.
[01:23:00.400 --> 01:23:04.400]   [SIDE CONVERSATION]
[01:23:04.400 --> 01:23:07.400]   Let me pray for us.
[01:23:07.400 --> 01:23:10.400]   [SIDE CONVERSATION]
[01:23:10.400 --> 01:23:16.400]   Father, thank you for just allowing us to share in a time of discussion
[01:23:16.400 --> 01:23:18.400]   and observation.
[01:23:18.400 --> 01:23:25.400]   And with a meaty passage like this, it's difficult to know exactly what to target,
[01:23:25.400 --> 01:23:28.400]   what to hit, what to go over.
[01:23:28.400 --> 01:23:32.400]   So I pray, Father, for every single one of us,
[01:23:32.400 --> 01:23:38.400]   that you would cause us to leave here just wanting to study your word more.
[01:23:38.400 --> 01:23:44.400]   And I pray simply that whatever we talk about in the next several moments,
[01:23:45.400 --> 01:23:48.400]   it would just whet our appetites.
[01:23:48.400 --> 01:23:57.400]   And I pray, Father, that you would help me just communicate and articulate clearly.
[01:23:57.400 --> 01:24:03.400]   And so we pray for your help just to be eager learners and eager students of the word.
[01:24:03.400 --> 01:24:06.400]   And pray all this in Jesus' name. Amen.
[01:24:06.400 --> 01:24:12.400]   Just by way of review, this is what we've covered so far.
[01:24:13.400 --> 01:24:15.400]   Okay.
[01:24:15.400 --> 01:24:18.400]   Why are we saved?
[01:24:18.400 --> 01:24:28.400]   Faith, works, beliefs, my family, my religion, my tradition, my outward obedience.
[01:24:28.400 --> 01:24:31.400]   That's not what saves us.
[01:24:31.400 --> 01:24:34.400]   It's 100% by the grace of God.
[01:24:34.400 --> 01:24:38.400]   And that's what we looked at over the last two weeks, right?
[01:24:39.400 --> 01:24:49.400]   Dr. Martin Lloyd-Jones, he writes, "I am a Christian solely and entirely because of the grace of God,
[01:24:49.400 --> 01:24:54.400]   and not because of anything that I have thought or said or done."
[01:24:54.400 --> 01:25:00.400]   So his quote is pretty much the graphs here, just in a verbal form.
[01:25:00.400 --> 01:25:02.400]   Okay.
[01:25:02.400 --> 01:25:06.400]   In the next five sessions, in the next, almost to November 1st,
[01:25:07.400 --> 01:25:09.400]   we're looking at just these two chapters.
[01:25:09.400 --> 01:25:11.400]   Okay.
[01:25:11.400 --> 01:25:15.400]   The meaty theology is going to be, you're going to see it in chapter 3 and 4,
[01:25:15.400 --> 01:25:18.400]   but this is all setting up for it.
[01:25:18.400 --> 01:25:21.400]   And there's going to be a lot of questions that are in your minds.
[01:25:21.400 --> 01:25:26.400]   So here's the thesis in verse 11 to 12.
[01:25:26.400 --> 01:25:29.400]   Paul's main point in all of this is,
[01:25:29.400 --> 01:25:33.400]   "The gospel is not of man, it is completely of God."
[01:25:34.400 --> 01:25:37.400]   And that's something just to kind of regularly remember
[01:25:37.400 --> 01:25:40.400]   as we're getting into the thick of all of the details.
[01:25:40.400 --> 01:25:43.400]   The main thrust of this is going to be,
[01:25:43.400 --> 01:25:47.400]   "The gospel is not of man, it is completely of God."
[01:25:47.400 --> 01:25:52.400]   And today we're looking at just God converting Paul
[01:25:52.400 --> 01:25:55.400]   from persecutor of the church to the preacher of the gospel.
[01:25:55.400 --> 01:25:57.400]   So he gives that account.
[01:25:57.400 --> 01:26:01.400]   In two weeks, we're going to be looking at Paul's first encounters
[01:26:02.400 --> 01:26:04.400]   with the apostles of Christ's church.
[01:26:04.400 --> 01:26:08.400]   And then we're going to spend two weeks in verses 1 through 10,
[01:26:08.400 --> 01:26:11.400]   where he actually meets with the apostles,
[01:26:11.400 --> 01:26:13.400]   and has a summit.
[01:26:13.400 --> 01:26:16.400]   And then 11 to 21, it can be pretty confusing.
[01:26:16.400 --> 01:26:18.400]   You're like, "What is going on here?"
[01:26:18.400 --> 01:26:20.400]   Right?
[01:26:20.400 --> 01:26:23.400]   Paul confronts Cephas to his face,
[01:26:23.400 --> 01:26:26.400]   and actually uses the word, "He stood condemned."
[01:26:26.400 --> 01:26:29.400]   That's pretty strong words to the apostle upon whom
[01:26:29.400 --> 01:26:31.400]   the church has been built.
[01:26:31.400 --> 01:26:32.400]   Right?
[01:26:32.400 --> 01:26:34.400]   So this is what we're going to be looking through
[01:26:34.400 --> 01:26:38.400]   over the next five sessions up until November 1st.
[01:26:38.400 --> 01:26:41.400]   And I want to take a look at the thesis first.
[01:26:41.400 --> 01:26:45.400]   Galatians 1, 11 to 12,
[01:26:45.400 --> 01:26:48.400]   "For I would have you know, brethren, that the gospel which was preached by me
[01:26:48.400 --> 01:26:52.400]   is not according to man, for I neither received it from man
[01:26:52.400 --> 01:26:56.400]   nor was I taught it, but I received it through a revelation of Jesus Christ."
[01:26:56.400 --> 01:27:00.400]   And here are going to be some overarching, uncomfortable questions
[01:27:00.400 --> 01:27:03.400]   that we're going to have a hard time answering,
[01:27:03.400 --> 01:27:06.400]   that we're going to be wrestling with over the next two chapters.
[01:27:06.400 --> 01:27:08.400]   Okay? The first one is,
[01:27:08.400 --> 01:27:12.400]   "What makes Paul's direct revelations credible?"
[01:27:12.400 --> 01:27:15.400]   Why isn't like a Joseph Smith's revelation
[01:27:15.400 --> 01:27:17.400]   that he got directly from God,
[01:27:17.400 --> 01:27:19.400]   why is that not credible?
[01:27:19.400 --> 01:27:22.400]   Like, is Paul going rogue here?
[01:27:22.400 --> 01:27:25.400]   Is he Lone Ranger? Is that okay?
[01:27:25.400 --> 01:27:27.400]   Okay?
[01:27:27.400 --> 01:27:29.400]   And is he acting alone?
[01:27:29.400 --> 01:27:33.400]   Or is he actually going to Jerusalem to confer?
[01:27:33.400 --> 01:27:35.400]   But then what's going on?
[01:27:35.400 --> 01:27:37.400]   So that's a weird, uncomfortable question
