
[00:00:00.000 --> 00:00:04.000]   [BLANK_AUDIO]
[00:38:02.120 --> 00:38:05.120]   Or has your decision for your career, or the job
[00:38:05.120 --> 00:38:07.920]   that you're in, or the emphasis that you're putting on it,
[00:38:07.920 --> 00:38:09.160]   revealing something else?
[00:38:09.160 --> 00:38:16.520]   There's a couple at our church, a couple of doctors.
[00:38:16.520 --> 00:38:20.920]   And I think I was preaching, and I said one time in a sermon,
[00:38:20.920 --> 00:38:27.880]   the fact that if you have a job where you can't come
[00:38:27.880 --> 00:38:32.560]   on a regular and be in church community,
[00:38:32.560 --> 00:38:35.840]   then you need a different job.
[00:38:35.840 --> 00:38:38.200]   They came to me, and they said, you know,
[00:38:38.200 --> 00:38:40.000]   Pastor Rick, I heard that, and that hurt.
[00:38:40.000 --> 00:38:41.520]   That hurt.
[00:38:41.520 --> 00:38:43.440]   But we know that's Word.
[00:38:43.440 --> 00:38:44.900]   That's the Word of God right there.
[00:38:44.900 --> 00:38:47.240]   Forsake not the assembly of the saints.
[00:38:47.240 --> 00:38:48.640]   The church is the bride of Christ,
[00:38:48.640 --> 00:38:50.600]   and that needs to be a priority for us.
[00:38:50.600 --> 00:38:53.160]   And so as doctors, our schedules are crazy.
[00:38:53.160 --> 00:38:56.120]   But me and my wife sat down, and we said, you know what?
[00:38:56.120 --> 00:38:58.520]   If we have to lose income, if I have
[00:38:58.520 --> 00:39:01.920]   to do some other area of medicine,
[00:39:01.920 --> 00:39:06.320]   if we have to maybe move or change facilities,
[00:39:06.320 --> 00:39:08.440]   then we need to be open to do that.
[00:39:08.440 --> 00:39:10.840]   But right now, we're not at church on a regular
[00:39:10.840 --> 00:39:12.200]   like we should be.
[00:39:12.200 --> 00:39:14.720]   We're not in the community, in the body of Christ
[00:39:14.720 --> 00:39:16.480]   like we've been called to be.
[00:39:16.480 --> 00:39:18.240]   And so we're going to pray about this.
[00:39:18.240 --> 00:39:19.320]   We know what His Word is.
[00:39:19.320 --> 00:39:21.400]   We're going to ask God to maybe shift some things.
[00:39:21.400 --> 00:39:24.240]   But if He doesn't on this date, we're changing everything,
[00:39:24.240 --> 00:39:26.560]   and we're cutting it all out.
[00:39:26.560 --> 00:39:28.680]   I just loved that they were willing to do that.
[00:39:28.680 --> 00:39:31.160]   And by the grace of God, God fashioned it
[00:39:31.160 --> 00:39:33.520]   in a way where all of a sudden, one of the bosses came in
[00:39:33.520 --> 00:39:34.560]   and said, you know what?
[00:39:34.560 --> 00:39:35.800]   We're going to change your schedule.
[00:39:35.800 --> 00:39:37.640]   We're going to allow you to work here instead of here.
[00:39:37.640 --> 00:39:39.760]   And he said, that just opened everything up for us.
[00:39:39.760 --> 00:39:41.880]   And God was faithful, and He was gracious.
[00:39:41.880 --> 00:39:52.080]   Is your present career enhancing your relationship with God?
[00:39:52.080 --> 00:39:55.080]   Is it enhancing your ability to live out your calling
[00:39:55.080 --> 00:39:57.520]   to your spouse, your family?
[00:39:57.520 --> 00:40:01.800]   You didn't get married to not be around.
[00:40:01.800 --> 00:40:05.880]   Is your career hindering your responsibility and your calling
[00:40:05.880 --> 00:40:07.400]   to be a part of the body of Christ?
[00:40:07.400 --> 00:40:11.680]   And as I'm challenging you on that,
[00:40:11.680 --> 00:40:13.680]   how does that make you feel?
[00:40:13.680 --> 00:40:16.480]   How does it make you feel that maybe God is saying, ah, maybe
[00:40:16.480 --> 00:40:18.200]   you need to take that out?
[00:40:18.200 --> 00:40:19.720]   This is standing in the way of what
[00:40:19.720 --> 00:40:21.520]   is the clear, revealed word of God.
[00:40:21.520 --> 00:40:26.280]   What about a common purpose?
[00:40:26.280 --> 00:40:28.680]   What about a common purpose?
[00:40:28.680 --> 00:40:32.200]   Are your lives-- right now, this is all hard stuff
[00:40:32.200 --> 00:40:34.160]   that I want you to start examining.
[00:40:34.160 --> 00:40:38.040]   Are your lives set up for the Genesis calling
[00:40:38.040 --> 00:40:44.520]   that you've been called to as a couple, the helper companion?
[00:40:44.520 --> 00:40:47.760]   What do you do together as a family,
[00:40:47.760 --> 00:40:52.240]   as couples, that focuses on the fulfillment of that one aim,
[00:40:52.240 --> 00:40:55.720]   to spread the image of God through your relationship
[00:40:55.720 --> 00:40:57.560]   to the world?
[00:40:57.560 --> 00:41:00.080]   Can you guys look at each other and say,
[00:41:00.080 --> 00:41:03.760]   with our collective giftings and our personalities,
[00:41:03.760 --> 00:41:06.960]   we've come together, and we are fighting to actually live
[00:41:06.960 --> 00:41:08.520]   in the way God has called us to live,
[00:41:08.520 --> 00:41:10.760]   because He's brought us together.
[00:41:10.760 --> 00:41:13.160]   You see, there's a specific kind of calling
[00:41:13.160 --> 00:41:16.120]   with respect to the giftings, talents, experiences,
[00:41:16.120 --> 00:41:19.120]   and abilities that God has brought the two of you together
[00:41:19.120 --> 00:41:20.680]   that He wants you to live out.
[00:41:20.680 --> 00:41:28.200]   Are you living a common purpose?
[00:41:28.200 --> 00:41:31.000]   Or are you guys living segmented lives?
[00:41:31.000 --> 00:41:33.000]   I know a lot of couples.
[00:41:33.000 --> 00:41:35.440]   And I tell-- when I counsel couples, when I counsel
[00:41:35.440 --> 00:41:37.920]   couples, I sit them down.
[00:41:37.920 --> 00:41:39.960]   And at first, I tell the husbands,
[00:41:39.960 --> 00:41:42.560]   do you understand that you've been called to lead?
[00:41:42.560 --> 00:41:46.000]   That you've been called to lead as the husband
[00:41:46.000 --> 00:41:49.200]   to take dominion for the sake of the kingdom of God.
[00:41:49.200 --> 00:41:52.120]   Matthew chapter 6 should be your mission.
[00:41:52.120 --> 00:41:54.320]   Seek first the kingdom of God and His righteousness.
[00:41:54.320 --> 00:41:55.760]   Are you ready to do that?
[00:41:55.760 --> 00:41:58.800]   And then I look at the potential wife, and I say,
[00:41:58.800 --> 00:42:02.880]   are you ready to come alongside this man to make that reality?
[00:42:02.880 --> 00:42:05.560]   The reason I do that is because a lot of times,
[00:42:05.560 --> 00:42:10.000]   that's not the driving aim for why marriages come together.
[00:42:10.000 --> 00:42:11.560]   And so then they get into marriage,
[00:42:11.560 --> 00:42:13.440]   and then it's just like what the world does.
[00:42:13.440 --> 00:42:14.400]   You got your job.
[00:42:14.400 --> 00:42:15.360]   I got my job.
[00:42:15.360 --> 00:42:17.000]   And then we both kind of live our jobs.
[00:42:17.000 --> 00:42:19.320]   And we kind of come together at the end of the night.
[00:42:19.320 --> 00:42:20.280]   And that's kind of it.
[00:42:20.280 --> 00:42:22.240]   And then we do all of the American dream stuff.
[00:42:22.240 --> 00:42:31.000]   Do you have a common purpose as a couple?
[00:42:31.000 --> 00:42:33.400]   And is your life set up in such a way
[00:42:33.400 --> 00:42:39.920]   that you can make the kingdom of God and its pursuit primary?
[00:42:39.920 --> 00:42:42.240]   See, we lose perspective.
[00:42:42.240 --> 00:42:44.400]   You understand at the end of the day,
[00:42:44.400 --> 00:42:47.720]   you will be in heaven for all eternity,
[00:42:47.720 --> 00:42:50.080]   furthering the kingdom of God and His glory.
[00:42:50.080 --> 00:42:52.840]   We're going to work in heaven.
[00:42:52.840 --> 00:42:55.440]   That's the only reason you exist.
[00:42:55.440 --> 00:42:58.840]   The only reason you exist.
[00:42:58.840 --> 00:43:00.560]   And so God is calling you to engage
[00:43:00.560 --> 00:43:04.720]   in what you will be doing for all eternity.
[00:43:04.720 --> 00:43:07.000]   What about wives?
[00:43:07.000 --> 00:43:11.560]   Those of you who have children, staying at home
[00:43:11.560 --> 00:43:17.400]   or pursuing a career, in that battle, what's
[00:43:17.400 --> 00:43:19.280]   that saying about your heart?
[00:43:19.280 --> 00:43:21.440]   Why is that a battle?
[00:43:21.440 --> 00:43:24.600]   What is the battle that's there?
[00:43:24.600 --> 00:43:29.960]   What affections are arising as you deal with that challenge?
[00:43:29.960 --> 00:43:35.360]   I said before, the word of God is not silent on this.
[00:43:35.360 --> 00:43:37.960]   The priority for you as women, especially those
[00:43:37.960 --> 00:43:40.280]   who have children in particular, you
[00:43:40.280 --> 00:43:43.200]   to be helpers, co-workers.
[00:43:43.200 --> 00:43:45.320]   Genesis 2:18, we talked about it.
[00:43:45.320 --> 00:43:50.760]   With the home as the priority, Titus chapter 2, verse 5.
[00:43:50.760 --> 00:43:54.800]   And creating in your home a place of industry, hospitality,
[00:43:54.800 --> 00:43:57.160]   and respite.
[00:43:57.160 --> 00:44:02.600]   Proverbs 31, 10 through 31.
[00:44:02.600 --> 00:44:05.800]   Is that driving your decision making?
[00:44:05.800 --> 00:44:12.760]   Ladies and men, are you allowing an environment for your wives
[00:44:12.760 --> 00:44:15.760]   to be able to potentially stay at home?
[00:44:15.760 --> 00:44:19.080]   I'm not saying that it's a sin if you work.
[00:44:19.080 --> 00:44:21.120]   I'm not saying that.
[00:44:21.120 --> 00:44:24.200]   I'm not saying that it's a sin if you have a career.
[00:44:24.200 --> 00:44:25.840]   I'm not saying that.
[00:44:25.840 --> 00:44:27.480]   But this is what I am saying.
[00:44:27.480 --> 00:44:32.120]   The Bible is clear as to what your priorities are to be.
[00:44:32.120 --> 00:44:33.400]   Period.
[00:44:33.400 --> 00:44:35.960]   And if you can't have a career and still
[00:44:35.960 --> 00:44:39.920]   uphold these clearly revealed will of God priorities
[00:44:39.920 --> 00:44:42.640]   when it comes to you as a woman, then you shouldn't have one.
[00:44:42.640 --> 00:44:47.720]   I want to encourage you.
[00:44:47.720 --> 00:44:50.360]   When my wife and I got married, we
[00:44:50.360 --> 00:44:53.040]   allowed for Titus chapter 2, verse 5.
[00:44:53.040 --> 00:44:56.840]   We allowed for Proverbs chapter 31, verse 10.
[00:44:56.840 --> 00:45:01.080]   We allowed for the scriptures in Genesis chapter 2, verse 18.
[00:45:01.080 --> 00:45:03.160]   We saw the revealed will of God.
[00:45:03.160 --> 00:45:05.520]   And we said, God, will you help us
[00:45:05.520 --> 00:45:09.640]   to discern what it looks like for us to live that out?
[00:45:09.640 --> 00:45:12.080]   That's why I say it's not a sin that you have a job going.
[00:45:12.080 --> 00:45:13.600]   That's not the issue here.
[00:45:13.600 --> 00:45:15.480]   I'm not getting at particulars.
[00:45:15.480 --> 00:45:18.680]   I'm not being legalistic.
[00:45:18.680 --> 00:45:21.000]   But my issue is the majority of us
[00:45:21.000 --> 00:45:24.000]   don't even ask that question, I don't think.
[00:45:24.000 --> 00:45:26.320]   And I don't think that we sit back and ask ourselves
[00:45:26.320 --> 00:45:27.400]   why we're doing what we're doing.
[00:45:27.400 --> 00:45:28.920]   That's just what we're supposed to do.
[00:45:28.920 --> 00:45:29.600]   We go to school.
[00:45:29.600 --> 00:45:30.800]   We get a good education.
[00:45:30.800 --> 00:45:32.760]   And we're supposed to get a good job.
[00:45:32.760 --> 00:45:34.160]   That's what's respectable.
[00:45:34.160 --> 00:45:38.960]   But when we got together, we said, Lord,
[00:45:38.960 --> 00:45:41.160]   we know that's your passion.
[00:45:41.160 --> 00:45:43.680]   That's your passion for family.
[00:45:43.680 --> 00:45:45.200]   And so God, how do you do that?
[00:45:45.200 --> 00:45:47.880]   And where did you call this to?
[00:45:47.880 --> 00:45:50.200]   And then you were willing to make sacrifices
[00:45:50.200 --> 00:45:52.600]   to make that happen.
[00:45:52.600 --> 00:45:56.320]   Jesus didn't say it was going to be easy to follow and didn't.
[00:45:56.320 --> 00:46:00.200]   He said, you must deny yourself, take up your cross,
[00:46:00.200 --> 00:46:02.400]   and die to every single thing that you
[00:46:02.400 --> 00:46:06.920]   value for the sake of my name, the Father, me, above all else.
[00:46:06.920 --> 00:46:11.000]   And so up to this point, by the grace of God,
[00:46:11.000 --> 00:46:13.280]   through our parenting, my wife hasn't
[00:46:13.280 --> 00:46:18.280]   worked in a vocation for the past almost 20 years.
[00:46:18.280 --> 00:46:20.480]   Did it take a lot of sacrifice?
[00:46:20.480 --> 00:46:21.600]   Yes.
[00:46:21.600 --> 00:46:24.280]   Did we lose out on some things?
[00:46:24.280 --> 00:46:25.400]   Yes.
[00:46:25.400 --> 00:46:27.760]   We don't have two incomes.
[00:46:27.760 --> 00:46:29.440]   I live in Compton.
[00:46:29.440 --> 00:46:31.000]   We're both educated.
[00:46:31.000 --> 00:46:32.920]   I got a master's degree.
[00:46:32.920 --> 00:46:34.880]   She's got a bachelor's degree.
[00:46:34.880 --> 00:46:37.400]   We don't have to live there.
[00:46:37.400 --> 00:46:40.160]   But we said, you know what, Lord?
[00:46:40.160 --> 00:46:42.720]   In this setting, with all of our children,
[00:46:42.720 --> 00:46:45.160]   and all of the things that you're bringing on our plate,
[00:46:45.160 --> 00:46:47.880]   we're discerning this is the best way
[00:46:47.880 --> 00:46:50.400]   that we can ultimately live out what is clearly
[00:46:50.400 --> 00:46:51.880]   in your revealed will.
[00:46:51.880 --> 00:46:53.960]   And we're willing to die to some of these things
[00:46:53.960 --> 00:46:54.880]   for the sake of that.
[00:46:58.680 --> 00:47:01.760]   Some of you guys need to consider that.
[00:47:01.760 --> 00:47:04.360]   Some of you in your relationships
[00:47:04.360 --> 00:47:06.880]   need to consider that.
[00:47:06.880 --> 00:47:09.000]   Because it's infringing upon what is already
[00:47:09.000 --> 00:47:10.440]   revealed in the will of God.
[00:47:10.440 --> 00:47:13.040]   If it's not, go at it.
[00:47:13.040 --> 00:47:16.800]   Harvard's 31, she was industrious.
[00:47:16.800 --> 00:47:19.120]   Next thing, and I talked about this last year,
[00:47:19.120 --> 00:47:23.720]   kindergarten, ruled by children.
[00:47:23.720 --> 00:47:28.640]   Some of you, your kids are your idols.
[00:47:28.640 --> 00:47:32.960]   Everything revolves around the children.
[00:47:32.960 --> 00:47:35.520]   That's not the way it's supposed to be.
[00:47:35.520 --> 00:47:37.840]   That's not God's call.
[00:47:37.840 --> 00:47:39.760]   Your responsibility, first and foremost,
[00:47:39.760 --> 00:47:42.360]   is to your own relationship.
[00:47:42.360 --> 00:47:45.400]   You're supposed to bring them up in the admonition of the Lord.
[00:47:45.400 --> 00:47:47.680]   But that doesn't mean that you disappear from church.
[00:47:47.680 --> 00:47:48.680]   I'm dealing with that.
[00:47:48.680 --> 00:47:49.840]   I don't know if you guys are dealing with that.
[00:47:49.840 --> 00:47:51.160]   I'm dealing with that.
[00:47:51.160 --> 00:47:52.960]   People start having families in our church,
[00:47:52.960 --> 00:47:54.920]   and all of a sudden, they get ghosts.
[00:47:54.920 --> 00:47:56.320]   All of a sudden, they stop serving.
[00:47:56.320 --> 00:47:57.880]   All of a sudden, the church community
[00:47:57.880 --> 00:47:59.920]   has become a vital part of their lives.
[00:47:59.920 --> 00:48:01.760]   And they just kind of feel like they can come
[00:48:01.760 --> 00:48:07.080]   and they go as a plea, because hey, they got a schedule.
[00:48:07.080 --> 00:48:08.000]   I get all of that.
[00:48:08.000 --> 00:48:09.760]   So you can't say nothing to me about that.
[00:48:09.760 --> 00:48:11.080]   We juggle four of them, though.
[00:48:11.080 --> 00:48:12.720]   So I know about schedules.
[00:48:12.720 --> 00:48:15.160]   So whatever, woo, it's all good.
[00:48:15.160 --> 00:48:17.640]   Come on, come on, I got four.
[00:48:17.640 --> 00:48:20.640]   What you want to tell me?
[00:48:20.640 --> 00:48:22.920]   Again, I'm loving the fact that the peer's back there.
[00:48:22.920 --> 00:48:25.240]   And that's what I tell our people.
[00:48:25.240 --> 00:48:27.480]   Look, somebody was telling me even earlier,
[00:48:27.480 --> 00:48:30.160]   like, you know, Pastor Ray, if you're preaching,
[00:48:30.160 --> 00:48:33.480]   I just need you to know, like, I forget, son or daughter,
[00:48:33.480 --> 00:48:34.520]   they cry a lot.
[00:48:34.520 --> 00:48:36.720]   And so, woo, just to that, I was like,
[00:48:36.720 --> 00:48:38.120]   I don't care that they're crying.
[00:48:38.120 --> 00:48:38.920]   I'm immune to that.
[00:48:38.920 --> 00:48:40.280]   I don't even hear that no more.
[00:48:40.280 --> 00:48:43.400]   I have to delve some tolerance.
[00:48:43.400 --> 00:48:45.920]   And so, y'all, parents in the back, it's all good.
[00:48:45.920 --> 00:48:50.600]   Just walking that baby and just listening to the word of God.
[00:48:50.600 --> 00:48:52.200]   That's what I'm talking about.
[00:48:52.200 --> 00:48:54.120]   And here's what you do.
[00:48:54.120 --> 00:48:56.720]   You begin to communicate at an early age.
[00:48:56.720 --> 00:48:59.040]   You understand you're always teaching?
[00:48:59.040 --> 00:49:00.160]   You are always teaching.
[00:49:00.160 --> 00:49:03.080]   Your children are watching you.
[00:49:03.080 --> 00:49:05.360]   And they're seeing what you prioritize.
[00:49:05.360 --> 00:49:08.320]   And when they see you work hard to get the family together
[00:49:08.320 --> 00:49:10.640]   and get everybody up out the house and be like,
[00:49:10.640 --> 00:49:14.400]   no, we come in the church, they're learning.
[00:49:14.400 --> 00:49:16.080]   They're seeing what you value.
[00:49:16.080 --> 00:49:18.200]   They're seeing your priorities.
[00:49:18.200 --> 00:49:20.440]   And they'll begin to embrace those things themselves.
[00:49:24.440 --> 00:49:28.120]   I like what Francis Chan's wife said in the book when talking
[00:49:28.120 --> 00:49:30.080]   about taking their kids to the park.
[00:49:30.080 --> 00:49:32.320]   Am I taking my kids to the park because I just
[00:49:32.320 --> 00:49:33.760]   want to have a nice fun experience
[00:49:33.760 --> 00:49:35.260]   and just kind of get some fresh air?
[00:49:35.260 --> 00:49:37.520]   And those are all good things.
[00:49:37.520 --> 00:49:39.280]   Or am I taking them to the park because I
[00:49:39.280 --> 00:49:41.360]   want to invite a few moms that don't know the Lord
[00:49:41.360 --> 00:49:43.360]   and I can start fellowshipping with their moms
[00:49:43.360 --> 00:49:45.680]   while the kids are out there on the playground playing?
[00:49:45.680 --> 00:49:47.680]   It's a different perspective.
[00:49:47.680 --> 00:49:49.640]   I like that.
[00:49:49.640 --> 00:49:51.240]   Again, what is your heart telling you?
[00:49:51.240 --> 00:49:52.680]   Here's another one.
[00:49:52.680 --> 00:49:55.000]   What is your heart telling you when
[00:49:55.000 --> 00:49:57.320]   you look at the educational choices
[00:49:57.320 --> 00:50:00.560]   that you're thinking about making or you are making
[00:50:00.560 --> 00:50:01.680]   for your children?
[00:50:01.680 --> 00:50:03.400]   What is your heart telling you?
[00:50:03.400 --> 00:50:05.800]   I'm not telling you one thing is a sin or not,
[00:50:05.800 --> 00:50:08.360]   because I already told you I had my daughter in public school.
[00:50:08.360 --> 00:50:10.040]   I've done homeschooling.
[00:50:10.040 --> 00:50:11.640]   I've done Christian school.
[00:50:11.640 --> 00:50:13.920]   And I've done public school.
[00:50:13.920 --> 00:50:17.680]   So I have run the gamut.
[00:50:17.680 --> 00:50:21.760]   But again, here's the question.
[00:50:21.760 --> 00:50:27.480]   Why are you doing what you are doing?
[00:50:27.480 --> 00:50:33.200]   Have you intentionally put them wherever they are presently
[00:50:33.200 --> 00:50:36.160]   because you believe that that's going to honor Deuteronomy
[00:50:36.160 --> 00:50:38.960]   chapter 6 and these words I command you,
[00:50:38.960 --> 00:50:41.000]   that you shall teach them?
[00:50:41.000 --> 00:50:43.680]   Deuteronomy 6 didn't say that the school
[00:50:43.680 --> 00:50:46.480]   boards should teach them.
[00:50:46.480 --> 00:50:49.840]   It doesn't say that the church should teach them.
[00:50:49.840 --> 00:50:53.240]   It tells us as pastors to equip the saints
[00:50:53.240 --> 00:50:55.000]   to do the work of the ministry.
[00:50:55.000 --> 00:50:56.480]   The children's ministry should not
[00:50:56.480 --> 00:50:59.600]   be a fool for your children.
[00:50:59.600 --> 00:51:01.800]   What is that telling us?
[00:51:01.800 --> 00:51:05.360]   Ultimately, what's driving the decision making?
[00:51:05.360 --> 00:51:10.080]   Deuteronomy chapter 6 says you're supposed to teach them.
[00:51:10.080 --> 00:51:15.400]   So we allow for that clear direction in the word of God
[00:51:15.400 --> 00:51:19.400]   to determine how we educated our children.
[00:51:19.400 --> 00:51:23.760]   Again, what I'm getting at is are biblical categories
[00:51:23.760 --> 00:51:25.720]   driving our decision making?
[00:51:25.720 --> 00:51:27.520]   Can you look at every single decision
[00:51:27.520 --> 00:51:30.720]   that you have made and/or are making and say,
[00:51:30.720 --> 00:51:33.560]   the reason why we're doing this is because the word of God
[00:51:33.560 --> 00:51:34.640]   says this.
[00:51:34.640 --> 00:51:37.760]   And we believe this will fulfill this best.
[00:51:37.760 --> 00:51:43.400]   And that's how we try to drive everything.
[00:51:43.400 --> 00:51:47.200]   And so the reason why we did homeschooling early on for us
[00:51:47.200 --> 00:51:48.400]   was because--
[00:51:48.400 --> 00:51:50.320]   and it's all over the place.
[00:51:50.320 --> 00:51:52.480]   I was a teacher for 13 years.
[00:51:52.480 --> 00:51:55.120]   So I know what is in the educational system.
[00:51:55.120 --> 00:51:59.080]   All this gender inclusive stuff, people shaping my kids,
[00:51:59.080 --> 00:52:00.680]   they're sitting down with somebody
[00:52:00.680 --> 00:52:05.200]   that I don't even know for six hours.
[00:52:05.200 --> 00:52:08.920]   We have to be at least aware of that as parents.
[00:52:08.920 --> 00:52:11.200]   They're being shaped.
[00:52:11.200 --> 00:52:14.640]   And they're being shaped by a secular culture
[00:52:14.640 --> 00:52:17.040]   in a secular world by individuals
[00:52:17.040 --> 00:52:19.160]   that don't know and love God and whose
[00:52:19.160 --> 00:52:22.800]   God is the God of this age.
[00:52:22.800 --> 00:52:26.960]   And so for us, as we looked at the word of God and said,
[00:52:26.960 --> 00:52:29.520]   Ruth, it's your responsibility to teach them all
[00:52:29.520 --> 00:52:32.080]   that God has revealed in his word.
[00:52:32.080 --> 00:52:33.800]   Well, if that's the case, then we'll
[00:52:33.800 --> 00:52:35.520]   keep them home for a little while.
[00:52:35.520 --> 00:52:37.120]   And then we got to a place where we couldn't do it,
[00:52:37.120 --> 00:52:38.720]   we're going to put them in a Christian school
[00:52:38.720 --> 00:52:40.280]   where at least now they're surrounded
[00:52:40.280 --> 00:52:43.840]   by individuals that have a biblical worldview
[00:52:43.840 --> 00:52:47.160]   and can pour that biblical worldview into them.
[00:52:47.160 --> 00:52:53.560]   Are you in the live off of one income, maybe,
[00:52:53.560 --> 00:52:58.240]   because the best decision that you discern in living out
[00:52:58.240 --> 00:53:02.520]   the word of God here in Deuteronomy 6 is homeschooling?
[00:53:02.520 --> 00:53:04.880]   Maybe you need to change your budget
[00:53:04.880 --> 00:53:06.360]   and let some things go so maybe they
[00:53:06.360 --> 00:53:09.320]   can go into a Christian school.
[00:53:09.320 --> 00:53:12.080]   Are you invested in their classrooms?
[00:53:12.080 --> 00:53:15.440]   Do you know their teachers if they're in public school?
[00:53:15.440 --> 00:53:16.720]   Do you know the curriculum?
[00:53:16.720 --> 00:53:18.800]   Are you going in and saying, I'm going to find out
[00:53:18.800 --> 00:53:20.360]   what y'all teaching my kid?
[00:53:20.360 --> 00:53:22.520]   I'm not just going to trust you with my child.
[00:53:22.520 --> 00:53:25.160]   I need to come up here and let you know I'm a believer.
[00:53:25.160 --> 00:53:26.200]   I'm a Christian.
[00:53:26.200 --> 00:53:28.720]   And I'm going to ask you, please, if you can respect that.
[00:53:28.720 --> 00:53:30.560]   And so when it comes to these types of things,
[00:53:30.560 --> 00:53:32.200]   even though this is a public environment, if you could,
[00:53:32.200 --> 00:53:34.000]   please, make sure that you inform me
[00:53:34.000 --> 00:53:35.920]   if you want to talk about certain things that
[00:53:35.920 --> 00:53:38.000]   are contrary to the worldview that I'm
[00:53:38.000 --> 00:53:39.640]   trying to teach my kids.
[00:53:39.640 --> 00:53:41.120]   That's why I bring in every context.
[00:53:41.120 --> 00:53:42.520]   Public, I'm doing it.
[00:53:42.520 --> 00:53:46.320]   So again, I don't want nobody offended up in here.
[00:53:46.320 --> 00:53:50.640]   But my question is, I put them in this public setting,
[00:53:50.640 --> 00:53:54.120]   and I want to do what I need to do what's best to live out
[00:53:54.120 --> 00:53:55.680]   Deuteronomy 6.
[00:53:55.680 --> 00:53:57.200]   I'm going to say it again.
[00:53:57.200 --> 00:54:00.080]   It's your responsibility to raise your kids
[00:54:00.080 --> 00:54:02.200]   in that abolition environment.
[00:54:02.200 --> 00:54:03.880]   Nobody else's.
[00:54:03.880 --> 00:54:08.440]   And you will be held accountable for that.
[00:54:08.440 --> 00:54:09.760]   And here's the issue.
[00:54:09.760 --> 00:54:13.280]   You're dealing with an eternal soul.
[00:54:13.280 --> 00:54:16.320]   We're dealing with heaven or hell.
[00:54:16.320 --> 00:54:19.880]   These are weighty realities that need to weigh in
[00:54:19.880 --> 00:54:22.720]   on our decision making.
[00:54:22.720 --> 00:54:25.400]   My point is, are your decisions being
[00:54:25.400 --> 00:54:28.680]   driven by the clear directional voice of God?
[00:54:31.760 --> 00:54:35.160]   You see, what happens in your heart
[00:54:35.160 --> 00:54:36.760]   is the issue that I want to get at.
[00:54:36.760 --> 00:54:43.960]   Someone asked me just yesterday, where is your daughter
[00:54:43.960 --> 00:54:44.640]   going to school?
[00:54:44.640 --> 00:54:50.720]   And I just told her, I said, yeah, Christian school.
[00:54:50.720 --> 00:54:52.560]   She kind of asked, well, why is that?
[00:54:52.560 --> 00:54:54.060]   And there were some issues with her.
[00:54:54.060 --> 00:54:56.800]   I think her development, that's just the best setting.
[00:54:56.800 --> 00:54:59.240]   The secular schools now are--
[00:54:59.240 --> 00:55:00.280]   colleges are crazy.
[00:55:00.280 --> 00:55:01.200]   They just crazy.
[00:55:01.200 --> 00:55:02.040]   They crazy.
[00:55:02.040 --> 00:55:03.500]   So I'm just telling you as parents,
[00:55:03.500 --> 00:55:07.520]   once y'all get to that place, oh, boy, I don't even know.
[00:55:07.520 --> 00:55:08.320]   I really don't.
[00:55:08.320 --> 00:55:10.160]   It's frightening.
[00:55:10.160 --> 00:55:12.800]   And so I'm saying it here.
[00:55:12.800 --> 00:55:16.120]   Just don't go with the flow.
[00:55:16.120 --> 00:55:19.160]   Be aware of what you are doing and where
[00:55:19.160 --> 00:55:21.560]   you're placing your children, even when they
[00:55:21.560 --> 00:55:24.040]   get to this stage and this age.
[00:55:24.040 --> 00:55:26.160]   So for us, with Mariah, we just felt like, man,
[00:55:26.160 --> 00:55:28.200]   this is the best environment for her.
[00:55:28.200 --> 00:55:30.720]   We may think differently with our others.
[00:55:30.720 --> 00:55:35.840]   But the reason I bring up the education piece
[00:55:35.840 --> 00:55:40.080]   is what I showed them was my daughter.

