
[00:00:00.000 --> 00:00:10.000]   [MUSIC]
[00:41:45.500 --> 00:41:50.500]   So let's do one of those audience participation
[00:41:50.500 --> 00:41:53.980]   voting thingies, okay?
[00:41:53.980 --> 00:41:56.340]   And we'll see how many hands go up, okay?
[00:41:56.340 --> 00:42:00.340]   Question is simply, is it possible to be Christian
[00:42:00.340 --> 00:42:01.180]   and not holy?
[00:42:01.180 --> 00:42:02.940]   Those who say yes, raise your hand.
[00:42:02.940 --> 00:42:09.060]   Okay, and then answer the question.
[00:42:09.060 --> 00:42:10.700]   Those of you who say no, raise your hand.
[00:42:11.700 --> 00:42:15.140]   Okay, so that's really interesting, right?
[00:42:15.140 --> 00:42:20.140]   So this past week, we had studied Second Thessalonians,
[00:42:20.140 --> 00:42:25.820]   and there was this really challenging passage, right?
[00:42:25.820 --> 00:42:30.420]   Keep away from the brother who leads an unruly life.
[00:42:30.420 --> 00:42:33.140]   It's like, dang, aren't we supposed to love our brother
[00:42:33.140 --> 00:42:34.620]   though, you know?
[00:42:34.620 --> 00:42:37.220]   And it's a hard passage to apply, okay?
[00:42:38.780 --> 00:42:41.620]   But the interesting fact about it is,
[00:42:41.620 --> 00:42:45.260]   it said, but that's a brother, right?
[00:42:45.260 --> 00:42:47.780]   Keep away from a brother, okay?
[00:42:47.780 --> 00:42:50.140]   So I want you guys to think about that a little bit,
[00:42:50.140 --> 00:42:52.580]   and then think about a lot of our experiences.
[00:42:52.580 --> 00:42:56.940]   It is a very, very difficult thing to ask a question.
[00:42:56.940 --> 00:42:58.420]   I was like, is this possible, is it not?
[00:42:58.420 --> 00:43:00.820]   Because the scripture is what it does,
[00:43:00.820 --> 00:43:03.700]   is it gives you contributing principles.
[00:43:03.700 --> 00:43:07.380]   And it's not always so easy to make a determinative answer.
[00:43:07.380 --> 00:43:11.980]   What I mean is, 1 John chapter one is absolutely clear.
[00:43:11.980 --> 00:43:14.140]   If you say you know God,
[00:43:14.140 --> 00:43:16.340]   but you walk in a pattern of darkness,
[00:43:16.340 --> 00:43:19.180]   you're an absolute liar, bold-faced liar,
[00:43:19.180 --> 00:43:21.940]   and you know you don't know God, right?
[00:43:21.940 --> 00:43:24.700]   So 1 John is actually really, really clear.
[00:43:24.700 --> 00:43:26.740]   An individual who is walking in a life pattern
[00:43:26.740 --> 00:43:31.260]   where he's comfortable in sin is not a Christian.
[00:43:31.260 --> 00:43:33.580]   But then, you look at passages
[00:43:33.580 --> 00:43:35.060]   even like Second Thessalonians,
[00:43:35.060 --> 00:43:37.220]   you look at passages like 1 Corinthians,
[00:43:37.220 --> 00:43:40.460]   how does Apostle Paul begin 1 Corinthians?
[00:43:40.460 --> 00:43:44.940]   You saints, beloved of God, right?
[00:43:44.940 --> 00:43:48.380]   I am confident of things better for you.
[00:43:48.380 --> 00:43:50.740]   It's weird, so you have multiple principles there.
[00:43:50.740 --> 00:43:54.180]   And then, I want you to think about even our experience.
[00:43:54.180 --> 00:43:56.900]   A lot of us who got saved later on in life,
[00:43:56.900 --> 00:43:58.340]   when let's say we were in college,
[00:43:58.340 --> 00:44:00.420]   or we got saved as a high school senior,
[00:44:00.420 --> 00:44:01.420]   something like that,
[00:44:01.420 --> 00:44:05.380]   I had a personal experience where I got saved
[00:44:05.380 --> 00:44:07.020]   in a really drastic way,
[00:44:07.020 --> 00:44:09.300]   where I remember the retreat I was at,
[00:44:09.300 --> 00:44:10.620]   I remember the pastor who came
[00:44:10.620 --> 00:44:12.060]   and put his hand on my shoulder,
[00:44:12.060 --> 00:44:14.020]   I remember the questions he asked me.
[00:44:14.020 --> 00:44:16.740]   He asked me like, "Do you ever regret stuff?"
[00:44:16.740 --> 00:44:20.180]   I'm like, "Yes, I've got tons of regrets."
[00:44:20.180 --> 00:44:21.260]   Right?
[00:44:21.260 --> 00:44:22.540]   Massive amounts of regret.
[00:44:22.540 --> 00:44:24.260]   I remember him sharing with me the gospel,
[00:44:24.260 --> 00:44:27.780]   and I was genuinely saved that evening.
[00:44:27.780 --> 00:44:31.380]   I broke, I bawled for hours that night, okay?
[00:44:31.380 --> 00:44:34.220]   And I loved Jesus to death.
[00:44:35.140 --> 00:44:37.180]   But I was confused.
[00:44:37.180 --> 00:44:38.020]   Like, why?
[00:44:38.020 --> 00:44:43.500]   Why do I love Jesus, and then so easily sin?
[00:44:43.500 --> 00:44:46.980]   And I was doing dumb stuff,
[00:44:46.980 --> 00:44:49.540]   because I just, as a young man,
[00:44:49.540 --> 00:44:51.740]   I always felt like it was so easy to make,
[00:44:51.740 --> 00:44:56.060]   the friends that were the easiest to make
[00:44:56.060 --> 00:44:57.260]   were the druggies, right?
[00:44:57.260 --> 00:44:59.220]   Like, were the guys who drink a lot,
[00:44:59.220 --> 00:45:00.340]   the guys who mess around.
[00:45:00.340 --> 00:45:01.500]   It's like, they're just the funnest
[00:45:01.500 --> 00:45:02.700]   and the easiest to hang around with,
[00:45:02.700 --> 00:45:05.180]   and so I kept getting caught up with that.
[00:45:05.180 --> 00:45:06.780]   And then freshman year in college,
[00:45:06.780 --> 00:45:08.820]   I was like, I love the Lord so much.
[00:45:08.820 --> 00:45:11.060]   Like, I was like, in the dorm,
[00:45:11.060 --> 00:45:12.540]   the middle of the night, just jamming away,
[00:45:12.540 --> 00:45:13.700]   and people were like, "Shut up!"
[00:45:13.700 --> 00:45:16.940]   And I was like, "Blessed be the Lord!"
[00:45:16.940 --> 00:45:18.460]   Like, I was doing that kind of stuff,
[00:45:18.460 --> 00:45:22.700]   but then, on the weekend, I would just be tempted.
[00:45:22.700 --> 00:45:25.380]   I would wanna, like, I had this weird,
[00:45:25.380 --> 00:45:27.660]   like, you know, I felt like I was,
[00:45:27.660 --> 00:45:28.820]   I needed to steal stuff.
[00:45:28.820 --> 00:45:29.660]   Like, I was just weird.
[00:45:29.660 --> 00:45:31.140]   I had all kinds of sins in me.
[00:45:32.100 --> 00:45:34.460]   And that's when, for me, it was just this conviction,
[00:45:34.460 --> 00:45:36.260]   like, and I didn't know what to do with myself,
[00:45:36.260 --> 00:45:37.660]   so I tell this story quite a bit,
[00:45:37.660 --> 00:45:39.940]   where, like, I hit a breaking point
[00:45:39.940 --> 00:45:42.220]   where, my freshman year in college,
[00:45:42.220 --> 00:45:45.580]   I remember I was in this fork in the road,
[00:45:45.580 --> 00:45:47.140]   middle of the night, like 1 a.m.,
[00:45:47.140 --> 00:45:48.660]   I just went on a long drive,
[00:45:48.660 --> 00:45:50.860]   went down to San Diego, went to my old church.
[00:45:50.860 --> 00:45:51.700]   It was all closed.
[00:45:51.700 --> 00:45:52.820]   I jumped the fence.
[00:45:52.820 --> 00:45:54.340]   I went to the door, sanctuary door.
[00:45:54.340 --> 00:45:57.180]   I just started crying, like, "God, I don't get it.
[00:45:57.180 --> 00:46:01.020]   "I love you, but I'm so filthy.
[00:46:01.980 --> 00:46:04.180]   "I don't get this," right?
[00:46:04.180 --> 00:46:06.900]   And there was just this, like, wretchedness
[00:46:06.900 --> 00:46:09.100]   that I couldn't grapple with.
[00:46:09.100 --> 00:46:14.180]   So, what I'm saying is, I think our experience tells us
[00:46:14.180 --> 00:46:19.180]   that we absolutely have this strange paradox
[00:46:19.180 --> 00:46:22.820]   where God saves your soul,
[00:46:22.820 --> 00:46:25.980]   and then, I love Pastor Peter Chung's illustration,
[00:46:25.980 --> 00:46:30.260]   is if you take a shovel and chop off a snake's head,
[00:46:30.260 --> 00:46:33.140]   its body is just like, (gurgling)
[00:46:33.140 --> 00:46:34.540]   right?
[00:46:34.540 --> 00:46:36.340]   Is the snake alive or dead?
[00:46:36.340 --> 00:46:38.820]   It's weird, right?
[00:46:38.820 --> 00:46:43.540]   But that is a lot like our reality when we're saved,
[00:46:43.540 --> 00:46:48.540]   is our flesh just, like, cries out for a last breath.
[00:46:48.540 --> 00:46:50.460]   Our flesh actually fights harder to, like,
[00:46:50.460 --> 00:46:52.740]   stay alive, so to speak.
[00:46:52.740 --> 00:46:54.460]   And then, Galatians tells us, like,
[00:46:54.460 --> 00:46:58.540]   your flesh, it speaks lies to you,
[00:46:58.540 --> 00:47:01.620]   it entices you, and it wants you to keep going
[00:47:01.620 --> 00:47:04.060]   in its fleshly pattern to satisfy itself.
[00:47:04.060 --> 00:47:07.300]   You must walk in the spirit of God, right?
[00:47:07.300 --> 00:47:09.780]   So, in that way, you have these multiple principles
[00:47:09.780 --> 00:47:13.140]   that exist, that you are, in many ways,
[00:47:13.140 --> 00:47:16.300]   the flesh is like the snake with its head cut off.
[00:47:16.300 --> 00:47:18.940]   And so, can a Christian exhibit seasons
[00:47:18.940 --> 00:47:20.460]   of sin and unholiness?
[00:47:20.460 --> 00:47:22.100]   The answer is yes.
[00:47:22.100 --> 00:47:25.740]   But the 1 John passage is very clear,
[00:47:25.740 --> 00:47:27.980]   that when you lead a life, and you walk
[00:47:27.980 --> 00:47:30.660]   in a certain pattern, you are going to bear its fruit,
[00:47:30.660 --> 00:47:32.700]   and what's gonna happen is, eventually,
[00:47:32.700 --> 00:47:35.420]   the fruit that is born is the rotten fruit
[00:47:35.420 --> 00:47:40.420]   of fake salvation, of fake, you know, proclamation.
[00:47:40.420 --> 00:47:42.820]   Oh yeah, of course, I did that stuff.
[00:47:42.820 --> 00:47:45.220]   And then you realize it's not real, okay?
[00:47:45.220 --> 00:47:49.260]   Now, the second part of it, it asks the question,
[00:47:49.260 --> 00:47:52.060]   what if you're not motivated, right?
[00:47:52.060 --> 00:47:53.500]   What if you're not motivated?
[00:47:54.380 --> 00:47:57.060]   There is so much in scripture, I think,
[00:47:57.060 --> 00:48:00.460]   that can motivate us, and I think, today,
[00:48:00.460 --> 00:48:04.660]   we talked about, let the pain of being far
[00:48:04.660 --> 00:48:09.380]   from your love motivate you to be more holy, right?
[00:48:09.380 --> 00:48:13.900]   If you feel far from God, a lot of times,
[00:48:13.900 --> 00:48:15.260]   the reason why some people, like,
[00:48:15.260 --> 00:48:18.820]   they feel like nothing's going right is, yeah.
[00:48:18.820 --> 00:48:20.740]   It's, for example, if my relationship
[00:48:20.740 --> 00:48:24.420]   with my wife, it's broken, and it's just,
[00:48:24.420 --> 00:48:27.820]   like, in shambles at home, I cannot do this.
[00:48:27.820 --> 00:48:30.140]   How am I gonna preach?
[00:48:30.140 --> 00:48:31.820]   Like, how am I gonna sit there, study my Bible,
[00:48:31.820 --> 00:48:34.140]   and like, ooh, this is gonna be good?
[00:48:34.140 --> 00:48:36.220]   How am I gonna go home?
[00:48:36.220 --> 00:48:38.420]   Nothing in your life is gonna feel right
[00:48:38.420 --> 00:48:41.860]   if your relationship with God is messed up.
[00:48:41.860 --> 00:48:43.260]   Let that motivate you.
[00:48:43.260 --> 00:48:47.340]   But also, I think, scripture is pretty clear.
[00:48:47.340 --> 00:48:49.860]   God asks us, you know, sometimes,
[00:48:49.860 --> 00:48:52.980]   all we need is a taste, yeah?
[00:48:52.980 --> 00:48:56.260]   You feel the goodness and the freedom
[00:48:56.260 --> 00:48:58.460]   of not having to come to God all, like,
[00:48:58.460 --> 00:49:00.220]   broken in conscience.
[00:49:00.220 --> 00:49:01.780]   Your conscience is all bothered,
[00:49:01.780 --> 00:49:02.860]   but you feel this freedom, like,
[00:49:02.860 --> 00:49:05.980]   I can approach God through Christ, right?
[00:49:05.980 --> 00:49:08.740]   The sins that I've committed, I've reconciled in Christ.
[00:49:08.740 --> 00:49:10.140]   The sins I feel tempted with,
[00:49:10.140 --> 00:49:12.660]   I fought in the Spirit through Christ,
[00:49:12.660 --> 00:49:15.100]   and I can go to my God with clarity
[00:49:15.100 --> 00:49:17.300]   as opposed to hiding stuff.
[00:49:17.300 --> 00:49:19.260]   That feels so good.
[00:49:19.260 --> 00:49:22.780]   There's nothing like having open communion with your God,
[00:49:22.780 --> 00:49:24.940]   yeah, and I think in that way,
[00:49:24.940 --> 00:49:26.940]   let those things be a motivation to you.
[00:49:26.940 --> 00:49:30.140]   Okay, great.
[00:49:30.140 --> 00:49:32.780]   Are you guys doing okay?
[00:49:32.780 --> 00:49:34.660]   I do hear the chairs, like, creaking a little bit,
[00:49:34.660 --> 00:49:36.500]   which means, (laughs)
[00:49:36.500 --> 00:49:38.580]   like, okay, yeah.
[00:49:38.580 --> 00:49:41.500]   All right, we're just gonna go for about another,
[00:49:41.500 --> 00:49:44.300]   I think we tackled about four or five questions,
[00:49:44.300 --> 00:49:46.700]   so thank you again for sending in the questions,
[00:49:47.300 --> 00:49:52.300]   and then we'll take a break after that, okay?
[00:49:52.300 --> 00:50:01.220]   Well, this is a question.
[00:50:01.220 --> 00:50:04.180]   As a sinner who has been saved,
[00:50:04.180 --> 00:50:07.100]   is it possible to have a desire that is 100% pure,
[00:50:07.100 --> 00:50:09.140]   or, like, purely godly,
[00:50:09.140 --> 00:50:13.180]   or will even our holy desires be muddled with sin?
[00:50:13.180 --> 00:50:16.380]   So, that's really an interesting question.
[00:50:16.380 --> 00:50:23.780]   The way I see it is that
[00:50:23.780 --> 00:50:28.580]   experientially, we're going to
[00:50:28.580 --> 00:50:32.140]   regularly experience compromise, okay?
[00:50:32.140 --> 00:50:33.700]   And a wise man once said,
[00:50:33.700 --> 00:50:36.420]   "It's not a matter of are you compromised,
[00:50:36.420 --> 00:50:38.820]   "it's a matter of how much," right?
[00:50:38.820 --> 00:50:42.820]   Now, what I'm saying there is philosophical.
[00:50:42.820 --> 00:50:44.820]   It's not necessarily, "Thus says the Lord,
[00:50:44.820 --> 00:50:47.740]   "you can never offer up pure intentions to God."
[00:50:47.740 --> 00:50:49.780]   What Apostle Paul prays for is
[00:50:49.780 --> 00:50:52.780]   he does pray for sincerity of faith, right?
[00:50:52.780 --> 00:50:54.620]   Genuine love.
[00:50:54.620 --> 00:50:55.940]   And when he's talking about that,
[00:50:55.940 --> 00:50:57.500]   he wants us to have a pure conscience
[00:50:57.500 --> 00:50:59.700]   that's washed regularly.
[00:50:59.700 --> 00:51:01.740]   But the fact of the matter is,
[00:51:01.740 --> 00:51:03.940]   we are so easily aware,
[00:51:03.940 --> 00:51:07.660]   so I do kind of picture it on the lines of, like, Peter,
[00:51:07.660 --> 00:51:09.540]   you know, in the whole walking on the,
[00:51:09.540 --> 00:51:12.420]   he was so elated walking on the water,
[00:51:12.420 --> 00:51:13.860]   but he was, like, immediately,
[00:51:13.860 --> 00:51:15.060]   even while being elated,
[00:51:15.060 --> 00:51:19.100]   he, like, quickly became aware of himself, right?
[00:51:19.100 --> 00:51:21.060]   So I feel like that's an experience
[00:51:21.060 --> 00:51:23.100]   a lot of Christians can sympathize with,
[00:51:23.100 --> 00:51:25.980]   which is you may have such a pure desire
[00:51:25.980 --> 00:51:27.300]   to do things for God,
[00:51:27.300 --> 00:51:29.820]   and so you're just like,
[00:51:29.820 --> 00:51:31.380]   I want to serve this sister,
[00:51:31.380 --> 00:51:33.820]   I want to serve this brother out of the genuineness,
[00:51:33.820 --> 00:51:35.020]   I genuinely want to love,
[00:51:35.020 --> 00:51:36.380]   but the thing about it is,
[00:51:36.380 --> 00:51:39.060]   in our flesh, we are very aware
[00:51:39.060 --> 00:51:40.900]   of how I look in that person's eyes,
[00:51:40.900 --> 00:51:43.540]   my own eyes, and the eyes of the church as a whole,
[00:51:43.540 --> 00:51:45.420]   like the community, right?
[00:51:45.420 --> 00:51:48.660]   And so I realized, like, oh gosh,
[00:51:48.660 --> 00:51:50.340]   there are motives that compete,
[00:51:50.340 --> 00:51:54.060]   like, there's a part of me that wants to please God,
[00:51:54.060 --> 00:51:58.060]   please Him, please you, and then myself, you know?
[00:51:58.060 --> 00:52:02.860]   And that comes so instinctually,
[00:52:02.860 --> 00:52:04.980]   it's very, very difficult.
[00:52:04.980 --> 00:52:09.580]   But through practice, through prayer, through humility,
[00:52:09.580 --> 00:52:12.940]   every time you do something, you learn, right?
[00:52:12.940 --> 00:52:16.340]   I can't, I remember the first time I,
[00:52:16.340 --> 00:52:19.900]   like, you know, did this, which is deliver a sermon,
[00:52:19.900 --> 00:52:22.620]   and I share about it a lot because it was so,
[00:52:22.620 --> 00:52:26.740]   like, profound and deep, you know, for me,
[00:52:26.740 --> 00:52:28.940]   which was, that first sermon,
[00:52:28.940 --> 00:52:31.340]   because the leaders gave me, like, two months to prepare,
[00:52:31.340 --> 00:52:34.180]   I poured my heart out into that thing, okay?
[00:52:34.180 --> 00:52:35.780]   And I spent so much time preparing,
[00:52:35.780 --> 00:52:38.220]   so I knew it, I knew it.
[00:52:38.220 --> 00:52:41.580]   But right after I preached it, number one,
[00:52:41.580 --> 00:52:43.420]   I felt my hands kind of shake,
[00:52:43.420 --> 00:52:46.460]   and then I felt, number one, this weird regret, like,
[00:52:46.460 --> 00:52:48.820]   oh my gosh, I should have said this,
[00:52:48.820 --> 00:52:50.740]   oh, so stupid, you know?
[00:52:50.740 --> 00:52:51.580]   You guys ever do that?
[00:52:51.580 --> 00:52:53.820]   You do something, and then immediately it's like,
[00:52:53.820 --> 00:52:55.780]   oh, you start judging yourself, like,
[00:52:55.780 --> 00:52:57.340]   I should have said this, I should have said that,
[00:52:57.340 --> 00:52:58.820]   it didn't come out right, I'm like,
[00:52:58.820 --> 00:53:00.820]   they're not gonna get this, you know?
[00:53:00.820 --> 00:53:02.980]   And then someone did it.
[00:53:02.980 --> 00:53:05.940]   They did it, someone came up and said,
[00:53:05.940 --> 00:53:07.620]   thank you for that message.
[00:53:07.620 --> 00:53:09.180]   And then there was this weird, like,
[00:53:09.180 --> 00:53:10.020]   oh, you liked it?
[00:53:10.020 --> 00:53:13.500]   You know, like, so dumb, right?
[00:53:13.500 --> 00:53:15.020]   Oh, you liked my message?
[00:53:15.020 --> 00:53:18.300]   But then, immediately, once I felt the,
[00:53:18.300 --> 00:53:20.340]   oh, you were blessed by that,
[00:53:20.340 --> 00:53:22.140]   the spiritual side came in and was like,
[00:53:22.140 --> 00:53:24.380]   don't touch God's glory, right?
[00:53:24.380 --> 00:53:27.380]   You gotta be saying, like, it's the word of God, you know?
[00:53:27.380 --> 00:53:29.020]   Yeah. (laughs)
[00:53:29.020 --> 00:53:31.460]   And then, but it was gonna sound super awkward,
[00:53:31.460 --> 00:53:33.700]   and I didn't wanna sound awkward, so I'm like,
[00:53:35.420 --> 00:53:38.260]   shrugs, you know, like, what do you say?
[00:53:38.260 --> 00:53:42.020]   So I remember distinctly all that happened, you know?
[00:53:42.020 --> 00:53:43.980]   And I remember wanting to talk about the sermon
[00:53:43.980 --> 00:53:46.540]   with Bea on the ride home, but then being afraid,
[00:53:46.540 --> 00:53:48.260]   because I was like, do I ask her
[00:53:48.260 --> 00:53:49.380]   what she thought about the sermon?
[00:53:49.380 --> 00:53:51.540]   Because if she didn't like it, then I'm done, you know?
[00:53:51.540 --> 00:53:54.180]   Like, I can't be a pastor anymore.
[00:53:54.180 --> 00:53:56.820]   My wife doesn't like my own sermons, you know?
[00:53:56.820 --> 00:53:59.780]   I mean, my mind was racing.
[00:53:59.780 --> 00:54:03.740]   And I realized, I was like, hey, dude, calm down.
[00:54:03.740 --> 00:54:05.780]   You're a newbie in pastor,
[00:54:05.780 --> 00:54:07.820]   you're gonna have to grow past this.
[00:54:07.820 --> 00:54:10.060]   Your first feelings of pride are like,
[00:54:10.060 --> 00:54:12.180]   did I preach a good sermon, you know?
[00:54:12.180 --> 00:54:14.360]   Did I preach a horrible sermon?
[00:54:14.360 --> 00:54:17.220]   My first battle with, like, taking credit for something
[00:54:17.220 --> 00:54:18.620]   that's supposed to be spiritual,
[00:54:18.620 --> 00:54:21.260]   someone thanking me for a sermon, like,
[00:54:21.260 --> 00:54:23.180]   what do you say to that stuff, you know?
[00:54:23.180 --> 00:54:25.380]   So I know that's a long way of just kinda describing,
[00:54:25.380 --> 00:54:28.540]   but, like, the question is,
[00:54:28.540 --> 00:54:32.140]   is it possible to have that pure intention?
[00:54:32.140 --> 00:54:33.940]   The fact of the matter is, every single one of us,
[00:54:33.940 --> 00:54:36.700]   like children, we're gonna be growing
[00:54:36.700 --> 00:54:39.240]   in even the good things we do
[00:54:39.240 --> 00:54:41.860]   with the immediate temptations that come.
[00:54:41.860 --> 00:54:46.860]   And, like, within those moments, yeah,
[00:54:46.860 --> 00:54:49.620]   the battle against pride is going to be strong
[00:54:49.620 --> 00:54:51.860]   and ever-present, you know?
[00:54:51.860 --> 00:54:55.120]   A battle against you taking any kind of ambitious credit
[00:54:55.120 --> 00:54:57.380]   for that is gonna be ever-present,
[00:54:57.380 --> 00:54:59.480]   and so we have to fight that all the time.
[00:55:01.080 --> 00:55:02.400]   Great.
[00:55:02.400 --> 00:55:04.600]   Oh, bunch of questions came in just now.
[00:55:04.600 --> 00:55:07.720]   I'm gonna answer, essentially,
[00:55:07.720 --> 00:55:11.220]   I was gonna just go up to about 2.30, take a full hour.
[00:55:11.220 --> 00:55:15.400]   Oh, can a person be holier than another person?
[00:55:15.400 --> 00:55:16.920]   Yes!
[00:55:16.920 --> 00:55:19.120]   (laughs)
[00:55:19.120 --> 00:55:20.880]   That was so easy, all right.
[00:55:20.880 --> 00:55:23.920]   Okay, yeah.
[00:55:23.920 --> 00:55:27.520]   Well, actually, let me talk about that a little bit,
[00:55:27.520 --> 00:55:28.360]   because...
[00:55:29.760 --> 00:55:32.320]   (laughs)
[00:55:32.320 --> 00:55:35.200]   I remember, so now that I've been a pastor
[00:55:35.200 --> 00:55:37.200]   for over 10 years, like, there are times
[00:55:37.200 --> 00:55:39.520]   when I sat down with young guys who wanted to be pastors,
[00:55:39.520 --> 00:55:42.760]   and I've also overseen internships and stuff like that.
[00:55:42.760 --> 00:55:47.120]   And, you know, in order to be holy,
[00:55:47.120 --> 00:55:48.840]   I remember a young intern saying, like,
[00:55:48.840 --> 00:55:50.400]   "Oh, yeah, no one's better than another.
[00:55:50.400 --> 00:55:51.760]   "Like, I'm no better than you, okay?
[00:55:51.760 --> 00:55:54.080]   "We're all just sinners trying to climb this wall,
[00:55:54.080 --> 00:55:55.760]   "and I'm next to you, just cheering you on.
[00:55:55.760 --> 00:55:56.920]   "That's my role."
[00:55:56.920 --> 00:55:59.520]   And I said, "Then you're not a leader."
[00:55:59.520 --> 00:56:02.000]   Right, it's like, as harsh as that may sound,
[00:56:02.000 --> 00:56:03.680]   then you shouldn't be doing this.
[00:56:03.680 --> 00:56:08.840]   Apostle Paul, in the scriptures, in the passage we learned,
[00:56:08.840 --> 00:56:11.360]   he said, "I left for you an example."
[00:56:11.360 --> 00:56:14.400]   Apostle Paul is human, he's not Jesus, okay?
[00:56:14.400 --> 00:56:16.920]   He said, "I left you this model,
[00:56:16.920 --> 00:56:19.420]   "intentionally, for you to follow.
[00:56:19.420 --> 00:56:22.920]   "I left you this example, and I expect you to follow it."
[00:56:22.920 --> 00:56:24.160]   Yes?
[00:56:24.160 --> 00:56:27.840]   And in that way, good leaders, a lot of times,
[00:56:27.840 --> 00:56:31.480]   their leadership is shown by the exemplary lives they live.
[00:56:31.480 --> 00:56:34.440]   And if you're not doing it, then you're not a leader, right?
[00:56:34.440 --> 00:56:36.800]   And in that way, as you guys know at our church,
[00:56:36.800 --> 00:56:39.680]   we take leadership very seriously,
[00:56:39.680 --> 00:56:42.600]   because we recognize that it can do a lot of damage,
[00:56:42.600 --> 00:56:45.080]   but it can also do a lot of great good.
[00:56:45.080 --> 00:56:47.320]   But the question in terms of practical holiness,
[00:56:47.320 --> 00:56:51.480]   I absolutely do believe that, yes,
[00:56:51.480 --> 00:56:55.840]   clearly, positionally, before the Lord,
[00:56:55.840 --> 00:56:58.120]   no individual is worth more.
[00:56:58.120 --> 00:57:00.960]   No individual is more valuable or more cleansed,
[00:57:00.960 --> 00:57:05.120]   because everybody is robed in white of Christ.
[00:57:05.120 --> 00:57:07.760]   However, on the level of you being a disciple
[00:57:07.760 --> 00:57:11.040]   and follower of Christ, he's very, very clear.
[00:57:11.040 --> 00:57:15.360]   Some of you need greater, greater discipline.
[00:57:15.360 --> 00:57:18.840]   Some of us need greater, the whole digging into our hearts
[00:57:18.840 --> 00:57:21.380]   and unpacking what we're wrestling with.
[00:57:21.380 --> 00:57:24.360]   And individuals, we have yet to wrestle in prayer
[00:57:24.360 --> 00:57:27.040]   to certain things to overcome some of the inner sins
[00:57:27.040 --> 00:57:29.680]   that we have, and those are all necessary things
[00:57:29.680 --> 00:57:31.480]   we have to grow in, okay?
[00:57:31.480 --> 00:57:33.240]   Great question.
[00:57:33.240 --> 00:57:39.240]   Oh, okay.
[00:57:39.240 --> 00:57:41.040]   This is a interesting one.
[00:57:41.040 --> 00:57:46.040]   Is it sinful to go to a new church that is more palatable?
[00:57:46.040 --> 00:57:49.920]   Maybe a church that is more friendly
[00:57:49.920 --> 00:57:52.800]   or more ministry geared towards seekers?
[00:57:52.800 --> 00:57:56.080]   Maybe because some of your family members is there?
[00:57:56.080 --> 00:58:02.320]   Is this compromising the seriousness of the place upon,
[00:58:02.320 --> 00:58:04.560]   I place upon the church and what is taught?
[00:58:04.560 --> 00:58:06.360]   Wow, what a deep question.
[00:58:06.360 --> 00:58:09.920]   So we'll answer this one, and then take a break,
[00:58:09.920 --> 00:58:13.160]   and then that way, some of you guys who could use a break
[00:58:13.160 --> 00:58:14.520]   could take a break, okay?
[00:58:14.520 --> 00:58:17.520]   Or we could continue on with questions, too.
[00:58:17.520 --> 00:58:20.200]   This is an interesting one, and
[00:58:20.200 --> 00:58:23.200]   (pauses for breath)
[00:58:23.200 --> 00:58:28.840]   yeah, what a profound question that is kind of unique
[00:58:28.840 --> 00:58:32.600]   to our circumstances where we have options.
[00:58:32.600 --> 00:58:37.120]   Again, just putting into context, many Christians,
[00:58:37.120 --> 00:58:39.960]   many of the faithful saints prior to us
[00:58:39.960 --> 00:58:41.880]   didn't have options, you know what I mean?
[00:58:41.880 --> 00:58:44.360]   They were just dying to have some kind of fellowship,
[00:58:44.360 --> 00:58:47.800]   and they didn't have options like we do.
[00:58:47.800 --> 00:58:52.800]   Now, in that context, though, we do have options,
[00:58:52.800 --> 00:58:58.120]   and as you can tell, I'm trying to buy time
[00:58:58.120 --> 00:59:00.080]   so I can summarize my thoughts.
[00:59:00.080 --> 00:59:04.600]   We do have options, and this is what I'm gonna say is,
[00:59:04.600 --> 00:59:10.640]   the truth of the matter is,
[00:59:10.640 --> 00:59:13.560]   there are differing levels of importance.
[00:59:13.560 --> 00:59:15.800]   When I think about a decision,
[00:59:15.800 --> 00:59:17.520]   because my mind is an over-thinker,
[00:59:17.520 --> 00:59:19.080]   I have to sometimes think in this way,
[00:59:19.080 --> 00:59:20.120]   and it takes me time.
[00:59:20.120 --> 00:59:23.080]   To me, it's like you take different-sized balls,
[00:59:23.080 --> 00:59:24.680]   and then you have to put it into this picture
[00:59:24.680 --> 00:59:26.280]   to come to a conclusion,
[00:59:26.280 --> 00:59:29.760]   but not all the balls are the same size.
[00:59:29.760 --> 00:59:32.120]   Some things are much more important,
[00:59:32.120 --> 00:59:33.800]   and it's like that in so many different aspects
[00:59:33.800 --> 00:59:36.280]   of your lives, dating, okay?
[00:59:36.280 --> 00:59:37.640]   If I tell people, like,
[00:59:37.640 --> 00:59:40.520]   yes, you can want a guy who's fun.
[00:59:40.520 --> 00:59:41.800]   You don't wanna date a robot.
[00:59:41.800 --> 00:59:44.160]   I totally get it, okay?
[00:59:44.160 --> 00:59:46.840]   Some guys are super dry, their humor is dry,
[00:59:46.840 --> 00:59:48.360]   and other guys, they're just so witty
[00:59:48.360 --> 00:59:49.840]   and so fun to hang around with.
[00:59:49.840 --> 00:59:51.640]   Is that an important thing to a lot of people?
[00:59:51.640 --> 00:59:53.320]   It is, you know?
[00:59:53.320 --> 00:59:56.600]   But think about the size of significance in that
[00:59:56.600 --> 01:00:01.600]   versus a guy who knows that his life
