
[00:00:00.000 --> 00:00:05.000]   - Hello, everyone.
[00:36:22.840 --> 00:36:27.080]   is a beautiful reflection of the gospel,
[00:36:27.080 --> 00:36:30.000]   and that's why earlier I said, don't think in your mind
[00:36:30.000 --> 00:36:31.920]   that when the scripture challenges you
[00:36:31.920 --> 00:36:34.800]   to submit to your husband's ask to the Lord,
[00:36:34.800 --> 00:36:36.680]   don't think, I'm just submitting to my boss.
[00:36:36.680 --> 00:36:37.520]   Don't do it.
[00:36:37.520 --> 00:36:38.360]   You know why?
[00:36:38.360 --> 00:36:41.000]   Because that is super duper shy
[00:36:41.000 --> 00:36:43.040]   of what God is trying to picture.
[00:36:43.040 --> 00:36:46.360]   Don't think like, okay, I'm just gonna do what he says,
[00:36:46.360 --> 00:36:47.720]   and just whatever, and I'll do it,
[00:36:47.720 --> 00:36:49.160]   like he's my commanding officer.
[00:36:49.160 --> 00:36:50.000]   Don't do that.
[00:36:50.000 --> 00:36:52.760]   Please don't do that, because that picture of you
[00:36:52.760 --> 00:36:54.440]   thinking that you're in the military
[00:36:54.440 --> 00:36:58.560]   is super duper shy of the grand picture that he has
[00:36:58.560 --> 00:37:01.240]   of the Savior and the church.
[00:37:01.240 --> 00:37:02.440]   That makes sense, right?
[00:37:02.440 --> 00:37:05.760]   And I wanna put it to you in another way.
[00:37:05.760 --> 00:37:08.960]   When you think about the response,
[00:37:08.960 --> 00:37:11.880]   verse 24, observe, is a model for us,
[00:37:11.880 --> 00:37:13.880]   and that model is the attitude.
[00:37:13.880 --> 00:37:18.020]   The model is the manner by which we're responding to Christ.
[00:37:18.020 --> 00:37:20.240]   We, the church, we're responding to Christ,
[00:37:20.240 --> 00:37:24.760]   and you, the wives, the ladies, are responding to that.
[00:37:24.760 --> 00:37:27.360]   You're picturing it, okay?
[00:37:27.360 --> 00:37:29.060]   So I want you to think about that.
[00:37:29.060 --> 00:37:31.880]   This is a strange way to say it,
[00:37:31.880 --> 00:37:35.420]   but have you ever thought about submission,
[00:37:35.420 --> 00:37:36.960]   not as like, you know what,
[00:37:36.960 --> 00:37:39.800]   I'm gonna do what I don't wanna do.
[00:37:39.800 --> 00:37:43.480]   That is a very simplistic definition of what submission is.
[00:37:43.480 --> 00:37:44.840]   You have a will, he has a will,
[00:37:44.840 --> 00:37:46.560]   and you say, not mine, but yours.
[00:37:46.560 --> 00:37:48.400]   I gave it to you earlier, it makes sense,
[00:37:48.400 --> 00:37:50.080]   that is a definition.
[00:37:50.080 --> 00:37:52.680]   However, when you conceive of submission,
[00:37:52.680 --> 00:37:58.300]   have you thought of it like that package of the submission,
[00:37:58.300 --> 00:37:59.400]   the submissive heart?
[00:37:59.400 --> 00:38:03.320]   This is my gift to you in love, right?
[00:38:03.320 --> 00:38:05.160]   Have you ever thought about it that way?
[00:38:05.160 --> 00:38:07.260]   It was just Father's Day,
[00:38:07.260 --> 00:38:08.980]   and you know, there's those commercials
[00:38:08.980 --> 00:38:11.100]   where it's like, this Christmas, or this Mother's Day,
[00:38:11.100 --> 00:38:13.260]   this Father's Day, give the gift of love,
[00:38:13.260 --> 00:38:15.400]   and then it's like, earrings, right?
[00:38:15.400 --> 00:38:17.880]   It's a new watch, it's a fishing pole, right?
[00:38:17.880 --> 00:38:19.900]   Have you ever thought about, okay, don't get offended,
[00:38:19.900 --> 00:38:21.660]   as I said, it's like, this Father's Day,
[00:38:21.660 --> 00:38:23.740]   give the gift of submission, right?
[00:38:23.740 --> 00:38:25.660]   If you thought about it that way, it'd be kinda weird,
[00:38:25.660 --> 00:38:28.300]   but have you ever thought about submission
[00:38:28.300 --> 00:38:30.560]   as not just this, like, I'm gonna grind my teeth
[00:38:30.560 --> 00:38:33.220]   and just do it, okay, if you need to do that,
[00:38:33.220 --> 00:38:34.880]   it's better than nothing,
[00:38:34.880 --> 00:38:36.500]   but have you thought about it even better than that,
[00:38:36.500 --> 00:38:38.820]   which is, you know what, I'm going to love
[00:38:38.820 --> 00:38:41.260]   by giving the submission to you,
[00:38:41.260 --> 00:38:43.360]   willingly and freely, why?
[00:38:43.360 --> 00:38:46.100]   Why?
[00:38:46.100 --> 00:38:49.660]   Because that submission is the picture
[00:38:49.660 --> 00:38:51.860]   of grace received, grace giving.
[00:38:51.860 --> 00:38:56.700]   Grace received from God, I can give grace blessings
[00:38:56.700 --> 00:38:59.100]   to the Lord, bless the Lord who has blessed us,
[00:38:59.100 --> 00:39:01.740]   and then we bless everybody else, and we love,
[00:39:01.740 --> 00:39:03.680]   and because we've been blessed so richly
[00:39:03.680 --> 00:39:07.140]   and we're overflowing, you can love and you can love,
[00:39:07.140 --> 00:39:09.220]   like, vertical and then horizontally,
[00:39:09.220 --> 00:39:12.220]   you can do that because of what Christ has done for you,
[00:39:12.220 --> 00:39:14.220]   and that, to us, is the picture
[00:39:14.220 --> 00:39:16.320]   that our hearts have been changed,
[00:39:16.320 --> 00:39:19.040]   because the picture that God has given to us
[00:39:19.040 --> 00:39:21.700]   is not a picture where he says, first and foremost,
[00:39:21.700 --> 00:39:25.160]   husbands, make sure you subject your wives
[00:39:25.160 --> 00:39:27.740]   in submission to you because you're the man.
[00:39:27.740 --> 00:39:28.980]   That's not what it said,
[00:39:30.360 --> 00:39:34.640]   because that would not be a picture of Christ's first advent.
[00:39:34.640 --> 00:39:37.960]   That's not the picture of the gospel.
[00:39:37.960 --> 00:39:41.080]   He did not come to be served, but to serve.
[00:39:41.080 --> 00:39:42.640]   If that were the picture of the gospel,
[00:39:42.640 --> 00:39:46.240]   where the husband subjects the wife into obedience,
[00:39:46.240 --> 00:39:47.960]   that would be his second coming.
[00:39:47.960 --> 00:39:52.400]   That would be his return when there is no room for mercies,
[00:39:52.400 --> 00:39:57.400]   but rather, he is going to make sure every knee bows, right?
[00:39:59.120 --> 00:40:02.440]   The picture of his first coming is he has given grace,
[00:40:02.440 --> 00:40:04.940]   and we freely say, to you, Lord,
[00:40:04.940 --> 00:40:09.780]   not my way, but yours, I love you.
[00:40:09.780 --> 00:40:14.520]   I will gladly say I wanna support you.
[00:40:14.520 --> 00:40:16.620]   I'll be about your business.
[00:40:16.620 --> 00:40:18.000]   You take the lead, right?
[00:40:18.000 --> 00:40:22.400]   And God wanted a picture of this in our marriages.
[00:40:22.400 --> 00:40:24.720]   To some, they might think, that's not fair,
[00:40:24.720 --> 00:40:27.400]   but rather than thinking about this with fairness,
[00:40:27.400 --> 00:40:30.360]   because remember, you tried to stick fairness
[00:40:30.360 --> 00:40:32.960]   into the gospel, and it's like, whoa, whoa, whoa, whoa,
[00:40:32.960 --> 00:40:34.420]   whoa, right?
[00:40:34.420 --> 00:40:41.140]   This is God designed to picture this free giving of love
[00:40:41.140 --> 00:40:44.000]   in an incredible relationship
[00:40:44.000 --> 00:40:46.820]   where in the context of the relationship,
[00:40:46.820 --> 00:40:50.460]   authority, submission, and love all work together.
[00:40:50.460 --> 00:40:55.280]   And so, I want to remind you that not only is
[00:40:55.280 --> 00:40:58.320]   the relationship between husband and wife a picture
[00:40:58.320 --> 00:41:02.440]   of holiness and a picture of purity,
[00:41:02.440 --> 00:41:04.840]   it's a picture of salvific truth,
[00:41:04.840 --> 00:41:07.360]   and the relationship between Christ the Savior
[00:41:07.360 --> 00:41:08.800]   and his church.
[00:41:08.800 --> 00:41:12.340]   What an incredible responsibility we have, right?
[00:41:12.340 --> 00:41:16.360]   And what I wanna say is by way of conclusion,
[00:41:16.360 --> 00:41:18.660]   I think about this passage, and I'm like, wow,
[00:41:18.660 --> 00:41:23.040]   the way that God is in his wisdom working things is crazy,
[00:41:23.040 --> 00:41:26.240]   because when you look at the role of the husband,
[00:41:26.240 --> 00:41:28.400]   the husband has all these responsibilities,
[00:41:28.400 --> 00:41:31.080]   and I've always thought like, you know what, look at this.
[00:41:31.080 --> 00:41:34.280]   The husband role has like a bunch of verses, right?
[00:41:34.280 --> 00:41:35.840]   It's got eight verses.
[00:41:35.840 --> 00:41:38.460]   The wife's role has three, so, you know,
[00:41:38.460 --> 00:41:40.280]   more responsibility and burden on the man.
[00:41:40.280 --> 00:41:41.640]   But when you think about it,
[00:41:41.640 --> 00:41:47.540]   what is God trying to do in terms of a goal for the wife?
[00:41:47.540 --> 00:41:51.840]   When you read this, it says, husband, love your wives,
[00:41:51.840 --> 00:41:54.720]   just as Christ loved the church and gave himself up for her,
[00:41:54.720 --> 00:41:57.080]   so that, there's like a purpose statement there,
[00:41:57.080 --> 00:41:59.000]   he might sanctify her.
[00:41:59.000 --> 00:42:02.100]   So God's intention for the wife in this relationship
[00:42:02.100 --> 00:42:04.940]   is to sanctify her, having cleansed her,
[00:42:04.940 --> 00:42:07.800]   washed her by the word, that he might present to himself
[00:42:07.800 --> 00:42:12.420]   the church in all her glory, having no spot, no wrinkle,
[00:42:12.420 --> 00:42:14.960]   but that she would be holy and blameless,
[00:42:14.960 --> 00:42:17.560]   so the husbands ought also to love their own wives
[00:42:17.560 --> 00:42:19.920]   as their own bodies.
[00:42:19.920 --> 00:42:24.920]   You're like ladies who are feminists,
[00:42:24.920 --> 00:42:28.600]   and are like, no, I will not be subject to anybody, right?
[00:42:28.600 --> 00:42:31.520]   Like, it's just a wrong, wrong worldview, why?
[00:42:31.520 --> 00:42:36.120]   Because what God wants to do is subject the church
[00:42:36.120 --> 00:42:37.760]   to his holy love,
[00:42:37.760 --> 00:42:42.880]   subject the church to his lavishing grace,
[00:42:42.880 --> 00:42:45.280]   his sanctifying intent,
[00:42:45.280 --> 00:42:49.280]   and his desire to present the church in all her glory,
[00:42:49.280 --> 00:42:52.120]   because she's embedded into her his glory.
[00:42:52.120 --> 00:42:54.520]   And then here she is thinking,
[00:42:54.520 --> 00:42:56.720]   no, I'll be subjected to nobody, right?
[00:42:56.720 --> 00:42:59.060]   Like, what is that?
[00:42:59.060 --> 00:43:01.520]   We can't be thinking like that.
[00:43:01.520 --> 00:43:04.880]   The way it's supposed to work is this relationship
[00:43:04.880 --> 00:43:08.720]   is supposed to show the incredible love of God
[00:43:08.720 --> 00:43:14.000]   that is radically changing us to be holy and pure.
[00:43:14.000 --> 00:43:17.040]   And so in this way, when the husband actually has
[00:43:17.040 --> 00:43:20.040]   that desire and is thinking like God and saying,
[00:43:20.040 --> 00:43:23.120]   I'm going to love you with all that I am
[00:43:23.120 --> 00:43:26.360]   to the degree that loving you is loving me, right?
[00:43:26.360 --> 00:43:28.840]   And when they do this for each other,
[00:43:28.840 --> 00:43:32.240]   they become one in such a God-honoring way.
[00:43:32.240 --> 00:43:35.120]   And so let's commit ourselves to not take
[00:43:35.120 --> 00:43:37.160]   the world's thoughts of what is fair,
[00:43:37.160 --> 00:43:38.660]   what is right in the home,
[00:43:38.660 --> 00:43:41.120]   but to see God's intention and purpose
[00:43:41.120 --> 00:43:43.120]   in his beautiful design.
[00:43:43.120 --> 00:43:44.520]   Let's take a moment to pray.
[00:43:45.040 --> 00:43:47.760]   Heavenly Father, we recognize God
[00:43:47.760 --> 00:43:51.000]   that you are God all wise and all true.
[00:43:51.000 --> 00:43:55.120]   And Lord, you have called us to know your wisdom,
[00:43:55.120 --> 00:43:58.240]   to hear it and to walk in it.
[00:43:58.240 --> 00:44:01.520]   And I pray, Father God, that we will apply it
[00:44:01.520 --> 00:44:05.520]   in the places where it exhibits itself the most,
[00:44:05.520 --> 00:44:09.000]   which is where we live the most of our lives in our homes.
[00:44:09.000 --> 00:44:11.440]   And I pray that our church, God, we will recognize,
[00:44:11.440 --> 00:44:13.280]   Lord, we have to be the ones
[00:44:13.280 --> 00:44:17.160]   that recognize, Lord, we have to rise to the call
[00:44:17.160 --> 00:44:19.640]   to build godly families
[00:44:19.640 --> 00:44:22.880]   that are founded on your love and truth.
[00:44:22.880 --> 00:44:26.600]   And I pray, Father God, that we will jettison
[00:44:26.600 --> 00:44:28.900]   and forsake any selfish ambition,
[00:44:28.900 --> 00:44:32.320]   all pride that gets in the way,
[00:44:32.320 --> 00:44:34.800]   all attempts at self-preservation,
[00:44:34.800 --> 00:44:37.980]   and we would follow after the example of Christ,
[00:44:37.980 --> 00:44:40.580]   such selfless sacrifice.
[00:44:40.580 --> 00:44:43.700]   And I pray, Father God, that when we do that,
[00:44:43.700 --> 00:44:45.820]   we would reap the fruits,
[00:44:45.820 --> 00:44:48.580]   we would have the joy of building and establishing
[00:44:48.580 --> 00:44:51.380]   the kind of family that you desire.
[00:44:51.380 --> 00:44:53.260]   And God, then we would have the clarity of mind
[00:44:53.260 --> 00:44:56.540]   and conscience to know we are pleasing you
[00:44:56.540 --> 00:44:59.100]   and we're following after your footsteps.
[00:44:59.100 --> 00:45:01.540]   We thank you, it's in Christ's name we pray, amen.
[00:45:01.540 --> 00:45:11.540]   [BLANK_AUDIO]

