
[00:00:00.000 --> 00:00:02.920]   (soft piano music)
[00:57:14.860 --> 00:57:17.860]   It's the young people who are, you know, some taco in LA is good, and you've got to drive over there and get it.
[00:57:17.860 --> 00:57:22.860]   They're the ones who are doing that. 50-year-olds don't drive to East LA to get a taco.
[00:57:22.860 --> 00:57:27.860]   So the tendency is all the money is spent to try to market to young people.
[00:57:27.860 --> 00:57:33.860]   So young people are driving what we value in our community.
[00:57:33.860 --> 00:57:40.860]   But where the real problem is, the politicians of our generation know that if they don't get chosen by the young people,
[00:57:40.860 --> 00:57:43.860]   they're not going to stay in power.
[00:57:43.860 --> 00:57:48.860]   So they make policies and do strange things, very hurtful things to the society,
[00:57:48.860 --> 00:57:53.860]   because they are catering to the younger people.
[00:57:53.860 --> 00:57:57.860]   And so they would do strange things. I'm not going to get political here.
[00:57:57.860 --> 00:58:04.860]   I did in first service. Yeah, I'm not going to get into political things here.
[00:58:04.860 --> 00:58:09.860]   But a lot of decisions are being made in order to get the votes from the younger people.
[00:58:09.860 --> 00:58:16.860]   So the values and the morality of a younger people who are being shifted, and a lot of things don't make any sense,
[00:58:16.860 --> 00:58:20.860]   but in order to get their votes, policies are being pushed.
[00:58:20.860 --> 00:58:25.860]   Money is being spent in order to get their votes.
[00:58:25.860 --> 00:58:30.860]   And so you have a society being driven by young people.
[00:58:30.860 --> 00:58:36.860]   Now where that hits us is that this has crept into the church,
[00:58:36.860 --> 00:58:40.860]   where in order for the church to garner a lot of people,
[00:58:40.860 --> 00:58:43.860]   you want a church filled with young people who's alive.
[00:58:43.860 --> 00:58:47.860]   They're the ones who are easier to disciple, and so targeting the young people,
[00:58:47.860 --> 00:58:49.860]   so their values and the things that they want.
[00:58:49.860 --> 00:58:55.860]   And so the church is catering to the younger generation so that the younger generation will feel accepted,
[00:58:55.860 --> 00:58:56.860]   and this is church for you.
[00:58:56.860 --> 00:59:02.860]   And so the way that the pastor dresses, the way that he talks, the programs that they create,
[00:59:02.860 --> 00:59:06.860]   is driven by young people.
[00:59:06.860 --> 00:59:13.860]   The problem with that is that young people are not meant to be leaders.
[00:59:13.860 --> 00:59:15.860]   That they have not experienced life.
[00:59:15.860 --> 00:59:18.860]   They don't know certain decisions and the thoughts that they have,
[00:59:18.860 --> 00:59:20.860]   that what kind of ramifications it's going to have.
[00:59:20.860 --> 00:59:25.860]   So if you have a culture, a generation, a family, right,
[00:59:25.860 --> 00:59:30.860]   who's not being led by the parents but their children, you know what that results in.
[00:59:30.860 --> 00:59:33.860]   There's a reason why the Bible tells to establish elders.
[00:59:33.860 --> 00:59:37.860]   Elders is not simply a title. It is also a description.
[00:59:37.860 --> 00:59:42.860]   It's a description of people who have lived their lives, who have been tested,
[00:59:42.860 --> 00:59:47.860]   so that we are not blind leading the blind.
[00:59:47.860 --> 00:59:51.860]   And let me say something that's practical.
[00:59:51.860 --> 00:59:57.860]   If you're married, don't listen to me, okay, for now, okay.
[00:59:57.860 --> 01:00:02.860]   Because, you know, like they say, when you date, you need to date with two eyes wide open,
[01:00:02.860 --> 01:00:06.860]   and then when you get married, you got to close one of your eyes, right,
[01:00:06.860 --> 01:00:08.860]   meaning that you have to learn to be gracious.
[01:00:08.860 --> 01:00:13.860]   While you're dating, right, you want to practice truth.
[01:00:13.860 --> 01:00:16.860]   And this is specific for the ladies.
[01:00:16.860 --> 01:00:21.860]   Do not marry anybody that you do not respect.
[01:00:21.860 --> 01:00:27.860]   If you can't honor him as your leader, if you don't trust him to lead you, that's not your guy.
[01:00:27.860 --> 01:00:29.860]   You're going to be frustrated.
[01:00:29.860 --> 01:00:33.860]   Now, every once in a while, I hear some worldly wisdom, right.
[01:00:33.860 --> 01:00:36.860]   It's called no man knows, you know, they don't know how to lead.
[01:00:36.860 --> 01:00:40.860]   We got to train these monkeys, right.
[01:00:40.860 --> 01:00:44.860]   So I'm going to marry this guy and train him how to lead me, right.
[01:00:44.860 --> 01:00:46.860]   And I hear people saying that.
[01:00:46.860 --> 01:00:51.860]   I said, guess what, that monkey won't be trained, right.
[01:00:51.860 --> 01:00:54.860]   Who you marry is the guy that you're going to have.
[01:00:54.860 --> 01:00:58.860]   You know, James Obson would say this all the time, and he said the problem with ladies
[01:00:58.860 --> 01:01:01.860]   is that they get married thinking that men are going to change, and they never change,
[01:01:01.860 --> 01:01:08.860]   and the men marry women thinking that, you know, they're never going to change, but they always change, right.
[01:01:08.860 --> 01:01:18.860]   If you have the wrong leader that you cannot respect, eventually they're going to lead you to a pit.
[01:01:18.860 --> 01:01:22.860]   I remember years ago in the beginning of the church, I had a guy who came to church.
[01:01:22.860 --> 01:01:28.860]   When our church was much smaller, every sermon I gave, he would pull me aside and tell me what I did wrong.
[01:01:28.860 --> 01:01:31.860]   This was wrong. You shouldn't say that. Oh, you shouldn't say that. You said this too much.
[01:01:31.860 --> 01:01:34.860]   You should have said this, and every sermon that I gave.
[01:01:34.860 --> 01:01:37.860]   So it was miserable, you know, every sermon.
[01:01:37.860 --> 01:01:43.860]   I'm like miserable because I know he's going to come up, and so he would come up, and he was there for months.
[01:01:43.860 --> 01:01:46.860]   And one day he was bold enough and came to me, and he was telling me all this stuff,
[01:01:46.860 --> 01:01:52.860]   and then he said at the end of that, he said, "God called me to this church to disciple you."
[01:01:52.860 --> 01:01:54.860]   That's what he told me.
[01:01:54.860 --> 01:01:59.860]   So I don't know if he wanted me to thank him or something, but he was waiting for a response,
[01:01:59.860 --> 01:02:05.860]   and as outcome, God didn't tell me. He only told you, right?
[01:02:05.860 --> 01:02:12.860]   Again, I remember years ago, I was at Ligonier Conference, and they were talking about Reformed Theology,
[01:02:12.860 --> 01:02:20.860]   and during a Q&A session, one of the pastors stood up and asked R.C. Sproul, he said, "What do I do?"
[01:02:20.860 --> 01:02:26.860]   It wasn't a pastor. It was just a lay conference, and he said, "What do I do if my pastors, my leaders in my church,
[01:02:26.860 --> 01:02:30.860]   that are not teaching correctly, how should I address them so that they can change?"
[01:02:30.860 --> 01:02:35.860]   And I remember R.C. Sproul, without even giving a thought, he says, "Leave."
[01:02:35.860 --> 01:02:39.860]   He said, "Leave, because you're going to be seen as a troublemaker.
[01:02:39.860 --> 01:02:42.860]   Find the pastor. Find a church that you're going to be able to learn from,
[01:02:42.860 --> 01:02:46.860]   but you're going to go there, and you're going to teach your teachers how to teach you,
[01:02:46.860 --> 01:02:49.860]   then you're not there to learn."
[01:02:49.860 --> 01:02:56.860]   If you can't learn, if you can't respect your leadership, you're at the wrong place.
[01:02:56.860 --> 01:03:02.860]   He says, "There's so much given about proper leadership and the effects of that in the Bible."
[01:03:02.860 --> 01:03:07.860]   I can, again, go through passage after passage after passage, why this is so significant,
[01:03:07.860 --> 01:03:12.860]   but I'm going to go over with you about six or seven verses in the New Testament,
[01:03:12.860 --> 01:03:14.860]   the emphasis on why this is so important.
[01:03:14.860 --> 01:03:17.860]   James 1, "Let not many of you become teachers, my brethren,
[01:03:17.860 --> 01:03:24.860]   knowing that as such we will incur a stricter judgment."
[01:03:24.860 --> 01:03:29.860]   Not many of you should become teachers because there's greater judgment.
[01:03:29.860 --> 01:03:34.860]   If your mind and your heart is in the wrong place, and you think that being a leader
[01:03:34.860 --> 01:03:38.860]   is able to come and garner attention for yourself, there's stricter judgment.
[01:03:38.860 --> 01:03:44.860]   You're asking for greater judgment, he says, not many of you, very small percentage of you
[01:03:44.860 --> 01:03:46.860]   should even desire that.
[01:03:46.860 --> 01:03:50.860]   2 Timothy 5, 19-20, "Do not receive an accusation against an elder
[01:03:50.860 --> 01:03:52.860]   except on the basis of two or three witnesses.
[01:03:52.860 --> 01:03:55.860]   Those who continue in sin rebuke in the presence of all,
[01:03:55.860 --> 01:03:58.860]   so that the rest also will be fearful of sinning."
[01:03:58.860 --> 01:04:02.860]   He said, don't entertain it, don't receive an accusation against an elder.
[01:04:02.860 --> 01:04:08.860]   Not because you cannot, he's saying that if you accuse an elder,
[01:04:08.860 --> 01:04:12.860]   and you're going to spread rumors, it better be true,
[01:04:12.860 --> 01:04:15.860]   that there must be an agreement in the church.
[01:04:15.860 --> 01:04:20.860]   Because the ramification of destroying an elder will have ramification for the whole church.
[01:04:20.860 --> 01:04:23.860]   So he's not saying that you can't ever rebuke an elder,
[01:04:23.860 --> 01:04:26.860]   make sure that there is a universal agreement on this,
[01:04:26.860 --> 01:04:32.860]   and then secondly, in order that the church knows how important this is,
[01:04:32.860 --> 01:04:37.860]   that if an elder sins, that this sin needs to be dealt with in a public manner.
[01:04:37.860 --> 01:04:41.860]   1 Timothy 5, 22, "Do not lay hands upon anyone too hastily,
[01:04:41.860 --> 01:04:44.860]   and thereby share responsibility for the sins of others.
[01:04:44.860 --> 01:04:46.860]   Keep yourself free from sin."
[01:04:46.860 --> 01:04:48.860]   He said it's sin.
[01:04:48.860 --> 01:04:53.860]   It's sin to haphazardly place people in leadership.
[01:04:53.860 --> 01:04:58.860]   He says, laying hands basically is saying that I'm partnering with you.
[01:04:58.860 --> 01:05:02.860]   Whether they're being laid hands to be a pastor, or an elder, or a missionary,
[01:05:02.860 --> 01:05:06.860]   to lay hands on somebody basically means that we're in agreement.
[01:05:06.860 --> 01:05:10.860]   So he says, so if this person continues and destroys the church,
[01:05:10.860 --> 01:05:12.860]   you played some part in this.
[01:05:12.860 --> 01:05:18.860]   He says, "Do not lay hands hastily, and by doing so, you yourself may sin."
[01:05:18.860 --> 01:05:22.860]   1 Timothy 5, 24-25, "The sins of some men are quite evident.
[01:05:22.860 --> 01:05:26.860]   Going before them to judgment, for others their sins follow after them.
[01:05:26.860 --> 01:05:29.860]   Likewise also, deeds that are good are quite evident,
[01:05:29.860 --> 01:05:32.860]   and those which are otherwise cannot be concealed."
[01:05:32.860 --> 01:05:38.860]   In other words, take your time to find out, are they qualified?
[01:05:38.860 --> 01:05:41.860]   Some sins are obvious.
[01:05:41.860 --> 01:05:45.860]   And the obvious sins are not the ones that destroy churches,
[01:05:45.860 --> 01:05:48.860]   because you see them, and everybody sees them.
[01:05:48.860 --> 01:05:52.860]   The sins that trail behind them are the ones that destroy the church.
[01:05:52.860 --> 01:05:54.860]   So give it time. Make sure that they're tested,
[01:05:54.860 --> 01:05:57.860]   that you don't hastily put people into leadership.
[01:05:57.860 --> 01:06:01.860]   And then 1 Timothy 3, 1-2, it says, "It is a trustworthy statement.
[01:06:01.860 --> 01:06:06.860]   If any man aspires to the office of overseer, it is a fine work he desires to do.
[01:06:06.860 --> 01:06:09.860]   An overseer then must be above reproach,
[01:06:09.860 --> 01:06:14.860]   and the husband of one wife, temperate, prudent, respectable, hospitable, able to teach."
[01:06:14.860 --> 01:06:17.860]   The summary of everything that he says is above reproach.
[01:06:17.860 --> 01:06:20.860]   Above reproach basically means that there's nothing in your life
[01:06:20.860 --> 01:06:25.860]   that somebody can point to and say, "This disqualifies him."
[01:06:25.860 --> 01:06:29.860]   Whether it is your home life, whether it's your private life, your public life,
[01:06:29.860 --> 01:06:33.860]   whether it's at work, whether it's with your wife, whether it's with your children.
[01:06:33.860 --> 01:06:36.860]   And no one can accuse you of this, because once they accuse you,
[01:06:36.860 --> 01:06:38.860]   you will be disqualified.
[01:06:38.860 --> 01:06:43.860]   This is a very high standard that is given to leadership.
[01:06:43.860 --> 01:06:46.860]   And then finally, Matthew 23, 15, it says,
[01:06:46.860 --> 01:06:48.860]   "Woe to you, scribes and Pharisees, hypocrites,
[01:06:48.860 --> 01:06:53.860]   because you travel around on sea and land to make one proselyte."
[01:06:53.860 --> 01:06:55.860]   "Proselyte" is another word for "convert."
[01:06:55.860 --> 01:07:01.860]   "And when he becomes one, you make him twice as much a son of hell as yourselves."
[01:07:01.860 --> 01:07:06.860]   If the leader is self-motivated, with self-glory,
[01:07:06.860 --> 01:07:08.860]   that's what he's going to produce.
[01:07:08.860 --> 01:07:12.860]   If a hypocrite is going to produce other hypocrites.
[01:07:12.860 --> 01:07:16.860]   And so he's indicting the nation of Israel that all these people,
[01:07:16.860 --> 01:07:21.860]   maybe they're gifted, maybe they're more disciplined, maybe they're more educated,
[01:07:21.860 --> 01:07:25.860]   but all he's doing is producing himself.
[01:07:25.860 --> 01:07:28.860]   And he's putting all his labor, working so hard,
[01:07:28.860 --> 01:07:32.860]   but the end result of his fruit is himself.
[01:07:32.860 --> 01:07:35.860]   A church filled with hypocrites,
[01:07:35.860 --> 01:07:40.860]   who's pretending to be one way at church, but completely different behind the scenes.
[01:07:40.860 --> 01:07:45.860]   All of this is said because Jesus is indicting the nation of Israel.
[01:07:45.860 --> 01:07:48.860]   The reason why Israel was in the spiritual state that they were in
[01:07:48.860 --> 01:07:51.860]   is because the leaders were blind.
[01:07:51.860 --> 01:07:56.860]   And they were blind people were flying or copying and following blind people,
[01:07:56.860 --> 01:08:00.860]   and they fell into a pit.
[01:08:00.860 --> 01:08:05.860]   I can't emphasize enough how careful we need to be.
[01:08:05.860 --> 01:08:09.860]   Again, a lot of it obviously is coming directly from Scripture,
[01:08:09.860 --> 01:08:12.860]   but just even from personal experience.
[01:08:12.860 --> 01:08:19.860]   You can have a great church with leaders and plugging up holes and gifted and talented,
[01:08:19.860 --> 01:08:23.860]   but their character eventually will show.
[01:08:23.860 --> 01:08:27.860]   And when they are self-motivated with self-glory,
[01:08:27.860 --> 01:08:31.860]   and if they have hypocrisy that they are not dealing with,
[01:08:31.860 --> 01:08:34.860]   eventually it will blow up in their face,
[01:08:34.860 --> 01:08:38.860]   and then when it blows up, it blows up the church.
[01:08:38.860 --> 01:08:40.860]   So this is an indictment against the leaders of Israel,
[01:08:40.860 --> 01:08:45.860]   but the second part of what he is saying is about following Christ.
[01:08:45.860 --> 01:08:48.860]   He said, "You're not going to do more than your leader."
[01:08:48.860 --> 01:08:50.860]   And if you did a great job, you're a great follower,
[01:08:50.860 --> 01:08:54.860]   you're going to basically mimic the one that's following you.
[01:08:54.860 --> 01:08:57.860]   The context of this text is Jesus is rebuking them.
[01:08:57.860 --> 01:09:01.860]   He says, "The reason why what I'm saying to you is so foreign to you
[01:09:01.860 --> 01:09:05.860]   is because the leadership has been leading you blind."
[01:09:05.860 --> 01:09:08.860]   In other words, Jesus is telling them to follow him.
[01:09:08.860 --> 01:09:13.860]   In John 10, 11-15, he says, "I am the good shepherd."
[01:09:13.860 --> 01:09:16.860]   The good shepherd lays down his life for the sheep.
[01:09:16.860 --> 01:09:20.860]   He was a hired hand and not a shepherd, who is not the owner of the sheep,
[01:09:20.860 --> 01:09:22.860]   sees the wolf coming and leaves the sheep and flees,
[01:09:22.860 --> 01:09:25.860]   and the wolf snatches them and scatters them.
[01:09:25.860 --> 01:09:29.860]   He flees because he is a hired hand and is not concerned about the sheep.
[01:09:29.860 --> 01:09:35.860]   See, a hired hand is there for his own benefit, to get paid.
[01:09:35.860 --> 01:09:37.860]   He's there for his own glory.
[01:09:37.860 --> 01:09:42.860]   He wants an opportunity to demonstrate and showcase his ability.
[01:09:42.860 --> 01:09:44.860]   He wants the affection of people.
[01:09:44.860 --> 01:09:49.860]   So he can do all of that because he's hoping that there will be a payoff
[01:09:49.860 --> 01:09:53.860]   with attention, affection, and honor from the people.
[01:09:53.860 --> 01:09:58.860]   But when the danger comes, because he's a hired hand, he will leave the sheep
[01:09:58.860 --> 01:10:05.860]   because self-survival is the primary motive of that leader, self-survival.
[01:10:05.860 --> 01:10:08.860]   And it's required to sacrifice himself, he won't do it.
[01:10:08.860 --> 01:10:14.860]   But Jesus says, "I am the good shepherd, and I know my own, and my own know me.
[01:10:14.860 --> 01:10:16.860]   Even as the Father knows me, and I know the Father,
[01:10:16.860 --> 01:10:19.860]   and I lay down my life for the sheep."
[01:10:19.860 --> 01:10:23.860]   I lay down my life for the sheep.
[01:10:23.860 --> 01:10:30.860]   Every single leader in the Church is an under-shepherd of the true shepherd.
[01:10:30.860 --> 01:10:34.860]   So the calling is not for us to be the shepherd of the Church,
[01:10:34.860 --> 01:10:39.860]   but to be a proper representation of the true shepherd, Christ.
[01:10:39.860 --> 01:10:43.860]   And if you look at the whole Gospel of John,
[01:10:43.860 --> 01:10:46.860]   it centers around the seven "I am" statements of Christ.
[01:10:46.860 --> 01:10:51.860]   "I am." "I am the bread of life."
[01:10:51.860 --> 01:10:54.860]   And he's saying that because people are looking for leaders.
[01:10:54.860 --> 01:10:56.860]   They're looking for a king to re-establish Israel.
[01:10:56.860 --> 01:11:01.860]   And he says, "I am the life. I am the bread of life. I am the light of the world."
[01:11:01.860 --> 01:11:04.860]   They're waiting for the Messiah to come and lead them into the promised land,
[01:11:04.860 --> 01:11:08.860]   and Jesus says, "I am the light of the world. I am the door to the sheep."
[01:11:08.860 --> 01:11:11.860]   Because people are looking through the leadership
[01:11:11.860 --> 01:11:14.860]   so that they can be a participant in the synagogue, in the community.
[01:11:14.860 --> 01:11:18.860]   And Jesus says, "I am the door to the sheep. I am the good shepherd.
[01:11:18.860 --> 01:11:22.860]   I am the resurrection and the life. I am the way and the truth and the life.
[01:11:22.860 --> 01:11:28.860]   No one comes to the Father but through me. I am the true vine."
[01:11:28.860 --> 01:11:36.860]   A leader in the Church is simply an under-shepherd of the true leader.
[01:11:36.860 --> 01:11:39.860]   That's why King David,
[01:11:39.860 --> 01:11:42.860]   here's a man, the leadership in Israel was very different than any other leader
[01:11:42.860 --> 01:11:45.860]   because in any other kingdom, the king is king.
[01:11:45.860 --> 01:11:47.860]   He makes the law. He does whatever he wants.
[01:11:47.860 --> 01:11:51.860]   But the king of Israel was an under-shepherd of the true king.
[01:11:51.860 --> 01:11:55.860]   He was not allowed to pass laws by himself.
[01:11:55.860 --> 01:11:58.860]   He was not allowed to invade nations by himself.
[01:11:58.860 --> 01:12:01.860]   He had to get permission from the true shepherd.
[01:12:01.860 --> 01:12:05.860]   And that's why when Saul was disqualified, he chose a younger man.
[01:12:05.860 --> 01:12:11.860]   And his description of David was, "Not a man of battle, not a man of talent,
[01:12:11.860 --> 01:12:17.860]   not a man of wisdom." He says, "Here's a man after my own heart."
[01:12:17.860 --> 01:12:21.860]   That's what qualified him. That's what disqualified Saul.
[01:12:21.860 --> 01:12:24.860]   That he wasn't there for his own glory.
[01:12:24.860 --> 01:12:27.860]   He wasn't there to get attention. He wasn't there to build his kingdom.
[01:12:27.860 --> 01:12:33.860]   He wanted a man who was going to build God's kingdom after God's own heart.
[01:12:33.860 --> 01:12:37.860]   In 1 Corinthians 3, 5-7,
[01:12:37.860 --> 01:12:41.860]   Apostle Paul is dealing with a church who's divided among themselves,
[01:12:41.860 --> 01:12:44.860]   saying, "You know, I follow Paul. I follow Apollos. I follow Peter."
[01:12:44.860 --> 01:12:49.860]   And as a result of this spiritual competition, it divided the church.
[01:12:49.860 --> 01:12:54.860]   Paul humbles them and he says, "What then is Apollos? What is Paul?
[01:12:54.860 --> 01:12:58.860]   Servants through whom you believe, even as the Lord gave opportunity to each one.
[01:12:58.860 --> 01:13:02.860]   I planted Apollos' water, but God was causing the growth."
[01:13:02.860 --> 01:13:06.860]   So then neither the one who plants nor the one who waters is anything,
[01:13:06.860 --> 01:13:12.860]   but God who causes the growth.
[01:13:12.860 --> 01:13:18.860]   The qualification of an elder or a leader in the church
[01:13:18.860 --> 01:13:24.860]   is that his primary desire is to present Christ.
[01:13:24.860 --> 01:13:28.860]   That your faith is not dependent upon me.
[01:13:28.860 --> 01:13:35.860]   If I did a great job, the end result of my doing the great job is that you love Christ.
[01:13:35.860 --> 01:13:38.860]   That you follow Christ. That you desire Christ above anything else.
[01:13:38.860 --> 01:13:42.860]   If at the end of my ministry, you love the church, you love the people in this church,
[01:13:42.860 --> 01:13:48.860]   but your love for Christ did not increase any bit, then I have failed.
[01:13:48.860 --> 01:13:55.860]   Because my primary job is to bring you to Christ, to introduce you to the true shepherd.
[01:13:55.860 --> 01:14:03.860]   Just as an accountant who covets the money that he handles is disqualified to be an accountant,
[01:14:03.860 --> 01:14:08.860]   a servant of God who desires glory for himself is disqualified.
[01:14:08.860 --> 01:14:15.860]   An accountant who may be an expert in counting money, and he may know all the latest laws,
[01:14:15.860 --> 01:14:21.860]   he may be the expert in this field, and yet he covets the money that he is handling,
[01:14:21.860 --> 01:14:29.860]   cannot be an accountant because we don't trust him. That's not his money to count.
[01:14:29.860 --> 01:14:41.860]   And in the same way, a leader in the modern church, if he desires in any way to be seen,
[01:14:41.860 --> 01:14:49.860]   to be respected, to be honored, to be cherished, he is disqualified.
[01:14:49.860 --> 01:14:52.860]   It doesn't matter how gifted you are, it doesn't matter how smart you are,
[01:14:52.860 --> 01:15:00.860]   it doesn't matter what you are capable of doing, the fact that you covet glory disqualifies you.
[01:15:00.860 --> 01:15:07.860]   You are a dangerous person who is gifted and knowledgeable and is able to do great work,
[01:15:07.860 --> 01:15:14.860]   and you covet glory. You are in the greatest danger of yourself and to the church.
[01:15:14.860 --> 01:15:18.860]   If you see that in yourself, you should disqualify yourself.
[01:15:18.860 --> 01:15:25.860]   Do not seek it because there is greater judgment coming upon you.
[01:15:25.860 --> 01:15:29.860]   The problem and the challenge that we have in our generation,
[01:15:29.860 --> 01:15:38.860]   if we try to be loved by people who hate Christ, you have to compromise Christ.
[01:15:38.860 --> 01:15:44.860]   If you are a good representation of Christ, people who hate Christ will hate you.
[01:15:44.860 --> 01:15:48.860]   People who love Christ will love you.
[01:15:48.860 --> 01:15:51.860]   You cannot bear fruit where the Word of God is not bearing fruit.
[01:15:51.860 --> 01:15:55.860]   We live in a generation today where we say, and I've heard pastors say this,
[01:15:55.860 --> 01:15:58.860]   "I try to teach the Bible, we try to do Bible study, and people are not interested."
[01:15:58.860 --> 01:16:02.860]   So we're not going to do that because people are not going to come.
[01:16:02.860 --> 01:16:05.860]   So it's not working.
[01:16:05.860 --> 01:16:11.860]   If the Word of Christ is not bearing fruit, you're not supposed to bear fruit.
[01:16:11.860 --> 01:16:15.860]   The Bible says that in season and out of season do the same thing.
[01:16:15.860 --> 01:16:18.860]   Preach the Word.
[01:16:18.860 --> 01:16:24.860]   If we try to make every season the season for people to come,
[01:16:24.860 --> 01:16:28.860]   then you're going to end up trying to bear fruit where Christ is not bearing fruit.
[01:16:28.860 --> 01:16:32.860]   You're not supposed to bear fruit if they reject Christ.
[01:16:32.860 --> 01:16:36.860]   What fruit are you bearing if they rejected Christ but they love you?
[01:16:36.860 --> 01:16:39.860]   What kind of fruit are you bearing? What kind of church are you building?
[01:16:39.860 --> 01:16:42.860]   When your church is filled with people who do not want Christ.
[01:16:42.860 --> 01:16:44.860]   They don't want the truth.
[01:16:44.860 --> 01:16:47.860]   They want community. They want encouragement.
[01:16:47.860 --> 01:16:50.860]   But they don't want Christ.
[01:16:50.860 --> 01:16:52.860]   He says to preach the Word.
[01:16:52.860 --> 01:16:55.860]   Do not change your method because you've been called to be my undershipper.
[01:16:55.860 --> 01:16:59.860]   Speak when I tell you to speak. Be silent when I tell you to be silent.
[01:16:59.860 --> 01:17:03.860]   Go when I tell you to go. Sit when I tell you to sit.
[01:17:03.860 --> 01:17:06.860]   And after we have done our work,
[01:17:06.860 --> 01:17:11.860]   if we did a good job, they will forget us.
[01:17:11.860 --> 01:17:15.860]   They will forget us, but they will love Christ.
[01:17:15.860 --> 01:17:18.860]   Because our reward is not here.
[01:17:18.860 --> 01:17:20.860]   Our reward is not here.
[01:17:20.860 --> 01:17:24.860]   You know, I hear a lot of people saying,
[01:17:24.860 --> 01:17:27.860]   "How come we don't establish leaders in our church?"
[01:17:27.860 --> 01:17:30.860]   We don't use that term
[01:17:30.860 --> 01:17:34.860]   because we don't want to plant seeds in your head
[01:17:34.860 --> 01:17:38.860]   thinking that our goal is to raise you up and raise you up.
[01:17:38.860 --> 01:17:42.860]   So that you can be an influence among people.
[01:17:42.860 --> 01:17:45.860]   That's not what the Bible calls us to be.
[01:17:45.860 --> 01:17:48.860]   The Bible calls us to be slaves.
[01:17:48.860 --> 01:17:50.860]   To be servants.
[01:17:50.860 --> 01:17:52.860]   And so we don't use that term because
[01:17:52.860 --> 01:17:54.860]   I have people who come to church and say,
[01:17:54.860 --> 01:17:58.860]   "You know, our church, we're very slow to establish leaders
[01:17:58.860 --> 01:18:01.860]   and there's no opportunity to serve."
[01:18:01.860 --> 01:18:04.860]   And that's the term they use. They don't have the opportunity to serve.
[01:18:04.860 --> 01:18:07.860]   I say, "What are you talking about? Our toilets are dirty.
[01:18:07.860 --> 01:18:09.860]   We need more people on the parking team.
[01:18:09.860 --> 01:18:14.860]   We're always trying to get people to clean and cook and serve."
[01:18:14.860 --> 01:18:17.860]   And they say, "No, no, no. I mean serve."
[01:18:17.860 --> 01:18:21.860]   "What are you talking about? We're constantly looking for people to serve."
[01:18:21.860 --> 01:18:24.860]   And I say, "I mean serve. Serve."
[01:18:24.860 --> 01:18:27.860]   You know what I mean? Serve.
[01:18:28.860 --> 01:18:31.860]   Oh, so you mean to lead.
[01:18:31.860 --> 01:18:33.860]   That's what you mean.
[01:18:33.860 --> 01:18:36.860]   So that you can influence other people.
[01:18:36.860 --> 01:18:38.860]   So you can be a teacher.
[01:18:38.860 --> 01:18:41.860]   So when you say there's no opportunity, we're very stingy with the pulpit.
[01:18:41.860 --> 01:18:43.860]   We're very stingy with leadership.
[01:18:43.860 --> 01:18:46.860]   That's what you mean. It's like, "Yeah, yeah. Serve."
[01:18:46.860 --> 01:18:55.860]   When an individual is seeking to serve
[01:18:55.860 --> 01:18:58.860]   and yet they're not serving,
[01:18:58.860 --> 01:19:01.860]   you will ruin the pulpit.
[01:19:01.860 --> 01:19:03.860]   God didn't call us.
[01:19:03.860 --> 01:19:05.860]   We need leaders.
[01:19:05.860 --> 01:19:07.860]   We need leaders.
[01:19:07.860 --> 01:19:09.860]   We have a leader.
[01:19:09.860 --> 01:19:12.860]   We have a chief leader.
[01:19:12.860 --> 01:19:14.860]   We have a leader.
[01:19:14.860 --> 01:19:17.860]   The chief of this church is not me. It's not you.
[01:19:17.860 --> 01:19:19.860]   It's not people that we're raising up.
[01:19:19.860 --> 01:19:22.860]   Christ is our Lord. Christ is our Lord.
[01:19:22.860 --> 01:19:26.860]   So my job here is not to garner attention so that I can be influential to you.
[01:19:26.860 --> 01:19:30.860]   The greatest call that I have is so that you may know Christ.
[01:19:30.860 --> 01:19:33.860]   That you don't trust me. I'm a man just like you.
[01:19:33.860 --> 01:19:36.860]   I make mistakes. I say dumb things all the time.
[01:19:36.860 --> 01:19:40.860]   Don't hang your faith on me.
[01:19:40.860 --> 01:19:44.860]   My job, if I do a good job,
[01:19:44.860 --> 01:19:47.860]   is that you know who Christ is.
[01:19:47.860 --> 01:19:49.860]   That He becomes your leader.
[01:19:49.860 --> 01:19:52.860]   People say to me,
[01:19:52.860 --> 01:19:59.860]   "How come our pastors are out like even today?
[01:19:59.860 --> 01:20:02.860]   Our pastors were up in the roof, pulling the shades,
[01:20:02.860 --> 01:20:06.860]   doing all the work, cleaning, doing construction, doing all this stuff.
[01:20:06.860 --> 01:20:11.860]   Didn't the Bible say that the job that you have is to pray and to teach?
[01:20:11.860 --> 01:20:14.860]   And if you do all these things that you're not doing,
[01:20:14.860 --> 01:20:16.860]   you should go do your job?"
[01:20:17.860 --> 01:20:21.860]   And we're honing on in one thing, and you forget what Jesus said.
[01:20:21.860 --> 01:20:24.860]   Even the Son of Man did not come to be served,
[01:20:24.860 --> 01:20:26.860]   but to serve is to give His life as a ransom for many.
[01:20:26.860 --> 01:20:30.860]   And the last example He gave was He got on His knees and washed their feet.
[01:20:30.860 --> 01:20:33.860]   So I'm going to say, "Jesus, shouldn't you be praying?
[01:20:33.860 --> 01:20:37.860]   Shouldn't you be studying? Why are you washing their feet?"
[01:20:37.860 --> 01:20:41.860]   The reason why He did that is because He knows our natural nature.
[01:20:41.860 --> 01:20:44.860]   Because He had a room filled with people who thought,
