
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:34:50.380 --> 00:34:53.680]   But look at the boldness and the confidence
[00:34:53.680 --> 00:34:58.840]   of him not being arrogant, but him being humble,
[00:34:58.840 --> 00:35:00.840]   and so having this kind of dedication.
[00:35:00.840 --> 00:35:05.320]   I believe this really does come with a perception,
[00:35:05.320 --> 00:35:08.200]   a perspective of God as sovereign,
[00:35:08.200 --> 00:35:10.440]   authoritative master over all,
[00:35:10.440 --> 00:35:12.420]   even the master of these wicked men.
[00:35:13.720 --> 00:35:15.440]   Do you know that in the Bible,
[00:35:15.440 --> 00:35:18.080]   in Proverbs chapter 28, verse one,
[00:35:18.080 --> 00:35:21.520]   it says that the righteous of God are as bold as lions?
[00:35:21.520 --> 00:35:24.200]   Proverbs 28, verse one.
[00:35:24.200 --> 00:35:26.920]   The righteous of God are as bold as lions.
[00:35:26.920 --> 00:35:29.520]   I want you to think about that for a moment.
[00:35:29.520 --> 00:35:32.960]   Does that seem arrogant for us to be like bold as lions?
[00:35:32.960 --> 00:35:35.040]   To us have our like manes all fluffed
[00:35:35.040 --> 00:35:37.060]   and walk around like kings?
[00:35:37.060 --> 00:35:41.000]   But the fact of the matter is the scripture analogously
[00:35:41.000 --> 00:35:45.040]   describes those who are in God as bold as lions.
[00:35:45.040 --> 00:35:47.740]   You know, lions have no natural predator.
[00:35:47.740 --> 00:35:50.460]   That's why when you go to the zoo,
[00:35:50.460 --> 00:35:53.280]   they're just like lazy bums lying everywhere.
[00:35:53.280 --> 00:35:55.080]   Other animals, you come over to their cage,
[00:35:55.080 --> 00:35:57.000]   they run, they hide, you know,
[00:35:57.000 --> 00:35:58.680]   because they're all afraid.
[00:35:58.680 --> 00:36:00.440]   Lions, they kind of look at you,
[00:36:00.440 --> 00:36:02.840]   and they just slump, and then they just like sleep.
[00:36:02.840 --> 00:36:05.100]   And you want them to do something, but they won't.
[00:36:05.100 --> 00:36:05.940]   Why?
[00:36:05.940 --> 00:36:07.000]   They're afraid of nobody.
[00:36:07.000 --> 00:36:08.160]   They have no predators.
[00:36:09.960 --> 00:36:12.200]   Do you realize that the scriptures
[00:36:12.200 --> 00:36:14.680]   challenges us to have that kind of heart
[00:36:14.680 --> 00:36:16.280]   that's not an arrogant one?
[00:36:16.280 --> 00:36:19.640]   It's a humble boldness that comes from the servant's heart,
[00:36:19.640 --> 00:36:22.420]   seeing his master's sovereignty.
[00:36:22.420 --> 00:36:23.880]   Do you remember in Romans chapter eight?
[00:36:23.880 --> 00:36:26.040]   We have to turn there and look at this passage.
[00:36:26.040 --> 00:36:28.040]   Do you remember in Romans chapter eight,
[00:36:28.040 --> 00:36:30.760]   verse 31 and forward?
[00:36:30.760 --> 00:36:33.340]   Verse 31 and forward.
[00:36:33.340 --> 00:36:39.880]   If God is for us, who can be against us?
[00:36:40.640 --> 00:36:42.680]   He who did not spare his own son,
[00:36:42.680 --> 00:36:44.920]   but gave him up for us all,
[00:36:44.920 --> 00:36:49.080]   how will he not also with him graciously give us all things?
[00:36:49.080 --> 00:36:51.720]   Who shall bring any charge against the elect?
[00:36:51.720 --> 00:36:54.000]   It is God who justifies.
[00:36:54.000 --> 00:36:55.640]   Who is to condemn?
[00:36:55.640 --> 00:36:57.040]   These priests?
[00:36:57.040 --> 00:36:59.040]   These scribes?
[00:36:59.040 --> 00:37:00.820]   Christ Jesus is the one who died.
[00:37:00.820 --> 00:37:02.240]   More than that, who was raised,
[00:37:02.240 --> 00:37:03.840]   who is at the right hand of God,
[00:37:03.840 --> 00:37:06.840]   who indeed is interceding for us.
[00:37:06.840 --> 00:37:08.640]   Who shall separate us from the love of Christ?
[00:37:08.640 --> 00:37:11.120]   Shall tribulation or distress or persecution
[00:37:11.120 --> 00:37:14.440]   or famine or nakedness or danger or sword?
[00:37:14.440 --> 00:37:15.280]   Nothing.
[00:37:15.280 --> 00:37:20.440]   What is such a huge danger for the Christian who has God?
[00:37:20.440 --> 00:37:21.520]   Nothing.
[00:37:21.520 --> 00:37:24.680]   So we have courage.
[00:37:24.680 --> 00:37:26.080]   We have boldness.
[00:37:26.080 --> 00:37:27.680]   We have confidence.
[00:37:27.680 --> 00:37:28.900]   I can preach.
[00:37:28.900 --> 00:37:29.920]   I can minister.
[00:37:29.920 --> 00:37:31.600]   I can go.
[00:37:31.600 --> 00:37:32.880]   I can be hurt.
[00:37:32.880 --> 00:37:35.160]   But I'm not in danger.
[00:37:35.160 --> 00:37:37.960]   This is the heart of Apostle Peter
[00:37:37.960 --> 00:37:40.880]   and the other disciples getting persecuted.
[00:37:40.880 --> 00:37:43.760]   We must, we have a sovereign God.
[00:37:43.760 --> 00:37:46.800]   And so what we see so far is that the Apostle Peter
[00:37:46.800 --> 00:37:49.880]   had the servant's heart to see the purpose of God.
[00:37:49.880 --> 00:37:52.080]   We also see that he has a servant's heart to say,
[00:37:52.080 --> 00:37:55.960]   if I see the purpose of this sovereign God, I obey.
[00:37:55.960 --> 00:37:57.040]   I must obey.
[00:37:57.040 --> 00:37:58.560]   I can't stop.
[00:37:58.560 --> 00:37:59.680]   Right?
[00:37:59.680 --> 00:38:02.280]   But lastly, he has this perspective
[00:38:02.280 --> 00:38:04.760]   of the servant's privilege.
[00:38:04.760 --> 00:38:06.640]   Of the servant's privilege.
[00:38:06.640 --> 00:38:08.680]   And this is the most profound one of all.
[00:38:08.680 --> 00:38:10.520]   This is actually the reason why I'm preaching
[00:38:10.520 --> 00:38:11.780]   from the book of Acts 3 this morning,
[00:38:11.780 --> 00:38:13.920]   because as I study this passage,
[00:38:13.920 --> 00:38:18.280]   it was so convicting, humbling, challenging,
[00:38:18.280 --> 00:38:19.760]   I just had to stop.
[00:38:19.760 --> 00:38:22.220]   And I've been dwelling on this for weeks.
[00:38:22.220 --> 00:38:26.480]   To have a servant's heart like Apostle Peter,
[00:38:26.480 --> 00:38:30.240]   to see what he's going through as a privilege.
[00:38:30.240 --> 00:38:34.520]   Take a look at Acts chapter five, verse 40 through 42.
[00:38:34.520 --> 00:38:36.960]   Acts chapter five, verse 40 through 42.
[00:38:36.960 --> 00:38:42.120]   And as you go there, I'm gonna give you the background.
[00:38:42.120 --> 00:38:43.820]   The background is this.
[00:38:43.820 --> 00:38:46.960]   The priests, the high priests, the scribes, the Sadducees,
[00:38:46.960 --> 00:38:49.900]   all this council of the wise men of Israel,
[00:38:49.900 --> 00:38:52.640]   gathering together against the apostles of God.
[00:38:52.640 --> 00:38:55.280]   They don't know what to do.
[00:38:55.280 --> 00:38:57.320]   Okay, we just threatened these guys.
[00:38:57.320 --> 00:38:59.320]   We put them in jail, and they just looked at us
[00:38:59.320 --> 00:39:00.560]   and said, we can't stop.
[00:39:00.560 --> 00:39:03.120]   We're not gonna obey you.
[00:39:03.120 --> 00:39:07.560]   Ah, these rebellious insubordinates.
[00:39:07.560 --> 00:39:08.400]   What do we do?
[00:39:08.400 --> 00:39:09.720]   One guy says, kill 'em.
[00:39:09.720 --> 00:39:12.220]   Let's just kill 'em.
[00:39:12.220 --> 00:39:16.480]   But then there's a rabbi, his name is Gamaliel, okay?
[00:39:16.480 --> 00:39:18.000]   His name might be familiar.
[00:39:18.000 --> 00:39:20.480]   Apostle Paul studied under this one guy.
[00:39:20.480 --> 00:39:24.320]   He was known to be one of the greatest rabbis,
[00:39:24.320 --> 00:39:26.960]   not of their generation, but of all generations.
[00:39:26.960 --> 00:39:29.600]   He was such a profound thinker.
[00:39:29.600 --> 00:39:33.160]   He was such a profound writer and scribe
[00:39:33.160 --> 00:39:35.000]   that they even gave him a special name.
[00:39:35.000 --> 00:39:38.800]   It wasn't just, hey, rabbi, it was rabban, okay?
[00:39:38.800 --> 00:39:40.320]   So if you guys are into the comics and stuff,
[00:39:40.320 --> 00:39:42.600]   it's like Super Saiyan, you know?
[00:39:42.600 --> 00:39:44.960]   (audience laughs)
[00:39:44.960 --> 00:39:48.140]   So the whole idea is this guy is above,
[00:39:48.140 --> 00:39:50.480]   head above the rest of the rabbis.
[00:39:50.480 --> 00:39:54.560]   And he says, hey, if this is something of men,
[00:39:54.560 --> 00:39:55.600]   it's just gonna pass.
[00:39:55.600 --> 00:39:58.860]   Remember those peevish people, Thaddeus and the rebellion,
[00:39:58.860 --> 00:40:01.120]   the 400 people rebelled?
[00:40:01.120 --> 00:40:02.160]   What happened to that?
[00:40:02.160 --> 00:40:05.160]   Nothing, give it time, it'll just fizzle.
[00:40:05.160 --> 00:40:07.560]   So with this too, take a look.
[00:40:07.560 --> 00:40:11.040]   This is what he says in verse 38 through 39.
[00:40:11.040 --> 00:40:13.360]   So in the present case, I say to you,
[00:40:13.360 --> 00:40:16.160]   stay away from these men and let them alone.
[00:40:16.160 --> 00:40:18.720]   For if this plan or action is of men,
[00:40:18.720 --> 00:40:20.760]   it will be overthrown.
[00:40:20.760 --> 00:40:24.440]   But if it is of God, you will not be able to overthrow him.
[00:40:24.440 --> 00:40:28.120]   Or else you may even be found fighting against God.
[00:40:28.120 --> 00:40:29.380]   You can see why people are thinking,
[00:40:29.380 --> 00:40:32.960]   whoa, this guy is wise, right?
[00:40:32.960 --> 00:40:34.920]   But the thing about it is,
[00:40:34.920 --> 00:40:37.360]   if you take a closer look at what's going on,
[00:40:37.360 --> 00:40:41.000]   Gamaliel's counsel is not wise.
[00:40:41.000 --> 00:40:42.560]   It's not godly.
[00:40:42.560 --> 00:40:44.720]   It's not in favor of the disciples.
[00:40:44.720 --> 00:40:47.640]   It is simply pragmatic.
[00:40:47.640 --> 00:40:50.320]   These guys have a big clout right now.
[00:40:50.320 --> 00:40:52.320]   Basically, 3,000 people came to faith,
[00:40:52.320 --> 00:40:53.720]   5,000 people came to faith,
[00:40:53.720 --> 00:40:55.160]   there's more being added daily.
[00:40:55.160 --> 00:40:56.760]   They have a huge following.
[00:40:56.760 --> 00:41:00.040]   You go against them, you go against 10,000.
[00:41:00.040 --> 00:41:02.120]   So give it some time, let it blow off.
[00:41:02.120 --> 00:41:03.920]   Is that godly?
[00:41:03.920 --> 00:41:04.760]   No.
[00:41:04.760 --> 00:41:06.800]   Apostle Peter is making a claim,
[00:41:06.800 --> 00:41:09.600]   Jesus Christ is the stone, he is the salvation,
[00:41:09.600 --> 00:41:12.640]   he is essentially God.
[00:41:12.640 --> 00:41:14.840]   And you Pharisees need to submit.
[00:41:14.840 --> 00:41:16.760]   That's basically what he's saying.
[00:41:16.760 --> 00:41:19.160]   And for Gamaliel to say, eh, we'll just give it time,
[00:41:19.160 --> 00:41:20.680]   that is not godly.
[00:41:20.680 --> 00:41:22.400]   Not godly at all.
[00:41:22.400 --> 00:41:24.440]   And what's not godly is what happens next.
[00:41:24.440 --> 00:41:27.880]   So, verse 40, they took his advice,
[00:41:27.880 --> 00:41:29.480]   and after calling the apostles in,
[00:41:29.480 --> 00:41:31.040]   they flogged them and ordered them
[00:41:31.040 --> 00:41:32.800]   not to speak in the name of Jesus,
[00:41:32.800 --> 00:41:34.200]   and then released him.
[00:41:34.200 --> 00:41:38.040]   And then released him.
[00:41:38.040 --> 00:41:40.600]   But then this next part is the killer,
[00:41:40.600 --> 00:41:43.560]   is the part that I want you guys to highlight,
[00:41:43.560 --> 00:41:48.200]   underline, star, bracket, everything, okay?
[00:41:48.200 --> 00:41:50.720]   Look at what this says.
[00:41:50.720 --> 00:41:53.840]   So they went on their way from the presence of the council,
[00:41:53.840 --> 00:41:56.640]   rejoicing that they had been considered worthy
[00:41:56.640 --> 00:41:59.800]   to suffer shame for his name.
[00:41:59.800 --> 00:42:02.240]   And every day in the temple and from house to house,
[00:42:02.240 --> 00:42:03.760]   they kept right on preaching,
[00:42:03.760 --> 00:42:06.560]   and preaching Jesus as the Christ.
[00:42:06.560 --> 00:42:07.960]   Amen.
[00:42:07.960 --> 00:42:09.080]   You see their persistence,
[00:42:09.080 --> 00:42:11.680]   you see their submission to the purposes of God,
[00:42:11.680 --> 00:42:13.920]   but one of the things that's highlighted in this passage
[00:42:13.920 --> 00:42:16.880]   is you see their perspective on life.
[00:42:19.280 --> 00:42:24.280]   They view all that they experienced as a privilege.
[00:42:24.280 --> 00:42:26.280]   Would you have thought it like that?
[00:42:26.280 --> 00:42:29.440]   I mean, essentially, he's been preaching,
[00:42:29.440 --> 00:42:30.760]   he's been going out of his way,
[00:42:30.760 --> 00:42:32.640]   these apostles still are,
[00:42:32.640 --> 00:42:34.560]   essentially, like, they don't have possessions of their own,
[00:42:34.560 --> 00:42:36.760]   they didn't take along the wife and et cetera.
[00:42:36.760 --> 00:42:39.520]   They've given and sacrificed everything.
[00:42:39.520 --> 00:42:41.360]   So now, to have poured out everything,
[00:42:41.360 --> 00:42:43.720]   only to conclude in,
[00:42:43.720 --> 00:42:46.520]   we just got spanked by the politicians.
[00:42:46.520 --> 00:42:50.640]   We just got beat up and flogged by the religious leaders.
[00:42:50.640 --> 00:42:52.120]   What happened?
[00:42:52.120 --> 00:42:54.360]   That's what I would have said.
[00:42:54.360 --> 00:42:56.760]   I would have been very disappointed.
[00:42:56.760 --> 00:43:01.760]   Aw, I was hoping this would turn out well, you know?
[00:43:01.760 --> 00:43:04.200]   I thought we had a big church growing.
[00:43:04.200 --> 00:43:06.720]   Very disappointed.
[00:43:06.720 --> 00:43:07.800]   Obviously, more than disappointed,
[00:43:07.800 --> 00:43:09.760]   I would have been bitter in my heart, like,
[00:43:09.760 --> 00:43:11.720]   what, what's going on, you know?
[00:43:11.720 --> 00:43:14.240]   After giving my heart, after preaching,
[00:43:14.240 --> 00:43:16.480]   after doing all this, this is what I get?
[00:43:16.480 --> 00:43:18.520]   If you've ever had thoughts like that,
[00:43:18.520 --> 00:43:21.440]   after giving of myself and devoting and giving,
[00:43:21.440 --> 00:43:23.440]   no one's reciprocating, no one's helping,
[00:43:23.440 --> 00:43:24.680]   and this is what I get?
[00:43:24.680 --> 00:43:27.520]   You'd be embittered.
[00:43:27.520 --> 00:43:29.000]   You'd be embittered, perhaps,
[00:43:29.000 --> 00:43:31.400]   at all the people who are hurting you,
[00:43:31.400 --> 00:43:34.160]   and worst and foremost, you'd probably be bitter at God.
[00:43:34.160 --> 00:43:35.280]   God, what gives?
[00:43:35.280 --> 00:43:37.920]   Am I not serving your purpose?
[00:43:37.920 --> 00:43:39.920]   Am I not doing what you asked me to do?
[00:43:39.920 --> 00:43:42.480]   And this is what I get?
[00:43:42.480 --> 00:43:45.440]   But that wasn't the heart of the apostles at all,
[00:43:45.440 --> 00:43:46.640]   wasn't it?
[00:43:46.640 --> 00:43:51.200]   It was, thanks, God, for giving me this opportunity.
[00:43:51.200 --> 00:43:52.040]   Thank you.
[00:43:52.040 --> 00:43:54.120]   Who thinks like that?
[00:43:54.120 --> 00:43:58.040]   Does that not strike you as strange?
[00:43:58.040 --> 00:44:01.400]   Almost not human?
[00:44:01.400 --> 00:44:05.400]   Am I the only one sitting here thinking,
[00:44:05.400 --> 00:44:07.200]   I don't know if I can do that?
[00:44:07.200 --> 00:44:10.640]   Who really thinks like that?
[00:44:10.640 --> 00:44:12.920]   And then as I thought and thought and meditated on it,
[00:44:12.920 --> 00:44:16.400]   I realized we do think like that.
[00:44:16.400 --> 00:44:18.840]   In different scenarios, different life circumstances,
[00:44:18.840 --> 00:44:21.160]   we all think like that to some degree.
[00:44:21.160 --> 00:44:25.200]   I can give an example, perhaps, of a young man.
[00:44:25.200 --> 00:44:29.440]   He has this beautiful girl he's chasing.
[00:44:29.440 --> 00:44:30.880]   He's trying to woo her.
[00:44:30.880 --> 00:44:32.920]   He's being super nice and courteous,
[00:44:32.920 --> 00:44:34.720]   chivalrous, opens the door,
[00:44:34.720 --> 00:44:38.280]   pulls out the seat,
[00:44:38.280 --> 00:44:42.240]   and he'd be willing if he keeps going down that path,
[00:44:42.240 --> 00:44:43.760]   holds her purse.
[00:44:43.760 --> 00:44:45.480]   I got to hold her purse.
[00:44:45.480 --> 00:44:48.120]   It's like, that's friend zone, man.
[00:44:48.120 --> 00:44:52.560]   But in his mind, it's like, I got to give her a ride.
[00:44:52.560 --> 00:44:54.000]   I got to.
[00:44:54.000 --> 00:44:57.600]   But in his friend's eyes, it's like, you got used.
[00:44:57.600 --> 00:45:00.360]   But in his mind, it's not a sacrifice, is it?
[00:45:00.360 --> 00:45:02.720]   You know, there was a time when I was in seminary.
[00:45:02.720 --> 00:45:06.200]   My seminary was on the Grace Community Church campus.
[00:45:06.200 --> 00:45:09.440]   We were at masters, they share campuses.
[00:45:09.440 --> 00:45:11.560]   And John MacArthur walks around a lot,
[00:45:11.560 --> 00:45:13.760]   and sometimes he asks seminary students
[00:45:13.760 --> 00:45:15.080]   to help him with stuff.
[00:45:15.080 --> 00:45:17.280]   And MacArthur's just a man.
[00:45:17.280 --> 00:45:18.880]   He's just a dude, you know?
[00:45:18.880 --> 00:45:20.720]   And now he's an aging man.
[00:45:20.720 --> 00:45:22.040]   But the fact of the matter is,
[00:45:22.040 --> 00:45:25.760]   in certain circles, he's seen as like, wow.
[00:45:25.760 --> 00:45:27.200]   He's got a halo going around him.
[00:45:27.200 --> 00:45:29.200]   And I remember when one of my buddies,
[00:45:29.200 --> 00:45:31.800]   he was asked, like, can you give me a ride?
[00:45:31.800 --> 00:45:34.120]   John MacArthur, we were walking by,
[00:45:34.120 --> 00:45:35.120]   he said, can you give me a ride?
[00:45:35.120 --> 00:45:37.560]   I need to go right now to the speaking engagement.
[00:45:37.560 --> 00:45:39.720]   You get to just come to the engagement and listen.
[00:45:39.720 --> 00:45:42.320]   So they booked it, they hit traffic together,
[00:45:42.320 --> 00:45:44.520]   and then they went to the venue, they came back,
[00:45:44.520 --> 00:45:46.040]   and the next day when we had class,
[00:45:46.040 --> 00:45:50.280]   this guy was just like, you know, he's just like crazy.
[00:45:50.280 --> 00:45:53.040]   He's like, I got to be in traffic with MacArthur.
[00:45:53.040 --> 00:45:55.800]   And the rest of us are sitting here thinking like,
[00:45:55.800 --> 00:45:56.640]   you dweeb.
[00:45:56.640 --> 00:45:58.680]   But then in the back of my mind,
[00:45:58.680 --> 00:46:01.280]   it's like, so cool, you know?
[00:46:01.280 --> 00:46:03.600]   Why, why is that?
[00:46:03.600 --> 00:46:07.720]   The person you honor, you adore, you serve,
[00:46:07.720 --> 00:46:09.000]   it's not a sacrifice.
[00:46:09.000 --> 00:46:15.240]   Anything, just anything feels good to do for you.
[00:46:15.240 --> 00:46:18.120]   Why do grandparents just want to feed the baby?
[00:46:18.120 --> 00:46:20.800]   Like, they want an opportunity just to feed the baby, why?
[00:46:20.800 --> 00:46:22.400]   Feeding babies not fun.
[00:46:22.400 --> 00:46:24.720]   Food is everywhere, it's like they don't need it,
[00:46:24.720 --> 00:46:27.120]   you know, takes an hour, it's frustrating,
[00:46:27.120 --> 00:46:29.200]   it kills me, okay?
[00:46:29.200 --> 00:46:30.960]   But grandparents, I just want to come over
[00:46:30.960 --> 00:46:32.720]   and feed your baby.
[00:46:32.720 --> 00:46:34.880]   I just want your kid to sit on my lap.
[00:46:34.880 --> 00:46:37.160]   I just want your kid to just be by my side
[00:46:37.160 --> 00:46:38.840]   on hot days, it's like I don't want my kids
[00:46:38.840 --> 00:46:41.680]   anywhere near me, it's like, go home, sit on me, you know?
[00:46:41.680 --> 00:46:45.280]   But grandparents, they don't think twice.
[00:46:45.280 --> 00:46:49.160]   (audience laughing)
[00:46:49.160 --> 00:46:51.440]   I don't do that all the time, okay?
[00:46:51.440 --> 00:46:53.240]   Just sometimes when it's really hot.
[00:46:53.240 --> 00:47:01.280]   But discomfort, suffering,
[00:47:01.280 --> 00:47:06.040]   it's all worth it when you love that person, right?
[00:47:07.040 --> 00:47:08.640]   The fact of the matter is,
[00:47:08.640 --> 00:47:10.360]   Apostle Peter looks at God and says,
[00:47:10.360 --> 00:47:13.360]   "Thank you, you thought of me to give me this opportunity."
[00:47:13.360 --> 00:47:17.920]   And can I make this more profound?
[00:47:17.920 --> 00:47:21.680]   It's because flogging is not a small deal.
[00:47:21.680 --> 00:47:23.760]   In the Mishnah, which is kind of like a commentary
[00:47:23.760 --> 00:47:26.680]   to the Bible of the Jewish religion,
[00:47:26.680 --> 00:47:29.240]   they write of flogging, that the individual
[00:47:29.240 --> 00:47:31.240]   who is being flogged would be tied their hands
[00:47:31.240 --> 00:47:34.400]   to a post, basically like this, so that they'd be stretched.
[00:47:34.400 --> 00:47:36.200]   And what's more, they would have a pillar,
[00:47:36.200 --> 00:47:38.560]   a rock or a stone, pressed up against their chest
[00:47:38.560 --> 00:47:42.240]   so that they could not lean forward and dodge the whipping.
[00:47:42.240 --> 00:47:45.360]   And the story of it, as I read to it,
[00:47:45.360 --> 00:47:46.640]   I didn't realize it was that bad.
[00:47:46.640 --> 00:47:48.640]   In my mind, I just thought of the movies.
[00:47:48.640 --> 00:47:50.400]   (imitates whip cracking)
[00:47:50.400 --> 00:47:53.840]   And then next thing you know, they go down 40 times.
[00:47:53.840 --> 00:47:57.320]   A lot of times, they wouldn't go all 40
[00:47:57.320 --> 00:47:58.680]   because people would die.
[00:47:58.680 --> 00:48:01.880]   In the Mishnah, it writes of the whipping.
[00:48:01.880 --> 00:48:03.040]   I'm not gonna go into every detail
[00:48:03.040 --> 00:48:04.640]   because it's too gruesome, but the whipping
[00:48:04.640 --> 00:48:06.280]   was not just on the back.
[00:48:06.280 --> 00:48:07.540]   It was everywhere.
[00:48:07.540 --> 00:48:08.760]   They would turn the guy around
[00:48:08.760 --> 00:48:10.660]   when the back was too bloody and bare.
[00:48:10.660 --> 00:48:16.400]   It blows my mind for a disciple of Christ
[00:48:16.400 --> 00:48:19.480]   to be like, thank you for giving me this opportunity
[00:48:19.480 --> 00:48:20.480]   to serve you.
[00:48:20.480 --> 00:48:23.640]   It strikes at my heart.
[00:48:23.640 --> 00:48:27.280]   Because perhaps the opportunities I want are glamorous.
[00:48:27.280 --> 00:48:30.040]   Because perhaps the opportunities I want are X, Y, and Z.
[00:48:30.040 --> 00:48:32.760]   But for them, anything, God, anything you ask me to do,
[00:48:32.760 --> 00:48:34.120]   I'd be happy to do it.
[00:48:34.120 --> 00:48:34.960]   Why?
[00:48:34.960 --> 00:48:36.640]   Because they have a servant's heart.
[00:48:36.640 --> 00:48:40.720]   And that's what I'm getting at with this sermon.
[00:48:40.720 --> 00:48:44.680]   As I read through the Acts of the Apostles,
[00:48:44.680 --> 00:48:47.480]   as I read through what God has been doing,
[00:48:47.480 --> 00:48:49.240]   I saw in them a servant's heart,
[00:48:49.240 --> 00:48:51.320]   a willingness to experience anything.
[00:48:51.320 --> 00:48:53.680]   And even shame for Christ, they desired it
[00:48:53.680 --> 00:48:55.360]   because they saw it as an honor
[00:48:55.360 --> 00:48:58.400]   to do something for my Lord.
[00:48:58.400 --> 00:49:01.280]   Because they bought into his purpose.
[00:49:01.280 --> 00:49:03.120]   Because they're dedicated to obey.
[00:49:03.120 --> 00:49:06.440]   Do we consider it our privilege?
[00:49:06.440 --> 00:49:08.500]   Brothers and sisters, are there any of us in here
[00:49:08.500 --> 00:49:10.120]   who perhaps have been serving,
[00:49:10.120 --> 00:49:13.880]   and perhaps we've said, this is not worth it.
[00:49:13.880 --> 00:49:14.860]   It's too much.
[00:49:14.860 --> 00:49:18.600]   This is not worth it for me to stress over so much.
[00:49:18.600 --> 00:49:20.320]   It's not worth it for me to invest this much time.
[00:49:20.320 --> 00:49:21.720]   This is not worth it for me to do this.
[00:49:21.720 --> 00:49:23.760]   Nobody's recognizing me.
[00:49:23.760 --> 00:49:25.400]   There's no appreciation.
[00:49:25.400 --> 00:49:27.520]   If I try, nobody's reciprocating.
[00:49:27.520 --> 00:49:29.760]   If I try, nobody's acknowledging.
[00:49:29.760 --> 00:49:30.920]   It's just not worth it.
[00:49:31.920 --> 00:49:34.880]   The challenge here today is,
[00:49:34.880 --> 00:49:37.480]   to such a degree, the Apostles saw it,
[00:49:37.480 --> 00:49:40.040]   and they said, this is so worth it.
[00:49:40.040 --> 00:49:41.920]   All of it, the shame, the ridicule,
[00:49:41.920 --> 00:49:44.400]   the questioning, the imprisonment, jail, flogging.
[00:49:44.400 --> 00:49:46.820]   So worth it.
[00:49:46.820 --> 00:49:47.880]   Why?
[00:49:47.880 --> 00:49:50.360]   Because they had a heart of servanthood
[00:49:50.360 --> 00:49:52.040]   towards their loving master.
[00:49:52.040 --> 00:49:55.480]   To their loving master.
[00:49:55.480 --> 00:49:58.000]   They thought, God thought of us
[00:49:58.000 --> 00:50:00.320]   worthy enough to bear this shame.
[00:50:00.320 --> 00:50:01.800]   Wow.
[00:50:01.800 --> 00:50:03.840]   That's a perspective.
[00:50:03.840 --> 00:50:05.760]   That's very challenging.
[00:50:05.760 --> 00:50:08.780]   There's a passage in 1 Peter 4.13
[00:50:08.780 --> 00:50:10.040]   that reads like this, "Dear friends,
[00:50:10.040 --> 00:50:12.360]   "do not be surprised at the painful trial
[00:50:12.360 --> 00:50:15.280]   "that you are suffering, as though something strange
[00:50:15.280 --> 00:50:16.520]   "were happening to you."
[00:50:16.520 --> 00:50:17.680]   Peter writes this.
[00:50:17.680 --> 00:50:19.620]   "But rejoice that you participate
[00:50:19.620 --> 00:50:21.320]   "in the sufferings of Christ."
[00:50:21.320 --> 00:50:22.960]   He writes this.
[00:50:22.960 --> 00:50:27.060]   "So that you may be overjoyed when his glory is revealed.
[00:50:27.060 --> 00:50:29.280]   "If you are insulted because of the name of Christ,
[00:50:29.280 --> 00:50:31.500]   "you are blessed, for the spirit of glory
[00:50:31.500 --> 00:50:33.220]   "and of God rests on you.
[00:50:33.220 --> 00:50:36.360]   "If you suffer, it should not be as a murderer,
[00:50:36.360 --> 00:50:37.720]   "a thief, or any kind of criminal,
[00:50:37.720 --> 00:50:38.600]   "or even as a meddler.
[00:50:38.600 --> 00:50:40.820]   "However, if you suffer as a Christian,
[00:50:40.820 --> 00:50:42.240]   "do not be ashamed.
[00:50:42.240 --> 00:50:45.800]   "Praise God that you bear his name."
[00:50:45.800 --> 00:50:49.360]   Apostle Peter, Apostle Paul,
[00:50:49.360 --> 00:50:52.160]   all these servants of God has a servant's heart.
[00:50:52.160 --> 00:50:53.160]   And it's such a challenging thing
[00:50:53.160 --> 00:50:55.960]   because they don't flippantly say,
[00:50:55.960 --> 00:50:58.440]   "It's a blessing to have the name of God on you."
[00:50:58.440 --> 00:51:01.540]   They show we bear the marks of Christ.
[00:51:01.540 --> 00:51:05.560]   It's a challenge to us today
[00:51:05.560 --> 00:51:09.080]   that we should just be thankful that God is using us.
[00:51:09.080 --> 00:51:11.160]   But we should also have a hard attitude.
[00:51:11.160 --> 00:51:15.680]   Lord, I don't have an agenda of my own.
[00:51:15.680 --> 00:51:18.200]   But to your glory, to your purpose, to your cause,
[00:51:18.200 --> 00:51:20.400]   I offer up myself.
[00:51:20.400 --> 00:51:21.680]   I surrender it all.
[00:51:21.680 --> 00:51:26.440]   And if you would have me be used for whatever purpose,
[00:51:26.440 --> 00:51:29.560]   I'm not higher than anything that you have.
[00:51:29.560 --> 00:51:32.860]   But rather, God, it would be my good joy
[00:51:32.860 --> 00:51:35.680]   to serve you in any way that pleases you.
[00:51:35.680 --> 00:51:37.080]   Let's take a moment to pray.
[00:51:37.080 --> 00:51:41.880]   Father God, we again wanna thank you so much.
[00:51:41.880 --> 00:51:43.800]   You are the sovereign God.
[00:51:43.800 --> 00:51:45.960]   I believe Apostle Peter can trust you.
[00:51:45.960 --> 00:51:47.960]   I believe Apostle Peter can have this perspective
[00:51:47.960 --> 00:51:49.600]   because you are the sovereign God
[00:51:49.600 --> 00:51:52.620]   who was the same yesterday, today, and tomorrow.
[00:51:52.620 --> 00:51:55.640]   And so thank you, Lord, that you are the sovereign one
[00:51:55.640 --> 00:51:59.840]   who promises that God, if we serve, nothing is in vain.
